date,PM2_5,PM10,PM1_0,CO2,pressure,humidity,battery,lux,dB,run_time,mslPressure,temperature_int,temperature,NO2,O3
1625087182,28,30,13,280,,,,,,,,,,,
1625087037,,,,,,,,,,,,33.3,33.5,18.631162188593,77.833108587688
1625086686,,,,,839.2,30.8,2500,60,58,,839.2,,,,
1625085834,26,26,12,290,,,,,,,,,,,
1625085136,,,,,,,,,,,,32.1,33,19.338139922472,73.73010055301
1625084736,,,,,839.6,34.2,2500,100,57,511200,839.6,,,,
1625084634,28,28,13,260,,,,,,,,,,,
1625084536,,,,,,,,,,,,31.8,31.4,19.332581504772,73.746451935289
1625083887,,,,,,,,,,,,33.1,32.5,18.783178180582,77.132761223328
1625083434,26,26,11,280,,,,,,,,,,,
1625083287,,,,,,,,,,,,34.2,34.4,18.319178780428,79.539981998148
1625082936,,,,,840.1,28.9,2500,95,58,,840.1,,,,
1625082638,,,,,,,,,,,,34.1,34.4,18.42453129975,78.490535872063
1625082038,,,,,,,,,,,,33.4,33.9,18.818961457308,75.678978098585
1625081387,,,,,,,,,,,,33.3,33.1,18.568658353906,76.82516075035
1625080987,,,,,840.6,31.2,2500,35,58,507600,840.6,,,,
1625080787,,,,,,,,,,,,33.4,33.6,18.454209032353,76.446403776336
1625080136,,,,,,,,,,,,33.3,33.3,18.148738225096,76.93411968394
1625079536,,,,,,,,,,,,32.3,32.5,18.480094699234,74.930125019072
1625079187,,,,,841,34.7,2500,90,57,,841,,,,
1625078887,,,,,,,,,,,,31.9,32.4,18.669683042237,74.559561506191
1625078335,20,20,8,240,,,,,,,,,,,
1625078287,,,,,,,,,,,,30.1,30.9,19.446534825099,70.186150212245
1625077638,,,,,,,,,,,,28.2,28.4,20.201677341278,66.736059736945
1625077239,,,,,841.6,43.6,2500,40,56,504000,841.6,,,,
1625077135,21,21,10,300,,,,,,,,,,,
1625077038,,,,,,,,,,,,27.8,28,20.244249622412,66.463790255346
1625076391,,,,,,,,,,,,27.4,27.7,20.205831019164,66.547647830858
1625075935,22,23,10,280,,,,,,,,,,,
1625075791,,,,,,,,,,,,27.7,27.4,19.911488408461,68.295724396404
1625075439,,,,,841.8,42.6,2500,30,57,,841.8,,,,
1625075143,,,,,,,,,,,,28.7,29,19.418737056025,71.702092718651
1625074591,21,21,11,300,,,,,,,,,,,
1625074543,,,,,,,,,,,,28.3,28.6,19.461309337159,71.429823237051
1625073894,,,,,,,,,,,,28.2,28.8,19.513254824025,70.804931376426
1625073496,,,,,841.9,44.8,2500,60,56,500400,841.9,,,,
1625073391,21,21,10,300,,,,,,,,,,,
1625073294,,,,,,,,,,,,27.2,27.8,19.889508418854,67.591009859468
1625072647,,,,,,,,,,,,26.7,27.5,20.107566630061,65.631692484779
1625072191,19,19,8,260,,,,,,,,,,,
1625072047,,,,,,,,,,,,25.3,26.3,20.719186024282,61.902552936475
1625071696,,,,,842.1,53,2500,55,55,,842.1,,,,
1625071401,,,,,,,,,,,,23.8,24.8,21.47342548245,57.027946680577
1625070851,17,17,9,310,,,,,,,,,,,
1625070801,,,,,,,,,,,,22.6,22.9,21.901043354256,54.079862057647
1625070155,,,,,,,,,,,,22.9,23,21.706765568098,54.382285953896
1625069758,,,,,842.4,61.9,2500,20,56,496800,842.4,,,,
1625069651,18,18,8,310,,,,,,,,,,,
1625069555,,,,,,,,,,,,23.3,23.3,21.458781623675,54.858534097885
1625068910,,,,,,,,,,,,24.2,23.9,20.907933795628,55.068907838774
1625068451,12,12,4,300,,,,,,,,,,,
1625068310,,,,,,,,,,,,25,25.6,20.583924813477,56.583141680667
1625067958,,,,,842.3,54.7,2500,50,55,,842.3,,,,
1625067664,,,,,,,,,,,,24.3,25,21.00476504203,52.022706754839
1625067114,15,15,7,280,,,,,,,,,,,
1625067064,,,,,,,,,,,,22.9,23.7,21.61990577905,47.413049313162
1625066419,,,,,,,,,,,,22.1,22.7,21.974726510695,44.681478976881
1625066020,,,,,842.3,69,2500,15,56,493200,842.3,,,,
1625065914,15,15,9,280,,,,,,,,,,,
1625065819,,,,,,,,,,,,21.6,22.3,22.185742036304,43.053062491106
1625065175,,,,,,,,,,,,21.1,21.5,22.378857402683,41.499866200547
1625064714,17,17,8,320,,,,,,,,,,,
1625064575,,,,,,,,,,,,20.9,21.1,22.442546379458,40.69725673175
1625064220,,,,,842.1,75,2500,40,55,,842.1,,,,
1625063930,,,,,,,,,,,,21.1,21.4,22.359783462521,40.715026636016
1625063381,13,13,7,300,,,,,,,,,,,
1625063330,,,,,,,,,,,,20.5,20.9,22.63565606526,38.689550850491
1625062687,,,,,,,,,,,,20.3,20.5,22.719299317897,37.851224095936
1625062289,,,,,842,79,2500,25,51,489600,842,,,,
1625062181,10,10,5,280,,,,,,,,,,,
1625062087,,,,,,,,,,,,19.8,20.1,22.953203571702,36.188454874769
1625061449,,,,,,,,,,,,19.4,19.7,23.148073928903,34.829570730543
1625060981,8,8,3,300,,,,,,,,,,,
1625060849,,,,,,,,,,,,18.9,19.2,23.362904242545,33.519764659153
1625060489,,,,,841.9,86.5,2500,30,50,,841.9,,,,
1625060200,,,,,,,,,,,,18.7,18.8,23.45447051648,32.908527030839
1625059653,6,6,2,290,,,,,,,,,,,
1625059600,,,,,,,,,,,,18.4,18.7,23.59152648215,32.085825592528
1625058958,,,,,,,,,,,,18.3,18.6,23.640244071451,31.676245762614
1625058570,,,,,841.8,88.4,2500,15,50,486000,841.8,,,,
1625058453,6,6,2,280,,,,,,,,,,,
1625058358,,,,,,,,,,,,17.9,18.3,23.836875100052,30.520520075635
1625057725,,,,,,,,,,,,17.7,18.2,23.943113635651,29.930435208149
1625057253,5,5,2,300,,,,,,,,,,,
1625057125,,,,,,,,,,,,17.4,17.9,24.064910449191,29.365170074005
1625056770,,,,,841.5,93,2500,5,50,,841.5,,,,
1625056474,,,,,,,,,,,,17.4,17.7,24.060508770692,29.479912821775
1625055944,4,4,2,300,,,,,,,,,,,
1625055874,,,,,,,,,,,,17.3,17.7,24.081935953298,29.551884683739
1625055232,,,,,,,,,,,,17.4,17.7,24.0235346713,29.942488188358
1625054835,,,,,841.2,93.5,2500,0,48,482400,841.2,,,,
1625054744,4,4,2,300,,,,,,,,,,,
1625054632,,,,,,,,,,,,17.3,17.6,24.051417649038,29.797353122944
1625053991,,,,,,,,,,,,17.4,17.6,23.999472162172,30.115582791048
1625053544,4,4,2,300,,,,,,,,,,,
1625053391,,,,,,,,,,,,17.3,17.6,24.049950422872,29.91346042108
1625053035,,,,,840.9,91.9,2500,0,49,,840.9,,,,
1625052749,,,,,,,,,,,,17.4,17.7,23.964845624646,30.461170523793
1625052200,4,4,2,310,,,,,,,,,,,
1625052149,,,,,,,,,,,,17.4,17.8,23.949586472516,30.581038741596
1625051515,,,,,,,,,,,,17.5,17.8,23.909085349747,30.849133021313
1625051118,,,,,840.9,91.7,2500,0,50,478800,840.9,,,,
1625051000,4,4,2,290,,,,,,,,,,,
1625050915,,,,,,,,,,,,17.4,17.8,23.961030836613,30.591089390993
1625050264,,,,,,,,,,,,17.6,17.8,23.863889103246,31.315377546212
1625049800,4,4,1,290,,,,,,,,,,,
1625049664,,,,,,,,,,,,17.5,17.9,23.887957292951,31.294429344399
1625049318,,,,,841,90.7,2500,0,48,,841,,,,
1625049022,,,,,,,,,,,,17.6,17.8,23.846282389249,31.694100486915
1625048474,5,5,2,300,,,,,,,,,,,
1625048422,,,,,,,,,,,,17.4,17.7,23.948999582049,31.247971050391
1625047782,,,,,,,,,,,,17.5,17.7,23.890304854817,31.752075071314
1625047383,,,,,840.8,89.1,2500,0,48,475200,840.8,,,,
1625047274,5,5,2,310,,,,,,,,,,,
1625047182,,,,,,,,,,,,17.5,17.8,23.876219483621,32.069956633233
1625046537,,,,,,,,,,,,17.6,17.9,23.830729791886,32.476308565581
1625046074,5,5,2,300,,,,,,,,,,,
1625045937,,,,,,,,,,,,17.6,17.9,23.835131470385,32.613773976145
1625045583,,,,,840.8,86.9,2500,0,48,,840.8,,,,
1625045295,,,,,,,,,,,,17.8,18.1,23.745619313083,33.280277523811
1625044746,5,5,2,290,,,,,,,,,,,
1625044695,,,,,,,,,,,,17.8,18.2,23.74004385365,33.427720072307
1625044053,,,,,,,,,,,,18,18.3,23.656694046247,34.06513325568
1625043656,,,,,840.6,83,2500,0,50,471600,840.6,,,,
1625043546,6,6,2,270,,,,,,,,,,,
1625043453,,,,,,,,,,,,17.9,18.3,23.715682218711,33.858799976647
1625042810,,,,,,,,,,,,18,18.4,23.687799240973,34.109977108634
1625042346,6,6,1,290,,,,,,,,,,,
1625042210,,,,,,,,,,,,17.8,18.2,23.769388376977,33.832574821568
1625041856,,,,,840.7,81.6,2500,0,50,,840.7,,,,
1625041568,,,,,,,,,,,,17.9,18.3,23.73798405644,34.146026333239
1625041020,6,6,1,270,,,,,,,,,,,
1625040968,,,,,,,,,,,,17.8,18.3,23.795211557505,34.03889778678
1625040326,,,,,,,,,,,,17.8,18.2,23.818687176167,34.216042294067
1625039928,,,,,841,80.5,2500,0,49,468000,841,,,,
1625039820,5,5,2,310,,,,,,,,,,,
1625039726,,,,,,,,,,,,17.7,18,23.850384941938,34.451136681721
1625039085,,,,,,,,,,,,18,18.2,23.713328976268,35.629222343141
1625038620,6,6,1,300,,,,,,,,,,,
1625038485,,,,,,,,,,,,18.1,18.4,23.683098436663,36.20947124211
1625038128,,,,,841.1,79.2,2500,0,49,,841.1,,,,
1625037841,,,,,,,,,,,,18.2,18.5,23.659323692191,36.854914390928
1625037293,5,5,1,320,,,,,,,,,,,
1625037241,,,,,,,,,,,,18.3,18.6,23.630560378753,37.569831149196
1625036599,,,,,,,,,,,,18.6,18.7,23.505535667647,39.082671773762
1625036202,,,,,841.3,80.2,2500,0,49,464400,841.3,,,,
1625036093,6,6,2,320,,,,,,,,,,,
1625035999,,,,,,,,,,,,18.7,18.9,23.475011682809,39.809380209727
1625035356,,,,,,,,,,,,18.9,19,23.399878341937,40.710847097498
1625034893,6,6,2,300,,,,,,,,,,,
1625034756,,,,,,,,,,,,19.2,19.3,23.251671457403,41.868557657991
1625034402,,,,,841.4,75.1,2500,0,49,,841.4,,,,
1625034113,,,,,,,,,,,,19.7,19.8,23.023342663031,43.342327304573
1625033564,8,8,1,290,,,,,,,,,,,
1625033513,,,,,,,,,,,,19.8,20,22.969636504765,43.749730698954
1625032870,,,,,,,,,,,,20.1,20.3,22.840503560393,44.488560068286
1625032474,,,,,841.6,70.4,2500,0,49,460800,841.6,,,,
1625032364,7,7,1,270,,,,,,,,,,,
1625032270,,,,,,,,,,,,20.1,20.5,22.849893807858,44.344467736257
1625031626,,,,,,,,,,,,20.2,20.5,22.805577897056,44.606345797708
1625031164,7,7,1,280,,,,,,,,,,,
1625031026,,,,,,,,,,,,20.1,20.5,22.846959355525,44.364598199385
1625030674,,,,,841.7,68.1,2500,0,50,,841.7,,,,
1625030382,,,,,,,,,,,,20.3,20.6,22.759501314855,44.86711852876
1625029833,7,7,1,290,,,,,,,,,,,
1625029782,,,,,,,,,,,,20.2,20.6,22.82025015872,44.588807534245
1625029139,,,,,,,,,,,,20.3,20.6,23.570360881498,33.448127321432
1625028744,,,,,841.6,68.9,2500,0,50,457200,841.6,,,,
1625028633,7,7,1,290,,,,,,,,,,,
1625028539,,,,,,,,,,,,20.2,20.6,24.08589262074,32.647408784778
1625027895,,,,,,,,,,,,20.4,20.7,23.987087739105,33.336485472313
1625027433,7,7,1,280,,,,,,,,,,,
1625027295,,,,,,,,,,,,20.3,20.7,24.811596613303,32.228454289843
1625026944,,,,,841.4,69.4,2500,0,49,,841.4,,,,
1625026652,,,,,,,,,,,,20.4,20.7,25.366830462441,31.974219884941
1625026102,8,8,1,270,,,,,,,,,,,
1625026052,,,,,,,,,,,,20.2,20.6,26.456493052727,30.317890971097
1625025407,,,,,,,,,,,,20.2,20.6,27.394078841558,29.393015826603
1625025017,,,,,841.1,70.1,2500,0,51,453600,841.1,,,,
1625024902,8,8,1,280,,,,,,,,,,,
1625024807,,,,,,,,,,,,20,20.5,28.776736990853,27.438773544928
1625024164,,,,,,,,,,,,20.1,20.4,29.001684937109,27.525644222316
1625023702,7,7,1,310,,,,,,,,,,,
1625023564,,,,,,,,,,,,20.1,20.5,29.77945496648,26.75929864113
1625023217,,,,,840.7,67.8,2500,0,51,,840.7,,,,
1625022920,,,,,,,,,,,,20.4,20.6,29.809708575424,27.61131290925
1625022371,7,7,1,320,,,,,,,,,,,
1625022320,,,,,,,,,,,,20.5,20.7,30.173163513211,27.554380493299
1625021680,,,,,,,,,,,,20.8,20.9,30.704173168462,27.899888661721
1625021283,,,,,840.4,65.3,2500,0,50,450000,840.4,,,,
1625021171,8,8,2,300,,,,,,,,,,,
1625021080,,,,,,,,,,,,21,21.2,31.617534763406,27.571578429467
1625020432,,,,,,,,,,,,21.3,21.5,32.116581266766,27.947385260642
1625019971,8,8,1,310,,,,,,,,,,,
1625019832,,,,,,,,,,,,21.5,21.7,32.97667094189,27.668110066762
1625019483,,,,,840.1,65.1,2500,0,52,,840.1,,,,
1625019188,,,,,,,,,,,,21.9,22,33.668702239613,28.132487288317
1625018639,9,9,1,310,,,,,,,,,,,
1625018588,,,,,,,,,,,,22,22.2,34.980397350194,27.101061166326
1625017944,,,,,,,,,,,,22.3,22.5,35.54869734932,27.396265712148
1625017551,,,,,839.6,60.9,2500,0,56,446400,839.6,,,,
1625017439,8,8,1,300,,,,,,,,,,,
1625017344,,,,,,,,,,,,22.6,22.7,35.882600901238,27.925185777802
1625016699,,,,,,,,,,,,23.2,23.1,35.04281267417,30.504239787518
1625016239,8,8,1,260,,,,,,,,,,,
1625016099,,,,,,,,,,,,23.8,23.4,33.792830664488,33.50249095292
1625015751,,,,,839,54.2,2500,5,58,,839,,,,
1625015452,,,,,,,,,,,,25.2,24.6,31.433785402679,39.932155392259
1625014902,10,10,0,290,,,,,,,,,,,
1625014852,,,,,,,,,,,,26,26,31.811008713528,41.853979255267
1625014206,,,,,,,,,,,,26.5,26.3,32.078070535703,43.021552158836
1625013813,,,,,838.9,49.2,2500,40,59,442800,838.9,,,,
1625013702,9,9,0,290,,,,,,,,,,,
1625013606,,,,,,,,,,,,26.5,26.5,33.020983516516,42.065625899296
1625012959,,,,,,,,,,,,26.8,26.8,33.402831796271,42.549324946613
1625012502,10,10,1,290,,,,,,,,,,,
1625012359,,,,,,,,,,,,27,26.9,33.495805825988,43.040191742031
1625012013,,,,,838.6,47.4,2500,60,58,,838.6,,,,
1625011712,,,,,,,,,,,,27.5,27.4,32.947807274918,45.035989614765
1625011161,10,10,0,280,,,,,,,,,,,
1625011112,,,,,,,,,,,,28,28,31.781854453937,47.672136702196
1625010464,,,,,,,,,,,,28.5,28.6,31.201892750975,49.685295617554
1625010072,,,,,838.4,44.6,2500,65,56,439200,838.4,,,,
1625009961,11,11,1,270,,,,,,,,,,,
1625009864,,,,,,,,,,,,28.2,27.8,29.632080659234,50.376395786301
1625009216,,,,,,,,,,,,29.5,28.7,23.308398679811,60.482105508966
1625008761,11,11,0,240,,,,,,,,,,,
1625008616,,,,,,,,,,,,29.8,30.6,23.418560168485,61.209875959369
1625008272,,,,,838.5,41.1,2500,145,56,,838.5,,,,
1625007968,,,,,,,,,,,,28.6,29.4,17.757266071435,63.411401823241
1625007417,10,10,0,270,,,,,,,,,,,
1625007368,,,,,,,,,,,,27.8,28.1,17.326770840766,61.542774221455
1625006721,,,,,,,,,,,,27.5,28.4,13.423648660912,64.569000284649
1625006329,,,,,838.7,47.9,2500,115,57,435600,838.7,,,,
1625006217,10,10,1,290,,,,,,,,,,,
1625006121,,,,,,,,,,,,26.6,26.7,13.27961591426,62.110943631082
1625005473,,,,,,,,,,,,27,26.6,7.5257449137705,69.080161198105
1625005017,11,11,0,240,,,,,,,,,,,
1625004873,,,,,,,,,,,,27.8,28.8,6.0118150710119,72.925141801357
1625004529,,,,,839,48.5,2500,170,56,,839,,,,
1625004229,,,,,,,,,,,,26.4,27.7,13.490291827516,61.273377150857
1625003675,6,6,1,280,,,,,,,,,,,
1625003629,,,,,,,,,,,,24.7,26,19.548117867776,50.280973436536
1625002979,,,,,,,,,,,,23,24,26.884469983715,38.038339961908
1625002589,,,,,839.3,75.6,2500,95,56,432000,839.3,,,,
1625002475,7,7,1,300,,,,,,,,,,,
1625002379,,,,,,,,,,,,21.4,21.8,31.19085574491,29.09504699261
1625001735,,,,,,,,,,,,21,21,33.556632644852,25.593970322022
1625001275,7,7,1,310,,,,,,,,,,,
1625001135,,,,,,,,,,,,21.1,20.9,34.468788356784,24.994238502511
1625000789,,,,,839.4,79.6,2500,20,56,,839.4,,,,
1625000491,,,,,,,,,,,,21.8,21.6,34.59975495345,26.902856205355
1624999940,8,8,1,310,,,,,,,,,,,
1624999891,,,,,,,,,,,,22.2,22,35.281131867209,27.380687178973
1624999246,,,,,,,,,,,,22.9,22.3,34.900688033603,29.787626374764
1624998856,,,,,839.6,63.6,2500,30,56,428400,839.6,,,,
1624998740,8,8,1,280,,,,,,,,,,,
1624998646,,,,,,,,,,,,23.9,23.1,33.293280501192,34.311665640539
1624998000,,,,,,,,,,,,25.3,24.7,31.775931572538,39.875574312799
1624997540,9,9,2,270,,,,,,,,,,,
1624997400,,,,,,,,,,,,26.2,25.7,31.190139017657,43.05543645659
1624997056,,,,,839.7,49.5,2500,15,56,,839.7,,,,
1624996753,,,,,,,,,,,,27.3,26.5,29.040563786094,48.394346550384
1624996202,12,12,1,270,,,,,,,,,,,
1624996153,,,,,,,,,,,,28.4,27.5,26.624628955431,53.987056916134
1624995505,,,,,,,,,,,,29.7,28.1,22.479768496643,61.890037001433
1624995116,,,,,839.8,43.8,2500,35,57,424800,839.8,,,,
1624995002,12,12,2,270,,,,,,,,,,,
1624994905,,,,,,,,,,,,31.5,29.9,15.197894183536,74.415886537132
1624994256,,,,,,,,,,,,31.7,32.1,15.994057554876,74.13637915657
1624993802,12,12,2,270,,,,,,,,,,,
1624993656,,,,,,,,,,,,29.8,30,18.714649648385,65.90221071409
1624993316,,,,,840.1,43.2,2500,210,57,,840.1,,,,
1624993008,,,,,,,,,,,,28.9,28.7,16.263942773529,65.760058537591
1624992456,13,13,3,290,,,,,,,,,,,
1624992408,,,,,,,,,,,,28.9,28.4,13.54174767073,68.505632146939
1624991760,,,,,,,,,,,,29,29.2,12.253773094099,70.102625979115
1624991371,,,,,840.2,45.6,2500,145,57,421200,840.2,,,,
1624991256,16,16,5,280,,,,,,,,,,,
1624991160,,,,,,,,,,,,27.6,28,15.609003256541,62.623286010889
1624990511,,,,,,,,,,,,27.6,27.2,9.7224561164384,68.639587645272
1624990056,17,17,6,280,,,,,,,,,,,
1624989911,,,,,,,,,,,,27.3,27.7,12.520941449933,64.92978153337
1624989571,,,,,840.6,48.4,2500,55,56,,840.6,,,,
1624989264,,,,,,,,,,,,26.1,26.6,13.944812688934,60.047655233136
1624988714,13,13,5,310,,,,,,,,,,,
1624988664,,,,,,,,,,,,25.3,25.3,13.514317458265,58.17902763135
1624988020,,,,,,,,,,,,25.3,25.4,12.922999148263,58.779349314424
1624987631,,,,,840.8,55.9,2500,35,55,417600,840.8,,,,
1624987514,15,15,6,290,,,,,,,,,,,
1624987420,,,,,,,,,,,,24.7,25,14.077091702269,55.869421744973
1624986772,,,,,,,,,,,,24.1,24.5,15.561470159159,52.619750947982
1624986314,14,14,5,300,,,,,,,,,,,
1624986172,,,,,,,,,,,,23.5,23.7,15.698069044604,50.731251294148
1624985831,,,,,840.9,60.1,2500,30,56,,840.9,,,,
1624985526,,,,,,,,,,,,23.3,23.7,16.702496563178,49.120512347057
1624984975,10,10,3,260,,,,,,,,,,,
1624984926,,,,,,,,,,,,22.5,23.2,19.489625289633,43.970329273473
1624984281,,,,,,,,,,,,21.6,22.3,21.817409622625,38.997481457024
1624983895,,,,,840.9,68.7,2500,45,56,414000,840.9,,,,
1624983775,14,14,6,310,,,,,,,,,,,
1624983681,,,,,,,,,,,,21,21.4,22.555981202035,36.505722913072
1624983038,,,,,,,,,,,,21.1,21.1,21.092209289999,38.252411864603
1624982575,15,15,6,300,,,,,,,,,,,
1624982438,,,,,,,,,,,,21.5,21.3,19.328405084023,41.149700034891
1624982095,,,,,841,72.3,2500,10,56,,841,,,,
1624981792,,,,,,,,,,,,22.1,22,17.476450380376,44.679183105832
1624981243,10,10,3,300,,,,,,,,,,,
1624981192,,,,,,,,,,,,22.2,22.6,18.07430176537,44.334817566002
1624980547,,,,,,,,,,,,21.8,22.2,19.028372790083,42.166534853713
1624980162,,,,,841,70.5,2500,30,55,410400,841,,,,
1624980043,11,11,3,290,,,,,,,,,,,
1624979947,,,,,,,,,,,,21.3,22,20.183671227101,39.518949839849
1624979303,,,,,,,,,,,,20.9,21.4,21.009889644246,37.494181064759
1624978843,11,11,4,300,,,,,,,,,,,
1624978703,,,,,,,,,,,,20.4,21,22.442202064327,34.575861731403
1624978362,,,,,840.9,76.8,2500,35,55,,840.9,,,,
1624978059,,,,,,,,,,,,19.9,20.4,23.064781303145,32.4785487103
1624977511,10,10,5,300,,,,,,,,,,,
1624977459,,,,,,,,,,,,19.7,20.1,23.328729136222,31.604128225858
1624976816,,,,,,,,,,,,19.7,20,23.179567760726,31.72506894458
1624976432,,,,,840.9,81.4,2500,15,55,406800,840.9,,,,
1624976311,11,11,5,290,,,,,,,,,,,
1624976216,,,,,,,,,,,,19.4,19.8,23.852503493405,30.152085564483
1624975572,,,,,,,,,,,,19.1,19.6,24.738526905363,28.368813873205
1624975111,11,11,6,280,,,,,,,,,,,
1624974972,,,,,,,,,,,,18.6,19.2,25.952424454183,25.684495082144
1624974632,,,,,840.7,86.6,2500,20,52,,840.7,,,,
1624974330,,,,,,,,,,,,18.3,18.8,26.753212794429,24.000001351485
1624973781,10,10,6,280,,,,,,,,,,,
1624973730,,,,,,,,,,,,17.9,18.5,27.78186450689,21.803441012964
1624973088,,,,,,,,,,,,17.6,18.1,28.838358062273,19.867781583005
1624972705,,,,,840.5,93.9,2500,15,50,403200,840.5,,,,
1624972581,7,7,5,300,,,,,,,,,,,
1624972488,,,,,,,,,,,,17.2,17.8,30.106733413923,17.432783801447
1624971846,,,,,,,,,,,,17.1,17.4,30.281324866318,16.973989113405
