,epochs,epochs,hidden_neurons,hidden_neurons,hidden_layers,hidden_layers,regularization,regularization,random_state_trainsplit,random_state_trainsplit,acc_train,acc_train,mse_train,mse_train,mae_train,mae_train,rmse_train,rmse_train,ia_train,ia_train,acc_test,acc_test,mse_test,mse_test,mae_test,mae_test,rmse_test,rmse_test,ia_test,ia_test
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
random_WeightInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8302350691312201,0.022340950325408875,112.1642039437172,14.478017739894243,7.195419188413708,0.6043879362573473,10.57411383890148,0.685390852647249,0.9535,0.004509249752822851,0.7765285378009733,0.025039441717016664,146.94871261766156,15.86089382003788,8.044926789850912,0.3370665672645508,12.109219243853934,0.6486107429875161,0.937,0.010739335795724612
38,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8440708737065413,0.02510396712981486,103.05222465501672,16.671124908828958,6.689061866456225,0.5949876495992508,10.124410637410564,0.855206719730786,0.9554999999999999,0.008660254037844355,0.7880375696458477,0.028217816047733848,139.40782923944099,18.35876279340088,7.6570236188344705,0.3283418806728543,11.788967704693647,0.7554863308988152,0.9385,0.007593857166596288
40,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8366341727712484,0.031058217188497,107.94154173592207,20.387435842675686,6.899949176260284,0.7058425940300718,10.350845383515507,1.0337901672826981,0.954,0.009556847457887676,0.7792810139080816,0.021882011254644642,145.17711661349003,14.23462797238365,7.824900705290715,0.28573489109774813,12.038473583095442,0.5799659790059253,0.93625,0.008015609770940648
42,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8478141452061153,0.023694606612265412,100.57314867912666,15.688324845495885,6.751683840273348,0.5935124345806267,10.003985886510117,0.81110218150618,0.9589999999999999,0.007571877794400384,0.7816263285763436,0.03246453003698352,143.61738679835074,21.11843780184656,7.860739828055522,0.425368047031751,11.961204997451475,0.8539803333352995,0.9397499999999999,0.008015609770940652
44,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8366322468824305,0.026623755211523666,107.97719919222116,17.76697904863481,6.850031812334464,0.46504941758654844,10.363025608435638,0.8831001688206757,0.952,0.010424330514074567,0.7884429764987453,0.017042272672386102,139.08877823661436,10.048650433874652,7.6835658914364595,0.313508601211572,11.787955864862678,0.42091133613300186,0.9377500000000001,0.003593976442141235
46,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8433308905846566,0.022438559825777072,103.54444116022216,14.951646686919736,6.876970694141908,0.6050230417565895,10.154431971847837,0.7589049034291565,0.9575,0.006350852961085915,0.7840168465048718,0.030628756361463755,142.02171626025694,19.69859891002588,7.8485907907949715,0.21561606218739404,11.897060498740462,0.8013885861979851,0.9392499999999999,0.011116804097101475
48,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8461289807553237,0.016925209995947987,101.67098132839732,10.999866293223612,6.737184194293503,0.4191160347746952,10.071579334960543,0.5588929867671019,0.95625,0.005795112883571223,0.7846444899909497,0.02318337467599855,141.64580625073495,15.07028302473832,7.665571523692126,0.21689870648205523,11.889455289783564,0.6182331415386363,0.9369999999999999,0.007393691004272931
50,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.832720984722508,0.016622061841473662,110.53448164323478,10.826289000817898,6.971431805930527,0.2818821220412304,10.50362134151741,0.527156342722968,0.9524999999999999,0.007937253933193823,0.7672252068322716,0.04750033738691914,153.08665984209244,31.047571763320242,7.846764407266598,0.4713255324968254,12.329004485542413,1.2012816697552857,0.9335,0.009712534856222236
52,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8475963589427082,0.0210653546270658,100.71832132124835,13.9615727628434,6.7023831600580515,0.49494133989147465,10.016489703815187,0.7194955034491517,0.9572499999999999,0.007632168761236878,0.7825532505338266,0.030428943445253074,142.99433859118105,19.648189544781545,7.779238454877019,0.3748538705002239,11.938115873937605,0.7964320197983358,0.938,0.008286535263104007
54,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8298225925422215,0.027684122245338526,112.45024263984362,18.201454141042753,7.0550214882503495,0.6338394569544599,10.57582104431261,0.8961040702345309,0.95175,0.008381527307120088,0.7774301921719884,0.005965371048218254,146.40661228778782,3.9425443134265175,7.912892419966756,0.2582207828669173,12.099035891090294,0.16306560600672035,0.9352499999999999,0.006601767440112731
56,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8190247641436985,0.002036184882213234,119.59482795010798,1.1524836946367145,7.376930667183862,0.17702342116898287,10.935847195949407,0.052587158806274376,0.95,0.0029439202887759056,0.778083813955575,0.0299338509029794,145.98053385967765,19.705832167030557,8.006043391488113,0.5004854310817838,12.0627107206192,0.7929219636561481,0.93825,0.006238322424070888
58,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8438324634081769,0.01324523799641688,103.19898701805383,8.698986818739604,6.790494876024508,0.28578734741431144,10.151671381806146,0.4359742712162631,0.9554999999999999,0.005259911279353153,0.7896756763504484,0.024236190985698194,138.36569029996406,16.071067638975187,7.65980973764533,0.30317203188217234,11.748665529539995,0.667880802701325,0.9392499999999999,0.006448514040717631
60,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8434701819612707,0.024842082254912804,103.40503228194594,16.04800555662636,6.737571851223587,0.4077040735161412,10.14496204639328,0.8039712757603711,0.95475,0.009464847243000458,0.7875419058987629,0.022447860798282107,139.76345258004042,14.855920188340958,7.693857209693213,0.3680580317686707,11.810050319998433,0.6176989764659641,0.938,0.004898979485566338
62,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8464974649404876,0.019166851419222457,101.43346810690915,12.57660940052918,6.765372059107743,0.3579202615858039,10.056079956393438,0.641585554213229,0.95675,0.006898067362191652,0.7884195329979392,0.022551126507813737,139.20534454296157,15.128606647505318,7.762506732298274,0.29706509476033616,11.785994766958913,0.6278767354385008,0.939,0.0063770421565696065
64,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8383181457506308,0.014729754114930126,106.82057056451099,9.305856363815149,6.871853727292166,0.2740622949470624,10.327985313884591,0.4520913192342171,0.9529999999999998,0.00503322295684716,0.7853433052333163,0.026510303806455308,141.24861173553683,17.87448418363911,7.719344935188248,0.2445142551398062,11.867758287151807,0.7347788540564957,0.93625,0.009742518497116968
66,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8486304879159057,0.02228649446061209,100.02096098088225,14.62406540771299,6.667942312339337,0.5309905323023933,9.979301460765715,0.7611424185976303,0.9572499999999999,0.007889866919029776,0.7863882248191834,0.03342277669894879,140.5276872268787,22.06687568288427,7.738626498697672,0.4090274981662064,11.82875054083479,0.9006278325548578,0.93875,0.008015609770940676
68,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8503536889267276,0.024512156149043736,98.87269181376456,16.00306028649151,6.587607458074727,0.5737145975554184,9.918012411305439,0.8211549776226511,0.957,0.007874007874011792,0.7862717483573062,0.024672838376471832,140.5311960741289,15.581908652341337,7.652192906196453,0.2411776833657419,11.841547026821917,0.6418308039703159,0.93775,0.00865544144839915
70,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8362567845217882,0.02035660254629372,108.20231744281463,13.382003780683991,6.92630834757747,0.4231475490330185,10.386066548654666,0.6652709620710126,0.954,0.006976149845485478,0.7824203422871805,0.019611525248832164,143.1070235147273,12.664976466535157,7.798440279614034,0.28561715887180256,11.954243099197924,0.5203786313907807,0.938,0.004082482904638572
72,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8439786362511901,0.016889649715114242,103.11905401455505,11.338529718534454,6.7636886559704275,0.41689548877583343,10.142760100812556,0.5697619993411887,0.9557499999999999,0.005057996968497847,0.7859441741477565,0.032831092289444655,140.75764849217808,21.215276718953884,7.649171850157661,0.24167525291336225,11.84048861476223,0.8644673549757259,0.9377499999999999,0.01132475165290609
74,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8353004031088037,0.01547093065595504,108.82112407772338,9.907653133645427,6.946283474331979,0.16804321290845634,10.4235623711421,0.4767551050365853,0.9532499999999999,0.007365459931328117,0.7874520824647435,0.020722102871057264,139.77595581029635,13.142812127930267,7.71287395506368,0.345100408593161,11.813304090554213,0.543816481779662,0.93875,0.004031128874149221
76,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8479425403688766,0.0206824355069026,100.4867632755737,13.680893535416327,6.672603355389262,0.5012484235666351,10.00561892549035,0.7064967029345595,0.9562499999999999,0.006551081335677876,0.786869616117195,0.026446300721358666,140.17960572806663,17.208604949881806,7.666109944822658,0.21088508334403086,11.823752294713366,0.7103871257533212,0.9375,0.007937253933193692
78,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8371860271631617,0.013252144132537771,107.578749878223,8.468037094264425,6.908488550581907,0.2420309439523451,10.36588527832324,0.41178032147335514,0.95475,0.0069940450861191075,0.780771030976475,0.03318577749858207,144.21111534243292,21.82783592365476,7.827245543224468,0.4822222039862505,11.984595470042915,0.8798384411241318,0.9392499999999999,0.005737304826019442
80,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8300056852982542,0.008732122152508594,112.34408560954674,5.895843169563248,7.0856229082382205,0.08478420070464553,10.596483927945691,0.2795567308804199,0.9524999999999999,0.005196152422706657,0.7781926347916248,0.024808988496098444,145.83994077327367,15.614481185218287,7.846414278212254,0.4183923297513649,12.064027746826596,0.6315856205579318,0.937,0.0032659863237108427
82,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8271756193120197,0.018591615920670206,114.1843327965583,11.930789007796474,7.096904687883463,0.4005561913533914,10.674352061235474,0.568671984370941,0.95025,0.006238322424070976,0.7782207522118021,0.027703947463977842,145.91466152024165,18.470042357178382,7.755255696866626,0.11028279768697066,12.062250046662069,0.7454621224829376,0.935,0.010230672835481822
84,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8381222628296418,0.01094835750083994,106.98495188710628,7.432439307978535,6.938206522382769,0.2334935496582407,10.338616384852351,0.3614104480482366,0.95475,0.004272001872658808,0.7873816136925491,0.018611786607364327,139.81431078655783,11.588048883737315,7.72941534326558,0.2405583193434381,11.816950372042728,0.4816564352829137,0.9395,0.0038729833462073293
86,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8438973810931989,0.026146356939286606,103.16318542390343,17.31899219835777,6.76593400064819,0.5942559984967561,10.127620112886552,0.8903155043460333,0.9555,0.010246950765959616,0.7818324135433445,0.03419863261144993,143.48876740085228,22.32070951495013,7.801846408572267,0.3777161386487457,11.95297068193308,0.9057293765804085,0.93725,0.0076321687612368
88,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8401930810986724,0.020061248786181162,105.62536441239274,13.486557118790563,6.81589939644123,0.4223122502935842,10.26125828128815,0.6652747774046347,0.9552499999999999,0.0079320026895272,0.7828550771810575,0.024351480194904424,142.86065763738134,16.23682372190517,7.7052643524691575,0.3009238161195513,11.938547026423345,0.6650839899437186,0.938,0.005656854249492358
90,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.836296120692837,0.014583886876019407,108.18317582497305,9.649829031695194,6.85551966942743,0.32883569820894926,10.393478113981523,0.4601282707537524,0.9519999999999998,0.004830458915396478,0.7719173767845726,0.03529797257923702,150.01706505710933,23.083775032089765,7.812392110841618,0.3119932973859925,12.222465942011095,0.9153442729291623,0.93075,0.012996794476587914
92,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8456511759973987,0.013474190294653807,101.99385502793453,8.795716584720891,6.695997942698639,0.30674816194547194,10.091913788455507,0.4429162664524437,0.9562499999999999,0.005123475382979797,0.784841317643643,0.017525428684760282,141.51866993845576,11.328049743295258,7.685213090154285,0.19677938932854616,11.88926187530913,0.46779197481584184,0.93775,0.0054999999999999485
94,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8470440084289144,0.023444087813468358,101.077946491071,15.479283776591382,6.723380389230618,0.517770548955765,10.029946959681457,0.7984238448741567,0.9575,0.008185352771872491,0.7761983170726748,0.017536940101415936,147.1209587846744,9.959654538486795,7.860577140875023,0.22426907365439722,12.124180424725656,0.40858750735277044,0.9359999999999999,0.004242640687119236
96,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8318168448279916,0.017922863707095962,111.12399405442665,11.573664271246418,7.046557033408814,0.32750854777023525,10.530817453200994,0.5487899680618464,0.95175,0.0078898669190298,0.7900781279032593,0.014504853856334916,138.10078311922734,9.792972648654585,7.783431133681656,0.29004142101323444,11.746219712835826,0.4116723244109158,0.9392500000000001,0.0038622100754187407
98,125.0,50.00000000000001,87.5,14.433756729740647,5.75,2.9860788111948193,0.32500000000000007,0.45000000000000007,35.0,40.97153483415854,0.8420884630679304,0.025486564319836178,104.33182533442597,16.62215195431514,6.839301129043218,0.6715137187799538,10.188061078653842,0.8447775186755272,0.95575,0.007544313531837534,0.7798466018920711,0.027666996692372214,144.8814881254182,18.77570088588581,7.832060426589901,0.3777544069570303,12.018526856090727,0.7628895375208815,0.9372499999999999,0.008057087976847867
