Est,longitude,latitude,NO2_CND,NO2_TpCND,NO2_StCND,NO2_SlantCND,id,Time_Jul,Time,Num_Img
Aguilas,-103.416705,20.629863,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Atemajac,-103.355422,20.718442,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Centro,-103.333283,20.673822,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Las Pintas,-103.326533,20.576811,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Loma Dorada,-103.26403,20.62923,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Miravalle,-103.34336,20.61449,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Oblatos,-103.296666,20.700491,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Santa Fe,-103.377203,20.528998,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Tlaquepaque,-103.312511,20.640929,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Vallarta,-103.398976,20.679973,,,,,20190101T193350_20190101T201916,2458484.5,2019-01-01,0
Aguilas,-103.416705,20.629863,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Atemajac,-103.355422,20.718442,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Centro,-103.333283,20.673822,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Las Pintas,-103.326533,20.576811,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Loma Dorada,-103.26403,20.62923,7.352646974689481e-05,3.782523833453262e-05,3.570123509769803e-05,0.00018558315894466387,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Miravalle,-103.34336,20.61449,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Oblatos,-103.296666,20.700491,7.83842260716483e-05,4.263863229425624e-05,3.5745586501434445e-05,0.00020270132517907768,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Santa Fe,-103.377203,20.528998,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Tlaquepaque,-103.312511,20.640929,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Vallarta,-103.398976,20.679973,,,,,20190102T191350_20190102T195725,2458485.5,2019-01-02,1
Aguilas,-103.416705,20.629863,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Atemajac,-103.355422,20.718442,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Centro,-103.333283,20.673822,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Las Pintas,-103.326533,20.576811,7.353097316808999e-05,3.614050001488067e-05,3.73904658772517e-05,0.00017673292313702404,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Loma Dorada,-103.26403,20.62923,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Miravalle,-103.34336,20.61449,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Oblatos,-103.296666,20.700491,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Santa Fe,-103.377203,20.528998,6.391009083017707e-05,2.6564975996734574e-05,3.734511119546369e-05,0.00017169874627143145,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Tlaquepaque,-103.312511,20.640929,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Vallarta,-103.398976,20.679973,,,,,20190102T205350_20190102T214010,2458485.5,2019-01-02,2
Aguilas,-103.416705,20.629863,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Atemajac,-103.355422,20.718442,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Centro,-103.333283,20.673822,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Las Pintas,-103.326533,20.576811,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Loma Dorada,-103.26403,20.62923,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Miravalle,-103.34336,20.61449,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Oblatos,-103.296666,20.700491,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Santa Fe,-103.377203,20.528998,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Tlaquepaque,-103.312511,20.640929,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Vallarta,-103.398976,20.679973,,,,,20190102T205850_20190102T214259,2458485.5,2019-01-02,3
Aguilas,-103.416705,20.629863,,,,,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Atemajac,-103.355422,20.718442,,,,,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Centro,-103.333283,20.673822,0.00029890096629969776,0.00026106191216968,3.7839057767996565e-05,0.0002892357006203383,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Las Pintas,-103.326533,20.576811,0.0001365418138448149,9.863104787655175e-05,3.791075505432673e-05,0.0002047401649178937,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Loma Dorada,-103.26403,20.62923,0.00025615437874966756,0.00021823778760338863,3.791658621233205e-05,0.00028156469608534804,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Miravalle,-103.34336,20.61449,0.0001365418138448149,9.863104787655175e-05,3.791075505432673e-05,0.0002047401649178937,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Oblatos,-103.296666,20.700491,,,,,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Santa Fe,-103.377203,20.528998,9.295983181800693e-05,5.500900078914128e-05,3.795083102886565e-05,0.00016743283777032048,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Tlaquepaque,-103.312511,20.640929,0.00040588002024701295,0.0003680106396675408,3.786937354914093e-05,0.00036756840748228227,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Vallarta,-103.398976,20.679973,,,,,20190103T203350_20190103T212248,2458486.5,2019-01-03,4
Aguilas,-103.416705,20.629863,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Atemajac,-103.355422,20.718442,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Centro,-103.333283,20.673822,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Las Pintas,-103.326533,20.576811,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Loma Dorada,-103.26403,20.62923,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Miravalle,-103.34336,20.61449,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Oblatos,-103.296666,20.700491,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Santa Fe,-103.377203,20.528998,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Tlaquepaque,-103.312511,20.640929,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Vallarta,-103.398976,20.679973,,,,,20190103T203850_20190103T212509,2458486.5,2019-01-03,5
Aguilas,-103.416705,20.629863,0.0002742542702891961,0.00023526313245522107,3.899112616695362e-05,0.0002945086953704418,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Atemajac,-103.355422,20.718442,,,,,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Centro,-103.333283,20.673822,0.0003472318931017071,0.00030828401213511825,3.8947855500737205e-05,0.0003225570253562182,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Las Pintas,-103.326533,20.576811,0.0002319931749366416,0.000192862762049313,3.913041334832969e-05,0.00023247822743768982,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Loma Dorada,-103.26403,20.62923,0.00023164262157872496,0.0001925457553532018,3.909687335765033e-05,0.00024576201867155585,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Miravalle,-103.34336,20.61449,0.00026457327212576603,0.00022549266147286318,3.908061875351245e-05,0.0002544110089201335,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Oblatos,-103.296666,20.700491,0.00024593426496721804,0.00020697605214081705,3.8958227378316224e-05,0.00024704966926947236,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Santa Fe,-103.377203,20.528998,0.00015931285452097654,0.00012010810314677656,3.920476228813641e-05,0.0001892164145829156,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Tlaquepaque,-103.312511,20.640929,0.000258372588470445,0.00021928404420495565,3.908854590629339e-05,0.0002518714745540748,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Vallarta,-103.398976,20.679973,0.0003087343018331822,0.00026980674838098006,3.8927528116514626e-05,0.0003428802032295528,20190104T201850_20190104T210552,2458487.5,2019-01-04,6
Aguilas,-103.416705,20.629863,0.00028354424284771085,0.0002444102137815207,3.9134029066190124e-05,0.0004084173124283552,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Atemajac,-103.355422,20.718442,0.00016429192328359932,0.00012528647494036704,3.900545198121108e-05,0.0002494280633982271,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Centro,-103.333283,20.673822,0.0002226454722578401,0.0001835112581109262,3.9134215737805545e-05,0.00033125458168272646,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Las Pintas,-103.326533,20.576811,0.00016573637017083104,0.0001264355011540773,3.9300871127144554e-05,0.0002478975504116188,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Loma Dorada,-103.26403,20.62923,0.00013195310020819306,9.268908615922555e-05,3.926401768694632e-05,0.0001952970342244953,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Miravalle,-103.34336,20.61449,0.0001849442778620869,0.00014568096958100796,3.9263308281078935e-05,0.00027336887433193624,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Oblatos,-103.296666,20.700491,0.00012695564028358984,8.78215457332658e-05,3.9134101826230114e-05,0.0001976734046381487,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Santa Fe,-103.377203,20.528998,0.00012015808699693277,8.076661097983809e-05,3.9391476017094695e-05,0.00018645389825793618,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Tlaquepaque,-103.312511,20.640929,0.0001567857398185879,0.0001175220386357978,3.9263708458747715e-05,0.0002280359185533598,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Vallarta,-103.398976,20.679973,0.00029831824940629303,0.0002591841039247811,3.913416003342718e-05,0.00042168161598965526,20190105T195850_20190105T204709,2458488.5,2019-01-05,7
Aguilas,-103.416705,20.629863,0.00013352031237445772,9.446156036574394e-05,3.905875564669259e-05,0.00021483229647856206,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Atemajac,-103.355422,20.718442,0.00011107090540463105,7.205113797681406e-05,3.9019771065795794e-05,0.00018705119146034122,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Centro,-103.333283,20.673822,0.00011871395176542857,7.968515879792164e-05,3.9028794276915127e-05,0.00019481286685093857,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Las Pintas,-103.326533,20.576811,0.00014403353270608932,0.00010495623428141698,3.907730570062995e-05,0.00022422673646360636,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Loma Dorada,-103.26403,20.62923,9.742098694099845e-05,5.838404706714568e-05,3.9036943511831574e-05,0.00017294737192734773,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Miravalle,-103.34336,20.61449,0.00013495271559804678,9.590474655851722e-05,3.9047965401550755e-05,0.00021130367531441152,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Oblatos,-103.296666,20.700491,8.440879901172593e-05,4.540302688837983e-05,3.900576484738849e-05,0.0001629587495699525,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Santa Fe,-103.377203,20.528998,0.0001532095338916406,0.0001141232205554843,3.9086316974135116e-05,0.00023507187142968178,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Tlaquepaque,-103.312511,20.640929,0.00011354530121679464,7.450414503081286e-05,3.904115659484205e-05,0.00018925244121434712,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Vallarta,-103.398976,20.679973,7.354466293380818e-05,3.451244090018908e-05,3.90322292743187e-05,0.00014880078769803824,20190106T193850_20190106T202608,2458489.5,2019-01-06,8
Aguilas,-103.416705,20.629863,0.00014999044651631266,0.00011113266373286024,3.8857779145473614e-05,0.00022459837782662362,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Atemajac,-103.355422,20.718442,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Centro,-103.333283,20.673822,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Las Pintas,-103.326533,20.576811,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Loma Dorada,-103.26403,20.62923,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Miravalle,-103.34336,20.61449,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Oblatos,-103.296666,20.700491,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Santa Fe,-103.377203,20.528998,0.0001254265516763553,8.648916991660371e-05,3.893738175975159e-05,0.00020915544882882386,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Tlaquepaque,-103.312511,20.640929,,,,,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Vallarta,-103.398976,20.679973,0.00014999044651631266,0.00011113266373286024,3.8857779145473614e-05,0.00022459837782662362,20190107T191850_20190107T200103,2458490.5,2019-01-07,9
Aguilas,-103.416705,20.629863,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Atemajac,-103.355422,20.718442,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Centro,-103.333283,20.673822,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Las Pintas,-103.326533,20.576811,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Loma Dorada,-103.26403,20.62923,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Miravalle,-103.34336,20.61449,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Oblatos,-103.296666,20.700491,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Santa Fe,-103.377203,20.528998,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Tlaquepaque,-103.312511,20.640929,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Vallarta,-103.398976,20.679973,,,,,20190107T205850_20190107T214514,2458490.5,2019-01-07,10
Aguilas,-103.416705,20.629863,0.00019988283747807145,0.00015910172078292817,4.078111669514328e-05,0.0003365076845511794,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Atemajac,-103.355422,20.718442,0.0001658838300500065,0.00012509789667092264,4.078593337908387e-05,0.0003024532925337553,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Centro,-103.333283,20.673822,0.0001658838300500065,0.00012509789667092264,4.078593337908387e-05,0.0003024532925337553,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Las Pintas,-103.326533,20.576811,0.0002085333107970655,0.00016767116903793067,4.0862134483177215e-05,0.0003545229265000671,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Loma Dorada,-103.26403,20.62923,0.00015267064736690372,0.00011180356523254886,4.086707849637605e-05,0.00028527050744742155,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Miravalle,-103.34336,20.61449,0.0002443678677082062,0.00020354399748612195,4.0823855670168996e-05,0.00041471925214864314,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Oblatos,-103.296666,20.700491,0.0001494682946940884,0.00010864046635106206,4.0827821067068726e-05,0.00027549234800972044,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Santa Fe,-103.377203,20.528998,0.00012311955709249617,8.224113597605659e-05,4.087841754062743e-05,0.00023258731801551505,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Tlaquepaque,-103.312511,20.640929,0.00018702420403676499,0.00014617331086507965,4.0850885444896315e-05,0.0003337673405071777,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Vallarta,-103.398976,20.679973,0.0001658838300500065,0.00012509789667092264,4.078593337908387e-05,0.0003024532925337553,20190108T204350_20190108T212803,2458491.5,2019-01-08,11
Aguilas,-103.416705,20.629863,0.00020538820918878625,0.00016367159215513385,4.171663157990697e-05,0.0003264597907093812,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Atemajac,-103.355422,20.718442,0.00014035490121355285,9.86980072189972e-05,4.165688675298154e-05,0.0002358002347208627,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Centro,-103.333283,20.673822,0.0001619418035261333,0.00012023942690575495,4.170236206846312e-05,0.0002723293437156826,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Las Pintas,-103.326533,20.576811,0.00013522506151130296,9.346255956216286e-05,4.1762494678443984e-05,0.00022840385597746327,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Loma Dorada,-103.26403,20.62923,0.00011067179002566263,6.892259261803702e-05,4.1749197407625616e-05,0.0001921662042150274,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Miravalle,-103.34336,20.61449,0.00013523129746317863,9.346879232907668e-05,4.176249785814434e-05,0.00022841169266030192,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Oblatos,-103.296666,20.700491,0.00012079770619590616,7.912139415286047e-05,4.167631433249644e-05,0.00020600944444329458,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Santa Fe,-103.377203,20.528998,0.00010104327520821244,5.922149648540653e-05,4.182178236078471e-05,0.00018110910605173558,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Tlaquepaque,-103.312511,20.640929,0.000161326633731396,0.00011962342662891583,4.170319283281143e-05,0.0002713956549070625,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Vallarta,-103.398976,20.679973,0.0002053913049167022,0.0001636746892472729,4.171663022134453e-05,0.00032646552426740527,20190109T202350_20190109T211034,2458492.5,2019-01-09,12
Aguilas,-103.416705,20.629863,0.0002758093469310552,0.0002358224446652457,3.998687316197902e-05,0.000411390996305272,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Atemajac,-103.355422,20.718442,0.00016357720596715808,0.00012356281513348222,4.001440538559109e-05,0.0002609821385703981,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Centro,-103.333283,20.673822,0.00022894229914527386,0.00018900938448496163,3.993292557424866e-05,0.000347807101206854,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Las Pintas,-103.326533,20.576811,0.00018033671185617694,0.00014048275563155032,3.985395838645184e-05,0.00027469375598183427,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Loma Dorada,-103.26403,20.62923,0.00012791838540071495,8.80259176473206e-05,3.9892466226090304e-05,0.00020772494777511515,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Miravalle,-103.34336,20.61449,0.00027428008688082476,0.0002343462978815566,3.993380211013588e-05,0.0004076750119423561,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Oblatos,-103.296666,20.700491,0.0001394235441694036,9.942153701558709e-05,4.000201079179533e-05,0.00021541191381402314,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Santa Fe,-103.377203,20.528998,0.00012192375325328176,8.210552882281105e-05,3.981822316211999e-05,0.00019693723603037187,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Tlaquepaque,-103.312511,20.640929,0.00022894229914527386,0.00018900938448496163,3.993292557424866e-05,0.000347807101206854,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Vallarta,-103.398976,20.679973,0.0002138360869139433,0.00017379396012984216,4.0042119508143514e-05,0.0003144530928693712,20190110T200350_20190110T205020,2458493.5,2019-01-10,13
Aguilas,-103.416705,20.629863,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Atemajac,-103.355422,20.718442,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Centro,-103.333283,20.673822,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Las Pintas,-103.326533,20.576811,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Loma Dorada,-103.26403,20.62923,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Miravalle,-103.34336,20.61449,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Oblatos,-103.296666,20.700491,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Santa Fe,-103.377203,20.528998,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Tlaquepaque,-103.312511,20.640929,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Vallarta,-103.398976,20.679973,,,,,20190111T194350_20190111T203051,2458494.5,2019-01-11,14
Aguilas,-103.416705,20.629863,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Atemajac,-103.355422,20.718442,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Centro,-103.333283,20.673822,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Las Pintas,-103.326533,20.576811,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Loma Dorada,-103.26403,20.62923,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Miravalle,-103.34336,20.61449,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Oblatos,-103.296666,20.700491,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Santa Fe,-103.377203,20.528998,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Tlaquepaque,-103.312511,20.640929,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Vallarta,-103.398976,20.679973,,,,,20190111T194850_20190111T203125,2458494.5,2019-01-11,15
Aguilas,-103.416705,20.629863,0.00018737771398217988,0.000148313130054894,3.906456940925361e-05,0.00037695067838982357,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Atemajac,-103.355422,20.718442,0.0001958909269887954,0.00015674134192522615,3.9149577787611634e-05,0.00037267658626660705,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Centro,-103.333283,20.673822,0.00018783129140481327,0.0001487630205723329,3.906825653092823e-05,0.00037730375523350155,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Las Pintas,-103.326533,20.576811,0.00013900150952395052,0.00010002087219618261,3.8980630051810294e-05,0.00027236095047555864,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Loma Dorada,-103.26403,20.62923,9.242477972293273e-05,5.336039248504676e-05,3.9064390875864774e-05,0.0001982022513402626,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Miravalle,-103.34336,20.61449,0.00018754407938104123,0.00014847870625089854,3.906535857822746e-05,0.0003774686483666301,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Oblatos,-103.296666,20.700491,8.749376909763422e-05,4.831826176717168e-05,3.917551096844134e-05,0.0001873670873470717,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Santa Fe,-103.377203,20.528998,0.00013603897504332757,9.706396830130379e-05,3.897499970651479e-05,0.0002674965196901795,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Tlaquepaque,-103.312511,20.640929,0.0001865560638759297,0.0001474898517232099,3.906619778080602e-05,0.0003756018351565718,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Vallarta,-103.398976,20.679973,0.0001958909269887954,0.00015674134192522615,3.9149577787611634e-05,0.00037267658626660705,20190112T192503_20190112T201315,2458495.5,2019-01-12,16
Aguilas,-103.416705,20.629863,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Atemajac,-103.355422,20.718442,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Centro,-103.333283,20.673822,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Las Pintas,-103.326533,20.576811,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Loma Dorada,-103.26403,20.62923,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Miravalle,-103.34336,20.61449,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Oblatos,-103.296666,20.700491,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Santa Fe,-103.377203,20.528998,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Tlaquepaque,-103.312511,20.640929,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Vallarta,-103.398976,20.679973,,,,,20190112T210503_20190112T215235,2458495.5,2019-01-12,17
Aguilas,-103.416705,20.629863,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Atemajac,-103.355422,20.718442,0.0001136535283876583,7.409365935018286e-05,3.955986539949663e-05,0.00023450166918337345,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Centro,-103.333283,20.673822,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Las Pintas,-103.326533,20.576811,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Loma Dorada,-103.26403,20.62923,8.055182487069533e-05,3.4281256375834346e-05,3.9495371691048986e-05,0.00018036601462882986,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Miravalle,-103.34336,20.61449,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Oblatos,-103.296666,20.700491,0.00011355487883102086,7.409365935018286e-05,3.9552821849530986e-05,0.0002318937956057356,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Santa Fe,-103.377203,20.528998,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Tlaquepaque,-103.312511,20.640929,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Vallarta,-103.398976,20.679973,,,,,20190113T205003_20190113T213457,2458496.5,2019-01-13,18
Aguilas,-103.416705,20.629863,0.00018849606652664334,0.00012446513574104756,3.802805298144891e-05,0.00022451667905080627,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Atemajac,-103.355422,20.718442,0.00011959772382397205,8.152840018738061e-05,3.8069323636591434e-05,0.0001918800116982311,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Centro,-103.333283,20.673822,0.0001803992345230654,0.000142351578688249,3.804766311077401e-05,0.00022362705203704536,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Las Pintas,-103.326533,20.576811,,,,,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Loma Dorada,-103.26403,20.62923,0.0001313503630493469,9.015672549139708e-05,3.8048869355179925e-05,0.00016840174217304054,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Miravalle,-103.34336,20.61449,,,,,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Oblatos,-103.296666,20.700491,0.00010019291948992759,6.210416177054867e-05,3.808875408140011e-05,0.00017549660697113723,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Santa Fe,-103.377203,20.528998,9.454322571400553e-05,5.655429413309321e-05,3.798893521889113e-05,0.00016101151413749903,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Tlaquepaque,-103.312511,20.640929,0.0001803992345230654,0.000142351578688249,3.804766311077401e-05,0.00022362705203704536,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Vallarta,-103.398976,20.679973,0.0001916521841624416,0.000105926716059912,3.803205871389758e-05,0.0002234792936359021,20190114T203003_20190114T211747,2458497.5,2019-01-14,19
Aguilas,-103.416705,20.629863,0.00024774964549578726,0.00021067316993139684,3.7076493754284456e-05,0.0003746600414160639,20190115T201003_20190115T205830,2458498.5,2019-01-15,20
Atemajac,-103.355422,20.718442,0.00014244321209844202,0.0001053929008776322,3.705030758283101e-05,0.00023074870114214718,20190115T201003_20190115T205830,2458498.5,2019-01-15,20
Centro,-103.333283,20.673822,0.00020314341019941085,0.0001659970806166763,3.7146322361399814e-05,0.0003217260965380704,20190115T201003_20190115T205830,2458498.5,2019-01-15,20
