FECHA,HORA,PARAM,ATM,OBL,LPIN,SFE,TLA,VAL,CEN,AGU,LDO,MIR
2018-01-01,00:00,PM10,89.2,88.5,238.2,80.844,104.3,35.3,85.03,42.6,163.3,103.55
2018-01-01,01:00,PM10,88.3,91.2,224.3,177.17,144.5,39.5,106.92,52.3,286.2,199.05
2018-01-01,02:00,PM10,71.5,115.0,223.2,104.96,174.1,34.6,137.62,64.6,215.0,244.17
2018-01-01,03:00,PM10,57.6,128.1,390.6,132.18,130.4,30.0,113.21,75.2,162.0,224.8
2018-01-01,04:00,PM10,61.4,84.0,261.0,101.2,117.7,46.8,122.74,69.4,127.2,304.05
2018-01-01,05:00,PM10,68.6,99.1,273.2,167.2,160.2,67.3,150.77,61.5,154.3,321.88
2018-01-01,06:00,PM10,70.7,80.1,187.2,184.18,199.0,69.8,176.09,47.6,141.5,231.61
2018-01-01,07:00,PM10,60.1,72.5,102.5,180.06,159.9,64.8,170.03,40.6,151.9,250.93
2018-01-01,08:00,PM10,64.9,59.6,150.6,170.0,127.6,67.8,148.18,40.1,99.4,250.54
2018-01-01,09:00,PM10,59.5,30.7,102.2,165.13,61.6,98.5,87.18,52.8,83.5,141.7
2018-01-01,10:00,PM10,54.0,27.2,31.3,118.97,30.5,75.2,46.87,59.3,54.8,65.73
2018-01-01,11:00,PM10,37.7,26.5,27.3,66.73100000000001,27.2,41.1,35.32,42.1,40.2,43.3
2018-01-01,12:00,PM10,29.6,22.8,28.9,63.145,17.8,23.1,31.82,40.0,37.1,29.57
2018-01-01,13:00,PM10,20.0,19.1,26.7,60.001000000000005,17.2,27.3,29.68,41.5,33.0,30.32
2018-01-01,14:00,PM10,12.8,20.4,25.3,50.403,22.2,24.2,29.57,32.5,29.1,33.89
2018-01-01,15:00,PM10,17.2,23.4,25.0,40.044000000000004,30.6,33.5,28.19,37.8,32.3,34.95
2018-01-01,16:00,PM10,26.1,35.1,24.8,43.938,46.5,37.1,33.15,43.8,41.8,33.34
2018-01-01,17:00,PM10,36.1,37.0,28.1,38.66,50.0,44.9,34.95,39.9,40.9,31.36
2018-01-01,18:00,PM10,51.9,45.4,109.4,45.975,56.8,39.8,38.88,42.9,58.3,49.57
2018-01-01,19:00,PM10,61.0,42.7,225.3,69.96,73.8,63.7,51.91,56.7,94.4,67.44
2018-01-01,20:00,PM10,48.7,67.3,173.2,70.339,114.9,70.9,88.48,69.3,94.2,140.2
2018-01-01,21:00,PM10,38.5,86.4,200.8,136.82,100.4,67.4,107.9,71.6,102.6,173.3
2018-01-01,22:00,PM10,36.1,94.9,230.6,181.79,96.1,72.9,119.43,63.5,112.6,157.83
2018-01-01,23:00,PM10,34.7,84.3,219.3,119.69,86.5,63.7,104.14,51.3,71.2,200.72
2018-01-02,00:00,PM10,40.0,79.6,80.1,126.25,78.4,55.8,98.87,38.7,67.7,130.14
2018-01-02,01:00,PM10,52.6,74.5,82.7,78.71,70.0,68.0,83.16,36.8,57.6,85.01
2018-01-02,02:00,PM10,59.3,45.1,82.6,100.83,50.0,70.3,57.36,40.7,44.0,75.68
2018-01-02,03:00,PM10,52.4,25.7,46.7,84.53299999999999,47.5,45.7,49.44,44.2,37.7,57.82
2018-01-02,04:00,PM10,46.5,35.4,49.1,69.454,44.1,49.1,53.53,39.0,43.6,55.17
2018-01-02,05:00,PM10,47.7,43.2,64.3,91.387,41.7,60.0,50.06,37.3,36.7,51.19
2018-01-02,06:00,PM10,54.7,44.3,101.1,110.96,46.2,51.8,53.6,38.5,41.9,58.29
2018-01-02,07:00,PM10,52.3,46.8,138.9,146.16,49.2,52.9,53.74,55.2,43.4,86.6
2018-01-02,08:00,PM10,55.0,44.7,158.2,117.78,41.8,62.5,50.15,64.9,41.8,79.47
2018-01-02,09:00,PM10,45.6,47.8,63.8,130.67,37.2,47.9,46.05,69.7,44.2,91.09
2018-01-02,10:00,PM10,34.3,43.8,65.9,111.86,28.4,44.9,49.51,73.9,47.2,61.69
2018-01-02,11:00,PM10,44.7,46.4,60.5,112.94,38.3,47.9,45.22,53.3,37.7,58.67
