,datetime,record,PM10,Temp,RHumidity,AtmoPressure,Flags
0,2021-06-29 14:00:00,26.0,6.831176470588235,28.501960784313724,41.98039215686274,634.0,2.372549019607843
1,2021-06-29 15:00:00,81.5,2.541333333333333,29.301666666666666,40.666666666666664,634.0,2.1666666666666665
2,2021-06-29 16:00:00,141.5,2.6893333333333334,28.671666666666667,42.18333333333333,633.8,2.1166666666666667
3,2021-06-29 17:00:00,201.5,1.2616666666666667,31.095000000000002,36.65,633.8333333333334,2.1166666666666667
4,2021-06-29 18:00:00,261.5,0.9901666666666666,31.48166666666667,35.35,632.9666666666667,2.2
5,2021-06-29 19:00:00,321.5,1.0838333333333334,30.5,36.0,633.4333333333333,2.1333333333333333
6,2021-06-29 20:00:00,381.5,1.4993333333333334,27.779999999999998,41.63333333333333,634.0,1.9833333333333334
7,2021-06-29 21:00:00,441.5,2.1118333333333332,25.275,47.266666666666666,634.0,1.6166666666666667
8,2021-06-29 22:00:00,501.5,5.161333333333333,23.490000000000002,52.416666666666664,634.0,1.7
9,2021-06-29 23:00:00,561.5,5.745833333333334,21.961666666666666,56.266666666666666,634.3,2.033333333333333
10,2021-06-30 00:00:00,621.5,5.726166666666667,20.65,60.06666666666667,635.2,2.033333333333333
11,2021-06-30 01:00:00,681.5,3.2756666666666665,19.973333333333336,61.81666666666667,634.1,2.1166666666666667
12,2021-06-30 02:00:00,741.5,0.7535000000000001,19.755,62.0,634.0,2.0
13,2021-06-30 03:00:00,801.5,0.6869999999999999,20.148333333333333,61.7,634.0,2.1
14,2021-06-30 04:00:00,861.5,1.5888333333333333,20.598333333333336,60.7,634.0,2.1333333333333333
15,2021-06-30 05:00:00,921.5,1.6786666666666668,21.046666666666667,60.0,634.0,2.1166666666666667
16,2021-06-30 06:00:00,981.5,4.1771666666666665,21.251666666666665,60.266666666666666,634.0,2.3666666666666667
17,2021-06-30 07:00:00,1041.5,4.184833333333334,21.068333333333335,61.0,634.0666666666667,2.7
18,2021-06-30 08:00:00,1101.5,6.958833333333334,21.313333333333333,59.61666666666667,635.4333333333333,2.966666666666667
19,2021-06-30 09:00:00,1161.5,1.1326666666666665,23.0,53.083333333333336,636.0,2.7666666666666666
20,2021-06-30 10:00:00,1221.5,2.3093333333333335,26.153333333333332,46.1,636.0,2.066666666666667
21,2021-06-30 11:00:00,1281.5,2.2376666666666667,28.915000000000003,39.016666666666666,636.0,2.1
22,2021-06-30 12:00:00,1341.5,2.3491666666666666,30.005,36.916666666666664,636.0,2.2666666666666666
23,2021-06-30 13:00:00,1401.5,1.4233333333333333,31.646666666666665,33.05,636.0,2.066666666666667
24,2021-06-30 14:00:00,1461.5,1.6061666666666667,32.876666666666665,30.25,634.5333333333333,2.05
25,2021-06-30 15:00:00,1521.5,1.2908333333333333,34.30833333333333,28.683333333333334,634.0,2.25
26,2021-06-30 16:00:00,1581.5,2.2995,35.31666666666667,27.983333333333334,634.0,2.4166666666666665
27,2021-06-30 17:00:00,1641.5,1.4458333333333333,35.644999999999996,27.416666666666668,633.9666666666667,2.1333333333333333
28,2021-06-30 18:00:00,1701.5,1.5348333333333335,34.85333333333333,28.116666666666667,633.4,1.9666666666666666
29,2021-06-30 19:00:00,1761.5,1.0494999999999999,33.681666666666665,28.65,633.8666666666667,2.1166666666666667
30,2021-06-30 20:00:00,1821.5,2.955,31.125,34.016666666666666,634.0,2.05
31,2021-06-30 21:00:00,1881.5,6.747833333333333,27.601666666666667,46.983333333333334,634.0,2.066666666666667
32,2021-06-30 22:00:00,1941.5,3.417666666666667,24.701666666666664,50.78333333333333,634.0,2.0
33,2021-06-30 23:00:00,2001.5,3.935166666666667,23.745,54.96666666666667,634.0,2.283333333333333
34,2021-07-01 00:00:00,2061.5,9.259833333333335,23.171666666666667,63.63333333333333,634.6666666666666,2.6
35,2021-07-01 01:00:00,2121.5,1.0078333333333334,22.301666666666666,69.95,634.0,1.95
36,2021-07-01 02:00:00,2181.5,0.9646666666666667,23.528333333333332,65.5,634.0,1.75
37,2021-07-01 03:00:00,2241.5,1.4425,24.48166666666667,60.833333333333336,634.0,1.8333333333333333
38,2021-07-01 04:00:00,2301.5,1.0071666666666668,24.688333333333333,60.13333333333333,634.0,1.9166666666666667
39,2021-07-01 05:00:00,2361.5,0.9813333333333334,24.853333333333335,59.5,634.0,1.8
40,2021-07-01 06:00:00,2421.5,1.2503333333333333,24.878333333333334,59.9,634.0,2.1
41,2021-07-01 07:00:00,2481.5,2.6668333333333334,24.973333333333333,60.0,634.0,2.066666666666667
42,2021-07-01 08:00:00,2541.5,2.466666666666667,25.391666666666666,58.96666666666667,634.0666666666667,2.033333333333333
43,2021-07-01 09:00:00,2601.5,5.986833333333333,25.883333333333333,57.95,634.2,2.066666666666667
44,2021-07-01 10:00:00,2661.5,6.301666666666667,25.165000000000003,59.083333333333336,635.5666666666667,2.066666666666667
45,2021-07-01 11:00:00,2721.5,1.6663333333333334,24.565,62.666666666666664,635.1666666666666,2.05
46,2021-07-01 12:00:00,2781.5,9.155166666666666,26.976666666666667,56.1,634.1666666666666,2.216666666666667
47,2021-07-01 13:00:00,2841.5,6.872833333333333,29.048333333333336,48.416666666666664,634.0,2.1333333333333333
48,2021-07-01 14:00:00,2901.5,5.565666666666667,30.2,44.266666666666666,634.0,2.25
49,2021-07-01 15:00:00,2961.5,2.2968333333333333,32.04833333333333,37.88333333333333,634.0,2.1
50,2021-07-01 16:00:00,3021.5,4.3149999999999995,33.473333333333336,34.78333333333333,634.0,2.05
51,2021-07-01 17:00:00,3081.5,1.1093333333333333,29.53166666666667,42.43333333333333,634.0,2.1333333333333333
52,2021-07-01 18:00:00,3141.8474576271187,1.0205084745762711,23.73050847457627,60.08474576271186,634.0,2.288135593220339
53,2021-07-01 19:00:00,3201.5,1.0476666666666667,21.926666666666666,67.53333333333333,634.0,2.1
54,2021-07-01 20:00:00,3261.5,3.1958333333333333,21.986666666666668,66.1,634.0,2.033333333333333
55,2021-07-01 21:00:00,3321.5,2.2575,22.958333333333332,64.28333333333333,634.0,2.1666666666666665
56,2021-07-01 22:00:00,3381.5,3.1028333333333333,24.141666666666666,62.083333333333336,634.0,2.2
57,2021-07-01 23:00:00,3441.5,3.244666666666667,24.81,60.61666666666667,635.2,2.3
58,2021-07-02 00:00:00,3501.5,2.645,25.076666666666668,58.733333333333334,635.9333333333333,2.283333333333333
59,2021-07-02 01:00:00,3561.101694915254,2.772033898305085,24.761016949152545,59.610169491525426,635.457627118644,2.305084745762712
60,2021-07-02 02:00:00,3621.5,1.7776666666666665,24.635,59.166666666666664,634.1,2.3833333333333333
61,2021-07-02 03:00:00,3681.5,1.4188333333333332,24.540000000000003,59.166666666666664,634.0,2.5833333333333335
62,2021-07-02 04:00:00,3741.5,6.307166666666666,24.438333333333333,60.25,634.0,2.6666666666666665
63,2021-07-02 05:00:00,3801.5,12.592666666666668,24.746666666666666,60.55,634.0,2.5
64,2021-07-02 06:00:00,3861.5,15.059500000000002,24.98166666666667,59.78333333333333,634.0,2.316666666666667
65,2021-07-02 07:00:00,3921.5,19.552,25.061666666666667,59.63333333333333,634.0333333333333,2.3666666666666667
66,2021-07-02 08:00:00,3981.5,22.000999999999998,25.32,59.8,635.0333333333333,2.3333333333333335
67,2021-07-02 09:00:00,4041.5,19.690333333333335,25.785,58.6,636.0,2.4166666666666665
68,2021-07-02 10:00:00,4101.5,9.982166666666666,26.834999999999997,54.11666666666667,636.0,2.466666666666667
69,2021-07-02 11:00:00,4161.5,2.903833333333333,26.898333333333333,51.13333333333333,636.0,2.25
70,2021-07-02 12:00:00,4221.5,5.327833333333333,26.316666666666666,51.65,635.7333333333333,2.183333333333333
71,2021-07-02 13:00:00,4281.5,19.705666666666666,25.903333333333332,52.483333333333334,634.3666666666667,2.1166666666666667
72,2021-07-02 14:00:00,4341.5,4.530666666666666,25.975,54.63333333333333,634.0,2.25
73,2021-07-02 15:00:00,4401.5,9.891,24.836666666666666,60.35,634.0,2.283333333333333
74,2021-07-02 16:00:00,4461.5,6.597166666666666,28.803333333333335,47.733333333333334,633.9666666666667,2.3333333333333335
75,2021-07-02 17:00:00,4521.5,6.460166666666667,30.634999999999998,43.93333333333333,633.6333333333333,2.0833333333333335
76,2021-07-02 18:00:00,4581.5,6.386666666666667,24.96333333333333,60.8,632.7,2.3
77,2021-07-02 19:00:00,4641.5,4.796166666666666,23.95,65.76666666666667,633.3666666666667,3.05
78,2021-07-02 20:00:00,4701.5,5.289666666666666,24.868333333333332,61.31666666666667,634.0,3.0166666666666666
79,2021-07-02 21:00:00,4761.5,4.328166666666666,24.298333333333332,61.25,634.0,2.7
80,2021-07-02 22:00:00,4821.5,9.256499999999999,24.339999999999996,61.1,634.5,2.6166666666666667
81,2021-07-02 23:00:00,4881.5,1.0,23.358333333333334,64.01666666666667,636.0,2.6166666666666667
82,2021-07-03 00:00:00,4941.5,1.9585,23.421666666666667,63.38333333333333,636.0,3.0833333333333335
83,2021-07-03 01:00:00,5001.5,8.764833333333334,23.813333333333333,60.516666666666666,636.0,2.2666666666666666
84,2021-07-03 02:00:00,5061.5,1.0,23.803333333333335,60.516666666666666,636.0,2.183333333333333
85,2021-07-03 03:00:00,5121.5,1.5895000000000001,23.746666666666666,59.9,635.9666666666667,2.283333333333333
86,2021-07-03 04:00:00,5181.5,3.2295000000000003,23.976666666666667,60.0,635.9666666666667,2.15
87,2021-07-03 05:00:00,5241.5,10.131499999999999,24.221666666666668,59.18333333333333,635.9,2.15
88,2021-07-03 06:00:00,5301.5,16.069499999999998,24.314999999999998,59.8,636.0,2.716666666666667
89,2021-07-03 07:00:00,5361.5,15.180833333333334,24.603333333333335,59.416666666666664,636.0,2.683333333333333
90,2021-07-03 08:00:00,5421.5,1.1631666666666667,24.313333333333333,60.06666666666667,636.0,2.6666666666666665
91,2021-07-03 09:00:00,5481.5,1.1775,25.029999999999998,59.35,636.0,2.7666666666666666
92,2021-07-03 10:00:00,5541.5,5.3235,25.955,57.9,636.0333333333333,2.3333333333333335
93,2021-07-03 11:00:00,5601.5,1.2506666666666668,26.970000000000002,53.016666666666666,636.2666666666667,2.2666666666666666
94,2021-07-03 12:00:00,5661.5,1.0,26.473333333333336,51.21666666666667,636.0666666666667,2.55
95,2021-07-03 13:00:00,5721.5,1.7021666666666666,27.816666666666666,45.766666666666666,636.0,2.4
96,2021-07-03 14:00:00,5781.5,1.4748333333333334,28.765,42.416666666666664,636.0,2.1
97,2021-07-03 15:00:00,5841.5,1.3991666666666667,30.91,37.166666666666664,636.0,2.0166666666666666
98,2021-07-03 16:00:00,5901.5,1.1246666666666667,31.506666666666668,35.266666666666666,636.0,2.15
99,2021-07-03 17:00:00,5961.5,1.0,32.47,32.483333333333334,635.3333333333334,2.7
100,2021-07-03 18:00:00,6021.5,1.0,32.65166666666667,32.45,634.4,2.1333333333333333
101,2021-07-03 19:00:00,6081.5,1.0,31.003333333333334,36.6,635.4,2.3
102,2021-07-03 20:00:00,6141.5,1.0,27.813333333333333,43.1,635.9,2.0166666666666666
103,2021-07-03 21:00:00,6201.5,18.358166666666666,25.44,49.416666666666664,636.0,1.75
104,2021-07-03 22:00:00,6261.5,1.2526666666666666,23.991666666666667,52.333333333333336,636.0,1.85
105,2021-07-03 23:00:00,6321.5,1.2783333333333333,23.086666666666666,56.25,636.0,2.0833333333333335
106,2021-07-04 00:00:00,6381.5,1.1928333333333332,22.176666666666666,60.2,636.0,2.1666666666666665
107,2021-07-04 01:00:00,6441.5,1.0,21.56,62.95,636.0,2.3
108,2021-07-04 02:00:00,6501.5,1.0023333333333333,21.4,63.63333333333333,636.0,2.066666666666667
109,2021-07-04 03:00:00,6561.5,1.0,21.4,62.0,636.0,2.0833333333333335
