,datetime,O3,STATUS,NO,STATUS2,NO2,STATUS3,NOX,STATUS4,SO2,STATUS5,CO,STATUS6,PM10,STATUS7,Temp Int,STATUS8,Temp Ext,STATUS9,RH,STATUS10,WS,STATUS11,WD,STATUS12,PRECIPITACION,STATUS13,Rad Solar,PM10 Analogico,STATUS14,PM2.5 Analogico,O32,STATUS15,NO3,STATUS16,NO22,STATUS17,NOX2,STATUS18,SO22,STATUS19,CO2,STATUS20,PM2.5 Digital,UV,UVI,STATUS21
10,01/05/2021 10:00,0.024,144,0.004,144,0.009,144,0.012,144,0.0006,144,0.552,144,24.9,151,24.2,144,23.7,144,38.1,144,3.6,144,179.9,144,0,144,7,24.7,144,7,0.024,151,0.004,144,0.008,144,0.012,144,0.0007,144,0.548,144,0,0,4.36,151
11,01/05/2021 11:00,0.023,144,0.005,144,0.005,144,0.009,144,0.0005,144,0.406,144,6.4,151,24.3,144,25.9,144,26.1,144,5.3,144,260.2,144,0,144,7,6.3,144,7,0.023,144,0.004,144,0.005,144,0.009,144,0.0007,144,0.401,144,0,0,6.95,151
12,01/05/2021 12:00,0.021,144,0.004,144,0.004,144,0.007,144,0.0004,146,0.327,144,0.7,146,24.4,144,27.5,144,21.9,144,6.9,144,254.8,144,0,144,7,0.6,146,7,0.022,144,0.003,144,0.003,144,0.006,144,0.0004,144,0.322,144,0,0,9.07,151
13,01/05/2021 13:00,0.021,144,0.003,144,0.004,144,0.007,144,0.0005,144,0.3,144,2.5,151,24.4,144,28.8,144,20,144,11.1,144,256.2,144,0,144,7,2.5,144,7,0.021,144,0.003,144,0.004,144,0.007,144,0.0007,144,0.296,144,0,0,10.06,151
14,01/05/2021 14:00,0.024,144,0.004,144,0.005,144,0.009,144,0.0006,144,0.342,144,14.1,151,24.5,144,29.7,144,21.4,144,10.2,144,257.8,144,0,144,7,13.9,144,7,0.024,144,0.003,144,0.005,144,0.008,144,0.0007,144,0.34,144,0,0,9.65,151
15,01/05/2021 15:00,0.025,144,0.004,144,0.005,144,0.008,144,0.0005,144,0.354,144,25.6,151,24.5,144,30.5,144,20.8,144,10.6,144,259.5,144,0,144,7,25.4,144,7,0.026,144,0.003,144,0.005,144,0.008,144,0.0007,144,0.351,144,0,0,8.41,151
16,01/05/2021 16:00,0.025,144,0.006,144,0.006,144,0.011,144,0.001,144,0.377,144,25.1,151,24.6,144,31.2,144,19.8,144,9.5,144,256.7,144,0,144,7,24.8,144,7,0.025,144,0.005,144,0.006,144,0.011,144,0.0013,144,0.373,144,0,0,6.4,151
17,01/05/2021 17:00,0.025,144,0.003,144,0.004,144,0.007,144,0.0003,146,0.386,144,25.3,151,24.6,144,31.5,144,18.6,144,8.8,144,238.9,144,0,144,7,25.1,144,7,0.025,144,0.002,144,0.004,144,0.006,144,0.0004,144,0.384,144,0,0,3.75,151
18,01/05/2021 18:00,0.023,144,0.003,144,0.005,144,0.008,144,0.0006,144,0.358,144,23.9,144,24.6,144,31.3,144,16.4,144,10.4,144,256.3,144,0,144,7,23.7,144,7,0.024,144,0.003,144,0.005,144,0.007,144,0.0007,144,0.355,144,0,0,1.74,151
19,01/05/2021 19:00,0.031,144,0.004,144,0.008,144,0.011,144,0.0009,144,0.422,144,20.2,144,24.5,144,29.6,144,14.4,144,8.8,144,280,144,0,144,7,20,144,7,0.031,144,0.004,144,0.007,144,0.011,144,0.0011,144,0.42,144,0,0,0.53,151
20,01/05/2021 20:00,0.035,144,0.002,144,0.008,144,0.01,144,0.0003,146,0.528,144,28.8,151,24.4,144,27.2,144,14.2,144,8,144,275.7,144,0,144,7,28.5,144,7,0.035,144,0.001,144,0.008,144,0.009,144,0.0004,144,0.53,144,0,0,0.23,151
21,01/05/2021 21:00,0.027,144,0.002,144,0.016,144,0.018,144,0.0006,144,0.61,144,23.2,151,24.3,144,25.3,144,18.4,144,6.8,144,275.6,144,0,144,7,23,144,7,0.027,144,0.002,144,0.016,144,0.017,144,0.0009,144,0.617,144,0,0,0.21,151
22,01/05/2021 22:00,0.025,144,0.005,144,0.015,144,0.019,144,0.0017,144,0.567,144,24.5,151,24.3,144,24.2,144,23.5,144,7.7,144,274.1,144,0,144,7,24.3,144,7,0.025,144,0.004,144,0.015,144,0.019,144,0.0019,144,0.571,144,0,0,0.22,151
23,01/05/2021 23:00,0.021,144,0.003,144,0.014,144,0.016,144,0.0009,144,0.595,144,19,151,24.2,144,23.2,144,30,144,4.6,144,280.8,144,0,144,7,18.8,144,7,0.022,144,0.002,144,0.013,144,0.015,144,0.0012,151,0.6,151,0,0,0.22,151
24,02/05/2021 00:00,0.02,144,0.002,144,0.012,144,0.014,144,0.0008,144,0.654,144,22.2,151,24.3,144,22.3,144,35.6,144,3.2,144,269.8,144,0,144,7,22,144,7,0.021,144,0.001,144,0.012,144,0.013,144,0.0011,151,0.66,144,0,0,0.21,151
25,02/05/2021 01:00,0.016,144,0.002,144,0.016,144,0.018,144,0.0009,144,0.687,144,22.8,151,24.3,144,21.5,144,38.3,144,1.1,144,244.7,144,0,144,7,22.6,144,7,0.016,144,0.002,144,0.016,144,0.017,144,0.0012,144,0.691,144,0,0,0.22,151
26,02/05/2021 02:00,0.021,144,0.002,144,0.01,144,0.012,144,0.0006,144,0.647,144,24.2,151,24.3,144,20.9,144,38.1,144,1.6,144,240.7,144,0,144,7,23.9,144,7,0.021,144,0.001,144,0.01,144,0.011,144,0.0007,144,0.653,144,0,0,0.22,151
27,02/05/2021 03:00,0.021,144,0.002,144,0.009,144,0.011,144,0.0003,146,0.648,144,15.6,151,24.3,144,19.3,144,42.3,144,3.3,144,288,144,0,144,7,15.4,144,7,0.021,144,0.001,144,0.009,144,0.01,144,0.0003,144,0.654,144,0,0,0.21,151
28,02/05/2021 04:00,0.027,144,0.002,144,0.005,144,0.007,144,0.0003,146,0.589,144,12.5,151,24.3,144,18.4,144,41.1,144,3.4,144,276.8,144,0,144,7,12.3,144,7,0.027,144,0.001,144,0.005,144,0.006,144,0.0002,144,0.595,144,0,0,0.21,151
29,02/05/2021 05:00,0.026,144,0.002,144,0.007,144,0.008,144,0.0003,146,0.602,144,8.8,151,24.3,144,17.6,144,43.6,144,2.6,144,266.9,144,0,144,7,8.7,144,7,0.026,144,0.002,144,0.006,144,0.008,144,0.0002,144,0.609,144,0,0,0.21,151
30,02/05/2021 06:00,0.026,144,0.002,144,0.006,144,0.007,144,0.0003,146,0.621,144,9.4,151,24.3,144,17,144,46.3,144,2.6,144,263,144,0,144,7,9.3,144,7,0.026,144,0.001,144,0.005,144,0.007,144,0.0003,144,0.627,144,0,0,0.21,151
31,02/05/2021 07:00,0.024,144,0.003,144,0.009,144,0.012,144,0.0004,146,0.618,144,10.5,144,24.3,144,16.6,144,46.9,144,2.5,144,283.8,144,0,144,7,10.4,144,7,0.024,144,0.002,144,0.009,144,0.011,144,0.0004,144,0.623,144,0,0,0.26,151
32,02/05/2021 08:00,0.026,144,0.007,144,0.013,144,0.02,144,0.0003,146,0.635,144,7.4,151,24.3,144,18.1,144,41.5,144,2.6,144,185.7,144,0,144,7,7.3,144,7,0.027,144,0.007,144,0.013,144,0.019,144,0.0003,144,0.64,144,0,0,0.75,151
33,02/05/2021 09:00,0.029,144,0.006,144,0.013,144,0.019,144,0.0005,144,0.613,144,14.7,151,24.3,144,19.6,144,35.7,144,2.1,144,154.9,144,0,144,7,14.6,144,7,0.029,144,0.006,144,0.012,144,0.018,144,0.0007,144,0.618,144,0,0,2.11,151
34,02/05/2021 10:00,0.035,144,0.008,144,0.014,144,0.021,144,0.0009,144,0.602,144,18.2,151,24.2,144,21.8,144,29,144,2.1,144,164.2,144,0,144,7,18,144,7,0.035,144,0.007,144,0.014,144,0.021,144,0.0012,144,0.607,144,0,0,4.24,151
35,02/05/2021 11:00,0.043,144,0.006,144,0.013,144,0.019,144,0.0009,144,0.531,144,21.2,151,24.2,144,24.6,144,20.8,144,2.5,144,135.8,144,0,144,7,21,144,7,0.043,144,0.005,144,0.013,144,0.019,144,0.0011,144,0.53,144,0,0,6.62,151
36,02/05/2021 12:00,0.057,144,0.003,144,0.004,144,0.007,144,0.0006,144,0.339,144,12.6,151,24.2,151,28,144,5.1,144,10.2,144,261.6,144,0,144,7,12.5,144,7,0.058,151,0.003,151,0.004,144,0.007,144,0.0007,144,0.338,144,0,0,8.79,151
37,02/05/2021 13:00,0.055,144,0.003,144,0.004,144,0.007,144,0.0004,146,0.343,144,9.6,144,24.4,144,29.2,144,6.4,144,8.4,144,255.8,144,0,144,7,9.5,144,7,0.055,144,0.002,144,0.004,144,0.006,144,0.0006,144,0.343,144,0,0,9.7,151
38,02/05/2021 14:00,0.049,144,0.004,144,0.006,144,0.009,144,0.0008,144,0.338,144,13.6,144,24.5,144,30.5,144,5,144,9.2,144,270.2,144,0,144,7,13.4,144,7,0.049,144,0.003,144,0.005,144,0.008,144,0.001,144,0.34,144,0,0,9.72,151
39,02/05/2021 15:00,0.047,144,0.003,144,0.004,144,0.007,144,0.0004,146,0.342,144,12.5,151,24.5,144,31.1,144,6.2,144,9,144,261,144,0,144,7,12.4,144,7,0.047,144,0.003,144,0.004,144,0.007,144,0.0005,144,0.345,144,0,0,8.55,151
40,02/05/2021 16:00,0.044,144,0.005,144,0.008,144,0.012,144,0.0015,144,0.391,144,15.3,144,24.6,144,31.8,144,6.1,144,9.4,144,267.4,144,0,144,7,15.1,144,7,0.044,144,0.004,144,0.008,144,0.012,144,0.0018,144,0.391,144,0,0,6.33,151
41,02/05/2021 17:00,0.045,144,0.005,144,0.01,144,0.015,144,0.0016,144,0.455,144,19.4,151,24.7,144,32,144,5.6,144,8.7,144,264.8,144,0,144,7,19.3,144,7,0.045,144,0.005,144,0.01,144,0.014,144,0.002,144,0.457,144,0,0,3.76,151
42,02/05/2021 18:00,0.05,144,0.002,144,0.004,144,0.006,144,0.0004,146,0.483,144,20.6,151,24.7,144,31.7,144,6.8,144,5.8,144,245.9,144,0,144,7,20.4,144,7,0.05,144,0.002,144,0.004,144,0.006,144,0.0005,144,0.486,144,0,0,1.6,151
43,02/05/2021 19:00,0.048,144,0.002,144,0.009,144,0.01,144,0.0003,146,0.557,144,21.4,151,24.7,144,30.9,144,7,144,7.1,144,243,144,0,144,7,21.2,144,7,0.048,144,0.002,144,0.008,144,0.01,144,0.0003,144,0.564,144,0,0,0.5,151
44,02/05/2021 20:00,0.042,144,0.002,144,0.012,144,0.013,144,0.0004,146,0.613,144,27.7,144,24.6,144,28.8,144,8.4,144,7.3,144,256.5,144,0,144,7,27.4,144,7,0.042,144,0.001,144,0.012,144,0.013,144,0.0004,144,0.623,144,0,0,0.23,151
45,02/05/2021 21:00,0.03,144,0.003,144,0.023,144,0.026,144,0.0026,144,0.56,144,34.4,151,24.4,144,26.4,144,13,144,7.3,144,269.5,144,0,144,7,34.1,144,7,0.03,144,0.003,144,0.023,144,0.025,144,0.0031,144,0.57,144,0,0,0.22,151
46,02/05/2021 22:00,0.037,144,0.002,144,0.011,144,0.013,144,0.0007,144,0.547,144,23.6,151,24.3,144,24.8,144,17.5,144,4.3,144,262.8,144,0,144,7,23.4,144,7,0.037,144,0.001,144,0.011,144,0.012,144,0.0011,144,0.55,144,0,0,0.22,151
47,02/05/2021 23:00,0.034,144,0.002,144,0.014,144,0.016,144,0.0016,144,0.574,144,23.9,151,24.3,144,23.8,144,21.3,144,4.3,144,266.9,144,0,144,7,23.7,144,7,0.034,144,0.002,144,0.014,144,0.015,144,0.002,151,0.581,151,0,0,0.22,151
48,03/05/2021 00:00,0.037,144,0.002,144,0.007,144,0.008,144,0.0005,144,0.705,144,28.3,151,24.3,144,22.5,144,24.8,144,4.3,144,193.4,144,0,144,7,28,144,7,0.038,144,0.001,144,0.007,144,0.008,144,0.0003,151,0.713,144,0,0,0.22,151
49,03/05/2021 01:00,0.032,144,0.003,144,0.009,144,0.011,144,0.0003,146,0.7,144,20.6,151,24.3,144,20.3,144,30.3,144,2.6,144,215.5,144,0,144,7,20.4,144,7,0.033,144,0.002,144,0.008,144,0.01,144,-0.0001,146,0.707,144,0,0,0.21,151
50,03/05/2021 02:00,0.032,144,0.003,144,0.007,144,0.01,144,0.0003,146,0.707,144,22.7,151,24.2,144,19,144,33.9,144,3.6,144,297.6,144,0,144,7,22.4,151,7,0.032,144,0.002,144,0.007,144,0.009,144,-0.0001,146,0.715,144,0,0,0.22,151
51,03/05/2021 03:00,0.032,144,0.003,144,0.007,144,0.01,144,0.0003,146,0.715,144,22.1,144,24.3,144,18,144,36.9,144,2.1,144,214.4,144,0,144,7,21.9,144,7,0.033,144,0.003,144,0.006,144,0.009,144,-0.0004,146,0.723,144,0,0,0.21,151
52,03/05/2021 04:00,0.031,144,0.002,144,0.007,144,0.008,144,0.0003,146,0.756,144,19.3,151,24.3,144,17.4,144,38,144,2.4,144,259.4,144,0,144,7,19.1,144,7,0.031,144,0.001,146,0.007,144,0.008,144,-0.0003,146,0.762,144,0,0,0.21,151
53,03/05/2021 05:00,0.028,144,0.002,144,0.013,144,0.014,144,0.0004,146,0.847,144,21.2,151,24.3,144,16.9,144,38.3,144,1.2,144,232.7,144,0,144,7,21,144,7,0.028,144,0.001,144,0.013,144,0.014,144,-0.0002,146,0.852,144,0,0,0.21,151
54,03/05/2021 06:00,0.016,144,0.005,144,0.032,144,0.037,144,0.0003,146,1.143,144,31.8,151,24.2,144,16.2,144,39.5,144,1.9,144,249.1,144,0,144,7,31.5,144,7,0.016,144,0.004,144,0.032,144,0.036,144,-0.0001,146,1.147,144,0,0,0.21,151
55,03/05/2021 07:00,0.009,144,0.005,144,0.046,144,0.051,144,0.0003,146,1.296,144,37.8,151,24.2,144,15.5,144,39.6,144,1.9,144,283.1,144,0,144,7,37.5,144,7,0.009,144,0.005,144,0.046,144,0.05,144,0.0001,146,1.299,144,0,0,0.27,151
56,03/05/2021 08:00,0.021,144,0.013,144,0.036,144,0.048,144,0.0004,146,1.278,144,44.7,151,24.3,144,17.2,144,34.2,144,1.1,144,243,144,0,144,7,44.3,144,7,0.021,144,0.012,144,0.036,144,0.048,144,0.0004,144,1.282,144,0,0,0.75,151
57,03/05/2021 09:00,0.02,144,0.025,144,0.049,144,0.074,144,0.0009,144,1.569,144,50.2,144,24.3,144,19.9,144,29,144,1.7,144,129.5,144,0,144,7,49.8,144,7,0.02,144,0.025,144,0.049,144,0.074,144,0.0013,144,1.572,144,0,0,2.09,151
58,03/05/2021 10:00,0.032,144,0.018,144,0.043,144,0.06,144,0.0024,144,1.446,144,56.6,151,24.3,144,21.9,144,24.4,144,2.7,144,133.4,144,0,144,7,56.1,144,7,0.033,144,0.017,144,0.042,144,0.059,144,0.0029,144,1.449,144,0,0,4.13,151
59,03/05/2021 11:00,0.049,144,0.005,144,0.015,144,0.02,144,0.0004,146,0.857,144,52.2,151,24.3,144,23.9,144,16.5,144,3.5,144,171.7,144,0,144,7,51.7,144,7,0.05,144,0.005,144,0.015,144,0.02,144,0.0004,144,0.863,144,0,0,6.63,151
60,03/05/2021 12:00,0.053,144,0.004,144,0.009,144,0.013,144,0.0003,146,0.698,144,39.9,151,24.4,144,26.5,144,9.3,144,4,144,180.2,144,0,144,7,39.5,144,7,0.053,144,0.003,144,0.009,144,0.012,144,0,146,0.706,144,0,0,8.81,151
61,03/05/2021 13:00,0.046,144,0.003,144,0.005,144,0.008,144,0.0003,146,0.613,144,21,151,24.5,144,28.7,144,5.8,144,6.1,144,224.3,144,0,144,7,20.8,144,7,0.046,144,0.002,144,0.005,144,0.007,144,-0.0004,146,0.622,144,0,0,9.96,151
62,03/05/2021 14:00,0.048,144,0.003,144,0.005,144,0.007,144,0.0003,146,0.647,144,26.1,144,24.6,144,29.7,144,6,144,7.5,144,223.3,144,0,144,7,25.8,144,7,0.049,144,0.003,144,0.004,144,0.007,144,-0.0003,146,0.655,144,0,0,9.38,151
63,03/05/2021 15:00,0.053,144,0.002,144,0.005,144,0.007,144,0.0003,146,0.715,144,28.9,151,24.7,144,30.7,144,4.6,144,7.8,144,239,144,0,144,7,28.6,144,7,0.053,144,0.002,144,0.005,144,0.006,144,-0.0001,146,0.724,144,0,0,7.62,151
64,03/05/2021 16:00,0.049,144,0.003,144,0.005,144,0.008,144,0.0003,146,0.729,144,38.6,151,24.8,144,31.1,144,4,144,8.5,144,223.6,144,0,144,7,38.2,144,7,0.05,144,0.003,144,0.005,144,0.008,144,-0.0003,146,0.739,144,0,0,5.67,151
65,03/05/2021 17:00,0.052,144,0.003,144,0.007,144,0.01,144,0.0003,146,0.801,144,39.6,151,24.8,144,31.2,144,4.1,144,8,144,226.9,144,0,144,7,39.2,144,7,0.052,144,0.003,144,0.007,144,0.009,144,-0.0001,146,0.811,144,0,0,3.15,151
66,03/05/2021 18:00,0.053,144,0.002,144,0.008,144,0.01,144,0.0003,146,0.871,144,37.1,151,24.8,144,30.9,144,4.1,144,6.8,144,229.2,144,0,144,7,36.7,144,7,0.053,144,0.001,144,0.008,144,0.009,144,-0.0001,146,0.883,144,0,0,1.31,151
67,03/05/2021 19:00,0.053,144,0.002,144,0.013,144,0.014,144,0.0003,146,0.961,144,40.3,151,24.7,144,30,144,6.2,144,6.3,144,239.4,144,0,144,7,39.9,144,7,0.053,144,0.001,144,0.012,144,0.014,144,0.0001,146,0.972,144,0,0,0.45,151
68,03/05/2021 20:00,0.047,144,0.002,144,0.017,144,0.018,144,0.0003,146,1.043,144,50.9,144,24.6,144,28.2,144,8.5,144,6.5,144,239.5,144,0,144,7,50.4,144,7,0.048,144,0.001,144,0.017,144,0.018,144,0,146,1.053,144,0,0,0.23,151
69,03/05/2021 21:00,0.041,144,0.002,144,0.016,144,0.017,144,0.0005,146,0.958,144,50.7,151,24.4,144,26,144,15.6,144,6.6,144,242.6,144,0,144,7,50.3,144,7,0.041,144,0.001,144,0.016,144,0.017,144,0.0003,144,0.967,144,0,0,0.22,151
70,03/05/2021 22:00,0.04,144,0.002,144,0.008,144,0.009,144,0.0003,146,0.934,144,52.2,144,24.3,144,24.5,144,25.6,144,5.8,144,239.4,144,0,144,7,51.8,144,7,0.041,144,0.001,144,0.008,144,0.009,144,-0.0001,146,0.943,144,0,0,0.22,151
71,03/05/2021 23:00,0.037,144,0.002,144,0.009,144,0.01,144,0.0003,146,0.983,144,41.9,151,24.3,144,23.1,144,30.8,144,5,144,226.1,144,0,144,7,41.5,144,7,0.037,144,0.001,144,0.009,144,0.01,144,0,146,0.988,151,0,0,0.22,151
72,04/05/2021 00:00,0.039,144,0.002,144,0.009,144,0.01,144,0.0004,146,0.879,144,56.2,151,24.3,144,22.3,144,32.1,144,5.1,144,250.1,144,0,144,7,55.7,144,7,0.039,144,0.001,146,0.008,144,0.009,144,0.0006,151,0.887,144,0,0,0.22,151
73,04/05/2021 01:00,0.034,144,0.002,144,0.007,144,0.009,144,0.0003,146,0.866,144,54.3,151,24.3,144,21,144,38.1,144,2.3,144,245.8,144,0,144,7,53.8,144,7,0.035,144,0.002,144,0.007,144,0.009,144,0.0006,144,0.874,144,0,0,0.21,151
74,04/05/2021 02:00,0.03,144,0.002,144,0.008,144,0.009,144,0.0003,146,0.849,144,44.4,151,24.2,144,19.8,144,44.1,144,1.8,144,157.3,144,0,144,7,43.9,144,7,0.03,144,0.001,144,0.008,144,0.009,144,0.0005,144,0.859,144,0,0,0.21,151
75,04/05/2021 03:00,0.025,144,0.003,144,0.01,144,0.012,144,0.0003,146,0.86,144,37.6,144,24.2,144,18.3,144,51.9,144,2.4,144,290.2,144,0,144,7,37.2,144,7,0.026,144,0.002,144,0.009,144,0.011,144,0.0004,144,0.871,144,0,0,0.21,151
76,04/05/2021 04:00,0.024,144,0.002,144,0.015,144,0.017,144,0.0005,146,0.93,144,34.2,151,24.2,144,17.9,144,53.9,144,1.7,144,207.2,144,0,144,7,33.9,144,7,0.024,144,0.001,146,0.015,144,0.016,144,0.0007,144,0.937,144,0,0,0.21,151
77,04/05/2021 05:00,0.025,144,0.002,144,0.009,144,0.011,144,0.0003,146,0.911,144,33.8,151,24.3,144,17.4,144,57,144,1.1,144,0,144,0,144,7,33.5,144,7,0.025,144,0.001,144,0.009,144,0.01,144,0.0005,144,0.919,144,0,0,0.21,151
78,04/05/2021 06:00,0.024,144,0.003,144,0.014,144,0.016,144,0.0003,146,0.951,144,34.7,144,24.2,144,16.9,144,57.9,144,2.1,144,290.3,144,0,144,7,34.3,144,7,0.024,144,0.002,144,0.013,144,0.016,144,0.0005,144,0.957,144,0,0,0.21,151
79,04/05/2021 07:00,0.02,144,0.004,144,0.022,144,0.026,144,0.0003,146,1.102,144,40.6,151,24.3,144,16.7,144,58,144,1.4,144,286.7,144,0,144,7,40.2,144,7,0.021,144,0.004,144,0.022,144,0.026,144,0.0005,144,1.106,144,0,0,0.27,151
80,04/05/2021 08:00,0.023,144,0.007,144,0.028,144,0.034,144,0.0005,146,1.238,144,41,151,24.3,144,17.7,144,54.4,144,1.5,144,256.4,144,0,144,7,40.5,144,7,0.024,144,0.007,144,0.027,144,0.034,144,0.0008,144,1.242,144,0,0,0.73,151
81,04/05/2021 09:00,0.036,144,0.005,144,0.015,144,0.02,144,0.0005,146,1.053,144,47.8,144,24.3,144,19.5,144,42.1,144,2.6,144,242.2,144,0,144,7,47.3,144,7,0.036,144,0.004,144,0.015,144,0.02,144,0.0008,144,1.058,144,0,0,2.08,151
82,04/05/2021 10:00,0.039,144,0.007,144,0.02,144,0.026,144,0.0014,144,1.072,144,44.2,151,24.3,144,21.5,144,31.3,144,2.7,144,159.5,144,0,144,7,43.7,144,7,0.04,144,0.006,144,0.019,144,0.026,144,0.0018,144,1.075,144,0,0,4.21,151
83,04/05/2021 11:00,0.05,144,0.006,144,0.022,144,0.027,144,0.0009,144,1.093,144,38,144,24.3,144,23.7,144,24.6,144,3.4,144,140.2,144,0,144,7,37.6,144,7,0.05,144,0.005,144,0.022,144,0.027,144,0.0013,144,1.096,144,0,0,6.23,151
84,04/05/2021 12:00,0.062,144,0.006,144,0.03,144,0.036,144,0.0018,144,1.198,144,56,144,24.4,144,25.5,144,22.1,144,3.1,144,158.5,144,0,144,7,55.4,144,7,0.063,144,0.006,144,0.03,144,0.036,144,0.0022,144,1.202,144,0,0,7.72,151
85,04/05/2021 13:00,0.073,144,0.003,144,0.018,144,0.021,144,0.0012,144,0.964,144,65.2,144,24.6,144,27.3,144,17.7,144,3.5,144,174.5,144,0,144,7,64.5,144,7,0.074,144,0.002,144,0.018,144,0.02,144,0.0015,144,0.968,144,0,0,8.87,151
86,04/05/2021 14:00,0.079,144,0.003,144,0.016,144,0.019,144,0.001,144,0.933,144,53.5,151,24.7,144,28.9,144,14.6,144,3.7,144,144.8,144,0,144,7,53,144,7,0.08,144,0.002,144,0.016,144,0.018,144,0.0014,144,0.938,144,0,0,8.63,151
87,04/05/2021 15:00,0.074,144,0.003,144,0.013,144,0.015,144,0.0007,144,0.856,144,47.7,151,24.8,144,30.4,144,10.7,144,4.1,144,194.5,144,0,144,7,47.3,144,7,0.074,144,0.002,144,0.012,144,0.015,144,0.0011,144,0.864,144,0,0,7.43,151
88,04/05/2021 16:00,0.066,144,0.003,144,0.01,144,0.012,144,0.0004,146,0.795,144,42.1,151,24.9,144,31.3,144,7,144,4.1,144,156.5,144,0,144,7,41.7,144,7,0.067,144,0.002,144,0.01,144,0.012,144,0.0007,144,0.801,144,0,0,5.78,151
89,04/05/2021 17:00,0.056,144,0.002,144,0.008,144,0.009,144,0.0003,146,0.759,144,33.4,151,24.9,144,31.9,144,6.1,144,4.5,144,231.6,144,0,144,7,33.1,144,7,0.057,144,0.002,144,0.007,144,0.009,144,0.0006,144,0.767,144,0,0,3.63,151
90,04/05/2021 18:00,0.045,144,0.004,144,0.007,144,0.011,144,0.0004,146,0.804,144,29.9,144,24.8,144,31.6,144,5.5,144,6.1,144,283.8,144,0,144,7,29.6,144,7,0.045,144,0.003,144,0.007,144,0.01,144,0.0005,144,0.811,144,0,0,1.66,151
91,04/05/2021 19:00,0.039,144,0.003,144,0.009,144,0.012,144,0.0003,146,0.869,144,17.1,144,24.8,144,30.8,144,4.8,144,4.5,144,286.8,144,0,144,7,16.9,144,7,0.039,144,0.003,144,0.009,144,0.011,144,0.0004,144,0.878,144,0,0,0.54,151
