,datetime,date,PM2_5,PM10,PM1_0,CO2,pressure,humidity,battery,lux,dB,run_time,mslPressure,temperature_int,temperature,NO2,O3
0,2021-05-01 05:00:00,1619846529.7142856,17.0,18.0,7.0,300.0,840.9,55.599999999999994,2500.0,0.0,53.0,36000.0,840.9,21.475,21.825,0.008781125507358644,0.013597432181657909
1,2021-05-01 06:00:00,1619850892.8,16.0,16.0,6.5,315.0,840.9,58.85,2500.0,0.0,51.5,39600.0,840.9,20.266666666666666,20.516666666666666,0.00864229278963298,0.008213659409132568
2,2021-05-01 07:00:00,1619854318.4,14.333333333333334,14.333333333333334,6.333333333333333,326.6666666666667,840.8499999999999,66.25,2500.0,0.0,49.0,43200.0,840.8499999999999,19.0,19.14,0.008503295706197341,0.0025555276613413755
3,2021-05-01 08:00:00,1619858060.6666667,14.666666666666666,14.666666666666666,6.333333333333333,320.0,840.6500000000001,70.8,2500.0,0.0,49.5,46800.0,840.6500000000001,17.925,18.075,0.00838748369207008,0.0
4,2021-05-01 09:00:00,1619861588.090909,12.666666666666666,12.666666666666666,5.333333333333333,310.0,840.4,67.65,2500.0,0.0,49.5,50400.0,840.4,17.433333333333334,17.633333333333336,0.008334997046813652,0.0
5,2021-05-01 10:00:00,1619865159.4,12.666666666666666,12.666666666666666,6.333333333333333,316.6666666666667,840.4,69.4,2500.0,0.0,50.0,,840.4,16.900000000000002,16.983333333333334,0.008278345807595124,0.0
6,2021-05-01 11:00:00,1619868524.1,14.5,14.5,7.5,310.0,840.6,76.35,2500.0,0.0,49.5,54000.0,840.6,16.150000000000002,16.349999999999998,0.008197470604132536,0.0
7,2021-05-01 12:00:00,1619871884.6,15.0,15.0,8.666666666666666,316.6666666666667,840.85,83.19999999999999,2500.0,2.5,50.0,57600.0,840.85,15.540000000000001,15.7,0.008131495583627127,0.0
8,2021-05-01 13:00:00,1619875465.6363637,15.0,15.0,7.333333333333333,283.3333333333333,841.35,76.35,2500.0,25.0,51.5,61200.0,841.35,16.483333333333334,16.866666666666664,0.008233486413347074,0.0
9,2021-05-01 14:00:00,1619879192.909091,16.666666666666668,17.0,7.666666666666667,283.3333333333333,841.6500000000001,62.05,2500.0,25.0,56.0,64800.0,841.6500000000001,19.099999999999998,19.7,0.00851418170171179,0.003583075353503657
10,2021-05-01 15:00:00,1619883178.0,17.0,17.666666666666668,6.333333333333333,280.0,841.75,38.75,2500.0,47.5,57.0,68400.0,841.75,24.650000000000002,25.375,0.009110206817973272,0.027904344030648214
11,2021-05-01 16:00:00,1619886667.6363637,14.666666666666666,15.666666666666666,2.3333333333333335,313.3333333333333,841.55,23.75,2500.0,57.5,57.5,72000.0,841.55,27.183333333333334,27.733333333333334,0.009379599556497873,0.039765352939565395
12,2021-05-01 17:00:00,1619890243.6,13.666666666666666,15.666666666666666,0.6666666666666666,300.0,840.95,19.9,2500.0,70.0,59.0,75600.0,840.95,29.439999999999998,29.8,0.009609690483682553,0.04994996149567347
13,2021-05-01 18:00:00,1619893816.0,14.0,15.0,1.0,283.3333333333333,840.35,17.5,2500.0,80.0,61.0,79200.0,840.35,30.816666666666666,30.733333333333334,0.009742061562693706,0.05561438934846939
