,AGU,ATM,LDO,MIR,OBL,SFE,TLA,VAL,CEN,LPIN_med,LPIN_pred
79,20.4,19.7,-1.0,19.21,19.6,62.899,-1.0,20.4,22.51,47.1,48.814854
80,-1.0,20.7,44.4,18.6,28.0,79.725,43.5,-1.0,32.4,41.3,68.26336
81,25.0,23.8,-1.0,-1.0,17.2,43.762,20.9,19.9,16.74,58.0,26.543411
82,34.5,28.3,-1.0,36.31,26.0,60.025,33.1,29.8,28.47,48.4,64.172195
83,-1.0,-1.0,9.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.83,20.503296
84,-1.0,2.7,26.3,-1.0,14.5,-1.0,11.73,21.6,19.97,38.2,28.221098
85,-1.0,14.88,41.11,-1.0,7.17,52.56,18.42,31.7,25.01,49.45,46.651867
86,-1.0,19.9,27.7,-1.0,28.4,-1.0,-1.0,34.4,28.97,34.3,48.738163
87,-1.0,-1.0,17.4,125.26,28.6,121.44,43.8,-1.0,53.9,111.2,130.692
88,-1.0,29.2,34.4,-1.0,24.1,84.497,-1.0,22.0,32.9,80.2,62.991177
89,-1.0,56.1,51.7,-1.0,39.4,-1.0,98.2,82.3,60.61,56.8,88.81979
90,-1.0,-1.0,27.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.63,60.158215
91,-1.0,-1.0,38.9,-1.0,-1.0,-1.0,15.99,-1.0,19.7,36.5,19.128626
92,-1.0,35.1,48.2,-1.0,28.5,-1.0,-1.0,26.1,16.84,51.6,60.787426
93,-1.0,-1.0,-1.0,10.95,-1.0,-1.0,-1.0,-1.0,-1.0,67.28,27.98488
94,-1.0,15.3,16.8,36.85,28.9,42.187,33.3,-1.0,40.6,31.1,29.506245
95,-1.0,29.4,-1.0,-1.0,42.1,-1.0,-1.0,35.0,47.19,47.6,53.720234
96,47.6,-1.0,-1.0,40.86,31.4,54.679,56.1,48.5,43.43,62.5,48.918736
97,-1.0,193.6,194.8,266.69,107.2,303.59,235.4,254.3,216.13,209.4,627.8089
98,-1.0,16.8,47.3,-1.0,24.9,-1.0,27.73,23.9,29.48,82.4,57.37446
99,31.5,47.1,-1.0,34.15,52.5,60.383,49.2,61.4,53.39,57.9,73.303696
100,-1.0,50.1,55.9,63.8,54.3,121.43,53.0,-1.0,31.1,70.1,120.38622
101,-1.0,-1.0,47.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.41,113.49396
102,-1.0,-1.0,44.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.56,103.20334
103,-1.0,31.6,41.0,60.0,28.5,96.897,44.8,-1.0,27.7,83.8,73.983025
104,16.6,-1.0,-1.0,57.1,14.7,19.196,45.48,-1.0,25.39,32.4,86.188126
105,-1.0,6.8,-1.0,3.7,-1.0,10.04,-1.0,-1.0,-1.0,8.5,6.9564767
106,52.9,-1.0,-1.0,36.47,23.6,112.56,-1.0,15.8,22.19,52.0,57.946392
107,-1.0,16.3,26.7,-1.0,21.0,63.367,22.1,29.5,-1.0,58.7,60.72151
108,-1.0,48.3,75.0,-1.0,-1.0,86.073,-1.0,56.5,40.6,79.3,81.39899
109,-1.0,90.3,122.1,181.3,-1.0,190.05,94.02,-1.0,-1.0,123.0,240.20343
110,-1.0,-1.0,20.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.46,45.45406
111,-1.0,52.0,92.4,81.53,78.4,166.04,87.3,-1.0,72.5,108.9,130.85828
112,-1.0,20.3,28.0,-1.0,29.7,-1.0,-1.0,25.3,48.07,51.6,49.435246
113,-1.0,-1.0,14.9,-1.0,-1.0,60.5,-1.0,-1.0,-1.0,25.51,29.42708
114,64.8,-1.0,-1.0,60.15,62.2,196.75,90.8,65.9,76.67,311.9,161.36308
115,-1.0,11.28,21.38,80.6,9.78,48.23,19.17,12.4,14.03,50.31,44.84315
116,-1.0,51.7,59.8,47.72,36.6,94.261,45.7,59.7,42.3,144.8,123.2452
117,-1.0,43.6,84.9,-1.0,60.7,-1.0,-1.0,41.1,53.96,55.8,125.79441
118,-1.0,48.9,62.3,-1.0,46.3,103.79,54.2,61.7,54.1,69.0,86.26766
119,-1.0,13.0,44.3,-1.0,-1.0,-1.0,4.57,-1.0,11.87,12.4,24.89729
120,-1.0,57.8,66.5,-1.0,54.7,-1.0,51.36,52.9,40.41,71.5,87.54183
121,-1.0,31.8,43.6,37.74,29.3,70.27,33.5,-1.0,23.4,74.3,87.013626
122,-1.0,-1.0,38.25,-1.0,-1.0,240.13,-1.0,-1.0,-1.0,14.87,45.160744
123,74.0,-1.0,-1.0,124.6,68.8,138.26,45.4,79.7,93.95,191.3,96.68912
124,-1.0,7.5,27.7,-1.0,11.9,-1.0,33.81,11.3,-1.0,124.7,39.239765
125,13.1,0.5,-1.0,22.1,10.9,38.266,23.37,-1.0,12.41,23.7,12.007448
126,-1.0,-1.0,-1.0,-1.0,12.8,36.183,30.0,30.9,16.9,18.2,26.716322
127,-1.0,53.7,67.8,136.26,26.8,278.54,54.3,84.0,40.1,201.2,203.14851
128,77.7,53.5,63.5,321.81,49.7,207.51,118.5,-1.0,-1.0,390.4,285.73044
129,-1.0,-1.0,40.1,47.5,29.1,108.8,30.77,-1.0,-1.0,57.6,69.851105
130,-1.0,-1.0,12.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.36,22.4088
131,-1.0,-1.0,-1.0,14.59,9.6,31.794,6.5,0.2,8.0,23.4,12.307129
132,-1.0,40.9,18.1,75.85,-1.0,78.49,56.6,-1.0,-1.0,82.9,90.97329
133,-1.0,2.4,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,10.29,18.9,16.076656
134,-1.0,-1.0,67.12,-1.0,-1.0,74.51,-1.0,-1.0,-1.0,93.19,78.25843
135,-1.0,22.2,9.4,-1.0,-1.0,-1.0,11.66,-1.0,11.71,1.7,14.001054
136,-1.0,73.8,103.6,-1.0,72.4,-1.0,140.39,75.0,87.97,240.9,260.00748
137,-1.0,-1.0,-1.0,49.26,20.7,37.761,27.4,38.5,24.1,17.6,40.673546
138,59.1,30.3,-1.0,88.23,33.5,86.419,-1.0,57.0,45.01,66.3,69.64667
139,-1.0,7.1,16.0,-1.0,-1.0,-1.0,9.42,-1.0,9.9,23.2,22.5297
140,-1.0,25.8,30.8,49.74,32.3,57.452,29.6,-1.0,27.6,51.9,54.93824
141,-1.0,-1.0,-1.0,50.97,32.4,69.033,35.3,33.9,35.0,51.6,46.99344
142,-1.0,4.3,20.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.93,8.2,24.499338
143,-1.0,25.4,25.2,-1.0,28.7,-1.0,-1.0,51.1,38.74,50.7,48.932278
144,30.39,35.68,23.99,-1.0,34.02,-1.0,27.64,20.05,41.97,29.41,48.94067
145,-1.0,13.4,25.5,-1.0,-1.0,-1.0,15.09,-1.0,14.34,14.8,24.728058
146,-1.0,42.7,48.7,69.02,45.6,83.352,52.1,-1.0,36.7,55.7,81.496155
147,16.2,-1.0,-1.0,-1.0,25.8,-1.0,31.8,13.8,32.2,22.7,29.657488
148,55.22,34.1,65.74,-1.0,33.67,30.44,70.47,42.81,37.75,88.68,73.82483
149,-1.0,0.7,17.7,-1.0,-1.0,-1.0,26.36,-1.0,20.14,29.9,25.089703
150,-1.0,26.9,48.4,-1.0,34.3,64.712,34.9,-1.0,27.8,68.7,72.80185
151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.35,71.63884
152,-1.0,-1.0,32.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.28,71.45773
153,40.9,27.0,-1.0,42.4,30.7,68.263,45.5,33.9,30.79,81.1,82.27861
154,-1.0,23.5,31.3,-1.0,26.0,-1.0,-1.0,23.5,35.28,71.6,53.641308
155,28.9,42.5,-1.0,58.28,30.9,41.006,-1.0,40.9,38.69,54.7,54.27339
156,42.7,125.6,-1.0,69.06,26.1,85.466,-1.0,25.7,32.0,27.4,84.22545
157,-1.0,78.4,91.2,96.3,76.1,107.81,83.5,-1.0,60.1,90.1,150.43854
158,-1.0,43.4,59.4,91.61,53.4,109.71,52.1,-1.0,55.7,88.4,71.262505
159,-1.0,40.2,61.4,-1.0,48.0,-1.0,73.38,40.9,62.01,105.4,119.46405
160,-1.0,-1.0,60.54,-1.0,-1.0,14.86,-1.0,-1.0,-1.0,131.25,110.59746
161,-1.0,124.4,40.1,48.1,-1.0,63.812,-1.0,-1.0,-1.0,38.0,29.51435
162,-1.0,-1.0,74.6,101.66,32.7,134.37,71.6,88.3,95.1,100.6,143.50076
163,-1.0,-1.0,26.49,29.07,-1.0,94.87,-1.0,-1.0,-1.0,60.1,43.975525
164,-1.0,52.6,46.9,24.46,49.9,69.862,48.9,17.4,62.24,97.8,98.17068
165,-1.0,-1.0,-1.0,16.34,11.1,26.733,37.4,28.6,13.4,15.1,16.066477
166,-1.0,43.9,50.4,106.09,46.2,55.005,45.5,-1.0,47.5,45.5,54.283504
167,-1.0,7.9,16.6,32.9,-1.0,19.007,-1.0,-1.0,-1.0,30.3,17.213852
168,-1.0,66.7,94.4,-1.0,53.7,-1.0,36.05,51.3,69.16,205.4,156.09738
169,-1.0,-1.0,31.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.85,69.518906
170,-1.0,-1.0,56.9,-1.0,-1.0,278.58,-1.0,-1.0,-1.0,67.31,66.71796
171,-1.0,37.7,33.0,129.43,44.6,230.73,52.2,53.7,42.58,108.0,79.14911
172,-1.0,25.6,21.3,-1.0,41.2,118.3,67.6,-1.0,101.0,258.3,236.54872
173,-1.0,27.3,55.4,-1.0,34.6,-1.0,-1.0,37.8,40.0,43.6,66.48773
174,-1.0,5.0,9.2,-1.0,0.0,-1.0,0.46,-1.0,-1.0,27.5,17.266788
175,-1.0,14.5,10.9,-1.0,11.0,-1.0,-1.0,11.0,-1.0,17.7,30.18944
176,15.39,41.87,22.62,-1.0,-1.0,-1.0,96.51,20.78,58.71,144.58,166.07703
177,-1.0,12.2,33.7,-1.0,31.8,-1.0,35.44,42.7,25.49,40.7,39.86493
178,-1.0,10.0,29.2,-1.0,0.0,-1.0,21.89,-1.0,-1.0,32.3,25.235699
179,-1.0,-1.0,18.39,-1.0,-1.0,85.8,-1.0,-1.0,-1.0,28.68,29.476864
180,-1.0,25.5,31.9,48.01,37.6,94.022,49.5,-1.0,31.6,42.5,61.82592
181,-1.0,39.3,41.3,-1.0,17.7,-1.0,-1.0,-1.0,27.18,41.2,54.168377
182,-1.0,-1.0,-1.0,48.47,25.2,43.815,48.3,35.5,26.0,33.6,37.758896
183,-1.0,36.2,35.8,-1.0,38.8,-1.0,51.14,50.2,-1.0,47.6,29.67342
184,-1.0,-1.0,19.47,41.56,-1.0,-1.0,-1.0,-1.0,-1.0,27.54,64.15634
185,-1.0,-1.0,54.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,224.1,131.2393
186,-1.0,-1.0,23.9,-1.0,-1.0,-1.0,-1.0,-1.0,12.02,26.5,29.188257
187,-1.0,23.8,88.9,-1.0,-1.0,-1.0,65.17,-1.0,41.91,31.7,56.948616
188,-1.0,-1.0,-1.0,50.87,23.9,72.724,35.7,111.4,32.1,41.9,57.628857
189,-1.0,-1.0,-1.0,29.96,12.3,25.309,19.0,23.3,10.8,32.2,27.652315
190,-1.0,-1.0,53.7,132.11,51.1,110.25,88.4,-1.0,85.5,120.1,95.46591
191,14.6,47.2,-1.0,28.0,-1.0,42.992,47.04,-1.0,21.62,44.6,26.93443
192,33.2,18.1,-1.0,34.41,17.2,57.101,-1.0,19.5,35.03,39.2,45.690216
193,-1.0,-1.0,4.99,-1.0,-1.0,183.57,-1.0,-1.0,-1.0,11.17,26.226976
194,-1.0,13.2,25.1,-1.0,-1.0,-1.0,20.6,-1.0,15.04,31.1,27.222013
195,11.8,-1.0,-1.0,-1.0,15.5,59.703,32.8,43.6,28.7,19.9,53.5171
196,-1.0,-1.0,18.18,-1.0,-1.0,64.29,-1.0,-1.0,-1.0,19.29,32.90243
197,-1.0,16.5,46.1,-1.0,-1.0,-1.0,-1.0,-1.0,14.18,34.0,12.083279
198,-1.0,60.7,40.9,-1.0,24.2,82.374,40.8,35.0,42.3,27.0,87.539406
199,28.13,34.51,23.07,-1.0,28.67,-1.0,29.79,26.13,21.11,42.35,44.269665
200,-1.0,69.8,40.9,168.64,85.2,181.69,69.5,-1.0,56.8,175.7,151.47041
201,-1.0,-1.0,41.07,-1.0,-1.0,131.94,-1.0,-1.0,-1.0,25.82,58.34653
202,-1.0,-1.0,-1.0,8.82,19.8,13.433,13.3,15.3,15.7,7.4,16.340387
203,-1.0,40.3,20.4,46.74,41.3,89.837,42.2,-1.0,38.2,100.2,52.880653
204,-1.0,29.1,62.1,62.49,31.5,84.218,52.2,-1.0,36.9,87.7,86.71163
205,-1.0,6.7,41.7,-1.0,-1.0,-1.0,8.26,-1.0,14.93,27.3,27.067545
206,-1.0,-1.0,-1.0,41.26,26.6,60.696,19.9,15.8,26.3,31.5,39.539047
207,-1.0,31.4,43.7,62.9,-1.0,60.931,-1.0,-1.0,-1.0,95.4,67.31447
208,-1.0,-1.0,22.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,218.64,49.78524
209,-1.0,64.6,-1.0,-1.0,59.3,-1.0,131.32,49.6,100.89,98.5,254.60345
210,30.2,29.9,-1.0,44.72,23.6,68.178,29.0,23.5,29.04,54.7,57.626102
211,28.8,26.2,-1.0,49.83,38.7,55.674,-1.0,24.0,31.53,43.8,67.557785
212,-1.0,-1.0,55.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,121.93,134.96896
213,-1.0,-1.0,-1.0,28.25,22.0,50.797,20.8,28.4,20.4,43.4,20.968462
214,21.9,22.5,-1.0,27.6,-1.0,30.317,-1.0,-1.0,8.4,30.9,17.706314
215,22.0,-1.0,-1.0,40.27,18.3,92.703,-1.0,24.3,25.85,82.9,51.633904
216,-1.0,11.3,30.9,76.12,23.6,50.212,14.1,-1.0,25.0,13.7,40.878475
217,41.6,51.0,-1.0,33.0,-1.0,42.763,-1.0,-1.0,16.75,22.7,15.861948
218,-1.0,-1.0,28.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.91,62.495556
219,-1.0,-1.0,33.2,267.79,-1.0,-1.0,-1.0,-1.0,-1.0,22.38,33.041164
220,-1.0,-1.0,33.0,33.48,22.1,65.709,34.2,80.9,21.9,53.0,36.378544
221,11.5,-1.0,-1.0,-1.0,10.0,49.999,22.0,33.0,11.3,17.1,26.380253
222,-1.0,25.4,36.4,-1.0,36.4,-1.0,30.36,57.7,47.93,50.7,51.048634
223,-1.0,26.1,50.4,-1.0,-1.0,-1.0,21.88,-1.0,-1.0,38.0,37.2433
224,-1.0,53.0,49.3,44.86,35.6,105.54,28.9,-1.0,37.5,173.3,90.59913
225,-1.0,-1.0,12.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.55,22.508656
226,44.7,-1.0,-1.0,56.06,36.9,98.176,31.8,63.7,41.48,96.4,78.83519
227,-1.0,-1.0,-1.0,21.43,15.9,33.485,50.0,33.3,21.5,13.1,17.884125
228,-1.0,18.08,9.65,-1.0,11.32,51.92,9.53,30.35,25.06,20.16,31.40327
229,-1.0,28.9,38.9,-1.0,35.6,-1.0,-1.0,26.1,23.17,41.9,56.104626
230,26.7,41.3,-1.0,31.54,25.3,48.937,-1.0,38.1,37.0,60.1,44.3239
231,-1.0,-1.0,69.66,90.86,-1.0,38.28,-1.0,-1.0,-1.0,65.32,111.08191
232,-1.0,23.8,18.1,-1.0,-1.0,-1.0,23.68,-1.0,17.41,21.5,19.790316
233,-1.0,4.9,79.4,57.97,31.0,93.578,38.9,54.5,36.57,65.1,126.59897
234,-1.0,-1.0,-1.0,28.67,15.6,53.044,19.4,30.0,31.5,38.4,41.066082
235,-1.0,20.2,16.7,-1.0,-1.0,-1.0,1.47,-1.0,7.25,24.8,14.425026
236,26.0,47.84,55.59,-1.0,47.82,-1.0,85.44,37.39,82.89,170.06,129.89697
237,-1.0,-1.0,14.97,7.88,-1.0,42.23,-1.0,-1.0,-1.0,22.67,25.06985
238,-1.0,51.7,53.8,-1.0,-1.0,-1.0,97.0,7.8,91.06,175.2,121.36514
239,-1.0,17.7,53.2,-1.0,23.8,-1.0,-1.0,38.6,29.09,54.8,62.828102
240,-1.0,-1.0,114.38,53.26,-1.0,-1.0,-1.0,-1.0,-1.0,255.49,221.92735
241,-1.0,1.0,35.3,-1.0,-1.0,-1.0,5.88,-1.0,20.43,26.1,29.433449
242,-1.0,31.7,46.4,-1.0,33.5,55.875,47.9,48.9,42.2,45.0,60.618137
243,24.87,20.56,20.37,-1.0,15.11,-1.0,18.02,21.8,-1.0,27.52,53.744755
244,-1.0,-1.0,20.18,-1.0,-1.0,94.5,-1.0,-1.0,-1.0,40.2,30.483343
245,-1.0,-1.0,32.35,43.18,-1.0,40.67,-1.0,-1.0,-1.0,51.62,60.87345
246,-1.0,53.7,56.6,-1.0,-1.0,-1.0,107.08,15.7,73.89,281.2,252.54608
247,-1.0,-1.0,34.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.22,75.9512
248,-1.0,56.1,30.0,118.64,29.5,150.08,41.9,114.8,38.1,125.2,172.00124
249,-1.0,38.5,40.0,49.61,40.6,96.112,28.3,-1.0,21.0,52.8,70.833206
250,16.78,-1.0,28.43,-1.0,17.79,147.19,22.94,11.59,17.41,26.64,31.703882
251,-1.0,70.4,81.8,98.71,27.1,216.07,89.1,194.4,62.0,295.2,185.58447
252,-1.0,23.5,34.1,-1.0,26.3,105.08,57.2,-1.0,35.1,130.4,91.854645
253,-1.0,22.0,19.3,-1.0,-1.0,-1.0,-1.0,-1.0,15.76,18.8,20.430706
254,-1.0,60.5,50.2,66.83,49.1,81.705,40.4,-1.0,59.0,51.9,85.816635
255,-1.0,10.5,23.0,-1.0,31.1,62.436,23.5,-1.0,23.6,36.2,58.538494
256,25.98,62.13,71.11,-1.0,-1.0,-1.0,57.57,27.73,28.74,203.41,56.43918
257,-1.0,-1.0,24.58,44.85,-1.0,-1.0,-1.0,-1.0,-1.0,93.9,70.423996
258,-1.0,-1.0,-1.0,19.54,25.8,29.849,25.4,45.9,31.6,20.8,27.946712
259,-1.0,144.4,80.5,-1.0,83.0,373.71,106.7,-1.0,80.6,121.5,231.98735
260,57.1,-1.0,-1.0,-1.0,24.7,79.841,40.9,40.6,-1.0,48.1,42.970837
261,-1.0,30.1,66.8,-1.0,39.7,-1.0,46.86,33.4,44.42,48.7,84.77327
262,-1.0,46.3,51.3,101.73,56.9,268.35,49.1,55.1,61.14,90.4,58.81347
263,17.1,28.8,-1.0,32.0,-1.0,26.956,16.24,-1.0,14.91,15.4,17.312838
264,-1.0,20.6,14.1,-1.0,-1.0,-1.0,16.55,-1.0,10.27,19.5,14.720892
265,53.3,-1.0,-1.0,-1.0,19.0,162.7,26.9,47.9,-1.0,36.3,89.823906
266,26.3,13.2,-1.0,43.55,16.2,51.537,12.2,10.1,19.54,56.7,39.785576
267,-1.0,40.2,77.5,-1.0,-1.0,-1.0,-1.0,47.1,37.22,107.7,126.51779
268,104.7,-1.0,-1.0,163.33,-1.0,189.5,-1.0,140.1,-1.0,98.0,177.47792
269,-1.0,20.7,42.2,-1.0,11.8,37.108,33.2,18.8,21.9,34.8,36.440525
270,26.3,-1.0,-1.0,33.61,24.2,43.282,41.5,26.0,38.53,39.5,46.35725
271,-1.0,-1.0,-1.0,61.19,58.8,88.532,63.5,70.2,70.2,141.0,92.42745
