,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,VAL,CEN,TLA_med,TLA_pred
1345,-1.0,-1.0,86.9,192.2,32.84,51.0,163.67,65.6,42.9,66.1,60.616787
1346,-1.0,42.0,66.5,73.8,95.37,49.0,114.03,218.1,58.83,75.4,56.19616
1347,18.11,-1.0,27.56,-1.0,-1.0,19.53,81.08,20.31,23.0,23.68,22.747427
1348,21.72,31.91,25.73,-1.0,-1.0,26.56,118.34,25.52,26.92,26.24,25.382273
1349,-1.0,49.8,88.4,128.5,-1.0,73.3,-1.0,64.3,74.86,72.81,84.444145
1350,26.5,32.7,-1.0,40.0,28.25,23.2,42.541,25.7,7.27,22.4,22.886202
1351,-1.0,26.8,36.3,12.2,-1.0,-1.0,-1.0,-1.0,-1.0,37.08,29.559631
1352,-1.0,115.2,100.1,208.7,228.06,72.0,265.75,-1.0,64.3,78.0,106.6764
1353,-1.0,31.1,80.8,106.1,-1.0,17.8,-1.0,24.5,59.65,44.18,73.93557
1354,42.3,47.8,-1.0,94.8,44.42,48.5,119.83,28.2,40.48,38.4,45.66424
1355,-1.0,-1.0,-1.0,38.9,33.75,19.9,59.114,13.1,23.3,17.6,24.55494
1356,17.7,-1.0,-1.0,74.2,-1.0,19.6,71.172,44.1,32.85,44.4,40.347263
1357,-1.0,53.8,49.6,111.8,45.16,53.6,99.27,42.4,-1.0,59.5,52.19098
1358,-1.0,89.1,138.3,380.8,179.15,46.9,252.49,100.7,157.4,106.0,130.02934
1359,-1.0,50.5,62.7,62.6,-1.0,56.9,-1.0,70.5,60.09,50.41,67.10952
1360,11.37,14.45,23.63,-1.0,-1.0,14.3,36.35,22.54,15.97,7.48,17.99651
1361,-1.0,7.8,10.1,-1.0,12.7,-1.0,14.052,-1.0,7.84,12.01,18.25546
1362,-1.0,44.5,48.8,50.5,123.58,48.1,106.66,-1.0,34.3,55.9,52.12421
1363,11.0,36.2,-1.0,15.1,21.0,-1.0,22.585,-1.0,26.35,17.82,38.28548
1364,-1.0,37.2,39.2,66.4,64.07,36.7,-1.0,-1.0,26.6,41.1,38.26621
1365,-1.0,-1.0,-1.0,40.7,43.55,29.6,52.228,34.2,38.6,31.1,40.473793
1366,-1.0,16.6,36.9,16.8,-1.0,-1.0,-1.0,-1.0,15.61,129.14,27.71617
1367,30.71,42.31,-1.0,-1.0,74.55,44.43,80.55,44.97,59.46,38.06,43.40662
1368,13.14,51.85,29.16,-1.0,-1.0,36.34,113.12,24.95,29.81,22.01,24.969547
1369,-1.0,37.0,35.5,97.3,39.49,29.8,45.337,-1.0,-1.0,29.6,32.995327
1370,-1.0,35.9,30.2,228.3,-1.0,-1.0,-1.0,17.9,37.61,56.74,78.83462
1371,-1.0,-1.0,19.8,29.3,49.38,14.8,32.906,43.5,33.0,33.5,29.9728
1372,-1.0,19.62,23.74,36.36,19.81,13.59,214.32,18.43,9.2,16.19,21.706173
1373,28.58,-1.0,38.28,-1.0,42.23,34.32,56.01,31.29,35.55,29.12,37.21608
1374,14.27,35.33,38.53,-1.0,-1.0,28.7,71.0,19.93,25.01,17.25,27.313805
1375,-1.0,21.7,24.8,32.1,-1.0,15.8,-1.0,-1.0,16.1,19.9,25.775728
1376,-1.0,-1.0,-1.0,-1.0,18.95,3.9,35.054,9.9,3.2,22.3,13.01248
1377,-1.0,63.6,74.3,202.2,241.73,81.2,240.66,-1.0,67.9,86.1,97.516045
1378,-1.0,26.5,52.1,36.6,91.64,45.6,131.69,44.9,43.02,45.7,42.729824
1379,-1.0,18.6,23.3,37.6,25.09,18.4,36.973,-1.0,-1.0,9.7,25.742289
1380,-1.0,23.2,61.1,77.5,-1.0,43.6,-1.0,41.3,42.41,129.61,55.417137
1381,-1.0,52.6,61.5,80.4,59.13,42.8,97.725,-1.0,50.8,50.1,55.492912
1382,70.6,-1.0,-1.0,133.5,-1.0,65.7,158.04,93.9,-1.0,76.9,94.18963
1383,20.3,43.7,-1.0,25.0,28.9,18.5,33.3,-1.0,27.8,45.72,43.38992
1384,-1.0,17.8,28.5,58.2,54.41,22.4,55.571,-1.0,31.5,26.7,33.213596
1385,60.2,9.1,42.8,64.7,62.21,34.4,115.49,37.2,43.32,47.1,45.5267
1386,-1.0,25.0,21.0,21.5,-1.0,-1.0,-1.0,-1.0,22.63,14.87,31.058386
1387,-1.0,25.7,14.3,37.4,42.55,14.6,29.585,-1.0,18.0,20.2,21.95033
1388,31.6,-1.0,45.1,120.3,36.25,34.0,70.701,34.0,36.67,47.9,42.055637
1389,36.3,-1.0,-1.0,123.7,32.08,26.4,82.574,36.7,29.81,22.0,40.24558
1390,-1.0,58.5,99.3,180.4,-1.0,42.7,-1.0,50.2,47.56,66.2,78.36525
1391,22.3,39.7,-1.0,23.4,22.1,9.6,36.796,-1.0,10.92,31.53,27.238304
1392,-1.0,54.2,70.6,125.5,93.39,76.7,143.18,50.8,100.98,102.6,87.112366
1393,-1.0,29.4,22.9,18.5,-1.0,16.1,-1.0,-1.0,20.86,30.9,26.654228
1394,-1.0,31.3,68.9,66.4,-1.0,47.1,-1.0,54.5,44.23,63.87,58.84944
1395,-1.0,35.8,52.9,-1.0,-1.0,28.5,-1.0,27.4,25.66,88.67,35.116085
1396,-1.0,24.35,34.19,34.24,-1.0,19.02,81.21,15.89,17.72,32.46,26.332712
1397,-1.0,53.1,80.8,-1.0,168.9,-1.0,111.39,-1.0,-1.0,61.61,82.746956
1398,27.0,10.8,-1.0,16.8,31.4,10.2,28.354,-1.0,17.26,25.13,25.218817
1399,15.4,8.4,-1.0,-1.0,33.0,11.7,42.314,-1.0,16.74,29.09,19.547775
1400,10.19,12.86,30.74,-1.0,-1.0,17.14,45.29,8.94,13.96,14.19,16.420595
1401,-1.0,-1.0,39.9,52.3,66.13,51.0,80.276,125.9,59.6,60.3,43.093266
1402,50.54,76.86,47.5,-1.0,99.41,37.4,95.7,52.45,37.29,40.34,42.961964
1403,-1.0,63.6,72.1,131.0,203.66,54.9,174.15,-1.0,20.7,45.5,74.88038
1404,18.4,-1.0,-1.0,43.2,27.84,41.5,69.035,6.1,56.36,65.9,48.791588
1405,-1.0,28.1,43.6,206.3,228.61,39.0,222.24,86.3,49.4,24.2,68.4008
1406,-1.0,-1.0,-1.0,63.3,-1.0,15.2,88.907,14.3,12.9,14.7,20.365477
1407,-1.0,20.6,18.1,8.7,12.33,13.7,31.026,9.2,17.13,24.6,18.866053
1408,-1.0,9.4,47.9,111.1,-1.0,32.0,-1.0,20.8,-1.0,87.04,45.789207
1409,7.31,13.18,15.15,15.93,-1.0,13.23,-1.0,10.04,10.09,9.75,15.641727
1410,-1.0,45.0,73.9,114.2,119.77,43.3,100.9,-1.0,30.0,48.9,55.283356
1411,-1.0,-1.0,-1.0,-1.0,-1.0,21.2,76.606,29.6,19.4,28.7,18.803448
1412,35.5,36.0,-1.0,99.9,59.16,25.5,90.252,36.1,32.48,38.3,41.160854
1413,22.6,-1.0,-1.0,16.3,23.6,14.1,41.162,-1.0,16.02,17.15,20.01205
1414,30.3,3.1,-1.0,47.0,77.4,-1.0,42.78,-1.0,22.37,35.12,30.913057
1415,26.3,-1.0,-1.0,54.5,34.78,21.0,46.883,31.4,26.2,40.0,32.747417
1416,-1.0,20.4,-1.0,-1.0,32.1,-1.0,25.666,-1.0,22.93,32.43,33.79199
1417,35.96,-1.0,27.12,-1.0,-1.0,40.26,50.54,38.52,35.28,28.77,34.45027
1418,25.85,60.89,80.31,107.6,-1.0,-1.0,-1.0,29.9,104.33,115.26,99.10029
1419,-1.0,35.5,33.1,-1.0,-1.0,30.0,141.78,24.5,32.5,29.3,27.25487
1420,-1.0,91.5,127.4,289.8,187.46,62.9,157.98,-1.0,-1.0,87.2,133.73248
1421,6.3,65.4,-1.0,26.5,-1.0,8.1,48.148,28.2,12.44,19.15,29.469328
1422,-1.0,40.2,43.2,125.8,-1.0,44.9,62.128,55.7,44.7,50.4,55.045055
1423,31.78,15.51,10.17,35.53,-1.0,13.09,-1.0,14.32,14.55,22.72,18.252243
1424,61.8,-1.0,37.7,56.5,39.57,26.0,90.633,30.0,38.77,55.1,38.471737
1425,-1.0,5.1,18.9,27.5,-1.0,-1.0,-1.0,-1.0,8.0,15.34,18.760891
1426,34.8,28.1,33.6,91.7,33.0,39.7,57.233,23.5,31.14,34.4,34.21224
1427,-1.0,-1.0,-1.0,-1.0,17.5,-1.0,33.59,-1.0,12.27,26.46,23.097788
1428,-1.0,10.3,8.7,23.8,-1.0,-1.0,-1.0,-1.0,18.34,8.63,23.593813
1429,36.44,38.48,42.16,-1.0,-1.0,38.34,60.66,0.05,32.74,30.01,35.969673
1430,-1.0,35.5,70.9,149.6,-1.0,45.9,-1.0,28.0,47.68,62.32,71.29651
1431,-1.0,38.1,83.0,93.8,-1.0,36.7,-1.0,32.9,32.16,44.46,52.010845
1432,-1.0,43.8,59.9,80.3,61.7,52.4,82.2,-1.0,52.7,34.7,57.12486
1433,29.5,20.5,32.6,28.7,29.47,24.9,46.238,17.4,21.7,30.2,26.958122
1434,-1.0,-1.0,-1.0,14.7,15.07,22.6,49.42,21.9,12.4,9.6,19.378172
1435,-1.0,52.7,91.4,129.3,72.18,46.6,111.49,-1.0,54.5,50.5,66.85143
1436,-1.0,28.2,22.0,20.1,-1.0,-1.0,-1.0,-1.0,16.73,21.41,28.465775
1437,24.7,17.8,-1.0,35.7,65.15,12.3,36.046,15.6,20.6,45.3,30.978304
1438,-1.0,-1.0,-1.0,27.6,6.77,13.1,41.616,19.1,8.2,0.8,16.940414
1439,-1.0,11.2,14.7,8.9,17.75,12.2,11.505,18.8,14.6,12.0,15.850786
1440,39.1,69.2,-1.0,195.9,149.44,23.2,102.34,32.2,90.45,71.6,92.236465
1441,-1.0,32.0,62.1,-1.0,-1.0,47.4,-1.0,50.1,49.09,85.63,59.64894
1442,-1.0,-1.0,23.7,34.5,27.74,15.2,38.188,34.3,16.7,19.1,22.307302
1443,-1.0,-1.0,48.2,167.1,28.14,13.5,68.227,22.1,26.2,48.7,33.883602
1444,-1.0,21.8,45.1,-1.0,-1.0,23.2,-1.0,23.4,24.33,147.13,31.166334
1445,-1.0,31.6,27.7,100.3,46.98,17.4,96.517,-1.0,16.5,32.1,31.651865
1446,37.1,-1.0,-1.0,82.6,115.94,56.6,62.594,37.9,69.32,56.5,69.213585
1447,-1.0,20.5,-1.0,-1.0,20.6,-1.0,-1.0,-1.0,16.22,46.46,28.836596
1448,-1.0,-1.0,51.0,33.6,28.0,47.4,40.821,-1.0,-1.0,28.75,46.14511
1449,-1.0,15.2,26.7,46.4,52.26,26.9,66.204,-1.0,26.7,30.1,30.354067
1450,-1.0,25.4,-1.0,-1.0,11.9,-1.0,17.084,-1.0,15.28,37.7,31.719912
1451,16.21,17.47,7.41,16.48,-1.0,20.06,-1.0,14.16,20.1,17.4,20.306406
1452,-1.0,-1.0,-1.0,11.1,-1.0,4.2,32.032,12.8,3.0,10.0,10.792519
1453,20.2,7.5,-1.0,-1.0,46.1,-1.0,78.829,-1.0,13.92,10.1,20.366783
1454,-1.0,42.4,101.7,-1.0,186.2,-1.0,127.45,-1.0,-1.0,85.82,101.62153
1455,11.8,29.3,-1.0,127.0,39.6,18.5,25.321,-1.0,20.62,44.73,20.62178
1456,50.3,49.4,86.6,179.6,115.23,54.2,204.23,61.4,92.04,83.8,83.68557
1457,-1.0,-1.0,-1.0,16.4,23.36,14.8,59.725,65.5,-1.0,24.3,22.657476
1458,-1.0,44.9,58.5,159.7,55.18,29.5,84.866,58.8,39.4,27.8,45.262096
1459,-1.0,16.4,32.1,-1.0,-1.0,-1.0,-1.0,-1.0,32.52,60.08,38.862823
1460,22.96,-1.0,40.16,-1.0,72.44,32.08,29.53,19.44,32.86,42.01,39.05054
1461,-1.0,28.2,20.8,29.0,-1.0,-1.0,-1.0,-1.0,16.37,28.45,28.740953
1462,-1.0,29.5,34.4,31.4,31.43,26.1,38.943,-1.0,39.7,34.5,36.442204
1463,-1.0,-1.0,-1.0,13.2,14.45,18.6,37.995,14.0,12.8,18.2,17.373678
1464,26.0,57.9,-1.0,-1.0,64.5,40.0,68.074,-1.0,42.27,70.43,76.48056
1465,-1.0,39.1,58.0,66.9,76.63,32.8,42.219,35.3,43.68,60.9,46.856373
1466,-1.0,72.4,76.2,130.8,65.54,82.3,106.77,-1.0,70.3,84.8,77.4011
1467,-1.0,37.3,49.8,-1.0,-1.0,34.3,-1.0,20.3,43.29,18.0,52.582935
1468,-1.0,-1.0,18.4,45.8,-1.0,-1.0,-1.0,-1.0,12.96,15.01,25.435293
1469,23.0,18.3,-1.0,-1.0,23.6,7.5,29.777,-1.0,11.1,21.69,23.757534
1470,70.11,72.6,64.55,-1.0,48.6,54.49,116.04,67.26,91.19,53.24,73.36106
1471,7.93,21.66,19.35,-1.0,-1.0,18.05,48.48,18.45,16.71,17.44,17.476025
1472,21.7,30.4,-1.0,57.9,58.8,15.9,54.966,-1.0,15.18,51.41,27.396368
1473,-1.0,28.3,32.6,69.6,-1.0,28.5,-1.0,45.7,29.26,20.1,45.688385
1474,-1.0,111.3,94.9,107.1,110.26,104.4,280.82,49.5,119.32,89.3,131.10162
1475,-1.0,65.9,57.3,56.2,136.84,78.3,189.99,-1.0,-1.0,84.0,67.53792
1476,17.29,38.79,21.54,75.14,-1.0,-1.0,-1.0,17.38,49.75,65.39,40.054462
1477,9.6,23.5,-1.0,-1.0,13.5,5.5,11.563,-1.0,2.69,18.24,22.821253
1478,74.0,-1.0,-1.0,191.3,124.6,68.8,138.26,79.7,93.95,45.4,93.21514
1479,-1.0,26.0,52.8,68.6,-1.0,29.8,-1.0,57.7,39.89,68.14,55.588223
1480,23.55,50.88,30.69,-1.0,43.74,25.11,245.6,28.04,41.88,18.02,25.68447
1481,21.15,36.26,25.69,38.26,-1.0,37.86,33.94,17.93,-1.0,22.92,25.081045
1482,-1.0,35.9,55.8,53.3,75.34,32.5,77.988,-1.0,33.6,54.0,44.846786
1483,-1.0,24.0,68.9,52.0,-1.0,-1.0,-1.0,-1.0,31.25,37.2,46.08205
1484,-1.0,-1.0,15.7,22.2,32.88,14.5,33.502,35.1,19.2,24.0,21.453642
1485,36.69,40.34,36.42,74.41,-1.0,36.93,-1.0,33.69,34.12,40.86,40.648884
1486,13.4,-1.0,-1.0,17.2,16.48,13.1,29.909,16.4,19.74,23.2,22.306137
1487,12.15,14.89,11.89,9.78,-1.0,15.87,-1.0,11.46,10.79,12.06,14.838735
1488,30.4,29.8,69.4,171.3,170.09,57.7,155.07,-1.0,88.12,76.8,78.10245
1489,-1.0,28.8,50.1,59.0,-1.0,-1.0,-1.0,-1.0,29.09,36.8,48.770657
1490,-1.0,19.4,34.5,59.9,31.87,20.5,80.681,-1.0,22.1,29.0,27.983389
1491,19.9,-1.0,-1.0,15.7,-1.0,17.6,42.167,13.2,22.7,18.9,23.186323
1492,-1.0,21.0,19.4,30.8,31.43,17.8,59.762,31.8,15.7,27.2,20.648195
1493,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,27.91,17.0,14.5,15.7,16.694311
1494,72.79,73.3,43.47,-1.0,-1.0,71.2,83.66,44.64,50.6,76.34,52.51649
1495,19.6,78.5,-1.0,-1.0,34.4,-1.0,28.66,-1.0,22.78,42.65,56.9899
1496,82.57,102.17,44.21,-1.0,61.82,54.22,93.95,68.85,73.78,63.61,63.796673
1497,-1.0,46.3,51.3,90.4,101.73,56.9,268.35,55.1,61.14,49.1,60.928925
1498,47.4,-1.0,-1.0,55.0,46.32,48.9,59.74,52.2,48.4,50.4,50.928326
1499,-1.0,41.3,39.2,45.9,-1.0,24.9,-1.0,16.1,19.92,20.93,33.384403
1500,-1.0,6.7,-1.0,17.4,-1.0,-1.0,-1.0,-1.0,9.99,11.39,18.514256
1501,5.2,1.9,-1.0,14.3,13.8,-1.0,14.176,-1.0,2.6,13.85,12.52578
1502,28.64,29.77,30.41,-1.0,-1.0,29.03,41.45,28.84,31.7,28.19,31.005392
1503,-1.0,29.5,48.6,39.7,40.23,24.6,61.501,-1.0,35.8,31.2,38.755283
1504,-1.0,26.4,24.1,129.3,133.2,36.2,93.41,-1.0,41.3,55.7,46.011555
1505,-1.0,8.9,29.9,31.5,25.62,18.1,29.34,-1.0,21.0,10.1,27.099127
1506,-1.0,67.8,48.2,74.5,-1.0,25.0,52.367,-1.0,35.3,51.3,37.824833
1507,-1.0,-1.0,32.0,32.8,-1.0,-1.0,-1.0,-1.0,28.78,23.51,38.183086
1508,-1.0,26.9,49.8,44.3,28.6,24.2,34.511,-1.0,38.1,47.5,40.81456
1509,14.0,-1.0,-1.0,12.7,-1.0,-1.0,27.786,77.7,-1.0,41.2,21.981695
1510,-1.0,-1.0,-1.0,7.4,8.82,19.8,13.433,15.3,15.7,13.3,17.956657
1511,-1.0,3.4,21.0,13.4,-1.0,-1.0,-1.0,-1.0,-1.0,12.43,17.610857
1512,-1.0,17.5,36.1,155.0,130.8,31.3,67.727,-1.0,-1.0,43.79,48.79681
1513,-1.0,-1.0,-1.0,-1.0,26.4,-1.0,25.308,-1.0,22.71,28.87,43.232594
1514,-1.0,32.8,35.0,56.4,55.28,22.9,78.182,-1.0,47.1,24.9,42.48869
1515,-1.0,38.2,27.8,28.9,-1.0,-1.0,-1.0,-1.0,33.21,35.52,41.272953
1516,14.1,95.3,-1.0,24.0,25.7,27.7,30.132,-1.0,23.6,84.51,52.8575
1517,-1.0,-1.0,-1.0,-1.0,16.1,-1.0,21.534,-1.0,13.35,8.83,24.398325
1518,-1.0,28.4,34.8,101.1,70.52,36.7,88.79,-1.0,27.5,46.6,40.55173
1519,-1.0,-1.0,27.5,21.4,7.39,10.5,28.024,18.5,10.9,21.9,17.277145
1520,-1.0,30.6,20.4,57.6,42.63,23.4,98.817,-1.0,27.6,25.6,30.407446
1521,28.0,64.63,71.95,-1.0,47.58,50.55,91.58,58.14,48.13,64.94,49.38977
1522,34.98,41.25,45.1,-1.0,58.68,25.77,96.53,32.03,25.27,25.14,33.01016
1523,9.54,16.72,17.63,-1.0,-1.0,18.52,70.66,13.74,14.41,21.23,15.029421
1524,-1.0,-1.0,-1.0,21.8,24.21,19.7,29.57,37.5,23.7,25.6,29.484526
1525,-1.0,-1.0,-1.0,25.1,26.12,24.1,31.009,10.2,25.6,12.8,26.1869
1526,-1.0,-1.0,-1.0,41.2,22.45,17.1,43.09,37.5,33.7,26.3,36.607254
1527,-1.0,36.6,34.3,65.2,25.94,32.0,36.345,-1.0,32.5,39.6,35.46737
1528,54.8,24.7,48.7,63.2,57.94,33.5,137.12,-1.0,37.41,45.1,37.96793
1529,-1.0,11.2,15.8,21.0,-1.0,-1.0,-1.0,-1.0,9.265,22.97,20.49233
1530,-1.0,21.1,17.5,9.0,-1.0,-1.0,-1.0,-1.0,16.11,9.27,24.359282
1531,31.76,51.74,29.27,-1.0,52.35,39.16,15.27,32.33,37.77,31.58,32.211594
1532,-1.0,-1.0,-1.0,39.5,31.34,27.6,29.551,50.6,33.8,30.8,42.02615
1533,38.65,51.93,70.91,-1.0,33.35,51.36,392.41,53.72,68.44,50.73,55.34577
1534,-1.0,20.9,73.3,78.4,-1.0,41.5,64.954,37.9,41.3,73.4,58.274113
1535,-1.0,8.5,16.2,36.5,-1.0,21.0,-1.0,-1.0,9.78,12.26,18.744509
1536,-1.0,21.8,48.2,34.9,-1.0,36.7,54.147,-1.0,38.0,41.3,46.144764
1537,40.01,26.83,28.59,-1.0,-1.0,29.02,73.1,31.04,43.9,22.0,35.393772
1538,-1.0,37.7,63.4,143.6,137.8,35.2,121.42,-1.0,-1.0,49.21,77.63178
1539,4.14,8.05,16.68,-1.0,-1.0,9.78,59.23,6.83,10.73,12.62,11.413523
1540,20.2,34.6,-1.0,-1.0,55.5,26.9,43.145,-1.0,40.13,55.22,61.083965
1541,49.45,62.82,81.74,-1.0,74.33,67.83,35.28,72.58,53.54,46.98,71.62874
1542,-1.0,53.2,-1.0,-1.0,49.1,-1.0,14.388,-1.0,11.25,40.0,42.16688
1543,-1.0,25.5,30.5,6.5,-1.0,-1.0,-1.0,-1.0,17.72,27.11,28.763933
1544,-1.0,25.7,18.5,19.8,25.98,28.7,38.005,-1.0,-1.0,24.5,20.790657
1545,-1.0,32.7,44.6,112.0,43.98,24.6,75.246,-1.0,37.5,32.7,42.178066
1546,-1.0,-1.0,27.9,34.6,72.79,2.6,32.426,51.8,16.2,9.0,20.847675
1547,39.2,-1.0,-1.0,47.5,50.93,31.0,183.52,41.8,32.5,35.5,39.504795
1548,41.4,57.13,-1.0,-1.0,-1.0,29.23,58.67,44.5,54.61,23.16,43.97311
1549,-1.0,-1.0,-1.0,29.8,35.75,15.6,29.972,30.4,22.9,1.9,28.094812
1550,23.84,39.01,39.02,-1.0,-1.0,51.78,23.11,-1.0,54.81,50.18,48.86041
1551,-1.0,18.3,49.2,54.4,-1.0,29.3,-1.0,31.3,27.35,6.65,38.610374
1552,32.9,69.06,77.28,-1.0,44.28,65.94,95.62,60.19,70.11,46.79,65.17106
1553,-1.0,18.7,21.6,137.6,82.84,18.8,91.49,-1.0,20.1,23.8,36.41344
1554,-1.0,40.4,47.4,34.6,-1.0,-1.0,-1.0,-1.0,37.94,57.48,56.2002
1555,-1.0,-1.0,-1.0,35.8,46.88,30.8,54.173,34.2,35.4,27.9,39.5138
1556,18.0,-1.0,23.9,83.1,42.57,17.3,64.721,35.9,37.24,33.0,36.29026
1557,-1.0,12.9,17.4,18.9,-1.0,0.0,-1.0,-1.0,8.19,18.6,19.586283
1558,-1.0,19.4,4.9,13.4,-1.0,-1.0,-1.0,-1.0,17.59,9.62,22.69779
1559,-1.0,16.8,43.0,180.9,-1.0,-1.0,-1.0,1.8,49.74,59.37,67.26684
1560,-1.0,-1.0,-1.0,9.7,30.76,19.4,48.09,21.1,18.8,13.4,19.797457
1561,7.3,-1.0,-1.0,15.0,-1.0,8.5,21.288,9.1,7.4,13.8,11.592287
1562,-1.0,29.6,42.2,81.1,32.44,34.7,58.041,-1.0,49.5,27.6,43.96722
1563,-1.0,27.6,30.7,19.2,-1.0,-1.0,-1.0,-1.0,-1.0,19.38,27.557148
1564,41.73,66.36,23.04,-1.0,64.69,64.64,132.72,39.32,54.73,49.44,42.908268
1565,-1.0,10.7,44.3,45.8,-1.0,39.7,-1.0,39.4,31.67,34.83,41.01452
1566,-1.0,119.3,98.2,303.1,239.21,141.8,309.55,102.1,203.88,162.8,169.79134
1567,-1.0,-1.0,-1.0,62.4,-1.0,20.2,124.28,29.3,26.4,25.1,33.85654
1568,-1.0,-1.0,-1.0,21.4,37.61,11.8,51.035,20.7,15.4,23.9,20.515862
1569,32.77,62.49,38.36,46.28,-1.0,-1.0,-1.0,42.8,53.12,35.57,43.399593
1570,-1.0,46.2,38.6,98.1,84.82,58.1,163.15,-1.0,24.3,55.5,50.867786
1571,36.7,-1.0,-1.0,54.0,-1.0,41.2,61.643,34.3,43.84,39.5,43.304516
1572,-1.0,22.7,28.2,39.8,-1.0,-1.0,-1.0,-1.0,37.19,22.65,45.518295
1573,-1.0,-1.0,54.0,43.4,81.88,44.5,162.95,-1.0,50.2,55.7,49.85165
1574,-1.0,28.3,29.3,25.9,-1.0,-1.0,-1.0,-1.0,19.65,26.84,35.951473
1575,32.18,38.08,26.78,-1.0,-1.0,23.74,54.47,51.52,52.28,24.57,41.925793
1576,-1.0,67.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.58,64.15,82.72996
1577,-1.0,56.1,48.2,62.8,-1.0,73.1,164.83,-1.0,56.2,45.0,68.111946
1578,-1.0,5.0,43.6,29.8,-1.0,-1.0,-1.0,-1.0,21.44,30.65,32.53528
1579,-1.0,50.9,47.4,-1.0,54.1,-1.0,65.607,-1.0,-1.0,94.0,50.34513
1580,32.6,-1.0,-1.0,72.6,35.67,22.9,63.089,22.5,25.06,21.3,31.575996
1581,-1.0,24.8,28.3,102.4,-1.0,27.7,-1.0,46.6,-1.0,23.53,43.21958
1582,28.79,44.66,13.75,-1.0,-1.0,32.59,64.9,24.64,37.22,25.06,31.131714
1583,-1.0,69.1,112.7,275.3,90.08,38.6,277.73,-1.0,92.0,97.6,93.396996
1584,-1.0,43.5,58.9,55.8,-1.0,29.1,-1.0,32.0,28.48,36.57,42.16882
1585,9.4,-1.0,-1.0,23.0,66.2,-1.0,27.303,-1.0,17.61,24.28,34.246563
1586,-1.0,-1.0,-1.0,-1.0,25.4,-1.0,45.372,-1.0,21.03,12.68,37.700413
1587,-1.0,29.5,47.3,59.3,54.71,29.4,72.053,-1.0,27.8,37.8,38.42435
1588,-1.0,49.2,27.8,183.9,108.7,54.0,137.29,-1.0,39.9,53.2,55.467922
1589,-1.0,27.7,22.8,32.1,69.61,22.6,45.583,-1.0,25.8,36.8,29.980028
1590,-1.0,69.5,56.0,78.9,-1.0,55.3,-1.0,108.7,64.76,75.7,82.527145
1591,-1.0,31.8,42.3,32.2,43.18,39.7,67.972,-1.0,39.6,49.5,41.33704
1592,-1.0,41.6,40.7,55.0,138.21,47.6,141.68,-1.0,43.3,44.8,54.011913
1593,-1.0,-1.0,81.7,157.0,54.3,32.0,79.47,-1.0,-1.0,17.06,61.881573
1594,-1.0,24.3,40.7,-1.0,110.0,-1.0,78.852,-1.0,53.71,49.82,92.36756
1595,87.5,56.8,55.6,55.0,65.65,53.5,111.59,65.3,68.79,60.9,62.150547
1596,-1.0,12.5,27.2,37.3,-1.0,-1.0,-1.0,-1.0,16.13,17.31,30.565691
1597,-1.0,42.5,93.6,192.3,-1.0,38.4,-1.0,37.5,106.55,59.96,107.164955
1598,39.44,76.97,139.76,-1.0,52.71,86.34,28.7,64.59,82.74,120.83,85.64883
1599,14.19,11.83,12.75,17.91,-1.0,11.02,-1.0,7.44,15.87,16.6,17.794144
1600,21.21,64.55,45.09,-1.0,-1.0,-1.0,22.44,33.18,43.86,34.88,37.38798
1601,-1.0,-1.0,-1.0,13.4,21.34,7.0,11.438,26.6,13.0,7.5,16.893198
1602,-1.0,21.0,32.7,84.4,87.94,24.1,73.844,28.4,-1.0,32.9,47.413654
1603,20.0,41.9,-1.0,-1.0,-1.0,32.88,-1.0,20.75,30.67,17.97,31.656244
1604,-1.0,26.5,79.1,138.2,-1.0,43.8,-1.0,19.9,-1.0,78.34,82.4242
1605,23.9,46.5,-1.0,28.8,33.7,18.4,-1.0,-1.0,16.99,32.05,31.658075
1606,-1.0,36.7,52.7,89.2,49.91,22.3,50.829,-1.0,24.3,48.0,37.387615
1607,-1.0,30.9,34.5,44.7,27.56,26.8,82.688,-1.0,14.0,24.6,28.0185
1608,-1.0,-1.0,-1.0,26.0,49.51,39.0,56.522,48.3,36.4,46.8,39.79269
1609,-1.0,48.3,105.1,208.5,-1.0,47.1,-1.0,29.8,61.52,54.45,90.50158
1610,-1.0,67.1,119.4,128.4,-1.0,-1.0,-1.0,-1.0,135.04,159.98,153.41194
1611,-1.0,29.5,78.0,-1.0,71.8,-1.0,88.716,-1.0,-1.0,70.59,74.65871
1612,-1.0,22.0,51.2,10.1,-1.0,-1.0,-1.0,-1.0,29.81,69.11,39.389812
1613,-1.0,-1.0,-1.0,18.9,25.66,14.1,40.449,18.2,9.4,14.7,16.218853
1614,-1.0,26.1,66.0,-1.0,-1.0,30.2,82.061,39.4,37.6,46.3,35.38406
1615,-1.0,-1.0,-1.0,35.3,57.87,-1.0,88.732,36.4,49.3,38.9,58.08022
1616,-1.0,-1.0,19.5,18.0,-1.0,-1.0,-1.0,-1.0,7.88,31.63,17.3279
1617,-1.0,-1.0,-1.0,22.6,29.97,8.1,38.948,18.6,16.4,6.9,18.630163
1618,-1.0,31.3,48.2,74.9,-1.0,42.1,-1.0,60.1,39.28,0.28,58.23508
