,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,AGU_med,AGU_pred
56,34.74,24.21,-1.0,52.23,19.69,-1.0,25.79,26.29,23.25,12.31,25.766356
57,43.76,84.03,-1.0,-1.0,35.73,40.56,46.56,38.45,31.07,21.09,35.043453
58,24.0,-1.0,42.3,59.26,26.9,36.349,-1.0,25.0,14.95,19.0,28.870445
59,42.1,-1.0,42.6,47.98,25.8,40.521,-1.0,36.4,39.9,36.5,31.482395
60,13.0,-1.0,19.3,20.4,8.8,20.578,46.7,-1.0,17.77,10.1,11.395662
61,18.6,-1.0,41.1,39.77,30.9,58.888,-1.0,22.8,41.06,38.8,32.583817
62,30.6,-1.0,36.4,46.37,30.4,55.5,-1.0,34.6,30.57,62.3,33.721222
63,9.55,10.55,-1.0,103.58,4.81,88.49,5.56,4.63,9.44,2.04,10.309828
64,15.6,-1.0,59.7,18.82,18.8,37.602,15.1,12.6,15.44,15.2,18.492914
65,62.5,-1.0,87.2,89.51,60.9,156.68,-1.0,79.3,66.63,84.7,69.50865
66,40.07,39.33,-1.0,-1.0,48.69,30.47,36.07,32.83,36.32,33.2,32.416355
67,26.6,-1.0,75.0,31.13,16.2,37.043,16.5,16.3,20.74,18.7,23.89007
68,-1.0,-1.0,36.7,-1.0,18.8,41.818,18.3,17.8,21.23,21.2,17.150723
69,-1.0,-1.0,-1.0,48.7,22.6,69.769,93.74,-1.0,24.75,36.1,18.057299
70,50.5,51.07,-1.0,86.45,67.62,87.44,61.98,40.15,92.47,30.45,33.064426
71,16.6,-1.0,7.8,41.7,-1.0,43.311,46.35,-1.0,30.27,23.8,30.983667
72,31.41,36.12,-1.0,-1.0,37.12,77.07,20.15,11.66,34.06,11.91,15.086349
73,19.87,27.14,-1.0,-1.0,29.14,44.09,22.71,19.64,27.8,16.82,17.354317
74,25.7,-1.0,35.2,44.46,27.4,54.241,-1.0,16.1,19.93,20.2,20.06684
75,166.4,-1.0,-1.0,32.5,22.7,-1.0,43.81,-1.0,17.92,27.0,33.012733
76,-1.0,37.86,-1.0,-1.0,35.2,80.77,26.08,26.41,29.17,27.93,23.877075
77,59.37,65.82,-1.0,-1.0,45.33,38.06,63.31,38.65,60.45,38.36,42.015007
78,24.48,17.17,-1.0,-1.0,31.98,-1.0,18.12,26.84,40.65,22.95,19.405058
79,88.79,92.42,-1.0,96.43,54.78,37.4,60.01,103.76,50.33,50.23,75.0951
80,-1.0,-1.0,23.1,10.42,9.0,51.758,9.5,12.8,7.07,13.4,14.519649
81,37.1,-1.0,59.5,53.5,29.4,50.35,45.2,-1.0,26.91,42.4,32.91665
82,11.7,-1.0,-1.0,29.0,12.6,36.228,26.51,-1.0,18.51,23.4,21.894749
83,24.6,-1.0,38.4,64.8,16.4,-1.0,38.66,-1.0,25.55,22.0,26.814566
84,71.89,46.97,130.56,-1.0,44.41,-1.0,49.27,56.22,58.24,66.84,63.61141
85,17.5,-1.0,14.1,-1.0,9.5,22.654,23.77,18.4,22.52,18.8,15.300521
86,-1.0,-1.0,9.7,-1.0,9.5,29.628,12.0,-1.0,16.59,5.8,10.6997595
87,22.7,-1.0,63.9,44.81,19.8,67.009,-1.0,27.0,29.32,30.6,31.623722
88,63.0,44.92,-1.0,78.35,58.54,28.22,42.07,63.66,42.54,37.49,54.781715
89,34.99,47.41,-1.0,-1.0,35.99,74.32,36.64,58.06,62.34,35.83,45.41868
90,68.83,34.38,-1.0,-1.0,59.27,39.86,55.82,28.13,62.76,21.19,40.16754
91,-1.0,-1.0,9.2,22.26,8.1,29.329,14.4,31.5,13.76,17.5,10.584807
92,28.0,66.8,137.2,38.89,45.8,67.141,35.0,35.1,40.73,41.9,42.908714
93,88.45,69.89,-1.0,103.28,72.57,115.06,49.89,83.06,75.81,54.25,75.22792
94,68.7,-1.0,92.9,142.22,46.4,147.38,67.2,43.2,56.39,45.6,52.97591
95,8.3,-1.0,27.8,30.2,17.4,-1.0,33.76,-1.0,12.74,16.7,16.15259
96,21.4,-1.0,54.2,29.49,19.5,40.461,29.4,15.0,23.98,30.7,19.859884
97,32.2,-1.0,25.5,25.25,18.2,29.478,-1.0,22.1,20.92,24.0,19.917013
98,43.4,52.2,59.1,72.24,34.8,137.4,50.0,-1.0,46.69,90.3,80.047424
99,87.42,50.53,-1.0,-1.0,66.72,152.26,56.58,79.92,96.01,62.59,59.833992
100,23.17,35.06,-1.0,88.85,21.38,153.69,31.93,32.07,28.37,28.78,16.15587
101,16.3,-1.0,37.7,49.71,28.1,76.129,-1.0,26.5,53.08,40.0,34.91278
102,25.1,-1.0,81.7,88.9,23.2,72.401,41.3,22.1,35.87,43.9,28.298573
103,-1.0,-1.0,92.3,51.61,44.5,105.54,-1.0,49.3,47.15,44.7,40.09288
104,50.1,-1.0,170.7,310.0,62.1,375.39,141.7,43.4,-1.0,49.2,64.99169
105,21.9,39.9,62.9,52.99,23.8,57.67,56.1,22.6,61.81,32.7,26.282442
106,34.8,-1.0,49.2,29.77,33.1,51.715,-1.0,39.3,27.21,30.5,26.928843
107,118.59,92.54,163.07,-1.0,82.71,-1.0,145.09,43.01,143.99,35.62,64.393295
108,-1.0,-1.0,13.3,-1.0,13.4,24.538,26.3,21.4,10.0,5.9,8.255592
109,59.04,51.25,-1.0,52.35,54.24,35.58,48.35,53.64,47.39,42.68,47.972954
110,-1.0,-1.0,50.1,36.85,11.3,35.939,-1.0,20.1,19.45,14.7,21.45409
111,43.9,-1.0,142.9,167.21,51.8,109.04,80.8,34.8,79.26,31.9,36.877113
112,64.81,58.67,-1.0,64.36,58.6,88.81,66.98,-1.0,61.01,65.98,52.88317
113,-1.0,30.77,-1.0,-1.0,45.65,57.25,26.38,29.38,34.9,27.97,27.270718
114,34.4,-1.0,80.6,50.0,19.1,-1.0,33.26,-1.0,20.97,32.2,25.374851
115,28.6,-1.0,8.3,20.9,6.6,-1.0,5.3,-1.0,5.94,23.2,16.34898
116,19.5,-1.0,26.2,28.17,23.0,79.883,34.5,28.0,26.49,29.9,34.712982
117,42.6,34.55,-1.0,-1.0,48.99,66.33,47.44,27.99,49.64,27.74,34.69252
118,43.7,-1.0,25.0,28.9,18.5,33.3,45.72,-1.0,27.8,20.3,17.217289
119,60.14,53.52,-1.0,-1.0,48.5,48.48,59.91,31.14,35.51,44.06,38.93767
120,46.6,-1.0,54.2,85.49,57.9,91.774,-1.0,72.9,60.5,58.9,65.70127
121,-1.0,-1.0,56.3,85.67,14.2,30.973,31.6,18.5,22.33,23.5,21.002039
122,40.64,15.87,-1.0,-1.0,29.37,58.51,60.7,56.79,69.0,19.64,36.194168
123,7.7,-1.0,-1.0,51.6,26.0,67.899,-1.0,-1.0,25.42,20.4,30.83193
124,65.2,-1.0,47.0,-1.0,27.6,76.653,71.22,-1.0,34.82,34.8,28.115747
125,20.29,26.71,101.65,-1.0,44.59,-1.0,38.73,16.94,54.83,19.83,20.147547
126,13.5,-1.0,-1.0,30.9,12.7,41.022,22.54,-1.0,16.9,16.2,21.448538
127,-1.0,-1.0,62.2,47.8,31.6,47.873,-1.0,21.8,32.33,25.7,29.024406
128,39.62,43.53,-1.0,-1.0,53.71,143.06,43.9,48.48,82.4,23.28,41.778164
129,29.81,21.58,-1.0,80.73,32.72,93.36,12.82,19.68,23.64,17.49,16.963858
130,25.3,-1.0,51.4,44.46,15.6,-1.0,-1.0,27.5,16.63,16.3,20.377068
131,2.5,-1.0,27.9,42.1,13.4,79.432,-1.0,-1.0,21.44,24.0,27.863598
132,-1.0,-1.0,33.8,-1.0,10.1,76.196,27.7,14.3,12.84,18.2,19.095785
133,-1.0,-1.0,26.1,16.44,17.1,32.179,20.9,18.7,14.11,14.9,19.538015
134,36.0,-1.0,95.4,51.23,40.3,100.54,48.7,61.6,48.01,49.4,48.395546
135,65.14,71.81,-1.0,-1.0,34.66,86.77,45.96,47.93,74.7,19.63,45.88022
136,14.6,-1.0,-1.0,11.0,6.1,18.813,36.75,-1.0,7.78,7.4,8.702497
137,36.4,-1.0,31.9,26.3,17.3,-1.0,34.19,-1.0,18.21,10.2,16.268347
138,-1.0,59.01,-1.0,65.93,92.06,75.93,77.08,-1.0,101.62,112.69,32.802048
139,-1.0,-1.0,91.8,147.43,60.1,107.98,68.2,58.7,63.21,57.4,61.715343
140,-1.0,-1.0,63.5,45.1,34.8,86.303,39.6,32.7,-1.0,43.5,44.496437
141,42.37,29.17,-1.0,-1.0,24.92,76.88,7.51,25.17,33.7,18.59,18.909851
142,-1.0,-1.0,100.0,57.47,24.0,93.405,39.4,31.2,28.47,39.1,37.9869
143,22.9,-1.0,68.7,79.49,19.7,61.29,34.8,17.1,21.22,27.9,26.562988
144,33.63,28.11,-1.0,161.02,29.14,44.29,12.97,22.99,22.58,11.02,15.819768
145,26.8,-1.0,57.6,31.28,33.5,62.279,-1.0,28.9,31.42,29.2,31.110577
146,30.5,35.0,39.5,20.2,41.8,60.39,39.0,37.9,28.72,28.0,41.04439
147,23.7,-1.0,31.2,22.62,15.7,33.027,-1.0,18.5,20.99,26.8,18.45882
148,23.66,18.11,-1.0,-1.0,19.92,24.1,13.36,21.69,26.38,7.42,19.477633
149,-1.0,-1.0,270.9,-1.0,96.8,224.47,134.1,107.9,-1.0,98.3,64.03973
150,41.4,-1.0,121.5,93.6,42.3,129.93,-1.0,44.2,51.59,58.4,52.251057
151,-1.0,-1.0,63.9,49.78,22.7,74.369,36.2,36.4,31.28,33.8,35.58732
152,81.63,135.11,-1.0,48.12,79.05,39.81,92.69,60.28,88.98,43.38,61.77661
153,11.2,-1.0,23.3,12.4,10.3,-1.0,20.15,-1.0,6.24,9.1,8.27137
154,-1.0,19.2,31.85,22.96,15.08,49.91,25.36,15.82,21.17,3.98,30.229748
155,39.2,57.0,73.3,26.77,25.2,67.022,35.0,19.2,24.97,29.9,33.132893
156,31.2,-1.0,59.6,66.16,21.1,51.516,-1.0,25.7,22.04,31.3,32.144135
157,30.6,-1.0,131.9,152.99,51.0,139.17,93.2,36.7,75.63,44.6,44.708057
158,32.23,27.11,-1.0,169.11,52.93,92.64,41.88,20.0,65.01,33.52,30.469627
159,-1.0,35.42,-1.0,-1.0,22.1,39.45,26.37,25.41,21.42,26.7,23.160534
160,53.39,55.1,-1.0,-1.0,29.52,-1.0,69.7,11.41,44.14,37.97,18.366669
161,20.2,-1.0,-1.0,20.6,9.4,36.017,21.17,-1.0,15.6,12.3,16.000744
162,28.7,-1.0,109.9,90.29,23.2,99.476,42.9,26.5,30.17,24.4,36.94772
163,62.1,-1.0,63.3,53.17,42.9,126.17,54.1,69.3,55.3,56.3,55.215748
164,12.2,18.28,27.13,-1.0,13.21,53.35,8.48,39.21,-1.0,14.97,25.328012
165,-1.0,-1.0,26.6,-1.0,17.3,33.711,28.7,0.3,18.6,14.2,11.38606
166,-1.0,1.66,16.6,-1.0,8.59,31.46,7.63,12.81,15.83,26.45,13.041069
167,33.19,25.8,-1.0,-1.0,57.19,59.29,27.82,29.04,21.0,32.1,24.442678
168,4.81,9.91,7.74,-1.0,7.78,-1.0,8.42,7.14,7.05,6.09,9.696174
169,38.91,50.67,158.92,-1.0,56.12,-1.0,51.89,23.32,63.84,22.12,26.504757
170,45.0,-1.0,69.4,52.67,42.3,-1.0,-1.0,43.7,49.83,39.9,36.05807
171,-1.0,-1.0,147.4,177.65,48.7,108.76,62.8,68.0,88.22,56.8,54.215626
172,14.12,23.43,-1.0,289.51,10.57,40.65,20.42,9.6,9.01,7.52,13.822976
173,11.5,-1.0,19.7,21.6,9.8,34.881,19.97,-1.0,14.25,10.2,17.74114
174,36.89,64.25,80.43,-1.0,39.64,23.2,45.56,28.81,-1.0,31.43,34.1636
175,20.1,-1.0,53.4,67.96,15.3,38.532,-1.0,21.3,19.21,19.1,26.83525
176,-1.0,-1.0,62.8,27.97,29.0,69.898,32.8,35.3,30.04,27.1,32.886456
177,-1.0,-1.0,33.5,-1.0,5.7,66.191,24.7,30.2,10.2,27.9,14.366179
178,-1.0,32.43,-1.0,-1.0,34.42,42.65,31.97,23.5,40.06,27.04,27.085724
179,-1.0,-1.0,23.3,-1.0,-1.0,24.907,36.1,10.1,12.6,13.8,9.331342
180,27.3,-1.0,55.6,46.02,34.4,89.329,-1.0,29.2,33.58,30.9,35.798904
181,-1.0,20.23,25.9,-1.0,20.83,44.81,48.58,28.23,24.34,54.29,31.009998
182,42.13,60.07,-1.0,56.24,50.3,30.21,38.11,55.02,42.03,76.49,43.993183
183,31.36,43.68,-1.0,56.85,32.24,94.09,35.06,48.76,52.29,46.36,60.038
184,7.2,-1.0,23.5,27.1,-1.0,30.561,35.75,-1.0,12.75,25.1,16.151228
185,-1.0,-1.0,10.7,39.23,38.4,62.106,47.3,37.3,37.4,41.9,40.52235
186,-1.0,50.7,32.7,27.86,23.8,-1.0,21.8,13.5,19.11,14.4,8.580545
187,-1.0,-1.0,135.1,153.78,42.7,146.81,88.9,45.1,72.79,54.1,50.84482
188,-1.0,-1.0,19.9,-1.0,15.5,59.703,32.8,43.6,28.7,11.8,14.963865
189,31.9,-1.0,-1.0,51.9,35.5,89.383,32.28,-1.0,49.77,32.0,45.017227
190,30.8,-1.0,81.7,63.28,51.2,78.816,-1.0,38.6,45.33,53.8,47.8397
191,-1.0,-1.0,152.4,109.96,57.9,133.02,70.4,65.4,67.15,64.5,66.94293
192,-1.0,-1.0,100.4,-1.0,31.9,132.43,69.2,17.8,67.03,71.9,35.683308
193,58.84,36.34,-1.0,25.4,50.19,73.26,50.0,42.3,60.06,41.56,45.385006
194,61.19,31.21,-1.0,22.98,41.73,25.57,46.14,47.14,42.85,36.02,44.066124
195,-1.0,-1.0,78.3,62.25,41.7,133.76,46.2,53.2,50.63,56.1,48.30408
196,56.6,-1.0,113.4,114.23,47.4,112.29,52.4,57.0,48.49,70.1,60.88625
197,10.5,-1.0,-1.0,33.2,9.7,41.147,22.82,-1.0,16.13,40.1,21.043192
198,-1.0,-1.0,30.4,-1.0,19.2,30.022,19.5,18.0,13.4,15.0,14.130498
199,50.51,22.87,151.0,-1.0,-1.0,-1.0,72.19,28.18,46.35,16.13,21.863794
200,58.0,-1.0,131.5,130.93,61.4,160.14,-1.0,44.3,61.31,89.6,57.790977
201,4.3,-1.0,-1.0,14.4,15.3,24.235,12.73,-1.0,21.18,14.8,17.658611
202,-1.0,-1.0,141.8,133.29,42.5,118.12,54.2,28.3,69.08,23.1,37.087704
203,58.65,36.23,-1.0,64.14,54.71,100.63,59.71,24.76,61.04,19.53,31.013823
204,42.35,-1.0,-1.0,57.25,40.87,60.14,25.48,46.24,52.97,40.29,35.275352
205,-1.0,-1.0,97.0,55.32,39.1,109.77,26.8,50.6,41.88,42.8,48.85644
206,-1.0,-1.0,60.9,94.95,31.7,73.198,54.8,24.2,47.86,37.6,27.24969
207,40.48,27.67,29.78,-1.0,27.93,-1.0,23.66,24.03,22.01,31.43,24.573666
208,21.36,18.96,54.78,-1.0,21.87,-1.0,17.48,25.84,24.79,40.6,27.968004
209,55.2,-1.0,96.8,87.46,40.2,112.99,70.5,51.7,53.66,72.3,55.586826
210,54.72,32.22,-1.0,-1.0,42.74,121.5,28.25,30.31,42.33,35.33,24.832397
211,50.2,-1.0,14.8,28.8,-1.0,29.352,51.95,-1.0,14.88,19.9,15.691821
212,-1.0,-1.0,-1.0,20.35,19.4,34.064,27.6,21.2,19.0,24.3,18.932371
213,23.0,-1.0,81.1,30.57,38.6,72.041,-1.0,29.6,31.51,17.1,29.82875
214,49.77,45.73,-1.0,-1.0,53.2,49.76,49.49,47.58,59.17,49.97,43.63795
215,-1.0,-1.0,33.3,-1.0,10.2,28.107,38.03,29.5,20.37,20.4,9.942922
216,27.5,-1.0,52.7,72.25,17.3,64.765,39.7,17.2,36.61,31.9,23.616943
217,31.66,46.79,-1.0,33.95,33.14,63.41,51.88,19.35,54.7,21.6,28.991459
218,21.7,-1.0,-1.0,22.2,17.4,52.242,25.22,-1.0,15.92,13.0,18.082808
219,18.2,-1.0,29.4,23.28,23.2,57.917,30.3,28.4,30.7,18.9,29.956865
220,25.1,-1.0,40.9,63.91,60.1,61.913,75.7,36.8,85.76,48.6,42.03525
221,21.6,-1.0,32.3,-1.0,49.7,84.675,5.42,-1.0,47.09,25.3,28.541231
222,14.4,-1.0,10.5,28.9,7.3,22.243,13.35,-1.0,5.27,23.2,14.917906
223,41.6,43.99,81.73,-1.0,47.53,66.29,31.69,23.56,-1.0,22.89,29.038881
224,24.3,-1.0,35.4,39.13,26.9,49.542,38.3,23.5,25.48,35.4,25.459072
225,33.12,21.94,-1.0,99.9,35.11,40.42,25.57,41.1,34.88,31.91,30.387234
226,-1.0,34.3,-1.0,47.22,35.4,38.52,26.72,23.42,33.39,21.77,32.06061
227,41.9,-1.0,34.5,64.1,-1.0,41.441,18.84,-1.0,11.53,26.9,31.301264
228,25.59,42.34,-1.0,45.85,21.7,139.78,23.44,22.26,15.4,20.66,12.628524
229,28.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.9,5.9817386
230,30.78,54.73,-1.0,88.55,46.11,57.76,55.08,18.5,96.79,14.82,20.315094
231,-1.0,-1.0,-1.0,45.6,-1.0,51.435,46.76,-1.0,13.37,12.9,19.441284
232,0.5,-1.0,15.6,15.74,11.9,34.856,-1.0,7.8,13.15,21.7,18.449253
233,-1.0,-1.0,38.0,30.35,22.5,49.782,-1.0,20.9,20.35,23.7,24.70203
234,53.58,61.49,126.27,-1.0,47.9,75.84,38.94,49.03,46.65,49.01,51.770008
235,19.6,-1.0,92.4,58.02,38.2,132.2,-1.0,19.7,42.45,18.3,25.837446
236,32.5,-1.0,43.5,50.7,23.5,73.615,22.99,-1.0,26.9,41.5,36.421745
237,71.5,215.0,223.2,244.17,115.0,104.96,174.1,34.6,137.62,64.6,62.256382
238,20.05,22.88,-1.0,-1.0,19.39,49.02,12.25,0.05,17.85,8.93,16.507185
239,69.7,-1.0,162.0,102.47,68.4,101.14,-1.0,119.7,77.0,120.6,79.96271
240,-1.0,-1.0,20.5,-1.0,21.8,30.619,34.7,11.9,27.2,14.6,16.073664
241,29.77,30.41,-1.0,-1.0,29.03,41.45,28.19,28.84,31.7,28.64,24.761013
242,-1.0,-1.0,114.5,93.11,38.7,146.04,68.7,55.5,42.03,42.6,62.633286
243,-1.0,-1.0,36.0,25.14,6.9,37.393,6.9,7.6,13.03,23.8,13.856289
244,36.0,55.1,91.6,49.49,46.4,90.192,57.6,51.3,50.92,68.7,58.380264
245,-1.0,-1.0,91.3,-1.0,48.4,160.53,77.4,119.3,-1.0,96.2,77.96481
246,-1.0,-1.0,52.2,-1.0,26.2,87.856,46.0,46.9,-1.0,51.5,47.342567
247,35.16,40.33,-1.0,-1.0,43.83,74.79,34.35,49.03,42.65,55.73,38.643665
248,100.0,-1.0,59.9,37.2,57.2,82.303,77.19,-1.0,71.02,42.3,39.4891
249,37.22,27.43,-1.0,38.83,35.25,25.01,31.81,23.71,37.52,27.73,24.836258
250,24.6,-1.0,44.7,39.11,23.3,49.07,36.2,25.2,39.76,25.8,30.305658
251,29.8,-1.0,18.1,22.1,-1.0,12.662,30.64,-1.0,26.73,7.6,13.823603
252,15.8,-1.0,38.9,33.42,28.5,53.378,-1.0,32.6,32.89,29.5,31.215734
253,69.92,-1.0,-1.0,-1.0,40.39,171.15,37.25,36.25,31.37,42.82,26.749348
254,34.84,51.57,69.91,-1.0,-1.0,-1.0,85.02,17.13,49.56,14.34,15.841022
255,14.6,-1.0,11.8,18.3,-1.0,27.396,22.24,-1.0,18.04,15.5,12.084792
256,-1.0,-1.0,5.8,-1.0,4.6,19.476,6.9,5.8,2.0,10.7,11.532691
257,25.07,-1.0,-1.0,-1.0,29.46,-1.0,15.37,20.89,24.93,18.48,18.364157
258,33.5,-1.0,29.5,41.26,22.1,50.758,-1.0,30.3,40.56,37.4,30.905397
259,41.6,-1.0,51.0,120.25,35.5,109.68,-1.0,45.6,36.62,25.3,56.47491
260,40.0,36.26,-1.0,45.0,43.55,61.75,38.54,65.73,40.69,42.67,48.39052
261,-1.0,23.06,23.58,-1.0,9.89,65.06,23.62,16.47,13.84,13.74,21.55902
262,7.2,-1.0,18.7,40.9,11.1,39.989,32.61,-1.0,19.94,26.5,24.721657
263,10.3,-1.0,-1.0,57.0,16.4,85.773,25.16,-1.0,33.96,34.2,41.04013
264,26.5,-1.0,48.5,26.9,-1.0,27.039,25.07,-1.0,14.88,16.6,14.715872
265,45.3,-1.0,26.0,16.5,15.2,48.793,32.94,-1.0,17.85,17.5,16.02942
266,19.4,-1.0,-1.0,29.5,-1.0,34.185,14.27,-1.0,13.87,10.6,15.498602
267,22.66,17.87,-1.0,-1.0,16.91,53.43,19.19,18.29,15.71,18.75,15.40755
268,81.77,96.61,-1.0,75.58,67.22,14.73,90.56,81.57,70.81,70.33,68.490265
269,54.9,-1.0,46.9,33.7,34.0,44.106,48.45,-1.0,39.85,19.4,24.559273
270,-1.0,-1.0,14.9,16.8,13.0,32.946,16.32,-1.0,9.04,7.4,17.59328
271,23.0,35.44,-1.0,-1.0,24.59,71.5,24.39,16.37,22.57,20.49,16.58402
272,55.4,-1.0,79.1,46.18,53.5,105.91,-1.0,54.5,48.1,33.7,45.75065
273,50.0,-1.0,100.3,66.49,38.6,115.98,-1.0,44.1,36.89,71.3,48.400276
274,68.6,-1.0,70.2,33.7,-1.0,68.984,54.61,-1.0,30.9,19.1,19.216274
275,53.54,44.63,-1.0,142.02,51.94,62.04,48.96,54.74,50.5,34.63,44.286053
276,54.0,-1.0,131.2,56.37,37.6,185.7,-1.0,56.0,43.95,46.2,61.987614
277,58.7,46.5,94.7,118.54,53.3,146.05,46.5,83.7,53.08,79.3,93.83448
278,-1.0,-1.0,17.2,16.48,13.1,29.909,23.2,16.4,19.74,13.4,15.462137
279,37.6,-1.0,106.0,90.4,43.1,80.969,86.5,43.6,47.32,47.2,51.870544
280,49.2,-1.0,157.6,31.87,31.8,89.584,59.1,35.2,66.42,22.6,47.73709
281,-1.0,-1.0,40.8,44.75,73.6,60.87,50.8,31.5,37.92,54.9,37.999863
