,AGU,ATM,LDO,MIR,OBL,SFE,TLA,VAL,CEN,LPIN_med,LPIN_pred
91,-1.0,16.1,48.3,-1.0,19.5,-1.0,-1.0,25.4,23.41,179.7,61.100166
92,-1.0,23.3,25.3,32.51,23.1,-1.0,38.9,-1.0,37.6,56.6,53.807262
93,-1.0,52.5,105.6,60.39,39.6,190.11,82.9,34.2,46.6,137.9,191.55713
94,-1.0,35.7,39.6,-1.0,-1.0,-1.0,7.15,10.6,18.32,30.4,60.51782
95,-1.0,15.3,24.6,-1.0,20.2,-1.0,-1.0,24.0,30.65,109.3,37.15479
96,28.8,22.3,-1.0,47.89,32.3,83.901,47.6,25.9,35.92,120.9,78.98287
97,-1.0,38.5,49.1,42.7,38.7,172.34,55.4,-1.0,-1.0,118.1,150.68939
98,-1.0,23.2,56.3,-1.0,-1.0,-1.0,49.01,-1.0,22.15,18.6,53.01393
99,-1.0,65.8,83.6,113.99,56.7,132.06,86.6,49.2,-1.0,203.8,174.57187
100,-1.0,37.0,47.2,39.62,50.7,59.317,45.8,-1.0,43.7,44.8,57.088596
101,-1.0,25.6,46.9,-1.0,37.4,69.85,53.1,-1.0,30.6,102.4,70.99654
102,14.5,6.5,-1.0,18.7,6.5,27.148,16.75,-1.0,12.51,28.2,17.74598
103,-1.0,53.3,91.9,-1.0,53.9,-1.0,-1.0,39.4,70.09,106.0,149.16869
104,-1.0,49.7,57.9,-1.0,38.9,-1.0,125.13,28.7,33.78,108.7,93.437256
105,-1.0,-1.0,15.12,50.15,-1.0,73.6,-1.0,-1.0,-1.0,19.25,37.657127
106,-1.0,36.0,33.4,45.14,37.8,71.34,34.7,-1.0,34.6,39.1,52.95457
107,26.4,23.9,-1.0,31.1,25.7,63.138,-1.0,23.6,26.61,33.4,50.795704
108,23.2,22.0,-1.0,28.39,21.1,89.381,-1.0,28.5,34.17,53.0,56.9304
109,-1.0,-1.0,22.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.01,46.84371
110,-1.0,17.3,14.5,-1.0,-1.0,-1.0,-1.0,-1.0,13.26,4.8,17.251015
111,-1.0,19.8,14.0,-1.0,-1.0,-1.0,13.42,-1.0,12.58,27.0,18.275002
112,-1.0,11.4,25.4,-1.0,-1.0,-1.0,-1.0,-1.0,12.19,24.3,24.075798
113,-1.0,41.2,43.3,-1.0,44.1,72.069,62.0,62.3,-1.0,159.4,59.124203
114,-1.0,21.8,38.9,-1.0,28.8,41.874,44.5,-1.0,29.8,34.2,47.73975
115,-1.0,-1.0,9.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.14,20.388256
116,-1.0,-1.0,22.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.06,47.11998
117,-1.0,-1.0,-1.0,-1.0,12.0,83.967,17.9,16.8,13.9,37.1,22.362965
118,-1.0,84.5,144.9,183.54,52.8,229.98,44.4,156.4,59.22,128.0,161.54877
119,-1.0,12.3,51.3,-1.0,30.9,-1.0,129.31,34.2,27.08,46.4,48.087807
120,-1.0,62.1,119.5,296.13,73.2,233.27,97.9,57.3,-1.0,214.0,248.42616
121,-1.0,27.3,35.2,-1.0,32.8,-1.0,52.53,64.1,41.31,70.2,59.661224
122,43.68,36.36,62.67,-1.0,24.59,-1.0,48.41,37.25,28.92,67.12,87.11232
123,-1.0,36.9,65.0,-1.0,70.5,184.73,56.5,70.4,55.4,116.5,72.06516
124,41.6,-1.0,-1.0,42.5,35.9,-1.0,32.3,38.0,29.09,39.9,70.13779
125,-1.0,11.2,22.5,31.02,6.9,35.421,28.9,21.6,17.4,26.7,19.0221
126,23.6,-1.0,-1.0,36.66,22.6,90.243,-1.0,25.9,32.15,114.0,46.51716
127,-1.0,34.4,34.5,40.84,66.6,53.209,43.1,38.2,42.99,47.3,50.36925
128,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.36,67.58272
129,9.2,22.1,-1.0,21.0,-1.0,22.466,22.46,-1.0,26.93,15.6,16.5595
130,-1.0,-1.0,71.52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.69,151.60942
131,-1.0,33.0,34.2,-1.0,18.8,-1.0,-1.0,-1.0,24.81,51.1,38.40842
132,-1.0,7.4,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.72,31.9,16.449007
133,-1.0,6.5,8.3,-1.0,-1.0,-1.0,13.22,-1.0,6.02,8.3,13.349414
134,-1.0,-1.0,11.83,78.5,-1.0,-1.0,-1.0,-1.0,-1.0,20.16,17.602076
135,-1.0,26.4,24.1,133.2,36.2,93.41,55.7,-1.0,41.3,129.3,96.114525
136,-1.0,66.9,110.2,142.79,57.3,103.99,66.2,221.5,84.8,89.7,97.14485
137,-1.0,-1.0,-1.0,33.5,17.8,27.726,16.7,22.3,15.5,16.5,22.282253
138,-1.0,-1.0,19.8,-1.0,-1.0,-1.0,-1.0,-1.0,19.79,29.2,24.141172
139,31.5,47.1,-1.0,34.15,52.5,60.383,49.2,61.4,53.39,57.9,70.39528
140,-1.0,52.4,-1.0,230.91,61.2,157.97,63.8,-1.0,40.4,170.1,144.96448
141,-1.0,46.1,27.0,-1.0,35.9,-1.0,21.92,-1.0,8.3,27.6,59.09065
142,-1.0,21.0,28.8,54.79,33.7,99.191,38.8,33.9,26.6,36.2,60.582417
143,-1.0,-1.0,-1.0,-1.0,32.5,55.183,31.8,67.3,31.9,16.8,46.838787
144,-1.0,18.0,-1.0,29.79,31.8,38.782,28.3,27.1,23.16,44.4,46.73496
145,-1.0,34.61,26.69,-1.0,33.2,-1.0,28.28,31.26,37.96,45.11,59.07457
146,-1.0,-1.0,-1.0,39.02,20.7,45.965,37.9,32.8,29.0,35.5,38.363914
147,-1.0,56.4,53.2,73.77,30.1,168.65,46.1,134.7,37.6,146.0,92.17088
148,13.0,1.3,-1.0,29.1,-1.0,28.526,-1.0,-1.0,13.87,46.1,18.72723
149,17.0,-1.0,-1.0,-1.0,28.8,47.937,18.9,39.5,20.0,32.1,43.392086
150,-1.0,17.1,19.3,-1.0,21.1,-1.0,26.98,28.2,21.36,31.7,35.367928
151,-1.0,29.1,11.7,23.2,3.0,44.324,21.5,-1.0,32.5,8.3,37.255577
152,-1.0,30.8,48.3,-1.0,27.0,-1.0,-1.0,24.2,27.37,48.2,61.304893
153,-1.0,-1.0,38.7,22.31,41.4,45.077,45.6,42.5,40.0,34.6,48.62156
154,-1.0,50.6,49.9,60.37,46.4,78.339,53.8,-1.0,44.8,74.2,75.508316
155,-1.0,-1.0,72.83,-1.0,-1.0,119.83,-1.0,-1.0,-1.0,43.49,86.60686
156,18.9,-1.0,-1.0,14.94,19.0,40.851,-1.0,9.5,19.25,24.5,25.524178
157,25.0,15.1,-1.0,-1.0,26.1,58.828,45.43,-1.0,29.44,52.8,50.662697
158,-1.0,16.2,18.8,38.52,25.7,49.735,36.1,28.5,22.8,33.0,38.540737
159,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.04,67.58271
160,30.5,35.7,37.2,17.06,35.7,55.929,34.2,25.3,29.59,33.5,57.2653
161,-1.0,32.9,41.4,-1.0,39.2,-1.0,56.89,50.1,42.48,59.0,73.67721
162,-1.0,-1.0,-1.0,25.05,13.7,30.831,20.4,20.6,20.4,21.3,23.854279
163,-1.0,28.3,78.7,99.52,51.5,87.485,92.3,-1.0,54.0,69.0,77.164566
164,56.5,22.8,-1.0,58.91,37.2,57.428,-1.0,34.6,47.28,62.4,64.20519
165,-1.0,27.6,24.9,-1.0,-1.0,-1.0,21.19,-1.0,14.88,32.5,27.156832
166,21.7,17.2,-1.0,51.17,20.4,44.807,-1.0,18.2,21.02,79.5,42.168438
167,-1.0,-1.0,-1.0,56.2,22.1,37.02,37.4,19.5,32.9,45.4,42.111057
168,-1.0,45.0,67.9,62.64,41.5,96.116,71.7,-1.0,61.8,83.6,90.21294
169,-1.0,-1.0,-1.0,18.77,22.2,34.77,24.4,71.6,19.1,17.0,26.462223
170,-1.0,-1.0,108.0,-1.0,92.8,-1.0,93.49,79.2,69.13,225.6,138.4523
171,-1.0,-1.0,39.5,54.38,56.6,89.989,46.9,31.7,63.5,67.5,69.33809
172,-1.0,-1.0,42.7,-1.0,-1.0,88.92,-1.0,-1.0,-1.0,47.35,52.93164
173,-1.0,32.0,33.0,44.47,22.0,51.061,26.5,-1.0,43.9,55.6,47.233288
174,-1.0,17.0,2.6,-1.0,-1.0,-1.0,19.02,-1.0,-1.0,4.8,27.692001
175,35.4,16.9,44.5,28.89,27.4,64.285,39.8,22.5,33.03,61.5,49.161053
176,21.1,-1.0,-1.0,35.29,21.3,56.129,37.5,22.4,25.2,37.6,48.6401
177,38.4,20.5,-1.0,45.1,20.4,-1.0,27.79,-1.0,20.53,70.0,35.231228
178,-1.0,34.2,77.3,162.2,26.6,206.45,58.6,41.6,50.24,204.8,168.7107
179,-1.0,-1.0,-1.0,-1.0,-1.0,41.71,-1.0,-1.0,-1.0,35.23,51.398533
180,-1.0,-1.0,-1.0,38.0,23.0,92.956,19.5,17.3,11.5,42.9,35.314705
181,-1.0,-1.0,41.43,-1.0,-1.0,56.49,-1.0,-1.0,-1.0,39.82,60.3547
182,-1.0,18.5,56.5,32.57,24.9,42.822,23.2,-1.0,20.9,19.6,42.456978
183,-1.0,17.1,34.8,-1.0,-1.0,-1.0,28.47,-1.0,22.01,37.0,36.11288
184,23.46,33.76,27.24,-1.0,37.86,-1.0,39.15,34.25,41.89,63.34,52.634315
185,30.6,22.7,-1.0,44.81,19.8,67.009,-1.0,27.0,29.32,63.9,53.686207
186,-1.0,8.5,27.5,-1.0,-1.0,-1.0,19.51,-1.0,5.97,4.4,25.416302
187,-1.0,15.2,33.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.8,26.077425
188,-1.0,-1.0,25.63,-1.0,-1.0,164.23,-1.0,-1.0,-1.0,32.47,26.807583
189,-1.0,31.9,33.4,-1.0,-1.0,-1.0,118.43,-1.0,-1.0,46.1,34.02264
190,-1.0,-1.0,19.9,-1.0,18.0,-1.0,20.72,27.2,20.97,25.6,30.181955
191,-1.0,-1.0,-1.0,-1.0,10.9,43.393,14.4,26.0,13.2,31.4,23.403828
192,23.0,-1.0,-1.0,44.7,26.1,61.552,4.48,-1.0,15.17,41.5,45.108593
193,-1.0,-1.0,33.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.98,65.336914
194,-1.0,28.1,46.0,-1.0,24.9,-1.0,-1.0,-1.0,23.54,39.5,51.15388
195,-1.0,-1.0,139.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,339.76,295.82092
196,-1.0,34.4,63.0,52.24,45.9,67.139,59.6,59.1,50.4,61.3,70.89242
197,-1.0,29.7,-1.0,56.29,30.5,64.497,38.0,22.8,35.76,65.4,64.51708
198,81.0,45.8,-1.0,134.01,78.9,183.69,-1.0,50.7,87.12,128.5,165.65884
199,26.5,-1.0,-1.0,48.72,20.2,113.67,20.3,11.0,22.07,118.2,59.272675
200,-1.0,24.1,54.9,48.79,38.4,84.112,24.6,-1.0,31.9,68.7,63.924503
201,-1.0,-1.0,32.1,31.13,23.7,31.09,51.7,25.0,27.6,39.7,21.501757
202,-1.0,48.5,96.3,96.33,42.2,-1.0,65.0,-1.0,31.4,115.3,132.72923
203,-1.0,8.9,17.9,-1.0,-1.0,-1.0,10.17,-1.0,7.99,26.3,17.421886
204,23.67,8.67,14.48,-1.0,5.66,-1.0,14.71,22.77,19.82,15.35,17.075804
205,28.1,32.0,-1.0,72.56,34.5,-1.0,52.0,38.6,41.5,48.7,77.19493
206,-1.0,35.1,-1.0,53.03,40.3,44.376,24.1,-1.0,41.4,46.4,54.326527
207,-1.0,-1.0,89.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190.71,187.97618
208,-1.0,37.2,20.4,-1.0,-1.0,-1.0,14.99,-1.0,22.42,26.5,24.504675
209,-1.0,26.0,52.8,-1.0,29.8,-1.0,68.14,57.7,39.89,68.6,74.36172
210,59.6,-1.0,44.5,38.9,30.0,75.86,64.8,47.4,47.65,62.4,62.333744
211,-1.0,-1.0,42.36,-1.0,-1.0,135.03,-1.0,-1.0,-1.0,46.37,41.470554
212,-1.0,36.8,32.6,-1.0,23.7,-1.0,19.4,25.4,-1.0,55.6,55.435947
213,-1.0,39.6,26.9,87.57,54.0,216.98,47.5,-1.0,37.6,167.1,74.337265
214,-1.0,29.6,39.6,54.08,42.5,51.259,31.6,-1.0,22.5,35.2,56.294453
215,-1.0,-1.0,35.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.95,68.929054
216,-1.0,-1.0,21.4,-1.0,-1.0,-1.0,17.18,-1.0,13.81,16.4,27.404896
217,24.5,-1.0,-1.0,-1.0,9.6,23.764,14.8,13.5,10.3,20.4,21.986307
218,-1.0,35.0,37.7,46.7,64.6,85.73,41.8,38.4,93.19,60.7,92.432755
219,-1.0,85.2,114.1,198.4,73.6,168.76,170.27,-1.0,-1.0,314.5,228.95003
220,-1.0,12.4,28.3,-1.0,14.1,-1.0,-1.0,21.2,-1.0,51.5,59.862965
221,-1.0,-1.0,41.96,-1.0,-1.0,11.89,-1.0,-1.0,-1.0,36.53,64.175514
222,-1.0,-1.0,-1.0,32.66,18.8,34.561,22.8,42.3,23.1,19.4,26.629608
223,-1.0,-1.0,6.2,-1.0,-1.0,59.66,-1.0,-1.0,-1.0,15.82,16.370913
224,-1.0,36.6,39.5,19.6,-1.0,48.987,-1.0,-1.0,-1.0,25.2,39.54204
225,-1.0,-1.0,16.68,-1.0,-1.0,91.48,-1.0,-1.0,-1.0,29.07,21.407696
226,17.4,-1.0,-1.0,62.8,21.5,65.405,16.64,-1.0,21.4,59.6,52.522263
227,-1.0,20.0,30.0,-1.0,-1.0,-1.0,-1.0,9.6,19.41,154.1,62.47604
228,-1.0,-1.0,40.32,-1.0,-1.0,50.17,-1.0,-1.0,-1.0,28.91,59.17469
229,23.4,3.2,-1.0,33.1,48.8,43.977,15.82,-1.0,16.53,25.2,47.229393
230,5.6,94.5,-1.0,-1.0,9.6,-1.0,17.91,39.7,9.52,24.7,57.899582
231,-1.0,-1.0,-1.0,10.28,9.9,52.855,31.5,21.2,18.8,19.8,22.357899
232,-1.0,-1.0,-1.0,9.48,4.3,14.532,4.1,6.8,1.3,6.2,7.57085
233,-1.0,68.6,90.9,162.8,63.3,94.712,62.8,-1.0,47.4,77.7,133.06905
234,40.8,59.1,-1.0,119.84,37.4,79.409,52.0,38.0,42.21,183.7,86.91908
235,-1.0,19.3,19.5,-1.0,-1.0,-1.0,8.77,-1.0,10.73,21.2,20.706064
236,-1.0,-1.0,-1.0,22.11,13.6,33.202,8.6,28.1,11.1,20.5,19.610882
237,-1.0,41.2,54.4,-1.0,46.9,-1.0,-1.0,45.8,39.09,64.9,76.46545
238,23.8,40.3,51.9,88.1,32.2,124.46,44.1,17.1,50.94,117.2,109.60068
239,-1.0,16.7,18.8,-1.0,20.9,-1.0,14.53,27.5,22.19,13.5,32.276764
240,-1.0,5.5,59.9,-1.0,27.9,-1.0,46.82,32.8,43.65,55.7,78.414665
241,-1.0,7.8,47.0,-1.0,18.9,-1.0,289.81,32.1,25.53,65.6,44.995544
242,-1.0,-1.0,3.64,-1.0,-1.0,73.03,-1.0,-1.0,-1.0,54.2,27.621155
243,-1.0,-1.0,19.91,-1.0,-1.0,166.19,-1.0,-1.0,-1.0,20.74,21.262413
244,-1.0,-1.0,14.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.95,22.701765
245,-1.0,-1.0,95.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,140.07,200.56248
246,-1.0,-1.0,-1.0,-1.0,-1.0,43.88,-1.0,-1.0,-1.0,37.77,54.28349
247,-1.0,-1.0,2.32,-1.0,-1.0,79.68,-1.0,-1.0,-1.0,6.41,38.32494
248,-1.0,-1.0,44.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.59,88.82414
249,0.1,-1.0,-1.0,-1.0,5.0,-1.0,65.78,16.7,7.75,11.4,16.963058
250,-1.0,-1.0,-1.0,54.65,-1.0,47.396,41.4,55.1,60.6,94.8,21.62657
251,-1.0,4.5,20.2,25.59,9.0,28.228,14.0,29.1,15.65,18.1,18.681576
252,46.3,-1.0,-1.0,51.22,24.7,74.964,22.9,45.3,22.39,65.2,64.64339
253,-1.0,44.6,52.0,-1.0,30.4,-1.0,-1.0,29.2,27.3,107.4,71.689964
254,-1.0,10.1,21.3,-1.0,-1.0,-1.0,26.51,-1.0,19.75,30.3,29.489857
255,13.6,47.0,-1.0,27.9,17.3,59.347,37.56,-1.0,26.36,34.7,47.29735
256,-1.0,-1.0,-1.0,19.71,11.1,37.023,33.7,12.5,24.3,18.1,20.896542
257,-1.0,35.3,20.4,-1.0,23.1,-1.0,-1.0,-1.0,19.89,33.6,30.147474
258,-1.0,-1.0,-1.0,-1.0,-1.0,43.24,-1.0,-1.0,-1.0,52.66,53.44574
259,-1.0,-1.0,36.66,-1.0,-1.0,15.46,-1.0,-1.0,-1.0,63.16,54.055122
260,-1.0,24.1,9.0,-1.0,-1.0,-1.0,12.33,-1.0,9.56,1.4,15.747992
261,42.2,38.2,14.1,36.77,58.9,68.08,35.6,35.0,32.3,26.9,83.17207
262,4.2,11.2,-1.0,39.9,-1.0,44.72,2.54,-1.0,10.62,80.9,37.936977
263,-1.0,57.0,45.8,69.73,47.8,71.863,56.2,-1.0,43.5,71.6,74.21565
264,-1.0,48.6,29.5,-1.0,39.2,95.04,69.5,80.4,62.8,57.7,111.144104
265,-1.0,-1.0,31.26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,128.56,61.93499
266,-1.0,-1.0,1.81,28.74,-1.0,55.69,-1.0,-1.0,-1.0,23.38,30.524195
267,37.4,16.9,-1.0,30.79,13.5,65.704,-1.0,45.6,22.35,28.3,45.50607
268,-1.0,-1.0,41.81,-1.0,-1.0,45.38,-1.0,-1.0,-1.0,58.63,59.144737
269,-1.0,30.6,52.4,87.89,38.4,74.477,49.7,-1.0,54.9,46.1,70.75427
270,-1.0,7.1,15.6,-1.0,-1.0,-1.0,24.36,-1.0,14.69,19.4,24.77268
271,12.3,-1.0,-1.0,-1.0,11.6,32.88,32.1,38.3,15.4,21.6,31.436073
272,-1.0,33.4,42.4,172.8,35.4,143.39,111.12,-1.0,-1.0,244.6,244.2749
