,AGU,ATM,LDO,LPIN,MIR,SFE,TLA,VAL,CEN,OBL_med,OBL_pred
1190,13.7,138.9,-1.0,28.8,34.3,31.166,108.64,-1.0,42.64,17.6,34.192093
1191,-1.0,-1.0,-1.0,86.2,38.02,92.124,46.1,39.1,49.1,33.9,37.17362
1192,17.7,-1.0,102.4,183.3,182.25,135.17,85.3,34.6,70.34,39.2,41.82313
1193,-1.0,-1.0,32.3,-1.0,-1.0,-1.0,-1.0,30.1,33.29,22.9,27.903206
1194,-1.0,-1.0,-1.0,9.7,22.31,34.98,11.4,17.8,-1.0,11.3,14.0425205
1195,-1.0,62.1,82.6,125.0,63.58,89.896,42.0,-1.0,38.1,47.1,57.228516
1196,-1.0,45.5,-1.0,66.8,80.04,-1.0,87.9,-1.0,48.3,75.4,96.87708
1197,-1.0,20.2,35.2,44.7,-1.0,-1.0,-1.0,18.3,16.91,17.2,21.310217
1198,-1.0,-1.0,23.8,23.1,35.82,87.353,23.0,54.9,21.5,14.8,23.827051
1199,27.3,59.4,-1.0,39.0,43.51,57.705,-1.0,55.8,37.42,28.8,32.89367
1200,-1.0,17.3,56.2,72.5,55.75,138.83,26.3,-1.0,35.1,33.4,26.400518
1201,-1.0,46.6,43.0,-1.0,-1.0,-1.0,43.13,54.8,40.13,44.1,49.354126
1202,-1.0,-1.0,-1.0,26.7,22.9,47.459,15.6,22.8,16.5,22.2,15.354946
1203,11.3,-1.0,-1.0,30.1,-1.0,39.786,17.7,10.4,15.6,18.2,12.348585
1204,32.7,10.2,-1.0,34.1,-1.0,35.001,27.1,16.4,21.07,18.6,17.489948
1205,84.64,-1.0,59.23,-1.0,52.17,99.62,47.29,59.31,81.42,91.65,70.72509
1206,-1.0,25.2,37.0,99.2,-1.0,-1.0,47.17,28.3,45.06,42.6,32.17308
1207,-1.0,35.1,29.5,130.8,72.69,163.74,74.7,-1.0,49.2,52.6,45.2778
1208,-1.0,106.9,96.4,354.1,201.22,287.48,127.7,-1.0,63.1,101.6,84.22777
1209,47.89,50.36,32.6,-1.0,-1.0,133.94,35.27,44.61,40.44,39.05,38.103455
1210,-1.0,107.2,103.0,187.0,139.91,98.666,90.2,84.4,86.24,78.9,81.67269
1211,-1.0,34.8,39.8,-1.0,-1.0,-1.0,30.08,23.6,20.8,28.1,27.646307
1212,27.1,27.9,-1.0,50.4,35.93,53.497,-1.0,24.0,29.61,24.9,26.988455
1213,-1.0,17.7,-1.0,32.9,30.56,48.259,24.8,20.8,21.29,58.9,19.324162
1214,-1.0,42.3,35.1,26.2,-1.0,56.963,38.2,-1.0,35.7,49.2,40.954556
1215,-1.0,41.0,72.8,86.7,59.07,92.375,52.5,-1.0,60.4,48.6,44.77243
1216,-1.0,46.7,58.6,-1.0,-1.0,-1.0,23.91,40.9,42.28,41.1,48.81244
1217,-1.0,-1.0,-1.0,27.6,6.77,41.616,0.8,19.1,8.2,13.1,10.764219
1218,43.14,101.51,114.77,-1.0,-1.0,31.09,96.6,46.92,105.52,92.56,94.4016
1219,34.0,12.5,-1.0,24.7,37.1,24.758,32.99,-1.0,14.54,23.8,14.615585
1220,35.43,49.33,22.33,-1.0,172.29,378.25,22.33,21.82,26.15,57.58,49.03686
1221,-1.0,17.7,27.2,29.9,-1.0,-1.0,-1.0,-1.0,15.71,17.3,22.016953
1222,-1.0,27.6,45.2,32.2,-1.0,-1.0,-1.0,25.2,33.37,27.9,31.357792
1223,14.55,19.49,37.35,-1.0,135.96,94.14,13.11,20.56,19.14,16.64,21.479073
1224,-1.0,49.2,68.0,88.9,-1.0,77.413,51.9,70.6,51.0,43.4,48.42714
1225,-1.0,24.9,26.1,-1.0,-1.0,-1.0,-1.0,-1.0,22.5,20.0,26.50906
1226,-1.0,-1.0,-1.0,11.3,20.53,9.56,12.8,9.1,13.8,19.5,13.901196
1227,-1.0,50.8,40.7,116.3,-1.0,-1.0,90.41,82.5,76.41,56.4,69.767815
1228,-1.0,65.1,92.7,87.6,-1.0,80.159,64.9,-1.0,51.6,63.4,63.778084
1229,15.3,32.6,-1.0,40.6,58.7,47.132,2.81,-1.0,28.43,18.8,22.71223
1230,23.21,28.62,50.27,-1.0,-1.0,32.5,45.82,26.03,27.43,30.18,28.176281
1231,23.7,-1.0,-1.0,23.5,23.4,37.231,19.15,-1.0,15.21,11.4,14.242926
1232,26.76,29.77,22.11,-1.0,-1.0,75.63,25.04,0.05,34.18,30.88,30.991894
1233,-1.0,14.4,48.8,45.4,-1.0,-1.0,22.99,16.3,28.91,16.5,23.883472
1234,39.71,40.91,48.05,57.59,-1.0,23.99,51.82,41.79,-1.0,76.62,52.885807
1235,-1.0,-1.0,-1.0,35.4,20.44,18.223,39.6,27.5,47.7,20.5,24.386955
1236,-1.0,6.3,32.8,151.2,22.1,62.915,-1.0,-1.0,-1.0,12.8,22.268824
1237,-1.0,91.0,94.4,90.8,136.69,213.18,45.8,258.3,60.8,85.7,58.81716
1238,38.6,9.4,-1.0,48.1,29.13,52.475,48.9,33.3,37.46,23.2,31.041527
1239,-1.0,118.9,158.4,492.9,123.18,289.36,164.1,111.8,196.14,97.6,90.34141
1240,-1.0,-1.0,-1.0,22.5,40.68,30.775,11.1,27.3,16.7,23.1,16.767452
1241,-1.0,23.6,34.9,45.7,32.04,61.999,32.1,-1.0,26.8,31.3,27.880901
1242,-1.0,36.9,81.5,186.6,-1.0,-1.0,79.15,53.3,67.14,56.1,56.98797
1243,-1.0,7.1,34.1,67.2,-1.0,-1.0,41.34,13.8,33.0,12.1,21.951801
1244,11.6,19.5,-1.0,-1.0,20.2,22.158,37.05,-1.0,12.97,8.3,10.763802
1245,12.0,30.4,-1.0,-1.0,28.0,11.027,7.59,-1.0,6.58,4.8,11.220421
1246,28.05,50.31,-1.0,-1.0,-1.0,74.77,22.19,50.23,58.7,18.86,42.785282
1247,30.1,51.7,-1.0,-1.0,61.3,36.921,41.43,-1.0,18.26,21.8,19.262394
1248,26.24,-1.0,38.12,-1.0,-1.0,69.26,32.77,22.81,37.11,38.37,32.38033
1249,-1.0,-1.0,52.9,270.7,95.3,195.69,123.03,-1.0,-1.0,49.6,38.932003
1250,-1.0,28.6,48.8,61.8,-1.0,-1.0,46.82,56.8,47.36,44.6,48.127777
1251,22.01,-1.0,41.48,-1.0,67.7,37.54,31.46,22.68,19.82,23.94,30.467463
1252,-1.0,-1.0,-1.0,17.3,39.03,65.716,24.6,2.5,-1.0,15.9,14.016453
1253,22.1,75.8,-1.0,38.4,-1.0,33.309,71.39,22.5,23.47,23.4,30.40239
1254,35.9,54.5,-1.0,78.9,51.81,70.629,-1.0,53.4,43.34,53.7,39.333687
1255,-1.0,51.8,32.7,-1.0,-1.0,-1.0,-1.0,-1.0,29.31,42.5,40.692547
1256,-1.0,-1.0,20.1,33.3,29.02,93.836,27.4,53.0,19.6,23.5,23.095087
1257,-1.0,63.2,55.0,62.3,26.0,61.95,28.49,-1.0,-1.0,31.3,33.457726
1258,38.79,62.25,35.59,-1.0,36.83,53.25,43.17,59.5,49.2,37.88,49.004234
1259,-1.0,-1.0,-1.0,84.3,71.5,88.296,53.4,50.9,36.8,46.9,35.461784
1260,-1.0,36.2,34.3,100.0,26.47,49.365,20.1,-1.0,36.0,27.7,34.62661
1261,27.05,27.92,14.55,23.19,-1.0,50.11,-1.0,31.04,-1.0,20.7,22.05968
1262,24.8,36.09,27.92,-1.0,192.46,285.03,28.37,27.53,50.33,45.68,41.31356
1263,21.8,13.0,-1.0,8.1,24.3,23.411,21.99,-1.0,18.31,6.9,15.616375
1264,22.25,37.9,23.97,-1.0,32.98,43.46,31.07,35.01,43.3,38.29,35.978764
1265,-1.0,32.0,62.1,-1.0,-1.0,-1.0,85.63,50.1,49.09,47.4,50.435566
1266,-1.0,-1.0,-1.0,19.4,17.76,26.859,22.6,20.2,14.3,22.5,14.428116
1267,-1.0,31.3,55.8,58.5,-1.0,-1.0,-1.0,26.6,28.62,28.2,32.74164
1268,11.05,35.08,18.5,-1.0,55.08,144.67,12.84,20.76,17.88,24.22,22.864388
1269,34.0,19.1,-1.0,54.5,47.9,54.615,36.59,-1.0,34.39,25.8,21.002327
1270,22.7,34.9,-1.0,31.9,31.77,39.543,41.4,23.2,33.21,38.4,29.457676
1271,26.2,32.0,-1.0,6.3,14.8,25.417,21.91,-1.0,7.09,0.0,8.749842
1272,-1.0,97.7,73.5,79.4,87.39,210.25,59.5,-1.0,67.7,67.6,74.31888
1273,28.5,22.0,-1.0,48.9,62.44,72.216,31.4,20.8,23.22,23.2,21.50451
1274,-1.0,-1.0,-1.0,39.4,-1.0,-1.0,-1.0,22.4,22.06,22.2,17.592102
1275,-1.0,99.4,102.9,154.2,154.35,179.36,81.7,-1.0,78.44,66.4,92.24523
1276,-1.0,51.8,52.2,46.4,66.25,75.531,58.8,-1.0,46.4,56.7,55.6123
1277,72.14,-1.0,60.44,-1.0,55.28,63.62,43.8,42.89,36.83,57.46,46.669006
1278,-1.0,-1.0,119.8,113.8,78.6,183.26,24.66,-1.0,-1.0,33.4,35.82801
1279,13.8,71.1,-1.0,13.6,-1.0,19.013,7.67,-1.0,13.3,9.8,12.990623
1280,25.66,-1.0,25.69,-1.0,47.51,41.24,26.38,25.87,24.75,32.7,24.47787
1281,31.05,43.81,55.08,-1.0,-1.0,53.5,35.86,34.62,50.54,38.9,45.702816
1282,-1.0,27.9,55.4,47.4,-1.0,-1.0,44.16,13.7,22.73,16.7,23.53883
1283,20.04,35.64,32.09,38.38,-1.0,-1.0,28.51,34.59,33.25,38.54,41.531258
1284,-1.0,38.4,48.8,122.3,77.18,123.5,44.9,-1.0,48.0,39.5,46.20768
1285,-1.0,13.4,25.9,23.2,32.84,47.874,17.4,21.5,15.16,8.5,15.386492
1286,-1.0,34.7,55.1,44.8,42.93,51.086,47.7,-1.0,28.9,32.0,35.351658
1287,-1.0,-1.0,-1.0,16.3,-1.0,26.391,16.5,37.5,14.0,14.1,13.78145
1288,-1.0,-1.0,-1.0,32.1,-1.0,89.809,33.2,23.0,32.2,13.6,20.78699
1289,-1.0,66.9,89.9,102.3,-1.0,174.49,74.1,-1.0,44.8,43.1,55.96443
1290,13.4,25.7,-1.0,76.0,33.3,45.845,-1.0,25.1,15.96,23.8,19.296663
1291,-1.0,67.4,56.4,190.4,-1.0,141.19,52.3,50.6,49.2,63.8,56.297947
1292,18.5,4.3,-1.0,-1.0,12.5,29.992,13.59,-1.0,12.18,12.4,8.740671
1293,26.13,22.09,41.0,70.9,-1.0,-1.0,40.23,21.5,29.21,14.67,32.863976
1294,-1.0,33.2,73.8,81.4,56.98,99.883,57.2,-1.0,37.4,28.0,38.703247
1295,-1.0,-1.0,-1.0,67.4,42.0,92.818,19.3,17.0,21.5,29.5,23.599281
1296,-1.0,23.7,51.1,48.2,-1.0,47.387,30.2,31.2,22.1,19.6,22.438583
1297,-1.0,46.2,19.1,103.5,-1.0,-1.0,-1.0,42.0,-1.0,56.5,13.964714
1298,-1.0,-1.0,19.5,16.1,17.92,28.03,9.8,2.0,14.0,12.3,14.068195
1299,-1.0,45.1,50.8,80.8,-1.0,-1.0,43.91,33.1,33.06,37.2,36.661636
1300,-1.0,-1.0,44.8,39.7,54.28,95.168,43.7,122.8,41.6,52.4,38.50656
1301,30.6,23.2,-1.0,36.9,-1.0,46.1,36.33,-1.0,25.4,20.6,21.515785
1302,-1.0,-1.0,-1.0,48.4,51.47,30.704,31.6,51.4,33.4,27.8,29.281593
1303,38.1,42.0,-1.0,65.6,38.75,66.055,32.4,35.3,34.43,23.2,33.4661
1304,10.71,32.34,22.85,-1.0,33.29,-1.0,20.93,14.49,33.0,22.76,24.730726
1305,-1.0,11.0,50.8,53.9,43.13,55.691,29.3,-1.0,30.5,49.7,26.744757
1306,-1.0,45.2,65.7,51.3,-1.0,-1.0,-1.0,65.4,59.27,39.7,57.277225
1307,-1.0,25.6,31.0,31.3,29.21,35.766,26.5,-1.0,28.3,29.8,28.613071
1308,-1.0,52.1,55.4,122.3,-1.0,-1.0,-1.0,58.2,39.14,50.1,45.622776
1309,37.4,-1.0,-1.0,-1.0,52.7,50.35,51.2,31.0,51.9,29.0,35.038906
1310,-1.0,33.5,29.8,108.6,55.44,87.037,36.5,-1.0,-1.0,28.2,29.163818
1311,29.86,60.93,44.16,-1.0,-1.0,73.81,26.16,28.83,39.41,26.8,44.99106
1312,-1.0,-1.0,-1.0,-1.0,17.25,45.304,31.9,9.9,19.7,13.8,14.6739025
1313,-1.0,55.4,36.5,39.1,101.8,259.5,38.1,49.1,41.56,45.0,41.509666
1314,-1.0,32.94,9.58,17.48,-1.0,42.28,14.66,11.3,4.42,16.86,21.022491
1315,20.2,26.5,-1.0,36.7,46.35,51.771,-1.0,26.8,24.4,20.7,22.894
1316,-1.0,-1.0,-1.0,26.8,39.64,53.399,21.5,23.2,24.7,14.8,22.427835
1317,-1.0,75.0,71.6,211.7,-1.0,-1.0,109.42,86.4,138.59,105.5,103.60462
1318,-1.0,29.0,52.0,127.5,149.98,107.61,38.0,-1.0,18.3,24.7,36.701126
1319,-1.0,50.2,-1.0,134.3,56.32,87.362,62.7,-1.0,43.8,45.1,40.75267
1320,-1.0,117.5,120.4,252.6,110.33,109.86,63.9,-1.0,99.8,98.9,111.86139
1321,34.8,34.0,-1.0,44.9,34.88,55.065,-1.0,26.9,49.36,42.6,32.682247
1322,28.52,66.77,-1.0,-1.0,-1.0,76.67,48.92,59.68,125.88,64.6,54.266308
1323,27.4,31.9,-1.0,85.8,91.48,35.628,46.5,32.5,30.05,31.2,27.174015
1324,34.9,25.4,-1.0,36.6,45.1,50.401,48.45,-1.0,52.56,32.4,26.789597
1325,70.2,-1.0,-1.0,174.7,128.41,85.93,60.4,76.7,-1.0,49.8,44.780533
1326,-1.0,22.3,30.6,29.3,-1.0,-1.0,-1.0,22.4,24.16,23.5,25.16135
1327,-1.0,21.0,44.9,44.6,-1.0,-1.0,38.77,41.3,31.88,33.1,35.557167
1328,-1.0,44.3,37.6,73.6,83.18,239.64,49.4,-1.0,27.1,23.2,36.944378
1329,10.5,20.5,-1.0,-1.0,11.3,-1.0,32.21,-1.0,-1.0,12.9,9.712299
1330,27.7,-1.0,-1.0,60.6,37.66,57.619,39.9,34.5,31.02,23.1,31.141531
1331,-1.0,45.6,64.3,264.9,296.39,215.3,112.6,-1.0,80.6,53.2,80.38307
1332,-1.0,55.5,54.4,124.5,142.38,135.62,73.4,144.1,85.5,47.3,58.648613
1333,23.3,21.6,34.6,68.8,33.98,48.05,45.1,21.7,30.94,15.5,28.537392
1334,-1.0,30.9,36.8,45.5,100.27,90.718,28.9,-1.0,20.9,25.0,29.849625
1335,11.47,26.28,-1.0,-1.0,33.5,73.29,14.47,13.76,22.23,29.11,19.916195
1336,-1.0,11.0,13.9,3.2,-1.0,-1.0,13.94,-1.0,4.91,0.0,1.1913426
1337,-1.0,44.1,20.0,38.4,-1.0,-1.0,-1.0,-1.0,37.85,32.7,28.730042
1338,-1.0,-1.0,-1.0,12.2,8.32,13.14,14.1,17.6,9.6,3.7,9.675266
1339,-1.0,17.5,39.2,50.1,-1.0,-1.0,29.59,35.6,32.42,29.2,31.090046
1340,62.8,-1.0,-1.0,48.3,67.23,140.35,-1.0,60.2,53.94,45.8,48.00316
1341,-1.0,-1.0,-1.0,22.4,-1.0,64.877,35.2,31.8,18.8,18.1,18.02613
1342,48.96,24.54,81.24,-1.0,-1.0,159.27,55.22,33.4,28.67,22.89,32.99975
1343,-1.0,30.4,38.4,69.0,-1.0,48.278,24.2,-1.0,15.4,16.7,25.867622
1344,4.7,-1.0,-1.0,19.0,-1.0,30.049,27.59,63.3,12.57,3.2,15.845564
1345,-1.0,92.8,126.6,250.2,396.13,254.01,161.8,-1.0,132.7,60.4,107.39762
1346,-1.0,-1.0,-1.0,13.4,10.24,22.804,20.2,25.1,19.3,15.3,14.897938
1347,112.69,-1.0,59.01,-1.0,65.93,75.93,77.08,-1.0,101.62,92.06,69.04108
1348,-1.0,33.4,42.8,111.8,74.17,79.868,51.7,32.3,48.7,48.8,36.224747
1349,42.2,41.5,-1.0,60.4,70.34,64.357,-1.0,58.8,47.35,38.2,39.709957
1350,-1.0,24.7,37.0,40.1,-1.0,45.138,43.0,33.6,25.3,26.2,24.520212
1351,48.1,-1.0,-1.0,123.7,42.11,60.756,41.3,38.6,34.39,29.8,36.383537
1352,12.54,-1.0,22.26,-1.0,-1.0,29.72,23.83,19.37,25.29,26.02,22.801926
1353,-1.0,31.97,11.55,25.07,-1.0,63.0,23.35,28.47,26.2,13.83,28.297867
1354,-1.0,43.0,80.0,116.0,109.51,110.74,77.2,-1.0,51.1,43.1,53.190926
1355,-1.0,41.8,49.5,376.5,123.2,186.82,134.5,-1.0,80.9,86.5,52.964653
1356,-1.0,-1.0,-1.0,40.5,70.97,159.66,34.3,41.5,33.8,28.2,33.690536
1357,70.8,64.7,-1.0,257.3,82.05,53.544,54.0,57.4,43.46,41.1,34.72479
1358,-1.0,37.8,59.5,185.5,-1.0,-1.0,66.99,36.3,41.67,42.2,40.828842
1359,-1.0,33.5,47.0,73.5,-1.0,68.018,35.9,38.6,47.0,48.0,40.21125
1360,26.1,26.6,-1.0,55.6,20.56,32.379,34.8,19.5,17.65,16.8,18.931282
1361,16.0,9.9,-1.0,45.3,29.0,34.271,31.04,-1.0,11.86,14.2,10.717386
1362,-1.0,24.5,32.9,66.3,-1.0,62.754,46.7,42.7,32.8,26.0,31.861542
1363,-1.0,33.1,33.8,71.6,64.84,59.728,45.7,-1.0,32.0,37.1,37.387897
1364,-1.0,-1.0,67.0,137.6,134.5,144.14,-1.0,-1.0,-1.0,42.3,39.66707
1365,-1.0,24.2,-1.0,185.0,-1.0,-1.0,-1.0,18.1,63.65,44.8,35.599426
1366,-1.0,-1.0,-1.0,31.5,41.26,60.696,19.9,15.8,26.3,26.6,23.40483
1367,34.3,45.4,-1.0,95.5,43.73,58.186,43.3,44.7,37.57,41.1,36.704906
1368,-1.0,58.95,75.15,130.97,-1.0,-1.0,54.91,41.71,39.7,49.44,48.06656
1369,40.36,38.01,-1.0,-1.0,-1.0,71.5,21.52,37.87,39.08,28.48,33.01126
1370,95.9,36.9,76.9,213.0,106.1,156.42,89.7,-1.0,79.24,32.2,58.274582
1371,-1.0,-1.0,-1.0,13.5,-1.0,58.674,19.2,16.7,18.1,13.7,14.238607
1372,-1.0,-1.0,21.2,32.7,41.74,64.696,42.3,58.0,38.3,32.6,36.544907
1373,23.62,42.58,26.68,-1.0,-1.0,84.24,22.42,24.91,27.21,33.4,32.88465
1374,-1.0,-1.0,-1.0,26.3,21.34,32.621,25.1,19.9,12.3,12.9,13.044168
1375,-1.0,53.5,75.9,116.4,-1.0,-1.0,57.68,23.5,50.05,54.7,42.931316
1376,-1.0,-1.0,-1.0,27.3,35.28,28.967,23.2,33.0,17.1,19.3,16.729206
1377,-1.0,34.3,71.5,107.4,-1.0,176.4,80.6,-1.0,57.1,47.5,49.059643
1378,-1.0,12.4,71.5,61.6,-1.0,-1.0,-1.0,51.0,54.72,44.3,45.12387
1379,-1.0,28.6,64.2,103.0,-1.0,-1.0,-1.0,28.7,38.35,40.8,36.77829
1380,-1.0,97.1,78.1,133.5,188.03,185.84,71.4,103.5,135.56,79.4,90.98098
1381,11.5,-1.0,-1.0,17.1,-1.0,49.999,22.0,33.0,11.3,10.0,14.857002
1382,-1.0,62.1,33.3,44.5,141.59,135.15,50.6,-1.0,30.5,41.0,46.588646
1383,29.1,25.8,-1.0,40.0,41.84,58.393,40.8,33.7,45.85,57.2,32.114994
1384,26.5,72.7,-1.0,61.7,41.53,72.782,-1.0,72.4,30.86,27.9,28.74916
1385,-1.0,44.1,55.0,75.5,-1.0,-1.0,31.5,33.2,34.48,37.7,39.34614
1386,-1.0,13.6,25.0,23.5,-1.0,-1.0,34.54,-1.0,21.26,0.0,21.103052
1387,-1.0,125.0,128.9,370.0,113.83,181.17,132.6,72.7,127.99,75.4,83.000374
1388,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.1,28.46,16.6,22.880867
1389,-1.0,24.2,56.4,67.6,-1.0,82.33,37.1,-1.0,-1.0,28.3,19.793463
1390,21.2,27.11,21.59,-1.0,104.84,57.38,25.16,27.44,28.15,25.01,30.152063
1391,18.1,21.0,-1.0,39.5,30.23,28.426,27.5,28.9,23.33,17.3,20.598547
1392,-1.0,64.2,114.2,116.3,-1.0,173.57,78.0,72.8,70.9,51.8,59.966064
1393,-1.0,14.6,30.3,52.4,-1.0,-1.0,-1.0,-1.0,39.05,18.4,31.845818
1394,-1.0,-1.0,43.0,34.3,64.52,75.116,24.5,32.1,25.9,26.7,25.215094
1395,23.0,32.2,-1.0,32.4,29.84,40.335,-1.0,36.8,23.3,20.2,22.527077
1396,-1.0,24.0,23.0,28.4,-1.0,-1.0,30.11,-1.0,19.77,16.6,13.339613
1397,-1.0,2.6,14.5,11.1,11.16,22.108,9.1,-1.0,10.5,7.0,11.781502
1398,-1.0,27.1,43.4,57.0,-1.0,-1.0,124.12,23.3,24.15,36.8,28.023552
1399,-1.0,23.6,34.1,42.0,57.5,83.802,34.2,50.1,27.86,34.1,26.093899
1400,25.5,24.7,-1.0,65.6,30.39,77.326,29.0,31.9,27.78,32.6,27.926327
1401,-1.0,42.8,31.2,-1.0,-1.0,-1.0,-1.0,-1.0,27.5,34.1,35.288395
1402,-1.0,-1.0,56.6,55.7,72.26,60.258,34.7,51.8,15.4,16.5,23.84494
1403,-1.0,27.6,46.1,-1.0,-1.0,-1.0,117.06,20.9,27.29,26.6,29.746582
1404,-1.0,8.7,17.5,37.8,23.93,79.34,21.0,17.5,18.15,16.3,14.384348
1405,-1.0,30.6,40.4,58.6,-1.0,-1.0,-1.0,19.7,21.3,21.7,26.602398
1406,25.9,54.5,-1.0,65.3,133.67,87.048,-1.0,47.0,51.3,33.5,42.430775
1407,26.8,32.86,29.86,-1.0,33.5,30.22,36.5,30.04,38.51,41.19,38.070858
1408,-1.0,51.9,52.2,248.8,167.76,170.41,62.7,-1.0,-1.0,41.5,48.379288
1409,-1.0,14.3,51.8,100.7,-1.0,-1.0,40.53,42.0,32.62,34.7,33.94333
1410,-1.0,-1.0,-1.0,53.9,32.92,35.878,20.8,13.3,13.5,13.1,17.100792
1411,97.68,48.43,-1.0,-1.0,57.14,92.01,48.24,80.82,52.64,38.17,46.6905
1412,27.73,37.22,27.43,-1.0,38.83,25.01,31.81,23.71,37.52,35.25,32.951714
1413,18.0,8.1,-1.0,-1.0,63.8,30.299,40.46,-1.0,17.33,19.1,13.251574
1414,9.3,-1.0,-1.0,7.8,-1.0,-1.0,19.1,24.5,1.4,13.6,10.141216
1415,-1.0,24.3,101.5,198.6,-1.0,-1.0,100.58,51.0,71.74,69.1,53.893787
1416,-1.0,33.5,56.6,52.8,94.74,48.47,52.4,-1.0,39.4,56.0,39.214188
1417,7.2,-1.0,-1.0,-1.0,39.3,-1.0,35.38,-1.0,15.06,14.2,11.007475
1418,20.4,7.0,-1.0,-1.0,21.6,21.6,18.6,-1.0,17.12,10.6,13.568443
1419,26.8,24.6,-1.0,28.9,29.6,39.756,6.22,-1.0,16.92,14.6,16.399305
1420,-1.0,10.8,15.6,22.7,-1.0,-1.0,29.74,32.8,14.41,20.8,19.522694
1421,-1.0,17.9,29.7,28.0,47.54,64.61,20.1,-1.0,20.5,16.2,24.724253
1422,-1.0,33.7,44.7,74.3,36.44,63.204,34.7,-1.0,26.4,32.1,34.03439
1423,-1.0,13.7,24.8,125.0,133.08,119.01,40.3,-1.0,47.9,31.0,41.028698
1424,-1.0,34.8,68.3,97.9,47.34,117.19,51.2,-1.0,33.4,31.0,35.14936
1425,59.9,41.1,-1.0,44.7,69.4,69.302,47.8,64.5,73.79,57.6,51.650528
1426,25.63,29.76,24.47,-1.0,46.96,7.67,22.69,23.38,24.35,25.31,24.770432
1427,4.26,25.04,36.47,-1.0,131.67,47.52,19.28,26.23,19.72,17.15,26.835163
1428,-1.0,31.5,38.9,52.8,-1.0,-1.0,-1.0,34.0,24.81,28.8,30.606794
1429,26.5,55.9,-1.0,-1.0,35.7,34.336,59.83,-1.0,20.94,20.1,18.598476
1430,-1.0,83.1,55.5,-1.0,-1.0,-1.0,-1.0,9.6,34.71,23.6,53.728146
1431,-1.0,26.5,38.7,-1.0,-1.0,-1.0,-1.0,40.1,26.46,21.9,31.301414
1432,-1.0,13.5,24.6,27.8,-1.0,36.106,19.8,-1.0,12.0,19.8,18.760448
1433,42.82,71.41,-1.0,-1.0,-1.0,244.47,58.92,31.89,85.03,48.13,71.43016
1434,28.4,21.7,-1.0,70.2,25.92,50.09,33.9,32.7,30.45,23.2,29.064337
1435,61.0,36.1,-1.0,59.4,68.82,86.671,-1.0,42.1,48.94,24.2,41.058258
1436,-1.0,-1.0,3.7,15.5,17.97,41.547,24.6,15.0,20.4,12.8,17.881012
1437,33.8,32.6,-1.0,62.5,37.64,82.66,21.7,34.8,34.02,23.2,31.722233
1438,21.6,-1.0,-1.0,10.7,19.71,52.418,25.2,16.2,11.21,16.8,13.331528
1439,-1.0,-1.0,36.1,118.9,100.6,92.197,153.7,-1.0,-1.0,45.2,43.385323
1440,-1.0,30.1,35.8,66.0,-1.0,-1.0,47.91,50.5,-1.0,35.7,32.481277
1441,-1.0,5.0,45.7,24.1,-1.0,-1.0,-1.0,-1.0,13.52,26.2,19.240852
1442,-1.0,12.6,28.2,-1.0,-1.0,-1.0,-1.0,-1.0,24.98,23.8,27.660706
1443,-1.0,40.9,75.9,118.5,-1.0,-1.0,-1.0,38.5,39.77,49.1,42.895638
1444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.5,16.51,16.2,17.73388
1445,-1.0,-1.0,-1.0,13.0,18.35,37.338,10.4,4.7,8.9,14.4,10.348446
1446,-1.0,10.1,27.0,26.7,23.06,70.306,24.1,-1.0,16.4,13.2,16.86591
1447,82.1,62.27,59.22,106.06,-1.0,74.7,58.53,39.64,-1.0,48.2,78.67519
1448,22.29,31.97,28.49,-1.0,-1.0,101.13,23.69,28.01,22.26,27.13,24.895329
1449,-1.0,58.4,63.4,70.3,-1.0,-1.0,-1.0,35.7,30.93,37.8,42.164703
1450,-1.0,25.1,33.2,69.2,-1.0,140.23,32.1,22.9,27.6,25.5,24.124054
1451,-1.0,-1.0,32.1,39.7,31.13,31.09,51.7,25.0,27.6,23.7,23.825766
1452,-1.0,72.3,68.0,121.9,76.23,111.32,59.3,97.9,-1.0,93.1,72.74796
1453,-1.0,4.4,9.1,23.2,23.1,51.853,11.2,15.4,13.69,6.0,11.597498
1454,-1.0,45.0,39.7,61.9,-1.0,-1.0,24.26,34.0,35.66,38.4,38.31128
1455,-1.0,-1.0,29.2,35.7,19.01,91.238,21.6,49.1,17.3,20.1,24.257133
1456,-1.0,73.0,50.4,66.0,79.21,89.142,85.6,-1.0,62.3,61.4,64.6899
1457,-1.0,31.9,30.0,48.6,51.1,75.737,29.26,-1.0,-1.0,32.4,34.541534
1458,81.2,74.4,93.1,240.7,226.36,328.91,97.6,61.5,170.19,73.9,79.017265
1459,-1.0,22.2,49.5,29.1,46.22,47.373,42.4,-1.0,54.6,22.0,38.40487
1460,20.01,29.14,32.72,-1.0,-1.0,70.7,25.85,27.23,27.57,24.98,29.980482
1461,29.8,22.1,-1.0,41.3,22.06,68.479,-1.0,19.5,23.14,22.0,25.887802
1462,25.87,28.67,32.84,-1.0,-1.0,33.2,40.85,30.65,34.07,22.46,34.104424
1463,-1.0,30.6,60.4,128.4,-1.0,102.47,55.6,45.2,44.5,31.6,40.398445
1464,-1.0,-1.0,20.8,34.7,33.46,107.67,34.8,29.7,21.9,16.2,22.345776
