,AGU,ATM,LDO,LPIN,MIR,SFE,TLA,VAL,CEN,OBL_med,OBL_pred
1104,52.04,111.58,62.2,-1.0,79.44,20.1,56.14,41.67,78.42,53.44,103.94185
1105,-1.0,78.5,97.0,-1.0,-1.0,-1.0,107.11,67.8,74.1,80.6,72.95323
1106,-1.0,-1.0,-1.0,10.8,8.83,15.139,14.3,3.8,7.3,2.6,7.45043
1107,46.9,48.6,74.1,234.3,183.9,165.48,64.5,65.2,64.01,45.3,55.558582
1108,-1.0,41.3,46.8,72.9,-1.0,-1.0,57.88,32.9,59.63,50.8,47.124905
1109,37.0,47.8,-1.0,65.0,31.74,50.636,-1.0,52.9,33.47,27.8,37.4254
1110,21.0,61.0,-1.0,54.4,39.1,44.288,66.28,-1.0,29.06,29.3,28.876574
1111,12.68,0.2,1.45,3.07,-1.0,-1.0,3.3,4.02,3.61,1.63,5.022545
1112,50.3,41.3,-1.0,58.5,60.44,57.17,-1.0,61.9,50.12,45.5,45.231373
1113,21.8,24.0,-1.0,33.5,36.01,32.957,21.2,14.7,48.07,23.2,27.535814
1114,-1.0,-1.0,-1.0,8.4,12.12,15.13,1.0,15.5,8.5,6.3,8.681364
1115,17.77,21.18,28.76,-1.0,-1.0,51.03,20.52,19.37,28.78,62.1,32.197117
1116,26.7,25.2,-1.0,52.8,33.15,42.616,-1.0,28.5,30.0,23.8,28.154024
1117,12.57,32.13,25.81,41.74,-1.0,-1.0,36.51,23.27,25.45,30.96,30.082323
1118,3.0,-1.0,-1.0,16.0,-1.0,39.934,25.0,-1.0,11.7,13.4,8.46164
1119,42.5,-1.0,-1.0,49.7,57.71,87.312,62.9,69.8,60.2,31.3,55.363075
1120,-1.0,29.5,31.4,94.8,74.76,101.5,35.3,-1.0,41.8,21.8,38.52467
1121,-1.0,39.3,56.0,61.5,55.96,106.03,39.4,-1.0,38.4,44.8,42.423454
1122,30.6,-1.0,-1.0,39.2,39.91,50.562,32.4,28.7,18.17,18.2,20.084805
1123,68.8,-1.0,-1.0,80.2,-1.0,74.927,61.7,74.5,57.36,45.1,58.549553
1124,28.51,-1.0,51.04,-1.0,-1.0,35.61,44.05,38.8,46.14,67.92,46.288567
1125,14.1,-1.0,-1.0,22.8,21.37,39.288,19.9,17.8,9.5,9.7,12.848789
1126,-1.0,109.6,112.4,258.6,154.93,212.13,65.1,-1.0,85.9,114.3,95.145836
1127,-1.0,39.5,47.4,54.3,48.47,180.88,-1.0,-1.0,70.6,31.5,60.789062
1128,-1.0,-1.0,-1.0,32.1,19.69,32.392,10.5,28.9,12.5,10.5,15.180374
1129,9.3,-1.0,-1.0,13.0,-1.0,24.314,21.9,6.2,13.87,12.1,11.5085945
1130,-1.0,-1.0,18.5,25.4,17.92,35.995,25.7,17.5,14.8,8.9,18.466782
1131,22.9,4.1,-1.0,-1.0,18.7,19.902,12.78,-1.0,19.64,15.7,14.54327
1132,16.1,-1.0,-1.0,40.3,-1.0,55.033,20.8,-1.0,27.61,18.7,21.426142
1133,-1.0,10.4,37.0,51.1,-1.0,-1.0,21.13,29.0,-1.0,20.1,19.849667
1134,51.81,-1.0,26.31,-1.0,-1.0,50.3,10.79,23.21,20.22,16.2,24.16247
1135,-1.0,60.9,75.5,301.2,-1.0,-1.0,11.65,65.1,46.11,65.6,62.58151
1136,21.27,26.81,30.76,-1.0,143.19,67.82,20.1,21.8,25.95,24.3,27.754818
1137,35.91,39.63,32.68,-1.0,239.38,17.91,34.47,46.2,42.56,34.98,43.36556
1138,31.84,60.92,-1.0,-1.0,53.68,116.29,43.51,33.94,67.75,40.53,55.21791
1139,88.39,-1.0,83.13,-1.0,85.62,26.84,68.42,151.42,57.81,69.43,82.98678
1140,-1.0,77.9,86.9,130.8,93.19,77.183,80.6,69.4,68.93,48.7,59.133663
1141,96.2,-1.0,-1.0,-1.0,157.73,178.09,90.7,95.8,121.92,73.0,96.20644
1142,-1.0,44.5,56.0,121.0,88.15,92.606,42.7,-1.0,36.6,50.5,43.831676
1143,-1.0,42.7,27.3,62.0,37.08,65.085,36.7,-1.0,34.3,105.1,41.79468
1144,1.2,-1.0,-1.0,7.5,-1.0,16.301,8.7,10.6,13.18,11.6,11.783286
1145,18.9,12.1,-1.0,-1.0,29.8,35.898,21.35,-1.0,18.83,13.3,15.118853
1146,61.47,95.95,77.51,-1.0,48.87,53.65,122.62,90.19,120.12,105.66,94.9687
1147,-1.0,-1.0,49.8,39.7,40.53,45.442,28.0,30.4,23.5,29.4,23.138538
1148,48.72,38.83,39.34,-1.0,117.66,69.93,38.33,43.07,37.41,35.93,39.378914
1149,21.5,35.3,-1.0,45.5,-1.0,64.909,23.02,35.6,15.73,8.9,18.928885
1150,18.8,18.7,-1.0,-1.0,21.5,21.775,23.08,-1.0,12.06,9.7,11.447683
1151,-1.0,27.3,37.5,129.2,-1.0,-1.0,41.94,22.4,25.34,22.5,30.405949
1152,-1.0,-1.0,18.6,33.2,26.51,71.495,15.5,21.3,15.1,13.2,15.837875
1153,71.9,58.3,139.2,359.2,161.67,393.3,137.1,47.7,181.6,72.0,87.06184
1154,-1.0,21.7,38.3,114.9,43.8,193.07,18.04,-1.0,-1.0,38.0,19.90903
1155,4.26,25.04,36.47,-1.0,131.67,47.52,19.28,26.23,19.72,17.15,22.797188
1156,-1.0,63.0,87.4,151.9,235.7,124.89,81.3,-1.0,74.9,62.1,69.17839
1157,30.1,35.0,-1.0,49.2,38.93,68.897,44.4,46.2,40.75,31.8,36.63919
1158,51.4,-1.0,-1.0,81.1,76.1,87.734,-1.0,39.4,48.14,47.4,53.025745
1159,-1.0,54.6,-1.0,82.9,130.89,138.37,-1.0,56.5,73.85,52.0,50.30953
1160,29.6,30.5,-1.0,85.3,40.12,46.176,30.2,34.9,37.57,34.7,35.041317
1161,-1.0,56.2,66.9,63.7,68.98,72.358,34.7,-1.0,77.8,72.8,67.20658
1162,50.4,-1.0,-1.0,71.7,114.14,97.476,34.9,48.8,45.58,24.3,45.979324
1163,-1.0,-1.0,72.97,38.91,-1.0,163.0,60.11,27.6,28.23,42.2,42.455856
1164,33.52,32.23,27.11,-1.0,169.11,92.64,41.88,20.0,65.01,52.93,86.2747
1165,-1.0,4.9,34.4,-1.0,-1.0,-1.0,26.62,39.8,30.26,43.4,28.26761
1166,-1.0,65.0,84.0,121.0,121.24,148.09,75.8,73.9,54.73,42.4,50.297188
1167,-1.0,15.0,70.5,-1.0,-1.0,-1.0,24.57,75.2,67.59,57.8,51.575012
1168,79.7,84.8,164.5,246.4,105.56,182.16,89.1,56.6,56.97,42.3,73.113144
1169,11.11,13.57,9.37,13.4,-1.0,-1.0,9.49,10.15,14.57,12.13,15.816162
1170,-1.0,39.1,63.6,51.0,69.47,78.68,81.5,-1.0,81.5,73.3,53.71994
1171,42.4,25.5,-1.0,38.7,-1.0,57.394,40.3,-1.0,32.2,32.3,29.949774
1172,-1.0,31.1,36.6,-1.0,-1.0,-1.0,-1.0,23.4,28.83,25.4,31.95269
1173,-1.0,-1.0,-1.0,17.0,15.51,12.552,24.1,31.4,12.2,14.2,12.640669
1174,-1.0,99.2,136.6,358.0,108.02,226.81,98.0,81.2,122.23,78.4,74.334465
1175,13.01,28.87,21.8,-1.0,37.65,17.95,17.47,16.62,22.71,19.27,27.37061
1176,-1.0,-1.0,-1.0,18.3,17.48,21.536,7.1,11.8,11.5,6.1,13.169667
1177,17.3,2.1,-1.0,-1.0,17.7,27.383,13.53,-1.0,17.58,5.9,11.629899
1178,-1.0,35.8,131.7,69.1,103.34,114.73,98.4,-1.0,75.33,25.2,62.45067
1179,36.1,19.2,-1.0,32.0,41.08,64.794,-1.0,26.2,25.43,26.2,26.694952
1180,-1.0,100.1,119.2,392.2,126.04,270.8,96.7,-1.0,68.3,52.8,69.17735
1181,-1.0,87.9,68.5,144.0,-1.0,-1.0,97.57,91.8,-1.0,67.3,74.4264
1182,-1.0,30.7,36.9,55.5,36.77,87.847,41.3,-1.0,34.2,28.9,34.88987
1183,30.3,32.6,-1.0,65.7,30.29,80.701,20.3,29.0,24.76,23.1,26.955383
1184,-1.0,67.4,56.4,190.4,-1.0,141.19,52.3,50.6,49.2,63.8,53.700737
1185,-1.0,-1.0,-1.0,45.4,22.2,40.745,10.1,18.1,-1.0,8.0,10.561462
1186,-1.0,36.9,52.7,-1.0,-1.0,-1.0,-1.0,54.7,60.82,31.3,45.633827
1187,-1.0,31.2,58.1,90.9,-1.0,-1.0,61.73,41.5,49.88,46.4,47.294426
1188,21.2,27.11,21.59,-1.0,104.84,57.38,25.16,27.44,28.15,25.01,32.291607
1189,37.1,26.1,34.5,60.6,32.43,44.914,31.4,24.7,31.79,26.7,34.41097
1190,32.4,22.3,-1.0,24.7,-1.0,51.276,34.77,-1.0,26.93,11.7,24.043764
1191,-1.0,28.3,53.4,59.1,49.05,54.151,31.5,-1.0,28.9,31.1,31.909578
1192,13.12,32.13,39.92,-1.0,-1.0,72.82,26.75,32.56,25.62,25.74,34.021725
1193,-1.0,37.6,64.4,133.1,64.45,232.27,41.9,-1.0,30.9,26.4,28.865862
1194,-1.0,-1.0,-1.0,14.1,23.24,64.774,58.5,20.2,24.8,17.7,20.079891
1195,31.33,26.78,38.87,-1.0,-1.0,85.79,34.47,42.44,40.36,38.15,34.200096
1196,-1.0,-1.0,78.0,184.7,175.7,123.0,59.46,-1.0,-1.0,27.2,50.311817
1197,37.6,22.4,-1.0,63.1,29.26,86.656,34.6,16.7,21.55,23.2,25.999273
1198,-1.0,-1.0,12.5,10.2,32.1,30.896,13.4,11.7,6.5,9.6,10.822437
1199,25.4,5.5,-1.0,43.6,40.4,36.909,30.16,-1.0,18.74,15.1,15.3976
1200,12.12,25.52,13.84,22.18,64.54,-1.0,19.97,11.94,19.93,22.78,22.522495
1201,15.7,16.1,-1.0,-1.0,21.1,17.63,14.99,-1.0,10.46,5.6,9.804644
1202,-1.0,58.1,107.9,57.8,-1.0,90.588,89.9,-1.0,57.4,83.5,61.803284
1203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.3,48.55,50.4,58.708286
1204,18.45,31.24,-1.0,-1.0,-1.0,-1.0,32.79,25.03,28.2,56.51,31.480745
1205,-1.0,58.3,115.3,262.9,83.59,135.28,77.2,-1.0,58.4,50.4,59.12224
1206,19.05,28.14,-1.0,-1.0,12.82,108.01,42.25,18.59,48.95,37.22,38.08926
1207,-1.0,19.7,35.6,34.3,-1.0,-1.0,42.55,19.4,-1.0,22.2,19.691938
1208,-1.0,-1.0,42.8,-1.0,-1.0,-1.0,-1.0,34.7,34.49,22.9,28.485369
1209,-1.0,25.1,77.1,196.8,-1.0,-1.0,-1.0,17.7,35.35,24.3,31.604149
1210,13.26,13.44,31.37,-1.0,82.06,66.09,15.15,15.27,16.67,14.46,17.54465
1211,20.8,-1.0,-1.0,28.5,22.22,58.153,15.7,12.2,24.31,30.4,26.058193
1212,34.53,43.82,84.15,-1.0,84.69,51.81,53.33,38.94,34.39,41.86,46.727043
1213,-1.0,23.1,35.8,45.2,55.23,85.41,41.1,-1.0,38.56,41.7,33.47836
1214,-1.0,17.9,42.8,39.0,-1.0,-1.0,-1.0,23.7,16.82,17.7,23.927856
1215,-1.0,-1.0,-1.0,21.3,13.42,21.998,34.4,26.4,14.8,11.2,16.08006
1216,-1.0,52.1,46.7,84.0,-1.0,-1.0,-1.0,78.4,77.69,56.3,57.78956
1217,-1.0,18.2,54.8,58.7,-1.0,-1.0,62.18,37.4,32.63,34.0,32.887486
1218,22.8,38.4,-1.0,43.2,43.26,41.663,-1.0,30.3,27.37,19.4,28.635117
1219,-1.0,39.1,36.4,49.3,42.59,53.411,45.8,-1.0,35.3,64.1,40.474174
1220,15.5,8.8,-1.0,-1.0,25.3,27.701,24.65,-1.0,16.81,11.0,12.246999
1221,-1.0,61.2,71.7,270.7,85.38,90.513,58.2,-1.0,50.3,48.8,53.316944
1222,-1.0,7.3,37.1,50.4,-1.0,-1.0,53.42,34.4,30.99,38.7,28.258816
1223,31.86,52.1,36.6,-1.0,-1.0,94.44,39.35,49.82,31.18,48.57,42.53775
1224,-1.0,-1.0,-1.0,12.7,20.51,33.553,35.3,16.4,8.1,3.3,16.597734
1225,-1.0,-1.0,-1.0,22.8,-1.0,62.93,13.8,23.7,23.4,24.8,15.595044
1226,-1.0,22.62,34.13,44.96,9.41,203.28,25.09,28.81,24.69,14.51,14.687343
1227,-1.0,37.8,59.5,185.5,-1.0,-1.0,66.99,36.3,41.67,42.2,46.995476
1228,-1.0,-1.0,-1.0,82.2,19.74,76.247,28.6,21.8,-1.0,16.3,13.89982
1229,-1.0,45.5,89.3,106.4,-1.0,-1.0,50.4,35.8,45.01,38.9,45.870277
1230,-1.0,30.1,45.3,52.1,-1.0,-1.0,49.14,53.2,42.41,43.7,40.814102
1231,-1.0,19.7,10.0,18.1,29.2,20.822,11.5,11.8,-1.0,14.3,21.814674
1232,38.0,-1.0,-1.0,-1.0,83.86,74.045,-1.0,103.7,44.71,51.2,45.17757
1233,-1.0,9.9,52.5,121.1,-1.0,-1.0,70.27,37.9,29.32,28.4,32.910442
1234,-1.0,51.1,51.8,90.7,-1.0,-1.0,32.23,36.9,38.47,31.0,47.04268
1235,-1.0,-1.0,10.8,18.8,36.47,33.4,17.6,64.0,11.2,14.6,11.02298
1236,-1.0,82.1,55.0,46.7,-1.0,137.56,89.2,-1.0,55.8,77.0,76.6491
1237,-1.0,-1.0,49.3,-1.0,-1.0,-1.0,-1.0,-1.0,38.57,42.4,29.326944
1238,-1.0,-1.0,-1.0,16.5,29.48,15.479,18.9,18.0,16.4,22.3,15.573112
1239,-1.0,-1.0,46.3,81.7,107.74,101.54,47.3,77.8,79.4,45.9,57.107807
1240,-1.0,83.5,94.7,241.2,122.67,183.69,117.3,108.3,105.51,74.3,83.11641
1241,-1.0,28.7,30.1,52.8,-1.0,-1.0,-1.0,61.0,45.49,35.6,38.241985
1242,-1.0,29.2,27.0,25.4,-1.0,-1.0,-1.0,-1.0,17.05,23.9,23.363276
1243,56.46,51.88,56.49,86.98,-1.0,37.2,61.38,58.56,57.28,60.59,63.228218
1244,-1.0,36.5,36.3,129.2,63.22,79.808,28.1,-1.0,25.2,26.3,37.101463
1245,21.0,14.6,-1.0,-1.0,42.5,41.093,23.54,-1.0,24.56,18.2,19.33219
1246,7.2,-1.0,-1.0,17.5,-1.0,45.22,7.6,0.9,14.9,12.0,10.683022
1247,-1.0,0.5,21.3,13.0,-1.0,-1.0,9.61,-1.0,9.44,0.0,8.235511
1248,10.3,-1.0,-1.0,-1.0,-1.0,38.871,22.7,18.4,15.0,23.7,15.33038
1249,-1.0,56.9,63.8,86.9,78.27,89.476,79.8,-1.0,69.0,63.1,58.255676
1250,-1.0,-1.0,-1.0,9.7,30.76,48.09,13.4,21.1,18.8,19.4,18.63949
1251,-1.0,35.1,61.2,-1.0,-1.0,-1.0,96.8,75.9,62.43,44.9,53.440693
1252,-1.0,24.5,71.7,58.4,111.56,100.07,50.6,-1.0,33.7,28.3,38.746513
1253,44.26,27.49,53.89,81.95,-1.0,46.65,57.6,33.76,29.68,21.99,37.055134
1254,-1.0,35.0,61.9,71.1,-1.0,-1.0,-1.0,-1.0,41.93,45.0,45.50983
1255,-1.0,49.6,32.1,85.2,130.39,138.64,75.8,-1.0,58.0,64.5,53.496975
1256,-1.0,48.9,64.0,135.0,121.31,95.661,73.3,-1.0,-1.0,59.5,55.296326
1257,35.0,16.9,-1.0,86.8,119.6,69.851,70.9,-1.0,52.85,25.4,37.856594
1258,14.2,32.0,-1.0,30.2,-1.0,42.755,42.06,-1.0,24.99,18.9,21.939608
1259,-1.0,39.5,60.1,89.2,54.65,81.144,45.9,-1.0,22.2,32.5,46.33532
1260,-1.0,16.9,54.9,93.7,158.3,76.765,50.61,-1.0,-1.0,31.8,31.754446
1261,-1.0,50.1,51.5,108.8,43.74,58.012,40.8,-1.0,-1.0,46.1,45.762897
1262,-1.0,36.5,43.4,-1.0,-1.0,-1.0,31.05,26.1,21.43,19.6,32.181828
1263,-1.0,33.6,48.6,-1.0,-1.0,-1.0,87.3,29.8,35.49,30.4,32.968964
1264,-1.0,53.9,119.4,229.8,-1.0,-1.0,72.39,56.9,62.56,56.8,64.11569
1265,18.56,28.69,28.82,-1.0,-1.0,50.3,25.92,32.82,29.48,27.45,31.842966
1266,18.8,20.6,-1.0,-1.0,36.5,-1.0,-1.0,-1.0,24.9,12.8,17.050512
1267,-1.0,50.0,31.1,41.2,25.44,35.807,47.0,-1.0,49.4,50.7,48.431656
1268,11.8,28.7,-1.0,44.3,37.94,27.194,-1.0,47.4,19.41,17.3,24.09979
1269,-1.0,36.4,49.7,-1.0,-1.0,-1.0,48.79,55.4,43.49,43.1,43.388847
1270,-1.0,-1.0,-1.0,9.1,22.37,35.866,9.1,16.7,11.6,9.5,13.013684
1271,-1.0,58.4,58.9,116.2,-1.0,-1.0,57.63,24.4,29.01,28.1,36.107002
1272,-1.0,53.2,112.3,202.4,-1.0,-1.0,81.5,88.2,80.28,76.8,81.138435
1273,-1.0,60.7,35.8,-1.0,-1.0,-1.0,-1.0,-1.0,23.18,22.0,39.426636
1274,23.5,25.9,-1.0,39.3,38.91,49.763,-1.0,33.0,29.09,25.1,28.036419
1275,22.41,17.98,-1.0,-1.0,-1.0,89.68,25.72,27.73,24.91,16.42,25.184587
1276,-1.0,-1.0,-1.0,79.8,77.35,70.381,41.6,18.0,51.5,37.7,32.695206
1277,-1.0,62.9,68.2,87.6,-1.0,-1.0,-1.0,55.0,49.06,47.3,55.757507
1278,16.49,26.77,26.15,58.06,-1.0,-1.0,25.45,21.6,18.94,20.74,27.769073
1279,18.3,33.9,-1.0,34.0,32.22,41.104,19.5,11.5,-1.0,23.2,17.16382
1280,-1.0,60.1,49.4,-1.0,-1.0,-1.0,-1.0,43.0,44.23,44.3,50.585857
1281,19.7,31.6,-1.0,25.1,22.7,-1.0,27.9,-1.0,23.33,29.5,19.633987
1282,-1.0,-1.0,50.9,51.1,34.34,57.513,38.9,66.5,38.2,40.5,37.48945
1283,-1.0,32.7,23.5,37.7,39.08,50.797,34.9,-1.0,-1.0,38.1,34.616917
1284,-1.0,45.4,35.6,31.8,57.92,87.061,29.1,-1.0,41.3,39.8,45.74077
1285,-1.0,110.7,74.7,322.2,272.93,242.79,110.0,-1.0,124.6,51.5,103.02559
1286,9.94,16.85,25.47,-1.0,-1.0,50.73,22.17,13.15,26.35,15.15,25.877913
1287,25.71,35.07,51.9,-1.0,19.19,51.05,32.76,24.88,21.24,23.42,32.88755
1288,-1.0,-1.0,15.5,25.9,19.6,69.249,22.1,38.8,15.4,61.6,17.68528
1289,27.5,14.5,-1.0,-1.0,23.6,42.132,30.07,-1.0,18.24,13.3,13.669262
1290,-1.0,51.9,-1.0,143.3,-1.0,-1.0,-1.0,62.4,58.53,61.3,58.272762
1291,65.3,37.3,-1.0,47.0,81.8,81.0,67.8,65.8,54.52,18.6,44.129234
1292,6.67,12.09,5.85,16.02,-1.0,-1.0,8.68,16.36,14.54,10.44,15.520209
1293,-1.0,31.7,50.9,41.4,-1.0,-1.0,-1.0,64.1,31.91,35.5,35.334515
1294,-1.0,48.6,67.4,109.8,-1.0,109.84,35.9,-1.0,27.8,35.7,41.057083
1295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.5,43.01,39.2,28.308897
1296,13.7,22.9,-1.0,78.7,93.75,58.975,25.4,8.4,18.57,13.1,12.967071
1297,-1.0,21.8,20.6,26.4,-1.0,-1.0,-1.0,-1.0,11.76,21.0,18.982384
1298,-1.0,-1.0,-1.0,48.1,40.02,70.547,43.1,40.0,31.0,35.3,30.365284
1299,37.2,63.0,-1.0,107.8,56.57,135.02,43.3,50.1,54.73,60.1,48.201107
1300,-1.0,52.0,72.0,85.6,-1.0,-1.0,-1.0,52.7,45.96,48.4,52.274105
1301,-1.0,33.7,48.4,162.3,47.2,104.67,37.3,-1.0,-1.0,28.7,60.37887
1302,-1.0,68.2,72.2,200.5,239.44,199.3,75.8,72.7,83.6,51.4,57.402653
1303,-1.0,3.5,17.9,22.2,9.67,38.774,11.9,-1.0,-1.0,13.4,8.388968
1304,-1.0,23.9,69.9,73.6,-1.0,-1.0,76.53,55.2,36.7,36.1,40.290855
1305,22.44,43.21,58.47,-1.0,-1.0,10.47,35.0,32.83,40.25,35.37,42.732635
1306,-1.0,-1.0,-1.0,40.2,51.14,20.996,21.0,33.0,15.3,10.6,16.810205
1307,-1.0,-1.0,-1.0,31.6,43.02,36.024,22.7,19.4,17.3,18.6,18.572016
1308,62.4,56.1,-1.0,106.6,71.78,116.78,-1.0,69.6,59.93,70.0,55.452106
1309,43.6,52.4,-1.0,41.0,50.31,61.78,-1.0,61.2,46.74,47.7,42.96157
1310,-1.0,52.7,91.4,129.3,72.18,111.49,50.5,-1.0,54.5,46.6,56.207417
1311,-1.0,-1.0,-1.0,31.2,-1.0,51.911,23.8,31.9,29.1,35.6,23.529818
1312,-1.0,37.6,42.3,74.1,76.67,97.638,-1.0,-1.0,61.7,16.3,52.971855
1313,27.1,22.5,-1.0,42.7,18.91,52.131,24.9,21.7,23.6,31.1,22.773413
1314,-1.0,62.4,121.6,229.9,109.4,90.544,86.9,70.8,55.06,45.0,61.680046
1315,17.08,-1.0,3.46,24.05,-1.0,51.94,12.65,11.95,19.38,15.34,15.733827
1316,-1.0,58.0,58.1,-1.0,-1.0,-1.0,53.59,47.1,-1.0,51.4,52.367416
1317,-1.0,43.6,40.0,81.9,-1.0,84.971,63.6,-1.0,33.9,29.2,40.982235
1318,-1.0,29.3,50.7,309.8,-1.0,-1.0,46.58,69.7,-1.0,55.6,23.10424
1319,-1.0,20.8,33.7,-1.0,-1.0,-1.0,-1.0,-1.0,28.87,28.3,29.85946
1320,-1.0,26.3,27.9,-1.0,-1.0,-1.0,-1.0,19.3,21.77,18.0,26.165485
1321,23.71,29.63,35.46,-1.0,64.42,116.11,19.21,41.24,28.84,29.83,26.752811
1322,23.6,21.4,-1.0,50.9,56.92,61.008,-1.0,25.7,30.61,30.1,28.7842
1323,-1.0,-1.0,-1.0,41.0,104.01,116.12,41.1,48.1,29.3,21.4,33.04387
1324,-1.0,16.4,58.3,63.0,41.45,60.31,42.0,33.7,32.97,27.6,29.67936
1325,9.4,21.8,-1.0,15.5,22.6,-1.0,25.16,-1.0,18.13,22.2,16.494167
1326,-1.0,22.9,74.9,42.9,137.91,163.88,80.5,-1.0,28.5,16.9,34.56744
1327,-1.0,12.5,36.1,-1.0,-1.0,-1.0,141.21,32.8,32.57,33.5,36.766487
1328,41.55,52.65,34.38,-1.0,72.1,56.35,34.49,38.4,40.73,39.31,42.508892
1329,-1.0,47.7,105.8,121.5,-1.0,-1.0,15.79,22.7,34.45,52.6,35.40515
1330,-1.0,41.2,42.9,85.6,168.61,203.36,43.3,58.4,61.38,52.7,44.73192
1331,-1.0,46.3,44.9,80.3,46.85,79.674,60.0,-1.0,40.5,29.2,44.52331
1332,-1.0,6.8,6.6,6.3,18.43,19.609,14.4,-1.0,20.9,5.3,10.706534
1333,12.1,25.3,-1.0,23.7,-1.0,35.194,19.62,-1.0,19.63,18.7,17.544193
1334,-1.0,-1.0,-1.0,40.7,43.55,52.228,31.1,34.2,38.6,29.6,31.369795
1335,-1.0,28.4,33.5,37.2,-1.0,-1.0,7.81,16.0,24.0,22.4,26.806795
1336,-1.0,39.0,20.9,26.6,-1.0,-1.0,38.82,-1.0,19.4,19.4,21.258816
1337,20.6,32.5,-1.0,89.2,53.44,66.242,-1.0,27.6,29.69,25.1,28.176311
1338,-1.0,-1.0,-1.0,62.5,65.32,70.243,38.7,41.5,37.4,24.8,35.269848
1339,52.8,-1.0,115.27,-1.0,68.99,84.24,100.46,29.15,46.49,138.09,34.74153
1340,-1.0,41.0,55.4,55.1,-1.0,48.102,53.1,-1.0,47.7,39.7,46.043446
1341,-1.0,-1.0,-1.0,24.4,25.15,54.694,34.9,18.5,15.3,13.4,17.287497
1342,-1.0,-1.0,35.7,-1.0,-1.0,-1.0,177.71,18.8,29.48,24.8,31.217707
1343,-1.0,4.9,30.6,61.1,20.3,72.695,25.98,-1.0,-1.0,17.6,18.01253
1344,35.72,46.32,51.85,-1.0,43.85,408.98,31.8,32.26,49.12,40.81,40.73739
1345,-1.0,46.5,67.9,90.9,-1.0,59.563,34.0,-1.0,22.7,43.9,42.465538
1346,-1.0,20.7,33.0,76.1,29.98,56.769,31.6,-1.0,31.6,26.2,28.7222
1347,-1.0,50.7,51.9,64.3,135.22,104.76,-1.0,-1.0,50.4,39.9,58.14372
1348,-1.0,39.8,37.6,81.8,33.02,64.048,36.5,-1.0,26.3,33.1,41.303093
1349,28.9,56.4,-1.0,22.9,42.1,44.895,-1.0,-1.0,19.2,24.2,17.516554
1350,-1.0,19.3,44.3,38.1,-1.0,-1.0,38.56,30.0,26.39,30.7,28.529457
1351,-1.0,28.2,45.3,74.2,38.05,46.014,35.6,-1.0,35.3,19.4,33.46214
1352,21.8,45.6,-1.0,23.5,31.3,36.004,-1.0,-1.0,31.51,25.5,21.553038
1353,-1.0,26.2,57.1,165.7,54.51,101.27,44.7,-1.0,23.5,29.1,31.307306
1354,-1.0,-1.0,-1.0,26.0,11.49,51.729,26.6,9.3,17.0,15.4,14.968516
1355,-1.0,26.5,37.9,26.8,37.61,36.014,42.4,-1.0,52.3,64.1,35.57031
1356,54.5,-1.0,-1.0,151.6,103.71,154.48,77.3,33.4,73.74,48.6,48.96421
1357,-1.0,-1.0,-1.0,19.4,-1.0,51.525,16.1,22.1,12.7,17.2,11.722188
1358,63.6,-1.0,-1.0,147.9,70.23,97.563,-1.0,18.7,47.03,41.0,48.19972
1359,24.4,27.2,43.1,105.0,88.19,-1.0,75.3,40.9,65.0,29.9,42.09402
1360,15.37,18.89,27.14,-1.0,-1.0,44.88,17.97,15.0,25.53,26.77,28.563784
1361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.2,44.04,38.7,38.621376
1362,-1.0,53.7,87.9,138.4,70.47,185.17,71.4,-1.0,65.9,54.3,57.59719
1363,88.5,82.1,70.3,202.0,230.47,-1.0,81.3,54.1,131.93,63.2,74.316414
1364,-1.0,-1.0,-1.0,61.8,32.47,57.123,22.3,22.6,24.3,12.0,21.38689
1365,54.9,-1.0,-1.0,40.8,44.75,60.87,50.8,31.5,37.92,73.6,36.558952
1366,-1.0,30.6,33.5,67.4,54.71,93.925,23.7,-1.0,27.6,15.2,33.682945
1367,-1.0,28.5,-1.0,49.8,37.09,61.519,32.1,-1.0,32.0,27.4,31.135921
1368,-1.0,-1.0,36.2,115.6,82.59,52.447,54.2,31.2,42.2,34.6,34.137024
1369,-1.0,26.7,83.8,59.9,86.87,96.484,65.3,44.5,51.07,33.5,43.32654
1370,-1.0,79.8,105.6,190.3,163.81,183.16,68.4,-1.0,-1.0,84.3,72.492256
1371,-1.0,-1.0,-1.0,17.0,22.61,54.587,15.9,34.2,21.0,20.3,19.531298
1372,-1.0,47.9,32.9,73.3,34.59,54.859,30.9,-1.0,26.4,22.6,49.471607
1373,30.22,38.68,33.95,-1.0,-1.0,73.77,23.1,-1.0,21.79,26.13,29.532774
1374,19.3,43.5,-1.0,31.8,-1.0,45.575,48.5,-1.0,32.38,25.8,27.224268
1375,-1.0,-1.0,-1.0,-1.0,-1.0,33.258,13.1,11.9,12.6,7.0,11.188359
1376,39.9,26.0,-1.0,50.7,51.74,-1.0,-1.0,37.8,26.21,28.8,30.792234
1377,-1.0,43.9,-1.0,45.6,50.35,60.104,40.0,-1.0,55.3,27.0,41.279797
1378,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.1,46.38,14.9,35.405693
