,AGU,ATM,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,LDO_med,LDO_pred
1023,39.4,42.2,255.6,70.67,-1.0,111.93,60.0,47.4,58.95,62.0,70.3589
1024,-1.0,60.2,-1.0,-1.0,131.8,-1.0,132.54,86.8,117.92,215.5,144.85965
1025,-1.0,-1.0,38.89,-1.0,-1.0,268.78,-1.0,-1.0,-1.0,41.33,37.524204
1026,-1.0,-1.0,21.36,27.2,-1.0,-1.0,-1.0,-1.0,-1.0,13.36,18.242764
1027,-1.0,8.3,21.6,21.77,12.1,32.598,21.8,-1.0,13.3,24.4,18.694809
1028,-1.0,54.5,143.0,43.48,44.7,58.828,42.9,59.4,44.26,65.3,58.548485
1029,-1.0,-1.0,227.6,59.92,51.4,91.491,61.5,72.1,47.4,74.3,104.9476
1030,-1.0,59.7,65.5,-1.0,74.3,-1.0,55.32,47.5,56.77,68.1,54.964233
1031,-1.0,-1.0,26.2,-1.0,-1.0,-1.0,-1.0,-1.0,13.23,22.0,21.574537
1032,-1.0,41.3,40.1,-1.0,-1.0,-1.0,33.31,-1.0,-1.0,31.7,44.463947
1033,55.2,53.6,105.9,78.12,51.5,68.737,73.4,65.9,58.63,85.2,67.77693
1034,-1.0,18.9,31.4,-1.0,-1.0,-1.0,55.68,-1.0,16.02,37.1,35.881912
1035,51.96,72.93,-1.0,-1.0,65.86,9.83,43.14,61.32,45.87,65.18,44.898132
1036,-1.0,-1.0,91.84,28.06,-1.0,-1.0,-1.0,-1.0,-1.0,23.24,42.07283
1037,-1.0,29.0,-1.0,100.8,-1.0,81.816,79.01,-1.0,-1.0,49.0,53.570705
1038,-1.0,43.8,87.2,54.61,48.2,79.234,45.0,-1.0,60.9,54.0,48.91814
1039,-1.0,23.5,73.5,-1.0,20.8,65.94,42.1,33.1,37.6,42.5,37.33603
1040,75.38,72.16,-1.0,-1.0,99.57,57.46,86.04,46.91,93.69,87.53,72.415985
1041,-1.0,32.0,102.1,-1.0,31.7,-1.0,-1.0,27.1,25.11,49.5,57.973095
1042,-1.0,-1.0,108.0,145.73,45.9,107.41,104.9,77.4,125.3,106.1,69.06628
1043,-1.0,5.6,54.8,-1.0,19.0,-1.0,29.53,28.7,27.15,28.3,32.09121
1044,-1.0,14.9,47.1,-1.0,25.0,-1.0,2.67,26.4,23.67,21.0,37.268925
1045,-1.0,-1.0,24.4,52.53,14.8,63.734,15.5,39.0,21.2,29.9,18.733992
1046,-1.0,39.6,155.7,-1.0,44.5,-1.0,53.48,61.3,-1.0,74.7,56.807953
1047,-1.0,34.5,42.3,-1.0,-1.0,-1.0,-1.0,33.3,33.69,40.3,34.33102
1048,-1.0,62.4,163.9,-1.0,47.7,-1.0,56.09,39.9,55.87,91.9,76.988914
1049,23.89,43.71,-1.0,-1.0,38.92,62.51,42.61,36.03,37.96,73.28,41.595215
1050,-1.0,30.3,28.3,-1.0,-1.0,-1.0,24.62,-1.0,23.34,27.0,23.146091
1051,-1.0,9.1,12.9,-1.0,-1.0,-1.0,17.3,-1.0,10.96,22.6,16.074644
1052,7.96,15.89,-1.0,-1.0,14.94,41.4,12.01,12.91,15.8,30.57,19.118841
1053,-1.0,32.7,62.1,47.49,33.4,103.79,35.0,48.4,30.22,29.2,35.748806
1054,-1.0,-1.0,29.2,-1.0,-1.0,-1.0,-1.0,-1.0,17.57,23.5,26.08562
1055,-1.0,-1.0,72.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.82,41.418983
1056,-1.0,84.5,85.8,126.52,78.8,285.15,46.4,94.9,50.5,69.5,50.478836
1057,28.05,23.63,30.88,-1.0,22.71,-1.0,38.51,20.76,19.17,29.56,35.699215
1058,-1.0,24.0,-1.0,-1.0,39.6,-1.0,47.49,50.0,41.72,58.6,61.047768
1059,-1.0,67.5,193.1,-1.0,39.2,-1.0,82.1,60.5,62.87,88.4,87.19525
1060,-1.0,36.7,63.4,69.91,42.4,96.402,62.4,78.1,60.7,39.9,54.720512
1061,-1.0,-1.0,80.6,57.95,23.4,86.185,11.1,34.6,26.0,72.9,36.380127
1062,-1.0,16.5,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.18,46.1,27.0433
1063,-1.0,45.3,73.6,68.22,52.5,132.93,34.0,-1.0,32.9,31.3,37.270287
1064,-1.0,-1.0,68.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.82,39.57546
1065,-1.0,0.5,13.0,-1.0,0.0,-1.0,9.61,-1.0,9.44,21.3,14.7358
1066,35.35,-1.0,-1.0,-1.0,43.13,140.66,28.76,30.59,28.48,38.54,36.097622
1067,-1.0,16.6,19.5,-1.0,-1.0,-1.0,-1.0,9.9,16.6,56.3,23.748112
1068,-1.0,127.4,118.5,260.83,97.4,333.24,125.0,-1.0,128.9,138.1,98.19629
1069,-1.0,56.3,125.8,63.7,51.5,109.2,42.8,-1.0,37.8,69.4,64.0926
1070,-1.0,-1.0,28.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.97,24.030155
1071,27.0,36.47,-1.0,-1.0,35.23,23.66,59.18,26.2,31.46,65.95,52.823727
1072,-1.0,-1.0,46.02,-1.0,-1.0,44.65,-1.0,-1.0,-1.0,19.32,36.047432
1073,-1.0,14.3,7.6,-1.0,-1.0,-1.0,20.78,-1.0,21.0,26.9,19.20186
1074,-1.0,-1.0,83.26,-1.0,-1.0,69.64,-1.0,-1.0,-1.0,58.71,50.903862
1075,-1.0,51.9,361.9,53.48,33.5,54.956,44.4,-1.0,47.4,42.4,71.65737
1076,-1.0,6.6,21.7,-1.0,18.2,-1.0,-1.0,-1.0,13.51,30.3,23.73435
1077,-1.0,21.0,64.8,35.38,25.3,88.536,26.8,-1.0,31.9,41.6,32.81733
1078,-1.0,25.1,67.9,30.83,32.2,60.612,25.7,-1.0,44.2,35.7,35.382057
1079,-1.0,-1.0,39.78,-1.0,-1.0,30.35,-1.0,-1.0,-1.0,33.52,33.03646
1080,-1.0,10.5,27.7,-1.0,-1.0,-1.0,15.06,-1.0,12.0,5.9,20.452885
1081,-1.0,23.3,38.1,-1.0,21.4,-1.0,24.92,19.2,25.76,35.0,34.25255
1082,-1.0,46.3,81.2,-1.0,44.3,-1.0,-1.0,46.8,49.56,103.6,61.340755
1083,-1.0,34.5,19.4,-1.0,-1.0,-1.0,17.14,-1.0,14.89,26.8,16.960234
1084,-1.0,-1.0,38.31,-1.0,-1.0,101.1,-1.0,-1.0,-1.0,37.33,32.92146
1085,15.04,31.64,-1.0,122.79,30.54,57.52,11.4,21.89,27.63,25.13,20.59459
1086,13.09,22.98,-1.0,-1.0,16.96,44.08,20.98,15.6,14.81,33.2,26.823702
1087,-1.0,-1.0,20.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.13,19.105907
1088,-1.0,-1.0,14.6,51.38,10.7,32.177,20.2,31.2,13.4,27.9,24.782352
1089,-1.0,39.0,27.9,-1.0,-1.0,-1.0,-1.0,-1.0,17.37,20.9,28.306938
1090,-1.0,80.8,-1.0,58.21,107.4,104.03,47.2,-1.0,41.3,65.7,54.664318
1091,-1.0,43.0,-1.0,-1.0,57.2,-1.0,-1.0,-1.0,41.22,53.9,42.45458
1092,-1.0,24.5,66.3,-1.0,26.0,62.754,46.7,42.7,32.8,32.9,41.23835
1093,-1.0,44.1,57.3,63.55,47.2,86.751,51.4,-1.0,49.1,54.6,43.437702
1094,-1.0,37.2,54.6,-1.0,-1.0,-1.0,-1.0,-1.0,11.15,42.4,49.9458
1095,-1.0,51.0,127.6,51.93,7.6,133.55,54.5,-1.0,35.7,125.3,42.90653
1096,-1.0,39.8,67.2,-1.0,35.8,-1.0,-1.0,36.5,32.53,62.8,51.565468
1097,-1.0,-1.0,11.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.06,11.686999
1098,-1.0,-1.0,20.5,-1.0,-1.0,-1.0,14.6,-1.0,16.73,7.1,21.762331
1099,-1.0,28.63,37.75,23.29,18.94,64.7,16.41,14.91,16.53,15.23,18.881422
1100,-1.0,43.3,91.8,-1.0,36.0,-1.0,-1.0,31.5,26.12,121.4,52.80327
1101,-1.0,-1.0,-1.0,-1.0,-1.0,59.85,-1.0,-1.0,-1.0,37.47,28.635042
1102,-1.0,-1.0,37.8,43.1,36.1,64.523,-1.0,-1.0,-1.0,33.8,43.22209
1103,-1.0,37.1,45.0,42.98,37.2,38.942,44.1,-1.0,37.9,28.7,33.00362
1104,-1.0,44.2,73.7,64.21,49.2,77.665,52.6,-1.0,49.4,53.0,49.456223
1105,-1.0,11.6,53.8,23.1,-1.0,47.245,-1.0,-1.0,-1.0,34.6,51.426147
1106,-1.0,52.6,94.0,-1.0,24.8,-1.0,57.83,24.0,36.3,90.9,59.382153
1107,-1.0,-1.0,34.7,45.6,32.6,65.931,37.2,33.0,40.2,49.2,37.44913
1108,24.73,20.11,29.26,-1.0,15.83,-1.0,22.36,35.33,17.07,17.68,21.97884
1109,53.3,44.7,60.5,58.67,46.4,112.94,38.3,47.9,45.22,37.7,41.881718
1110,-1.0,-1.0,59.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,103.79,36.17922
1111,113.3,64.5,241.8,223.07,54.8,169.13,47.3,-1.0,52.11,41.2,74.528595
1112,-1.0,-1.0,26.5,22.8,-1.0,-1.0,48.38,-1.0,-1.0,15.0,16.952005
1113,-1.0,30.4,38.6,-1.0,23.0,-1.0,17.78,12.2,29.69,25.6,36.936104
1114,-1.0,29.3,36.1,73.23,40.5,94.74,40.3,47.5,40.79,34.2,37.679585
1115,-1.0,17.5,20.5,-1.0,-1.0,-1.0,22.56,-1.0,8.75,24.0,18.092802
1116,-1.0,36.0,57.7,-1.0,40.7,68.158,-1.0,56.2,44.0,44.6,54.761044
1117,-1.0,73.4,-1.0,-1.0,55.5,-1.0,-1.0,-1.0,20.87,32.4,40.026184
1118,-1.0,48.1,128.9,-1.0,36.2,-1.0,46.19,17.2,25.59,68.8,59.209217
1119,37.85,-1.0,25.87,21.98,15.97,61.14,29.8,24.56,26.15,14.14,25.454954
1120,-1.0,11.3,-1.0,-1.0,50.2,-1.0,-1.0,-1.0,26.63,60.6,27.417717
1121,-1.0,55.7,-1.0,-1.0,39.8,-1.0,-1.0,56.2,28.88,22.6,34.646496
1122,-1.0,22.8,21.5,-1.0,-1.0,-1.0,31.32,-1.0,12.98,12.2,19.746151
1123,-1.0,34.2,30.6,27.51,25.8,51.877,37.8,-1.0,40.6,35.9,30.94466
1124,-1.0,-1.0,29.7,-1.0,17.7,-1.0,23.6,20.8,13.73,22.2,27.426018
1125,-1.0,38.5,64.2,-1.0,36.9,-1.0,-1.0,31.9,38.12,37.1,52.282604
1126,-1.0,-1.0,44.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.37,30.007757
1127,-1.0,57.5,51.6,-1.0,28.6,-1.0,34.18,24.0,-1.0,61.3,52.149456
1128,-1.0,12.3,72.3,-1.0,16.5,-1.0,47.3,37.3,27.23,60.3,39.8037
1129,-1.0,74.6,34.8,101.82,74.0,110.36,42.3,-1.0,53.4,57.0,67.912094
1130,-1.0,9.4,25.9,-1.0,26.6,-1.0,-1.0,17.8,28.51,27.6,34.410492
1131,-1.0,41.5,69.6,-1.0,24.6,-1.0,49.89,11.0,30.37,45.7,53.258118
1132,51.81,-1.0,-1.0,-1.0,16.2,50.3,10.79,23.21,20.22,26.31,21.942059
1133,-1.0,-1.0,24.69,7.3,-1.0,75.15,-1.0,-1.0,-1.0,13.92,21.437992
1134,-1.0,18.2,12.1,-1.0,-1.0,-1.0,-1.0,-1.0,10.32,12.8,14.352658
1135,34.6,44.9,105.0,26.95,33.2,94.936,23.1,20.7,19.4,46.9,41.736893
1136,-1.0,-1.0,52.54,-1.0,-1.0,176.03,-1.0,-1.0,-1.0,39.14,41.677612
1137,-1.0,-1.0,61.36,-1.0,-1.0,139.63,-1.0,-1.0,-1.0,38.93,41.819633
1138,-1.0,105.0,99.4,11.67,-1.0,-1.0,277.6,-1.0,387.2,309.1,200.39026
1139,-1.0,71.7,184.6,172.0,89.4,161.35,100.7,-1.0,73.2,109.7,86.68449
1140,-1.0,0.4,49.7,-1.0,-1.0,-1.0,22.61,-1.0,13.33,14.6,38.069767
1141,-1.0,31.4,80.6,44.87,28.2,116.15,45.1,11.5,36.51,51.9,52.25765
1142,-1.0,33.2,44.0,44.98,29.6,60.478,37.0,-1.0,35.6,25.4,34.384674
1143,-1.0,30.4,59.9,52.63,36.2,81.284,39.0,-1.0,22.9,35.9,40.04121
1144,-1.0,9.0,-1.0,-1.0,18.7,-1.0,-1.0,-1.0,11.63,8.4,22.210815
1145,15.82,10.32,-1.0,74.05,12.98,70.76,7.4,13.93,16.07,9.85,18.03675
1146,-1.0,8.1,4.3,4.0,-1.0,19.308,-1.0,-1.0,-1.0,6.5,20.330471
1147,-1.0,-1.0,29.3,-1.0,-1.0,-1.0,18.18,-1.0,16.68,29.6,23.293161
1148,-1.0,57.0,48.4,-1.0,81.8,-1.0,91.38,50.5,55.16,78.2,49.155445
1149,-1.0,33.5,76.4,-1.0,38.6,64.164,36.1,-1.0,37.0,45.0,37.97326
1150,-1.0,-1.0,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,10.63,18.1,17.89666
1151,-1.0,-1.0,19.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.88,17.77158
1152,-1.0,19.2,55.2,24.7,14.2,57.794,52.65,-1.0,-1.0,32.8,45.87857
1153,-1.0,-1.0,40.24,60.25,-1.0,-1.0,-1.0,-1.0,-1.0,26.64,25.688463
1154,18.4,35.64,-1.0,-1.0,28.76,55.67,21.27,15.46,21.45,24.36,31.130777
1155,-1.0,39.5,-1.0,246.8,-1.0,172.51,65.28,-1.0,-1.0,52.4,87.39766
1156,-1.0,10.7,-1.0,-1.0,37.6,-1.0,-1.0,-1.0,25.1,35.6,29.403908
1157,-1.0,14.7,35.0,66.04,16.4,80.829,16.3,18.3,25.94,22.0,22.587847
1158,-1.0,0.9,14.6,-1.0,-1.0,-1.0,46.32,-1.0,2.77,9.2,29.7649
1159,-1.0,-1.0,37.81,45.59,-1.0,-1.0,-1.0,-1.0,-1.0,20.35,23.141592
1160,-1.0,-1.0,113.8,71.75,26.7,175.18,41.1,34.8,23.5,115.0,68.56698
1161,-1.0,-1.0,52.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.66,33.70504
1162,38.05,29.52,-1.0,34.5,56.37,55.86,26.51,35.42,29.91,29.37,32.45092
1163,-1.0,-1.0,32.4,51.48,-1.0,41.54,-1.0,-1.0,-1.0,16.73,30.51885
1164,-1.0,-1.0,-1.0,-1.0,-1.0,121.67,-1.0,-1.0,-1.0,39.71,26.939959
1165,23.21,28.62,-1.0,-1.0,30.18,32.5,45.82,26.03,27.43,50.27,43.19854
1166,14.25,15.0,-1.0,-1.0,15.17,29.33,14.08,21.32,17.54,23.29,16.49532
1167,-1.0,41.6,281.3,30.57,80.6,79.43,37.1,-1.0,25.1,63.8,67.71886
1168,19.07,19.58,-1.0,51.28,15.6,62.31,15.07,19.51,21.77,23.06,20.829828
1169,-1.0,25.1,28.6,25.97,26.0,52.695,24.3,-1.0,20.9,24.6,25.090736
1170,-1.0,19.4,-1.0,-1.0,19.6,-1.0,63.61,19.1,23.14,33.2,41.093025
1171,-1.0,19.0,32.2,36.54,38.4,66.532,37.9,-1.0,-1.0,36.4,41.36355
1172,-1.0,6.4,14.9,-1.0,-1.0,-1.0,21.64,-1.0,14.65,18.9,21.534416
1173,-1.0,64.1,71.7,-1.0,35.0,-1.0,-1.0,48.2,33.77,80.7,50.00712
1174,-1.0,-1.0,18.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.09,17.091202
1175,-1.0,-1.0,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,20.76,11.5,28.859003
1176,-1.0,24.2,38.7,-1.0,24.1,32.812,24.5,29.3,21.8,35.3,29.858143
1177,-1.0,130.4,165.5,147.54,128.9,111.86,153.4,157.7,123.5,163.8,109.05769
1178,-1.0,35.9,97.8,46.07,41.5,93.344,42.6,-1.0,41.8,37.1,52.854675
1179,-1.0,5.7,7.8,-1.0,-1.0,-1.0,0.14,-1.0,8.42,11.8,13.648246
1180,-1.0,27.06,34.66,-1.0,39.17,-1.0,47.83,21.55,14.05,46.65,36.16791
1181,-1.0,8.1,10.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.1,26.36576
1182,-1.0,23.2,76.4,-1.0,14.0,-1.0,-1.0,22.3,37.81,33.7,48.88468
1183,-1.0,-1.0,18.6,-1.0,-1.0,-1.0,-1.0,-1.0,11.73,15.9,17.89456
1184,-1.0,-1.0,-1.0,-1.0,-1.0,134.74,-1.0,-1.0,-1.0,5.64,24.355951
1185,-1.0,51.2,342.9,164.61,41.5,315.33,50.1,40.3,50.5,119.3,59.27101
1186,-1.0,30.6,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.83,24.3,28.912453
1187,29.14,6.25,-1.0,127.77,26.9,-1.0,25.85,34.29,31.9,34.04,22.748495
1188,-1.0,-1.0,51.5,-1.0,-1.0,-1.0,-1.0,-1.0,43.82,48.9,48.641457
1189,-1.0,-1.0,33.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.67,25.768032
1190,-1.0,69.2,226.9,160.52,67.7,164.25,110.3,-1.0,70.2,151.1,87.04536
1191,-1.0,-1.0,12.8,13.77,13.8,33.384,17.8,13.5,12.3,8.5,14.99556
1192,-1.0,18.4,58.0,-1.0,48.7,67.23,47.2,41.7,54.5,59.5,39.43639
1193,-1.0,23.1,-1.0,118.7,-1.0,104.27,1.32,-1.0,38.27,43.4,26.010706
1194,-1.0,36.3,25.4,-1.0,-1.0,-1.0,27.07,-1.0,-1.0,25.4,35.701912
1195,-1.0,30.5,42.5,60.07,31.4,52.344,49.8,-1.0,36.7,42.5,41.846058
1196,-1.0,20.9,-1.0,-1.0,35.7,-1.0,-1.0,-1.0,36.36,31.7,37.152405
1197,-1.0,86.2,291.9,243.37,34.1,178.85,73.5,84.1,86.09,37.9,83.16773
1198,-1.0,-1.0,21.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.11,19.686047
1199,-1.0,-1.0,61.6,-1.0,-1.0,-1.0,-1.0,-1.0,38.17,50.5,45.106686
1200,-1.0,33.5,116.8,175.8,56.4,127.75,91.5,47.4,101.02,78.7,70.672935
1201,-1.0,44.7,58.9,-1.0,-1.0,-1.0,-1.0,44.4,42.91,54.2,42.782684
1202,-1.0,20.8,25.2,33.94,14.2,37.019,28.0,-1.0,-1.0,25.3,24.114735
1203,-1.0,28.4,42.2,-1.0,26.5,-1.0,38.53,31.4,-1.0,34.0,35.57396
1204,-1.0,15.0,29.6,-1.0,-1.0,-1.0,-1.0,-1.0,18.26,21.3,26.083216
1205,-1.0,90.7,68.5,97.62,60.5,111.05,60.3,98.0,98.39,45.3,69.85547
1206,-1.0,63.3,126.1,90.47,37.1,66.086,58.1,60.2,43.8,78.6,56.70497
1207,-1.0,-1.0,61.1,-1.0,-1.0,-1.0,-1.0,-1.0,28.34,42.0,47.064915
1208,84.7,78.1,215.2,257.83,69.3,272.92,110.3,98.6,88.4,85.7,109.63979
1209,-1.0,46.6,-1.0,36.5,-1.0,41.38,35.15,-1.0,19.47,35.6,50.06227
1210,-1.0,18.4,194.0,-1.0,-1.0,-1.0,-1.0,4.7,52.92,34.0,50.61455
1211,-1.0,27.7,58.8,36.88,42.3,51.991,21.9,-1.0,16.6,31.8,31.703281
1212,-1.0,3.7,7.8,-1.0,-1.0,-1.0,8.27,-1.0,-1.0,27.6,8.088625
1213,-1.0,41.0,-1.0,-1.0,39.7,-1.0,12.81,42.5,41.16,83.0,51.525887
1214,-1.0,58.7,75.3,68.5,-1.0,38.629,-1.0,-1.0,-1.0,42.3,70.44843
1215,-1.0,72.7,83.6,130.43,80.3,169.23,61.6,-1.0,58.7,74.6,70.375885
1216,-1.0,-1.0,104.3,25.81,16.7,52.31,20.2,20.5,23.5,25.4,46.18271
1217,-1.0,-1.0,107.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.51,51.724373
1218,-1.0,14.7,34.7,-1.0,-1.0,-1.0,24.15,-1.0,-1.0,19.3,33.128746
1219,-1.0,52.3,88.6,-1.0,31.0,-1.0,30.57,19.4,43.63,38.9,52.153393
1220,43.8,42.35,-1.0,147.02,45.77,121.34,39.62,53.54,43.01,26.8,40.3367
1221,-1.0,25.3,37.7,24.08,34.8,51.733,28.0,-1.0,13.2,34.8,28.417679
1222,-1.0,-1.0,35.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.54,26.577883
1223,-1.0,-1.0,17.42,59.93,-1.0,-1.0,-1.0,-1.0,-1.0,16.55,15.662409
1224,23.12,21.88,-1.0,39.05,23.04,25.58,19.66,26.19,24.37,23.34,24.57626
1225,-1.0,-1.0,22.2,36.01,18.0,85.536,18.3,55.8,-1.0,22.0,18.61551
1226,-1.0,40.2,47.4,82.87,30.1,50.181,61.7,-1.0,31.7,43.6,50.66558
1227,30.09,-1.0,27.58,-1.0,-1.0,244.51,60.51,65.62,15.59,53.22,46.294304
1228,-1.0,13.6,14.2,-1.0,-1.0,-1.0,-1.0,-1.0,24.56,29.1,27.793665
1229,-1.0,58.0,58.4,-1.0,45.7,-1.0,44.09,39.0,34.93,47.8,46.763657
1230,-1.0,36.74,8.67,-1.0,-1.0,146.45,18.97,24.89,16.86,28.57,23.688364
1231,-1.0,31.7,28.6,47.65,24.5,40.14,29.5,-1.0,-1.0,39.0,30.852596
1232,-1.0,52.1,88.2,-1.0,43.1,-1.0,92.22,50.2,-1.0,78.3,58.694344
1233,42.41,14.72,11.49,-1.0,18.74,-1.0,31.04,21.51,20.82,16.49,27.869583
1234,-1.0,-1.0,239.78,-1.0,-1.0,15.7,-1.0,-1.0,-1.0,114.34,77.81565
1235,-1.0,15.0,38.2,-1.0,17.3,51.681,16.9,-1.0,17.0,21.3,19.872398
1236,-1.0,38.0,98.3,75.93,29.4,56.096,29.2,-1.0,19.1,36.9,37.59363
1237,-1.0,67.4,190.4,-1.0,63.8,141.19,52.3,50.6,49.2,56.4,66.92157
1238,-1.0,23.1,21.9,-1.0,27.6,-1.0,-1.0,32.4,40.9,33.3,36.71405
1239,-1.0,49.0,62.4,-1.0,44.2,-1.0,55.14,42.5,53.35,53.9,57.195526
1240,-1.0,21.2,65.8,-1.0,-1.0,-1.0,24.1,-1.0,16.91,61.7,34.749153
1241,-1.0,46.2,97.0,63.0,23.5,113.57,44.0,-1.0,64.5,30.2,47.66823
1242,54.9,79.86,129.33,-1.0,-1.0,-1.0,78.01,44.51,82.96,44.99,63.722496
1243,-1.0,23.2,59.5,75.64,40.3,93.963,60.8,50.4,52.46,75.9,53.160725
1244,16.68,40.54,-1.0,60.58,37.64,147.79,39.56,33.99,26.88,73.59,47.3443
1245,-1.0,9.57,-1.0,253.64,5.37,57.29,23.33,7.93,16.98,23.87,14.762622
1246,-1.0,58.4,209.7,-1.0,62.0,-1.0,48.26,73.3,80.45,80.7,84.16955
1247,65.25,67.99,-1.0,73.17,81.61,31.86,60.49,40.88,60.19,89.59,63.119125
1248,-1.0,-1.0,37.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.3,27.340164
1249,26.49,46.14,-1.0,-1.0,42.93,32.84,40.6,28.64,47.49,73.47,39.280334
1250,-1.0,43.8,73.7,-1.0,35.8,-1.0,57.7,39.6,32.56,67.7,50.434196
1251,89.1,53.1,72.7,98.95,60.4,250.47,57.8,66.3,60.19,46.0,68.052315
1252,-1.0,56.1,93.0,-1.0,42.4,137.26,61.2,57.7,61.4,82.3,57.27547
1253,-1.0,9.4,19.3,-1.0,-1.0,-1.0,-1.0,-1.0,21.14,12.4,23.287401
1254,16.4,-1.0,-1.0,-1.0,18.98,32.72,27.33,42.55,33.97,23.38,23.306337
1255,-1.0,-1.0,19.53,-1.0,-1.0,48.35,-1.0,-1.0,-1.0,17.02,20.290083
1256,28.12,44.94,-1.0,201.5,62.05,32.82,34.72,40.95,42.56,32.31,42.150677
1257,-1.0,-1.0,41.0,48.02,28.4,47.331,57.6,31.8,21.9,67.2,44.69962
1258,-1.0,69.8,135.7,66.89,50.2,234.7,67.1,-1.0,41.7,88.8,64.76992
1259,-1.0,58.2,91.4,59.4,-1.0,76.132,-1.0,-1.0,-1.0,91.9,89.72817
1260,34.9,-1.0,294.2,128.55,53.3,198.72,121.5,31.4,60.1,59.5,112.09642
1261,-1.0,31.5,71.0,43.27,29.1,73.036,29.4,-1.0,26.8,40.3,37.16937
1262,-1.0,56.1,125.2,118.64,29.5,150.08,41.9,114.8,38.1,30.0,53.055504
1263,-1.0,72.4,85.0,85.5,66.4,129.02,76.8,-1.0,76.8,72.0,63.78507
1264,-1.0,47.2,135.0,-1.0,64.9,-1.0,82.24,73.0,67.44,83.0,76.93091
1265,58.22,74.31,-1.0,60.48,48.11,78.58,56.55,63.95,57.69,51.83,59.793015
1266,-1.0,-1.0,252.9,-1.0,-1.0,-1.0,50.12,32.6,56.64,137.1,107.09763
1267,-1.0,5.3,28.7,-1.0,-1.0,-1.0,21.33,-1.0,14.51,25.9,28.052357
1268,40.24,42.47,-1.0,-1.0,35.9,75.79,33.17,44.5,40.14,52.89,38.7886
1269,-1.0,37.2,44.2,-1.0,-1.0,-1.0,84.2,35.9,38.49,34.0,35.68252
1270,-1.0,52.3,53.6,44.26,59.8,100.87,60.8,59.9,49.07,48.9,51.469795
1271,-1.0,-1.0,190.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.86,67.14443
1272,-1.0,18.4,16.5,27.9,-1.0,20.638,-1.0,-1.0,-1.0,13.2,19.490738
1273,16.32,9.12,10.39,-1.0,7.13,-1.0,9.74,7.95,10.18,8.46,9.304916
1274,-1.0,11.3,10.0,-1.0,-1.0,-1.0,19.71,-1.0,3.89,13.5,15.269285
1275,14.78,21.77,-1.0,103.12,34.73,51.66,36.26,13.76,40.79,19.53,36.583202
1276,-1.0,51.6,160.2,-1.0,48.3,-1.0,-1.0,46.6,58.4,72.7,84.56535
1277,-1.0,25.7,89.2,-1.0,18.2,-1.0,-1.0,-1.0,26.47,58.1,53.287796
1278,52.6,-1.0,28.9,40.06,10.1,79.624,25.8,27.5,21.71,31.6,28.353971
1279,-1.0,36.6,52.2,46.93,36.1,95.367,37.3,50.6,57.14,46.3,47.060375
1280,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,-1.0,12.4,22.08,20.8,25.515375
1281,-1.0,29.8,111.3,-1.0,40.6,-1.0,12.56,49.6,58.26,53.4,59.13688
1282,-1.0,87.0,80.5,142.44,78.1,120.73,94.7,111.2,124.65,84.5,83.808556
1283,-1.0,-1.0,63.8,54.0,27.4,82.138,27.5,65.9,38.1,36.1,36.18712
1284,-1.0,34.0,165.8,174.3,40.8,119.84,60.84,-1.0,-1.0,51.2,77.92756
1285,-1.0,30.2,73.9,54.04,43.4,82.827,33.2,-1.0,44.4,33.9,42.036034
1286,-1.0,10.0,-1.0,-1.0,14.3,-1.0,-1.0,31.9,22.18,17.4,23.210352
1287,16.05,18.5,-1.0,150.49,17.65,109.18,10.51,23.94,24.07,19.05,20.590054
1288,-1.0,-1.0,69.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.57,39.7889
1289,-1.0,-1.0,116.51,-1.0,-1.0,33.11,-1.0,-1.0,-1.0,59.86,55.25474
1290,-1.0,-1.0,18.97,-1.0,-1.0,65.62,-1.0,-1.0,-1.0,8.11,17.422783
1291,84.1,86.8,162.9,112.67,102.9,217.47,120.2,110.1,123.89,53.9,99.57382
