,AGU,ATM,LDO,LPIN,OBL,SFE,TLA,VAL,CEN,MIR_med,MIR_pred
115,-1.0,40.1,52.6,57.8,54.1,64.396,41.9,-1.0,54.9,41.96,66.14034
116,-1.0,42.5,66.6,96.8,44.8,124.84,59.6,-1.0,31.2,64.48,94.35572
117,43.8,58.6,-1.0,43.8,36.5,55.563,-1.0,69.6,35.51,49.43,40.435688
118,-1.0,-1.0,-1.0,27.1,44.2,58.876,83.2,44.4,34.1,32.34,37.189426
119,39.0,46.5,43.6,49.1,35.4,69.454,44.1,49.1,53.53,55.17,53.26951
120,-1.0,40.2,86.7,131.7,76.3,133.21,88.0,52.9,111.96,77.44,162.03418
121,40.14,34.03,-1.0,-1.0,43.82,-1.0,29.77,25.98,12.11,61.68,49.211834
122,-1.0,16.6,4.6,31.1,26.1,66.078,16.4,23.6,12.34,29.97,51.00615
123,-1.0,9.9,-1.0,-1.0,-1.0,24.402,16.68,-1.0,16.75,15.7,28.4175
124,-1.0,-1.0,17.89,64.99,-1.0,-1.0,-1.0,-1.0,-1.0,34.93,87.43691
125,-1.0,49.0,80.3,309.3,37.9,64.287,75.6,-1.0,63.9,52.51,68.77773
126,11.2,-1.0,-1.0,43.4,22.6,41.107,-1.0,24.6,28.2,37.24,38.76127
127,-1.0,-1.0,-1.0,32.7,17.2,52.569,20.5,30.7,25.4,26.43,37.634586
128,-1.0,48.1,49.1,92.6,37.6,81.903,49.5,-1.0,41.4,75.59,67.62019
129,-1.0,41.9,104.1,229.5,113.5,173.24,110.6,118.1,91.5,317.33,148.06934
130,-1.0,22.7,-1.0,-1.0,-1.0,35.845,22.03,-1.0,21.85,22.9,28.77593
131,-1.0,49.2,61.5,84.5,-1.0,35.137,-1.0,-1.0,-1.0,74.2,49.403206
132,36.7,24.4,41.5,73.8,25.5,48.604,35.2,24.3,19.3,118.56,52.894325
133,-1.0,-1.0,-1.0,82.8,21.6,109.06,42.9,32.4,34.0,48.99,70.629555
134,86.0,58.1,105.9,384.9,75.1,220.55,128.0,-1.0,184.41,299.76,205.98357
135,-1.0,26.1,23.8,54.7,22.3,40.949,28.4,-1.0,25.6,33.81,36.392296
136,-1.0,52.1,111.6,-1.0,-1.0,86.787,68.11,-1.0,-1.0,43.3,112.20679
137,-1.0,-1.0,27.37,40.8,-1.0,99.73,-1.0,-1.0,-1.0,9.57,33.641304
138,69.9,49.6,-1.0,163.1,31.4,114.43,-1.0,42.1,32.02,56.22,103.58302
139,54.6,40.9,-1.0,99.5,23.2,77.53,36.3,26.7,30.79,44.57,51.61919
140,15.9,14.8,-1.0,-1.0,16.0,48.757,16.75,-1.0,17.5,29.3,51.30479
141,-1.0,15.6,26.4,42.1,17.9,55.177,22.9,19.0,18.1,43.67,39.158756
142,-1.0,-1.0,-1.0,35.2,24.9,79.708,23.5,10.6,23.9,44.27,47.3722
143,18.3,10.5,-1.0,27.8,14.0,33.626,22.06,-1.0,15.51,39.0,29.452404
144,-1.0,-1.0,-1.0,35.3,27.5,45.875,25.4,30.8,38.2,39.58,36.100216
145,-1.0,77.6,79.0,38.5,63.8,102.68,59.5,-1.0,64.3,118.99,86.03526
146,55.9,43.7,-1.0,66.6,47.0,89.251,-1.0,61.8,32.29,89.04,51.10473
147,-1.0,37.0,47.5,80.7,32.8,74.058,58.1,66.0,50.2,57.98,94.586555
148,-1.0,-1.0,-1.0,-1.0,-1.0,38.939,-1.0,-1.0,14.94,23.6,28.216728
149,29.4,-1.0,-1.0,-1.0,24.4,56.573,73.75,-1.0,33.9,92.7,42.961647
150,21.38,33.84,26.58,-1.0,29.76,124.45,13.77,20.47,27.83,86.09,120.95396
151,-1.0,-1.0,24.0,45.0,24.5,44.235,40.9,28.5,40.9,67.66,38.490574
152,-1.0,-1.0,50.7,129.5,40.6,71.519,47.3,59.0,42.3,41.96,65.32672
153,26.3,32.9,-1.0,59.6,23.2,78.364,-1.0,25.0,23.38,35.31,38.773926
154,35.3,27.4,-1.0,38.1,19.9,-1.0,48.07,-1.0,33.61,57.1,67.218864
155,-1.0,-1.0,117.2,107.3,31.0,142.35,6.46,-1.0,-1.0,73.6,138.64967
156,-1.0,58.0,20.3,220.5,34.5,178.8,36.8,117.8,35.5,130.48,154.14679
157,-1.0,41.2,43.7,56.7,42.0,135.16,31.64,-1.0,-1.0,58.8,46.02737
158,67.5,48.4,-1.0,59.8,23.2,81.888,58.8,51.7,61.32,63.34,67.18739
159,-1.0,50.6,66.3,224.2,47.7,112.71,54.5,-1.0,45.7,109.09,80.47364
160,-1.0,-1.0,-1.0,27.9,12.0,31.28,20.2,17.3,14.0,30.05,28.508373
161,-1.0,-1.0,-1.0,81.4,17.2,73.347,20.8,15.6,15.1,20.08,31.64291
162,38.6,52.1,31.9,200.2,44.2,194.14,61.8,76.3,118.02,167.2,198.9979
163,32.7,-1.0,-1.0,49.0,27.7,80.083,39.4,44.6,42.25,57.67,52.25803
164,20.3,43.7,-1.0,25.0,18.5,33.3,45.72,-1.0,27.8,28.9,32.923542
165,-1.0,-1.0,-1.0,-1.0,-1.0,10.339,16.45,-1.0,4.24,9.4,16.279099
166,14.0,12.7,-1.0,21.6,14.2,-1.0,30.23,-1.0,19.23,20.9,35.099064
167,-1.0,49.5,67.1,147.5,67.5,156.46,-1.0,-1.0,55.0,110.66,136.92265
168,-1.0,32.4,49.9,75.3,23.1,110.85,35.1,18.9,36.53,36.44,52.10838
169,-1.0,21.0,39.8,58.7,50.1,64.369,32.6,-1.0,20.6,46.37,51.50316
170,-1.0,30.2,38.9,32.2,40.2,78.265,95.3,43.5,33.0,32.45,73.88987
171,-1.0,-1.0,-1.0,14.56,-1.0,34.2,-1.0,-1.0,-1.0,63.89,36.132378
172,-1.0,102.4,102.9,207.8,57.4,223.77,83.6,72.7,92.2,154.25,157.92522
173,32.4,18.5,-1.0,45.6,24.9,80.645,26.5,24.2,22.58,25.3,34.292023
174,-1.0,29.6,37.9,-1.0,-1.0,79.165,13.13,-1.0,-1.0,35.5,99.9991
175,-1.0,-1.0,27.94,23.88,-1.0,102.44,-1.0,-1.0,-1.0,38.57,33.754032
176,-1.0,50.7,39.9,146.6,44.7,182.7,89.2,168.0,86.5,124.49,140.05908
177,-1.0,-1.0,41.7,49.5,16.8,46.124,23.6,26.0,25.4,33.04,49.608814
178,91.6,82.7,45.4,69.7,63.3,147.35,69.3,98.4,86.91,149.29,105.53204
179,25.11,33.62,54.64,-1.0,34.95,20.5,53.83,27.42,43.57,13.4,30.74341
180,31.81,19.68,31.49,-1.0,16.7,105.88,29.1,31.79,27.4,40.27,34.716682
181,34.6,26.7,-1.0,52.9,26.8,66.288,-1.0,33.4,32.37,57.04,50.078598
182,25.7,20.0,-1.0,29.1,14.8,-1.0,20.57,-1.0,16.47,43.4,43.83065
183,10.6,-1.0,-1.0,14.1,5.4,24.553,13.1,8.6,12.95,13.08,14.65275
184,-1.0,-1.0,-1.0,11.1,18.1,13.205,18.9,14.0,23.3,20.52,16.274536
185,-1.0,-1.0,43.7,77.0,29.8,109.39,31.6,36.0,22.3,97.92,69.22756
186,-1.0,-1.0,29.9,25.9,21.7,83.092,30.4,71.3,38.7,48.69,42.295788
187,-1.0,-1.0,-1.0,12.3,16.8,18.192,7.4,14.6,12.0,12.96,13.832611
188,8.6,31.4,-1.0,-1.0,10.9,-1.0,29.26,-1.0,2.15,18.5,14.138201
189,-1.0,7.0,-1.0,-1.0,-1.0,27.741,4.49,-1.0,11.82,10.8,22.323645
190,-1.0,-1.0,-1.0,39.0,25.1,79.595,27.9,53.0,28.8,44.79,48.957428
191,-1.0,79.1,59.3,353.4,39.0,244.61,72.0,67.9,112.79,96.86,169.60913
192,-1.0,13.7,54.6,32.4,16.3,89.316,36.8,27.1,27.73,37.68,35.028038
193,-1.0,-1.0,17.8,86.53,-1.0,-1.0,-1.0,-1.0,-1.0,42.68,126.81232
194,-1.0,-1.0,-1.0,21.5,27.3,35.171,18.5,31.8,24.4,23.21,32.217247
195,-1.0,-1.0,-1.0,79.5,42.4,67.707,46.4,35.4,36.8,93.92,51.708416
196,36.3,19.3,28.2,41.5,20.9,48.712,32.0,35.2,22.91,31.64,50.852745
197,-1.0,-1.0,-1.0,54.8,14.5,55.892,21.4,27.0,17.8,25.59,43.832325
198,-1.0,-1.0,61.35,57.1,-1.0,46.27,-1.0,-1.0,-1.0,50.09,35.064217
199,29.5,-1.0,-1.0,27.4,17.0,83.864,17.7,23.3,21.69,46.18,42.615326
200,-1.0,-1.0,50.2,103.3,-1.0,124.2,44.82,-1.0,-1.0,72.1,50.055294
201,-1.0,-1.0,14.2,23.9,11.3,73.809,20.1,19.0,10.2,27.67,24.252539
202,-1.0,53.5,30.3,223.4,24.7,207.79,73.4,54.3,171.48,122.69,186.07759
203,49.6,27.1,-1.0,56.0,33.0,84.492,42.3,36.1,42.78,58.11,57.7722
204,103.1,59.8,69.2,442.2,64.5,198.6,144.4,-1.0,145.4,310.75,209.76932
205,47.3,-1.0,41.12,-1.0,56.54,48.62,46.02,119.04,54.58,177.35,125.6754
206,15.9,21.6,-1.0,22.7,10.2,24.821,-1.0,-1.0,14.68,16.3,23.363947
207,40.0,16.1,-1.0,47.6,26.2,50.817,34.92,-1.0,27.84,51.0,61.552162
208,-1.0,9.7,9.4,19.6,10.1,15.281,12.4,-1.0,11.0,14.57,10.851099
209,-1.0,-1.0,-1.0,17.3,15.9,65.716,24.6,2.5,-1.0,39.03,64.09064
210,-1.0,29.3,34.5,-1.0,-1.0,61.955,-1.0,-1.0,20.62,26.7,29.690628
211,42.5,-1.0,-1.0,124.1,65.5,98.392,42.9,35.7,68.28,22.18,82.39144
212,26.0,-1.0,-1.0,19.6,-1.0,37.82,33.24,-1.0,18.95,27.5,31.711548
213,11.1,41.2,-1.0,8.8,8.7,16.778,16.53,-1.0,8.81,11.8,20.519503
214,-1.0,-1.0,102.8,353.5,49.1,152.21,49.0,67.3,55.7,85.06,86.96947
215,-1.0,41.8,30.6,-1.0,-1.0,55.954,-1.0,-1.0,-1.0,61.2,45.032227
216,39.6,27.6,-1.0,37.7,32.5,71.132,44.4,32.7,33.92,34.05,47.425995
217,-1.0,41.4,88.4,230.7,70.5,68.728,72.0,-1.0,39.7,115.72,67.033295
218,-1.0,35.9,51.1,118.0,43.1,89.386,63.3,-1.0,-1.0,61.37,98.29382
219,-1.0,39.2,26.0,30.5,39.5,29.483,42.0,-1.0,35.0,26.73,41.097897
220,39.0,54.1,-1.0,47.5,44.0,61.073,-1.0,54.1,47.32,53.27,52.304333
221,-1.0,64.5,68.1,90.4,82.1,105.63,-1.0,-1.0,71.0,60.73,104.56398
222,-1.0,25.8,61.3,89.4,38.4,100.7,46.26,-1.0,-1.0,69.0,92.93039
223,23.0,-1.0,-1.0,16.4,-1.0,27.842,24.49,-1.0,19.0,31.2,26.619072
224,-1.0,15.1,27.3,19.6,19.1,80.356,19.0,57.1,19.7,41.84,35.896545
225,-1.0,-1.0,11.7,14.6,15.5,33.608,23.2,16.8,13.1,23.45,20.604092
226,-1.0,-1.0,34.5,75.8,39.5,56.406,38.2,52.6,29.0,42.94,56.342865
227,-1.0,48.1,37.7,44.7,48.6,107.22,37.0,-1.0,36.8,49.07,68.54331
228,-1.0,8.1,6.5,4.3,-1.0,19.308,-1.0,-1.0,-1.0,4.0,17.333797
229,-1.0,-1.0,30.5,39.9,40.9,29.189,25.1,39.6,25.8,24.7,33.602028
230,-1.0,-1.0,133.9,275.9,61.0,172.55,106.1,74.3,61.3,82.27,102.750854
231,46.8,33.2,-1.0,64.2,-1.0,58.415,54.9,35.7,52.34,109.76,67.81798
232,29.7,12.3,-1.0,-1.0,19.2,53.621,30.14,-1.0,21.88,46.1,37.85148
233,2.97,11.68,34.71,-1.0,19.81,46.41,16.99,12.94,19.5,54.21,27.568014
234,-1.0,35.3,42.4,48.2,38.6,80.999,46.3,-1.0,44.2,85.26,56.252224
235,-1.0,19.4,34.3,52.5,19.4,64.315,27.7,-1.0,37.3,34.5,32.357155
236,81.0,76.4,-1.0,206.4,69.9,152.97,79.1,41.2,85.88,198.55,145.15492
237,16.2,-1.0,-1.0,18.4,10.1,30.566,21.8,9.9,10.98,21.37,26.843472
238,-1.0,49.4,103.8,115.8,34.0,105.88,-1.0,-1.0,36.9,89.41,126.81741
239,-1.0,38.8,-1.0,-1.0,-1.0,16.109,31.17,-1.0,23.24,36.2,25.846733
240,-1.0,68.9,65.6,104.9,51.9,152.95,64.8,-1.0,42.6,161.72,107.80407
241,-1.0,31.6,47.6,49.6,44.4,59.377,61.1,-1.0,45.3,63.97,60.908016
242,22.2,59.2,-1.0,-1.0,25.3,43.982,62.36,-1.0,39.94,39.0,47.4761
243,48.29,47.73,38.58,-1.0,42.63,61.27,35.17,41.46,39.02,48.64,80.21657
244,47.9,49.5,-1.0,84.9,54.2,72.649,-1.0,45.4,39.21,44.08,48.00899
245,19.22,16.69,29.31,-1.0,36.06,372.84,57.01,23.81,44.17,252.0,72.71761
246,-1.0,-1.0,-1.0,15.7,14.4,51.883,50.7,25.4,60.6,51.22,31.248772
247,-1.0,-1.0,-1.0,57.3,22.7,43.086,36.3,19.8,22.5,57.03,49.42914
248,11.8,-1.0,-1.0,54.5,15.6,50.772,39.4,23.5,38.38,65.57,56.34142
249,-1.0,22.7,-1.0,-1.0,-1.0,46.033,28.14,-1.0,23.09,46.0,44.841133
250,-1.0,-1.0,-1.0,-1.0,-1.0,55.935,57.08,-1.0,21.69,48.0,42.425835
251,-1.0,-1.0,-1.0,28.2,23.2,73.081,22.4,41.7,25.6,45.15,44.934437
252,32.7,-1.0,-1.0,56.5,10.5,70.215,29.7,10.5,24.6,39.53,48.870644
253,-1.0,-1.0,-1.0,15.8,16.5,29.578,24.5,37.4,21.9,19.39,32.01739
254,-1.0,70.7,20.5,99.4,30.0,148.63,32.6,46.9,35.56,42.36,65.62132
255,-1.0,-1.0,-1.0,37.1,22.5,50.442,29.2,26.9,20.4,45.65,44.438255
256,-1.0,40.96,36.03,106.29,31.41,179.26,39.35,31.8,20.74,49.07,67.12052
257,26.2,37.5,-1.0,86.1,23.2,92.62,-1.0,22.8,30.17,41.58,58.115253
258,-1.0,41.5,47.1,-1.0,-1.0,74.66,44.1,-1.0,-1.0,100.0,64.539444
259,23.2,42.7,-1.0,-1.0,30.6,74.893,77.92,-1.0,34.6,47.8,63.32185
260,52.2,65.9,-1.0,136.0,55.0,152.32,63.3,62.1,55.09,78.14,76.6659
261,-1.0,-1.0,-1.0,46.5,40.2,72.227,38.1,25.4,32.1,36.47,45.014977
262,27.0,47.3,-1.0,72.4,14.6,33.809,32.97,-1.0,32.13,42.3,44.58437
263,26.3,12.6,-1.0,54.3,-1.0,24.719,13.64,-1.0,36.39,58.9,50.51011
264,-1.0,12.3,-1.0,-1.0,-1.0,17.967,40.74,-1.0,6.52,25.1,16.32138
265,32.57,33.95,35.45,-1.0,30.77,32.18,37.74,41.48,40.69,102.5,62.051773
266,-1.0,-1.0,26.4,35.1,28.7,88.896,44.6,59.3,44.5,45.95,46.10236
267,-1.0,-1.0,20.68,24.75,-1.0,106.61,-1.0,-1.0,-1.0,13.09,34.982403
268,-1.0,10.0,38.6,-1.0,-1.0,56.867,-1.0,-1.0,-1.0,64.3,62.258118
269,-1.0,40.5,49.3,62.5,41.9,59.692,52.1,-1.0,37.5,72.47,63.45163
270,-1.0,22.5,17.9,35.4,15.2,59.058,32.4,35.0,15.1,31.78,29.077116
271,70.8,64.7,-1.0,257.3,41.1,53.544,54.0,57.4,43.46,82.05,93.248604
272,69.7,45.6,44.2,63.8,47.8,130.67,37.2,47.9,46.05,91.09,73.00088
273,102.4,88.3,93.2,277.9,62.4,101.94,75.8,68.2,81.87,146.65,128.4498
274,25.5,2.3,-1.0,17.0,17.2,46.517,6.06,-1.0,21.31,46.5,28.294521
275,14.56,14.33,27.72,-1.0,13.19,32.82,18.39,16.77,17.13,24.73,173.39278
276,9.72,20.74,18.78,-1.0,15.79,20.7,15.55,18.25,17.69,52.7,53.899384
277,66.8,67.5,77.3,139.6,60.0,153.31,88.3,73.6,89.02,175.27,137.62961
278,-1.0,-1.0,76.6,196.4,38.8,136.09,37.3,36.7,29.2,40.25,60.302635
279,-1.0,-1.0,-1.0,22.0,20.8,44.163,33.5,27.2,16.6,33.08,29.9715
