,AGU,ATM,LDO,LPIN,OBL,SFE,TLA,VAL,CEN,MIR_med,MIR_pred
933,-1.0,12.4,14.4,55.1,9.8,25.852,15.4,-1.0,9.8,25.38,25.969206
934,-1.0,-1.0,-1.0,7.1,8.1,18.751,3.9,15.4,3.6,9.92,10.882871
935,-1.0,58.6,69.7,50.6,-1.0,47.94,-1.0,-1.0,-1.0,52.8,61.355377
936,32.67,42.77,27.94,-1.0,41.35,26.4,36.73,40.68,46.67,129.66,34.58833
937,3.91,18.76,11.83,-1.0,12.84,29.27,10.73,11.12,12.48,43.49,52.829277
938,-1.0,31.2,-1.0,54.4,23.8,44.268,30.5,34.1,38.12,28.39,39.715134
939,-1.0,42.1,37.3,63.9,-1.0,46.041,36.7,-1.0,44.0,55.67,49.897625
940,-1.0,-1.0,12.3,18.24,-1.0,95.0,-1.0,-1.0,-1.0,18.08,29.467117
941,-1.0,8.4,-1.0,-1.0,-1.0,13.461,15.45,-1.0,10.43,6.7,14.631508
942,-1.0,-1.0,-1.0,5.9,8.7,10.511,13.8,7.1,9.6,12.51,10.098897
943,-1.0,-1.0,53.4,125.4,30.3,89.964,51.8,28.4,46.3,145.39,113.22672
944,20.4,26.7,-1.0,26.8,23.2,34.516,22.9,20.9,19.27,26.01,19.76619
945,-1.0,39.8,37.6,81.8,33.1,64.048,36.5,-1.0,26.3,33.02,50.976845
946,-1.0,94.2,71.5,161.4,80.0,271.38,95.8,90.0,96.6,134.8,166.6465
947,-1.0,-1.0,-1.0,10.2,9.1,21.076,12.5,4.4,2.6,11.37,12.683184
948,-1.0,-1.0,15.0,27.5,17.8,69.94,16.6,30.9,17.1,33.67,32.898453
949,-1.0,-1.0,28.3,34.4,20.4,79.919,28.81,-1.0,-1.0,37.9,28.553362
950,40.0,34.9,-1.0,76.9,40.5,76.456,-1.0,36.9,26.44,40.42,52.262554
951,-1.0,-1.0,48.76,26.62,-1.0,-1.0,-1.0,-1.0,-1.0,38.71,97.922165
952,22.55,-1.0,26.19,28.07,12.96,36.89,28.17,21.51,20.59,32.32,48.81623
953,28.0,38.2,-1.0,117.7,45.1,85.782,89.7,34.9,80.54,157.38,128.62128
954,12.72,19.64,29.5,-1.0,24.39,78.47,23.27,13.34,24.58,216.26,51.06026
955,-1.0,39.1,63.6,51.0,73.3,78.68,81.5,-1.0,81.5,69.47,71.10636
956,-1.0,-1.0,-1.0,11.2,15.5,20.288,13.1,17.3,11.0,15.39,13.452875
957,-1.0,42.6,120.4,217.5,77.8,221.88,75.4,-1.0,38.4,234.66,169.46912
958,100.42,82.46,67.47,-1.0,83.32,139.6,82.31,133.47,70.92,47.07,116.677505
959,-1.0,2.6,14.5,11.1,7.0,22.108,9.1,-1.0,10.5,11.16,10.861875
960,10.9,7.5,-1.0,23.6,17.8,58.061,-1.0,-1.0,13.93,38.5,25.957422
961,-1.0,42.6,46.6,43.7,33.1,198.71,37.0,-1.0,44.3,63.83,84.00831
962,22.8,39.26,33.63,-1.0,44.23,107.61,34.69,34.67,43.2,38.35,68.727554
963,10.4,2.5,-1.0,17.1,9.9,19.237,-1.0,15.6,13.77,29.42,17.46068
964,-1.0,76.5,62.1,68.9,69.5,113.8,51.3,-1.0,70.2,59.82,91.564186
965,-1.0,-1.0,-1.0,-1.0,-1.0,26.339,29.64,-1.0,22.41,23.2,25.567053
966,-1.0,22.8,74.5,186.8,35.2,82.279,62.2,-1.0,23.3,67.03,71.6745
967,-1.0,22.3,42.8,71.6,40.5,81.407,33.0,-1.0,-1.0,42.0,44.483192
968,49.8,44.4,-1.0,109.4,37.3,104.09,-1.0,49.3,36.18,73.8,72.76132
969,-1.0,-1.0,-1.0,16.6,17.3,27.279,24.0,20.5,33.3,30.08,25.1576
970,53.2,72.9,-1.0,83.5,43.1,-1.0,-1.0,75.2,42.33,85.85,71.06082
971,73.1,74.6,-1.0,82.8,66.6,167.22,75.2,63.1,63.6,200.64,126.3243
972,33.48,25.4,30.09,-1.0,18.41,105.79,30.46,27.92,32.44,80.82,69.19208
973,32.3,46.4,-1.0,-1.0,22.0,47.905,42.34,-1.0,22.27,38.0,64.42828
974,11.5,0.7,-1.0,-1.0,18.5,-1.0,23.14,-1.0,8.96,45.4,12.831054
975,16.8,-1.0,-1.0,34.3,16.1,69.499,20.7,14.6,21.04,18.6,39.894585
976,-1.0,-1.0,-1.0,-1.0,-1.0,39.511,21.43,-1.0,20.59,65.7,26.154068
977,-1.0,50.4,29.2,36.4,29.8,-1.0,36.4,-1.0,28.6,49.02,27.53959
978,-1.0,-1.0,64.62,83.23,-1.0,75.73,-1.0,-1.0,-1.0,45.51,62.949425
979,-1.0,-1.0,-1.0,49.0,20.7,86.776,42.4,37.6,26.7,32.31,49.709682
980,-1.0,-1.0,28.73,24.66,-1.0,43.96,-1.0,-1.0,-1.0,33.92,28.644703
981,-1.0,60.7,57.4,142.9,54.9,150.29,65.2,-1.0,48.7,62.02,111.4229
982,18.5,80.2,-1.0,-1.0,22.8,65.479,48.2,-1.0,28.01,37.6,55.972095
983,65.04,103.56,101.29,-1.0,58.17,348.29,91.19,70.11,101.56,146.83,103.10826
984,40.6,-1.0,-1.0,29.6,39.4,48.108,49.0,45.4,39.18,40.31,45.390327
985,-1.0,-1.0,-1.0,41.4,40.3,79.751,24.8,37.0,32.8,40.98,50.95468
986,-1.0,50.4,53.4,37.2,45.8,73.583,58.3,50.5,56.57,57.9,60.667633
987,-1.0,33.5,78.7,116.8,56.4,127.75,91.5,47.4,101.02,175.8,122.00607
988,105.15,99.61,98.06,-1.0,94.51,33.16,113.23,132.11,91.17,35.26,57.647026
989,-1.0,15.7,53.0,67.8,19.5,65.908,30.0,-1.0,24.1,51.8,38.322098
990,-1.0,64.1,53.7,422.6,56.5,287.77,93.6,127.9,218.1,261.14,519.22754
991,-1.0,-1.0,-1.0,23.4,21.8,62.865,24.6,33.6,20.3,33.48,38.735466
992,-1.0,-1.0,-1.0,16.7,14.6,38.075,12.2,34.0,14.7,40.65,27.775944
993,42.3,33.4,-1.0,42.3,32.3,66.755,40.5,37.8,38.48,39.85,38.814655
994,-1.0,35.5,82.5,148.5,29.5,148.48,54.9,-1.0,-1.0,82.05,150.05426
995,31.9,32.9,-1.0,103.9,36.4,-1.0,51.4,18.3,43.79,88.32,87.33938
996,35.2,44.9,55.4,18.0,32.2,47.179,49.9,72.1,54.08,46.23,16.9933
997,23.2,35.3,-1.0,52.1,32.9,48.283,-1.0,39.2,40.39,34.26,40.074615
998,-1.0,-1.0,58.6,105.2,37.0,87.517,41.8,41.5,36.1,40.07,76.58597
999,-1.0,22.1,30.7,54.3,22.4,47.453,23.3,-1.0,31.7,27.0,35.71085
1000,-1.0,57.3,30.4,104.8,28.3,228.66,36.8,81.8,31.1,75.08,76.52641
1001,23.4,10.2,37.1,37.8,19.8,64.224,28.3,18.6,11.38,25.87,34.239304
1002,-1.0,-1.0,-1.0,-1.0,-1.0,18.075,16.1,9.4,11.1,10.94,11.120659
1003,18.4,-1.0,-1.0,43.2,41.5,69.035,65.9,6.1,56.36,27.84,47.891174
1004,12.97,12.94,20.26,-1.0,17.28,100.55,30.2,13.01,15.14,97.55,46.993374
1005,-1.0,11.6,18.9,32.0,13.1,33.93,7.9,-1.0,-1.0,13.13,31.358507
1006,-1.0,21.0,16.8,16.6,17.2,36.141,11.0,25.3,14.49,16.34,31.879221
1007,-1.0,36.1,3.3,126.3,-1.0,87.192,83.8,-1.0,-1.0,112.2,57.882164
1008,15.45,39.01,22.89,-1.0,19.97,-1.0,18.29,30.77,29.03,55.99,37.7277
1009,-1.0,111.0,88.7,403.1,85.3,266.69,101.4,-1.0,79.8,207.65,195.9159
1010,22.7,-1.0,49.4,86.3,29.6,65.134,48.6,33.6,41.71,89.4,57.30478
1011,32.4,-1.0,-1.0,67.5,33.3,67.476,25.8,29.3,25.07,29.71,41.907192
1012,-1.0,135.5,81.6,181.5,48.3,221.42,141.4,49.0,104.12,117.05,219.32938
1013,13.5,3.8,-1.0,-1.0,10.2,40.268,14.41,-1.0,15.22,25.6,23.757612
1014,35.5,-1.0,-1.0,50.5,31.2,64.518,-1.0,61.2,47.11,37.11,57.440464
1015,56.08,-1.0,84.6,-1.0,43.05,68.89,71.41,69.47,55.9,40.2,43.985615
1016,-1.0,-1.0,-1.0,39.3,19.3,48.652,23.6,12.9,20.2,30.18,29.034742
1017,26.6,-1.0,-1.0,91.5,24.2,-1.0,-1.0,9.9,18.8,45.83,38.468555
1018,-1.0,55.8,84.9,106.1,52.9,76.255,54.8,57.3,45.63,61.59,55.560055
1019,-1.0,23.5,17.7,-1.0,-1.0,52.165,24.55,-1.0,24.99,37.3,28.430416
1020,73.8,44.5,-1.0,41.2,33.3,77.843,41.78,-1.0,37.41,70.5,52.91391
1021,-1.0,42.7,48.7,55.7,45.6,83.352,52.1,-1.0,36.7,69.02,64.81578
1022,43.15,91.92,49.6,-1.0,73.36,137.59,49.49,32.1,92.24,33.1,50.245586
1023,15.8,6.5,-1.0,46.3,14.8,66.936,-1.0,-1.0,10.57,20.36,32.677418
1024,-1.0,46.1,49.9,94.9,68.8,78.731,35.0,-1.0,31.4,44.9,61.702812
1025,-1.0,54.1,47.2,129.6,47.4,104.35,59.1,-1.0,45.0,92.58,94.945694
1026,-1.0,46.8,32.2,91.6,48.0,39.349,51.7,-1.0,61.9,46.68,60.26487
1027,-1.0,62.7,51.9,230.0,40.5,157.38,41.2,52.2,-1.0,98.17,62.746284
1028,-1.0,-1.0,-1.0,-1.0,-1.0,35.17,53.39,-1.0,23.84,49.9,41.00897
1029,76.26,119.63,148.8,-1.0,52.35,68.25,79.79,74.73,127.09,44.01,57.909115
1030,27.89,24.32,-1.0,-1.0,25.0,38.53,53.56,27.72,55.23,44.98,47.247704
1031,29.0,36.8,-1.0,48.2,29.7,68.806,38.5,39.4,26.69,35.1,42.044033
1032,-1.0,49.5,51.2,143.8,38.3,100.13,51.6,-1.0,82.4,66.01,129.11287
1033,-1.0,-1.0,-1.0,36.3,28.9,18.646,19.4,24.8,34.8,40.01,29.27253
1034,-1.0,26.7,30.5,39.0,40.1,50.635,28.9,65.7,37.41,19.89,45.14903
1035,-1.0,47.0,40.5,46.6,44.6,91.857,45.1,-1.0,41.2,61.86,59.353916
1036,35.4,40.9,-1.0,-1.0,25.7,36.521,38.63,-1.0,31.27,35.1,30.120869
1037,27.8,37.3,-1.0,55.4,36.4,44.396,56.6,37.3,38.09,65.22,62.619232
1038,-1.0,22.0,-1.0,-1.0,-1.0,28.431,74.6,-1.0,18.2,0.6,30.286882
1039,-1.0,36.3,48.0,47.0,48.7,56.955,49.5,-1.0,43.9,47.6,50.764618
1040,-1.0,-1.0,-1.0,-1.0,18.5,55.091,9.9,16.7,20.8,27.75,41.227577
1041,-1.0,7.9,-1.0,-1.0,-1.0,19.578,12.2,-1.0,10.54,30.2,16.535131
1042,15.43,23.82,18.43,-1.0,29.64,11.91,16.73,18.88,26.98,49.25,38.81213
1043,46.3,28.8,-1.0,66.9,42.2,-1.0,-1.0,39.3,43.83,55.97,57.961624
1044,-1.0,-1.0,140.9,212.1,71.4,313.39,99.0,-1.0,144.4,362.1,262.55493
1045,-1.0,-1.0,-1.0,27.7,30.6,51.148,28.4,30.2,27.4,34.75,34.33974
1046,-1.0,71.2,95.9,197.0,69.2,108.66,71.9,-1.0,66.5,106.75,98.93378
1047,-1.0,28.1,65.3,71.5,44.8,60.083,50.9,-1.0,-1.0,64.03,50.047054
1048,34.3,28.5,-1.0,50.1,22.8,63.715,-1.0,27.0,16.28,71.8,30.615334
1049,52.8,59.5,83.5,102.2,30.7,165.13,61.6,98.5,87.18,141.7,142.3549
1050,-1.0,3.0,-1.0,-1.0,-1.0,52.888,15.43,-1.0,9.52,23.8,19.040854
1051,35.0,32.8,-1.0,77.2,40.6,93.738,-1.0,36.6,58.6,105.35,69.48504
1052,52.9,37.4,-1.0,44.4,42.6,57.867,-1.0,42.9,42.44,45.24,62.1627
1053,18.4,21.4,31.9,105.7,16.3,124.23,20.9,15.0,19.65,67.16,52.592213
1054,-1.0,9.4,8.0,-1.0,-1.0,16.144,14.0,-1.0,11.09,22.4,15.324117
1055,-1.0,63.0,70.8,133.4,62.5,91.954,68.8,-1.0,63.0,66.32,78.71829
1056,-1.0,19.4,-1.0,-1.0,-1.0,34.563,44.91,-1.0,43.95,37.8,44.690346
1057,-1.0,-1.0,-1.0,13.7,28.9,27.001,22.8,27.7,22.7,26.33,25.773909
1058,-1.0,-1.0,-1.0,16.5,10.6,20.898,4.6,17.8,21.8,24.01,13.705981
1059,-1.0,-1.0,-1.0,6.3,11.1,14.596,11.9,15.6,11.1,13.14,10.724508
1060,-1.0,-1.0,-1.0,14.5,19.3,39.469,16.3,19.9,23.4,23.33,19.084024
1061,20.8,65.9,-1.0,-1.0,27.5,58.949,103.24,-1.0,52.11,35.1,101.03547
1062,-1.0,48.1,47.6,91.0,62.5,112.55,46.1,-1.0,34.8,135.51,80.74506
1063,-1.0,31.9,-1.0,-1.0,-1.0,-1.0,71.83,-1.0,48.06,55.6,41.011528
1064,-1.0,60.0,98.0,221.4,47.9,231.59,93.9,-1.0,53.3,74.31,125.48486
1065,30.65,27.49,26.84,-1.0,25.37,48.92,26.16,31.76,25.52,44.23,32.899395
1066,-1.0,57.4,58.2,63.8,44.9,76.484,50.6,80.3,54.36,62.15,61.90163
1067,-1.0,-1.0,-1.0,37.6,25.8,114.51,13.2,31.2,14.9,59.63,39.953724
1068,-1.0,48.7,51.3,64.5,64.4,95.293,59.6,66.4,62.4,75.69,71.98977
1069,-1.0,-1.0,-1.0,63.2,22.9,25.903,24.3,21.3,16.6,35.21,20.042036
1070,-1.0,-1.0,27.6,33.2,19.4,39.305,34.0,34.9,31.6,30.52,37.290234
1071,-1.0,20.5,28.5,36.0,27.5,86.463,27.3,39.9,34.02,39.62,41.86082
1072,-1.0,-1.0,17.7,-1.0,-1.0,37.253,25.92,-1.0,15.36,15.3,20.284832
1073,-1.0,-1.0,-1.0,31.9,29.1,62.743,30.9,18.8,24.9,21.19,63.36836
1074,11.89,16.82,24.64,-1.0,18.8,125.63,14.23,14.84,16.72,205.37,227.46786
1075,-1.0,-1.0,30.2,90.0,30.3,83.196,52.2,51.8,43.3,102.12,71.51247
1076,44.3,69.6,-1.0,127.0,58.2,93.423,54.0,51.6,55.86,59.45,61.36554
1077,-1.0,97.1,78.1,133.5,79.4,185.84,71.4,103.5,135.56,188.03,123.60974
1078,-1.0,-1.0,47.8,32.9,23.7,35.579,36.6,42.9,20.1,30.89,38.12996
1079,-1.0,-1.0,27.8,125.7,4.1,59.059,26.3,39.4,35.1,66.98,84.52458
1080,-1.0,20.6,22.7,-1.0,-1.0,37.392,-1.0,-1.0,-1.0,48.5,21.82945
1081,53.3,53.1,-1.0,72.2,45.9,91.419,-1.0,56.7,50.65,95.89,75.97892
1082,13.1,10.3,-1.0,-1.0,11.0,36.347,24.49,-1.0,18.67,23.4,28.402945
1083,52.6,-1.0,-1.0,91.9,60.0,75.179,-1.0,47.1,49.38,89.64,76.304886
1084,-1.0,-1.0,-1.0,42.5,43.0,107.97,46.4,45.4,31.2,15.74,68.02301
1085,-1.0,92.8,126.6,250.2,60.4,254.01,161.8,-1.0,132.7,396.13,288.40195
1086,-1.0,-1.0,25.15,45.8,-1.0,-1.0,-1.0,-1.0,-1.0,71.38,72.46362
1087,-1.0,-1.0,-1.0,29.6,12.7,24.743,19.6,28.4,13.0,17.44,22.996855
1088,-1.0,-1.0,-1.0,26.3,17.2,58.446,19.4,28.7,25.2,25.89,34.642727
1089,-1.0,39.5,60.1,89.2,32.5,81.144,45.9,-1.0,22.2,54.65,65.48722
1090,-1.0,42.5,59.6,141.4,-1.0,64.144,57.5,-1.0,45.5,54.0,80.48714
1091,12.43,20.62,27.3,-1.0,15.56,42.81,20.9,16.24,17.57,134.76,25.14347
1092,-1.0,38.0,33.5,43.3,21.2,102.16,15.12,-1.0,-1.0,28.0,42.085613
1093,-1.0,17.7,39.9,32.8,3.0,26.274,10.5,16.7,13.61,24.01,34.103912
1094,-1.0,-1.0,-1.0,-1.0,-1.0,41.809,68.8,-1.0,27.91,36.5,53.633575
1095,10.7,37.1,-1.0,19.0,-1.0,24.23,38.25,-1.0,24.03,26.3,23.224848
1096,95.7,95.7,110.3,68.5,88.3,140.28,77.8,14.0,111.96,146.58,108.0488
1097,-1.0,-1.0,55.8,252.5,44.0,160.51,175.41,-1.0,-1.0,112.7,230.69106
1098,-1.0,-1.0,7.69,21.21,-1.0,-1.0,-1.0,-1.0,-1.0,21.02,57.46929
1099,-1.0,-1.0,28.56,49.94,-1.0,72.21,-1.0,-1.0,-1.0,29.15,33.454094
1100,-1.0,24.9,70.6,37.2,27.3,38.092,31.4,-1.0,20.45,50.07,68.027
1101,-1.0,23.8,26.0,35.8,27.5,66.802,30.3,50.9,25.8,78.51,34.37059
1102,25.7,26.6,-1.0,29.5,24.5,48.735,33.0,36.1,31.05,55.19,28.39346
1103,-1.0,22.1,24.8,43.9,22.3,58.654,39.7,-1.0,22.2,35.19,47.457203
1104,-1.0,12.0,23.1,8.1,0.09,44.91,13.6,15.8,-1.0,33.96,37.47163
1105,-1.0,39.3,46.8,-1.0,-1.0,41.446,15.95,-1.0,-1.0,31.2,33.069794
1106,-1.0,-1.0,-1.0,-1.0,-1.0,19.324,23.49,-1.0,5.85,7.1,18.124409
1107,38.2,-1.0,-1.0,125.0,26.6,40.01,35.3,30.0,21.67,35.81,62.00167
1108,-1.0,119.7,84.3,372.6,91.0,209.49,106.8,-1.0,131.2,177.5,244.0589
1109,-1.0,53.6,39.9,83.6,32.2,135.07,61.7,120.1,61.4,157.83,115.67022
1110,5.3,4.6,-1.0,6.1,-1.0,18.612,22.06,-1.0,8.28,4.3,20.857647
1111,-1.0,37.3,45.2,56.7,23.8,31.85,25.95,-1.0,-1.0,41.6,25.19989
1112,-1.0,-1.0,39.95,25.57,-1.0,-1.0,-1.0,-1.0,-1.0,54.18,134.99544
1113,-1.0,17.7,36.9,96.4,24.1,72.089,30.9,-1.0,43.0,39.83,73.637146
1114,-1.0,-1.0,-1.0,13.3,-1.0,22.693,8.7,15.1,12.4,17.68,13.970013
1115,-1.0,24.3,61.0,-1.0,-1.0,48.431,24.21,-1.0,-1.0,34.8,23.199982
1116,54.9,-1.0,-1.0,40.8,73.6,60.87,50.8,31.5,37.92,44.75,40.067993
1117,-1.0,-1.0,13.3,37.7,24.6,72.317,31.1,51.9,31.4,45.35,40.32128
1118,50.5,-1.0,-1.0,31.0,14.9,63.854,-1.0,13.0,11.85,27.09,41.97043
1119,-1.0,46.2,65.8,54.1,29.3,112.23,23.3,63.9,37.11,132.12,49.448483
1120,63.3,-1.0,-1.0,51.5,32.1,74.003,53.5,47.2,35.32,55.18,59.27301
1121,-1.0,8.0,26.1,29.0,25.4,59.106,18.0,40.2,20.6,37.27,25.471222
1122,30.0,32.6,-1.0,100.5,23.2,98.519,32.4,31.2,42.72,40.13,76.0474
1123,-1.0,-1.0,-1.0,45.9,30.9,48.88,52.2,63.7,35.0,49.82,39.10402
1124,-1.0,79.5,64.6,87.8,54.1,125.92,104.3,-1.0,68.0,140.0,118.070076
1125,31.7,14.6,23.1,31.7,15.9,91.387,23.8,24.8,21.62,36.37,40.53828
1126,-1.0,-1.0,24.14,118.94,-1.0,-1.0,-1.0,-1.0,-1.0,42.3,65.95218
1127,-1.0,46.5,40.5,50.8,57.2,54.848,48.6,-1.0,44.9,45.9,53.95639
1128,31.6,35.1,-1.0,95.6,23.2,84.697,42.0,28.6,29.26,46.26,65.41673
1129,-1.0,8.6,10.0,17.1,7.6,44.266,10.9,17.0,17.49,26.03,30.779991
1130,8.7,6.5,-1.0,15.2,-1.0,-1.0,24.61,-1.0,9.93,30.6,24.901281
1131,46.63,53.59,63.03,-1.0,78.39,21.34,90.54,50.56,102.89,55.54,48.975296
1132,-1.0,14.5,12.7,23.2,15.5,11.351,7.4,3.6,4.0,16.81,25.340752
1133,-1.0,16.7,6.6,-1.0,-1.0,38.846,-1.0,-1.0,16.12,29.8,35.437523
1134,19.79,26.35,27.19,-1.0,33.46,37.44,24.67,19.28,30.23,60.51,37.84267
1135,-1.0,53.8,25.4,123.4,32.2,104.31,49.5,-1.0,57.0,63.8,87.11827
1136,-1.0,39.0,56.1,120.1,50.1,70.181,51.3,49.6,82.1,57.65,66.31927
1137,-1.0,32.8,32.0,33.1,22.8,71.153,34.7,-1.0,18.0,60.78,49.177185
1138,12.4,-1.0,-1.0,30.5,-1.0,30.745,26.5,-1.0,25.89,76.8,29.839087
1139,-1.0,-1.0,131.2,232.2,67.6,213.53,164.01,-1.0,-1.0,145.2,248.55475
1140,-1.0,46.5,73.4,89.8,52.0,102.87,58.3,-1.0,68.0,66.92,77.20782
1141,-1.0,16.5,-1.0,-1.0,-1.0,50.904,22.27,-1.0,14.98,32.1,30.357933
1142,-1.0,-1.0,-1.0,31.4,38.7,58.004,35.6,44.4,39.2,27.16,39.410168
1143,-1.0,-1.0,-1.0,56.5,15.9,33.284,36.6,42.0,26.8,23.89,41.417847
1144,-1.0,15.0,22.5,-1.0,-1.0,36.801,16.42,-1.0,-1.0,19.1,28.382437
1145,18.5,4.3,-1.0,-1.0,12.4,29.992,13.59,-1.0,12.18,12.5,43.495277
1146,34.7,95.3,-1.0,118.9,32.7,61.85,69.11,-1.0,61.42,126.2,78.907845
1147,-1.0,31.4,28.8,48.8,32.3,61.753,32.7,-1.0,21.2,27.8,49.34961
1148,59.9,-1.0,-1.0,58.8,54.1,92.898,-1.0,54.8,60.98,66.52,73.918
1149,25.05,25.72,20.51,34.41,26.64,-1.0,19.06,18.6,23.03,41.95,46.078568
1150,31.2,-1.0,-1.0,53.0,44.7,65.727,54.2,44.2,61.0,68.01,82.28194
1151,-1.0,69.1,81.9,81.4,78.8,88.691,82.1,-1.0,88.4,72.57,97.26722
1152,-1.0,30.6,41.6,71.6,28.2,133.25,43.9,-1.0,30.8,61.78,55.280884
1153,41.0,76.0,-1.0,68.1,28.6,93.124,60.7,-1.0,36.14,101.9,75.26203
1154,28.1,19.3,-1.0,44.2,19.1,34.716,17.9,20.2,16.25,22.69,25.654408
1155,19.6,18.1,-1.0,38.4,23.2,57.663,20.1,22.6,19.5,22.13,28.57112
1156,-1.0,15.6,26.1,53.2,17.6,87.193,30.2,35.5,24.6,43.11,43.538013
1157,-1.0,41.2,38.5,36.0,28.5,48.553,39.8,-1.0,-1.0,47.8,42.361572
1158,-1.0,16.6,48.5,116.7,14.7,119.43,42.6,-1.0,13.5,99.94,48.95874
1159,-1.0,5.7,-1.0,-1.0,-1.0,23.019,36.71,-1.0,9.78,26.2,16.733881
1160,-1.0,61.6,49.3,97.0,73.7,130.23,56.5,-1.0,51.4,137.32,93.66672
1161,-1.0,-1.0,34.4,38.4,32.7,32.083,28.2,37.6,24.0,23.94,34.91786
1162,-1.0,-1.0,48.76,66.03,-1.0,35.97,-1.0,-1.0,-1.0,91.45,52.291412
1163,-1.0,30.0,17.8,53.2,33.0,89.681,36.8,-1.0,42.9,44.04,57.579422
1164,-1.0,-1.0,51.01,50.47,-1.0,134.53,-1.0,-1.0,-1.0,26.19,44.514805
1165,-1.0,-1.0,-1.0,19.7,8.7,53.184,13.9,12.0,13.4,15.37,17.166838
1166,23.7,32.1,-1.0,17.9,13.8,48.294,15.14,-1.0,13.97,31.9,34.575157
1167,6.2,3.6,-1.0,5.9,10.9,20.469,-1.0,5.0,15.07,16.0,18.311502
1168,-1.0,26.9,43.5,44.2,42.5,50.175,46.6,-1.0,43.2,61.89,47.01366
1169,-1.0,58.2,97.9,195.2,-1.0,116.98,86.2,-1.0,77.4,161.72,152.2534
1170,-1.0,5.5,-1.0,-1.0,-1.0,21.865,12.12,-1.0,17.96,6.0,18.259073
1171,-1.0,-1.0,63.5,83.6,28.1,112.38,19.4,40.7,25.6,35.19,41.385384
1172,-1.0,-1.0,22.55,30.19,-1.0,-1.0,-1.0,-1.0,-1.0,168.54,89.44516
1173,107.4,123.4,144.6,304.9,106.3,293.8,93.1,-1.0,135.39,213.1,230.71129
1174,44.47,49.82,41.84,-1.0,45.47,62.27,41.93,48.46,53.13,39.51,43.745205
1175,54.5,-1.0,-1.0,42.2,38.0,63.139,42.8,50.3,44.34,47.51,54.333576
1176,-1.0,58.8,123.5,127.6,55.9,206.47,89.4,52.0,118.85,80.73,186.02559
1177,15.4,34.6,-1.0,44.3,37.0,62.313,-1.0,34.3,34.23,57.06,33.897343
1178,-1.0,-1.0,22.7,16.1,17.7,57.796,33.7,21.3,16.2,19.74,32.871124
1179,-1.0,58.4,38.7,96.3,45.4,242.25,38.1,89.1,51.8,134.52,103.859924
1180,-1.0,27.0,-1.0,-1.0,-1.0,35.709,24.32,-1.0,33.15,23.9,13.63353
1181,-1.0,32.6,18.9,25.3,26.0,60.304,26.0,-1.0,32.1,48.86,39.206154
1182,23.6,5.1,-1.0,-1.0,13.3,42.839,21.03,-1.0,13.9,30.4,38.385777
1183,41.1,19.9,-1.0,51.9,23.2,73.997,-1.0,26.2,36.95,33.46,59.89231
1184,-1.0,-1.0,18.54,24.49,-1.0,40.47,-1.0,-1.0,-1.0,91.41,63.14272
1185,65.9,57.3,-1.0,66.8,61.8,111.94,-1.0,69.0,62.81,108.08,87.21411
1186,-1.0,-1.0,55.9,90.8,55.1,76.798,66.4,103.5,74.5,68.73,88.47362
1187,18.87,28.26,23.01,-1.0,20.59,107.13,19.22,21.27,18.48,23.37,80.91202
1188,-1.0,-1.0,1.3,-1.0,-1.0,21.501,5.65,-1.0,-1.0,2.6,32.56973
1189,27.0,48.5,-1.0,74.4,49.2,59.607,29.6,29.7,36.61,34.71,39.20887
1190,-1.0,34.6,27.2,29.7,30.4,31.481,39.8,-1.0,43.8,42.89,41.145866
1191,33.3,49.6,-1.0,41.7,28.0,38.9,57.42,-1.0,43.87,60.7,49.209442
1192,-1.0,29.7,40.6,42.0,25.3,49.212,42.8,-1.0,51.0,31.4,40.172203
1193,-1.0,7.1,34.5,47.4,30.0,129.78,53.2,24.5,31.06,48.67,56.02925
1194,57.0,43.9,43.8,63.9,41.4,144.63,43.9,52.5,47.22,49.55,61.017742
1195,-1.0,33.1,82.0,141.7,20.8,153.31,65.9,29.1,41.25,59.73,83.866684
1196,-1.0,25.7,-1.0,-1.0,-1.0,76.786,16.81,-1.0,13.45,18.9,40.39556
1197,-1.0,54.5,-1.0,161.1,63.4,76.606,70.1,78.8,67.55,85.14,106.07687
1198,-1.0,49.4,52.7,125.1,40.3,123.15,43.5,39.5,36.5,75.46,65.197395
1199,-1.0,30.3,45.3,173.2,95.1,160.37,70.5,-1.0,27.4,114.23,105.46597
1200,32.1,-1.0,14.5,18.2,20.5,50.875,35.6,29.0,30.9,27.14,40.94033
1201,62.4,56.1,-1.0,106.6,70.0,116.78,-1.0,69.6,59.93,71.78,88.023544
1202,-1.0,63.7,33.7,124.3,65.0,141.65,78.3,-1.0,67.4,81.78,112.90947
1203,-1.0,-1.0,37.5,53.2,38.9,68.117,35.9,36.1,26.4,35.83,53.29443
1204,-1.0,87.0,107.9,98.8,-1.0,131.78,85.68,-1.0,-1.0,112.8,246.36375
1205,-1.0,87.2,61.1,85.8,72.6,101.83,82.3,-1.0,91.2,136.38,100.89444
1206,-1.0,32.5,25.6,29.0,23.9,60.741,45.5,-1.0,39.3,36.16,41.07686
1207,48.8,-1.0,-1.0,-1.0,25.0,61.335,41.7,42.7,34.15,41.09,72.3838
1208,32.2,34.4,-1.0,80.6,19.1,-1.0,33.26,-1.0,20.97,50.0,62.338314
1209,-1.0,81.4,40.7,285.9,47.0,148.88,85.0,106.8,46.2,155.89,122.41468
