,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN_med,CEN_pred
985,-1.0,0.9,52.7,48.2,-1.0,17.2,-1.0,23.91,13.5,22.17,21.753674
986,46.6,44.5,-1.0,175.6,49.15,44.8,75.547,39.0,44.0,31.6,49.255745
987,-1.0,-1.0,50.4,55.7,173.55,34.3,151.79,49.7,126.5,45.3,47.78056
988,-1.0,32.3,44.0,81.8,88.81,42.4,127.21,55.9,-1.0,42.0,47.02328
989,-1.0,-1.0,-1.0,10.6,13.49,8.0,19.376,25.2,16.3,14.4,12.5944195
990,27.3,36.3,-1.0,49.0,71.06,30.4,72.067,-1.0,38.8,34.18,36.42831
991,43.93,36.24,38.61,-1.0,-1.0,41.94,78.01,29.27,36.68,38.63,39.048855
992,-1.0,79.5,64.6,87.8,140.0,54.1,125.92,104.3,-1.0,68.0,74.05421
993,40.6,-1.0,-1.0,38.8,37.18,27.3,-1.0,23.5,27.1,24.81,29.535263
994,22.59,39.38,34.62,-1.0,-1.0,39.17,37.73,23.13,55.62,27.42,39.297436
995,-1.0,17.5,5.9,19.1,-1.0,-1.0,-1.0,16.45,-1.0,9.04,12.665527
996,-1.0,12.8,68.1,72.0,-1.0,28.7,-1.0,73.53,38.8,41.84,38.042564
997,-1.0,-1.0,15.2,29.5,35.23,12.7,32.906,11.5,13.1,12.0,14.379717
998,-1.0,14.3,11.0,-1.0,29.7,-1.0,17.684,43.15,-1.0,22.64,13.941311
999,22.7,-1.0,-1.0,37.1,58.52,43.1,64.419,-1.0,90.6,47.72,39.458656
1000,-1.0,23.9,56.6,91.0,-1.0,41.0,-1.0,27.55,22.2,19.8,26.748402
1001,-1.0,29.8,28.0,98.1,-1.0,27.0,-1.0,-1.0,22.2,19.21,26.252792
1002,-1.0,-1.0,-1.0,50.2,39.09,21.5,59.652,23.4,19.9,20.1,23.266232
1003,8.9,-1.0,-1.0,3.5,13.83,5.7,8.291,9.1,3.3,2.99,9.405009
1004,-1.0,16.8,40.3,47.3,-1.0,33.3,-1.0,27.79,29.8,29.11,25.426708
1005,11.1,17.7,-1.0,12.8,21.98,7.4,18.555,-1.0,16.2,9.26,12.720446
1006,-1.0,-1.0,-1.0,27.7,175.0,19.0,81.678,29.1,29.1,21.7,28.144882
1007,25.4,18.2,-1.0,32.1,33.0,-1.0,27.307,26.48,-1.0,20.34,18.66126
1008,26.62,36.53,33.34,-1.0,41.33,40.23,10.62,48.47,24.84,64.91,45.328793
1009,-1.0,58.3,49.4,158.6,-1.0,49.6,99.913,57.6,-1.0,50.7,41.845818
1010,-1.0,31.7,23.5,112.3,98.87,25.9,105.49,38.1,-1.0,32.0,33.931244
1011,-1.0,61.3,48.5,65.7,95.9,32.3,49.396,62.6,116.2,57.8,51.601284
1012,-1.0,20.6,56.7,39.3,37.13,49.4,59.236,46.5,-1.0,32.8,44.14728
1013,37.1,18.0,-1.0,52.8,36.03,25.6,73.142,34.8,32.9,23.68,28.827906
1014,29.0,-1.0,-1.0,63.0,-1.0,23.6,79.376,42.9,15.3,30.2,27.589684
1015,-1.0,-1.0,-1.0,55.3,86.67,27.5,122.57,42.1,52.0,44.6,34.838314
1016,-1.0,8.5,34.4,33.8,-1.0,-1.0,-1.0,26.93,-1.0,12.95,18.817211
1017,-1.0,-1.0,-1.0,41.6,51.44,28.8,45.05,54.3,28.4,33.7,35.284916
1018,-1.0,-1.0,34.2,46.4,33.7,17.0,65.683,15.1,44.0,20.6,17.552546
1019,-1.0,28.8,53.1,59.6,-1.0,58.4,76.299,50.4,46.6,58.6,51.50158
1020,-1.0,46.6,47.0,72.2,55.46,64.4,97.656,54.1,75.3,63.8,60.222622
1021,-1.0,13.4,22.0,19.5,-1.0,-1.0,-1.0,-1.0,-1.0,14.51,15.860092
1022,-1.0,29.9,39.0,65.5,-1.0,-1.0,-1.0,22.71,-1.0,19.31,18.965164
1023,-1.0,-1.0,89.8,112.6,85.1,26.9,133.02,40.0,40.4,35.4,32.990627
1024,73.8,36.8,28.8,41.2,76.85,33.2,72.872,36.4,54.5,44.19,43.744427
1025,-1.0,14.1,19.1,18.1,-1.0,-1.0,-1.0,21.44,-1.0,7.67,13.865956
1026,-1.0,-1.0,24.5,21.1,21.36,19.8,38.089,10.8,37.1,28.3,17.292475
1027,-1.0,-1.0,-1.0,-1.0,27.6,-1.0,32.281,32.28,-1.0,19.23,16.43687
1028,-1.0,21.5,20.9,95.3,47.86,23.9,80.741,20.7,-1.0,64.2,22.298086
1029,-1.0,21.9,9.4,25.1,38.12,22.5,14.012,11.7,-1.0,24.1,19.65369
1030,-1.0,24.2,1.0,28.6,-1.0,-1.0,-1.0,17.98,-1.0,10.06,14.864647
1031,50.3,49.4,86.6,179.6,115.23,54.2,204.23,83.8,61.4,92.04,91.808365
1032,-1.0,65.7,79.1,199.4,-1.0,56.0,161.14,80.9,71.2,89.1,70.86465
1033,22.4,-1.0,-1.0,38.8,50.53,15.7,117.16,14.4,31.1,19.3,21.279366
1034,-1.0,14.2,8.7,19.0,-1.0,-1.0,-1.0,13.05,-1.0,11.88,11.581155
1035,-1.0,-1.0,53.4,67.1,44.95,12.7,53.481,33.5,18.4,19.4,21.426044
1036,-1.0,-1.0,47.7,122.6,129.4,36.2,104.21,50.3,88.1,49.1,47.188023
1037,-1.0,36.1,44.8,-1.0,-1.0,37.0,-1.0,-1.0,-1.0,34.02,38.387524
1038,43.5,-1.0,-1.0,-1.0,60.56,28.0,46.343,54.2,49.2,52.9,38.81428
1039,-1.0,-1.0,32.3,-1.0,-1.0,22.9,-1.0,-1.0,30.1,33.29,26.686481
1040,17.6,21.4,-1.0,-1.0,29.1,26.1,49.561,37.76,-1.0,20.07,27.132349
1041,-1.0,-1.0,-1.0,1.3,16.02,2.5,23.062,20.5,10.9,3.6,13.173134
1042,-1.0,-1.0,-1.0,44.3,46.12,17.8,54.862,23.5,22.5,22.2,22.23691
1043,78.6,-1.0,-1.0,91.6,92.14,54.9,74.902,-1.0,67.7,59.95,62.419407
1044,66.9,-1.0,-1.0,101.4,42.38,15.5,49.878,47.4,26.5,26.9,36.450024
1045,105.7,41.9,-1.0,69.6,95.26,46.6,130.51,-1.0,57.6,63.78,63.88707
1046,-1.0,46.6,39.9,139.0,104.26,45.6,116.86,81.3,-1.0,46.9,61.387634
1047,-1.0,58.6,91.0,109.9,-1.0,33.4,-1.0,54.35,35.9,32.21,40.87417
1048,-1.0,-1.0,21.7,76.0,-1.0,-1.0,-1.0,14.71,-1.0,24.55,25.534565
1049,-1.0,39.0,20.9,27.9,-1.0,-1.0,-1.0,-1.0,-1.0,17.37,23.723743
1050,-1.0,-1.0,21.8,21.9,42.03,21.3,39.915,17.3,35.3,25.7,20.218737
1051,-1.0,13.6,33.9,87.5,103.34,22.1,106.67,31.2,-1.0,12.4,29.537193
1052,23.5,4.3,-1.0,-1.0,25.8,8.0,23.152,23.57,-1.0,12.81,15.20668
1053,-1.0,39.3,40.3,77.4,67.52,61.4,92.72,46.5,-1.0,52.1,46.49011
1054,-1.0,17.3,65.7,19.7,-1.0,-1.0,-1.0,-1.0,-1.0,15.38,23.470852
1055,-1.0,-1.0,15.3,36.8,54.45,27.5,77.122,29.3,56.7,35.4,30.6441
1056,34.15,40.84,68.06,-1.0,26.23,49.64,199.52,52.62,35.18,70.39,69.93122
1057,-1.0,62.3,50.9,-1.0,-1.0,55.2,-1.0,-1.0,55.4,49.48,40.44045
1058,7.04,16.27,6.16,-1.0,-1.0,5.89,35.58,14.55,27.34,30.52,10.296546
1059,8.07,17.35,23.47,-1.0,72.87,23.81,94.04,27.74,7.17,15.61,21.299688
1060,-1.0,23.8,42.2,70.0,-1.0,-1.0,-1.0,76.18,-1.0,88.26,28.162205
1061,-1.0,25.2,125.0,30.4,-1.0,-1.0,-1.0,62.23,-1.0,11.83,29.49923
1062,-1.0,25.0,-1.0,-1.0,156.4,-1.0,132.16,80.7,-1.0,22.6,41.106373
1063,-1.0,69.87,73.94,38.93,27.02,39.59,272.33,53.38,54.39,20.91,57.911266
1064,-1.0,18.0,7.2,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,11.17,9.395925
1065,-1.0,21.8,20.6,26.4,-1.0,21.0,-1.0,-1.0,-1.0,11.76,21.153664
1066,58.3,-1.0,-1.0,56.7,70.05,50.0,87.842,-1.0,51.4,49.88,57.326565
1067,-1.0,-1.0,-1.0,10.8,-1.0,21.4,46.299,18.0,37.9,21.4,19.358864
1068,-1.0,-1.0,-1.0,76.5,25.43,26.4,59.521,58.0,35.4,24.8,37.097687
1069,19.3,16.1,-1.0,56.4,49.3,10.7,71.444,34.38,-1.0,25.93,22.55711
1070,-1.0,17.2,7.7,-1.0,29.3,-1.0,18.929,27.77,-1.0,10.64,14.387385
1071,-1.0,-1.0,-1.0,26.5,34.39,16.5,65.995,20.1,7.5,21.7,18.219748
1072,21.6,-1.0,-1.0,10.7,19.71,16.8,52.418,25.2,16.2,11.21,22.090832
1073,-1.0,22.5,30.8,38.0,29.51,28.5,46.474,28.6,-1.0,17.6,27.29058
1074,-1.0,23.1,106.6,97.9,-1.0,-1.0,-1.0,21.89,-1.0,23.38,24.12746
1075,-1.0,16.2,23.3,31.7,-1.0,18.1,45.96,16.8,29.3,23.4,18.403873
1076,-1.0,50.4,83.1,127.8,-1.0,45.6,-1.0,53.71,51.2,41.78,46.98447
1077,15.4,-1.0,-1.0,36.5,35.38,10.8,37.431,10.1,22.7,25.05,14.250918
1078,16.9,39.7,-1.0,32.7,-1.0,11.1,24.369,20.83,-1.0,25.8,15.5600815
1079,18.72,35.63,28.08,-1.0,30.72,25.93,22.47,31.45,21.52,26.42,28.984398
1080,-1.0,-1.0,-1.0,36.2,14.91,9.2,23.613,6.6,8.2,6.2,9.623619
1081,110.3,83.4,-1.0,207.6,117.28,83.0,173.93,-1.0,67.0,63.53,86.26643
1082,-1.0,33.2,39.3,62.9,51.59,33.2,57.642,34.1,-1.0,33.2,34.548313
1083,16.43,21.21,26.79,-1.0,-1.0,21.97,-1.0,19.98,17.83,21.04,23.75134
1084,-1.0,13.2,19.6,27.5,22.88,10.9,47.78,17.6,-1.0,8.9,16.24128
1085,32.5,26.4,-1.0,26.2,36.21,25.3,52.076,-1.0,28.2,29.8,30.603731
1086,-1.0,17.5,24.0,20.5,-1.0,-1.0,-1.0,22.56,-1.0,8.75,15.5280075
1087,-1.0,39.7,33.8,63.3,-1.0,32.4,-1.0,21.55,20.8,33.1,24.54727
1088,-1.0,58.0,40.1,121.3,125.91,38.1,115.03,55.1,49.5,53.0,58.108524
1089,-1.0,9.4,48.7,55.5,-1.0,17.0,-1.0,-1.0,25.0,21.62,20.521317
1090,-1.0,6.6,33.4,-1.0,-1.0,20.4,-1.0,-1.0,-1.0,23.78,25.987919
1091,15.4,20.6,-1.0,41.5,18.9,8.5,26.961,-1.0,12.7,16.25,14.442941
1092,-1.0,5.5,8.1,15.6,-1.0,-1.0,-1.0,8.42,-1.0,16.64,9.032208
1093,-1.0,-1.0,-1.0,34.0,45.51,32.1,57.619,24.9,27.8,20.9,27.67617
1094,-1.0,76.1,109.0,256.8,81.19,39.9,140.13,58.6,66.0,55.5,62.279724
1095,38.8,40.9,43.0,96.0,102.91,39.4,88.711,47.6,45.6,53.88,49.283417
1096,-1.0,-1.0,-1.0,-1.0,-1.0,30.5,-1.0,-1.0,30.4,26.82,34.225117
1097,-1.0,-1.0,-1.0,-1.0,41.1,-1.0,58.905,68.31,-1.0,29.33,28.089508
1098,-1.0,38.3,76.9,106.1,94.59,47.0,88.261,49.5,-1.0,49.9,47.70462
1099,-1.0,8.4,14.4,24.4,-1.0,-1.0,-1.0,-1.0,-1.0,10.68,11.493072
1100,-1.0,12.3,22.7,15.6,-1.0,0.0,-1.0,29.42,-1.0,13.12,15.442447
1101,32.0,53.8,-1.0,38.5,39.41,27.0,53.904,-1.0,40.1,37.82,35.731087
1102,-1.0,15.4,21.3,14.9,-1.0,-1.0,-1.0,26.15,-1.0,19.53,15.923147
1103,-1.0,-1.0,46.2,31.8,35.1,34.0,55.32,63.1,43.1,49.2,38.387665
1104,24.12,28.15,59.25,21.98,-1.0,17.02,-1.0,34.05,13.79,19.84,21.43859
1105,-1.0,37.2,31.8,72.0,53.14,37.1,76.154,38.7,60.6,52.94,39.190727
1106,-1.0,-1.0,-1.0,38.2,34.05,27.9,55.128,21.6,47.9,39.4,28.324657
1107,-1.0,68.0,111.8,239.0,-1.0,52.5,-1.0,183.76,45.0,59.54,82.94965
1108,-1.0,-1.0,-1.0,16.4,16.14,31.3,20.793,30.3,9.7,11.6,20.944843
1109,-1.0,-1.0,-1.0,7.0,12.97,5.3,20.883,5.2,18.0,7.3,9.711392
1110,10.79,28.56,28.85,-1.0,-1.0,37.98,84.36,14.92,21.41,21.1,24.894573
1111,-1.0,-1.0,58.1,121.5,87.34,47.5,106.02,65.7,124.1,66.7,55.491657
1112,26.2,41.4,-1.0,53.9,69.4,20.2,55.442,108.07,-1.0,32.31,49.525696
1113,-1.0,66.4,89.7,127.2,-1.0,50.0,138.45,-1.0,81.0,65.2,74.225266
1114,-1.0,86.8,27.5,-1.0,-1.0,49.7,-1.0,-1.0,62.1,36.11,34.114025
1115,30.53,33.1,20.13,29.32,-1.0,35.48,-1.0,31.37,15.26,36.34,31.75244
1116,-1.0,-1.0,11.9,21.6,-1.0,-1.0,-1.0,-1.0,-1.0,13.78,8.901932
1117,-1.0,4.4,49.1,56.7,-1.0,30.1,-1.0,34.49,24.0,22.31,27.475636
1118,-1.0,115.9,65.5,130.2,84.28,115.6,129.69,93.4,-1.0,112.9,88.747696
1119,23.2,35.3,-1.0,52.1,34.26,32.9,48.283,-1.0,39.2,40.39,33.56977
1120,-1.0,18.0,-1.0,44.4,29.79,31.8,38.782,28.3,27.1,23.16,28.000881
1121,-1.0,14.3,42.6,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.1,17.629698
1122,43.0,14.8,-1.0,94.1,53.52,29.7,53.608,29.4,33.1,25.17,32.732567
1123,24.5,21.7,-1.0,39.0,34.46,26.3,50.057,-1.0,32.8,51.76,29.349243
1124,-1.0,-1.0,-1.0,17.6,25.16,10.2,21.883,7.4,15.2,8.0,12.57323
1125,-1.0,-1.0,1.8,-1.0,9.1,-1.0,24.402,8.09,-1.0,5.18,6.8527575
1126,-1.0,16.1,39.0,46.3,-1.0,29.1,-1.0,24.14,40.5,31.92,30.86789
1127,30.5,-1.0,-1.0,15.6,36.44,38.8,40.954,42.8,47.2,31.37,40.42761
1128,-1.0,46.7,93.6,140.2,153.48,51.1,146.85,99.9,43.9,87.49,78.13066
1129,19.17,29.26,19.21,-1.0,-1.0,18.63,47.73,16.47,0.04,17.42,17.548962
1130,-1.0,26.0,37.9,87.8,-1.0,16.0,-1.0,-1.0,21.5,20.05,23.090492
1131,-1.0,31.3,47.8,20.0,-1.0,15.3,-1.0,-1.0,-1.0,32.02,25.267693
1132,43.4,-1.0,49.7,83.3,181.42,37.1,112.32,66.7,44.5,39.71,61.036762
1133,-1.0,51.7,59.8,144.8,47.72,36.6,94.261,45.7,59.7,42.3,41.718063
1134,38.6,26.5,-1.0,-1.0,38.1,32.0,52.053,41.6,29.2,40.11,38.17585
1135,20.4,21.8,-1.0,52.2,32.68,29.3,55.531,-1.0,30.7,30.58,27.961529
1136,13.49,25.82,39.64,45.03,-1.0,21.99,45.69,23.74,16.95,21.41,23.549782
1137,-1.0,22.9,30.1,39.6,-1.0,22.6,-1.0,-1.0,22.3,19.35,21.469189
1138,46.6,25.7,-1.0,132.7,109.05,25.2,82.627,-1.0,35.3,38.07,38.32424
1139,-1.0,25.8,66.6,-1.0,137.5,-1.0,83.176,-1.0,-1.0,71.83,44.72626
1140,-1.0,5.0,19.5,27.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.06,12.156929
1141,28.73,33.36,23.11,-1.0,-1.0,39.23,47.93,24.23,25.98,31.78,33.154015
1142,-1.0,-1.0,-1.0,-1.0,27.75,18.5,55.091,9.9,16.7,20.8,14.020709
1143,-1.0,43.8,66.8,90.5,62.02,60.4,106.68,72.0,-1.0,56.2,61.53925
1144,26.76,29.77,22.11,-1.0,-1.0,30.88,75.63,25.04,0.05,34.18,28.701885
1145,8.5,52.8,-1.0,-1.0,27.4,17.1,50.949,53.63,-1.0,19.41,23.589996
1146,-1.0,12.9,16.3,14.6,-1.0,-1.0,-1.0,17.54,-1.0,12.55,12.607141
1147,-1.0,-1.0,-1.0,25.6,-1.0,13.2,32.103,19.4,16.7,17.0,14.806733
1148,2.2,9.5,-1.0,53.7,38.1,-1.0,42.453,15.15,-1.0,19.54,12.767341
1149,53.78,76.64,82.67,-1.0,-1.0,61.22,125.66,79.62,66.5,87.57,92.52991
1150,-1.0,68.7,116.8,207.5,64.84,55.5,98.372,63.9,-1.0,51.4,57.856503
1151,52.9,37.4,-1.0,44.4,45.24,42.6,57.867,-1.0,42.9,42.44,47.820988
1152,12.1,-1.0,-1.0,46.7,-1.0,14.1,50.413,24.6,34.7,14.2,17.699106
1153,-1.0,-1.0,-1.0,32.8,21.13,17.5,38.442,18.7,32.6,16.5,20.951897
1154,82.8,61.6,32.2,197.9,290.36,40.6,156.15,42.0,-1.0,66.08,76.666176
1155,-1.0,-1.0,62.1,77.8,-1.0,-1.0,-1.0,65.94,-1.0,42.53,29.28521
1156,-1.0,38.7,45.7,79.1,79.96,33.1,74.909,53.1,69.9,48.46,45.617676
1157,32.2,37.0,-1.0,74.9,48.94,24.7,70.408,-1.0,42.3,27.57,32.01738
1158,19.09,23.23,30.46,-1.0,-1.0,19.24,41.95,21.13,19.86,23.56,20.715822
1159,-1.0,26.0,30.7,36.6,-1.0,-1.0,-1.0,46.52,-1.0,22.51,23.122078
1160,-1.0,26.9,43.5,44.2,61.89,42.5,50.175,46.6,-1.0,43.2,43.7442
1161,-1.0,27.7,34.9,66.1,-1.0,-1.0,-1.0,36.61,30.8,30.07,29.680273
1162,33.8,27.6,-1.0,48.6,40.0,27.5,65.77,39.8,28.7,28.23,31.603355
1163,-1.0,26.2,42.5,38.1,-1.0,41.7,-1.0,-1.0,45.6,42.92,35.468403
1164,-1.0,48.3,-1.0,115.1,-1.0,41.0,-1.0,-1.0,38.8,37.86,34.047478
1165,-1.0,-1.0,21.4,30.8,31.11,20.1,53.887,33.1,43.3,17.0,24.980108
1166,-1.0,35.3,41.5,123.3,100.85,54.8,78.752,51.8,58.7,64.13,53.172657
1167,73.9,-1.0,-1.0,-1.0,119.4,53.8,-1.0,-1.0,-1.0,68.2,55.074097
1168,12.1,-1.0,-1.0,-1.0,-1.0,14.2,32.42,13.4,7.1,11.3,11.644834
1169,32.57,33.95,35.45,-1.0,102.5,30.77,32.18,37.74,41.48,40.69,38.804447
1170,-1.0,-1.0,49.5,25.9,-1.0,-1.0,-1.0,56.57,-1.0,28.47,20.732105
1171,-1.0,42.5,-1.0,59.6,127.61,44.5,139.21,49.1,-1.0,37.1,42.03275
1172,-1.0,-1.0,16.9,20.5,-1.0,-1.0,-1.0,15.68,-1.0,17.88,13.163029
1173,-1.0,-1.0,-1.0,32.2,27.11,18.7,53.442,18.8,18.9,17.6,19.73863
1174,-1.0,29.2,27.0,25.4,-1.0,23.9,-1.0,-1.0,-1.0,17.05,26.542694
1175,-1.0,46.5,84.6,147.1,-1.0,58.4,-1.0,131.65,50.6,58.25,70.9934
1176,-1.0,-1.0,-1.0,25.9,52.31,39.4,39.186,44.5,44.6,45.1,41.232544
1177,-1.0,17.5,28.4,23.1,-1.0,-1.0,-1.0,6.51,-1.0,17.96,14.279591
1178,18.6,-1.0,-1.0,3.6,13.51,18.2,36.289,-1.0,12.5,5.48,16.018507
1179,4.68,13.47,10.31,-1.0,79.64,24.96,66.24,8.27,3.86,12.7,16.854216
1180,-1.0,9.4,17.9,23.4,22.17,29.9,38.826,11.0,-1.0,11.3,16.934383
1181,-1.0,39.2,65.5,-1.0,-1.0,54.8,-1.0,-1.0,52.8,43.47,44.55103
1182,34.6,26.7,-1.0,52.9,57.04,26.8,66.288,-1.0,33.4,32.37,34.496693
1183,36.9,34.2,-1.0,87.1,48.32,32.5,80.923,-1.0,44.3,34.13,36.82545
1184,-1.0,75.5,87.8,274.2,169.21,81.0,208.63,104.5,-1.0,74.8,82.06436
1185,-1.0,89.0,54.6,352.8,175.87,81.4,240.96,93.0,153.6,133.3,119.843
1186,-1.0,17.1,19.3,31.7,-1.0,21.1,-1.0,26.98,28.2,21.36,22.727022
1187,5.1,108.3,-1.0,27.9,-1.0,25.2,51.402,93.28,-1.0,31.95,23.369041
1188,-1.0,58.5,77.7,115.4,148.63,68.8,136.94,69.2,-1.0,88.5,69.30991
1189,-1.0,28.0,18.0,17.4,-1.0,13.0,-1.0,18.39,-1.0,18.31,16.07381
1190,-1.0,25.0,57.2,41.8,-1.0,56.6,72.353,58.0,-1.0,62.9,48.268776
1191,50.52,42.49,13.48,-1.0,85.32,19.44,187.17,14.06,50.24,27.03,28.95337
1192,-1.0,-1.0,58.1,-1.0,-1.0,25.4,-1.0,-1.0,-1.0,39.1,32.920456
1193,-1.0,14.4,31.5,34.6,-1.0,-1.0,-1.0,20.43,-1.0,18.8,16.192316
1194,37.6,38.5,-1.0,84.5,40.36,33.4,83.06,-1.0,42.6,28.54,36.80816
1195,-1.0,32.8,28.3,42.2,47.31,26.6,163.26,31.5,87.8,28.9,33.531536
1196,-1.0,-1.0,24.1,34.3,21.78,24.1,25.827,30.9,36.5,27.3,26.911861
1197,-1.0,37.5,65.3,119.8,-1.0,58.8,-1.0,137.23,23.9,68.0,66.09204
1198,-1.0,22.1,36.0,67.9,-1.0,-1.0,-1.0,22.39,-1.0,31.07,17.39227
1199,-1.0,-1.0,-1.0,25.5,34.58,21.9,62.882,17.4,14.2,17.6,18.982878
1200,-1.0,30.0,53.3,42.6,-1.0,54.6,39.981,42.6,45.7,48.2,43.942505
1201,-1.0,-1.0,6.1,15.5,25.66,12.0,43.979,15.4,14.1,15.4,11.856659
1202,47.9,15.6,-1.0,-1.0,29.9,20.8,38.734,20.6,-1.0,26.31,22.654202
1203,-1.0,-1.0,-1.0,14.0,18.61,13.0,27.087,22.3,18.9,19.9,15.008605
1204,26.1,15.3,-1.0,49.1,62.89,-1.0,42.152,35.1,18.7,33.99,30.409807
1205,62.47,116.79,64.29,-1.0,-1.0,93.0,12.65,68.61,77.41,87.42,96.156204
1206,-1.0,-1.0,-1.0,36.4,28.8,29.8,28.894,22.3,27.2,26.4,25.707935
1207,-1.0,-1.0,-1.0,-1.0,35.2,-1.0,59.004,26.41,-1.0,19.8,18.818943
1208,-1.0,-1.0,-1.0,19.0,18.86,13.1,25.04,16.7,9.8,13.0,14.151122
1209,23.66,45.19,58.32,-1.0,-1.0,40.29,74.69,28.17,36.18,32.17,34.18219
1210,-1.0,-1.0,-1.0,15.1,11.26,15.1,43.034,16.3,21.8,22.7,15.497512
1211,-1.0,-1.0,-1.0,19.4,17.76,22.5,26.859,22.6,20.2,14.3,19.519304
1212,-1.0,24.3,38.0,43.5,-1.0,41.1,-1.0,35.4,49.5,30.76,40.45341
1213,-1.0,33.5,48.1,53.2,48.46,46.6,51.248,34.7,-1.0,26.8,38.38068
1214,-1.0,-1.0,30.4,51.4,60.23,28.2,109.26,29.4,132.8,32.9,33.56212
1215,41.3,38.5,-1.0,84.1,80.15,55.8,83.625,-1.0,24.3,44.77,51.38537
1216,-1.0,21.2,38.5,46.7,-1.0,29.9,-1.0,-1.0,56.3,36.21,39.70349
1217,-1.0,54.5,66.1,134.3,-1.0,41.1,71.557,52.3,60.1,47.6,46.09458
1218,-1.0,-1.0,-1.0,3.4,29.55,-1.0,57.933,22.1,26.6,37.5,18.229412
1219,-1.0,-1.0,-1.0,36.9,-1.0,22.9,28.994,15.5,32.4,14.9,20.1174
1220,18.86,23.79,36.1,-1.0,-1.0,19.37,97.46,25.88,23.24,19.51,23.809675
1221,31.4,33.4,-1.0,61.9,27.73,30.7,50.224,-1.0,27.7,25.99,31.875462
1222,26.95,38.9,36.97,-1.0,-1.0,29.46,83.27,29.67,24.75,29.63,31.353516
1223,-1.0,36.0,39.1,44.0,39.41,42.8,54.651,37.0,-1.0,48.6,37.99101
1224,-1.0,51.2,40.3,405.6,69.76,42.1,368.43,126.8,69.5,100.81,140.41747
1225,-1.0,37.5,37.1,71.0,58.32,41.3,102.36,40.8,-1.0,39.2,42.37642
1226,-1.0,18.0,16.9,16.8,14.8,19.9,29.51,15.4,-1.0,2.1,16.280468
1227,13.0,59.6,-1.0,26.7,-1.0,7.7,19.835,37.79,-1.0,13.79,15.959299
1228,28.24,80.75,73.14,215.19,-1.0,-1.0,-1.0,85.55,19.72,69.01,66.94004
1229,-1.0,42.0,33.0,63.7,-1.0,23.5,-1.0,29.38,12.2,45.25,24.231932
1230,-1.0,22.0,32.9,9.1,-1.0,-1.0,-1.0,21.11,-1.0,18.78,16.738607
1231,22.8,21.8,-1.0,30.1,24.2,23.0,27.885,55.76,-1.0,30.17,28.730148
1232,-1.0,63.2,55.3,55.6,-1.0,-1.0,-1.0,-1.0,-1.0,43.11,37.46856
1233,23.0,-1.0,21.1,39.0,20.44,18.5,39.301,20.3,22.2,13.44,19.333424
1234,-1.0,19.8,43.1,17.7,22.98,18.4,39.512,30.4,6.2,21.3,24.806156
1235,97.96,85.53,106.76,-1.0,21.25,72.7,68.56,72.11,67.42,88.32,88.44497
1236,47.7,35.16,16.17,-1.0,-1.0,15.88,23.23,20.18,59.93,42.56,28.17816
1237,-1.0,44.3,82.3,-1.0,45.8,-1.0,73.911,-1.0,-1.0,25.58,30.692307
1238,-1.0,19.6,-1.0,55.4,-1.0,30.5,-1.0,-1.0,36.0,32.45,35.218746
1239,36.0,42.5,74.8,170.2,80.61,-1.0,115.33,70.4,52.4,61.97,52.900208
1240,32.13,-1.0,60.75,42.99,11.36,-1.0,81.6,-1.0,39.62,40.42,43.742805
1241,-1.0,19.1,37.6,40.2,-1.0,-1.0,-1.0,-1.0,-1.0,32.72,23.020323
1242,15.02,23.81,18.11,-1.0,84.5,23.98,213.08,12.33,13.7,16.76,18.297407
1243,-1.0,29.8,39.3,36.2,67.96,30.6,38.875,41.7,-1.0,22.1,37.27284
1244,13.8,-1.0,-1.0,12.0,-1.0,15.7,27.978,8.6,-1.0,13.5,14.018447
1245,-1.0,36.6,57.9,66.5,53.87,40.9,99.473,58.7,-1.0,35.5,48.879276
1246,-1.0,77.9,84.2,210.8,27.55,58.0,249.82,69.8,-1.0,76.9,55.95408
1247,-1.0,36.7,39.9,57.6,46.39,33.2,61.375,57.8,23.7,43.47,41.532097
1248,20.0,27.0,-1.0,61.2,72.84,23.2,81.07,34.5,14.4,29.4,34.130833
1249,24.77,22.98,-1.0,12.25,-1.0,21.39,-1.0,21.84,21.81,18.24,20.783743
1250,33.1,100.3,-1.0,61.8,73.4,22.2,77.144,41.62,-1.0,19.34,37.09409
1251,68.5,24.7,43.2,66.0,89.65,46.0,69.977,49.3,40.6,40.4,47.653584
1252,-1.0,-1.0,-1.0,118.3,97.33,13.8,87.083,51.6,54.8,52.6,38.99523
1253,8.8,1.8,-1.0,-1.0,20.9,7.6,14.549,9.47,-1.0,6.0,9.355757
1254,18.59,19.58,12.14,-1.0,34.27,23.18,-1.0,9.94,11.11,18.34,19.129847
1255,-1.0,35.7,34.0,32.2,40.01,35.5,159.92,35.6,37.0,35.1,35.55502
1256,-1.0,78.5,97.0,-1.0,-1.0,80.6,-1.0,107.11,67.8,74.1,72.05722
1257,-1.0,31.2,24.0,32.3,-1.0,-1.0,-1.0,25.7,-1.0,21.0,20.47224
1258,49.9,60.2,47.1,142.6,31.33,40.7,115.64,67.6,27.6,44.83,60.04867
