,AGU,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,ATM_med,ATM_pred
819,-1.0,50.2,189.3,-1.0,69.5,97.7,42.7,-1.0,42.7,63.6,56.55043
820,-1.0,97.0,181.4,102.36,35.1,278.38,62.4,103.9,53.95,117.4,69.210556
821,-1.0,80.1,258.6,187.24,37.6,169.1,79.3,91.4,79.7,43.7,68.33625
822,-1.0,43.9,99.9,77.08,45.6,145.9,53.1,55.4,46.81,30.0,43.20487
823,-1.0,46.2,45.9,33.59,35.6,56.473,20.2,-1.0,23.8,22.7,29.495977
824,17.8,-1.0,35.4,32.57,20.8,35.382,-1.0,24.1,22.49,21.2,22.030321
825,-1.0,43.3,108.2,35.56,38.0,101.73,36.3,-1.0,25.3,41.2,40.534355
826,-1.0,75.9,54.7,46.39,26.5,82.541,43.2,-1.0,21.6,20.6,33.26579
827,-1.0,41.5,85.3,31.26,34.0,58.45,60.7,-1.0,47.0,38.9,34.855602
828,33.62,49.72,108.42,-1.0,130.02,-1.0,74.28,26.0,92.1,61.23,54.329124
829,38.7,-1.0,33.6,41.27,5.0,56.258,38.8,28.3,41.71,22.0,33.41388
830,33.92,20.21,-1.0,68.44,14.09,52.67,18.14,39.93,26.81,17.75,31.38478
831,-1.0,23.0,127.8,103.4,23.6,244.45,64.2,-1.0,31.0,42.5,47.08087
832,1.02,-1.0,-1.0,35.53,5.17,140.11,-1.0,5.33,5.66,5.51,9.201
833,-1.0,-1.0,-1.0,23.3,-1.0,8.083,35.6,-1.0,18.83,24.3,17.846659
834,40.5,-1.0,60.6,42.73,36.9,82.616,45.2,39.6,42.17,45.0,34.874844
835,34.85,-1.0,-1.0,-1.0,30.68,175.51,27.74,39.52,34.3,30.09,35.00999
836,-1.0,13.7,42.8,60.17,37.9,224.23,37.3,54.9,36.49,35.0,37.207165
837,-1.0,37.0,173.2,-1.0,-1.0,-1.0,64.23,17.8,54.63,26.9,36.147648
838,34.2,37.06,-1.0,-1.0,26.19,72.56,37.8,46.19,28.01,37.58,32.634468
839,32.1,-1.0,37.0,40.73,28.9,102.56,-1.0,32.5,30.56,24.6,28.10529
840,-1.0,51.9,-1.0,-1.0,43.1,-1.0,-1.0,-1.0,25.72,36.2,60.55575
841,-1.0,30.9,69.6,-1.0,10.8,-1.0,-1.0,12.9,59.17,10.4,28.988659
842,21.2,-1.0,48.4,81.99,30.6,70.475,22.8,25.8,32.32,47.4,30.183626
843,-1.0,22.0,21.6,-1.0,-1.0,-1.0,-1.0,-1.0,15.05,28.3,16.831722
844,30.1,-1.0,98.8,109.39,30.2,92.444,51.7,37.0,44.03,44.3,37.119053
845,-1.0,60.6,263.9,268.9,64.5,186.84,92.2,91.4,108.2,40.5,66.691284
846,-1.0,34.8,52.0,63.26,37.4,93.096,56.6,106.1,67.17,64.1,34.174892
847,-1.0,56.3,78.3,-1.0,39.6,-1.0,-1.0,23.6,41.8,44.1,35.08642
848,-1.0,33.7,-1.0,-1.0,20.0,-1.0,-1.0,17.4,13.25,18.4,23.435913
849,9.2,-1.0,16.6,26.6,1.9,27.398,63.29,-1.0,10.8,93.7,80.32754
850,12.01,34.39,-1.0,34.04,8.67,149.95,13.02,14.49,27.49,16.95,23.489618
851,-1.0,82.6,125.0,63.58,47.1,89.896,42.0,-1.0,38.1,62.1,47.15939
852,-1.0,39.0,-1.0,24.2,-1.0,37.505,20.99,-1.0,19.6,32.1,19.665703
853,-1.0,22.5,6.7,-1.0,-1.0,-1.0,40.75,-1.0,21.17,24.6,26.791779
854,-1.0,35.1,52.8,58.28,27.1,100.16,35.9,-1.0,22.2,30.7,30.75907
855,13.8,-1.0,29.7,-1.0,24.4,36.692,51.26,-1.0,27.85,42.9,49.145565
856,-1.0,12.8,8.7,-1.0,-1.0,-1.0,17.12,-1.0,15.18,15.3,17.044464
857,30.25,76.87,-1.0,33.96,42.22,58.45,56.76,44.6,42.62,52.36,47.782337
858,19.9,-1.0,-1.0,78.52,37.5,-1.0,19.44,26.0,4.09,29.71,43.46343
859,-1.0,-1.0,-1.0,40.2,-1.0,27.37,31.45,-1.0,17.53,27.0,21.195915
860,-1.0,31.6,16.9,-1.0,-1.0,-1.0,29.38,-1.0,16.85,17.8,17.68268
861,-1.0,26.2,25.0,-1.0,-1.0,-1.0,22.88,-1.0,-1.0,13.1,21.244299
862,6.37,24.57,-1.0,-1.0,15.07,79.45,19.07,21.94,18.27,18.26,20.119305
863,-1.0,54.2,55.0,-1.0,41.1,-1.0,99.5,41.8,33.53,38.5,33.0976
864,-1.0,46.5,149.8,-1.0,31.7,-1.0,-1.0,16.4,-1.0,24.9,29.370533
865,-1.0,42.0,43.1,-1.0,-1.0,-1.0,32.06,-1.0,-1.0,32.7,24.664135
866,-1.0,48.8,49.6,36.42,43.8,50.668,50.8,-1.0,44.1,30.3,36.99431
867,38.1,-1.0,117.8,123.34,40.6,-1.0,-1.0,53.9,58.12,26.9,38.63809
868,-1.0,97.1,59.8,-1.0,30.5,-1.0,62.76,32.2,35.88,23.6,32.138226
869,71.2,40.5,44.0,66.64,52.6,54.149,41.6,63.0,51.42,36.4,44.794434
870,-1.0,52.9,250.2,-1.0,-1.0,-1.0,94.71,17.0,33.81,41.2,40.49492
871,-1.0,21.5,17.2,32.3,22.1,101.14,20.8,15.9,30.67,18.2,19.886276
872,33.37,52.78,52.97,-1.0,32.92,28.91,46.54,37.15,-1.0,32.76,37.554874
873,-1.0,70.6,57.2,67.07,44.4,97.102,56.5,-1.0,40.5,53.4,41.3066
874,-1.0,31.8,48.1,-1.0,36.3,47.382,58.5,67.4,-1.0,43.5,36.11164
875,33.3,-1.0,31.8,38.5,29.8,28.364,56.83,-1.0,33.33,142.2,78.56613
876,-1.0,58.5,92.5,-1.0,56.1,128.34,47.4,64.9,58.7,53.2,50.02415
877,13.5,-1.0,17.5,21.8,9.8,18.577,48.91,-1.0,15.72,26.0,39.069767
878,-1.0,13.5,18.7,33.36,22.3,32.408,27.6,-1.0,31.7,11.5,22.656147
879,-1.0,62.6,-1.0,-1.0,49.2,-1.0,20.04,52.1,52.65,58.2,45.89431
880,26.0,-1.0,55.8,27.7,23.5,-1.0,48.21,-1.0,37.38,40.7,58.826385
881,32.35,51.69,-1.0,-1.0,56.78,104.81,53.09,23.32,54.85,57.22,50.000134
882,-1.0,37.4,108.2,70.34,30.2,102.64,40.6,-1.0,30.1,34.3,37.96423
883,38.8,43.0,96.0,102.91,39.4,88.711,47.6,45.6,53.88,40.9,40.44352
884,-1.0,21.0,18.2,-1.0,-1.0,-1.0,45.27,-1.0,6.98,28.7,17.209486
885,-1.0,20.3,18.1,-1.0,-1.0,-1.0,30.64,-1.0,18.58,33.4,22.740444
886,-1.0,36.7,67.7,-1.0,51.7,-1.0,62.91,134.8,-1.0,73.3,62.429703
887,-1.0,35.2,56.9,39.51,36.4,56.77,36.1,-1.0,33.5,29.4,30.46997
888,-1.0,49.0,33.6,56.46,65.5,71.154,62.2,-1.0,67.0,53.0,53.528084
889,35.1,-1.0,44.6,63.5,29.0,-1.0,41.92,-1.0,33.97,30.3,37.182796
890,-1.0,42.2,36.5,-1.0,42.2,-1.0,35.86,-1.0,22.64,28.7,32.86147
891,-1.0,81.3,230.1,207.3,-1.0,144.21,-1.0,-1.0,-1.0,65.1,54.390705
892,52.2,-1.0,106.5,51.39,44.3,138.89,-1.0,42.2,46.4,45.2,44.253334
893,-1.0,-1.0,-1.0,20.5,-1.0,42.051,23.27,-1.0,11.63,16.9,19.125
894,-1.0,3.3,126.3,112.2,-1.0,87.192,83.8,-1.0,-1.0,36.1,35.50303
895,33.2,-1.0,74.2,-1.0,18.9,58.543,49.13,-1.0,44.35,29.4,37.036633
896,-1.0,38.8,87.4,51.46,33.8,84.365,59.4,-1.0,39.2,37.6,37.71902
897,-1.0,28.8,108.2,-1.0,12.9,89.439,19.2,-1.0,15.8,13.7,22.232424
898,-1.0,66.0,-1.0,-1.0,30.6,-1.0,36.17,42.6,31.32,12.0,25.989773
899,35.7,-1.0,-1.0,41.3,20.6,109.87,67.31,-1.0,32.96,42.1,45.89901
900,-1.0,-1.0,129.1,118.38,65.4,-1.0,89.0,44.3,67.58,78.0,42.227573
901,-1.0,-1.0,-1.0,12.3,-1.0,11.933,38.02,-1.0,14.31,30.1,24.26529
902,-1.0,32.5,52.1,-1.0,-1.0,-1.0,33.65,-1.0,15.87,14.8,19.635214
903,-1.0,44.4,41.3,18.6,28.0,79.725,43.5,-1.0,32.4,20.7,29.848038
904,-1.0,43.1,87.9,-1.0,49.2,-1.0,50.46,63.2,36.35,27.0,37.802822
905,-1.0,-1.0,-1.0,14.8,-1.0,21.529,16.21,-1.0,9.3,24.4,12.163961
906,-1.0,27.3,56.8,47.79,33.5,97.516,30.9,-1.0,23.6,26.7,31.219902
907,31.9,-1.0,45.6,82.19,21.4,43.785,34.5,18.9,18.88,13.9,27.067303
908,-1.0,32.4,37.9,36.6,-1.0,49.075,-1.0,-1.0,-1.0,24.9,45.448654
909,-1.0,46.4,38.8,-1.0,42.1,-1.0,31.39,34.3,26.52,23.9,35.244583
910,-1.0,46.7,39.5,-1.0,24.6,-1.0,9.79,18.1,25.79,20.4,21.169304
911,-1.0,72.0,75.6,135.61,68.6,215.32,56.5,-1.0,56.3,61.4,69.76343
912,-1.0,52.3,30.1,35.85,21.0,40.049,29.0,53.6,51.7,31.7,26.043684
913,27.9,-1.0,31.1,53.95,35.3,69.838,-1.0,39.1,33.76,44.4,33.55351
914,37.9,-1.0,43.0,50.3,21.3,-1.0,29.86,-1.0,26.62,4.1,29.9628
915,27.0,65.95,-1.0,-1.0,35.23,23.66,59.18,26.2,31.46,36.47,39.130894
916,57.03,48.55,246.35,-1.0,-1.0,-1.0,67.55,35.35,107.16,114.72,80.84767
917,-1.0,68.1,91.2,-1.0,55.5,150.99,48.2,-1.0,42.5,68.2,50.33951
918,19.0,-1.0,-1.0,30.1,9.9,30.181,24.07,-1.0,13.78,6.4,8.678926
919,-1.0,36.2,66.5,-1.0,32.1,-1.0,33.94,35.8,31.66,14.2,30.528742
920,11.1,-1.0,36.2,25.82,23.2,38.102,15.9,20.0,19.74,30.7,18.976404
921,-1.0,37.6,103.3,58.13,33.8,165.14,55.6,-1.0,35.5,37.7,43.781925
922,21.4,55.8,134.5,75.14,17.2,139.12,60.1,26.8,28.54,34.2,37.884212
923,2.2,17.44,-1.0,-1.0,9.03,30.56,7.05,10.38,10.37,8.02,13.761576
924,-1.0,33.4,60.9,-1.0,19.1,-1.0,28.16,13.6,25.42,36.3,19.513313
925,-1.0,84.2,101.9,-1.0,67.3,-1.0,64.01,43.1,42.45,48.7,51.447258
926,-1.0,86.5,-1.0,-1.0,70.0,-1.0,67.41,63.0,46.4,74.7,63.71381
927,-1.0,37.2,74.3,-1.0,36.2,81.782,26.1,33.6,-1.0,37.3,35.905922
928,28.9,-1.0,46.1,44.82,27.1,59.551,-1.0,45.2,31.97,50.3,37.526657
929,35.56,-1.0,-1.0,44.1,14.39,75.8,28.54,13.51,22.83,26.25,15.819261
930,64.06,76.54,157.33,-1.0,87.41,82.94,67.96,49.52,-1.0,76.41,83.78823
931,35.3,24.8,64.3,37.32,33.9,85.025,37.1,41.3,37.66,32.4,40.973675
932,-1.0,16.2,17.9,-1.0,-1.0,-1.0,-1.0,-1.0,6.91,2.9,10.6294775
933,-1.0,3.64,20.59,-1.0,6.94,41.81,9.87,9.57,8.53,16.25,15.674878
934,20.4,-1.0,-1.0,51.6,26.0,67.899,-1.0,-1.0,25.42,7.7,8.156471
935,-1.0,34.3,28.7,77.0,-1.0,122.94,-1.0,-1.0,-1.0,56.4,105.95581
936,-1.0,15.2,16.5,37.61,17.1,67.944,23.2,-1.0,18.5,25.4,22.607096
937,-1.0,16.4,23.8,-1.0,-1.0,-1.0,34.85,-1.0,18.67,21.0,23.750633
938,-1.0,58.7,43.5,94.71,104.4,53.977,43.9,-1.0,33.0,102.4,36.3523
939,-1.0,53.2,71.4,-1.0,34.4,-1.0,41.35,32.0,36.79,39.9,32.91658
940,-1.0,46.8,33.3,-1.0,-1.0,-1.0,62.78,11.6,24.17,29.0,28.955475
941,-1.0,16.1,-1.0,25.0,-1.0,33.604,3.62,-1.0,20.25,5.2,15.6552
942,27.1,-1.0,25.2,20.6,18.2,29.028,-1.0,21.6,17.83,17.3,18.96
943,-1.0,37.6,46.7,53.18,28.8,114.83,33.2,31.1,27.31,8.8,29.727192
944,39.1,-1.0,85.7,127.24,12.9,78.093,46.4,41.1,38.62,27.2,32.849926
945,-1.0,53.8,70.5,-1.0,64.3,-1.0,-1.0,25.4,36.5,27.2,35.34106
946,24.8,44.1,52.2,29.08,30.5,54.507,39.1,25.8,35.68,11.4,28.540646
947,-1.0,47.5,68.7,41.06,22.6,71.641,34.1,-1.0,34.2,32.6,28.768375
948,-1.0,51.8,95.5,-1.0,47.1,-1.0,51.15,34.2,45.26,32.4,37.271435
949,-1.0,86.9,162.9,-1.0,53.6,-1.0,-1.0,49.6,61.54,40.0,49.038544
950,-1.0,21.1,30.1,-1.0,15.9,-1.0,21.53,11.6,15.26,12.5,16.203192
951,-1.0,-1.0,-1.0,26.0,-1.0,44.703,54.94,-1.0,26.19,26.7,38.09663
952,28.76,-1.0,-1.0,82.76,38.39,68.22,33.72,42.15,61.86,57.56,46.793224
953,-1.0,63.1,104.1,-1.0,60.3,-1.0,-1.0,61.4,54.6,62.5,43.924118
954,-1.0,78.1,-1.0,-1.0,53.0,-1.0,-1.0,48.6,66.29,56.9,42.488556
955,18.3,50.21,-1.0,-1.0,40.99,-1.0,29.62,21.33,25.41,35.71,39.509464
956,14.42,33.51,-1.0,-1.0,17.73,130.77,20.15,10.26,14.73,20.31,20.164062
957,-1.0,57.2,-1.0,-1.0,39.8,-1.0,242.77,40.3,39.45,53.2,25.071098
958,-1.0,16.2,9.9,-1.0,19.7,-1.0,18.07,19.4,14.86,6.3,15.215508
959,23.8,-1.0,43.4,22.21,24.2,81.017,-1.0,19.9,18.45,24.0,22.713451
960,-1.0,-1.0,-1.0,34.9,-1.0,22.247,29.06,-1.0,22.36,25.0,22.06498
961,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,20.80997
962,-1.0,24.1,10.6,-1.0,-1.0,-1.0,-1.0,-1.0,19.14,28.9,19.246733
963,-1.0,51.6,45.1,-1.0,-1.0,-1.0,50.7,-1.0,36.85,32.9,29.035833
964,-1.0,29.9,50.4,-1.0,16.3,-1.0,32.36,19.4,18.82,26.7,19.986023
965,-1.0,13.8,23.2,-1.0,-1.0,-1.0,14.91,-1.0,7.65,11.7,13.427192
966,80.24,79.05,-1.0,43.53,29.28,71.09,54.21,57.74,70.48,83.72,59.289524
967,32.01,58.5,-1.0,-1.0,49.61,84.91,48.35,46.34,42.24,38.55,47.32224
968,-1.0,46.2,66.5,-1.0,-1.0,-1.0,-1.0,43.1,44.68,27.4,44.46973
969,-1.0,26.0,-1.0,-1.0,16.7,-1.0,15.04,22.5,17.46,19.9,20.817047
970,25.0,-1.0,50.8,37.21,15.8,-1.0,-1.0,31.2,30.25,32.7,28.362913
971,-1.0,30.6,-1.0,22.6,-1.0,48.281,12.67,-1.0,-1.0,24.6,29.201523
972,42.7,-1.0,79.8,107.79,27.9,61.37,-1.0,52.0,30.6,36.8,40.43061
973,-1.0,25.3,52.7,178.2,55.8,213.75,46.7,-1.0,39.9,53.2,58.24211
974,-1.0,40.8,39.1,-1.0,20.3,-1.0,20.86,18.4,15.89,19.3,19.928528
975,-1.0,67.1,125.5,-1.0,41.4,-1.0,49.24,36.4,37.43,27.7,37.61564
976,17.09,57.45,76.82,-1.0,37.84,-1.0,40.8,21.47,36.34,41.28,29.68129
977,-1.0,7.6,18.8,-1.0,-1.0,-1.0,14.43,-1.0,8.48,23.6,13.56787
978,31.42,41.17,58.89,-1.0,41.67,40.74,36.82,29.46,-1.0,37.12,41.546078
979,35.5,-1.0,88.8,114.2,16.3,44.947,-1.0,25.8,27.12,22.0,33.26063
980,-1.0,44.9,104.4,131.7,-1.0,101.14,-1.0,-1.0,-1.0,34.1,52.594364
981,-1.0,53.2,54.8,-1.0,23.8,-1.0,-1.0,38.6,29.09,17.7,25.29169
982,39.2,-1.0,79.1,52.2,37.2,67.923,-1.0,36.8,34.42,28.0,36.530605
983,-1.0,41.5,71.7,87.11,27.5,49.664,38.8,-1.0,72.4,23.1,37.50218
984,-1.0,48.5,232.5,-1.0,-1.0,-1.0,-1.0,26.2,55.38,41.0,40.26924
985,-1.0,14.1,14.7,-1.0,-1.0,-1.0,-1.0,-1.0,6.04,2.6,10.267285
986,-1.0,54.9,88.6,-1.0,-1.0,-1.0,-1.0,9.4,48.39,21.8,35.598736
987,-1.0,32.1,50.4,-1.0,-1.0,-1.0,29.97,-1.0,17.05,1.5,20.007095
988,11.5,-1.0,-1.0,22.4,14.0,22.065,29.67,-1.0,17.79,38.4,21.696278
989,14.84,20.5,-1.0,-1.0,18.0,53.69,25.65,26.82,20.74,28.13,22.658913
990,4.81,3.98,20.98,-1.0,4.57,-1.0,9.08,20.23,7.89,6.97,12.465535
991,21.9,-1.0,37.1,-1.0,23.2,38.4,46.6,-1.0,30.27,23.8,50.180264
992,-1.0,70.8,-1.0,43.9,-1.0,68.0,50.99,-1.0,-1.0,32.9,41.961285
993,-1.0,32.1,42.5,-1.0,103.9,188.49,34.5,-1.0,22.8,43.0,50.634808
994,34.2,-1.0,68.3,49.1,21.9,49.367,54.07,-1.0,38.55,68.7,42.248066
995,59.9,77.0,204.9,135.64,-1.0,160.11,108.7,74.3,97.17,60.6,58.873203
996,13.84,34.0,-1.0,87.44,55.31,117.32,25.24,26.42,36.78,38.01,43.83567
997,-1.0,37.6,81.8,33.02,33.1,64.048,36.5,-1.0,26.3,39.8,32.027252
998,-1.0,36.7,49.0,-1.0,-1.0,-1.0,48.96,-1.0,19.33,24.7,21.658236
999,10.5,-1.0,18.8,31.7,-1.0,24.703,29.08,-1.0,25.48,19.5,24.522879
1000,-1.0,15.3,35.1,-1.0,0.0,-1.0,28.0,-1.0,19.12,16.6,21.935337
1001,-1.0,31.5,43.0,55.74,27.4,81.66,36.9,-1.0,24.4,28.8,28.219563
1002,-1.0,57.5,84.8,87.99,47.2,202.62,62.2,69.6,56.8,53.6,51.408005
1003,-1.0,67.9,83.6,62.64,41.5,96.116,71.7,-1.0,61.8,45.0,44.669506
1004,-1.0,17.7,45.6,-1.0,-1.0,-1.0,27.12,-1.0,19.16,8.1,21.548481
1005,-1.0,23.6,15.5,32.73,30.7,61.812,28.6,-1.0,14.3,23.0,23.616108
1006,-1.0,21.5,9.3,-1.0,-1.0,-1.0,39.24,-1.0,22.26,29.5,26.977833
1007,-1.0,155.9,280.8,306.36,84.8,265.02,156.2,73.7,170.89,73.8,91.34715
1008,39.14,35.93,-1.0,-1.0,32.91,231.46,39.47,46.71,45.76,56.67,44.3654
1009,-1.0,53.6,90.1,40.74,60.7,62.831,54.1,59.0,73.59,64.8,46.541306
1010,53.68,93.72,155.72,-1.0,72.39,30.35,-1.0,51.36,-1.0,63.17,67.705795
1011,-1.0,50.0,-1.0,-1.0,41.9,-1.0,56.72,48.9,30.16,31.0,41.61578
1012,-1.0,40.6,79.1,-1.0,-1.0,-1.0,-1.0,-1.0,31.58,39.7,26.532566
1013,-1.0,38.3,32.6,45.72,25.6,54.946,36.4,-1.0,34.3,30.2,28.819695
1014,-1.0,62.4,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,2.26,18.2,23.523277
1015,-1.0,49.3,173.3,44.86,35.6,105.54,28.9,-1.0,37.5,53.0,45.274498
1016,56.6,-1.0,99.5,89.23,45.7,145.99,-1.0,54.8,48.46,45.7,52.59496
1017,33.6,-1.0,114.7,53.68,28.0,61.493,53.6,49.6,29.31,37.3,48.709827
1018,-1.0,0.2,11.1,41.4,-1.0,40.642,-1.0,-1.0,-1.0,14.5,14.276687
1019,30.7,-1.0,30.4,29.6,19.0,63.757,54.35,-1.0,28.56,35.3,43.600098
1020,-1.0,51.2,53.5,-1.0,37.2,-1.0,60.95,41.7,31.92,25.1,26.78437
1021,39.94,35.74,-1.0,29.98,34.84,26.83,29.9,35.25,33.54,34.32,38.585785
1022,-1.0,28.5,76.6,35.43,30.2,59.391,24.9,-1.0,19.6,28.3,28.061232
1023,-1.0,60.6,58.8,37.79,-1.0,69.021,37.9,-1.0,31.8,29.3,25.957424
1024,-1.0,104.7,164.9,167.61,76.3,121.66,47.3,-1.0,80.2,88.2,73.27924
1025,34.4,-1.0,77.2,74.1,25.4,-1.0,36.07,-1.0,24.33,43.1,39.000423
1026,-1.0,60.5,106.8,-1.0,37.8,-1.0,69.1,41.3,38.4,65.3,33.114582
1027,72.44,-1.0,-1.0,-1.0,72.69,31.11,87.58,40.04,70.69,117.33,87.33867
1028,-1.0,74.2,51.3,-1.0,-1.0,-1.0,-1.0,9.6,21.27,13.4,25.629839
1029,-1.0,197.4,123.3,-1.0,88.9,-1.0,179.79,98.3,94.42,54.5,61.460056
1030,14.78,19.53,-1.0,103.12,34.73,51.66,36.26,13.76,40.79,21.77,28.206596
1031,-1.0,37.4,53.3,-1.0,63.6,-1.0,-1.0,-1.0,74.64,81.6,40.73971
1032,-1.0,144.4,-1.0,-1.0,103.08,43.17,100.94,85.52,108.09,102.98,80.03737
1033,-1.0,49.5,55.3,46.49,32.8,88.018,-1.0,-1.0,44.7,43.2,31.437122
1034,-1.0,27.9,48.6,40.77,29.1,88.473,28.9,-1.0,26.9,28.5,28.973324
1035,-1.0,58.1,210.7,-1.0,72.3,133.49,117.7,-1.0,78.7,50.2,61.97335
1036,-1.0,14.4,7.9,-1.0,-1.0,-1.0,25.53,-1.0,17.41,23.2,21.313435
1037,-1.0,22.5,64.1,-1.0,13.9,-1.0,62.27,10.8,12.93,17.5,21.502958
1038,-1.0,36.7,46.5,-1.0,-1.0,-1.0,-1.0,10.1,17.3,22.9,25.144615
1039,-1.0,20.9,28.6,-1.0,0.0,-1.0,37.59,-1.0,13.96,15.9,18.631393
1040,-1.0,55.2,49.4,-1.0,29.5,-1.0,-1.0,39.8,36.7,14.3,28.12849
1041,42.7,-1.0,44.1,40.11,-1.0,56.198,45.0,51.4,44.46,34.6,38.365353
1042,-1.0,7.8,14.9,-1.0,-1.0,-1.0,22.78,-1.0,21.66,4.2,24.028122
1043,-1.0,32.2,28.0,-1.0,20.4,-1.0,26.08,23.1,20.67,17.1,18.067488
1044,-1.0,50.7,125.8,-1.0,12.5,94.236,30.7,-1.0,23.0,45.6,30.82619
1045,-1.0,-1.0,61.7,-1.0,32.3,-1.0,-1.0,31.8,23.4,27.9,29.119625
1046,9.2,23.56,-1.0,48.18,16.25,8.37,13.97,18.18,13.19,29.18,21.02641
1047,55.73,40.33,-1.0,-1.0,43.83,74.79,34.35,49.03,42.65,35.16,48.27218
1048,-1.0,58.3,-1.0,45.7,-1.0,75.169,12.07,-1.0,26.18,26.7,30.625366
1049,39.4,-1.0,74.5,59.13,29.1,78.957,-1.0,28.3,35.98,37.1,34.768406
1050,28.0,-1.0,49.0,31.38,21.4,59.307,-1.0,29.4,20.23,28.3,26.15773
1051,31.4,23.9,30.4,21.99,31.8,53.862,38.6,36.2,29.18,38.3,33.5631
1052,-1.0,-1.0,-1.0,19.7,-1.0,31.064,55.5,-1.0,42.93,16.5,41.380913
1053,29.91,33.31,-1.0,135.53,20.5,61.5,27.68,25.31,22.59,16.82,27.131477
1054,-1.0,29.6,63.1,36.51,23.1,95.462,31.4,25.4,24.92,21.9,25.703583
1055,-1.0,46.1,67.4,-1.0,-1.0,-1.0,-1.0,-1.0,33.35,20.3,27.83563
1056,28.05,-1.0,-1.0,-1.0,18.86,74.77,22.19,50.23,58.7,50.31,43.82535
1057,21.7,-1.0,57.9,58.8,15.9,54.966,51.41,-1.0,15.18,30.4,41.641254
1058,42.82,-1.0,-1.0,-1.0,40.39,171.15,37.25,36.25,31.37,69.92,39.162052
1059,31.86,64.53,-1.0,-1.0,46.34,45.21,80.56,57.44,80.67,61.54,51.29462
1060,43.2,-1.0,71.4,106.01,43.7,89.591,-1.0,43.5,54.09,37.1,45.88749
1061,-1.0,34.1,38.9,-1.0,-1.0,-1.0,33.32,-1.0,36.17,31.0,28.952377
1062,-1.0,73.2,186.2,-1.0,-1.0,-1.0,106.05,24.8,102.7,66.7,51.006104
1063,25.7,-1.0,57.0,69.8,25.7,52.984,-1.0,32.6,33.49,34.0,31.420818
1064,-1.0,44.0,50.6,-1.0,15.6,-1.0,19.12,20.5,16.13,11.7,20.266296
1065,-1.0,18.3,20.0,-1.0,-1.0,-1.0,14.41,-1.0,8.84,39.0,12.511395
1066,10.8,-1.0,38.7,-1.0,4.3,32.988,18.87,-1.0,10.44,26.5,33.900257
1067,-1.0,89.6,106.4,-1.0,-1.0,-1.0,60.91,-1.0,53.0,28.6,39.405067
1068,-1.0,5.21,-1.0,-1.0,4.81,56.59,6.2,6.6,9.87,11.65,6.4022584
1069,9.6,-1.0,-1.0,28.6,8.7,17.277,41.55,-1.0,8.77,21.0,26.803211
1070,13.28,34.56,80.45,-1.0,22.29,49.25,17.1,16.08,20.47,28.05,26.019169
1071,8.19,18.97,-1.0,101.92,22.25,-1.0,19.8,16.39,20.0,16.03,22.885157
1072,-1.0,40.0,106.0,66.57,45.9,90.689,44.8,-1.0,25.8,32.7,38.99412
1073,-1.0,83.4,100.0,73.87,45.7,86.038,86.5,-1.0,46.1,58.3,45.709713
1074,1.35,20.59,-1.0,-1.0,21.18,61.2,14.5,22.88,22.22,25.95,21.917244
1075,14.49,15.17,20.48,-1.0,6.78,-1.0,9.31,8.26,9.46,12.74,12.465004
1076,-1.0,43.6,27.4,25.0,40.3,41.243,34.4,-1.0,37.5,26.9,31.073633
1077,-1.0,32.8,58.4,-1.0,-1.0,-1.0,30.04,-1.0,22.4,27.0,21.811304
1078,-1.0,38.1,44.3,38.65,33.2,74.287,49.3,-1.0,36.6,41.6,32.11221
1079,33.8,-1.0,72.0,56.14,38.5,66.371,-1.0,25.2,47.16,42.5,31.379654
1080,25.7,-1.0,14.9,16.8,-1.0,24.758,17.78,-1.0,10.98,62.3,14.789689
1081,-1.0,27.0,17.1,42.73,22.0,49.934,28.3,25.5,-1.0,10.2,21.047869
1082,-1.0,65.0,116.5,-1.0,70.5,184.73,56.5,70.4,55.4,36.9,62.64902
1083,-1.0,14.5,74.6,20.05,19.6,37.499,9.3,-1.0,7.5,11.3,19.789799
1084,-1.0,66.5,157.8,-1.0,104.5,-1.0,112.27,93.0,145.95,97.9,74.38562
1085,-1.0,65.8,191.4,96.42,38.1,214.16,63.2,52.9,73.67,36.0,48.125698
1086,-1.0,13.5,10.8,-1.0,-1.0,-1.0,7.14,-1.0,10.61,9.8,12.261225
1087,-1.0,80.1,76.3,-1.0,57.2,-1.0,24.16,44.1,40.3,57.7,46.637928
1088,-1.0,14.3,26.8,-1.0,-1.0,-1.0,9.21,-1.0,1.86,6.4,12.053355
1089,-1.0,31.4,65.9,64.24,28.5,53.691,24.3,-1.0,25.1,28.9,28.575035
1090,-1.0,29.2,74.4,32.15,30.2,59.52,35.8,-1.0,39.7,18.8,29.57724
1091,-1.0,138.1,41.9,-1.0,39.2,57.145,60.6,-1.0,32.2,47.8,42.195377
1092,-1.0,62.5,143.7,-1.0,63.5,-1.0,75.22,48.1,76.32,51.4,47.659714
1093,-1.0,12.4,24.6,-1.0,-1.0,-1.0,-1.0,-1.0,23.66,30.2,19.665607
1094,-1.0,24.5,34.3,31.9,16.9,49.585,25.19,-1.0,-1.0,18.8,20.244183
1095,-1.0,97.9,141.0,-1.0,58.3,130.46,-1.0,92.0,73.1,73.6,66.10336
