,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,AGU_med,AGU_pred
1709,-1.0,31.51,-1.0,91.18,36.75,13.8,28.28,31.61,35.07,25.36,26.497358
1710,23.31,34.44,-1.0,-1.0,19.26,66.58,19.12,28.0,18.93,11.38,15.014503
1711,65.97,46.42,-1.0,233.4,55.32,84.42,51.01,59.9,58.93,48.21,38.3943
1712,45.8,51.8,108.3,81.78,53.6,111.21,53.9,-1.0,54.25,49.7,50.22522
1713,23.5,-1.0,-1.0,13.5,5.5,11.563,18.24,-1.0,2.69,9.6,8.709528
1714,61.6,-1.0,53.9,67.0,39.9,52.694,62.27,-1.0,48.6,48.4,47.6686
1715,7.2,-1.0,48.0,15.0,7.9,28.085,22.05,-1.0,21.52,10.1,18.913479
1716,21.04,25.01,-1.0,78.2,38.88,97.55,37.22,10.85,27.41,21.05,3.9640555
1717,20.7,-1.0,24.3,-1.0,14.1,19.535,20.26,11.6,14.64,26.5,17.767162
1718,-1.0,-1.0,103.2,38.74,20.2,49.11,42.2,39.2,39.11,32.0,45.12053
1719,-1.0,-1.0,67.2,-1.0,13.9,55.984,9.5,0.6,17.1,15.2,25.684772
1720,36.4,-1.0,48.9,38.45,31.8,63.904,-1.0,37.0,34.13,34.5,33.69444
1721,51.25,34.6,-1.0,-1.0,47.21,29.27,39.07,34.37,47.92,39.01,29.649347
1722,40.32,29.32,46.46,-1.0,28.5,-1.0,41.04,22.37,19.83,39.3,25.249184
1723,26.0,-1.0,50.7,51.74,28.8,-1.0,-1.0,37.8,26.21,39.9,31.244097
1724,16.8,-1.0,-1.0,28.5,21.0,45.675,27.42,-1.0,24.59,30.2,31.690111
1725,38.38,24.77,-1.0,-1.0,74.55,73.99,27.08,-1.0,41.83,30.11,21.27247
1726,12.0,-1.0,-1.0,50.2,-1.0,57.185,36.67,-1.0,17.23,23.6,27.918892
1727,-1.0,-1.0,255.6,131.48,52.3,105.14,67.5,52.9,85.04,53.5,82.37215
1728,42.81,53.44,-1.0,-1.0,17.77,68.91,27.86,25.13,21.45,21.39,18.394577
1729,20.9,35.13,22.31,-1.0,18.1,-1.0,18.42,30.1,16.5,27.04,25.859259
1730,22.7,-1.0,55.3,45.2,16.9,64.911,37.41,-1.0,23.28,31.4,29.180208
1731,16.7,-1.0,-1.0,24.8,11.8,36.025,22.37,-1.0,17.81,25.1,18.176521
1732,22.9,-1.0,39.1,30.21,33.6,47.538,-1.0,20.8,29.37,25.4,22.766684
1733,85.27,29.54,-1.0,-1.0,47.38,84.07,53.47,82.34,62.58,54.22,55.742268
1734,43.93,42.43,-1.0,-1.0,39.56,37.15,44.16,34.12,53.19,44.08,24.281515
1735,18.0,-1.0,38.2,-1.0,26.5,51.467,38.69,-1.0,32.02,43.3,43.441536
1736,52.6,57.6,82.7,85.01,74.5,78.71,70.0,68.0,83.16,36.8,64.10986
1737,18.7,-1.0,32.4,29.63,19.1,34.691,-1.0,15.4,26.73,23.4,13.520704
1738,-1.0,-1.0,15.6,29.35,10.7,53.973,10.7,18.5,12.23,20.4,17.469763
1739,-1.0,39.4,59.8,46.31,30.6,80.647,47.0,22.9,24.11,32.9,37.13967
1740,48.0,36.4,49.79,-1.0,41.21,-1.0,48.09,48.62,47.06,60.11,44.474415
1741,-1.0,-1.0,43.5,33.26,22.4,46.145,28.6,9.4,20.57,17.4,25.338215
1742,84.8,164.5,246.4,105.56,42.3,182.16,89.1,56.6,56.97,79.7,75.87633
1743,82.91,126.65,-1.0,-1.0,58.55,109.82,119.54,41.85,154.65,36.52,30.114773
1744,45.57,51.07,94.11,-1.0,51.6,-1.0,30.27,14.64,31.08,18.37,24.569324
1745,-1.0,-1.0,33.7,19.61,10.9,30.637,16.3,16.2,15.1,10.2,20.536024
1746,87.94,102.99,-1.0,76.41,95.18,220.01,208.27,113.06,220.53,63.61,43.80751
1747,-1.0,-1.0,59.9,57.74,20.6,68.525,-1.0,34.3,40.23,42.6,33.44868
1748,-1.0,-1.0,45.5,51.08,23.0,52.022,51.2,30.9,41.03,30.8,34.251163
1749,7.2,-1.0,18.7,40.9,11.1,39.989,32.61,-1.0,19.94,26.5,30.970535
1750,20.6,-1.0,-1.0,37.8,17.8,27.967,54.39,-1.0,16.38,15.6,20.36065
1751,37.08,35.11,-1.0,79.52,45.15,36.05,40.96,33.58,73.75,10.12,23.08143
1752,-1.0,-1.0,40.3,29.89,18.7,44.824,-1.0,32.6,28.04,23.0,22.489632
1753,26.66,28.26,-1.0,-1.0,22.13,57.33,20.64,21.46,26.33,18.32,15.745602
1754,31.38,-1.0,-1.0,-1.0,24.12,44.78,19.12,22.48,27.34,11.97,22.743656
1755,-1.0,-1.0,94.1,46.39,16.0,-1.0,-1.0,36.7,21.2,24.9,35.96843
1756,-1.0,-1.0,171.0,44.82,30.3,71.723,42.8,31.9,39.24,31.7,48.187878
1757,-1.0,-1.0,42.1,36.14,32.9,63.35,34.0,30.8,36.14,35.2,35.34894
1758,74.37,42.91,-1.0,65.34,57.77,122.71,57.48,33.52,74.89,39.04,40.180103
1759,17.4,-1.0,38.4,30.4,15.2,28.357,31.64,-1.0,23.88,26.5,19.70319
1760,22.42,33.33,32.63,-1.0,27.5,22.83,52.78,24.95,22.88,19.29,33.63389
1761,69.6,-1.0,127.0,59.45,58.2,93.423,54.0,51.6,55.86,44.3,57.643284
1762,3.5,-1.0,60.5,117.4,-1.0,34.038,-1.0,-1.0,18.19,17.1,53.918953
1763,20.56,20.37,27.52,-1.0,15.11,-1.0,18.02,21.8,-1.0,24.87,22.14111
1764,36.9,76.9,213.0,106.1,32.2,156.42,89.7,-1.0,79.24,95.9,45.200512
1765,31.4,49.88,-1.0,95.2,50.08,56.37,65.44,29.96,98.77,12.7,24.775837
1766,51.6,-1.0,76.6,72.79,47.2,83.058,-1.0,75.9,48.5,42.5,50.379932
1767,27.1,-1.0,30.0,24.19,21.8,58.315,-1.0,28.5,21.07,21.5,20.975468
1768,85.01,106.6,-1.0,38.08,58.01,41.32,58.01,42.98,61.52,41.27,32.771587
1769,-1.0,-1.0,45.8,38.24,39.9,43.025,40.7,17.7,35.9,26.8,32.9219
1770,-1.0,-1.0,26.6,45.34,15.2,34.865,34.4,25.8,25.31,23.3,31.182564
1771,-1.0,38.76,-1.0,82.74,48.21,15.19,33.13,34.01,42.47,25.14,28.290125
1772,72.3,-1.0,123.7,158.82,51.8,152.78,-1.0,63.9,63.14,77.5,62.10961
1773,24.0,-1.0,51.8,34.54,31.4,66.243,-1.0,33.5,34.72,23.0,33.34718
1774,-1.0,-1.0,24.6,29.99,14.4,58.775,10.6,14.6,16.15,18.6,23.155773
1775,43.9,-1.0,63.9,108.34,23.2,76.441,78.1,64.2,69.62,56.5,66.99674
1776,24.3,-1.0,47.1,36.95,35.0,72.527,-1.0,30.8,36.52,26.6,33.543056
1777,-1.0,-1.0,53.5,59.63,31.0,84.414,34.7,55.7,-1.0,32.8,50.048573
1778,63.3,-1.0,35.4,40.7,17.5,53.145,35.09,-1.0,13.12,26.1,21.084812
1779,17.5,-1.0,-1.0,15.1,-1.0,18.542,40.88,-1.0,20.87,11.6,11.848709
1780,-1.0,66.65,-1.0,30.75,49.2,73.72,62.17,34.03,54.09,48.35,34.223648
1781,-1.0,-1.0,147.0,80.81,45.4,89.295,64.0,54.7,50.69,55.1,44.63967
1782,21.81,18.59,-1.0,-1.0,16.69,61.56,22.43,20.1,19.61,17.62,17.080856
1783,41.84,6.56,-1.0,-1.0,13.43,20.53,27.03,85.36,28.25,24.55,15.25283
1784,19.0,34.5,40.3,33.52,16.8,41.298,31.7,30.1,21.47,31.9,24.751244
1785,10.2,-1.0,34.1,-1.0,18.6,35.001,27.1,16.4,21.07,32.7,30.947004
1786,28.29,23.58,-1.0,49.67,21.54,-1.0,25.5,21.66,35.79,14.92,12.701481
1787,-1.0,-1.0,47.7,29.02,42.7,105.54,49.5,20.9,34.85,24.8,42.293427
1788,-1.0,-1.0,147.4,177.65,48.7,108.76,62.8,68.0,88.22,56.8,59.15245
1789,9.1,42.8,64.7,62.21,34.4,115.49,47.1,37.2,43.32,60.2,42.569023
1790,21.95,-1.0,-1.0,38.13,2.12,98.31,19.51,17.35,24.21,13.55,23.3767
1791,46.72,46.03,-1.0,-1.0,37.98,79.71,37.08,13.03,41.44,18.03,14.147029
1792,64.1,-1.0,114.1,52.43,53.3,78.756,-1.0,60.5,55.77,48.5,51.8033
1793,23.2,-1.0,35.4,14.04,11.7,22.992,35.5,18.2,17.32,12.7,19.493656
1794,32.74,55.01,-1.0,-1.0,30.71,30.85,40.69,29.28,43.09,22.77,31.678701
1795,26.9,-1.0,27.5,35.47,26.9,46.693,39.8,36.3,35.53,36.8,47.81724
1796,-1.0,-1.0,45.1,-1.0,14.4,35.962,17.4,40.8,12.1,25.5,15.354947
1797,29.54,21.97,67.93,-1.0,21.68,-1.0,29.76,23.47,27.81,31.06,38.580368
1798,-1.0,-1.0,15.8,36.66,14.8,57.618,15.7,23.9,15.43,36.3,19.99818
1799,39.3,-1.0,-1.0,62.7,29.2,43.598,53.31,-1.0,43.5,26.6,31.641068
1800,-1.0,-1.0,23.8,-1.0,13.8,44.384,7.1,21.6,12.5,11.1,21.915678
1801,16.03,18.97,-1.0,101.92,22.25,-1.0,19.8,16.39,20.0,8.19,11.972583
1802,28.46,32.89,-1.0,35.94,24.03,-1.0,34.71,20.94,30.19,16.31,18.570967
1803,26.97,36.92,-1.0,28.11,51.73,70.5,53.37,16.14,90.47,33.7,18.562849
1804,24.2,31.7,61.1,85.08,36.0,80.844,31.7,25.8,48.53,27.2,27.39782
1805,47.5,-1.0,176.0,53.34,39.6,77.465,56.5,41.2,39.23,52.1,42.38868
1806,14.06,25.01,15.09,-1.0,-1.0,-1.0,17.02,12.35,14.33,27.24,13.670129
1807,33.5,-1.0,30.3,43.6,31.2,36.281,-1.0,23.8,24.59,25.1,22.30572
1808,22.19,18.52,-1.0,26.22,9.89,157.19,18.45,26.74,21.15,20.66,26.357311
1809,-1.0,26.95,-1.0,114.73,17.14,28.87,26.28,17.3,21.07,22.01,23.73705
1810,97.45,66.51,-1.0,88.74,69.27,46.96,70.6,94.24,81.72,85.19,70.63119
1811,40.34,36.42,74.41,-1.0,36.93,-1.0,40.86,33.69,34.12,36.69,35.742435
1812,42.0,-1.0,80.3,45.85,23.2,113.06,22.4,47.6,40.74,47.7,37.092384
1813,28.81,31.67,-1.0,-1.0,31.75,-1.0,30.73,29.29,36.59,23.97,22.349854
1814,16.3,-1.0,37.7,49.71,28.1,76.129,-1.0,26.5,53.08,40.0,40.18983
1815,57.6,-1.0,129.0,103.6,34.1,116.41,-1.0,42.0,47.44,43.4,51.06559
1816,32.65,25.22,-1.0,-1.0,32.14,41.0,31.77,40.83,20.34,43.8,29.975721
1817,26.7,-1.0,70.6,75.4,27.8,73.53,-1.0,-1.0,38.46,36.1,40.32449
1818,38.0,-1.0,108.2,46.89,28.1,84.337,38.9,33.5,28.2,31.8,39.45401
1819,-1.0,-1.0,27.8,-1.0,11.4,43.461,15.5,6.5,14.4,10.4,9.4096985
1820,43.56,27.8,-1.0,43.06,24.93,-1.0,23.35,22.48,32.26,15.23,23.51702
1821,90.23,95.88,-1.0,-1.0,103.51,152.92,122.02,131.02,181.07,44.65,56.505947
1822,38.48,42.16,-1.0,-1.0,38.34,60.66,30.01,0.05,32.74,36.44,24.915836
1823,100.3,-1.0,35.9,-1.0,21.9,50.258,42.78,-1.0,27.37,35.0,31.983707
1824,65.19,78.95,-1.0,-1.0,73.82,140.88,48.32,42.14,86.8,22.42,40.25351
1825,27.78,25.56,27.6,-1.0,31.53,-1.0,22.37,24.15,23.98,42.49,24.416727
1826,-1.0,-1.0,-1.0,62.8,21.5,67.429,42.49,-1.0,26.65,18.1,52.50157
1827,-1.0,21.96,37.27,28.26,17.76,41.2,20.18,34.25,21.04,52.26,36.910316
1828,39.46,22.51,53.57,-1.0,40.84,-1.0,39.76,29.48,34.36,20.92,33.635082
1829,33.81,45.76,-1.0,-1.0,39.04,41.45,36.49,40.61,40.96,33.8,36.8888
1830,22.6,-1.0,30.2,27.48,29.4,38.682,33.5,30.2,30.08,26.3,25.128704
1831,74.27,149.85,-1.0,63.44,79.69,32.8,69.79,55.26,75.74,64.92,52.175236
1832,-1.0,-1.0,8.1,-1.0,10.3,60.1,-1.0,4.3,14.37,23.9,10.227222
1833,53.6,-1.0,-1.0,14.4,11.1,27.03,57.13,-1.0,9.5,11.0,10.215727
1834,29.6,33.8,42.9,52.34,31.6,98.477,35.3,41.4,45.96,44.3,40.458233
1835,42.8,-1.0,86.5,68.46,33.2,83.999,-1.0,58.3,36.95,50.0,44.326492
1836,-1.0,-1.0,14.2,-1.0,14.6,16.749,12.6,7.2,11.5,14.3,9.047812
1837,29.1,39.83,-1.0,52.33,15.1,45.54,51.87,21.48,48.72,26.91,19.036528
1838,-1.0,-1.0,-1.0,45.6,-1.0,51.435,46.76,-1.0,13.37,12.9,18.718481
1839,22.8,53.89,-1.0,57.85,27.25,-1.0,28.39,26.74,28.01,20.53,25.785925
1840,22.9,-1.0,62.2,52.85,33.3,57.935,-1.0,34.9,37.79,39.4,42.477436
1841,41.72,17.81,61.88,-1.0,33.44,-1.0,28.21,30.39,35.88,23.54,28.577482
1842,38.2,-1.0,48.5,79.36,27.0,68.269,-1.0,52.0,43.47,53.9,51.943367
1843,34.4,-1.0,46.6,43.6,16.7,-1.0,25.92,-1.0,21.95,23.8,24.30275
1844,65.3,-1.0,38.9,37.4,22.0,38.191,51.99,-1.0,39.62,21.6,21.209955
1845,70.2,-1.0,170.5,69.46,65.6,101.69,-1.0,56.5,53.1,79.0,75.985
1846,74.3,-1.0,28.7,-1.0,6.8,41.415,20.27,10.4,11.32,14.9,14.782471
1847,-1.0,35.73,-1.0,28.74,23.48,32.84,30.33,25.33,26.31,26.17,22.37147
1848,43.2,-1.0,150.9,53.49,34.5,94.83,-1.0,31.1,31.41,45.2,53.76861
1849,-1.0,-1.0,59.5,50.45,25.3,94.797,26.8,16.0,28.56,31.1,33.927956
1850,-1.0,-1.0,10.7,10.76,2.0,36.201,14.1,12.0,4.25,8.8,11.026934
1851,21.06,68.37,-1.0,38.79,18.36,58.2,40.56,20.77,35.9,19.66,16.474384
1852,35.7,37.2,33.5,17.06,35.7,55.929,34.2,25.3,29.59,30.5,28.993591
1853,9.69,6.51,10.57,-1.0,6.49,-1.0,8.46,10.29,12.02,12.56,9.019906
1854,-1.0,-1.0,-1.0,39.5,10.3,34.402,31.4,-1.0,16.57,51.0,39.80521
1855,24.5,-1.0,31.9,28.59,16.8,58.015,-1.0,34.7,-1.0,18.7,29.28664
1856,26.4,-1.0,26.2,36.21,25.3,52.076,-1.0,28.2,29.8,32.5,28.133093
1857,68.77,43.0,-1.0,47.32,74.58,98.07,49.81,63.13,56.83,60.96,54.21321
1858,41.7,41.7,78.8,108.01,36.9,140.65,45.1,53.1,49.83,61.2,61.85993
1859,92.16,133.54,-1.0,-1.0,47.8,354.1,100.22,30.09,110.44,40.46,18.295761
1860,36.0,-1.0,36.1,40.7,29.4,47.684,-1.0,47.1,37.16,47.3,31.758684
1861,36.2,-1.0,15.1,21.0,-1.0,22.585,17.82,-1.0,26.35,11.0,34.545486
1862,-1.0,-1.0,127.8,67.07,28.0,137.46,44.2,18.9,38.26,17.5,38.277218
1863,-1.0,-1.0,27.4,-1.0,12.8,85.926,15.4,17.9,16.0,24.1,23.090725
1864,57.52,42.48,-1.0,70.96,28.43,84.51,31.42,35.2,32.07,26.27,35.93227
1865,34.87,16.96,-1.0,-1.0,24.42,31.15,24.78,0.06,34.63,32.06,5.2317104
1866,37.61,56.69,-1.0,52.69,72.73,14.38,88.64,37.82,58.43,46.33,25.999283
1867,-1.0,-1.0,-1.0,169.23,87.5,-1.0,-1.0,133.95,70.65,96.8,51.096443
1868,64.97,65.95,241.97,-1.0,35.57,-1.0,67.63,24.81,63.0,38.59,18.96658
1869,18.5,19.05,-1.0,150.49,17.65,109.18,10.51,23.94,24.07,16.05,12.118792
1870,-1.0,-1.0,50.3,-1.0,14.5,31.328,22.4,2.4,12.2,10.2,18.1393
1871,40.97,33.18,-1.0,156.29,42.59,87.1,30.32,29.64,30.55,17.23,18.892225
1872,26.2,-1.0,83.7,125.88,23.2,80.383,64.6,31.0,53.24,27.7,30.971453
1873,17.5,-1.0,21.6,43.3,-1.0,22.287,17.93,-1.0,12.67,17.8,17.40637
1874,-1.0,-1.0,-1.0,28.6,-1.0,49.548,28.71,-1.0,14.29,12.8,20.944042
1875,-1.0,-1.0,36.7,-1.0,18.8,41.818,18.3,17.8,21.23,21.2,15.895498
1876,-1.0,-1.0,63.8,50.63,24.5,121.39,-1.0,17.3,29.17,27.9,41.592075
1877,27.28,33.43,-1.0,-1.0,21.24,90.83,16.74,14.45,22.8,16.66,13.801907
1878,25.7,-1.0,36.1,26.71,24.2,31.724,-1.0,23.4,20.99,18.6,21.436996
1879,38.2,90.6,64.6,49.54,33.7,112.25,28.9,31.6,43.2,34.0,25.47025
1880,63.68,70.47,-1.0,-1.0,79.82,76.17,52.55,53.58,65.13,73.96,47.49067
1881,41.3,-1.0,58.5,60.44,45.5,57.17,-1.0,61.9,50.12,50.3,49.648666
1882,39.01,39.02,-1.0,-1.0,51.78,23.11,50.18,-1.0,54.81,23.84,35.092533
1883,35.58,30.43,-1.0,32.56,36.8,21.33,31.74,32.92,30.16,26.98,24.45081
1884,12.1,-1.0,14.0,19.6,9.5,24.174,12.3,-1.0,11.47,15.1,10.036394
1885,75.6,-1.0,127.8,142.6,38.3,92.247,78.49,-1.0,60.96,43.4,43.988018
1886,20.05,22.88,-1.0,-1.0,19.39,49.02,12.25,0.05,17.85,8.93,20.734665
1887,18.1,-1.0,19.5,23.4,21.9,15.873,27.78,-1.0,30.15,12.0,41.309578
1888,16.8,-1.0,44.9,31.57,36.2,54.233,40.6,38.8,31.52,30.7,28.049164
1889,20.4,-1.0,39.4,31.04,19.7,64.384,29.4,27.2,25.73,39.2,25.698013
1890,86.41,63.87,-1.0,-1.0,65.79,53.01,55.26,71.12,67.96,82.91,49.77133
1891,-1.0,-1.0,-1.0,47.61,14.4,-1.0,37.8,35.1,24.4,37.4,25.877962
1892,58.0,-1.0,131.5,130.93,61.4,160.14,-1.0,44.3,61.31,89.6,56.042637
1893,25.3,-1.0,50.7,42.1,21.8,57.412,-1.0,37.8,31.68,22.5,37.007942
1894,17.21,17.48,-1.0,-1.0,24.39,41.16,18.33,7.13,24.88,4.17,5.7238894
1895,21.55,24.96,41.05,-1.0,20.68,-1.0,25.12,16.21,22.21,21.49,19.476673
1896,60.7,64.1,132.0,65.58,37.5,119.86,59.2,43.7,46.71,52.4,34.962234
1897,-1.0,-1.0,93.9,63.09,67.3,90.101,84.7,79.6,72.23,52.3,84.21996
1898,41.0,-1.0,-1.0,62.47,62.9,72.824,53.9,55.4,56.12,57.6,50.700935
1899,11.7,-1.0,-1.0,31.8,11.5,37.444,28.82,-1.0,24.36,29.5,21.35472
1900,28.5,-1.0,42.6,28.29,34.1,62.633,44.4,35.5,40.46,27.6,31.40002
1901,38.61,47.07,-1.0,21.07,46.08,98.8,41.18,54.3,69.34,35.61,35.43953
1902,-1.0,-1.0,11.4,11.3,7.9,20.99,5.4,8.0,2.63,12.6,16.06109
1903,20.7,35.22,-1.0,-1.0,28.15,31.25,26.71,18.76,28.66,14.82,14.8439245
1904,107.06,58.7,-1.0,-1.0,72.33,89.4,60.52,92.36,88.66,69.7,60.640705
1905,23.33,-1.0,-1.0,56.47,30.72,101.95,38.16,38.54,38.1,56.76,38.412937
1906,12.6,-1.0,28.0,28.8,17.6,24.981,25.18,-1.0,22.8,35.1,21.202868
1907,8.4,-1.0,-1.0,33.0,11.7,42.314,29.09,-1.0,16.74,15.4,22.555195
1908,39.99,-1.0,-1.0,74.67,45.97,173.52,33.33,43.46,56.38,43.83,41.66639
1909,-1.0,-1.0,44.1,38.29,22.3,28.354,20.4,14.5,16.66,17.1,24.28786
1910,-1.0,40.65,-1.0,47.06,35.51,24.71,29.81,21.28,40.3,22.46,16.77665
1911,25.6,-1.0,23.9,24.5,-1.0,19.332,3.91,-1.0,9.06,7.7,17.159487
1912,95.12,-1.0,-1.0,17.4,93.0,195.33,108.18,86.9,125.56,73.81,88.35534
1913,-1.0,-1.0,81.8,104.37,85.3,94.201,-1.0,102.9,82.2,95.6,111.564606
1914,-1.0,41.2,63.9,97.52,30.5,99.83,0.6,55.3,47.98,75.5,48.233395
1915,31.2,43.41,-1.0,-1.0,33.78,62.18,19.77,9.73,17.45,6.26,19.160963
1916,16.0,-1.0,-1.0,27.8,13.0,26.084,29.27,-1.0,16.53,21.5,20.338892
1917,47.8,-1.0,65.0,31.74,27.8,50.636,-1.0,52.9,33.47,37.0,32.919212
1918,24.93,24.08,-1.0,-1.0,20.07,68.89,20.83,23.5,29.97,14.59,23.848513
1919,59.9,-1.0,109.3,135.75,39.6,99.189,58.7,30.0,53.24,29.7,32.870907
1920,8.4,-1.0,51.3,-1.0,23.3,60.255,39.68,-1.0,30.41,25.7,34.482082
1921,21.0,-1.0,39.5,30.23,17.3,28.426,27.5,28.9,23.33,18.1,20.091188
1922,10.5,-1.0,42.5,17.32,21.8,51.38,-1.0,12.2,13.17,17.2,12.378431
1923,65.2,59.1,179.0,80.2,84.6,92.469,53.6,55.7,53.1,69.9,47.309654
1924,28.8,-1.0,-1.0,24.6,9.8,21.383,46.08,-1.0,9.3,14.3,10.965685
1925,17.86,9.34,-1.0,39.18,9.14,30.92,8.87,11.73,8.48,9.65,4.557205
1926,6.43,8.02,-1.0,115.3,4.79,41.42,5.05,11.06,13.14,9.85,10.375236
1927,15.8,-1.0,29.9,23.52,17.4,44.545,-1.0,13.1,19.79,17.5,17.698874
1928,33.5,-1.0,29.5,41.26,22.1,50.758,-1.0,30.3,40.56,37.4,29.547585
1929,15.4,-1.0,46.1,42.4,43.6,53.028,-1.0,26.3,28.77,39.8,27.355742
1930,27.2,-1.0,23.5,45.8,-1.0,26.382,18.37,-1.0,9.47,13.6,20.664919
1931,-1.0,-1.0,-1.0,36.4,-1.0,50.213,20.73,-1.0,8.7,7.7,31.699287
1932,30.61,37.83,-1.0,235.52,33.47,26.4,35.24,32.69,33.48,34.05,23.89401
1933,20.4,-1.0,-1.0,33.6,14.1,41.207,28.48,-1.0,20.15,18.9,25.274313
1934,34.32,35.74,-1.0,29.98,34.84,26.83,29.9,35.25,33.54,39.94,29.717081
1935,20.2,17.07,-1.0,270.65,20.71,60.55,21.28,10.08,15.76,8.17,10.856658
1936,66.9,75.5,133.9,56.13,49.4,62.929,52.1,50.6,46.51,57.7,50.600418
1937,90.14,37.46,-1.0,-1.0,64.33,55.21,38.79,37.09,53.69,42.9,40.69515
1938,-1.0,43.38,29.71,-1.0,58.17,148.83,66.96,91.98,21.51,31.05,56.701206
1939,75.2,-1.0,-1.0,148.5,45.7,109.27,125.41,-1.0,73.72,46.2,51.520027
1940,62.13,71.11,203.41,-1.0,-1.0,-1.0,57.57,27.73,28.74,25.98,33.258194
1941,25.95,26.92,-1.0,-1.0,24.79,32.49,28.66,21.43,26.93,18.4,14.230503
