,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,AGU_med,AGU_pred
975,15.3,-1.0,-1.0,35.9,17.5,48.562,43.44,-1.0,24.23,31.2,30.637606
976,24.9,-1.0,14.7,13.8,8.0,21.888,31.3,-1.0,15.13,6.0,10.832228
977,56.32,59.5,-1.0,-1.0,43.71,14.44,40.61,32.83,55.43,41.72,34.17568
978,-1.0,-1.0,33.9,-1.0,-1.0,43.249,16.2,15.2,11.8,10.7,9.331396
979,78.1,58.4,-1.0,-1.0,73.7,270.4,71.4,72.2,186.89,78.2,48.96273
980,-1.0,25.4,87.4,73.95,24.9,110.59,28.3,25.3,34.69,32.3,30.546625
981,17.04,10.89,-1.0,54.71,9.25,141.84,8.08,12.46,13.55,4.09,9.884855
982,27.6,-1.0,-1.0,37.7,16.6,33.228,59.86,-1.0,19.77,21.3,16.765968
983,4.36,3.0,5.29,-1.0,6.98,-1.0,2.63,4.96,5.51,3.36,11.51388
984,40.5,89.1,103.5,60.28,41.1,85.629,81.2,55.2,62.8,38.2,59.558144
985,8.76,31.77,59.02,-1.0,17.27,-1.0,27.1,7.68,14.82,9.03,12.937298
986,10.4,-1.0,-1.0,65.8,27.1,98.596,-1.0,-1.0,36.67,52.0,30.308474
987,27.3,-1.0,53.8,50.7,18.5,67.748,27.36,-1.0,17.56,14.2,34.98808
988,-1.0,-1.0,-1.0,21.9,5.9,22.066,74.21,-1.0,7.92,11.5,15.185396
989,6.5,-1.0,-1.0,24.2,9.2,46.432,15.35,-1.0,8.75,12.7,20.92509
990,36.5,52.47,-1.0,81.42,25.58,71.31,41.01,39.23,34.62,46.63,27.07775
991,22.01,23.72,-1.0,41.4,19.48,41.3,19.31,21.72,23.52,16.04,18.590788
992,27.4,-1.0,-1.0,32.4,9.7,21.081,13.47,-1.0,16.11,6.8,19.346552
993,14.6,-1.0,14.6,12.5,8.6,11.285,30.17,-1.0,7.8,7.8,9.007553
994,68.08,30.89,-1.0,-1.0,39.76,79.64,31.74,62.71,62.35,48.45,52.28997
995,43.81,55.08,-1.0,-1.0,38.9,53.5,35.86,34.62,50.54,31.05,31.346674
996,30.7,-1.0,97.0,106.43,46.0,101.97,-1.0,55.1,37.07,47.3,65.08458
997,69.9,-1.0,158.5,97.88,52.9,163.23,80.8,74.2,63.04,46.6,80.98979
998,46.93,25.21,-1.0,-1.0,31.68,74.05,28.55,30.08,34.34,33.35,30.116085
999,85.25,64.49,-1.0,-1.0,96.42,105.99,100.75,74.32,91.53,52.89,81.274025
1000,40.08,40.63,-1.0,80.63,22.62,81.01,28.31,24.65,28.86,23.7,27.618572
1001,8.0,-1.0,-1.0,21.4,10.6,24.849,31.37,-1.0,16.82,11.7,12.547848
1002,8.9,-1.0,29.6,-1.0,16.3,52.933,34.47,-1.0,23.62,28.1,43.175106
1003,-1.0,-1.0,53.0,43.9,11.6,52.705,31.1,48.2,15.93,49.6,20.83892
1004,-1.0,72.23,77.28,20.59,51.72,155.75,78.21,24.86,54.68,47.97,35.402115
1005,38.0,-1.0,62.4,46.0,13.9,49.638,25.81,-1.0,18.73,32.0,20.651754
1006,25.3,50.1,77.1,60.19,33.8,107.95,40.4,-1.0,38.85,54.3,51.939907
1007,-1.0,59.23,-1.0,52.17,91.65,99.62,47.29,59.31,81.42,84.64,78.815056
1008,72.9,-1.0,66.8,-1.0,41.8,77.385,58.39,-1.0,49.94,35.3,47.007637
1009,-1.0,40.84,-1.0,50.15,45.55,40.35,31.83,85.33,-1.0,50.74,9.613886
1010,39.2,-1.0,51.4,71.59,26.7,54.264,43.5,44.2,27.53,23.6,40.616264
1011,57.9,-1.0,30.0,26.4,20.9,44.76,41.55,-1.0,22.27,7.2,15.324886
1012,10.1,-1.0,97.2,25.7,-1.0,57.114,-1.0,-1.0,17.84,26.0,18.060377
1013,14.82,24.34,-1.0,-1.0,14.18,67.0,14.22,14.44,22.96,12.39,12.01326
1014,41.9,-1.0,90.0,102.72,27.7,91.189,45.8,20.7,29.4,44.3,26.530102
1015,-1.0,-1.0,42.0,28.51,34.0,65.927,37.3,36.0,41.17,28.0,33.4041
1016,22.02,31.06,-1.0,-1.0,24.65,21.14,31.23,20.34,25.09,10.62,19.044825
1017,24.0,-1.0,44.8,33.43,35.5,53.278,-1.0,24.4,29.34,32.1,26.49257
1018,46.58,75.33,86.01,-1.0,55.93,58.89,55.29,44.53,46.93,43.9,47.30463
1019,56.38,52.46,-1.0,-1.0,44.58,83.66,34.16,29.15,75.42,17.04,27.497229
1020,35.64,37.49,-1.0,-1.0,36.45,43.39,35.9,30.58,43.6,29.0,30.236465
1021,29.7,-1.0,45.2,28.93,26.1,49.962,-1.0,27.3,27.53,26.0,22.851723
1022,56.44,-1.0,-1.0,-1.0,124.93,129.95,123.65,100.83,176.1,41.89,51.569283
1023,23.99,23.93,-1.0,-1.0,18.82,168.42,18.54,14.09,34.41,11.56,17.512133
1024,99.37,77.95,-1.0,-1.0,60.07,54.52,83.3,82.97,87.69,45.3,65.388
1025,17.5,-1.0,14.1,-1.0,9.5,22.654,23.77,18.4,22.52,18.8,26.395329
1026,23.7,32.25,-1.0,30.44,27.77,48.75,28.16,22.81,25.1,17.8,14.255363
1027,16.4,-1.0,78.1,31.01,28.7,39.78,34.1,19.8,30.52,30.5,19.760725
1028,33.5,-1.0,37.9,35.31,32.5,52.32,-1.0,37.9,38.67,28.4,26.07401
1029,-1.0,-1.0,-1.0,28.2,-1.0,29.108,29.84,-1.0,7.44,23.8,10.162462
1030,-1.0,12.55,24.16,34.3,14.07,37.96,19.87,18.35,23.23,45.3,21.560625
1031,-1.0,-1.0,135.0,94.3,17.6,59.069,35.7,20.3,29.97,20.6,30.44837
1032,13.2,-1.0,16.8,24.2,12.6,29.713,27.32,-1.0,17.49,21.0,19.31775
1033,-1.0,36.32,-1.0,63.71,41.38,35.97,54.58,26.22,51.73,53.45,39.295
1034,90.2,-1.0,82.8,89.9,17.4,-1.0,86.37,-1.0,26.22,45.5,28.244596
1035,28.38,15.37,-1.0,36.02,8.86,147.58,17.09,22.63,14.72,13.85,17.485435
1036,31.5,-1.0,56.7,29.19,22.9,56.365,-1.0,28.9,22.83,27.5,26.679483
1037,-1.0,17.9,27.1,8.96,24.8,51.185,16.7,16.6,19.33,20.9,4.545021
1038,102.1,109.1,283.2,104.78,68.1,166.71,72.0,80.9,75.26,88.1,105.42931
1039,44.2,-1.0,74.9,57.76,25.2,71.551,-1.0,37.7,22.9,23.2,36.866035
1040,-1.0,19.53,-1.0,-1.0,30.07,62.81,19.19,22.72,27.32,24.21,16.633875
1041,68.6,-1.0,70.2,33.7,-1.0,68.984,54.61,-1.0,30.9,19.1,17.539164
1042,-1.0,-1.0,41.8,-1.0,15.9,38.798,37.9,14.3,31.0,17.7,27.25382
1043,-1.0,-1.0,-1.0,119.4,53.8,-1.0,-1.0,-1.0,68.2,73.9,26.177586
1044,-1.0,-1.0,52.0,36.47,23.6,112.56,-1.0,15.8,22.19,52.9,23.27316
1045,24.0,-1.0,33.5,36.01,23.2,32.957,21.2,14.7,48.07,21.8,9.521519
1046,24.49,25.58,-1.0,-1.0,22.18,86.94,23.9,22.32,27.63,18.26,16.09308
1047,31.6,-1.0,54.3,73.07,31.9,54.297,-1.0,36.4,22.68,41.5,32.32821
1048,55.39,44.95,-1.0,169.14,19.99,39.06,27.8,25.65,24.26,27.04,21.992693
1049,17.71,36.9,-1.0,-1.0,20.35,52.27,16.35,28.25,18.05,23.45,17.366215
1050,19.5,-1.0,-1.0,30.1,16.0,37.39,30.28,-1.0,20.76,34.6,10.857525
1051,35.2,-1.0,-1.0,21.1,8.5,24.009,31.26,-1.0,13.04,6.3,9.809315
1052,13.1,-1.0,-1.0,26.6,15.0,50.544,15.62,-1.0,19.33,20.1,20.59875
1053,22.02,24.55,-1.0,-1.0,35.22,34.77,32.55,32.83,31.71,23.9,13.946179
1054,45.6,-1.0,34.8,22.7,-1.0,33.307,-1.0,-1.0,14.5,14.5,15.061028
1055,17.8,-1.0,35.7,65.15,12.3,36.046,45.3,15.6,20.6,24.7,27.464716
1056,24.84,31.91,-1.0,78.21,20.04,51.41,35.61,18.25,29.19,20.85,22.394018
1057,34.5,-1.0,43.8,53.1,30.5,-1.0,49.5,-1.0,33.67,42.6,45.896233
1058,-1.0,-1.0,41.3,39.61,41.1,55.86,-1.0,77.3,38.61,33.0,13.881618
1059,37.1,40.37,-1.0,-1.0,35.08,72.98,45.06,43.77,47.21,17.07,60.058273
1060,-1.0,-1.0,73.1,62.74,-1.0,92.584,-1.0,17.3,45.08,61.3,37.68975
1061,28.7,-1.0,48.8,78.38,23.3,36.892,-1.0,34.5,28.66,40.4,30.205938
1062,-1.0,-1.0,32.6,26.32,16.9,39.391,36.8,25.0,29.71,24.9,16.739464
1063,43.89,-1.0,22.29,-1.0,30.21,-1.0,33.13,33.12,25.71,42.99,19.601583
1064,41.0,-1.0,-1.0,75.48,37.64,61.83,37.81,34.77,32.98,29.96,26.638037
1065,66.9,-1.0,100.5,78.21,50.5,89.887,-1.0,66.9,52.89,51.4,49.126472
1066,21.26,13.62,-1.0,32.83,7.82,23.11,10.11,15.91,11.05,8.16,14.97098
1067,20.9,-1.0,58.9,52.23,49.6,138.86,23.6,34.4,27.15,38.4,38.701534
1068,-1.0,-1.0,105.6,117.9,57.5,123.77,70.1,58.5,76.1,45.1,54.635513
1069,31.11,-1.0,-1.0,-1.0,61.13,102.03,53.29,43.64,58.38,15.7,32.642807
1070,61.3,52.78,-1.0,32.5,81.5,16.14,73.69,68.91,142.29,34.99,42.16675
1071,59.8,-1.0,74.1,75.45,51.3,98.69,-1.0,78.4,74.71,47.9,52.42174
1072,16.1,52.9,39.8,19.56,21.2,46.706,31.2,21.8,38.6,30.5,26.499075
1073,5.6,-1.0,-1.0,25.6,10.6,40.976,12.77,-1.0,12.96,24.1,14.200296
1074,-1.0,-1.0,57.2,-1.0,34.2,44.511,29.5,48.1,21.3,17.6,21.104523
1075,37.5,-1.0,86.1,41.58,23.2,92.62,-1.0,22.8,30.17,26.2,29.563723
1076,23.1,-1.0,57.7,30.4,17.8,49.316,-1.0,27.8,23.25,22.9,22.275885
1077,25.2,43.4,59.1,58.29,40.1,119.98,32.5,44.8,52.77,51.6,53.053864
1078,31.3,-1.0,74.7,64.01,37.6,90.505,-1.0,67.6,58.14,53.8,60.6809
1079,43.9,-1.0,96.0,44.69,23.2,70.803,30.9,32.3,36.43,46.0,46.023556
1080,64.2,-1.0,24.7,16.1,-1.0,32.689,73.54,-1.0,7.96,5.7,6.6888914
1081,7.41,21.21,11.74,-1.0,20.98,-1.0,26.19,15.67,12.97,3.12,17.905558
1082,55.55,62.57,-1.0,-1.0,64.59,77.38,57.64,76.17,57.79,64.97,77.479515
1083,-1.0,-1.0,23.5,23.4,11.4,37.231,19.15,-1.0,15.21,23.7,12.641389
1084,28.2,33.22,-1.0,-1.0,37.55,45.94,28.67,25.36,22.88,27.01,19.123117
1085,18.2,-1.0,34.9,40.3,12.3,40.558,25.71,-1.0,18.87,28.3,29.939493
1086,24.6,-1.0,18.9,18.9,-1.0,23.793,41.44,-1.0,26.28,7.7,17.585396
1087,50.1,-1.0,90.9,97.62,27.2,-1.0,-1.0,31.9,28.53,32.5,33.402454
1088,17.1,-1.0,55.6,38.43,9.7,32.68,19.9,11.8,15.86,11.8,12.625145
1089,56.36,32.67,-1.0,-1.0,35.11,55.23,47.01,17.49,57.64,33.76,20.525127
1090,44.0,-1.0,253.0,244.68,71.7,166.88,71.3,43.9,108.55,64.7,58.99466
1091,48.06,32.46,-1.0,165.46,39.74,-1.0,26.87,32.39,32.17,18.87,23.508116
1092,-1.0,86.3,155.6,263.34,51.1,97.435,112.9,29.0,121.88,23.2,35.48045
1093,74.62,117.71,-1.0,56.1,57.91,67.05,109.83,28.85,166.88,27.55,55.158676
1094,-1.0,-1.0,16.0,9.7,-1.0,13.053,25.46,-1.0,23.32,11.3,9.616962
1095,-1.0,-1.0,30.1,-1.0,17.7,45.537,26.7,29.6,16.3,16.0,18.51885
1096,25.56,21.46,20.22,-1.0,25.25,-1.0,42.54,16.6,21.56,36.49,19.27297
1097,-1.0,-1.0,31.2,-1.0,25.9,-1.0,31.2,-1.0,29.2,17.4,13.361778
1098,52.55,49.7,-1.0,180.89,134.39,164.68,118.83,51.48,108.09,58.84,64.40687
1099,52.87,51.43,-1.0,58.8,61.18,38.32,56.73,69.27,64.49,71.62,52.18228
1100,-1.0,33.71,-1.0,-1.0,38.1,50.36,26.93,26.58,43.49,22.17,33.011635
1101,-1.0,-1.0,62.1,62.71,13.4,81.832,33.3,18.7,30.3,28.3,16.78879
1102,-1.0,-1.0,-1.0,58.0,20.3,62.001,61.58,-1.0,34.67,28.9,32.355587
1103,-1.0,-1.0,44.4,39.34,35.2,60.024,38.4,37.2,38.5,38.4,35.40831
1104,31.5,-1.0,35.7,49.65,23.0,61.656,-1.0,40.8,39.3,45.3,33.94303
1105,82.83,56.51,-1.0,-1.0,97.26,170.01,134.83,53.57,135.85,30.43,26.486845
1106,48.3,84.1,242.7,119.61,67.0,112.2,60.0,62.5,86.04,73.1,62.224
1107,-1.0,-1.0,103.9,47.17,64.1,72.676,37.9,28.5,33.81,29.6,34.31042
1108,29.7,-1.0,198.5,168.96,23.2,118.89,77.3,27.3,60.53,41.9,46.488388
1109,32.48,27.28,-1.0,221.99,27.26,30.42,22.26,31.7,27.76,21.29,20.909052
1110,63.3,-1.0,54.6,54.4,18.7,57.009,59.63,-1.0,20.22,24.6,19.022383
1111,26.5,-1.0,48.5,26.9,-1.0,27.039,25.07,-1.0,14.88,16.6,14.415225
1112,14.91,21.75,-1.0,53.92,24.0,98.09,14.15,5.51,19.08,8.76,4.509967
1113,25.3,-1.0,58.7,48.4,21.8,70.916,28.08,-1.0,19.39,25.7,33.04992
1114,12.76,35.86,-1.0,48.14,23.01,26.67,25.39,20.89,29.04,15.22,24.013582
1115,-1.0,-1.0,10.7,-1.0,2.5,7.023,6.06,7.9,4.34,7.9,10.412932
1116,33.0,-1.0,37.6,90.78,24.2,50.666,45.7,26.5,30.99,34.8,30.343832
1117,-1.0,43.1,68.9,78.3,14.4,96.759,56.6,90.7,55.92,66.6,79.50555
1118,-1.0,-1.0,-1.0,20.35,19.4,34.064,27.6,21.2,19.0,24.3,12.263283
1119,-1.0,-1.0,-1.0,21.2,-1.0,29.374,46.99,-1.0,27.79,24.5,24.89091
1120,18.05,19.64,69.35,-1.0,11.69,88.71,11.62,7.97,-1.0,5.4,20.87263
1121,28.8,-1.0,1.9,10.9,5.0,16.034,16.63,-1.0,11.35,13.2,5.901503
1122,31.14,26.7,-1.0,-1.0,26.92,57.34,26.34,29.94,32.79,38.27,26.683731
1123,46.5,-1.0,28.8,33.7,18.4,-1.0,32.05,-1.0,16.99,23.9,8.6012745
1124,-1.0,-1.0,81.3,74.01,52.2,136.59,49.0,57.4,43.8,59.4,55.82953
1125,39.44,46.3,-1.0,-1.0,50.24,30.01,38.36,32.65,37.03,30.22,29.409239
1126,-1.0,-1.0,119.5,75.28,35.5,81.765,-1.0,2.0,48.25,82.6,46.207222
1127,42.51,35.92,-1.0,-1.0,47.19,30.45,40.19,44.41,45.31,55.88,30.545462
1128,-1.0,-1.0,210.3,185.22,66.5,132.09,69.4,65.3,91.25,72.4,57.6064
1129,-1.0,60.5,-1.0,64.05,90.6,44.44,73.57,150.32,96.19,104.95,102.37679
1130,45.4,42.9,199.2,52.62,31.3,62.608,41.9,31.5,37.14,42.8,53.080845
1131,14.77,24.63,-1.0,-1.0,14.0,65.26,9.34,8.63,17.33,14.55,5.7668633
1132,44.94,32.31,-1.0,201.5,62.05,32.82,34.72,40.95,42.56,28.12,29.191242
1133,60.6,-1.0,98.8,46.45,23.2,75.042,37.7,64.1,43.9,35.2,40.13182
1134,62.2,-1.0,12.5,-1.0,8.0,16.077,49.85,-1.0,7.16,13.7,20.40895
1135,30.4,-1.0,70.2,52.92,21.6,61.054,22.3,22.2,21.12,32.1,35.043285
1136,40.1,74.6,162.4,143.66,71.3,154.4,131.6,47.5,183.39,53.7,49.188953
1137,73.5,-1.0,159.7,120.88,50.1,97.401,59.7,47.0,66.53,47.4,67.653275
1138,-1.0,88.6,273.6,77.28,54.4,177.29,110.2,32.7,48.61,35.4,70.069984
1139,32.09,46.83,41.84,-1.0,30.13,27.94,32.3,23.53,28.49,10.64,23.907724
1140,43.54,44.1,-1.0,38.29,42.84,-1.0,41.63,28.51,41.19,40.36,29.611961
1141,-1.0,-1.0,18.1,4.0,2.3,17.692,0.2,5.7,1.37,6.9,12.546797
1142,14.6,-1.0,24.2,-1.0,13.3,22.122,18.99,14.5,15.21,17.0,11.40501
1143,30.0,-1.0,-1.0,51.52,28.09,61.76,21.01,24.03,29.36,32.98,23.750666
1144,24.3,-1.0,-1.0,31.2,21.5,37.182,31.89,-1.0,29.36,28.3,21.34089
1145,-1.0,-1.0,166.2,88.68,63.4,101.62,-1.0,82.4,78.45,57.6,65.78023
1146,16.5,-1.0,23.5,27.2,-1.0,34.55,36.72,-1.0,25.43,30.9,31.711882
1147,45.54,-1.0,-1.0,48.92,47.64,101.51,63.65,51.77,60.39,37.2,47.30863
1148,52.1,-1.0,-1.0,9.5,-1.0,23.564,35.62,-1.0,9.14,7.2,16.936949
1149,40.9,-1.0,80.4,47.35,37.5,67.381,-1.0,40.3,39.73,44.4,35.731304
1150,20.7,-1.0,81.7,43.11,30.3,95.979,43.4,22.0,37.45,41.2,13.1210785
1151,45.01,34.64,-1.0,87.03,32.43,-1.0,29.29,43.0,31.78,33.28,25.604252
1152,23.5,-1.0,59.0,51.54,29.3,80.436,41.6,35.6,34.48,45.0,34.580055
1153,9.11,12.47,-1.0,-1.0,13.23,37.71,14.2,13.04,15.71,9.3,12.427234
1154,-1.0,-1.0,30.5,-1.0,24.9,47.404,26.2,24.0,25.6,11.8,17.836302
1155,-1.0,-1.0,21.9,-1.0,11.3,35.523,28.9,10.5,6.6,23.4,8.829892
1156,3.7,-1.0,15.5,32.5,12.0,38.025,17.15,-1.0,2.7,12.8,10.768311
1157,83.05,70.86,-1.0,-1.0,47.15,59.31,53.99,60.68,87.8,58.14,53.80912
1158,52.7,27.95,-1.0,204.72,43.4,18.44,38.77,58.32,41.22,39.85,39.23353
1159,70.4,132.3,181.6,241.14,128.1,295.3,159.0,60.5,161.7,92.0,57.18721
1160,135.4,136.7,124.2,197.23,104.0,177.69,75.8,-1.0,136.86,84.1,87.734146
1161,94.75,176.65,-1.0,85.34,80.56,53.3,127.64,61.96,129.63,73.79,50.491676
1162,26.4,-1.0,42.2,26.1,23.5,43.151,-1.0,19.3,11.83,26.6,21.233198
1163,9.55,10.55,-1.0,103.58,4.81,88.49,5.56,4.63,9.44,2.04,9.904573
1164,44.3,-1.0,100.6,42.23,28.3,196.11,-1.0,41.1,54.22,40.7,41.54501
1165,76.2,-1.0,61.1,34.5,-1.0,63.742,60.13,-1.0,31.96,17.8,13.456377
1166,26.0,-1.0,-1.0,23.4,10.9,38.898,32.79,-1.0,17.06,11.9,9.17401
1167,64.9,-1.0,93.4,45.7,-1.0,35.773,27.83,-1.0,12.74,24.4,19.88389
1168,3.68,8.42,12.38,-1.0,-1.0,-1.0,7.01,11.17,-1.0,19.41,6.5137434
1169,-1.0,-1.0,35.8,-1.0,12.0,45.734,13.5,21.4,13.15,25.6,17.27542
1170,36.7,-1.0,-1.0,55.6,30.5,82.253,62.06,-1.0,37.55,35.0,33.075806
1171,-1.0,-1.0,90.2,43.4,12.2,44.032,38.4,18.7,20.06,49.1,33.167282
1172,50.69,37.87,-1.0,-1.0,55.07,36.31,46.01,72.22,55.01,59.72,57.150585
1173,24.6,-1.0,44.7,39.11,23.3,49.07,36.2,25.2,39.76,25.8,32.651962
1174,63.54,66.01,-1.0,-1.0,57.97,107.64,58.33,32.28,61.29,40.8,35.982452
1175,52.28,57.14,-1.0,-1.0,29.4,135.6,45.72,29.28,44.55,43.88,26.378695
1176,-1.0,-1.0,12.5,-1.0,7.3,26.855,7.43,5.5,9.85,12.1,22.954973
1177,-1.0,22.1,36.6,68.32,39.0,129.33,27.6,48.7,34.53,49.6,45.905876
1178,28.4,-1.0,147.3,88.5,28.8,158.03,-1.0,39.4,49.63,60.3,57.294975
1179,-1.0,-1.0,58.8,26.08,20.1,53.238,18.3,21.3,20.35,24.6,27.480438
1180,30.57,51.85,-1.0,-1.0,26.61,11.48,49.29,22.58,29.41,20.3,18.586027
1181,-1.0,-1.0,-1.0,183.4,69.1,156.65,114.1,79.9,105.65,107.7,89.19076
1182,20.26,27.96,22.27,-1.0,16.06,-1.0,16.85,18.41,21.67,23.45,24.44124
1183,35.5,-1.0,49.1,-1.0,24.7,35.642,45.17,-1.0,32.44,40.4,32.321877
1184,60.14,53.52,-1.0,-1.0,48.5,48.48,59.91,31.14,35.51,44.06,28.372723
1185,-1.0,-1.0,-1.0,19.7,16.7,24.98,32.78,-1.0,19.2,17.2,14.584445
1186,19.36,32.47,-1.0,-1.0,20.62,96.52,28.94,26.32,27.63,23.54,26.766289
1187,29.41,21.15,-1.0,-1.0,25.78,32.81,21.48,17.55,22.75,25.41,18.576307
1188,14.37,37.46,-1.0,56.66,22.44,74.19,23.73,23.67,23.55,15.02,28.240309
1189,30.22,47.82,-1.0,-1.0,27.74,106.61,32.06,30.35,25.97,17.37,18.440638
1190,35.63,28.08,-1.0,30.72,25.93,22.47,31.45,21.52,26.42,18.72,31.327906
1191,18.6,18.6,17.5,18.41,9.4,35.774,16.4,10.0,8.51,20.3,23.389738
1192,30.95,-1.0,12.69,-1.0,22.04,-1.0,33.98,15.82,21.7,26.27,11.584145
1193,9.8,-1.0,-1.0,11.3,10.9,-1.0,6.89,-1.0,8.99,13.5,7.8004255
1194,65.56,47.59,141.09,-1.0,49.41,101.62,41.77,42.22,49.44,60.62,49.84411
1195,57.9,-1.0,90.2,111.0,37.8,-1.0,77.01,-1.0,77.07,53.3,67.67736
1196,54.19,-1.0,-1.0,-1.0,39.78,71.95,51.38,31.06,35.31,24.7,31.365011
1197,108.17,79.76,-1.0,40.8,100.04,151.37,96.47,164.82,121.28,62.24,99.56991
1198,50.1,96.43,-1.0,-1.0,52.95,31.12,50.2,43.04,41.97,36.83,26.113989
1199,-1.0,-1.0,-1.0,-1.0,11.8,53.529,24.0,25.5,12.6,13.6,17.02423
1200,39.49,57.16,55.61,-1.0,48.07,-1.0,43.7,25.53,33.0,19.22,30.391865
1201,45.0,-1.0,52.5,43.84,30.7,65.011,-1.0,45.8,48.56,27.0,36.82699
1202,44.96,58.63,73.27,-1.0,68.71,31.45,56.24,43.05,-1.0,42.72,44.117165
1203,30.0,-1.0,50.4,60.39,14.8,47.756,43.3,27.1,36.66,25.1,33.714798
1204,4.7,-1.0,14.0,26.0,-1.0,38.15,35.44,-1.0,14.47,20.6,17.620981
1205,25.2,-1.0,66.1,53.93,33.0,85.456,-1.0,23.3,30.44,41.1,30.55446
1206,29.5,-1.0,25.9,-1.0,25.1,33.768,31.2,38.0,37.44,27.6,33.172443
1207,15.94,5.69,-1.0,-1.0,24.95,-1.0,18.37,6.75,14.62,0.34,10.414331
1208,44.4,-1.0,24.3,-1.0,12.3,51.649,23.65,10.6,15.59,15.8,17.281786
1209,16.63,31.45,-1.0,22.45,17.37,95.37,30.53,28.92,26.1,29.62,26.561934
1210,56.15,32.6,-1.0,21.21,35.57,50.49,25.06,33.59,31.31,27.11,23.80696
1211,-1.0,39.42,-1.0,120.1,40.32,74.76,33.62,37.75,28.47,20.06,24.151402
1212,15.75,31.64,-1.0,-1.0,25.75,54.62,19.25,21.71,26.13,13.69,16.240814
1213,35.4,-1.0,46.4,49.16,43.5,48.558,-1.0,18.1,25.78,30.4,24.934078
1214,39.0,-1.0,47.5,54.93,23.2,56.006,82.7,61.7,64.94,61.2,59.198524
1215,-1.0,-1.0,108.5,85.9,-1.0,84.619,-1.0,36.3,51.27,59.4,57.082447
1216,40.91,48.05,57.59,-1.0,76.62,23.99,51.82,41.79,-1.0,39.71,41.574104
1217,-1.0,-1.0,31.7,26.61,15.0,46.05,27.1,30.0,18.33,36.4,19.28131
1218,44.61,56.29,-1.0,62.02,51.45,31.97,44.02,59.97,55.85,47.15,46.156677
1219,30.79,29.65,-1.0,72.8,21.53,80.45,38.66,41.98,36.05,54.68,42.239548
1220,52.2,-1.0,137.5,110.18,39.6,176.74,-1.0,53.5,48.71,56.0,82.613716
1221,57.3,38.4,50.3,73.66,34.5,105.7,47.9,40.3,35.78,30.7,51.077267
1222,16.8,-1.0,25.9,19.75,14.2,30.052,-1.0,15.5,14.42,15.8,35.273273
1223,-1.0,-1.0,46.3,41.12,18.6,64.55,12.4,30.1,24.03,22.6,26.35676
1224,33.6,-1.0,67.2,73.17,23.2,53.313,57.0,20.3,26.2,33.5,37.040417
1225,29.77,22.11,-1.0,-1.0,30.88,75.63,25.04,0.05,34.18,26.76,19.4942
1226,34.4,-1.0,43.8,59.0,27.0,-1.0,36.66,-1.0,30.69,36.9,34.246307
1227,37.9,-1.0,38.2,-1.0,31.2,47.71,51.11,-1.0,34.66,25.0,45.874493
1228,2.5,-1.0,27.9,42.1,13.4,79.432,-1.0,-1.0,21.44,24.0,36.330574
1229,23.7,-1.0,54.0,26.03,20.6,52.708,-1.0,18.0,19.57,28.3,22.203392
1230,-1.0,-1.0,56.4,36.99,19.8,52.024,41.2,22.0,41.2,33.7,20.476713
1231,52.1,-1.0,99.4,109.03,44.0,131.41,-1.0,90.2,67.44,60.4,79.38664
1232,-1.0,-1.0,35.1,24.7,-1.0,34.998,17.22,-1.0,16.08,25.7,20.326662
1233,26.6,-1.0,75.0,31.13,16.2,37.043,16.5,16.3,20.74,18.7,25.67053
1234,-1.0,-1.0,42.0,42.03,28.8,78.565,37.7,31.6,38.99,26.2,32.84954
1235,9.5,-1.0,20.9,45.1,-1.0,20.428,5.95,-1.0,42.97,35.2,27.203068
1236,76.39,43.63,-1.0,-1.0,62.7,97.23,43.82,44.26,47.71,65.6,52.11412
1237,-1.0,-1.0,119.6,63.77,31.1,169.39,61.2,46.0,43.58,48.6,51.410995
1238,-1.0,-1.0,52.2,-1.0,26.2,87.856,46.0,46.9,-1.0,51.5,67.551895
1239,70.13,39.44,-1.0,-1.0,57.82,75.17,39.69,26.63,48.48,38.92,26.913836
1240,-1.0,-1.0,29.6,-1.0,23.2,74.482,13.0,13.3,18.4,10.4,18.763592
1241,-1.0,-1.0,45.4,71.23,17.1,45.277,32.9,29.2,22.86,31.5,23.75096
1242,67.17,-1.0,-1.0,-1.0,47.47,63.49,67.48,58.9,87.88,37.79,52.85787
1243,28.1,-1.0,59.7,70.34,17.4,45.627,30.7,17.7,25.72,16.6,25.21844
1244,-1.0,-1.0,26.6,-1.0,17.3,33.711,28.7,0.3,18.6,14.2,8.526594
1245,36.6,-1.0,78.0,94.81,53.0,59.064,-1.0,34.3,60.55,39.4,31.820887
1246,75.2,-1.0,29.2,54.9,-1.0,58.592,-1.0,-1.0,20.29,23.0,26.831808
1247,27.81,31.63,33.28,-1.0,39.23,-1.0,23.44,34.26,38.69,35.1,27.481821
1248,26.7,-1.0,65.5,31.4,19.4,23.254,42.03,-1.0,34.97,14.0,17.11462
1249,-1.0,-1.0,30.0,-1.0,7.6,43.611,14.8,16.0,4.7,26.3,12.533125
1250,75.75,-1.0,-1.0,86.68,55.84,90.82,47.04,34.79,67.63,25.49,56.26985
1251,-1.0,-1.0,62.7,54.14,82.7,83.278,65.2,35.8,52.63,46.0,60.516624
1252,70.7,-1.0,171.5,178.57,68.3,-1.0,90.9,76.7,105.0,62.5,49.609177
