,AGU,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,ATM_med,ATM_pred
1062,27.98,18.62,-1.0,-1.0,21.7,67.34,21.01,30.3,27.36,18.31,26.94816
1063,25.9,-1.0,40.5,36.38,30.6,60.7,-1.0,37.9,33.95,28.4,31.305641
1064,-1.0,34.1,132.0,154.76,42.2,145.76,51.6,-1.0,30.7,51.5,36.820293
1065,-1.0,55.0,-1.0,38.6,-1.0,61.444,-1.0,-1.0,-1.0,30.1,27.684591
1066,-1.0,43.5,52.5,-1.0,26.6,-1.0,-1.0,25.0,21.05,34.2,24.16043
1067,-1.0,46.6,97.2,66.43,74.3,100.7,35.2,24.1,102.6,44.6,55.177288
1068,-1.0,32.1,33.4,42.87,26.3,102.82,27.1,43.9,38.36,20.3,30.586523
1069,-1.0,34.1,72.8,52.28,27.7,72.144,30.9,-1.0,32.1,10.8,27.879305
1070,18.45,-1.0,-1.0,-1.0,56.51,-1.0,32.79,25.03,28.2,31.24,35.91332
1071,-1.0,55.8,60.6,81.41,37.4,97.908,59.0,54.8,51.2,22.3,42.620697
1072,-1.0,41.8,201.8,122.28,50.1,292.24,73.0,-1.0,80.5,89.8,84.304115
1073,-1.0,35.6,210.2,230.99,60.0,188.63,60.2,-1.0,69.0,29.2,60.542416
1074,22.87,52.72,-1.0,-1.0,37.38,34.01,50.97,43.7,49.39,35.95,43.431984
1075,-1.0,20.1,19.6,-1.0,-1.0,-1.0,14.66,-1.0,10.6,20.8,11.749838
1076,-1.0,47.0,43.6,-1.0,-1.0,-1.0,13.72,-1.0,-1.0,10.3,22.20671
1077,8.6,-1.0,43.4,34.2,16.4,23.734,53.95,-1.0,16.53,33.2,31.422827
1078,-1.0,38.7,61.3,42.21,29.3,64.137,27.5,-1.0,28.9,43.8,28.369724
1079,39.53,44.46,-1.0,-1.0,37.18,65.69,48.14,42.72,54.14,43.92,55.651283
1080,-1.0,37.5,41.0,38.81,28.0,35.136,36.0,-1.0,36.6,19.0,27.96878
1081,-1.0,51.1,32.2,-1.0,35.4,-1.0,40.28,28.3,32.75,24.4,20.969107
1082,-1.0,49.1,86.6,91.14,60.1,82.139,67.6,-1.0,72.0,80.7,61.899837
1083,5.01,28.54,35.35,61.89,28.48,-1.0,32.04,22.6,36.35,38.13,27.723701
1084,-1.0,14.2,21.8,-1.0,-1.0,-1.0,19.14,-1.0,4.02,21.2,14.237991
1085,-1.0,85.2,258.5,-1.0,56.8,-1.0,141.41,41.4,71.33,31.8,55.650627
1086,29.88,52.79,66.07,-1.0,33.46,16.73,42.7,31.09,-1.0,39.92,24.469454
1087,-1.0,25.2,-1.0,17.6,-1.0,31.725,-1.0,-1.0,19.84,30.9,12.836205
1088,-1.0,13.6,21.6,-1.0,-1.0,-1.0,39.96,-1.0,12.77,40.7,16.632656
1089,-1.0,14.4,11.7,-1.0,-1.0,-1.0,24.78,-1.0,12.7,24.8,13.81687
1090,-1.0,97.6,62.9,-1.0,60.3,99.049,74.6,-1.0,61.6,61.3,49.744328
1091,-1.0,95.4,181.4,319.3,73.5,277.86,171.2,-1.0,113.3,71.8,99.690125
1092,-1.0,33.5,29.9,-1.0,-1.0,-1.0,21.89,-1.0,24.47,32.9,23.405005
1093,-1.0,61.9,122.0,54.55,57.3,77.906,52.1,-1.0,49.9,54.1,50.685165
1094,9.2,-1.0,-1.0,34.0,-1.0,32.403,17.59,-1.0,12.24,10.6,17.888521
1095,-1.0,128.2,85.8,93.41,59.8,114.67,63.5,30.7,56.43,70.2,39.228226
1096,56.71,114.36,-1.0,-1.0,94.3,-1.0,81.62,81.93,128.89,74.17,111.78376
1097,12.68,54.95,-1.0,25.39,27.91,116.6,24.63,32.48,26.85,25.48,37.96767
1098,-1.0,56.2,67.6,-1.0,-1.0,-1.0,-1.0,31.9,55.61,37.7,45.96511
1099,-1.0,48.1,57.6,58.99,42.3,73.446,50.1,-1.0,-1.0,54.6,51.162933
1100,-1.0,39.4,29.7,40.8,-1.0,45.165,-1.0,-1.0,-1.0,33.9,38.03101
1101,-1.0,37.6,61.8,-1.0,26.5,-1.0,82.18,30.4,28.17,37.7,17.662022
1102,-1.0,73.4,137.7,126.77,55.9,184.37,78.2,-1.0,65.8,74.7,65.757095
1103,21.1,-1.0,52.3,34.28,28.9,63.853,-1.0,30.5,27.74,29.2,29.840227
1104,-1.0,44.2,65.8,-1.0,37.2,-1.0,46.02,33.1,54.53,30.2,33.54335
1105,-1.0,31.7,67.6,97.6,23.1,55.503,43.6,-1.0,30.9,24.8,21.591879
1106,-1.0,94.8,242.5,-1.0,70.2,-1.0,152.39,46.5,-1.0,57.6,54.58502
1107,-1.0,47.9,61.4,43.73,18.1,68.692,52.1,-1.0,27.2,20.3,24.95823
1108,50.51,-1.0,-1.0,-1.0,50.44,59.2,54.07,40.44,58.84,72.91,63.584362
1109,-1.0,53.4,78.7,-1.0,30.9,-1.0,49.61,27.6,28.07,35.7,29.656782
1110,-1.0,40.6,178.7,52.77,34.8,55.027,53.5,-1.0,39.3,56.4,42.10827
1111,-1.0,43.2,55.3,73.91,59.2,84.392,59.3,-1.0,51.2,49.6,49.992676
1112,-1.0,25.4,63.3,-1.0,-1.0,-1.0,42.89,-1.0,29.92,12.0,29.89708
1113,21.6,-1.0,26.4,33.9,14.6,33.108,21.54,-1.0,16.09,11.1,14.172484
1114,-1.0,6.8,11.1,-1.0,-1.0,-1.0,-1.0,13.9,10.86,23.0,11.55328
1115,-1.0,24.6,168.3,103.85,29.8,162.18,52.5,107.5,38.9,59.3,58.23529
1116,-1.0,53.0,74.3,-1.0,56.0,-1.0,35.17,30.5,25.77,44.1,32.69725
1117,-1.0,42.6,44.0,-1.0,32.7,48.541,28.3,-1.0,27.9,22.7,24.189093
1118,-1.0,68.4,56.7,-1.0,36.9,-1.0,63.67,32.5,37.08,7.9,23.739716
1119,-1.0,44.3,17.8,12.6,-1.0,34.03,-1.0,-1.0,-1.0,18.5,20.171162
1120,41.33,26.42,-1.0,-1.0,33.17,69.1,28.24,44.13,36.57,29.01,40.717968
1121,-1.0,49.7,105.2,-1.0,41.1,76.078,28.0,39.4,42.5,33.1,35.942165
1122,-1.0,36.2,31.4,67.0,-1.0,58.766,-1.0,-1.0,-1.0,30.7,98.340515
1123,-1.0,116.3,133.9,-1.0,-1.0,-1.0,-1.0,14.8,33.33,46.3,43.292065
1124,-1.0,22.0,36.8,-1.0,-1.0,-1.0,-1.0,-1.0,12.05,12.8,14.646778
1125,-1.0,7.66,27.67,50.08,21.13,-1.0,24.34,13.96,15.51,26.96,14.291218
1126,-1.0,20.0,6.6,-1.0,-1.0,-1.0,6.11,-1.0,7.58,14.8,13.359638
1127,-1.0,48.2,-1.0,-1.0,32.3,-1.0,25.26,32.8,34.31,45.5,30.842873
1128,-1.0,82.2,76.8,88.68,44.3,123.04,98.2,-1.0,52.5,30.6,46.509045
1129,-1.0,80.7,71.7,-1.0,35.0,-1.0,-1.0,48.2,33.77,64.1,36.21857
1130,-1.0,42.8,39.0,-1.0,17.7,-1.0,-1.0,23.7,16.82,17.9,19.39388
1131,-1.0,8.7,23.8,-1.0,-1.0,-1.0,8.63,-1.0,18.34,10.3,19.735023
1132,19.85,-1.0,-1.0,-1.0,25.84,108.6,20.95,28.06,41.03,28.26,39.49476
1133,6.2,-1.0,5.9,16.0,10.9,20.469,-1.0,5.0,15.07,3.6,10.105565
1134,-1.0,51.2,71.6,-1.0,44.9,100.97,51.5,49.5,49.6,41.2,37.514618
1135,-1.0,70.4,61.5,-1.0,41.1,-1.0,47.92,33.8,57.42,40.4,32.550022
1136,-1.0,26.8,-1.0,30.8,-1.0,28.153,42.61,-1.0,19.67,16.7,15.892586
1137,30.65,26.84,-1.0,44.23,25.37,48.92,26.16,31.76,25.52,27.49,26.972193
1138,48.72,39.34,-1.0,117.66,35.93,69.93,38.33,43.07,37.41,38.83,40.89414
1139,-1.0,35.6,38.8,-1.0,-1.0,-1.0,31.52,-1.0,27.1,24.7,23.645445
1140,-1.0,31.8,71.2,70.4,26.6,94.446,33.6,-1.0,37.5,24.5,30.904127
1141,67.8,-1.0,98.2,152.39,-1.0,142.53,64.7,59.8,59.13,28.7,44.58307
1142,-1.0,106.4,152.5,-1.0,60.7,169.4,96.2,73.8,73.2,65.1,58.505318
1143,-1.0,27.7,35.5,-1.0,-1.0,-1.0,12.73,-1.0,-1.0,39.9,14.446065
1144,-1.0,38.7,49.7,-1.0,54.1,-1.0,42.5,61.4,61.13,45.9,46.50454
1145,-1.0,-1.0,-1.0,43.9,-1.0,60.415,25.09,-1.0,9.51,11.0,19.219198
1146,-1.0,61.5,65.4,54.89,35.4,67.844,58.5,-1.0,52.2,35.8,38.03304
1147,-1.0,48.2,62.8,-1.0,73.1,164.83,45.0,-1.0,56.2,56.1,49.1892
1148,-1.0,32.7,39.9,-1.0,-1.0,-1.0,42.83,-1.0,52.11,10.3,24.161968
1149,26.2,-1.0,39.1,38.86,18.2,56.368,-1.0,39.6,20.42,28.9,26.712135
1150,-1.0,104.0,82.1,-1.0,22.3,-1.0,44.98,33.0,-1.0,72.9,42.133743
1151,-1.0,52.4,62.3,-1.0,39.0,-1.0,-1.0,-1.0,31.52,21.7,23.849691
1152,41.0,-1.0,110.5,91.25,35.8,72.423,-1.0,59.5,48.11,44.2,49.10473
1153,-1.0,49.2,81.3,57.42,46.6,-1.0,49.9,-1.0,40.8,57.2,44.875927
1154,-1.0,41.8,75.9,-1.0,-1.0,-1.0,72.48,-1.0,45.34,12.6,27.125193
1155,-1.0,46.8,72.9,-1.0,50.8,-1.0,57.88,32.9,59.63,41.3,34.56172
1156,-1.0,51.2,50.6,64.75,32.4,69.369,42.4,-1.0,48.5,43.2,31.054367
1157,8.7,-1.0,-1.0,26.8,-1.0,25.602,41.27,-1.0,21.01,31.5,24.242044
1158,-1.0,61.5,53.2,-1.0,58.4,-1.0,-1.0,60.1,60.03,25.5,35.788246
1159,-1.0,35.9,23.4,73.11,36.7,86.811,34.5,-1.0,31.4,46.8,39.168613
1160,-1.0,25.7,52.4,-1.0,22.8,93.214,42.1,30.7,26.0,24.5,27.942762
1161,-1.0,58.1,12.8,-1.0,-1.0,-1.0,-1.0,-1.0,23.88,20.4,26.534218
1162,-1.0,29.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.32,31.3,122.58794
1163,8.75,25.08,-1.0,-1.0,21.29,33.94,16.29,13.48,20.3,19.78,20.909096
1164,-1.0,24.6,55.1,-1.0,-1.0,-1.0,53.59,14.3,24.29,11.7,14.258651
1165,-1.0,50.6,-1.0,46.9,-1.0,35.488,55.6,-1.0,43.81,61.9,34.626526
1166,-1.0,25.4,-1.0,-1.0,-1.0,-1.0,16.28,-1.0,16.15,22.9,10.748491
1167,-1.0,50.2,83.9,65.9,41.0,93.903,60.7,-1.0,61.7,36.6,43.51257
1168,-1.0,68.6,167.9,-1.0,96.2,-1.0,84.87,30.9,87.68,33.6,46.812756
1169,11.4,-1.0,-1.0,44.5,19.0,43.602,32.61,-1.0,15.92,4.5,26.988842
1170,23.4,43.18,-1.0,33.99,37.3,24.54,35.28,36.78,39.57,40.95,42.790745
1171,-1.0,51.2,53.5,-1.0,37.2,-1.0,60.95,41.7,31.92,25.1,20.744678
1172,-1.0,30.6,40.0,-1.0,-1.0,-1.0,24.78,-1.0,23.03,30.6,21.584211
1173,37.9,-1.0,35.4,54.3,23.5,53.495,13.03,-1.0,28.29,85.6,33.233635
1174,-1.0,41.3,41.5,-1.0,22.8,-1.0,25.1,14.5,15.88,23.3,19.690863
1175,-1.0,57.2,123.9,-1.0,25.1,-1.0,49.63,26.0,32.23,42.1,39.80219
1176,-1.0,147.8,222.4,-1.0,53.7,-1.0,30.57,40.3,69.77,44.3,62.1493
1177,-1.0,34.4,66.3,-1.0,24.7,-1.0,39.97,19.2,-1.0,23.4,20.285158
1178,-1.0,56.3,55.1,51.05,20.2,86.152,26.5,-1.0,17.2,24.1,22.927616
1179,25.1,-1.0,21.2,30.8,8.1,43.768,28.02,-1.0,14.07,9.8,12.28948
1180,-1.0,9.3,8.4,14.5,-1.0,19.724,-1.0,-1.0,-1.0,5.5,11.025733
1181,-1.0,24.0,58.6,-1.0,19.5,-1.0,-1.0,22.8,24.45,23.1,20.549185
1182,-1.0,60.1,72.9,101.8,52.5,102.52,-1.0,-1.0,70.2,35.6,51.941135
1183,-1.0,45.4,45.6,-1.0,29.3,-1.0,38.18,29.7,27.44,24.5,25.036203
1184,-1.0,38.8,46.7,51.1,34.9,72.424,48.53,-1.0,-1.0,32.2,43.78682
1185,-1.0,43.9,43.7,-1.0,38.2,-1.0,44.05,39.7,44.68,32.4,26.568657
1186,-1.0,88.3,122.3,98.05,80.4,198.63,66.4,78.6,75.4,80.3,64.58937
1187,-1.0,60.0,49.0,-1.0,3.6,-1.0,-1.0,-1.0,35.57,62.9,16.612093
1188,-1.0,103.5,134.0,-1.0,36.3,93.975,40.7,42.0,39.6,29.8,39.370625
1189,-1.0,118.3,175.5,107.4,-1.0,123.92,-1.0,-1.0,-1.0,71.8,76.60941
1190,-1.0,29.9,46.3,31.41,34.3,61.229,24.3,-1.0,29.6,23.4,26.980522
1191,22.1,-1.0,38.4,-1.0,23.4,33.309,71.39,22.5,23.47,75.8,84.17686
1192,11.04,22.62,-1.0,-1.0,37.93,17.12,26.58,32.83,25.99,32.21,32.154675
1193,-1.0,59.8,144.8,47.72,36.6,94.261,45.7,59.7,42.3,51.7,55.02968
1194,-1.0,33.1,125.8,69.22,29.6,133.08,39.7,-1.0,72.7,40.1,43.202503
1195,-1.0,19.3,18.8,-1.0,-1.0,-1.0,-1.0,-1.0,15.76,22.0,18.057566
1196,49.92,174.04,-1.0,69.75,197.67,115.54,143.4,17.08,86.12,146.95,96.95868
1197,39.9,-1.0,50.7,51.74,28.8,-1.0,-1.0,37.8,26.21,26.0,26.192074
1198,11.5,-1.0,24.1,25.9,18.5,-1.0,24.81,-1.0,18.9,12.3,24.080605
1199,-1.0,-1.0,-1.0,5.8,-1.0,10.033,-1.0,-1.0,7.36,12.3,3.7094874
1200,-1.0,101.2,66.2,87.53,67.0,88.351,82.0,-1.0,62.8,47.4,52.385456
1201,58.22,51.83,-1.0,60.48,48.11,78.58,56.55,63.95,57.69,74.31,62.58325
1202,28.7,-1.0,7.7,45.89,19.6,34.829,-1.0,40.9,17.87,24.4,22.223722
1203,30.2,-1.0,49.4,38.84,23.9,74.808,-1.0,36.6,20.4,34.6,28.162683
1204,37.5,-1.0,84.3,30.47,23.2,77.943,30.7,44.5,25.3,44.2,32.72998
1205,-1.0,39.1,-1.0,-1.0,-1.0,-1.0,8.91,-1.0,-1.0,15.9,15.278764
1206,30.89,28.02,-1.0,28.7,27.87,20.89,28.15,36.37,40.94,31.36,40.412113
1207,-1.0,33.1,51.0,-1.0,-1.0,-1.0,-1.0,25.2,-1.0,32.9,21.81023
1208,-1.0,31.4,120.5,-1.0,25.1,73.977,50.5,-1.0,24.9,15.2,26.685284
1209,43.8,-1.0,92.9,72.34,36.8,85.547,-1.0,58.4,45.37,47.9,47.151337
1210,-1.0,28.2,98.8,-1.0,32.6,97.329,45.1,-1.0,33.2,44.8,31.04414
1211,-1.0,-1.0,33.6,-1.0,-1.0,-1.0,-1.0,-1.0,21.91,33.9,25.59587
1212,-1.0,26.0,-1.0,-1.0,16.7,-1.0,15.04,22.5,17.46,19.9,20.860903
1213,-1.0,-1.0,82.9,130.89,52.0,138.37,-1.0,56.5,73.85,54.6,58.19277
1214,-1.0,53.0,35.3,41.0,-1.0,59.73,-1.0,-1.0,-1.0,47.3,34.496124
1215,-1.0,71.7,82.0,-1.0,37.1,105.47,66.7,62.5,53.6,40.6,39.489445
1216,-1.0,34.5,96.3,-1.0,23.7,196.71,30.7,36.9,28.4,25.2,37.900524
1217,-1.0,76.6,113.3,-1.0,69.2,136.29,78.5,89.1,91.1,71.2,57.735172
1218,-1.0,67.4,58.1,-1.0,51.5,-1.0,55.86,58.4,51.94,51.5,29.019096
1219,-1.0,38.4,-1.0,-1.0,18.9,-1.0,39.56,21.5,19.15,24.9,25.691778
1220,-1.0,60.9,125.1,59.56,36.0,60.788,41.3,-1.0,24.8,46.7,34.266216
1221,-1.0,10.3,3.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,18.5,11.94119
1222,-1.0,27.3,37.7,90.7,-1.0,88.206,-1.0,-1.0,-1.0,9.4,189.08688
1223,42.15,-1.0,40.01,-1.0,30.05,-1.0,41.45,40.6,21.08,39.9,70.149315
1224,-1.0,20.6,26.1,-1.0,14.5,-1.0,37.67,-1.0,18.97,31.4,31.553205
1225,-1.0,92.8,106.6,-1.0,42.2,-1.0,-1.0,42.5,55.61,29.3,43.856945
1226,-1.0,132.3,215.4,211.4,96.3,195.89,97.2,110.9,86.2,59.2,85.145966
1227,-1.0,28.3,37.9,-1.0,0.0,-1.0,17.56,-1.0,-1.0,10.1,16.946182
1228,-1.0,66.0,105.7,48.23,59.5,102.09,44.0,-1.0,51.8,57.1,53.05207
1229,31.1,-1.0,28.8,33.25,24.8,33.227,-1.0,31.6,25.28,14.0,24.318022
1230,-1.0,114.4,247.2,211.41,50.1,138.0,82.3,-1.0,55.5,57.7,64.5455
1231,52.7,-1.0,105.6,56.61,35.2,108.94,-1.0,57.7,55.48,48.1,54.88722
1232,-1.0,118.0,-1.0,-1.0,88.7,-1.0,57.57,55.7,59.63,53.7,48.110542
1233,-1.0,77.1,187.7,65.94,62.1,155.03,72.8,109.4,79.3,82.8,60.721973
1234,21.73,13.45,22.4,52.95,17.36,-1.0,13.57,19.41,14.98,18.54,15.076234
1235,-1.0,83.2,177.7,127.45,29.5,305.42,46.7,40.8,44.7,36.9,49.142437
1236,39.09,20.17,24.31,-1.0,21.37,-1.0,23.93,25.75,35.63,21.83,25.258215
1237,23.8,51.9,117.2,88.1,32.2,124.46,44.1,17.1,50.94,40.3,27.794334
1238,-1.0,111.0,122.9,-1.0,44.2,-1.0,38.69,48.5,55.55,46.3,48.323418
1239,-1.0,66.9,-1.0,11.4,-1.0,34.881,-1.0,-1.0,17.24,26.3,14.353625
1240,-1.0,78.8,181.9,94.32,40.4,161.0,66.0,34.7,57.5,51.5,54.1017
1241,18.28,29.33,-1.0,-1.0,78.05,73.2,28.73,27.76,34.87,57.07,39.295128
1242,35.1,31.63,33.28,-1.0,39.23,-1.0,23.44,34.26,38.69,27.81,34.405914
1243,41.32,56.14,-1.0,-1.0,57.83,107.53,65.03,41.3,59.97,85.08,59.31422
1244,101.65,78.4,-1.0,-1.0,110.29,51.66,85.97,139.79,115.82,141.98,127.82881
1245,-1.0,82.6,52.6,-1.0,-1.0,-1.0,54.44,-1.0,40.03,46.7,23.676258
1246,15.5,-1.0,-1.0,24.2,13.0,23.596,23.63,-1.0,18.75,21.6,16.897413
1247,-1.0,14.6,16.1,-1.0,-1.0,-1.0,19.76,-1.0,12.09,26.2,15.390514
1248,-1.0,21.2,27.2,43.85,31.3,57.31,25.6,-1.0,28.6,36.3,26.643778
1249,-1.0,78.5,72.1,-1.0,62.4,-1.0,51.02,61.8,56.36,55.1,44.762913
1250,-1.0,59.1,46.0,-1.0,36.3,37.011,57.9,-1.0,29.9,33.1,31.683807
1251,-1.0,89.4,225.9,306.73,53.9,182.43,-1.0,-1.0,107.9,44.6,99.37358
1252,14.95,38.98,19.93,-1.0,19.46,-1.0,30.76,16.96,18.28,27.01,21.194708
1253,51.9,-1.0,44.7,69.1,26.4,54.982,55.37,-1.0,42.25,48.2,21.93655
1254,31.1,-1.0,49.3,47.89,49.7,69.109,-1.0,44.5,56.61,24.4,40.997025
1255,-1.0,25.1,19.2,-1.0,-1.0,-1.0,13.53,-1.0,9.41,13.2,11.00773
1256,50.0,54.0,83.8,53.28,-1.0,109.68,54.3,38.0,62.42,51.5,43.26028
1257,-1.0,13.6,18.6,-1.0,-1.0,-1.0,23.58,-1.0,15.21,23.0,17.325941
1258,-1.0,55.1,-1.0,30.7,-1.0,45.093,-1.0,-1.0,-1.0,35.3,28.029858
1259,5.7,-1.0,24.7,16.1,-1.0,32.689,73.54,-1.0,7.96,64.2,116.531906
1260,31.9,-1.0,-1.0,59.3,36.8,47.509,61.86,-1.0,38.21,46.8,38.41497
1261,-1.0,45.7,108.5,217.46,58.8,144.64,43.7,-1.0,43.8,72.5,46.11106
1262,-1.0,77.9,100.0,177.75,66.8,152.15,62.0,87.1,95.6,65.2,58.059902
1263,39.5,-1.0,28.1,47.79,23.9,48.156,-1.0,27.7,21.8,27.0,22.676834
1264,-1.0,11.3,9.4,21.05,10.6,31.292,15.8,14.2,8.26,19.5,13.643439
1265,-1.0,32.9,51.5,23.3,-1.0,44.326,-1.0,-1.0,-1.0,25.1,20.732235
1266,-1.0,-1.0,-1.0,30.3,-1.0,31.327,38.54,-1.0,16.67,17.6,24.502825
1267,-1.0,23.6,30.2,-1.0,0.0,-1.0,25.75,-1.0,24.26,23.5,24.584385
1268,-1.0,52.5,56.0,36.13,30.0,56.953,59.7,-1.0,31.9,30.1,25.247448
1269,-1.0,21.3,120.3,74.53,21.4,108.99,28.7,-1.0,28.8,29.6,32.019066
1270,-1.0,24.6,21.4,-1.0,-1.0,-1.0,17.54,-1.0,13.17,19.3,16.32421
1271,-1.0,51.1,155.6,-1.0,55.3,-1.0,69.28,30.8,55.06,44.4,34.95364
1272,2.76,12.96,-1.0,32.91,12.88,79.0,15.56,13.45,12.97,13.81,15.480104
1273,-1.0,66.9,-1.0,-1.0,36.1,-1.0,85.92,28.4,36.02,45.5,25.074787
1274,52.3,-1.0,48.3,105.06,65.3,125.26,-1.0,47.0,56.45,70.4,56.016144
1275,17.6,-1.0,29.0,31.0,12.7,33.966,14.35,-1.0,3.84,6.3,20.039673
1276,64.86,156.03,-1.0,-1.0,83.99,185.55,60.94,68.95,128.26,70.91,69.62541
1277,-1.0,47.6,91.0,135.51,62.5,112.55,46.1,-1.0,34.8,48.1,51.53467
1278,-1.0,44.1,36.2,41.39,26.6,70.583,41.3,-1.0,29.3,28.2,28.477465
1279,-1.0,42.0,62.8,-1.0,-1.0,-1.0,-1.0,28.0,36.13,41.1,33.31299
1280,-1.0,36.9,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,26.699636
1281,-1.0,17.2,21.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.11,19.1,9.912212
1282,68.8,73.1,53.4,58.8,41.5,161.8,46.4,40.6,40.9,38.7,44.3653
1283,-1.0,65.8,309.1,284.07,56.6,242.66,143.0,133.7,93.1,90.7,69.12007
1284,-1.0,17.3,16.8,-1.0,-1.0,-1.0,18.63,-1.0,8.57,10.9,12.532991
1285,-1.0,76.3,249.7,-1.0,60.7,-1.0,-1.0,63.1,69.19,68.5,60.780533
1286,-1.0,4.5,28.3,-1.0,7.9,-1.0,-1.0,5.3,3.99,1.5,5.326856
1287,21.2,-1.0,-1.0,32.8,21.7,-1.0,25.42,-1.0,22.21,20.5,27.07131
1288,15.6,34.21,-1.0,97.52,30.98,90.19,20.11,26.35,23.1,33.18,31.296814
1289,41.3,51.19,-1.0,-1.0,42.11,78.36,33.35,35.34,58.99,46.56,55.823475
1290,-1.0,64.8,335.4,126.48,83.1,220.28,116.6,105.8,137.8,104.7,90.111244
1291,-1.0,45.7,-1.0,127.0,-1.0,-1.0,59.65,-1.0,-1.0,21.9,34.37235
1292,36.1,-1.0,50.8,74.09,31.5,62.939,-1.0,44.1,35.55,34.1,33.676456
1293,25.26,16.67,-1.0,-1.0,14.28,40.35,11.7,21.9,16.09,18.38,17.17843
1294,-1.0,58.5,109.4,104.21,38.1,78.721,70.9,-1.0,53.2,49.7,41.629967
1295,15.8,-1.0,24.3,-1.0,12.3,51.649,23.65,10.6,15.59,44.4,25.527954
1296,-1.0,28.7,-1.0,39.8,-1.0,29.241,16.99,-1.0,-1.0,20.2,27.439941
1297,-1.0,326.2,-1.0,-1.0,183.8,-1.0,248.99,-1.0,213.55,186.2,299.94608
1298,-1.0,75.7,151.4,-1.0,63.6,108.143,56.1,50.7,79.6,59.3,58.274593
1299,-1.0,41.7,33.9,-1.0,25.1,-1.0,-1.0,25.8,21.96,36.5,22.662165
1300,-1.0,87.1,137.5,-1.0,27.9,-1.0,58.86,39.3,-1.0,38.0,44.51596
1301,13.96,28.45,61.3,-1.0,18.03,-1.0,21.92,17.16,10.25,19.65,15.76787
1302,-1.0,-1.0,-1.0,18.4,-1.0,37.108,17.22,-1.0,16.95,13.1,10.5749035
1303,80.4,66.1,108.7,111.17,-1.0,77.578,69.0,57.9,40.48,41.2,23.207531
1304,73.8,28.8,41.2,76.85,33.2,72.872,36.4,54.5,44.19,36.8,32.90689
1305,-1.0,22.8,22.7,-1.0,-1.0,-1.0,-1.0,-1.0,13.23,16.6,16.854717
1306,8.7,-1.0,-1.0,23.5,-1.0,29.175,28.78,-1.0,6.55,2.3,30.739527
1307,-1.0,79.1,74.1,-1.0,-1.0,-1.0,26.28,22.2,39.27,36.3,39.069134
1308,-1.0,73.6,74.4,64.84,94.6,91.155,65.8,-1.0,35.3,40.7,43.716434
1309,-1.0,32.6,33.8,-1.0,-1.0,-1.0,-1.0,-1.0,12.89,7.7,15.672539
1310,-1.0,26.9,33.6,-1.0,23.4,-1.0,30.54,-1.0,23.37,39.5,18.897842
1311,-1.0,36.1,87.1,136.61,34.6,60.237,46.8,-1.0,26.3,39.8,30.212673
1312,43.3,56.7,117.8,34.42,28.1,42.405,41.0,38.5,34.36,46.0,40.14021
1313,21.7,35.0,37.27,-1.0,33.53,-1.0,28.36,25.39,22.06,31.58,26.597485
1314,-1.0,53.9,75.3,-1.0,-1.0,-1.0,33.78,26.7,36.12,29.7,39.004784
1315,17.94,30.71,-1.0,99.8,24.82,-1.0,24.17,23.45,17.13,23.53,33.977535
1316,-1.0,22.2,21.9,-1.0,7.5,-1.0,-1.0,16.7,-1.0,9.7,11.2930155
1317,-1.0,61.9,93.6,67.8,57.9,105.02,70.1,-1.0,72.1,64.1,49.17595
1318,-1.0,24.0,44.9,25.42,18.9,50.015,22.8,-1.0,22.0,21.7,18.332058
1319,-1.0,50.0,45.3,-1.0,-1.0,-1.0,20.56,-1.0,10.23,17.9,13.870659
1320,59.44,31.91,38.89,-1.0,31.06,-1.0,59.98,38.59,32.6,52.47,32.350113
1321,-1.0,63.9,-1.0,-1.0,44.2,-1.0,42.4,49.4,-1.0,54.2,38.663605
1322,25.0,-1.0,50.8,37.21,15.8,-1.0,-1.0,31.2,30.25,32.7,23.391771
1323,43.6,-1.0,41.0,50.31,47.7,61.78,-1.0,61.2,46.74,52.4,42.70018
1324,24.1,-1.0,32.7,37.06,49.4,39.657,33.6,42.0,63.44,46.9,41.92648
1325,-1.0,43.6,39.8,47.81,23.6,59.61,49.5,-1.0,41.5,30.8,29.334179
1326,17.1,-1.0,-1.0,80.0,35.6,50.727,60.21,-1.0,33.95,118.5,36.75892
1327,-1.0,33.9,87.5,103.34,22.1,106.67,31.2,-1.0,12.4,13.6,23.472023
1328,-1.0,86.9,80.9,144.86,67.5,101.99,92.9,-1.0,89.1,56.8,59.42273
1329,-1.0,97.2,-1.0,-1.0,80.0,-1.0,-1.0,136.6,87.48,149.3,70.21223
1330,-1.0,105.4,194.3,84.16,66.4,212.32,73.2,73.8,67.79,80.4,97.052086
1331,-1.0,60.4,74.4,-1.0,30.8,-1.0,-1.0,24.3,31.82,28.8,31.388607
1332,-1.0,83.8,54.3,-1.0,-1.0,-1.0,40.74,12.3,41.66,43.1,31.649813
1333,-1.0,53.5,96.6,-1.0,14.8,-1.0,-1.0,12.5,21.58,16.0,23.785557
1334,43.9,-1.0,44.1,51.24,31.6,99.514,52.4,33.9,41.04,31.1,28.458204
