,AGU,ATM,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,LDO_med,LDO_pred
1239,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.2,25.702633
1240,-1.0,29.5,92.7,-1.0,42.2,62.696,41.8,-1.0,34.3,45.1,44.850296
1241,-1.0,41.3,104.9,-1.0,-1.0,-1.0,-1.0,16.5,26.45,104.7,52.646404
1242,4.09,17.04,-1.0,54.71,9.25,141.84,8.08,12.46,13.55,10.89,18.141134
1243,-1.0,22.9,43.3,-1.0,21.3,-1.0,-1.0,16.3,31.01,35.2,38.29525
1244,-1.0,48.3,208.5,-1.0,47.1,-1.0,54.45,29.8,61.52,105.1,87.558365
1245,-1.0,26.9,68.7,-1.0,34.3,64.712,34.9,-1.0,27.8,48.4,42.788876
1246,-1.0,34.7,26.9,-1.0,-1.0,30.438,39.48,-1.0,-1.0,55.6,33.196743
1247,16.84,17.41,-1.0,-1.0,19.07,38.67,19.58,20.4,21.0,25.62,23.354477
1248,-1.0,45.6,50.9,-1.0,29.9,-1.0,-1.0,35.8,29.93,52.4,43.864033
1249,-1.0,15.4,36.6,-1.0,20.8,-1.0,-1.0,42.3,24.57,39.5,28.785398
1250,-1.0,28.9,30.4,37.92,20.3,75.071,38.7,35.0,27.9,25.2,40.028526
1251,-1.0,28.9,-1.0,-1.0,29.5,-1.0,-1.0,-1.0,23.49,32.4,38.88809
1252,-1.0,-1.0,240.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,113.65,71.28682
1253,-1.0,40.2,62.7,77.71,37.9,73.067,51.1,56.7,48.29,33.2,39.957657
1254,-1.0,-1.0,39.35,-1.0,-1.0,54.34,-1.0,-1.0,-1.0,48.75,29.840752
1255,-1.0,-1.0,194.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.12,62.501022
1256,-1.0,12.3,29.8,-1.0,-1.0,-1.0,21.84,-1.0,10.24,11.7,26.968948
1257,57.5,-1.0,59.1,63.05,26.5,78.158,43.8,62.2,35.4,85.1,37.28702
1258,-1.0,-1.0,32.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.13,26.682718
1259,42.9,33.5,58.8,42.44,40.0,40.477,45.9,42.8,44.7,46.4,40.94173
1260,-1.0,30.7,71.5,-1.0,29.9,62.255,24.3,32.4,29.5,49.9,34.008232
1261,-1.0,7.3,19.5,-1.0,-1.0,-1.0,18.35,-1.0,19.8,20.7,23.348679
1262,-1.0,-1.0,35.8,24.76,10.9,62.092,23.6,18.2,23.3,54.3,21.598534
1263,-1.0,38.5,55.9,-1.0,22.1,-1.0,-1.0,-1.0,26.18,68.2,45.31053
1264,-1.0,66.9,72.3,-1.0,41.4,118.02,64.6,35.4,41.8,56.5,71.771866
1265,-1.0,-1.0,78.31,-1.0,-1.0,66.74,-1.0,-1.0,-1.0,47.11,45.228977
1266,31.64,50.2,109.47,-1.0,54.0,34.6,36.24,37.63,-1.0,50.94,39.730225
1267,-1.0,43.8,71.4,-1.0,41.4,-1.0,37.7,45.8,40.99,49.4,51.07141
1268,14.35,24.57,-1.0,161.51,17.55,111.48,15.49,11.01,14.21,21.66,28.901772
1269,53.2,42.2,124.6,112.87,54.8,152.8,66.7,50.6,67.07,50.9,46.569855
1270,-1.0,29.5,37.0,-1.0,24.0,-1.0,26.59,19.9,14.51,24.1,29.589085
1271,-1.0,-1.0,35.52,-1.0,-1.0,54.89,-1.0,-1.0,-1.0,31.39,28.361877
1272,-1.0,15.5,44.7,-1.0,-1.0,-1.0,27.56,-1.0,17.53,45.1,33.975998
1273,-1.0,-1.0,82.0,72.0,-1.0,62.529,-1.0,-1.0,-1.0,42.3,51.98172
1274,-1.0,33.4,111.8,74.17,48.8,79.868,51.7,32.3,48.7,42.8,59.808002
1275,-1.0,14.7,53.8,-1.0,32.8,-1.0,20.64,72.6,61.46,62.3,53.66176
1276,-1.0,-1.0,255.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.7,74.40515
1277,32.01,38.55,-1.0,-1.0,49.61,84.91,48.35,46.34,42.24,58.5,55.409546
1278,-1.0,39.9,41.7,-1.0,14.9,-1.0,15.35,-1.0,17.99,17.3,26.148542
1279,-1.0,29.5,50.5,-1.0,21.7,-1.0,-1.0,-1.0,20.81,28.7,44.538292
1280,-1.0,25.1,9.3,-1.0,-1.0,-1.0,28.38,-1.0,16.54,19.4,22.04292
1281,-1.0,-1.0,39.52,-1.0,-1.0,51.53,-1.0,-1.0,-1.0,49.74,30.505896
1282,-1.0,-1.0,32.73,-1.0,-1.0,158.65,-1.0,-1.0,-1.0,42.93,31.302048
1283,-1.0,21.4,81.4,39.15,23.5,34.141,28.1,-1.0,-1.0,35.1,38.60965
1284,-1.0,51.5,63.1,78.6,-1.0,52.52,-1.0,-1.0,-1.0,69.2,75.65779
1285,-1.0,-1.0,60.49,-1.0,-1.0,10.52,-1.0,-1.0,-1.0,41.33,38.329315
1286,-1.0,-1.0,54.9,-1.0,-1.0,161.35,-1.0,-1.0,-1.0,21.03,37.86531
1287,-1.0,12.9,-1.0,32.4,-1.0,54.834,43.52,-1.0,31.32,34.9,37.546528
1288,-1.0,20.1,-1.0,-1.0,38.1,-1.0,-1.0,-1.0,28.07,26.4,38.328224
1289,-1.0,-1.0,36.13,30.71,-1.0,-1.0,-1.0,-1.0,-1.0,52.93,15.602337
1290,-1.0,36.3,72.2,-1.0,50.4,90.606,40.9,44.4,46.6,54.3,44.646374
1291,-1.0,29.5,66.9,-1.0,35.4,-1.0,44.17,45.3,35.2,54.8,53.45571
1292,-1.0,29.5,28.2,-1.0,-1.0,-1.0,48.99,-1.0,17.79,13.6,39.037823
1293,75.6,74.4,95.9,113.1,62.4,163.55,71.5,98.5,67.92,43.3,73.741356
1294,-1.0,7.4,31.9,-1.0,-1.0,-1.0,-1.0,-1.0,10.72,15.0,23.39747
1295,-1.0,33.1,48.0,45.22,42.4,58.996,40.0,-1.0,47.7,38.5,38.84204
1296,-1.0,-1.0,70.24,-1.0,-1.0,46.83,-1.0,-1.0,-1.0,42.93,40.647274
1297,-1.0,23.6,34.9,38.35,10.9,69.264,49.5,-1.0,28.7,37.7,82.43889
1298,-1.0,39.9,132.4,-1.0,-1.0,-1.0,173.56,30.1,76.26,31.1,53.421562
1299,-1.0,31.5,20.8,30.1,20.4,49.866,19.0,-1.0,25.89,12.4,20.62859
1300,-1.0,12.3,35.7,29.63,30.7,58.536,39.2,40.3,19.09,52.9,27.825607
1301,-1.0,25.4,63.6,64.24,35.9,67.058,35.9,-1.0,27.4,33.8,35.372803
1302,-1.0,17.7,20.0,-1.0,20.9,-1.0,-1.0,32.1,43.93,32.7,40.33302
1303,-1.0,16.7,-1.0,-1.0,24.6,-1.0,-1.0,-1.0,31.59,37.9,36.935863
1304,-1.0,30.1,174.9,95.8,-1.0,100.24,-1.0,-1.0,-1.0,48.7,74.65112
1305,-1.0,71.5,-1.0,-1.0,86.4,-1.0,74.67,57.9,101.48,92.5,114.20757
1306,-1.0,-1.0,26.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.43,22.23791
1307,-1.0,-1.0,18.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.47,18.573978
1308,-1.0,52.9,47.9,-1.0,-1.0,-1.0,-1.0,29.5,50.86,21.2,45.859596
1309,-1.0,34.4,157.4,-1.0,30.9,156.02,55.3,41.5,60.5,83.5,71.686745
1310,-1.0,110.2,402.7,314.27,101.3,277.26,114.7,128.6,183.59,110.9,117.347565
1311,6.37,18.26,-1.0,-1.0,15.07,79.45,19.07,21.94,18.27,24.57,23.767488
1312,-1.0,65.2,100.0,177.75,66.8,152.15,62.0,87.1,95.6,77.9,62.792065
1313,-1.0,-1.0,57.4,81.48,24.0,158.41,65.4,43.7,29.8,50.1,69.44383
1314,-1.0,28.6,25.1,-1.0,21.4,-1.0,29.3,-1.0,28.7,18.9,14.792534
1315,-1.0,16.3,128.8,-1.0,27.9,-1.0,45.23,18.9,24.05,55.2,49.415962
1316,-1.0,77.4,126.1,-1.0,50.9,-1.0,93.4,42.1,74.6,117.1,91.27813
1317,-1.0,-1.0,266.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.68,76.67634
1318,-1.0,-1.0,35.08,-1.0,-1.0,21.19,-1.0,-1.0,-1.0,27.3,33.89312
1319,-1.0,12.6,63.8,107.6,24.7,59.578,43.67,-1.0,-1.0,45.9,41.795956
1320,35.7,36.41,-1.0,34.82,40.97,55.26,73.34,25.12,81.98,41.37,59.390827
1321,-1.0,21.8,88.6,-1.0,-1.0,-1.0,-1.0,9.4,48.39,54.9,41.617966
1322,-1.0,34.9,29.7,111.9,-1.0,67.489,-1.0,-1.0,-1.0,36.8,67.76454
1323,-1.0,4.2,8.6,-1.0,-1.0,-1.0,6.98,-1.0,9.28,23.1,15.473442
1324,-1.0,-1.0,282.44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,101.32,79.87458
1325,-1.0,-1.0,13.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.87,14.92188
1326,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,38.14,-1.0,-1.0,28.1,24.382011
1327,10.8,21.2,-1.0,-1.0,14.8,-1.0,27.73,12.65,21.28,16.63,27.193375
1328,-1.0,-1.0,22.6,16.87,6.8,60.603,13.7,16.2,9.4,12.4,7.4773693
1329,-1.0,13.5,12.0,-1.0,-1.0,-1.0,14.8,-1.0,-1.0,21.9,13.787841
1330,-1.0,57.9,45.1,57.74,36.6,56.66,39.8,-1.0,34.1,52.0,34.077564
1331,-1.0,-1.0,47.36,33.84,-1.0,-1.0,-1.0,-1.0,-1.0,34.35,23.310722
1332,-1.0,21.5,27.6,-1.0,23.8,-1.0,-1.0,28.7,21.67,34.9,34.187122
1333,-1.0,35.2,0.0,-1.0,26.6,-1.0,-1.0,31.4,31.93,37.1,40.180923
1334,-1.0,26.9,41.8,53.87,16.5,64.427,11.8,-1.0,10.1,9.7,23.363815
1335,-1.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.69,10.7,10.050549
1336,-1.0,17.5,38.4,31.08,12.4,48.382,26.0,37.3,18.2,19.6,17.16559
1337,-1.0,-1.0,14.79,-1.0,-1.0,87.35,-1.0,-1.0,-1.0,10.69,15.782597
1338,-1.0,26.0,47.9,117.28,30.6,132.53,30.1,48.5,35.5,30.7,28.059513
1339,-1.0,30.68,26.96,-1.0,25.1,-1.0,19.04,19.78,25.77,27.1,20.772598
1340,21.01,33.1,88.99,-1.0,30.31,21.51,19.7,19.75,28.07,29.62,29.193909
1341,-1.0,33.5,41.3,-1.0,32.2,-1.0,32.2,39.8,-1.0,66.1,37.0202
1342,83.1,92.7,486.6,127.78,70.9,194.87,130.8,-1.0,150.97,162.3,132.21507
1343,-1.0,12.9,28.4,-1.0,-1.0,-1.0,42.95,-1.0,13.07,21.2,27.873486
1344,-1.0,35.2,65.9,-1.0,36.2,54.247,38.1,38.6,36.8,46.8,39.76856
1345,14.65,17.68,-1.0,68.62,32.88,65.03,11.34,10.18,19.93,7.31,25.419678
1346,-1.0,46.8,89.5,-1.0,52.4,-1.0,-1.0,62.1,47.77,51.1,63.779945
1347,50.94,60.04,-1.0,76.38,84.09,22.78,103.13,38.3,72.38,65.49,67.063484
1348,39.85,74.72,110.73,-1.0,-1.0,-1.0,120.23,38.47,116.77,70.64,42.36979
1349,-1.0,-1.0,142.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.0,52.856384
1350,-1.0,3.9,-1.0,-1.0,-1.0,-1.0,27.6,-1.0,11.53,19.6,39.407967
1351,-1.0,55.6,67.5,25.4,-1.0,85.401,-1.0,-1.0,-1.0,73.2,70.06009
1352,-1.0,-1.0,16.28,-1.0,-1.0,80.47,-1.0,-1.0,-1.0,7.52,15.224465
1353,-1.0,-1.0,41.36,-1.0,-1.0,49.19,-1.0,-1.0,-1.0,29.53,31.20097
1354,-1.0,99.2,-1.0,-1.0,29.0,-1.0,-1.0,50.3,36.77,41.1,32.500065
1355,-1.0,41.6,174.9,-1.0,-1.0,-1.0,-1.0,7.5,26.62,130.6,68.07497
1356,-1.0,-1.0,109.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.31,49.693073
1357,-1.0,25.5,52.2,-1.0,30.1,-1.0,-1.0,60.1,46.92,44.8,38.616108
1358,-1.0,60.1,157.2,61.22,25.0,103.6,55.2,53.7,43.3,50.0,60.989258
1359,-1.0,23.2,30.9,28.56,24.8,52.127,30.9,-1.0,42.7,39.9,27.95922
1360,-1.0,32.2,42.8,32.34,31.2,57.949,43.9,-1.0,34.9,36.6,38.89329
1361,-1.0,97.2,191.2,-1.0,53.7,-1.0,68.95,31.4,45.76,63.9,86.37523
1362,-1.0,11.1,4.4,-1.0,-1.0,-1.0,8.88,-1.0,10.06,12.5,8.5605545
1363,-1.0,30.9,53.8,-1.0,-1.0,-1.0,-1.0,-1.0,26.47,68.5,42.912968
1364,-1.0,13.1,56.2,-1.0,20.7,61.079,15.4,16.1,17.0,27.7,22.270084
1365,-1.0,-1.0,59.65,-1.0,-1.0,87.11,-1.0,-1.0,-1.0,33.6,38.918312
1366,-1.0,-1.0,68.42,28.86,-1.0,42.15,-1.0,-1.0,-1.0,50.44,41.89447
1367,-1.0,63.6,-1.0,-1.0,47.6,-1.0,53.8,52.3,45.72,71.5,78.001656
1368,-1.0,44.0,206.2,247.96,52.9,195.36,82.4,91.4,85.3,67.3,69.48581
1369,-1.0,22.5,19.3,-1.0,-1.0,-1.0,24.75,-1.0,16.81,20.1,20.50557
1370,-1.0,34.3,120.3,77.5,38.4,73.756,59.6,-1.0,51.7,29.2,47.787518
1371,-1.0,-1.0,14.91,-1.0,-1.0,76.63,-1.0,-1.0,-1.0,11.51,13.947943
1372,-1.0,-1.0,50.15,-1.0,-1.0,35.85,-1.0,-1.0,-1.0,31.02,33.82796
1373,-1.0,44.7,68.0,41.09,66.7,58.211,53.3,-1.0,37.9,39.9,47.7572
1374,37.81,68.85,-1.0,-1.0,100.22,56.88,53.91,58.96,85.66,59.68,57.311012
1375,-1.0,90.7,68.5,97.62,60.5,111.05,60.3,98.0,98.39,45.3,103.58974
1376,-1.0,10.3,39.9,-1.0,-1.0,-1.0,42.83,-1.0,52.11,32.7,38.759224
1377,-1.0,34.5,56.8,-1.0,-1.0,-1.0,-1.0,-1.0,34.17,60.7,49.76704
1378,-1.0,93.1,81.3,94.0,51.1,131.91,96.0,-1.0,85.8,98.8,71.92921
1379,-1.0,66.8,61.4,67.86,39.8,63.221,74.1,129.2,73.24,71.0,50.99493
1380,-1.0,6.8,-1.0,-1.0,19.1,-1.0,-1.0,-1.0,26.57,29.3,34.487633
1381,35.2,-1.0,52.2,101.4,94.3,-1.0,49.2,89.8,65.99,22.8,77.198586
1382,-1.0,34.2,27.3,36.62,34.0,47.795,34.5,-1.0,48.7,42.1,34.070282
1383,22.61,-1.0,-1.0,-1.0,26.98,61.27,27.57,22.29,36.45,33.98,32.708702
1384,-1.0,40.2,150.1,-1.0,30.5,-1.0,44.32,40.8,32.13,85.5,59.297424
1385,-1.0,66.2,148.6,111.04,85.3,166.48,34.7,-1.0,108.7,120.1,68.6328
1386,-1.0,18.2,12.7,-1.0,-1.0,-1.0,4.73,-1.0,12.91,19.6,11.241073
1387,-1.0,62.4,401.8,-1.0,-1.0,-1.0,158.95,50.0,187.68,118.1,97.77069
1388,32.9,69.06,-1.0,44.28,65.94,95.62,46.79,60.19,70.11,77.28,50.91596
1389,-1.0,23.3,56.6,32.51,23.1,-1.0,38.9,-1.0,37.6,25.3,41.70818
1390,-1.0,-1.0,35.8,-1.0,-1.0,-1.0,34.15,-1.0,14.61,25.9,30.18797
1391,-1.0,-1.0,85.53,-1.0,-1.0,18.86,-1.0,-1.0,-1.0,34.78,46.364002
1392,-1.0,21.8,72.3,-1.0,-1.0,-1.0,22.41,-1.0,-1.0,52.5,34.56674
1393,-1.0,20.1,27.1,46.64,27.0,50.149,30.5,-1.0,24.8,22.0,27.308348
1394,-1.0,26.9,44.2,61.89,42.5,50.175,46.6,-1.0,43.2,43.5,37.108784
1395,-1.0,15.0,49.3,-1.0,17.4,60.606,52.0,25.9,28.3,44.2,42.956642
1396,-1.0,-1.0,24.69,-1.0,-1.0,153.6,-1.0,-1.0,-1.0,19.94,29.002705
1397,27.7,26.62,-1.0,-1.0,27.51,34.99,14.06,25.31,22.0,23.26,27.599361
1398,-1.0,17.8,-1.0,34.9,-1.0,48.189,38.39,-1.0,24.52,36.3,39.290516
1399,-1.0,84.6,257.0,118.78,78.2,138.72,83.2,-1.0,-1.0,85.2,102.13349
1400,-1.0,-1.0,24.5,52.87,23.2,56.075,36.7,23.4,25.4,21.7,20.818628
1401,-1.0,26.0,100.9,-1.0,-1.0,-1.0,-1.0,25.9,-1.0,46.7,47.485428
1402,-1.0,-1.0,41.9,43.22,27.7,45.278,30.1,34.0,27.1,22.8,29.295681
1403,-1.0,-1.0,189.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.88,61.55632
1404,-1.0,-1.0,31.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.42,26.415346
1405,-1.0,70.8,255.7,-1.0,64.0,-1.0,-1.0,31.1,100.8,113.6,130.76971
1406,-1.0,27.2,15.9,-1.0,-1.0,-1.0,17.34,-1.0,12.3,8.4,14.2769785
1407,-1.0,-1.0,29.12,-1.0,-1.0,155.18,-1.0,-1.0,-1.0,25.94,30.778118
1408,-1.0,16.6,9.2,20.8,-1.0,24.475,-1.0,-1.0,-1.0,14.7,9.579086
1409,-1.0,24.0,14.2,-1.0,-1.0,-1.0,17.12,-1.0,23.02,21.0,21.635283
1410,-1.0,43.1,51.1,71.09,43.9,106.67,69.5,64.9,59.1,54.8,72.10773
1411,-1.0,33.4,60.3,69.9,36.4,75.441,69.3,-1.0,40.6,65.2,68.75877
1412,-1.0,-1.0,40.91,115.15,-1.0,-1.0,-1.0,-1.0,-1.0,10.79,27.941021
1413,-1.0,-1.0,14.57,-1.0,-1.0,127.69,-1.0,-1.0,-1.0,12.66,16.73088
1414,15.34,42.8,-1.0,-1.0,39.2,85.31,26.71,30.4,37.92,33.96,33.243435
1415,16.78,16.98,-1.0,87.99,26.65,33.88,41.94,15.7,17.65,26.21,46.548916
1416,-1.0,51.1,-1.0,190.5,-1.0,153.87,56.09,-1.0,-1.0,95.1,76.90781
1417,-1.0,14.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.6,21.68574
1418,-1.0,28.3,49.2,-1.0,-1.0,-1.0,22.88,-1.0,18.98,22.4,29.079762
1419,-1.0,28.0,32.9,-1.0,-1.0,-1.0,29.95,-1.0,9.34,24.3,32.057575
1420,56.3,78.77,-1.0,-1.0,56.37,58.55,58.08,32.82,72.24,39.66,53.670868
1421,7.48,-1.0,15.65,-1.0,2.72,44.5,11.89,17.9,12.89,4.76,4.981448
1422,-1.0,60.3,325.1,243.75,113.8,264.91,150.2,101.6,184.12,124.4,103.40121
1423,-1.0,8.4,17.9,13.01,4.8,32.212,14.8,-1.0,12.7,11.5,15.227915
1424,-1.0,26.7,22.9,-1.0,-1.0,-1.0,15.91,-1.0,12.74,22.4,18.046947
1425,-1.0,-1.0,56.58,-1.0,-1.0,123.13,-1.0,-1.0,-1.0,61.64,37.791462
1426,-1.0,-1.0,21.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.37,19.681406
1427,-1.0,-1.0,32.7,40.6,40.3,43.823,41.6,61.7,50.6,26.3,43.96574
1428,-1.0,38.0,-1.0,53.8,-1.0,90.552,46.64,-1.0,-1.0,62.6,65.00121
1429,-1.0,24.4,63.2,58.97,29.4,65.606,42.6,-1.0,34.1,46.6,41.37708
1430,-1.0,-1.0,131.25,-1.0,-1.0,14.86,-1.0,-1.0,-1.0,60.54,56.101772
1431,-1.0,-1.0,16.9,-1.0,-1.0,86.98,-1.0,-1.0,-1.0,18.56,16.921562
1432,-1.0,-1.0,208.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.47,65.12565
1433,-1.0,21.4,-1.0,24.1,-1.0,34.818,28.79,-1.0,-1.0,32.1,58.60913
1434,-1.0,-1.0,20.6,18.9,18.1,63.502,9.8,33.1,18.0,10.4,13.912116
1435,-1.0,27.5,16.0,18.69,26.5,20.711,20.3,-1.0,34.7,31.2,13.465296
1436,-1.0,-1.0,35.65,-1.0,-1.0,88.81,-1.0,-1.0,-1.0,43.85,25.511982
1437,-1.0,32.0,34.9,-1.0,-1.0,-1.0,-1.0,-1.0,12.49,11.0,29.464941
1438,-1.0,57.5,54.3,-1.0,40.6,-1.0,48.81,59.0,-1.0,96.6,59.911137
1439,-1.0,69.3,-1.0,258.8,-1.0,164.34,83.58,-1.0,-1.0,89.7,92.47647
1440,-1.0,10.6,49.7,-1.0,-1.0,-1.0,13.83,-1.0,-1.0,27.8,30.109398
1441,-1.0,8.0,29.0,37.27,25.4,59.106,18.0,40.2,20.6,26.1,28.10441
1442,-1.0,-1.0,87.0,86.11,42.8,116.81,59.9,108.6,54.3,80.5,60.31564
1443,-1.0,52.5,75.7,25.2,19.5,142.3,97.45,-1.0,-1.0,74.3,64.40343
1444,-1.0,51.8,33.6,46.45,38.3,41.844,61.8,-1.0,66.59,48.7,50.454597
1445,-1.0,0.5,45.9,-1.0,-1.0,-1.0,23.45,-1.0,16.72,23.6,30.975658
1446,-1.0,36.8,134.9,38.02,30.8,91.667,39.6,-1.0,17.9,36.5,50.99605
1447,-1.0,39.2,30.8,64.03,38.1,59.891,36.9,-1.0,32.1,37.3,32.089455
1448,88.2,32.6,85.2,82.8,44.2,131.8,90.5,98.9,73.11,72.7,87.37729
1449,-1.0,43.8,67.3,-1.0,57.7,-1.0,99.71,131.2,72.52,77.6,55.08684
1450,-1.0,37.1,4.9,-1.0,-1.0,-1.0,35.76,-1.0,37.64,30.8,25.764027
1451,-1.0,-1.0,16.78,-1.0,-1.0,31.69,-1.0,-1.0,-1.0,32.1,15.764279
1452,-1.0,-1.0,114.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.45,50.255085
1453,-1.0,16.6,7.6,12.24,14.6,28.45,24.9,9.0,17.42,14.6,25.392216
1454,70.5,78.2,102.6,163.55,56.3,214.26,58.5,72.0,66.11,81.6,51.877563
1455,-1.0,-1.0,100.36,-1.0,-1.0,35.23,-1.0,-1.0,-1.0,63.49,49.5078
1456,-1.0,-1.0,36.6,45.53,41.6,126.93,19.9,65.9,32.6,32.4,31.116678
1457,-1.0,-1.0,25.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.9,21.561037
1458,-1.0,17.1,62.3,-1.0,16.0,-1.0,-1.0,13.8,18.53,19.2,36.301216
1459,-1.0,33.2,127.6,-1.0,-1.0,-1.0,-1.0,12.7,23.21,41.5,63.110317
1460,-1.0,22.8,186.8,67.03,35.2,82.279,62.2,-1.0,23.3,74.5,51.221825
1461,-1.0,22.4,52.0,-1.0,24.1,-1.0,35.85,25.5,23.33,37.4,38.554634
1462,-1.0,63.7,124.3,81.78,65.0,141.65,78.3,-1.0,67.4,33.7,66.84564
1463,-1.0,30.6,72.1,-1.0,24.4,-1.0,-1.0,33.1,30.87,61.2,46.221485
1464,-1.0,-1.0,36.18,-1.0,-1.0,89.16,-1.0,-1.0,-1.0,40.87,25.470976
1465,-1.0,-1.0,10.0,26.7,21.6,42.276,25.8,34.5,-1.0,12.2,27.52318
1466,-1.0,36.1,37.7,42.09,25.9,45.339,46.8,-1.0,32.9,37.3,36.08421
1467,-1.0,-1.0,3.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.69,23.3,9.6829195
1468,-1.0,-1.0,19.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.46,18.872652
1469,-1.0,-1.0,112.54,32.57,-1.0,-1.0,-1.0,-1.0,-1.0,37.18,39.847755
1470,-1.0,30.0,60.6,-1.0,-1.0,-1.0,-1.0,24.2,32.01,36.3,47.469536
1471,74.42,57.45,-1.0,47.07,64.91,48.0,51.67,40.01,50.09,62.15,56.02523
1472,92.3,69.1,143.7,188.9,69.5,161.36,65.4,69.1,93.58,96.2,59.603012
1473,-1.0,5.5,-1.0,-1.0,-1.0,-1.0,8.78,-1.0,7.71,18.3,15.592164
1474,-1.0,-1.0,-1.0,-1.0,-1.0,110.96,-1.0,-1.0,-1.0,41.2,35.012486
1475,-1.0,-1.0,47.58,-1.0,-1.0,29.62,-1.0,-1.0,-1.0,34.13,32.980465
1476,75.22,61.08,138.02,-1.0,-1.0,-1.0,54.32,51.98,43.21,47.89,45.94833
1477,35.5,20.1,34.6,45.15,32.3,110.45,29.6,-1.0,25.44,39.7,37.457573
1478,-1.0,50.4,54.8,-1.0,2.6,-1.0,44.96,34.1,12.91,19.7,47.608074
1479,-1.0,26.5,48.4,-1.0,12.9,-1.0,219.46,14.5,17.05,34.3,38.464508
1480,-1.0,15.4,28.9,-1.0,-1.0,-1.0,-1.0,-1.0,20.21,32.8,29.097834
1481,-1.0,19.3,27.5,-1.0,-1.0,-1.0,18.01,-1.0,18.48,36.9,23.775742
1482,-1.0,123.6,524.4,111.02,65.2,240.97,134.9,98.5,123.7,77.2,145.78404
1483,-1.0,-1.0,74.8,80.68,35.4,60.012,25.3,43.0,31.1,46.4,28.934303
1484,-1.0,32.9,86.3,62.39,42.0,70.312,60.3,-1.0,32.8,48.1,51.239307
1485,-1.0,71.8,362.5,179.9,23.8,185.31,121.74,-1.0,-1.0,125.5,150.01823
1486,-1.0,110.1,252.3,194.25,-1.0,241.08,109.1,-1.0,100.0,87.3,116.33403
1487,-1.0,26.0,75.9,46.26,22.1,100.8,43.0,-1.0,36.5,37.7,62.404114
1488,-1.0,34.4,151.1,64.52,23.3,82.697,59.3,-1.0,60.5,36.4,29.545877
1489,27.94,35.41,-1.0,-1.0,34.96,84.63,26.82,24.73,34.54,36.18,37.089924
1490,-1.0,45.4,127.2,139.3,24.8,114.95,34.6,107.1,35.8,36.7,26.324905
1491,-1.0,61.1,119.2,74.53,52.6,156.61,72.6,-1.0,73.4,64.3,58.352947
1492,-1.0,20.5,96.6,40.32,17.3,151.05,48.3,-1.0,8.2,50.0,59.477104
1493,-1.0,-1.0,17.37,-1.0,-1.0,142.22,-1.0,-1.0,-1.0,35.81,19.78388
1494,-1.0,14.0,19.7,-1.0,-1.0,-1.0,11.85,-1.0,7.17,21.0,17.902752
1495,-1.0,71.5,78.8,53.66,37.6,113.22,49.5,-1.0,73.4,50.0,48.148388
1496,30.4,-1.0,184.9,111.21,39.0,119.6,72.4,22.3,64.8,72.2,71.5249
1497,-1.0,-1.0,489.0,-1.0,99.4,267.4,180.19,-1.0,-1.0,100.7,40.382587
1498,73.35,-1.0,-1.0,62.68,54.27,43.98,60.7,38.81,57.17,45.68,53.710026
1499,-1.0,-1.0,24.4,-1.0,-1.0,-1.0,-1.0,-1.0,27.42,35.1,28.984344
1500,-1.0,29.0,27.7,-1.0,15.2,-1.0,-1.0,-1.0,19.29,25.6,30.372736
1501,-1.0,-1.0,-1.0,-1.0,32.0,-1.0,116.23,41.6,33.98,48.5,57.398277
1502,-1.0,24.5,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,15.69,12.9,36.76548
1503,-1.0,8.6,17.1,26.03,7.6,44.266,10.9,17.0,17.49,10.0,20.844877
1504,-1.0,13.0,137.3,104.0,28.2,51.839,34.57,-1.0,-1.0,26.6,27.765984
1505,-1.0,20.4,-1.0,-1.0,31.7,-1.0,30.66,23.2,33.32,37.3,49.222664
1506,-1.0,-1.0,29.8,-1.0,-1.0,-1.0,25.53,-1.0,14.46,48.0,25.01814
