,AGU,ATM,LDO,LPIN,MIR,OBL,TLA,VAL,CEN,SFE_med,SFE_pred
1254,58.2,73.3,40.4,48.0,50.73,45.5,57.0,61.2,60.52,66.747,89.0474
1255,-1.0,-1.0,41.1,72.2,37.26,25.2,37.1,26.6,21.3,38.958,68.75838
1256,-1.0,-1.0,54.0,61.3,88.98,50.9,35.6,37.8,56.5,44.445,88.1223
1257,4.4,-1.0,-1.0,-1.0,22.1,6.7,8.34,-1.0,10.52,19.518,34.330704
1258,37.7,54.0,31.9,40.0,22.65,39.5,51.0,46.7,36.61,56.499,47.779747
1259,-1.0,20.6,17.4,29.2,21.01,25.7,21.2,-1.0,18.1,52.426,43.30224
1260,22.5,24.2,64.1,25.9,31.03,17.0,36.4,26.0,24.39,40.554,72.63258
1261,9.2,-1.0,-1.0,25.3,-1.0,14.7,30.5,36.2,13.4,25.912,46.22788
1262,-1.0,-1.0,-1.0,62.4,-1.0,20.2,25.1,29.3,26.4,124.28,62.516228
1263,66.26,57.18,53.63,-1.0,33.87,48.25,53.06,71.93,65.19,59.02,51.833065
1264,-1.0,-1.0,29.7,53.6,62.09,31.8,32.2,39.2,69.7,66.503,85.806305
1265,23.7,5.1,-1.0,-1.0,27.1,13.1,22.67,-1.0,12.41,24.236,38.37356
1266,-1.0,-1.0,-1.0,-1.0,53.4,-1.0,34.86,-1.0,20.32,36.977,42.983883
1267,-1.0,-1.0,-1.0,6.3,8.93,10.0,10.5,18.7,9.0,15.692,25.954294
1268,12.39,14.82,24.34,-1.0,-1.0,14.18,14.22,14.44,22.96,67.0,48.823708
1269,-1.0,-1.0,-1.0,41.0,56.51,33.7,40.2,32.3,38.0,58.833,62.976536
1270,-1.0,-1.0,25.27,19.86,-1.0,-1.0,-1.0,-1.0,-1.0,194.73,111.66593
1271,-1.0,-1.0,-1.0,19.3,35.55,10.4,36.4,21.1,18.5,53.298,48.904373
1272,-1.0,-1.0,21.0,38.7,45.66,35.1,37.0,54.6,38.4,75.338,65.731865
1273,-1.0,39.2,41.5,95.4,172.15,68.0,64.6,-1.0,53.3,124.69,114.08678
1274,-1.0,-1.0,-1.0,-1.0,47.7,-1.0,47.94,-1.0,6.84,16.512,36.057438
1275,-1.0,-1.0,28.83,10.12,-1.0,-1.0,-1.0,-1.0,-1.0,74.73,141.87988
1276,-1.0,-1.0,25.7,96.3,60.27,18.8,34.4,43.6,26.0,88.82,82.51486
1277,-1.0,-1.0,7.4,16.4,32.53,6.4,14.7,13.9,6.5,37.317,36.37283
1278,12.9,-1.0,-1.0,5.8,18.12,4.5,8.6,13.2,2.82,19.767,27.923794
1279,-1.0,-1.0,-1.0,21.8,61.75,13.7,23.7,21.6,18.9,27.917,46.20862
1280,-1.0,-1.0,14.9,25.51,-1.0,-1.0,-1.0,-1.0,-1.0,60.5,94.29181
1281,-1.0,40.8,33.8,53.7,68.87,30.1,30.4,-1.0,36.3,78.972,89.80555
1282,29.96,41.0,-1.0,-1.0,75.48,37.64,37.81,34.77,32.98,61.83,90.994
1283,-1.0,-1.0,-1.0,18.6,9.83,17.7,17.9,17.6,20.4,14.358,31.162354
1284,35.93,40.52,36.28,-1.0,-1.0,37.19,36.37,34.69,41.99,71.39,65.46131
1285,41.3,-1.0,36.76,-1.0,62.47,26.03,65.97,19.31,37.75,55.93,57.930878
1286,-1.0,-1.0,57.7,171.8,149.03,53.2,43.2,56.9,34.8,110.28,121.22927
1287,-1.0,-1.0,-1.0,20.2,-1.0,21.9,11.9,31.2,16.6,48.341,49.453842
1288,-1.0,-1.0,32.5,44.5,43.5,-1.0,-1.0,-1.0,-1.0,56.957,55.094433
1289,-1.0,25.9,40.6,47.7,68.76,33.2,42.2,35.7,-1.0,57.792,70.49114
1290,-1.0,43.4,57.0,85.4,66.4,30.4,74.6,-1.0,40.8,105.42,102.243286
1291,-1.0,-1.0,4.33,47.47,17.99,-1.0,-1.0,-1.0,-1.0,66.01,52.32804
1292,24.3,-1.0,-1.0,68.6,72.0,22.3,52.23,-1.0,16.55,34.441,51.689644
1293,-1.0,24.41,20.48,12.53,-1.0,24.97,21.56,14.97,13.77,137.98,184.30328
1294,-1.0,-1.0,-1.0,48.7,-1.0,19.9,23.2,12.3,17.3,80.322,63.398632
1295,88.3,111.7,75.8,254.6,110.66,58.5,69.1,100.0,68.14,181.53,162.50911
1296,-1.0,-1.0,-1.0,31.9,23.83,22.7,25.0,27.2,16.7,64.775,45.319847
1297,-1.0,6.2,12.9,11.7,21.68,15.0,24.0,-1.0,-1.0,27.797,26.339106
1298,-1.0,-1.0,-1.0,34.13,-1.0,-1.0,-1.0,-1.0,-1.0,163.19,56.579075
1299,25.8,15.0,-1.0,-1.0,46.6,-1.0,48.1,-1.0,22.72,39.238,40.988895
1300,-1.0,-1.0,-1.0,24.04,-1.0,-1.0,-1.0,-1.0,-1.0,33.21,64.787445
1301,-1.0,46.6,35.6,-1.0,36.5,-1.0,35.15,-1.0,19.47,41.38,52.475437
1302,-1.0,-1.0,-1.0,9.3,29.49,18.0,32.2,40.7,24.8,26.959,40.43771
1303,39.8,50.7,-1.0,55.1,52.42,39.1,-1.0,73.7,39.83,71.307,70.316574
1304,-1.0,-1.0,-1.0,27.3,23.0,14.9,13.1,8.3,9.1,26.33,39.318615
1305,-1.0,-1.0,45.33,110.19,-1.0,-1.0,-1.0,-1.0,-1.0,193.87,76.91741
1306,-1.0,41.9,-1.0,137.8,67.81,45.9,51.3,29.3,47.07,79.186,105.23949
1307,41.5,31.6,-1.0,54.3,73.07,31.9,-1.0,36.4,22.68,54.297,68.69388
1308,-1.0,7.8,10.1,-1.0,12.7,-1.0,12.01,-1.0,7.84,14.052,25.028076
1309,24.6,13.4,-1.0,15.5,27.3,-1.0,17.46,-1.0,16.18,30.725,30.889198
1310,29.82,38.78,30.84,-1.0,148.53,41.82,29.87,40.74,46.72,68.34,103.24932
1311,-1.0,19.4,56.2,117.8,52.03,21.0,32.3,-1.0,21.1,79.968,79.013535
1312,-1.0,-1.0,33.39,88.07,-1.0,-1.0,-1.0,-1.0,-1.0,132.81,83.03184
1313,-1.0,-1.0,-1.0,-1.0,39.2,-1.0,105.17,-1.0,36.41,51.999,45.45484
1314,-1.0,-1.0,-1.0,-1.0,48.3,-1.0,56.66,-1.0,27.03,31.483,41.93989
1315,56.2,-1.0,-1.0,46.5,52.24,33.1,25.1,73.9,-1.0,80.076,113.869125
1316,-1.0,46.3,53.8,168.2,126.03,78.4,94.1,-1.0,109.7,266.11,164.40063
1317,29.92,48.47,51.55,110.96,-1.0,60.1,42.58,38.97,-1.0,60.43,63.109943
1318,-1.0,-1.0,-1.0,53.7,100.84,27.6,24.6,2.9,37.4,173.4,70.303345
1319,-1.0,42.2,45.8,84.9,64.07,54.8,53.3,37.5,43.88,83.621,99.12867
1320,25.8,37.9,-1.0,52.6,106.97,34.8,78.3,51.4,61.19,128.56,70.7411
1321,18.87,28.26,23.01,-1.0,23.37,20.59,19.22,21.27,18.48,107.13,65.75032
1322,-1.0,-1.0,-1.0,65.1,35.41,16.7,52.3,39.8,23.3,36.326,61.23933
1323,-1.0,-1.0,6.17,12.28,-1.0,-1.0,-1.0,-1.0,-1.0,105.43,83.1809
1324,-1.0,44.5,41.0,86.6,49.24,36.1,28.2,-1.0,-1.0,46.533,80.35135
1325,-1.0,-1.0,7.55,17.73,-1.0,-1.0,-1.0,-1.0,-1.0,98.99,79.66941
1326,27.63,-1.0,37.28,-1.0,114.77,51.1,31.82,29.54,34.85,6.37,54.87441
1327,-1.0,34.0,46.7,50.3,42.0,34.4,40.5,-1.0,34.6,50.791,66.78891
1328,57.9,11.3,-1.0,49.2,52.88,25.3,18.6,15.6,14.67,40.517,77.729576
1329,-1.0,102.9,92.0,236.2,165.09,108.3,106.0,-1.0,47.3,137.19,202.35481
1330,36.6,35.58,23.25,-1.0,-1.0,30.49,27.01,29.92,34.11,54.09,59.03041
1331,21.1,51.5,-1.0,46.6,33.76,24.8,-1.0,42.9,27.55,77.382,51.920303
1332,-1.0,29.6,105.9,31.0,26.18,18.4,24.8,56.5,25.62,54.953,97.12714
1333,39.5,-1.0,-1.0,90.1,93.2,-1.0,118.78,-1.0,93.47,81.978,84.40363
1334,16.0,54.1,-1.0,-1.0,19.7,9.6,39.61,-1.0,11.76,37.725,24.669685
1335,-1.0,29.3,34.2,36.1,73.23,40.5,40.3,47.5,40.79,94.74,99.327194
1336,-1.0,31.6,37.4,81.5,33.02,27.7,27.9,-1.0,30.2,85.152,73.66117
1337,-1.0,-1.0,-1.0,34.7,28.17,20.8,15.1,17.9,12.8,33.288,47.96497
1338,21.11,13.16,7.51,-1.0,-1.0,12.07,14.38,26.19,12.14,32.13,56.259594
1339,37.4,32.6,-1.0,62.1,30.05,28.5,-1.0,30.6,26.88,61.078,70.77785
1340,16.13,16.83,39.25,-1.0,49.24,28.18,34.1,18.57,24.94,39.96,53.114483
1341,-1.0,-1.0,58.93,63.91,-1.0,-1.0,-1.0,-1.0,-1.0,115.84,80.61889
1342,-1.0,-1.0,18.4,46.5,20.15,14.7,30.0,17.3,20.9,34.902,49.27536
1343,-1.0,-1.0,26.3,28.7,-1.0,-1.0,-1.0,-1.0,-1.0,11.22,92.65931
1344,-1.0,-1.0,-1.0,-1.0,24.0,-1.0,13.71,-1.0,10.26,21.764,29.605404
1345,30.4,34.9,-1.0,44.7,43.13,23.2,5.3,30.6,31.4,60.774,56.863945
1346,-1.0,56.0,86.1,106.1,94.35,101.9,34.7,-1.0,88.3,137.66,139.6801
1347,20.63,44.22,42.33,-1.0,-1.0,22.67,25.71,20.93,21.34,51.52,66.60334
1348,-1.0,31.5,45.1,172.5,83.06,82.2,76.8,-1.0,23.8,150.84,119.922195
1349,-1.0,-1.0,49.1,48.4,74.1,51.3,58.2,112.2,70.0,90.096,96.60685
1350,33.1,36.9,-1.0,62.8,38.36,23.2,-1.0,39.2,32.16,56.18,64.57045
1351,20.67,26.2,48.98,-1.0,-1.0,18.88,32.88,28.82,18.77,43.52,56.78264
1352,-1.0,38.7,41.4,-1.0,94.2,-1.0,12.46,-1.0,-1.0,68.009,65.89826
1353,19.5,20.1,-1.0,18.3,-1.0,19.4,50.9,15.9,28.33,36.316,33.837147
1354,22.0,-1.0,-1.0,82.9,40.27,18.3,-1.0,24.3,25.85,92.703,65.217865
1355,20.13,29.63,123.56,-1.0,62.76,21.9,43.55,21.29,62.05,38.8,63.588833
1356,35.7,6.2,-1.0,26.5,41.1,21.3,29.98,-1.0,21.23,39.867,47.645874
1357,-1.0,39.8,82.4,93.2,65.38,34.7,48.1,-1.0,36.0,105.88,97.30494
1358,-1.0,-1.0,-1.0,34.2,47.72,21.9,34.7,23.4,15.6,44.225,52.974922
1359,-1.0,2.5,-1.0,-1.0,17.8,-1.0,10.42,-1.0,12.09,38.113,29.565287
1360,-1.0,-1.0,50.9,51.1,34.34,40.5,38.9,66.5,38.2,57.513,65.840515
1361,-1.0,30.9,28.5,41.7,51.92,22.4,31.3,55.6,29.5,82.088,101.18503
1362,29.5,-1.0,-1.0,27.4,46.18,17.0,17.7,23.3,21.69,83.864,56.146652
1363,-1.0,-1.0,35.65,31.38,-1.0,-1.0,-1.0,-1.0,-1.0,44.34,89.220245
1364,-1.0,-1.0,-1.0,36.4,38.96,13.3,35.7,14.4,11.2,39.885,43.651596
1365,-1.0,37.3,38.6,52.6,30.82,43.9,51.3,-1.0,29.3,71.699,62.74134
1366,-1.0,76.0,87.9,107.6,65.96,82.4,96.0,-1.0,64.5,95.377,110.74306
1367,-1.0,-1.0,-1.0,38.3,41.25,16.7,29.3,37.1,23.4,50.909,57.251118
1368,-1.0,-1.0,-1.0,14.4,34.27,19.5,21.5,21.0,15.7,29.54,37.522648
1369,-1.0,88.0,54.5,82.6,174.59,71.1,78.4,133.7,78.1,204.66,217.88994
1370,25.5,-1.0,-1.0,-1.0,42.92,7.1,36.6,24.5,48.6,55.675,62.38165
1371,-1.0,18.9,-1.0,-1.0,41.2,-1.0,10.43,-1.0,15.41,57.386,38.74495
1372,-1.0,30.9,34.9,54.7,36.56,43.9,40.3,-1.0,25.2,76.452,62.553654
1373,-1.0,19.5,11.3,9.4,21.05,10.6,15.8,14.2,8.26,31.292,54.76215
1374,-1.0,13.1,10.3,40.8,40.0,-1.0,-1.0,-1.0,-1.0,17.458,38.07273
1375,-1.0,-1.0,42.3,30.7,54.9,-1.0,-1.0,-1.0,-1.0,23.818,66.23666
1376,-1.0,30.3,45.3,173.2,114.23,95.1,70.5,-1.0,27.4,160.37,125.30633
1377,79.82,84.1,49.48,-1.0,26.49,90.88,82.75,33.94,86.39,29.67,82.59678
1378,42.7,24.0,-1.0,49.4,67.14,38.9,54.6,38.8,34.6,92.254,72.64745
1379,62.8,54.2,-1.0,279.9,87.05,40.2,-1.0,38.1,48.49,179.56,139.1144
1380,-1.0,50.8,100.5,144.7,94.84,25.1,53.2,-1.0,45.5,231.41,125.786415
1381,-1.0,25.6,45.8,59.8,45.37,21.3,41.3,25.7,34.86,102.45,81.00878
1382,-1.0,50.1,51.5,108.8,43.74,46.1,40.8,-1.0,-1.0,58.012,88.49909
1383,-1.0,-1.0,38.62,70.09,-1.0,-1.0,-1.0,-1.0,-1.0,23.76,71.83845
1384,-1.0,-1.0,25.3,39.5,40.21,15.3,27.7,59.7,22.4,54.56,64.41399
1385,-1.0,79.4,75.9,-1.0,44.4,85.4,68.0,101.5,81.0,76.536,140.93161
1386,28.64,29.77,30.41,-1.0,-1.0,29.03,28.19,28.84,31.7,41.45,58.118526
1387,-1.0,-1.0,22.8,34.1,41.63,26.2,32.6,58.3,31.8,65.031,65.33612
1388,15.6,81.4,-1.0,33.5,-1.0,6.1,23.5,-1.0,15.55,21.665,21.472023
1389,7.42,23.66,18.11,-1.0,-1.0,19.92,13.36,21.69,26.38,24.1,46.082302
1390,90.1,47.2,81.7,44.4,101.48,58.9,78.9,120.9,66.11,108.84,118.19787
1391,-1.0,69.2,32.6,91.7,97.45,84.9,56.9,-1.0,70.8,72.713,131.43753
1392,-1.0,79.4,87.2,167.1,312.15,58.4,100.5,-1.0,68.9,227.17,179.8963
1393,40.8,-1.0,-1.0,61.2,56.49,49.7,-1.0,39.3,47.59,80.358,84.34695
1394,-1.0,-1.0,11.84,17.83,-1.0,-1.0,-1.0,-1.0,-1.0,67.01,83.19436
1395,-1.0,-1.0,-1.0,31.44,81.77,-1.0,-1.0,-1.0,-1.0,34.26,62.284237
1396,-1.0,-1.0,-1.0,21.8,25.87,13.8,14.7,21.4,17.5,44.056,41.288082
1397,33.1,19.2,-1.0,49.0,30.59,15.9,-1.0,25.6,22.18,78.217,63.414448
1398,10.48,16.43,16.2,-1.0,28.36,15.7,17.37,9.65,16.04,112.44,103.78599
1399,16.67,26.76,29.45,-1.0,-1.0,16.37,29.02,26.25,27.27,26.2,55.118256
1400,47.2,175.2,-1.0,32.5,48.9,-1.0,-1.0,-1.0,21.53,38.481,27.742186
1401,-1.0,44.9,-1.0,-1.0,16.1,-1.0,39.22,-1.0,23.24,37.558,31.20741
1402,15.69,-1.0,29.8,27.33,-1.0,17.42,21.93,18.41,10.16,144.44,42.32144
1403,-1.0,47.2,38.4,43.8,92.28,37.1,51.3,-1.0,46.3,83.538,99.56861
1404,-1.0,-1.0,43.3,50.5,58.8,31.6,-1.0,-1.0,-1.0,74.529,94.43975
1405,-1.0,-1.0,-1.0,17.6,-1.0,13.8,20.9,10.7,12.3,59.904,48.5778
1406,-1.0,-1.0,-1.0,-1.0,34.8,-1.0,20.07,-1.0,23.43,50.835,39.95934
1407,-1.0,-1.0,-1.0,15.7,20.18,10.6,17.4,28.3,12.6,47.695,33.791344
1408,43.1,50.4,42.9,100.9,30.73,30.6,44.5,39.1,36.39,58.391,79.877556
1409,7.5,27.6,-1.0,31.0,16.0,15.9,41.4,-1.0,14.94,32.587,37.704494
1410,-1.0,69.4,42.7,77.8,117.05,41.9,46.3,-1.0,3.0,171.07,117.03324
1411,-1.0,90.5,62.6,252.4,140.1,76.7,79.5,72.7,87.7,271.48,168.48988
1412,36.12,-1.0,46.9,-1.0,46.9,49.41,35.1,35.29,39.96,100.84,49.28481
1413,-1.0,14.4,19.1,25.5,21.68,7.6,13.2,19.3,9.86,37.545,53.742325
1414,-1.0,-1.0,-1.0,20.7,23.65,11.2,10.9,13.8,11.6,33.375,39.28566
1415,-1.0,15.8,33.4,54.8,39.85,10.2,28.7,-1.0,20.21,56.35,60.25242
1416,21.05,41.94,19.18,-1.0,77.92,27.16,21.72,29.62,27.36,46.53,120.65305
1417,14.19,31.59,29.91,52.13,-1.0,39.45,21.83,24.55,-1.0,43.17,38.083565
1418,-1.0,-1.0,-1.0,22.5,-1.0,12.9,22.6,20.2,21.4,46.691,79.65074
1419,24.9,17.7,-1.0,-1.0,29.2,14.6,31.9,-1.0,22.37,25.965,40.35044
1420,-1.0,-1.0,23.2,39.0,61.9,33.4,50.5,98.1,35.1,60.587,83.5168
1421,-1.0,-1.0,-1.0,21.1,34.88,11.1,28.5,26.1,21.9,37.685,47.79215
1422,-1.0,-1.0,13.31,30.53,-1.0,-1.0,-1.0,-1.0,-1.0,120.63,89.38105
1423,-1.0,-1.0,8.18,36.83,-1.0,-1.0,-1.0,-1.0,-1.0,102.1,73.5747
1424,50.9,41.9,-1.0,65.7,70.82,37.9,-1.0,46.4,51.23,77.428,83.56704
1425,34.6,19.5,-1.0,-1.0,30.1,16.0,30.28,-1.0,20.76,37.39,41.43019
1426,-1.0,-1.0,-1.0,-1.0,18.2,-1.0,24.14,-1.0,5.89,16.671,21.131653
1427,-1.0,51.6,69.1,72.3,85.32,55.4,57.5,-1.0,38.3,98.717,103.006836
1428,-1.0,33.7,66.2,90.4,109.0,35.2,-1.0,84.9,42.81,61.433,130.26181
1429,26.9,-1.0,-1.0,57.8,51.26,32.2,-1.0,35.3,33.52,52.97,72.70124
1430,21.04,31.21,32.49,-1.0,-1.0,28.23,21.85,21.63,26.61,55.17,58.401962
1431,59.21,95.17,110.52,-1.0,-1.0,54.74,85.08,67.92,97.79,123.45,152.64996
1432,-1.0,-1.0,28.5,62.85,41.57,-1.0,-1.0,-1.0,-1.0,50.55,49.32018
1433,49.97,49.77,45.73,-1.0,-1.0,53.2,49.49,47.58,59.17,49.76,75.330795
1434,-1.0,37.1,-1.0,61.1,53.06,30.6,53.2,44.0,43.33,77.02,82.40528
1435,-1.0,8.4,-1.0,-1.0,10.4,-1.0,23.62,-1.0,16.77,26.056,24.67019
1436,-1.0,-1.0,-1.0,13.1,-1.0,16.5,12.0,26.0,13.4,34.412,39.315456
1437,74.0,66.5,-1.0,115.8,114.41,87.6,-1.0,66.7,73.59,231.89,123.51998
1438,-1.0,23.1,43.9,130.1,75.51,35.7,36.9,20.9,26.6,81.51,90.95816
1439,10.86,13.11,20.21,-1.0,48.55,9.02,11.99,12.23,12.63,23.26,88.75223
1440,41.15,26.56,22.14,-1.0,42.19,26.27,28.68,34.98,32.52,54.07,73.59409
1441,-1.0,68.9,64.3,255.4,123.77,42.9,50.3,49.8,-1.0,139.25,153.72528
1442,-1.0,12.6,12.2,15.8,14.04,13.7,15.6,-1.0,12.1,51.37,31.895802
1443,36.6,41.9,-1.0,71.4,95.51,22.7,57.6,37.1,34.81,65.589,71.76893
1444,13.2,15.5,-1.0,-1.0,18.3,14.7,31.73,-1.0,8.92,23.189,20.23785
1445,-1.0,-1.0,-1.0,24.4,22.03,7.7,8.2,17.8,-1.0,29.85,33.305714
1446,40.47,58.22,68.57,-1.0,-1.0,45.47,38.45,40.17,44.52,93.38,82.71226
1447,7.5,48.4,-1.0,27.6,-1.0,10.7,27.82,-1.0,13.53,47.715,30.771229
1448,-1.0,-1.0,18.98,15.33,-1.0,-1.0,-1.0,-1.0,-1.0,102.54,100.30749
1449,-1.0,-1.0,-1.0,16.6,30.08,17.3,24.0,20.5,33.3,27.279,35.183876
1450,-1.0,-1.0,9.9,11.8,26.16,12.6,16.5,38.8,17.9,29.282,45.006992
1451,52.71,51.35,33.1,-1.0,-1.0,58.54,51.39,41.13,51.84,80.44,68.471016
1452,28.38,23.68,39.35,-1.0,-1.0,16.11,41.5,15.62,27.57,50.23,57.820972
1453,-1.0,41.0,59.4,290.5,-1.0,37.3,50.6,45.2,42.2,92.192,135.84267
1454,-1.0,36.4,35.1,157.2,-1.0,31.9,68.2,-1.0,51.6,150.85,116.59737
1455,-1.0,-1.0,13.6,22.3,27.93,18.4,16.1,35.2,17.2,69.035,48.00299
1456,19.4,27.58,28.74,-1.0,-1.0,20.18,14.36,24.97,23.09,19.61,57.500454
1457,38.1,-1.0,-1.0,46.8,76.5,32.9,-1.0,65.0,47.6,79.682,80.889
1458,39.8,65.15,55.18,-1.0,59.76,84.63,75.64,59.72,87.47,40.99,39.30024
1459,-1.0,88.2,70.4,129.6,137.37,97.2,75.6,96.1,-1.0,190.2,140.45007
1460,-1.0,-1.0,18.3,30.5,33.8,17.2,15.0,65.5,21.8,41.859,63.393044
1461,58.4,41.4,-1.0,121.5,93.6,42.3,-1.0,44.2,51.59,129.93,109.40031
1462,-1.0,57.8,38.9,97.9,35.51,38.5,49.5,-1.0,38.0,72.128,91.27756
1463,-1.0,35.6,42.5,78.2,-1.0,38.6,39.8,39.8,37.1,108.79,85.24762
1464,30.5,62.94,33.66,-1.0,30.81,55.78,51.38,55.18,81.0,11.28,40.87021
1465,-1.0,45.6,33.2,39.3,-1.0,33.5,-1.0,40.2,35.5,79.884,54.922203
1466,22.7,-1.0,-1.0,26.0,-1.0,16.8,30.6,16.7,21.7,36.84,47.776928
1467,92.0,70.4,132.3,181.6,241.14,128.1,159.0,60.5,161.7,295.3,216.52577
1468,-1.0,-1.0,33.8,54.6,55.79,34.6,53.0,43.0,26.6,233.77,72.7147
1469,-1.0,-1.0,11.72,12.72,-1.0,-1.0,-1.0,-1.0,-1.0,106.95,84.42866
1470,91.04,39.78,-1.0,-1.0,44.92,32.24,57.3,73.37,53.82,99.99,77.20453
1471,28.03,-1.0,14.46,16.86,-1.0,7.15,32.01,12.38,19.1,72.69,47.15209
1472,-1.0,39.6,55.9,32.3,55.65,58.7,49.2,39.0,-1.0,72.564,54.90433
1473,-1.0,-1.0,28.7,24.76,-1.0,-1.0,-1.0,-1.0,-1.0,104.08,100.80758
1474,-1.0,-1.0,-1.0,-1.0,18.3,12.1,21.2,14.9,15.2,97.034,37.94754
1475,55.2,46.0,-1.0,77.3,103.28,57.9,-1.0,79.5,81.91,90.852,99.91951
1476,-1.0,-1.0,-1.0,16.4,23.36,14.8,24.3,65.5,-1.0,59.725,52.268543
1477,-1.0,-1.0,35.99,58.25,101.52,-1.0,-1.0,-1.0,-1.0,144.51,57.97372
1478,9.26,13.42,-1.0,-1.0,52.84,10.29,15.83,7.74,16.17,49.41,73.97373
1479,29.88,39.92,52.79,66.07,-1.0,33.46,42.7,31.09,-1.0,16.73,35.917843
1480,-1.0,45.9,107.2,173.6,178.17,76.3,102.7,80.1,76.54,133.78,166.31445
1481,-1.0,7.9,46.2,20.1,44.25,9.3,6.2,11.7,11.75,82.26,62.850002
1482,-1.0,-1.0,42.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.36,163.04306
1483,-1.0,-1.0,-1.0,75.8,20.14,20.1,25.5,8.8,20.7,69.269,54.759453
1484,43.1,19.5,-1.0,40.5,48.54,39.7,-1.0,37.9,26.37,61.505,74.89508
1485,25.9,142.9,-1.0,35.7,-1.0,23.7,67.92,-1.0,32.15,40.776,24.942291
1486,15.4,-1.0,-1.0,36.5,35.38,10.8,10.1,22.7,25.05,37.431,48.766243
1487,-1.0,97.3,99.7,199.4,135.13,75.8,93.4,-1.0,32.5,206.86,185.25862
1488,35.5,-1.0,-1.0,50.5,37.11,31.2,-1.0,61.2,47.11,64.518,76.91794
1489,17.7,-1.0,-1.0,26.5,33.64,29.9,36.4,35.6,35.71,55.118,50.54114
1490,41.7,-1.0,-1.0,68.1,28.9,20.0,25.3,22.7,27.96,75.959,73.253334
1491,-1.0,56.2,89.8,-1.0,42.8,-1.0,25.38,-1.0,17.49,85.017,78.26552
1492,-1.0,-1.0,58.68,90.48,-1.0,-1.0,-1.0,-1.0,-1.0,37.67,70.20741
1493,-1.0,-1.0,14.39,29.45,-1.0,-1.0,-1.0,-1.0,-1.0,43.79,93.69047
1494,14.8,-1.0,-1.0,36.9,34.72,16.4,-1.0,23.9,21.77,46.742,52.225163
1495,23.5,-1.0,-1.0,20.2,30.4,-1.0,34.57,-1.0,17.5,31.75,30.804018
1496,-1.0,47.5,48.5,59.2,64.83,52.7,39.5,-1.0,40.7,79.683,90.87052
1497,82.52,63.49,70.77,-1.0,41.2,58.12,71.69,94.54,63.87,20.14,58.21817
1498,-1.0,43.7,80.1,258.6,187.24,37.6,79.3,91.4,79.7,169.1,169.31776
1499,-1.0,-1.0,-1.0,-1.0,52.8,-1.0,44.08,-1.0,39.81,76.929,50.69357
1500,-1.0,-1.0,-1.0,36.9,46.01,13.2,25.6,16.6,16.8,66.238,50.493668
1501,-1.0,52.0,50.1,94.0,56.72,44.1,48.0,-1.0,52.7,130.86,105.067604
1502,30.6,-1.0,-1.0,30.0,35.3,13.8,31.9,-1.0,23.49,40.696,46.875107
1503,53.7,36.2,-1.0,75.4,69.7,28.3,-1.0,24.3,36.41,84.03,87.25623
1504,-1.0,-1.0,102.7,206.3,60.6,41.7,39.1,44.4,57.6,144.0,120.88035
1505,16.8,21.1,-1.0,-1.0,32.5,13.7,32.07,-1.0,15.36,27.878,38.927128
1506,-1.0,24.3,40.1,61.1,47.02,26.6,38.4,-1.0,38.3,39.971,74.22015
1507,-1.0,23.8,25.5,142.8,43.03,20.9,29.4,-1.0,34.7,141.99,87.01635
1508,-1.0,-1.0,-1.0,44.9,43.54,30.9,25.6,25.8,26.8,57.089,61.650955
1509,22.9,23.1,-1.0,57.7,30.4,17.8,-1.0,27.8,23.25,49.316,59.40308
1510,-1.0,73.3,84.8,165.1,82.99,46.0,82.3,65.2,84.85,179.57,137.44234
1511,13.8,20.9,-1.0,24.1,27.5,-1.0,21.14,-1.0,8.34,57.267,28.203495
1512,44.3,41.9,-1.0,90.0,102.72,27.7,45.8,20.7,29.4,91.189,77.60612
1513,29.2,20.7,-1.0,42.2,32.09,19.5,33.1,27.9,27.13,43.688,57.28917
1514,53.41,34.14,40.28,-1.0,-1.0,22.1,35.57,42.29,43.03,93.82,65.74778
1515,13.69,15.75,31.64,-1.0,-1.0,25.75,19.25,21.71,26.13,54.62,49.8547
1516,10.2,-1.0,-1.0,33.7,19.61,10.9,16.3,16.2,15.1,30.637,41.2691
1517,-1.0,-1.0,23.9,20.7,34.3,-1.0,-1.0,-1.0,-1.0,69.625,74.66083
1518,-1.0,-1.0,88.89,78.71,-1.0,-1.0,-1.0,-1.0,-1.0,40.25,83.016716
1519,-1.0,-1.0,-1.0,20.3,19.97,12.3,22.2,17.0,13.6,24.746,37.45108
1520,-1.0,40.7,73.6,74.4,64.84,94.6,65.8,-1.0,35.3,91.155,96.92764
1521,24.0,29.6,-1.0,-1.0,65.2,8.3,22.76,-1.0,14.35,48.063,47.07655
1522,48.4,59.11,-1.0,-1.0,-1.0,108.2,109.23,84.3,148.99,151.86,106.89336
1523,-1.0,-1.0,14.1,18.6,20.7,27.9,27.6,18.6,16.4,37.366,39.915665
1524,-1.0,44.1,53.2,87.1,86.39,63.6,54.6,54.9,44.51,142.77,117.40524
1525,40.8,57.3,92.6,113.7,60.39,83.0,75.3,36.6,115.39,138.53,131.69841
1526,24.7,26.8,-1.0,49.6,50.48,23.2,21.9,20.2,16.82,44.612,55.836765
1527,-1.0,38.8,70.7,-1.0,48.1,-1.0,38.4,-1.0,-1.0,69.627,70.04757
