,AGU,ATM,LDO,LPIN,MIR,OBL,TLA,VAL,CEN,SFE_med,SFE_pred
103,-1.0,-1.0,18.3,24.2,30.92,15.2,13.3,11.9,12.7,33.246,45.20028
104,-1.0,-1.0,22.65,32.34,-1.0,-1.0,-1.0,-1.0,-1.0,110.04,88.34029
105,-1.0,-1.0,-1.0,21.0,11.0,12.3,19.2,4.0,21.6,41.61,33.8708
106,23.4,40.95,43.18,-1.0,33.99,37.3,35.28,36.78,39.57,24.54,52.669266
107,-1.0,35.8,47.5,-1.0,45.9,-1.0,31.85,-1.0,15.86,78.959,60.034218
108,11.04,32.21,22.62,-1.0,-1.0,37.93,26.58,32.83,25.99,17.12,69.94379
109,-1.0,44.4,48.6,94.9,54.56,43.8,38.7,-1.0,-1.0,110.1,80.97209
110,-1.0,46.3,44.9,80.3,46.85,29.2,60.0,-1.0,40.5,79.674,91.491264
111,-1.0,-1.0,-1.0,11.7,20.51,4.0,11.8,23.0,10.1,29.917,29.690008
112,-1.0,-1.0,27.75,15.38,41.93,-1.0,-1.0,-1.0,-1.0,31.05,82.180145
113,-1.0,86.3,106.0,381.9,210.57,95.9,176.9,121.2,204.74,247.56,252.34628
114,26.2,50.4,-1.0,-1.0,52.4,24.6,46.39,-1.0,24.36,34.874,47.499283
115,-1.0,-1.0,45.78,50.75,-1.0,-1.0,-1.0,-1.0,-1.0,45.61,78.67347
116,-1.0,26.2,62.3,54.2,102.5,34.6,39.3,-1.0,6.0,55.685,75.303894
117,-1.0,22.8,55.0,-1.0,16.8,-1.0,-1.0,-1.0,22.8,42.202,44.70981
118,28.65,25.12,30.43,-1.0,-1.0,21.23,20.08,21.73,22.27,33.38,56.699047
119,-1.0,-1.0,20.1,16.4,19.91,35.7,15.8,20.8,21.1,29.383,40.63811
120,-1.0,14.8,12.2,21.2,18.52,9.6,13.5,-1.0,11.4,21.13,37.454655
121,-1.0,35.8,41.6,107.9,59.97,36.3,38.5,49.2,-1.0,107.31,82.666336
122,-1.0,25.5,46.0,63.6,94.15,40.6,45.7,33.0,-1.0,64.777,85.038765
123,7.9,-1.0,-1.0,10.7,-1.0,2.5,6.06,7.9,4.34,7.023,27.695951
124,104.8,68.1,115.1,298.5,236.15,100.7,116.7,-1.0,131.31,331.7,197.72357
125,-1.0,-1.0,30.8,19.1,14.44,22.1,25.3,30.9,26.5,36.066,43.25163
126,39.19,56.85,43.56,-1.0,-1.0,51.82,38.69,50.99,53.41,75.28,70.63995
127,-1.0,30.34,10.54,26.46,49.58,17.02,8.79,11.44,8.23,75.09,59.597607
128,-1.0,38.4,25.5,26.1,32.25,70.5,27.2,-1.0,18.2,81.145,45.096825
129,-1.0,-1.0,11.4,10.2,20.28,14.0,12.9,13.8,11.9,43.087,34.987305
130,-1.0,58.3,83.4,100.0,73.87,45.7,86.5,-1.0,46.1,86.038,111.69675
131,26.91,29.1,39.83,-1.0,52.33,15.1,51.87,21.48,48.72,45.54,57.845486
132,-1.0,32.0,37.4,135.4,-1.0,28.2,-1.0,-1.0,39.1,132.13,89.91532
133,-1.0,19.0,36.4,32.2,36.54,38.4,37.9,-1.0,-1.0,66.532,50.744526
134,-1.0,-1.0,34.9,37.1,44.05,25.6,29.7,34.1,21.7,66.78,62.073845
135,15.5,27.3,-1.0,22.0,43.4,7.4,37.61,-1.0,16.16,35.317,32.30128
136,-1.0,-1.0,31.07,21.17,-1.0,-1.0,-1.0,-1.0,-1.0,17.63,113.56984
137,-1.0,-1.0,49.85,47.1,-1.0,-1.0,-1.0,-1.0,-1.0,31.76,81.56543
138,-1.0,24.4,34.4,63.7,73.96,20.1,43.6,-1.0,31.5,75.332,80.05339
139,-1.0,-1.0,11.95,19.96,-1.0,-1.0,-1.0,-1.0,-1.0,53.13,82.77189
140,-1.0,-1.0,0.12,26.4,-1.0,-1.0,-1.0,-1.0,-1.0,86.65,64.74852
141,-1.0,148.6,114.8,82.2,104.9,-1.0,-1.0,-1.0,-1.0,94.459,116.75753
142,23.3,23.3,-1.0,57.4,66.28,31.9,-1.0,22.7,28.47,72.411,65.37685
143,-1.0,12.3,42.7,22.9,19.23,7.0,24.5,13.9,11.76,39.998,58.364475
144,-1.0,-1.0,77.64,24.07,-1.0,-1.0,-1.0,-1.0,-1.0,58.02,110.87075
145,-1.0,29.8,25.6,31.8,44.96,53.4,35.6,-1.0,26.1,67.513,61.146492
146,31.3,18.6,57.4,26.5,16.08,13.5,38.0,21.0,33.41,40.21,52.996292
147,-1.0,-1.0,-1.0,12.0,7.33,5.8,2.8,5.6,4.1,8.878,19.520592
148,12.6,-1.0,-1.0,24.9,-1.0,16.4,30.5,31.3,20.0,62.709,41.879322
149,103.35,150.33,114.71,-1.0,32.12,109.52,112.4,126.33,89.86,74.46,56.286972
150,103.2,127.4,111.1,412.8,115.92,77.0,138.9,45.7,114.82,327.86,213.98811
151,-1.0,150.0,137.5,594.1,347.0,57.5,201.96,-1.0,-1.0,435.79,359.5974
152,-1.0,51.1,33.3,81.3,-1.0,50.7,56.5,-1.0,35.6,90.676,112.18757
153,27.1,-1.0,-1.0,62.8,27.97,29.0,32.8,35.3,30.04,69.898,58.842163
154,-1.0,65.6,74.6,164.9,163.74,72.7,113.1,136.4,89.4,251.1,176.78024
155,41.1,89.6,-1.0,65.2,69.1,38.5,88.82,-1.0,43.93,70.137,65.50524
156,-1.0,-1.0,11.39,18.08,-1.0,-1.0,-1.0,-1.0,-1.0,193.02,82.43239
157,62.47,116.79,64.29,-1.0,-1.0,93.0,68.61,77.41,87.42,12.65,104.53069
158,-1.0,-1.0,62.5,158.4,44.24,32.8,29.2,41.6,28.3,94.995,89.66307
159,-1.0,34.1,111.3,77.5,115.55,43.4,88.9,33.0,91.97,144.81,136.51875
160,-1.0,17.5,-1.0,-1.0,47.9,-1.0,45.69,-1.0,20.67,31.552,42.482582
161,-1.0,-1.0,-1.0,37.5,26.49,12.8,20.2,21.9,16.3,40.25,46.441982
162,-1.0,44.9,32.6,31.9,67.03,36.6,34.1,-1.0,64.3,77.752,82.26447
163,-1.0,50.2,58.1,210.7,-1.0,72.3,117.7,-1.0,78.7,133.49,162.1293
164,9.0,34.8,-1.0,38.0,8.3,6.3,28.67,-1.0,4.47,24.88,38.781593
165,17.77,29.88,28.19,-1.0,184.69,21.03,14.43,23.64,26.37,108.0,61.56546
166,-1.0,7.25,13.78,27.22,61.24,3.51,3.26,12.04,18.57,52.84,48.317966
167,-1.0,29.0,41.6,71.4,35.43,23.7,37.9,-1.0,33.3,54.29,72.54962
168,-1.0,70.2,94.4,123.6,85.32,95.3,70.3,-1.0,76.7,121.37,141.67732
169,31.4,15.1,-1.0,-1.0,36.4,12.7,24.64,-1.0,20.54,44.278,45.90359
170,-1.0,31.6,44.2,94.0,109.17,51.7,51.3,44.2,59.0,69.139,107.472885
171,-1.0,-1.0,-1.0,40.1,37.43,24.4,27.6,59.5,25.0,51.66,61.161213
172,-1.0,8.1,65.2,9.3,7.5,-1.0,-1.0,-1.0,-1.0,20.733,34.54504
173,-1.0,37.1,50.4,34.7,51.85,40.5,48.6,41.2,59.5,61.517,77.85517
174,-1.0,-1.0,-1.0,-1.0,30.0,-1.0,24.92,-1.0,12.36,55.66,32.74071
175,-1.0,78.1,64.9,148.0,119.98,24.0,92.5,50.0,49.79,117.77,130.0284
176,-1.0,22.5,17.9,35.4,31.78,15.2,32.4,35.0,15.1,59.058,62.600735
177,5.5,54.9,-1.0,30.5,38.2,13.3,63.96,-1.0,16.43,37.836,49.41132
178,17.3,2.1,-1.0,-1.0,17.7,5.9,13.53,-1.0,17.58,27.383,30.742752
179,-1.0,34.4,53.5,48.8,44.39,15.8,50.4,-1.0,31.1,45.762,60.669704
180,-1.0,-1.0,-1.0,16.5,15.11,8.7,19.3,22.4,6.6,19.55,27.382008
181,58.9,30.9,-1.0,93.7,63.37,31.4,-1.0,49.0,29.37,144.06,95.36556
182,29.9,17.1,-1.0,49.2,26.27,23.2,29.3,16.1,17.07,50.793,55.08955
183,31.62,38.24,56.67,-1.0,-1.0,40.39,59.89,36.94,55.34,99.76,80.45459
184,67.2,47.2,-1.0,130.7,85.21,68.0,95.8,52.2,89.28,96.919,131.14496
185,-1.0,31.8,40.4,108.7,53.79,18.3,36.5,-1.0,18.0,95.683,92.416
186,-1.0,-1.0,-1.0,8.2,13.43,7.4,5.8,13.6,9.0,21.504,22.794655
187,14.6,23.3,-1.0,22.0,23.54,13.4,-1.0,22.9,23.27,29.47,34.96942
188,26.4,-1.0,-1.0,39.9,15.8,21.0,21.7,17.8,18.35,50.897,51.028004
189,26.8,-1.0,-1.0,46.3,11.4,16.9,28.1,16.8,40.47,25.482,62.133526
190,-1.0,-1.0,64.8,84.3,39.82,21.3,34.9,16.0,26.0,48.356,71.001274
191,20.3,45.2,-1.0,32.6,28.3,-1.0,-1.0,-1.0,8.85,34.069,36.853325
192,30.4,-1.0,-1.0,67.6,54.58,29.6,69.3,33.3,69.47,76.008,81.023285
193,35.8,17.3,-1.0,30.5,56.0,28.8,49.8,35.1,30.17,51.112,56.269108
194,24.65,27.53,44.26,-1.0,23.43,23.33,22.27,23.6,19.15,47.82,40.00714
195,-1.0,21.8,-1.0,-1.0,27.3,-1.0,60.29,-1.0,11.74,18.462,29.680798
196,21.61,28.11,30.94,-1.0,-1.0,35.11,15.88,20.74,23.46,61.77,52.065113
197,-1.0,44.0,45.5,51.2,-1.0,32.6,46.2,-1.0,28.3,96.294,76.29954
198,15.9,11.2,29.1,33.0,27.68,24.7,24.4,6.8,20.36,59.477,44.726433
199,-1.0,-1.0,12.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,197.34,104.670135
200,46.7,-1.0,-1.0,-1.0,55.09,24.3,33.8,38.9,32.2,43.247,81.71242
201,-1.0,51.3,43.9,59.0,52.55,60.3,-1.0,-1.0,41.6,77.935,84.44108
202,14.12,50.64,44.15,-1.0,-1.0,28.37,25.6,24.99,23.34,76.47,71.14879
203,26.9,27.3,-1.0,52.4,29.92,23.2,27.1,23.3,25.31,49.016,58.35006
204,44.6,66.9,-1.0,312.5,176.67,55.9,77.7,50.8,76.44,135.85,160.01862
205,34.77,18.77,51.01,-1.0,101.97,41.53,38.72,34.83,35.35,41.04,61.90569
206,21.47,-1.0,23.85,16.22,22.33,-1.0,-1.0,52.73,16.25,27.65,40.51831
207,29.48,45.92,20.64,-1.0,-1.0,32.91,41.96,61.32,72.62,77.3,62.141582
208,-1.0,-1.0,63.56,69.86,-1.0,-1.0,-1.0,-1.0,-1.0,78.97,80.00026
209,31.0,27.7,-1.0,-1.0,39.5,-1.0,40.05,-1.0,32.95,72.491,44.03827
210,53.3,-1.0,-1.0,36.3,-1.0,19.0,26.9,47.9,-1.0,162.7,76.04321
211,-1.0,-1.0,27.7,57.9,29.9,22.9,36.7,36.3,24.9,105.93,62.085514
212,-1.0,15.1,19.8,58.9,30.24,28.3,26.0,-1.0,21.1,60.504,56.280987
213,-1.0,-1.0,20.0,27.4,37.62,15.6,20.8,11.0,11.9,61.804,48.3181
214,-1.0,18.7,17.3,33.6,24.7,55.3,13.5,-1.0,6.2,25.39,51.91911
215,11.5,-1.0,-1.0,34.6,16.93,4.6,13.3,18.0,11.1,33.004,38.654236
216,-1.0,27.63,-1.0,7.84,-1.0,33.86,13.65,18.86,13.97,30.97,49.45334
217,-1.0,-1.0,2.5,63.19,-1.0,-1.0,-1.0,-1.0,-1.0,58.32,63.56786
218,18.31,34.13,34.33,-1.0,-1.0,77.79,35.2,-1.0,37.24,41.8,49.087563
219,-1.0,83.9,76.0,175.6,201.63,81.9,94.2,93.6,96.89,197.86,187.84406
220,-1.0,-1.0,32.65,67.89,-1.0,-1.0,-1.0,-1.0,-1.0,36.07,74.72744
221,30.4,-1.0,72.2,184.9,111.21,39.0,72.4,22.3,64.8,119.6,117.82836
222,10.7,-1.0,-1.0,35.0,-1.0,18.8,20.3,27.3,9.7,43.459,45.13005
223,17.8,23.7,32.25,-1.0,30.44,27.77,28.16,22.81,25.1,48.75,48.97878
224,-1.0,22.5,27.3,65.9,-1.0,24.3,32.5,19.3,24.8,105.51,66.96335
225,-1.0,21.2,-1.0,-1.0,9.6,-1.0,13.13,-1.0,17.97,16.342,23.356699
226,-1.0,35.3,41.5,123.3,100.85,54.8,51.8,58.7,64.13,78.752,112.62295
227,-1.0,66.2,62.5,111.7,62.05,57.7,68.8,-1.0,78.2,133.07,115.39851
228,5.9,-1.0,-1.0,10.6,-1.0,7.8,13.4,15.6,9.0,26.848,26.296677
229,-1.0,-1.0,-1.0,32.1,25.0,29.3,34.1,37.1,35.3,33.532,45.619343
230,30.6,-1.0,-1.0,-1.0,89.2,41.7,55.2,43.0,68.29,109.24,91.23749
231,-1.0,124.0,79.7,125.2,88.64,111.2,130.5,-1.0,99.9,122.8,148.67697
232,-1.0,35.8,131.7,69.1,103.34,25.2,98.4,-1.0,75.33,114.73,118.09526
233,-1.0,80.7,49.1,86.6,91.14,60.1,67.6,-1.0,72.0,82.139,130.72688
234,-1.0,76.6,86.7,271.3,227.35,60.9,102.3,-1.0,49.2,177.56,192.05983
235,-1.0,-1.0,-1.0,59.4,21.58,31.7,42.0,42.3,52.2,38.847,65.9159
236,55.2,-1.0,47.7,195.8,52.88,56.8,39.6,40.4,54.78,113.51,130.13336
237,-1.0,26.5,48.5,44.2,68.77,35.1,56.7,-1.0,43.5,98.378,79.97457
238,31.7,12.0,-1.0,64.7,38.2,22.3,31.21,-1.0,20.69,59.626,52.278023
239,-1.0,93.0,76.3,155.2,119.69,39.7,85.4,-1.0,66.9,272.58,196.12733
240,-1.0,77.8,101.0,377.0,270.94,112.5,128.1,-1.0,140.9,244.34,255.46327
241,-1.0,75.6,128.4,157.7,182.53,61.9,87.6,-1.0,69.2,223.23,157.59055
242,-1.0,71.5,-1.0,-1.0,62.8,-1.0,61.39,-1.0,33.05,51.104,63.14657
243,36.04,46.82,27.6,-1.0,-1.0,40.95,-1.0,39.1,58.63,113.26,78.2877
244,-1.0,9.8,33.0,43.8,42.47,20.8,36.8,24.5,26.97,63.574,66.26232
245,52.34,45.68,54.87,-1.0,-1.0,39.65,50.6,52.17,41.27,113.39,68.06816
246,-1.0,-1.0,21.6,25.0,26.24,11.4,27.8,21.1,15.0,46.418,47.870678
247,66.22,77.95,61.13,-1.0,44.52,71.39,57.09,55.89,-1.0,20.72,29.170906
248,-1.0,-1.0,11.2,31.34,12.77,-1.0,-1.0,-1.0,-1.0,115.26,51.83139
249,-1.0,-1.0,26.0,38.6,26.33,51.5,41.3,49.6,36.2,56.393,53.991528
250,-1.0,-1.0,-1.0,16.9,36.27,30.5,9.8,15.3,24.2,57.468,49.22242
251,-1.0,-1.0,-1.0,38.8,46.72,11.6,24.6,33.9,41.3,48.053,64.35996
252,-1.0,-1.0,-1.0,6.2,12.35,4.4,7.2,11.8,8.8,21.529,21.498865
253,-1.0,-1.0,21.42,13.17,-1.0,-1.0,-1.0,-1.0,-1.0,70.51,112.213036
254,-1.0,-1.0,-1.0,37.4,52.69,29.1,24.1,27.4,24.4,35.678,63.250477
255,-1.0,24.3,32.2,99.7,126.52,22.4,53.9,-1.0,36.07,82.181,88.90994
256,-1.0,-1.0,21.8,21.8,56.74,18.6,31.7,40.4,17.7,82.939,57.789303
257,-1.0,-1.0,-1.0,15.0,-1.0,15.3,17.8,20.4,12.1,73.97,43.39713
258,11.6,27.4,-1.0,-1.0,18.4,10.3,34.43,-1.0,17.5,24.765,25.976854
259,-1.0,-1.0,-1.0,44.3,43.47,20.2,20.0,17.4,19.8,42.223,56.24762
260,22.96,-1.0,40.16,-1.0,72.44,32.08,42.01,19.44,32.86,29.53,48.950726
261,-1.0,55.7,45.1,67.9,74.6,30.3,60.74,-1.0,-1.0,81.151,87.08874
262,53.9,-1.0,-1.0,157.3,50.61,57.1,67.5,52.4,64.91,77.763,109.4835
263,-1.0,-1.0,29.8,88.2,68.8,31.5,64.08,-1.0,-1.0,110.19,76.625305
264,30.88,40.02,47.78,-1.0,-1.0,33.51,34.75,46.26,39.14,76.1,68.60013
265,22.6,7.9,-1.0,-1.0,20.8,15.6,25.6,-1.0,16.92,34.532,37.380966
266,23.22,43.33,31.64,-1.0,69.81,37.89,24.56,30.25,37.88,132.13,60.537804
267,68.7,36.0,55.1,91.6,49.49,46.4,57.6,51.3,50.92,90.192,109.99708
268,18.32,26.66,28.26,-1.0,-1.0,22.13,20.64,21.46,26.33,57.33,55.179043
269,30.9,2.3,-1.0,27.4,21.85,13.1,-1.0,5.0,11.89,51.026,51.36519
270,-1.0,46.4,106.8,81.1,-1.0,51.6,113.1,-1.0,37.2,54.45,106.97593
271,-1.0,42.0,17.8,16.9,22.53,37.6,50.7,-1.0,38.54,35.175,46.478676
272,53.2,-1.0,35.7,60.7,52.91,22.8,47.4,35.7,36.88,99.967,85.76976
273,-1.0,35.8,129.3,217.4,61.2,56.6,58.5,-1.0,43.3,64.519,139.79716
274,10.07,14.3,44.7,-1.0,-1.0,13.63,11.79,10.42,12.64,62.04,45.610043
275,-1.0,-1.0,-1.0,16.7,29.2,4.4,33.0,20.9,22.7,20.582,48.063457
276,-1.0,43.0,62.8,85.1,58.95,60.1,47.7,-1.0,56.4,109.03,104.074844
277,35.69,35.02,29.65,-1.0,-1.0,25.92,31.09,40.91,32.49,79.47,57.82341
278,-1.0,60.3,124.4,325.1,243.75,113.8,150.2,101.6,184.12,264.91,234.3166
