,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,VAL,CEN,TLA_med,TLA_pred
799,-1.0,-1.0,-1.0,19.8,19.29,13.7,-1.0,19.5,13.7,23.2,17.387758
800,-1.0,65.6,44.8,69.9,57.87,26.7,63.841,61.9,-1.0,38.9,60.86764
801,46.8,22.4,41.2,36.3,55.31,46.1,93.881,-1.0,30.74,45.6,41.833633
802,-1.0,3.4,8.6,-1.0,15.3,-1.0,14.529,-1.0,12.72,20.23,19.106813
803,-1.0,30.6,52.4,46.1,87.89,38.4,74.477,-1.0,54.9,49.7,53.917572
804,-1.0,22.0,94.5,76.2,-1.0,-1.0,-1.0,-1.0,50.01,58.1,61.917336
805,-1.0,71.2,-1.0,-1.0,61.2,-1.0,49.405,-1.0,47.87,70.86,61.76728
806,-1.0,25.7,26.9,9.1,-1.0,-1.0,-1.0,-1.0,25.31,26.14,26.24072
807,-1.0,25.2,34.4,-1.0,-1.0,33.0,-1.0,31.2,31.4,42.96,43.48818
808,-1.0,12.9,10.4,-1.0,26.7,-1.0,18.484,-1.0,18.28,26.92,26.11477
809,-1.0,4.7,10.4,12.9,-1.0,-1.0,-1.0,-1.0,3.1,6.94,19.787064
810,-1.0,29.5,50.2,83.4,51.79,32.2,90.835,-1.0,19.6,27.4,40.31603
811,14.82,20.96,14.44,23.33,-1.0,18.95,-1.0,13.71,11.72,14.87,10.974749
812,-1.0,2.3,32.6,24.6,-1.0,-1.0,-1.0,-1.0,14.24,25.98,25.251303
813,-1.0,35.4,70.3,104.0,-1.0,50.8,-1.0,19.8,66.43,62.19,73.75256
814,31.68,34.61,28.38,-1.0,48.97,25.25,10.42,29.56,28.09,31.18,29.3371
815,-1.0,37.5,37.1,71.0,58.32,41.3,102.36,-1.0,39.2,40.8,46.0076
816,-1.0,-1.0,-1.0,-1.0,12.5,-1.0,38.711,-1.0,18.28,28.74,24.412497
817,-1.0,51.2,65.5,82.9,-1.0,50.6,-1.0,58.3,48.52,68.75,60.86933
818,79.4,84.2,-1.0,187.5,112.17,74.3,-1.0,75.6,65.61,94.0,69.16998
819,-1.0,30.9,39.7,72.8,-1.0,16.9,-1.0,10.2,-1.0,38.25,34.0961
820,-1.0,9.4,10.7,6.6,-1.0,0.0,-1.0,-1.0,21.48,28.88,21.634333
821,-1.0,11.1,42.5,71.3,-1.0,19.5,-1.0,22.8,37.42,51.79,44.237156
822,-1.0,36.4,36.1,29.5,-1.0,-1.0,-1.0,-1.0,41.0,79.77,43.075542
823,-1.0,-1.0,-1.0,10.6,15.94,9.6,21.644,42.2,21.9,23.9,25.671106
824,-1.0,23.9,33.5,40.9,-1.0,13.9,40.723,23.4,22.6,33.1,26.928175
825,39.1,-1.0,-1.0,132.4,39.85,26.1,57.35,37.2,32.89,44.1,41.298138
826,-1.0,-1.0,41.0,222.4,125.27,48.5,144.25,80.9,42.3,44.2,54.04661
827,-1.0,52.1,-1.0,62.3,-1.0,37.8,-1.0,31.1,55.13,60.99,67.38906
828,-1.0,96.6,71.1,-1.0,-1.0,-1.0,-1.0,34.6,100.5,159.13,106.257965
829,-1.0,-1.0,-1.0,-1.0,20.5,-1.0,37.73,-1.0,14.74,3.49,22.28929
830,-1.0,13.4,23.5,59.7,-1.0,13.9,65.009,13.8,15.0,30.6,21.039284
831,-1.0,12.3,52.9,35.7,29.63,30.7,58.536,40.3,19.09,39.2,34.88546
832,-1.0,-1.0,45.2,102.9,54.53,41.2,129.69,55.6,57.4,56.2,48.452114
833,38.37,71.25,34.84,-1.0,39.84,32.99,-1.0,25.48,38.31,38.71,38.043713
834,-1.0,36.0,34.2,81.8,54.81,23.2,105.75,-1.0,-1.0,28.4,40.476437
835,-1.0,94.7,114.4,229.6,-1.0,-1.0,-1.0,86.8,115.91,112.8,117.73016
836,-1.0,12.8,16.9,29.1,-1.0,-1.0,-1.0,-1.0,16.51,20.9,25.990934
837,14.1,-1.0,-1.0,87.2,-1.0,25.3,-1.0,21.6,27.3,37.1,26.292507
838,50.52,42.49,13.48,-1.0,85.32,19.44,187.17,50.24,27.03,14.06,34.398838
839,-1.0,-1.0,162.0,247.8,-1.0,-1.0,-1.0,-1.0,114.19,101.37,165.45987
840,-1.0,21.6,31.3,43.2,-1.0,19.4,-1.0,9.4,19.22,34.95,37.88432
841,-1.0,9.2,33.8,8.9,-1.0,-1.0,-1.0,-1.0,22.69,37.7,27.863111
842,-1.0,12.6,48.6,30.5,-1.0,-1.0,-1.0,-1.0,18.49,33.96,30.87545
843,-1.0,21.2,22.2,47.4,-1.0,18.5,-1.0,10.4,-1.0,33.07,27.913328
844,-1.0,71.5,50.0,78.8,53.66,37.6,113.22,-1.0,73.4,49.5,54.488758
845,72.16,58.12,60.31,-1.0,95.97,41.35,44.26,60.76,48.86,41.48,51.43788
846,-1.0,28.4,27.2,19.5,-1.0,-1.0,-1.0,-1.0,23.45,26.24,28.130634
847,-1.0,-1.0,17.3,21.2,29.33,10.3,59.049,23.9,14.1,9.2,17.74334
848,-1.0,22.4,20.3,45.0,29.3,21.6,47.889,57.3,23.8,27.8,24.288418
849,-1.0,55.1,52.1,76.9,69.82,43.2,82.275,-1.0,63.0,49.1,55.896297
850,-1.0,42.9,49.2,59.2,30.83,57.2,78.327,-1.0,50.3,52.6,47.570927
851,-1.0,23.6,31.8,39.7,-1.0,-1.0,-1.0,-1.0,15.78,13.87,28.453444
852,-1.0,21.3,15.6,24.6,21.54,16.3,28.666,-1.0,31.7,18.1,24.232939
853,29.08,29.67,38.27,-1.0,69.52,23.97,101.62,43.19,25.2,24.0,30.640848
854,-1.0,30.1,55.1,216.8,73.7,24.7,169.48,-1.0,-1.0,17.01,64.94467
855,-1.0,36.9,57.5,63.3,66.44,47.2,52.548,-1.0,36.1,62.0,46.713886
856,-1.0,46.6,60.3,158.1,-1.0,78.5,-1.0,50.8,54.67,56.85,67.772995
857,29.3,-1.0,-1.0,52.8,56.65,13.5,42.29,23.2,37.87,34.9,35.57284
858,-1.0,-1.0,48.7,40.5,30.2,-1.0,43.608,-1.0,-1.0,10.79,20.313417
859,-1.0,-1.0,-1.0,22.5,25.92,32.9,44.358,28.9,26.8,21.8,29.50894
860,41.4,-1.0,-1.0,37.2,51.0,28.9,34.503,-1.0,48.49,33.41,65.87544
861,-1.0,-1.0,-1.0,20.8,11.56,13.4,59.754,18.9,15.5,22.8,17.718798
862,15.22,12.76,35.86,-1.0,48.14,23.01,26.67,20.89,29.04,25.39,32.551617
863,-1.0,-1.0,-1.0,19.5,10.57,3.2,39.862,18.4,12.5,12.7,16.829453
864,22.21,33.47,33.4,-1.0,-1.0,20.65,47.69,26.39,24.21,26.56,23.417732
865,-1.0,10.6,56.0,132.3,-1.0,57.6,-1.0,39.9,55.47,88.81,66.36551
866,90.4,-1.0,54.5,80.9,115.89,33.0,105.81,59.3,52.68,37.8,47.54545
867,10.26,35.92,32.76,-1.0,-1.0,23.56,31.09,5.78,50.74,32.65,41.44456
868,-1.0,-1.0,-1.0,-1.0,28.8,-1.0,21.929,-1.0,13.38,30.05,21.609472
869,-1.0,16.9,45.1,22.4,-1.0,-1.0,-1.0,-1.0,20.37,22.83,31.179754
870,27.13,44.4,35.46,-1.0,-1.0,60.58,38.76,24.73,64.93,46.08,48.507656
871,62.07,84.25,29.87,-1.0,26.84,49.04,14.24,75.94,49.36,41.43,45.08608
872,25.98,62.13,71.11,203.41,-1.0,-1.0,-1.0,27.73,28.74,57.57,53.940487
873,-1.0,42.8,56.0,-1.0,-1.0,37.7,-1.0,39.9,34.7,84.62,48.07336
874,-1.0,-1.0,-1.0,31.2,-1.0,35.6,51.911,31.9,29.1,23.8,29.628248
875,-1.0,-1.0,-1.0,-1.0,-1.0,11.7,44.548,18.7,11.5,9.0,16.704271
876,-1.0,84.1,78.1,87.4,50.37,123.3,-1.0,-1.0,74.1,54.7,77.45651
877,12.8,3.7,-1.0,15.5,32.5,12.0,38.025,-1.0,2.7,17.15,12.6921
878,-1.0,12.52,8.62,6.44,-1.0,13.28,114.87,13.88,8.06,7.25,6.62599
879,-1.0,6.2,12.9,11.7,21.68,15.0,27.797,-1.0,-1.0,24.0,8.979443
880,-1.0,-1.0,-1.0,42.6,34.43,5.8,27.527,26.1,18.7,15.5,21.519335
881,-1.0,26.3,37.9,50.9,-1.0,-1.0,-1.0,-1.0,22.61,34.32,36.051678
882,-1.0,73.9,73.4,117.2,-1.0,34.0,-1.0,35.0,46.68,87.97,56.432278
883,-1.0,1.65,26.7,26.1,-1.0,-1.0,-1.0,-1.0,17.57,36.31,29.020624
884,-1.0,19.4,34.5,59.9,31.87,20.5,80.681,-1.0,22.1,29.0,29.570993
885,-1.0,-1.0,-1.0,34.5,35.32,26.8,66.387,64.7,37.4,90.2,43.200184
886,-1.0,7.2,12.5,11.5,10.67,16.4,16.295,-1.0,11.3,14.8,11.582486
887,-1.0,-1.0,-1.0,52.9,46.96,28.3,55.501,39.1,-1.0,29.2,35.633335
888,28.17,-1.0,36.93,-1.0,-1.0,36.28,55.88,28.05,42.32,32.5,36.274
889,10.7,24.3,-1.0,23.3,18.3,12.3,34.053,-1.0,8.41,29.72,27.187586
890,-1.0,26.5,27.2,26.1,17.55,26.5,51.907,35.8,21.4,42.4,23.597353
891,-1.0,57.0,89.5,153.6,-1.0,-1.0,-1.0,34.6,47.56,71.46,62.3011
892,21.77,47.48,14.7,147.17,-1.0,-1.0,-1.0,30.25,105.86,38.66,66.77844
893,-1.0,64.3,99.4,101.3,-1.0,64.6,-1.0,62.5,58.73,68.0,77.86345
894,-1.0,-1.0,114.8,71.9,48.3,82.0,174.64,100.5,111.3,63.1,100.34534
895,-1.0,31.0,37.1,35.2,-1.0,-1.0,-1.0,-1.0,18.96,43.56,30.083658
896,-1.0,68.6,104.4,155.3,-1.0,62.5,-1.0,58.2,57.52,67.83,81.38434
897,-1.0,23.5,-1.0,-1.0,56.8,-1.0,40.959,-1.0,23.79,26.28,37.367054
898,-1.0,4.3,24.2,14.6,-1.0,-1.0,-1.0,-1.0,-1.0,14.44,14.097182
899,-1.0,24.5,25.7,52.4,-1.0,22.8,93.214,30.7,26.0,42.1,24.125528
900,24.0,-1.0,-1.0,30.0,-1.0,18.7,53.407,9.5,26.35,29.5,24.926798
901,-1.0,-1.0,-1.0,-1.0,33.2,-1.0,30.65,-1.0,29.19,41.3,44.361263
902,-1.0,-1.0,-1.0,35.2,35.59,22.4,81.645,30.4,30.0,31.7,30.301893
903,-1.0,-1.0,-1.0,45.2,42.82,39.6,67.361,33.5,25.4,22.0,32.820057
904,-1.0,-1.0,-1.0,18.5,-1.0,13.5,88.474,35.1,14.6,13.4,18.248507
905,-1.0,35.3,36.2,87.4,53.48,31.5,83.695,-1.0,33.2,42.2,38.525845
906,-1.0,-1.0,-1.0,44.4,-1.0,13.0,80.149,33.0,19.8,16.2,23.851843
907,-1.0,77.0,-1.0,217.5,177.09,93.5,245.82,63.6,84.4,96.4,87.9812
908,-1.0,24.0,21.0,14.2,-1.0,-1.0,-1.0,-1.0,23.02,17.12,27.403816
909,-1.0,36.6,39.6,87.0,66.17,61.2,109.61,-1.0,39.1,58.1,47.35722
910,-1.0,48.9,53.4,73.1,62.64,32.6,151.54,-1.0,41.3,45.8,49.239006
911,-1.0,51.6,57.2,156.4,50.63,52.4,114.43,-1.0,87.6,47.6,72.81636
912,-1.0,-1.0,-1.0,27.7,29.95,23.3,55.633,20.6,26.5,34.0,24.779524
913,-1.0,-1.0,-1.0,23.2,48.72,23.9,20.469,15.7,35.6,27.4,30.994059
914,-1.0,97.5,160.1,-1.0,131.2,-1.0,158.24,-1.0,-1.0,187.83,91.941376
915,-1.0,91.9,130.6,205.0,116.2,120.4,174.25,-1.0,102.5,134.3,104.97082
916,6.7,-1.0,-1.0,14.1,11.7,-1.0,14.3,-1.0,10.74,13.5,12.94997
917,-1.0,-1.0,-1.0,8.2,13.43,7.4,21.504,13.6,9.0,5.8,12.056567
918,-1.0,-1.0,-1.0,14.2,20.37,11.3,39.931,6.1,16.0,21.2,15.419314
919,-1.0,26.7,16.5,30.9,-1.0,-1.0,-1.0,-1.0,20.91,28.9,25.218615
920,-1.0,40.1,58.2,184.4,52.81,38.4,105.06,42.0,-1.0,36.1,44.796875
921,-1.0,62.1,48.7,76.2,37.9,49.6,73.683,-1.0,51.1,49.3,48.168163
922,-1.0,21.2,59.3,33.9,-1.0,28.8,-1.0,61.6,34.64,28.05,39.81643
923,-1.0,27.8,34.3,-1.0,20.5,-1.0,39.903,-1.0,-1.0,12.92,30.730051
924,19.3,16.1,-1.0,56.4,49.3,10.7,71.444,-1.0,25.93,34.38,32.099236
925,50.71,39.8,36.35,-1.0,55.73,45.96,63.22,45.13,42.51,41.63,38.929264
926,-1.0,12.1,26.1,13.7,-1.0,13.7,-1.0,-1.0,10.76,5.15,21.674364
927,13.12,32.13,39.92,-1.0,-1.0,25.74,72.82,32.56,25.62,26.75,21.82043
928,-1.0,27.7,43.3,39.2,-1.0,23.9,44.986,24.8,25.3,36.9,36.864666
929,13.7,-1.0,-1.0,35.3,15.79,4.0,49.245,12.2,9.46,8.5,13.147169
930,-1.0,34.7,71.5,64.0,67.04,70.6,84.406,99.3,75.39,73.7,69.026535
931,-1.0,83.4,57.5,149.7,55.68,68.8,99.687,-1.0,63.2,75.9,61.05203
932,-1.0,27.9,55.0,86.9,-1.0,46.2,-1.0,51.9,59.69,1.11,60.4342
933,23.45,17.71,36.9,-1.0,-1.0,20.35,52.27,28.25,18.05,16.35,25.251486
934,-1.0,-1.0,-1.0,22.2,33.83,34.4,48.154,23.6,18.3,24.8,25.650991
935,10.1,73.0,-1.0,34.9,31.5,-1.0,30.19,-1.0,30.06,48.95,52.535427
936,13.8,20.3,-1.0,30.2,20.22,13.7,28.881,9.1,20.78,22.4,19.97883
937,16.7,19.8,-1.0,-1.0,28.7,11.2,33.468,-1.0,10.73,16.42,23.909359
938,-1.0,44.8,28.2,98.8,-1.0,32.6,97.329,-1.0,33.2,45.1,34.330967
939,-1.0,3.3,12.7,2.2,-1.0,-1.0,-1.0,-1.0,3.615,1.12,9.114668
940,16.3,-1.0,-1.0,32.0,25.67,10.3,35.105,9.8,11.84,11.7,17.589365
941,-1.0,61.3,64.6,50.0,56.2,67.3,82.684,53.1,113.35,66.4,80.66847
942,31.2,20.4,-1.0,48.9,29.56,25.0,66.155,14.9,19.09,26.8,25.652628
943,-1.0,77.8,40.3,91.1,101.9,68.6,142.49,-1.0,76.1,65.3,66.863205
944,-1.0,77.8,115.6,351.7,87.42,73.7,126.47,-1.0,79.8,169.9,95.860275
945,-1.0,80.9,123.9,-1.0,155.0,-1.0,121.89,-1.0,-1.0,142.42,89.06623
946,-1.0,19.4,23.7,21.8,-1.0,-1.0,-1.0,-1.0,-1.0,29.41,22.769545
947,-1.0,44.9,-1.0,-1.0,29.7,-1.0,21.645,-1.0,16.84,68.09,40.976192
948,40.29,62.5,35.74,-1.0,30.19,44.6,31.79,44.62,49.83,63.04,42.86905
949,-1.0,-1.0,32.9,32.1,49.88,23.2,44.568,35.9,25.7,25.7,27.781927
950,-1.0,-1.0,-1.0,-1.0,39.0,-1.0,29.376,-1.0,17.84,3.09,28.446825
951,-1.0,64.1,151.1,195.4,-1.0,61.4,-1.0,45.8,63.5,85.61,82.04702
952,-1.0,42.7,116.8,112.0,-1.0,-1.0,-1.0,33.9,46.36,70.64,73.519
953,-1.0,10.6,-1.0,-1.0,131.7,-1.0,101.53,-1.0,32.72,59.99,73.06395
954,57.18,92.83,61.06,-1.0,16.96,94.54,72.85,94.48,87.99,66.43,72.87833
955,-1.0,41.5,-1.0,72.0,58.09,32.8,61.211,37.6,34.39,55.1,40.36059
956,-1.0,28.5,48.3,71.0,38.52,27.3,66.665,-1.0,35.1,34.9,41.485798
957,-1.0,46.5,36.1,57.7,53.17,35.7,43.691,-1.0,45.0,41.8,42.18321
958,52.6,50.81,60.91,-1.0,44.01,47.37,46.51,52.5,-1.0,61.53,20.261314
959,-1.0,51.4,92.7,182.4,155.83,90.2,149.77,-1.0,71.2,104.9,80.587296
960,-1.0,35.8,26.9,25.3,-1.0,-1.0,-1.0,-1.0,19.97,27.02,26.347967
961,25.82,-1.0,59.07,26.13,33.72,54.88,35.44,62.05,22.53,46.86,34.23287
962,-1.0,-1.0,-1.0,76.5,25.43,26.4,59.521,35.4,24.8,58.0,31.71584
963,-1.0,76.0,78.2,-1.0,136.6,-1.0,91.909,-1.0,-1.0,90.69,69.29459
964,-1.0,47.4,50.8,82.2,-1.0,33.4,-1.0,37.1,36.85,45.72,41.64618
965,-1.0,-1.0,20.8,25.4,30.22,19.4,52.437,23.9,17.7,17.5,20.87475
966,-1.0,-1.0,47.66,43.44,-1.0,-1.0,134.96,37.72,23.06,25.53,27.158968
967,30.21,34.49,42.27,-1.0,-1.0,37.66,121.47,30.83,22.38,27.76,27.219915
968,4.7,-1.0,-1.0,19.0,-1.0,3.2,30.049,63.3,12.57,27.59,35.348007
969,-1.0,28.1,49.5,76.6,69.48,57.0,67.072,40.3,53.6,56.2,50.10138
970,-1.0,23.7,33.2,41.1,-1.0,23.6,41.239,33.8,24.4,34.8,28.517542
971,25.4,13.9,-1.0,-1.0,35.1,17.7,26.156,-1.0,23.52,33.06,28.583557
972,-1.0,56.4,53.2,146.0,73.77,30.1,168.65,134.7,37.6,46.1,52.15072
973,-1.0,-1.0,44.9,67.8,65.66,34.3,46.349,32.7,25.8,49.9,36.138767
974,-1.0,18.3,45.9,70.8,-1.0,56.3,-1.0,77.0,72.18,101.54,61.512516
975,-1.0,-1.0,15.8,27.0,41.6,19.1,99.003,20.1,13.6,36.2,18.760365
976,23.0,-1.0,-1.0,42.1,54.11,24.3,60.043,29.0,25.6,31.2,30.832006
977,-1.0,-1.0,11.4,20.0,27.85,16.3,26.926,32.5,22.1,26.5,20.516218
978,-1.0,57.4,50.5,-1.0,214.0,-1.0,91.525,-1.0,-1.0,24.53,71.34051
979,-1.0,6.2,-1.0,-1.0,31.1,-1.0,43.752,-1.0,14.36,18.34,20.50746
980,-1.0,-1.0,68.4,77.4,80.44,52.9,50.771,37.8,55.8,56.2,55.748432
981,-1.0,-1.0,-1.0,14.5,21.6,14.9,31.743,22.3,13.4,16.6,17.450453
982,125.9,72.7,69.5,61.3,119.7,75.6,322.09,89.7,73.67,82.0,69.56992
983,53.0,58.22,-1.0,-1.0,-1.0,31.12,148.53,56.45,45.52,42.35,37.305336
984,10.7,-1.0,-1.0,33.9,-1.0,-1.0,43.249,15.2,11.8,16.2,18.934053
985,-1.0,27.5,40.8,53.7,-1.0,36.1,-1.0,26.4,17.44,21.72,32.72674
986,48.34,75.48,76.87,-1.0,28.04,87.65,107.99,63.88,90.01,94.38,77.41805
987,67.6,-1.0,64.2,202.2,71.09,37.4,165.23,22.8,53.9,50.1,68.85912
988,34.5,28.3,-1.0,48.4,36.31,26.0,60.025,29.8,28.47,33.1,34.346584
989,-1.0,121.6,95.1,465.4,-1.0,63.7,-1.0,60.3,-1.0,335.02,107.10042
990,-1.0,62.0,54.4,161.4,67.47,58.0,74.222,-1.0,51.7,51.3,57.007256
991,-1.0,-1.0,-1.0,41.6,17.47,7.5,48.529,17.4,13.5,15.4,16.891544
992,-1.0,-1.0,-1.0,11.6,-1.0,12.7,40.39,8.7,7.8,8.9,12.626622
993,-1.0,23.1,29.1,38.3,-1.0,31.8,211.9,-1.0,40.5,34.7,35.390293
994,-1.0,-1.0,-1.0,-1.0,23.1,-1.0,26.742,-1.0,20.32,22.0,31.508717
995,-1.0,-1.0,-1.0,60.6,62.48,41.6,57.52,59.6,71.4,62.8,56.359974
996,73.79,94.75,176.65,-1.0,85.34,80.56,53.3,61.96,129.63,127.64,153.73163
997,-1.0,24.1,48.6,-1.0,39.6,-1.0,69.655,-1.0,25.68,1.49,39.168888
998,37.2,16.3,-1.0,42.7,36.7,19.5,59.406,-1.0,24.93,41.16,33.413055
999,-1.0,27.9,36.9,273.2,164.0,35.0,135.28,-1.0,99.8,90.1,72.85323
1000,-1.0,-1.0,10.2,8.1,11.79,9.0,16.568,12.8,9.5,10.2,10.199572
1001,-1.0,20.3,50.8,42.7,-1.0,22.7,-1.0,40.8,65.5,38.65,57.962967
1002,-1.0,40.9,52.4,97.5,-1.0,47.6,100.73,52.1,51.4,57.5,49.72079
1003,26.95,38.9,36.97,-1.0,-1.0,29.46,83.27,24.75,29.63,29.67,28.464445
1004,-1.0,-1.0,-1.0,23.7,47.78,21.7,64.705,34.3,25.7,14.0,28.282068
1005,-1.0,27.9,34.8,57.3,37.83,12.2,63.633,-1.0,35.6,49.5,34.53191
1006,-1.0,-1.0,23.1,12.0,26.31,10.9,78.802,18.3,20.6,18.1,19.704617
1007,-1.0,-1.0,-1.0,48.6,42.02,17.2,75.342,57.5,30.2,52.7,36.086376
1008,-1.0,-1.0,80.8,36.5,33.38,33.8,54.555,49.9,37.4,50.3,56.280186
1009,-1.0,80.7,49.1,86.6,91.14,60.1,82.139,-1.0,72.0,67.6,61.804028
1010,-1.0,35.9,81.4,52.5,-1.0,40.9,-1.0,22.5,23.23,35.43,32.60362
1011,-1.0,50.8,100.5,144.7,94.84,25.1,231.41,-1.0,45.5,53.2,63.61707
1012,-1.0,-1.0,-1.0,47.9,56.24,25.3,59.72,36.4,31.5,35.7,35.621143
1013,-1.0,13.5,19.2,14.9,-1.0,-1.0,-1.0,-1.0,19.66,17.44,26.60383
1014,-1.0,29.5,45.9,110.1,23.6,29.6,60.591,-1.0,-1.0,43.78,34.958794
1015,-1.0,45.4,47.0,-1.0,-1.0,38.7,-1.0,42.6,42.6,40.73,50.199886
1016,18.9,13.6,-1.0,18.7,31.7,8.6,17.932,-1.0,14.81,51.88,26.752666
1017,-1.0,-1.0,-1.0,38.5,32.51,24.3,38.252,30.1,48.1,43.6,37.79522
1018,18.28,57.07,29.33,-1.0,-1.0,78.05,73.2,27.76,34.87,28.73,31.231459
1019,-1.0,16.0,29.6,12.0,-1.0,-1.0,-1.0,-1.0,13.74,14.42,22.296976
1020,-1.0,23.1,32.7,59.8,-1.0,34.9,-1.0,44.4,-1.0,35.38,31.023867
1021,-1.0,33.9,38.0,18.6,-1.0,-1.0,-1.0,-1.0,42.44,57.94,40.780243
1022,-1.0,-1.0,41.5,74.2,62.24,33.0,68.943,63.1,47.4,40.3,42.900043
1023,-1.0,-1.0,-1.0,-1.0,48.3,-1.0,31.483,-1.0,27.03,56.66,46.029224
1024,-1.0,67.6,67.8,90.7,92.37,61.2,123.36,-1.0,51.9,70.0,64.344986
1025,-1.0,25.1,33.2,69.2,-1.0,25.5,140.23,22.9,27.6,32.1,31.071215
1026,4.2,-1.0,-1.0,19.7,-1.0,11.5,-1.0,15.1,14.5,36.3,18.369724
1027,-1.0,20.5,28.5,36.0,39.62,27.5,86.463,39.9,34.02,27.3,29.510237
1028,59.8,-1.0,-1.0,71.8,-1.0,53.0,72.373,63.2,66.15,65.1,61.304874
1029,28.8,32.7,-1.0,36.6,80.76,21.0,44.177,24.1,26.15,49.9,34.66433
1030,30.61,46.48,-1.0,-1.0,-1.0,20.78,67.22,32.83,60.68,27.71,41.44501
1031,-1.0,31.1,28.9,27.1,-1.0,-1.0,-1.0,-1.0,18.69,46.13,28.415735
1032,14.3,38.0,-1.0,25.1,28.9,24.2,33.525,-1.0,29.3,40.53,41.269855
1033,-1.0,20.7,70.9,40.1,-1.0,27.3,-1.0,19.6,22.54,29.39,41.509747
1034,-1.0,66.8,85.0,184.8,-1.0,90.9,-1.0,112.9,72.07,135.68,97.71741
1035,-1.0,31.1,52.2,28.4,-1.0,-1.0,-1.0,-1.0,23.68,40.11,35.465023
1036,-1.0,-1.0,-1.0,26.8,31.65,20.3,53.289,38.6,27.3,18.1,28.854414
1037,28.2,-1.0,46.6,76.4,67.9,28.0,46.918,27.6,27.8,37.2,30.481
1038,-1.0,4.4,27.6,-1.0,-1.0,-1.0,-1.0,-1.0,16.4,16.33,22.802752
1039,16.62,12.35,10.91,20.65,-1.0,-1.0,-1.0,10.94,12.21,10.79,9.811915
1040,-1.0,-1.0,13.0,25.5,21.15,11.9,91.122,23.1,16.2,12.5,16.416594
1041,37.5,35.2,-1.0,158.2,123.8,28.8,72.172,-1.0,36.61,26.23,53.744137
1042,-1.0,-1.0,-1.0,24.2,34.48,21.0,40.333,40.6,26.9,20.6,29.11347
1043,-1.0,-1.0,-1.0,12.8,21.67,16.2,28.672,20.0,14.8,2.3,17.378183
1044,8.22,12.68,-1.0,-1.0,-1.0,38.11,24.99,16.64,15.52,22.2,25.035887
1045,-1.0,102.7,39.3,296.7,91.61,36.3,255.47,80.0,67.16,51.6,56.503307
1046,22.6,23.8,-1.0,46.9,49.21,20.6,43.594,22.9,33.45,41.9,34.399
1047,-1.0,53.8,56.7,52.0,-1.0,-1.0,-1.0,23.7,58.73,29.01,53.8158
1048,17.34,31.15,21.45,-1.0,-1.0,32.87,48.0,50.4,65.37,30.19,44.896038
1049,-1.0,-1.0,70.1,150.9,134.99,76.3,106.78,77.8,81.7,52.3,74.21149
1050,-1.0,33.5,37.9,61.6,38.37,32.4,51.807,-1.0,30.7,33.3,35.937923
1051,-1.0,37.9,72.8,91.5,53.66,42.0,107.38,48.7,47.02,42.3,55.274174
1052,-1.0,16.9,46.2,108.0,-1.0,23.2,-1.0,18.4,26.68,35.45,49.31914
1053,13.55,21.95,-1.0,-1.0,38.13,2.12,98.31,17.35,24.21,19.51,25.104698
1054,-1.0,29.0,47.6,46.7,-1.0,42.5,-1.0,53.4,44.68,55.25,49.10966
1055,6.3,-1.0,-1.0,17.0,-1.0,7.0,-1.0,5.5,9.11,17.4,10.720975
1056,-1.0,35.8,41.0,62.2,106.31,30.4,62.838,-1.0,32.4,34.2,45.500607
1057,30.22,27.11,-1.0,-1.0,-1.0,30.73,14.89,24.01,26.11,27.41,32.333443
1058,16.1,21.3,-1.0,-1.0,19.3,7.6,30.485,-1.0,30.46,38.66,39.291428
1059,-1.0,20.6,14.1,19.5,-1.0,-1.0,-1.0,-1.0,10.27,16.55,45.71814
1060,-1.0,47.4,53.2,79.2,58.06,54.8,142.55,-1.0,60.7,67.1,61.15965
1061,-1.0,16.8,8.8,8.2,-1.0,-1.0,-1.0,-1.0,14.55,18.65,26.619814
1062,67.58,43.85,53.92,148.14,-1.0,43.43,-1.0,34.17,43.39,43.38,58.049206
1063,-1.0,1.7,24.4,27.1,-1.0,-1.0,-1.0,-1.0,14.55,19.59,26.080954
1064,38.0,27.3,-1.0,37.5,35.61,46.9,42.059,32.3,30.9,40.0,36.30281
1065,-1.0,-1.0,-1.0,25.4,29.82,19.8,53.559,21.9,41.9,27.1,32.873386
1066,12.74,13.92,10.55,15.93,-1.0,-1.0,-1.0,11.18,7.79,15.35,14.2380495
1067,-1.0,22.9,75.0,32.3,-1.0,-1.0,-1.0,-1.0,-1.0,119.67,29.536886
1068,19.07,59.9,59.88,213.99,-1.0,33.26,-1.0,18.27,47.64,64.75,61.56213
1069,-1.0,27.2,67.0,-1.0,21.7,-1.0,43.88,-1.0,-1.0,18.07,33.105244
1070,27.6,28.5,-1.0,42.6,28.29,34.1,62.633,35.5,40.46,44.4,38.463825
1071,-1.0,34.4,42.9,69.9,-1.0,27.6,-1.0,26.1,26.62,41.08,35.684826
1072,11.26,18.12,-1.0,-1.0,-1.0,15.9,65.85,18.14,19.33,14.98,18.556467
1073,27.06,25.12,26.58,-1.0,-1.0,18.71,94.87,23.41,18.75,30.02,18.231014
1074,-1.0,37.7,63.4,143.6,137.8,35.2,121.42,-1.0,-1.0,49.21,70.76039
1075,-1.0,16.9,29.0,63.4,-1.0,31.9,-1.0,17.3,49.9,29.15,42.40594
