,AGU,ATM,LDO,LPIN,OBL,SFE,TLA,VAL,CEN,MIR_med,MIR_pred
903,-1.0,-1.0,-1.0,-1.0,-1.0,9.053,4.13,-1.0,11.52,5.6,18.094898
904,14.9,-1.0,-1.0,31.5,10.9,42.978,21.1,33.0,20.48,25.61,28.743649
905,37.8,49.5,-1.0,42.3,51.6,65.279,-1.0,47.7,50.11,46.15,61.460815
906,-1.0,67.2,53.7,92.6,50.1,163.1,46.5,74.5,66.26,148.77,92.25814
907,37.2,45.54,-1.0,-1.0,47.64,101.51,63.65,51.77,60.39,48.92,49.19293
908,64.5,66.2,65.9,73.4,51.2,96.751,52.5,70.7,60.99,53.93,59.440758
909,-1.0,9.2,36.9,-1.0,-1.0,49.681,8.25,-1.0,16.32,27.4,21.336134
910,35.0,-1.0,-1.0,18.5,25.8,63.154,-1.0,40.1,32.12,26.02,39.07
911,39.65,-1.0,42.67,-1.0,44.38,79.98,44.89,34.55,39.4,36.13,66.61045
912,14.6,23.3,-1.0,22.0,13.4,29.47,-1.0,22.9,23.27,23.54,29.186098
913,-1.0,43.7,23.7,120.3,34.2,89.704,33.3,-1.0,23.2,47.33,63.69985
914,15.8,6.5,-1.0,24.4,17.7,39.676,29.55,-1.0,22.2,30.4,30.27189
915,-1.0,-1.0,-1.0,35.6,28.1,32.063,32.3,42.1,31.0,27.6,36.85001
916,-1.0,-1.0,88.49,129.81,-1.0,23.02,-1.0,-1.0,-1.0,28.39,52.996696
917,-1.0,-1.0,-1.0,27.2,26.9,46.969,23.8,4.6,21.7,7.45,33.45163
918,11.1,5.6,-1.0,-1.0,19.9,33.188,16.92,-1.0,9.76,33.4,20.418512
919,-1.0,67.3,46.4,138.3,65.1,175.3,38.1,-1.0,44.6,205.53,113.2671
920,64.7,74.7,-1.0,79.5,23.2,123.55,63.1,76.7,71.83,7.99,104.14697
921,-1.0,67.9,67.6,154.7,26.5,138.57,53.2,-1.0,38.8,190.21,93.398834
922,41.06,63.73,53.9,-1.0,43.23,77.59,48.22,47.22,43.4,74.52,81.925514
923,-1.0,-1.0,54.3,82.7,72.9,148.79,33.8,112.1,67.1,82.73,90.82781
924,-1.0,-1.0,-1.0,15.8,16.5,29.578,24.5,37.4,21.9,19.39,29.938179
925,-1.0,-1.0,24.0,40.19,-1.0,-1.0,-1.0,-1.0,-1.0,54.61,67.31549
926,67.5,48.4,-1.0,59.8,23.2,81.888,58.8,51.7,61.32,63.34,99.596725
927,19.4,15.2,-1.0,-1.0,15.6,30.83,20.14,-1.0,15.21,54.3,24.543898
928,8.9,25.0,-1.0,-1.0,16.8,14.494,29.71,-1.0,8.5,14.4,20.050117
929,-1.0,-1.0,66.1,69.6,-1.0,79.468,-1.0,-1.0,-1.0,80.0,42.34014
930,-1.0,24.1,48.6,-1.0,-1.0,69.655,1.49,-1.0,25.68,39.6,30.974482
931,-1.0,70.98,47.14,88.28,50.53,88.45,50.89,55.06,37.95,34.29,68.44507
932,-1.0,51.8,48.7,33.6,38.3,41.844,61.8,-1.0,66.59,46.45,52.263035
933,-1.0,11.3,46.7,116.2,-1.0,73.184,-1.0,-1.0,-1.0,45.1,53.977135
934,73.1,52.9,107.4,61.8,63.0,94.522,76.8,26.4,56.42,86.4,68.34084
935,7.7,22.5,-1.0,16.1,11.7,27.675,33.52,-1.0,11.03,14.7,17.106123
936,-1.0,-1.0,-1.0,82.2,16.3,76.247,28.6,21.8,-1.0,19.74,62.468796
937,-1.0,36.4,50.3,100.5,31.1,109.26,44.1,-1.0,48.8,59.41,71.93004
938,-1.0,30.0,43.9,99.9,45.6,145.9,53.1,55.4,46.81,77.08,87.93257
939,25.8,-1.0,-1.0,52.2,51.7,53.221,-1.0,66.0,41.93,57.98,50.03178
940,-1.0,-1.0,-1.0,14.5,3.0,28.212,31.0,14.7,12.3,28.3,18.133549
941,17.5,15.8,-1.0,29.9,17.4,44.545,-1.0,13.1,19.79,23.52,33.572666
942,39.4,-1.0,-1.0,55.8,36.2,79.673,-1.0,28.9,-1.0,52.06,45.70812
943,52.6,34.5,-1.0,42.0,28.3,-1.0,45.2,-1.0,34.31,53.4,60.071537
944,-1.0,-1.0,41.3,121.38,-1.0,116.98,-1.0,-1.0,-1.0,39.96,67.28774
945,18.6,-1.0,-1.0,3.6,18.2,36.289,-1.0,12.5,5.48,13.51,25.39783
946,-1.0,-1.0,-1.0,39.5,11.8,82.389,31.35,-1.0,-1.0,36.0,37.774357
947,22.2,59.2,-1.0,-1.0,25.3,43.982,62.36,-1.0,39.94,39.0,60.249107
948,-1.0,64.1,61.9,93.6,57.9,105.02,70.1,-1.0,72.1,67.8,97.907196
949,20.0,35.5,-1.0,50.9,37.2,47.027,39.4,36.3,42.06,30.28,36.971825
950,-1.0,24.7,20.4,91.1,12.1,92.599,18.0,-1.0,11.3,34.48,35.27793
951,26.9,-1.0,-1.0,89.3,32.6,-1.0,-1.0,29.6,21.4,44.63,45.842747
952,-1.0,22.4,-1.0,-1.0,-1.0,47.419,30.69,-1.0,16.3,22.9,43.282192
953,-1.0,-1.0,30.0,32.3,16.7,59.065,9.08,-1.0,-1.0,35.4,27.968388
954,-1.0,22.7,-1.0,-1.0,-1.0,35.845,22.03,-1.0,21.85,22.9,32.750763
955,13.7,-1.0,-1.0,25.3,-1.0,37.673,-1.0,-1.0,16.57,32.3,39.976517
956,23.53,23.53,29.35,-1.0,20.62,76.24,29.27,26.65,20.99,29.26,92.09561
957,-1.0,77.7,55.8,137.2,50.3,106.83,63.9,-1.0,80.0,97.79,90.787125
958,-1.0,-1.0,-1.0,-1.0,-1.0,29.239,49.97,-1.0,26.81,36.0,50.080368
959,-1.0,75.5,87.8,274.2,81.0,208.63,104.5,-1.0,74.8,169.21,183.9857
960,-1.0,-1.0,-1.0,-1.0,-1.0,72.134,67.8,-1.0,36.76,82.1,59.85324
961,75.75,-1.0,61.23,-1.0,64.88,89.73,40.38,40.12,53.2,47.48,73.547615
962,40.6,60.1,151.9,102.5,72.5,180.06,159.9,64.8,170.03,250.93,97.26392
963,69.7,45.6,44.2,63.8,47.8,130.67,37.2,47.9,46.05,91.09,46.529808
964,-1.0,59.3,91.0,211.8,58.2,197.57,49.4,-1.0,37.8,201.5,115.62246
965,-1.0,-1.0,-1.0,-1.0,8.7,26.181,7.8,9.5,4.3,36.07,12.268008
966,-1.0,126.1,104.0,607.6,88.5,523.09,273.82,-1.0,-1.0,639.7,479.59494
967,-1.0,5.9,39.5,-1.0,-1.0,72.378,7.36,-1.0,14.54,17.2,25.013502
968,-1.0,25.4,37.3,40.6,24.4,49.523,37.6,-1.0,23.8,31.27,39.42478
969,-1.0,78.4,87.6,44.1,47.5,82.606,41.23,-1.0,-1.0,55.5,79.78666
970,24.5,16.3,-1.0,37.0,21.3,40.426,-1.0,21.5,16.31,35.49,34.090866
971,-1.0,19.7,22.4,31.6,27.2,160.01,5.2,21.9,16.38,44.95,30.513252
972,24.1,30.4,-1.0,-1.0,21.8,24.316,44.85,-1.0,15.89,43.2,31.483055
973,68.6,-1.0,-1.0,233.6,68.5,121.16,74.5,47.8,93.01,120.09,152.04173
974,-1.0,18.6,-1.0,-1.0,-1.0,11.162,31.79,-1.0,9.29,14.7,20.59687
975,-1.0,-1.0,-1.0,30.7,25.3,78.409,30.0,20.2,18.5,33.9,36.375412
976,-1.0,49.0,70.4,90.1,47.0,93.484,76.7,-1.0,54.7,81.54,96.421814
977,-1.0,32.4,11.5,32.1,19.2,50.327,41.0,59.0,33.68,36.68,36.120213
978,8.9,-1.0,30.0,31.3,16.1,46.211,19.3,20.8,21.65,14.97,25.99151
979,-1.0,16.4,16.5,-1.0,-1.0,25.278,10.1,-1.0,-1.0,31.4,8.262417
980,-1.0,28.8,58.5,82.3,38.7,142.24,30.8,-1.0,14.6,37.4,63.527275
981,33.1,-1.0,-1.0,25.7,-1.0,48.124,-1.0,-1.0,17.11,87.4,35.89306
982,23.12,21.88,23.34,-1.0,23.04,25.58,19.66,26.19,24.37,39.05,81.24987
983,1.26,8.27,-1.0,-1.0,10.44,101.25,-1.0,9.57,3.86,51.51,33.41171
984,3.9,13.1,-1.0,11.9,-1.0,12.433,14.11,-1.0,4.23,4.1,15.913682
985,-1.0,-1.0,-1.0,31.9,22.7,45.564,36.3,46.4,-1.0,33.22,38.32582
986,-1.0,-1.0,72.37,29.96,-1.0,59.31,-1.0,-1.0,-1.0,52.17,34.12242
987,-1.0,54.3,60.3,149.0,40.4,114.9,51.1,-1.0,34.2,60.91,89.416435
988,-1.0,16.6,15.1,18.7,1.3,41.174,4.5,13.4,3.83,37.39,21.38186
989,-1.0,34.5,-1.0,-1.0,-1.0,44.791,39.12,-1.0,24.27,44.6,40.371693
990,36.43,57.65,147.63,-1.0,120.34,88.49,126.48,84.29,108.65,15.44,71.433205
991,-1.0,89.2,97.8,167.0,72.5,240.1,82.3,58.5,79.49,94.75,126.043365
992,35.4,-1.0,-1.0,59.6,9.9,54.363,15.6,9.7,26.14,33.73,42.85692
993,21.6,-1.0,-1.0,21.1,35.6,49.21,51.96,-1.0,29.47,43.7,41.905514
994,14.2,54.8,-1.0,-1.0,38.8,55.581,61.36,-1.0,40.31,38.3,45.34565
995,-1.0,-1.0,-1.0,57.9,23.7,62.471,42.6,26.9,33.1,105.41,41.72159
996,-1.0,12.3,-1.0,-1.0,-1.0,32.669,19.21,-1.0,26.58,20.2,34.196575
997,-1.0,-1.0,30.4,61.6,19.5,85.567,27.5,43.2,25.0,52.24,44.554993
998,17.1,-1.0,-1.0,-1.0,27.3,55.611,91.12,-1.0,42.81,61.5,47.76172
999,94.9,30.2,42.3,62.3,36.8,91.094,38.3,48.0,46.67,98.55,61.44268
1000,-1.0,-1.0,1.81,23.38,-1.0,55.69,-1.0,-1.0,-1.0,28.74,40.219887
1001,42.4,-1.0,98.3,200.8,40.4,95.418,136.8,48.1,117.89,220.61,248.22267
1002,5.8,15.5,-1.0,-1.0,8.4,23.86,20.52,-1.0,15.43,30.9,22.957617
1003,-1.0,70.7,167.0,110.0,67.5,219.63,110.9,-1.0,66.2,173.93,135.31429
1004,-1.0,-1.0,-1.0,30.6,20.0,50.645,22.9,24.4,25.4,35.27,31.026686
1005,20.7,-1.0,-1.0,16.1,-1.0,34.904,35.73,-1.0,26.36,30.2,30.688475
1006,-1.0,20.0,24.1,-1.0,-1.0,37.83,-1.0,-1.0,-1.0,36.2,31.201078
1007,-1.0,102.8,122.6,248.5,98.3,148.65,-1.0,-1.0,77.6,237.37,139.45494
1008,-1.0,-1.0,162.2,241.3,66.7,101.83,68.5,112.9,72.9,150.47,80.07235
1009,-1.0,55.4,54.6,245.7,72.2,178.83,99.6,-1.0,-1.0,187.56,148.26047
1010,-1.0,19.3,31.2,31.2,29.0,126.16,27.6,42.1,32.77,49.12,46.664104
1011,-1.0,-1.0,16.99,28.03,-1.0,48.74,-1.0,-1.0,-1.0,42.88,31.68831
1012,12.2,5.9,-1.0,-1.0,16.4,30.664,23.9,-1.0,22.05,23.0,33.34851
1013,-1.0,31.1,42.1,60.4,20.4,52.948,42.4,-1.0,31.9,57.18,53.564606
1014,35.2,60.6,-1.0,98.8,23.2,75.042,37.7,64.1,43.9,46.45,66.94095
1015,-1.0,38.5,53.5,59.2,37.8,50.131,58.8,-1.0,57.1,92.54,59.19743
1016,-1.0,35.4,30.2,107.8,22.6,70.621,19.4,-1.0,18.3,32.28,43.195854
1017,-1.0,-1.0,-1.0,24.8,15.6,105.73,24.8,39.3,16.3,34.17,34.10278
1018,-1.0,31.1,107.6,86.3,53.6,77.855,51.6,-1.0,51.2,83.8,65.48811
1019,10.1,13.0,-1.0,19.3,8.8,20.578,46.7,-1.0,17.77,20.4,27.514956
1020,-1.0,8.0,21.6,14.9,16.7,22.188,24.4,11.2,22.7,8.61,19.046892
1021,-1.0,24.3,29.0,-1.0,-1.0,40.696,-1.0,-1.0,-1.0,18.8,38.147686
1022,28.5,-1.0,-1.0,43.4,18.8,40.497,51.4,22.8,40.73,57.42,51.544773
1023,-1.0,29.9,35.6,21.6,35.9,34.359,30.0,-1.0,35.1,23.67,31.693317
1024,11.9,23.9,-1.0,25.4,23.2,-1.0,33.46,-1.0,19.32,22.1,34.96189
1025,-1.0,42.0,68.6,-1.0,-1.0,124.11,103.59,-1.0,-1.0,249.1,204.60114
1026,21.7,0.5,-1.0,15.6,11.9,34.856,-1.0,7.8,13.15,15.74,22.77706
1027,-1.0,13.17,20.6,22.25,18.61,218.79,14.52,14.09,9.02,12.68,19.664267
1028,19.7,3.9,-1.0,23.8,11.5,50.762,29.38,-1.0,9.9,39.4,27.518187
1029,21.27,26.81,30.76,-1.0,24.3,67.82,20.1,21.8,25.95,143.19,118.04525
1030,-1.0,-1.0,-1.0,18.8,11.5,19.37,16.8,13.4,14.8,21.2,21.872442
1031,61.2,60.7,-1.0,110.3,39.1,91.907,-1.0,63.9,45.35,67.99,85.58543
1032,-1.0,27.9,42.3,-1.0,-1.0,114.75,43.74,-1.0,-1.0,72.1,110.18421
1033,39.0,-1.0,-1.0,67.6,-1.0,57.578,33.6,34.9,33.64,57.28,53.75988
1034,-1.0,28.1,43.6,206.3,39.0,222.24,24.2,86.3,49.4,228.61,104.261
1035,-1.0,-1.0,-1.0,15.5,9.3,23.305,11.9,15.7,9.1,12.33,16.281874
1036,58.9,46.6,-1.0,54.2,57.9,91.774,-1.0,72.9,60.5,85.49,76.48571
1037,-1.0,-1.0,16.7,27.4,18.9,35.364,22.8,54.1,21.8,25.1,30.55959
1038,-1.0,-1.0,55.2,28.4,31.6,31.41,34.8,35.4,43.3,49.67,30.670374
1039,-1.0,53.2,100.9,-1.0,-1.0,104.19,109.09,-1.0,-1.0,148.1,145.61926
1040,-1.0,43.0,102.5,78.8,72.6,120.34,84.8,-1.0,82.1,165.01,101.98606
1041,15.3,-1.0,-1.0,25.4,41.9,29.889,18.2,4.9,7.9,10.12,19.239935
1042,100.42,82.46,67.47,-1.0,83.32,139.6,82.31,133.47,70.92,47.07,95.727196
1043,39.8,64.2,-1.0,-1.0,36.1,70.518,82.35,-1.0,54.47,74.5,83.926605
1044,-1.0,-1.0,-1.0,32.1,28.4,55.491,23.9,27.0,21.9,50.95,32.88644
1045,-1.0,53.7,87.9,138.4,54.3,185.17,71.4,-1.0,65.9,70.47,103.69492
1046,-1.0,29.7,42.6,-1.0,-1.0,41.2,-1.0,-1.0,-1.0,65.0,40.576862
1047,-1.0,58.3,61.9,173.7,44.0,134.25,84.5,81.6,74.89,170.45,132.57289
1048,28.57,26.1,52.3,-1.0,43.44,46.03,39.32,37.39,34.18,116.97,75.120476
1049,84.6,72.9,-1.0,131.1,81.9,148.33,-1.0,89.5,84.54,116.26,122.31952
1050,-1.0,43.6,57.2,107.3,36.1,62.944,44.6,-1.0,38.7,61.17,53.0568
1051,-1.0,-1.0,-1.0,43.5,7.7,36.728,12.7,5.3,8.3,13.26,27.950058
1052,-1.0,48.4,-1.0,-1.0,-1.0,58.807,44.14,-1.0,52.99,29.6,49.12938
1053,65.32,58.81,69.48,-1.0,63.07,122.47,60.74,99.3,59.3,37.37,72.19598
1054,54.4,68.1,-1.0,142.8,86.8,139.14,-1.0,24.6,86.9,194.9,124.06152
1055,8.6,31.4,-1.0,-1.0,10.9,-1.0,29.26,-1.0,2.15,18.5,17.878824
1056,29.8,-1.0,-1.0,46.3,13.7,66.991,23.5,15.0,25.3,39.52,38.23807
1057,25.7,34.0,-1.0,57.0,25.7,52.984,-1.0,32.6,33.49,69.8,47.190563
1058,22.5,-1.0,13.6,-1.0,23.1,70.62,15.7,14.3,17.62,18.15,97.76405
1059,-1.0,-1.0,-1.0,23.6,13.8,27.227,21.0,19.7,14.0,30.3,27.948318
1060,-1.0,-1.0,-1.0,64.9,36.9,66.183,45.0,42.3,61.0,42.21,49.127266
1061,90.1,47.2,81.7,44.4,58.9,108.84,78.9,120.9,66.11,101.48,76.963295
1062,-1.0,31.5,37.9,42.6,43.4,46.786,42.3,-1.0,42.4,46.32,41.85107
1063,12.8,13.9,-1.0,40.9,-1.0,30.111,41.74,-1.0,16.04,14.9,35.54387
1064,-1.0,27.2,75.2,-1.0,-1.0,75.374,135.09,-1.0,22.79,184.8,144.18515
1065,-1.0,19.0,-1.0,-1.0,-1.0,14.607,21.37,-1.0,13.32,40.3,22.974756
1066,-1.0,-1.0,-1.0,27.4,17.2,117.46,29.3,18.1,14.1,26.55,38.562027
1067,48.34,44.9,47.45,-1.0,36.62,40.58,42.37,29.73,49.19,61.99,52.307907
1068,-1.0,-1.0,-1.0,-1.0,-1.0,32.186,1.59,-1.0,13.27,32.7,26.657574
1069,-1.0,35.8,47.5,-1.0,-1.0,78.959,31.85,-1.0,15.86,45.9,43.449802
1070,22.0,-1.0,-1.0,17.2,-1.0,31.776,25.53,-1.0,24.31,29.3,25.268908
1071,-1.0,-1.0,44.5,161.9,41.4,313.93,120.27,-1.0,-1.0,154.7,157.005
1072,-1.0,28.2,44.1,36.2,26.6,70.583,41.3,-1.0,29.3,41.39,50.274483
1073,-1.0,67.6,-1.0,-1.0,-1.0,98.608,54.99,-1.0,44.71,85.0,65.60432
1074,-1.0,41.6,32.2,64.7,15.8,73.63,36.2,-1.0,47.6,36.17,57.075855
1075,-1.0,60.0,32.9,46.4,48.8,143.31,35.7,-1.0,33.5,67.42,108.8812
1076,-1.0,98.8,63.6,149.8,70.2,224.93,76.2,77.0,106.0,160.64,124.02901
1077,-1.0,14.0,3.0,-1.0,-1.0,16.537,15.72,-1.0,8.19,13.3,18.981487
1078,-1.0,120.9,175.0,339.7,83.3,240.34,118.5,101.9,123.9,79.18,110.23418
1079,13.0,21.7,-1.0,-1.0,17.4,52.242,25.22,-1.0,15.92,22.2,36.471287
1080,-1.0,13.9,-1.0,-1.0,-1.0,21.356,85.65,-1.0,11.32,26.6,39.030155
1081,14.7,-1.0,-1.0,133.5,9.2,56.149,48.0,18.0,52.1,46.41,86.855354
1082,-1.0,9.7,24.1,36.1,23.0,52.198,23.6,43.3,22.5,38.83,31.53204
1083,-1.0,-1.0,32.3,46.7,39.8,52.608,43.3,75.6,39.6,33.63,49.640617
1084,-1.0,46.2,51.6,50.0,37.7,47.744,42.3,-1.0,39.7,39.26,52.76238
1085,-1.0,24.4,24.7,-1.0,-1.0,21.05,24.59,-1.0,12.39,15.1,14.649816
1086,-1.0,-1.0,32.7,44.0,33.6,106.93,26.4,92.7,43.1,66.23,56.26406
1087,-1.0,-1.0,-1.0,-1.0,-1.0,28.186,23.45,-1.0,9.74,19.0,16.520206
1088,30.65,27.49,26.84,-1.0,25.37,48.92,26.16,31.76,25.52,44.23,102.01683
1089,-1.0,-1.0,7.9,28.8,27.5,46.023,25.9,61.9,29.1,41.15,34.71413
1090,-1.0,-1.0,-1.0,36.7,22.2,40.858,25.6,23.8,26.4,37.28,31.38319
1091,-1.0,26.8,40.6,87.6,30.0,82.441,47.6,-1.0,30.2,122.65,72.852715
1092,80.4,67.3,-1.0,138.0,81.5,112.97,-1.0,81.7,67.65,199.66,115.68831
1093,-1.0,18.2,75.4,-1.0,-1.0,41.533,-1.0,-1.0,-1.0,52.7,38.393677
1094,-1.0,31.9,37.6,80.9,46.2,73.239,49.6,-1.0,45.9,58.18,57.307453
1095,36.7,42.5,-1.0,103.9,23.2,66.59,-1.0,39.3,36.88,38.01,53.87184
1096,-1.0,27.8,48.3,72.8,23.9,71.899,35.8,-1.0,21.8,39.68,54.875294
1097,-1.0,-1.0,19.75,23.99,-1.0,132.3,-1.0,-1.0,-1.0,28.86,33.019653
1098,16.13,16.61,25.03,-1.0,9.77,34.46,24.38,19.88,14.45,58.3,33.055134
1099,-1.0,26.9,32.7,65.8,26.2,77.352,32.9,-1.0,-1.0,48.13,55.57571
1100,9.43,18.53,22.38,-1.0,10.61,83.67,5.09,13.46,12.07,98.57,70.81851
1101,-1.0,-1.0,-1.0,24.2,15.7,36.856,11.4,14.0,21.3,30.59,22.192087
1102,-1.0,-1.0,-1.0,16.6,15.3,22.751,12.2,26.9,21.6,23.63,18.650515
1103,-1.0,54.0,34.2,55.3,41.4,189.39,53.0,-1.0,40.6,70.77,98.139175
1104,-1.0,-1.0,-1.0,-1.0,-1.0,41.432,24.45,-1.0,21.66,26.5,37.317696
1105,28.7,24.9,-1.0,84.4,33.1,64.527,-1.0,24.5,24.04,32.6,40.478
1106,-1.0,51.1,77.5,147.8,55.1,90.766,44.5,-1.0,37.7,44.93,71.38702
1107,-1.0,58.6,69.7,50.6,-1.0,47.94,-1.0,-1.0,-1.0,52.8,60.79455
1108,-1.0,21.0,28.1,-1.0,-1.0,44.924,45.31,-1.0,39.69,51.9,42.352882
1109,27.2,30.7,-1.0,59.8,42.7,82.631,31.6,29.6,28.46,31.2,39.765236
1110,13.7,9.0,-1.0,32.1,-1.0,14.769,-1.0,-1.0,-1.0,38.6,13.366014
1111,-1.0,48.3,53.2,143.5,53.5,104.75,74.9,-1.0,61.1,122.42,102.34989
1112,38.5,-1.0,-1.0,-1.0,37.0,86.915,88.18,-1.0,47.55,69.8,79.42197
1113,-1.0,41.2,43.7,56.7,42.0,135.16,31.64,-1.0,-1.0,58.8,58.37532
1114,-1.0,22.8,-1.0,-1.0,-1.0,27.783,37.57,-1.0,8.53,33.2,27.910686
1115,-1.0,31.6,46.3,102.1,31.6,52.88,36.6,-1.0,42.6,37.5,43.817734
1116,-1.0,3.5,62.6,71.2,-1.0,70.179,-1.0,-1.0,-1.0,41.5,44.578045
1117,-1.0,-1.0,27.5,60.6,31.5,47.028,41.6,63.3,45.4,37.16,47.34493
1118,-1.0,32.1,36.5,47.7,32.1,53.858,40.6,-1.0,30.7,59.58,45.414364
1119,-1.0,50.6,57.3,-1.0,30.2,72.702,51.7,-1.0,57.1,50.3,62.720932
1120,-1.0,3.5,-1.0,-1.0,-1.0,31.698,9.64,-1.0,8.15,15.1,16.393639
1121,27.5,16.4,-1.0,40.7,13.0,45.23,42.4,16.3,32.61,38.19,56.712048
1122,-1.0,-1.0,-1.0,48.8,20.5,77.572,25.8,44.3,24.7,47.43,43.28739
1123,-1.0,-1.0,42.35,42.04,-1.0,-1.0,-1.0,-1.0,-1.0,72.8,48.654575
1124,-1.0,-1.0,-1.0,51.4,23.1,45.221,31.1,45.4,37.4,34.83,35.41503
1125,-1.0,-1.0,-1.0,11.3,19.5,9.56,12.8,9.1,13.8,20.53,16.479397
1126,-1.0,56.2,74.7,62.5,55.0,108.15,67.5,83.2,75.6,63.98,84.53067
1127,-1.0,-1.0,-1.0,-1.0,-1.0,46.901,0.71,-1.0,11.43,19.9,25.169428
1128,-1.0,-1.0,105.06,163.7,-1.0,-1.0,-1.0,-1.0,-1.0,45.44,55.681953
1129,16.2,25.3,-1.0,-1.0,-1.0,28.34,49.09,-1.0,31.06,20.6,49.50981
1130,23.6,43.3,-1.0,53.0,23.7,77.586,-1.0,28.9,23.95,33.23,39.861893
1131,-1.0,23.7,37.2,47.7,35.0,80.826,52.2,-1.0,46.6,43.03,59.812046
1132,37.7,54.0,31.9,40.0,39.5,56.499,51.0,46.7,36.61,22.65,35.832325
1133,-1.0,7.2,21.8,18.7,4.6,34.418,8.6,9.7,8.6,17.06,17.92591
1134,-1.0,-1.0,28.0,26.1,17.0,58.448,24.5,16.7,22.5,15.75,29.946995
1135,2.2,9.5,-1.0,53.7,-1.0,42.453,15.15,-1.0,19.54,38.1,31.29302
1136,16.33,50.33,-1.0,-1.0,65.56,210.91,70.41,30.31,88.91,47.56,57.595295
1137,30.7,46.8,-1.0,19.7,10.4,-1.0,20.04,-1.0,9.44,20.8,40.175713
1138,7.24,24.56,-1.0,-1.0,19.32,28.07,-1.0,12.33,19.89,28.79,35.440548
1139,93.43,106.17,101.08,-1.0,96.83,109.54,109.15,68.36,122.72,31.51,57.89052
1140,-1.0,68.9,64.3,255.4,42.9,139.25,50.3,49.8,-1.0,123.77,83.41639
1141,-1.0,67.3,-1.0,-1.0,-1.0,78.405,68.5,-1.0,48.75,137.2,79.44009
1142,-1.0,42.0,48.4,117.6,38.4,106.22,39.8,-1.0,47.3,78.69,76.981064
1143,-1.0,-1.0,-1.0,22.3,-1.0,46.962,23.4,39.0,24.2,29.49,26.237015
1144,31.7,-1.0,-1.0,24.3,21.8,65.293,21.8,18.9,38.76,28.52,38.12959
1145,60.1,-1.0,11.6,17.8,25.7,85.353,31.7,51.2,33.49,42.97,49.95192
1146,-1.0,43.4,104.3,131.2,49.4,123.15,97.4,-1.0,75.0,108.21,138.96623
1147,-1.0,-1.0,-1.0,17.5,10.8,18.176,22.1,15.2,9.7,10.84,14.433589
1148,-1.0,9.9,33.1,44.3,21.7,82.559,23.5,22.0,26.29,40.24,38.295017
1149,20.9,-1.0,41.12,-1.0,27.07,38.72,35.17,15.36,31.79,69.93,34.20368
1150,12.4,-1.0,-1.0,-1.0,12.9,24.583,56.7,-1.0,18.34,20.8,30.046108
1151,26.5,23.6,-1.0,24.2,28.4,56.248,-1.0,23.8,20.57,30.95,31.864412
1152,99.4,81.8,102.5,326.5,59.4,195.82,137.4,85.2,99.39,121.71,198.95482
1153,-1.0,-1.0,117.4,348.3,54.5,216.51,107.83,-1.0,-1.0,233.3,143.01915
1154,20.9,57.9,-1.0,50.3,27.4,63.17,61.97,-1.0,25.65,38.1,42.63942
1155,-1.0,-1.0,-1.0,-1.0,-1.0,50.245,105.24,-1.0,42.35,103.3,52.73975
1156,7.4,7.8,-1.0,7.7,-1.0,9.036,28.69,-1.0,20.64,7.1,21.809267
1157,-1.0,-1.0,6.1,15.5,12.0,43.979,15.4,14.1,15.4,25.66,22.21559
1158,-1.0,30.1,45.4,61.7,32.0,58.313,48.1,-1.0,26.0,55.61,53.82787
1159,28.9,56.4,-1.0,22.9,24.2,44.895,-1.0,-1.0,19.2,42.1,34.282494
1160,-1.0,7.5,-1.0,-1.0,-1.0,48.397,55.54,-1.0,24.68,12.1,43.91313
1161,1.02,5.51,-1.0,-1.0,5.17,140.11,-1.0,5.33,5.66,35.53,32.90155
1162,16.6,-1.0,-1.0,68.9,15.1,74.098,43.8,32.3,31.2,37.5,45.24135
1163,42.5,40.8,-1.0,70.4,42.6,74.294,26.6,25.2,37.94,36.16,59.668137
1164,47.2,28.3,-1.0,47.8,32.8,52.421,55.28,-1.0,33.46,58.2,53.122833
1165,-1.0,-1.0,-1.0,72.2,27.3,42.339,29.4,42.3,29.4,40.05,39.06033
1166,-1.0,56.1,85.8,-1.0,-1.0,85.114,78.27,-1.0,-1.0,103.9,88.19983
1167,17.24,46.37,33.26,-1.0,44.32,17.55,28.2,14.55,36.19,82.1,27.546946
1168,-1.0,47.5,78.6,67.5,47.2,75.436,49.5,-1.0,63.5,91.72,76.296936
1169,-1.0,-1.0,17.6,21.3,12.8,47.596,21.4,25.6,13.8,21.72,26.981236
1170,-1.0,-1.0,71.6,196.59,-1.0,17.04,-1.0,-1.0,-1.0,66.1,51.50606
1171,-1.0,56.5,-1.0,88.3,49.6,91.283,66.8,56.8,59.76,87.31,67.62109
1172,53.6,70.52,131.57,-1.0,64.04,141.58,83.89,53.91,80.35,25.64,86.4705
1173,-1.0,5.1,18.4,14.1,16.2,22.781,15.1,-1.0,8.5,8.96,12.028152
1174,-1.0,-1.0,32.12,45.2,-1.0,-1.0,-1.0,-1.0,-1.0,15.42,64.09558
1175,-1.0,-1.0,-1.0,33.5,14.0,57.901,42.9,9.9,5.7,22.18,40.37592
1176,27.8,14.2,42.3,104.4,19.8,80.002,23.6,27.8,21.6,36.52,49.543636
1177,-1.0,34.7,48.9,50.8,41.8,82.742,50.5,65.7,47.44,65.86,54.137936
1178,43.9,-1.0,-1.0,71.9,20.4,53.428,-1.0,-1.0,34.35,75.6,60.315193
