,AGU,ATM,LDO,MIR,OBL,SFE,TLA,VAL,CEN,LPIN_med,LPIN_pred
0,34.6,22.4,-1.0,31.49,23.2,34.475,27.8,19.1,42.08,22.5,33.2906
1,-1.0,-1.0,63.6,109.1,-1.0,111.93,-1.0,-1.0,-1.0,75.9,96.17013
2,-1.0,-1.0,-1.0,52.05,-1.0,114.51,-1.0,-1.0,-1.0,37.85,42.59481
3,-1.0,-1.0,41.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.56,74.46153
4,-1.0,4.8,21.5,-1.0,-1.0,-1.0,23.74,-1.0,12.28,17.0,17.163769
5,-1.0,39.6,28.0,-1.0,-1.0,-1.0,38.59,-1.0,27.48,33.3,37.52563
6,-1.0,13.7,51.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.3,23.68461
7,-1.0,6.4,15.2,15.05,18.2,27.208,14.4,-1.0,14.6,25.3,9.34494
8,-1.0,-1.0,-1.0,17.56,14.5,31.64,22.1,19.9,15.8,16.9,22.263588
9,-1.0,-1.0,42.23,-1.0,-1.0,203.7,-1.0,-1.0,-1.0,24.72,47.685997
10,-1.0,-1.0,-1.0,-1.0,21.5,86.456,29.7,19.6,29.0,28.5,30.143318
11,21.6,28.8,-1.0,41.87,21.5,33.839,-1.0,39.3,23.69,31.4,33.96586
12,-1.0,-1.0,99.41,-1.0,-1.0,34.49,-1.0,-1.0,-1.0,148.97,113.161354
13,-1.0,-1.0,15.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.29,25.11193
14,-1.0,34.4,45.9,-1.0,29.1,74.163,33.5,-1.0,33.1,139.8,76.247475
15,-1.0,17.3,21.1,-1.0,-1.0,-1.0,20.66,-1.0,21.25,17.2,28.90339
16,-1.0,62.1,119.5,296.13,73.2,233.27,97.9,57.3,-1.0,214.0,167.93034
17,-1.0,-1.0,38.9,115.81,41.6,118.53,43.1,80.9,32.0,166.0,68.57698
18,31.7,12.0,-1.0,38.2,22.3,59.626,31.21,-1.0,20.69,64.7,31.489319
19,-1.0,-1.0,-1.0,35.44,15.7,41.811,24.7,15.4,22.0,31.8,27.851978
20,-1.0,-1.0,-1.0,-1.0,-1.0,38.7,-1.0,-1.0,-1.0,42.48,55.425983
21,-1.0,-1.0,14.29,70.28,-1.0,-1.0,-1.0,-1.0,-1.0,7.39,27.899076
22,-1.0,-1.0,9.35,-1.0,-1.0,246.06,-1.0,-1.0,-1.0,30.86,27.748535
23,-1.0,39.1,75.9,-1.0,28.7,138.3,54.3,-1.0,29.6,128.3,114.22263
24,-1.0,26.4,24.1,133.2,36.2,93.41,55.7,-1.0,41.3,129.3,91.54061
25,-1.0,68.1,44.8,-1.0,48.9,-1.0,111.88,92.5,-1.0,224.8,135.59657
26,-1.0,45.1,35.2,59.46,55.2,139.78,34.7,-1.0,69.8,79.6,67.1757
27,-1.0,-1.0,-1.0,48.02,12.3,43.041,34.0,19.4,20.5,20.0,45.172134
28,-1.0,32.6,40.6,44.17,35.1,63.791,44.6,-1.0,37.5,67.2,44.869427
29,-1.0,-1.0,98.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195.8,189.22704
30,16.9,10.6,-1.0,18.7,7.0,-1.0,10.48,-1.0,10.13,7.5,27.08326
31,34.2,-1.0,23.9,39.31,17.3,83.87,19.9,37.2,18.64,42.2,35.484573
32,-1.0,62.5,63.1,-1.0,60.3,-1.0,-1.0,61.4,54.6,104.1,143.5425
33,-1.0,16.1,48.3,-1.0,19.5,-1.0,-1.0,25.4,23.41,179.7,45.83778
34,-1.0,45.0,58.5,68.87,21.1,83.885,49.1,-1.0,33.2,156.8,87.74401
35,-1.0,-1.0,-1.0,105.86,27.6,146.4,43.9,56.9,38.0,53.9,84.047935
36,-1.0,-1.0,40.65,-1.0,-1.0,135.41,-1.0,-1.0,-1.0,82.56,45.333824
37,-1.0,-1.0,-1.0,34.93,13.1,41.082,27.2,25.0,17.8,57.7,27.12588
38,-1.0,79.0,128.1,206.1,96.0,244.57,114.7,-1.0,-1.0,276.6,276.36102
39,-1.0,24.3,-1.0,-1.0,25.6,-1.0,-1.0,65.8,32.62,69.7,49.65951
40,-1.0,-1.0,49.85,-1.0,-1.0,69.59,-1.0,-1.0,-1.0,98.61,61.170094
41,-1.0,31.1,20.7,43.22,77.4,71.689,68.5,106.2,34.9,31.6,61.741287
42,-1.0,69.8,88.8,66.89,50.2,234.7,67.1,-1.0,41.7,135.7,124.45133
43,-1.0,-1.0,62.76,-1.0,-1.0,44.34,-1.0,-1.0,-1.0,82.68,84.9366
44,-1.0,26.7,20.4,-1.0,-1.0,-1.0,-1.0,-1.0,18.72,8.8,21.077917
45,-1.0,18.4,38.2,-1.0,22.5,-1.0,45.97,36.2,-1.0,48.3,54.06971
46,-1.0,-1.0,-1.0,34.87,34.2,45.199,29.0,40.4,31.6,34.8,45.471676
47,-1.0,44.6,60.3,-1.0,21.9,-1.0,-1.0,26.9,28.98,59.5,68.18627
48,16.4,15.6,-1.0,30.9,14.7,51.245,15.44,-1.0,14.71,14.1,22.164633
49,-1.0,7.78,17.48,-1.0,7.74,-1.0,14.63,6.94,10.03,18.62,30.359514
50,31.3,10.9,-1.0,40.6,13.9,40.796,37.68,-1.0,21.43,20.9,21.861599
51,-1.0,-1.0,55.4,24.02,27.3,81.021,35.9,27.3,40.2,65.7,74.11778
52,-1.0,-1.0,27.95,-1.0,-1.0,47.53,-1.0,-1.0,-1.0,38.64,40.516785
53,-1.0,-1.0,46.1,91.99,29.1,98.641,46.0,68.7,52.8,169.1,100.10044
54,-1.0,41.0,46.1,74.07,50.5,221.06,29.1,46.6,46.71,62.2,125.49052
55,-1.0,-1.0,72.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,137.94,143.2879
56,-1.0,18.2,37.0,-1.0,16.4,29.531,26.1,-1.0,17.2,38.1,43.23002
57,19.2,34.4,-1.0,76.94,29.8,47.461,-1.0,16.7,45.06,52.5,63.018402
58,-1.0,13.2,14.6,-1.0,16.7,-1.0,14.6,18.3,12.62,27.7,26.372946
59,-1.0,-1.0,16.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.78,26.95783
60,-1.0,-1.0,7.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.74,18.272491
61,-1.0,43.9,89.9,-1.0,69.8,-1.0,56.24,53.6,61.74,153.1,106.00066
62,-1.0,-1.0,45.2,55.54,45.9,76.32,39.3,48.6,42.2,43.1,86.849144
63,-1.0,-1.0,-1.0,29.05,20.8,58.904,18.6,33.9,16.6,18.7,23.941889
64,22.8,24.7,-1.0,32.53,25.7,41.691,-1.0,38.8,30.06,86.1,27.990347
65,26.2,4.8,-1.0,32.1,10.2,47.838,23.59,-1.0,19.74,14.1,23.967886
66,-1.0,43.0,50.0,-1.0,40.4,-1.0,-1.0,50.2,48.19,64.1,62.364834
67,-1.0,10.0,20.9,-1.0,-1.0,-1.0,14.9,-1.0,5.79,19.4,21.405888
68,-1.0,-1.0,-1.0,25.05,-1.0,27.927,10.1,25.1,18.0,25.3,18.992922
69,-1.0,27.4,42.3,-1.0,-1.0,-1.0,27.46,-1.0,25.2,62.4,48.481415
70,-1.0,27.3,40.5,84.11,33.1,30.308,31.0,-1.0,-1.0,51.0,96.38451
71,7.86,9.1,8.19,-1.0,5.55,-1.0,7.58,6.86,9.5,20.23,23.473763
72,-1.0,3.5,38.7,-1.0,-1.0,-1.0,-1.0,-1.0,15.04,6.9,30.259184
73,-1.0,30.1,41.8,-1.0,35.2,58.748,-1.0,41.4,39.9,48.7,54.716805
74,-1.0,15.2,45.4,-1.0,22.9,-1.0,39.37,22.0,19.83,34.4,50.956696
75,-1.0,-1.0,9.4,26.01,19.4,56.153,14.8,22.8,26.5,24.2,32.458454
76,-1.0,-1.0,6.5,-1.0,-1.0,68.29,-1.0,-1.0,-1.0,24.12,19.026852
77,-1.0,50.9,62.3,-1.0,-1.0,-1.0,54.03,-1.0,3.32,22.1,35.85438
78,-1.0,8.4,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.24,12.7,9.861773
79,20.4,19.7,-1.0,19.21,19.6,62.899,-1.0,20.4,22.51,47.1,47.5651
80,-1.0,20.7,44.4,18.6,28.0,79.725,43.5,-1.0,32.4,41.3,54.590206
81,25.0,23.8,-1.0,-1.0,17.2,43.762,20.9,19.9,16.74,58.0,40.656048
82,34.5,28.3,-1.0,36.31,26.0,60.025,33.1,29.8,28.47,48.4,54.17302
83,-1.0,-1.0,9.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.83,19.711044
84,-1.0,2.7,26.3,-1.0,14.5,-1.0,11.73,21.6,19.97,38.2,34.79944
85,-1.0,14.88,41.11,-1.0,7.17,52.56,18.42,31.7,25.01,49.45,42.69675
86,-1.0,19.9,27.7,-1.0,28.4,-1.0,-1.0,34.4,28.97,34.3,37.544907
87,-1.0,-1.0,17.4,125.26,28.6,121.44,43.8,-1.0,53.9,111.2,93.644485
88,-1.0,29.2,34.4,-1.0,24.1,84.497,-1.0,22.0,32.9,80.2,40.967495
89,-1.0,56.1,51.7,-1.0,39.4,-1.0,98.2,82.3,60.61,56.8,100.92318
90,-1.0,-1.0,27.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.63,50.398262
91,-1.0,-1.0,38.9,-1.0,-1.0,-1.0,15.99,-1.0,19.7,36.5,35.501728
92,-1.0,35.1,48.2,-1.0,28.5,-1.0,-1.0,26.1,16.84,51.6,76.310036
93,-1.0,-1.0,-1.0,10.95,-1.0,-1.0,-1.0,-1.0,-1.0,67.28,27.342096
94,-1.0,15.3,16.8,36.85,28.9,42.187,33.3,-1.0,40.6,31.1,20.772764
95,-1.0,29.4,-1.0,-1.0,42.1,-1.0,-1.0,35.0,47.19,47.6,41.02312
96,47.6,-1.0,-1.0,40.86,31.4,54.679,56.1,48.5,43.43,62.5,39.09347
97,-1.0,193.6,194.8,266.69,107.2,303.59,235.4,254.3,216.13,209.4,372.45724
98,-1.0,16.8,47.3,-1.0,24.9,-1.0,27.73,23.9,29.48,82.4,49.3174
99,31.5,47.1,-1.0,34.15,52.5,60.383,49.2,61.4,53.39,57.9,37.749924
100,-1.0,50.1,55.9,63.8,54.3,121.43,53.0,-1.0,31.1,70.1,90.71136
101,-1.0,-1.0,47.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.41,89.19785
102,-1.0,-1.0,44.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.56,80.80817
103,-1.0,31.6,41.0,60.0,28.5,96.897,44.8,-1.0,27.7,83.8,76.42062
104,16.6,-1.0,-1.0,57.1,14.7,19.196,45.48,-1.0,25.39,32.4,30.127024
105,-1.0,6.8,-1.0,3.7,-1.0,10.04,-1.0,-1.0,-1.0,8.5,7.767279
106,52.9,-1.0,-1.0,36.47,23.6,112.56,-1.0,15.8,22.19,52.0,22.676455
107,-1.0,16.3,26.7,-1.0,21.0,63.367,22.1,29.5,-1.0,58.7,44.76403
108,-1.0,48.3,75.0,-1.0,-1.0,86.073,-1.0,56.5,40.6,79.3,89.87317
109,-1.0,90.3,122.1,181.3,-1.0,190.05,94.02,-1.0,-1.0,123.0,275.1056
110,-1.0,-1.0,20.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.46,41.99539
111,-1.0,52.0,92.4,81.53,78.4,166.04,87.3,-1.0,72.5,108.9,115.80768
112,-1.0,20.3,28.0,-1.0,29.7,-1.0,-1.0,25.3,48.07,51.6,41.97711
113,-1.0,-1.0,14.9,-1.0,-1.0,60.5,-1.0,-1.0,-1.0,25.51,28.959013
114,64.8,-1.0,-1.0,60.15,62.2,196.75,90.8,65.9,76.67,311.9,205.38568
115,-1.0,11.28,21.38,80.6,9.78,48.23,19.17,12.4,14.03,50.31,33.3487
116,-1.0,51.7,59.8,47.72,36.6,94.261,45.7,59.7,42.3,144.8,79.602936
117,-1.0,43.6,84.9,-1.0,60.7,-1.0,-1.0,41.1,53.96,55.8,106.231384
118,-1.0,48.9,62.3,-1.0,46.3,103.79,54.2,61.7,54.1,69.0,89.55261
119,-1.0,13.0,44.3,-1.0,-1.0,-1.0,4.57,-1.0,11.87,12.4,20.085993
120,-1.0,57.8,66.5,-1.0,54.7,-1.0,51.36,52.9,40.41,71.5,72.66269
121,-1.0,31.8,43.6,37.74,29.3,70.27,33.5,-1.0,23.4,74.3,62.994133
122,-1.0,-1.0,38.25,-1.0,-1.0,240.13,-1.0,-1.0,-1.0,14.87,35.82515
123,74.0,-1.0,-1.0,124.6,68.8,138.26,45.4,79.7,93.95,191.3,79.53074
124,-1.0,7.5,27.7,-1.0,11.9,-1.0,33.81,11.3,-1.0,124.7,69.78652
125,13.1,0.5,-1.0,22.1,10.9,38.266,23.37,-1.0,12.41,23.7,27.420403
126,-1.0,-1.0,-1.0,-1.0,12.8,36.183,30.0,30.9,16.9,18.2,32.162228
127,-1.0,53.7,67.8,136.26,26.8,278.54,54.3,84.0,40.1,201.2,229.17601
128,77.7,53.5,63.5,321.81,49.7,207.51,118.5,-1.0,-1.0,390.4,215.3102
129,-1.0,-1.0,40.1,47.5,29.1,108.8,30.77,-1.0,-1.0,57.6,69.26357
130,-1.0,-1.0,12.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.36,23.246943
131,-1.0,-1.0,-1.0,14.59,9.6,31.794,6.5,0.2,8.0,23.4,15.395014
132,-1.0,40.9,18.1,75.85,-1.0,78.49,56.6,-1.0,-1.0,82.9,67.38461
133,-1.0,2.4,21.1,-1.0,-1.0,-1.0,-1.0,-1.0,10.29,18.9,13.90547
134,-1.0,-1.0,67.12,-1.0,-1.0,74.51,-1.0,-1.0,-1.0,93.19,72.07888
135,-1.0,22.2,9.4,-1.0,-1.0,-1.0,11.66,-1.0,11.71,1.7,12.281679
136,-1.0,73.8,103.6,-1.0,72.4,-1.0,140.39,75.0,87.97,240.9,283.80075
137,-1.0,-1.0,-1.0,49.26,20.7,37.761,27.4,38.5,24.1,17.6,31.399117
138,59.1,30.3,-1.0,88.23,33.5,86.419,-1.0,57.0,45.01,66.3,52.624275
139,-1.0,7.1,16.0,-1.0,-1.0,-1.0,9.42,-1.0,9.9,23.2,16.929853
140,-1.0,25.8,30.8,49.74,32.3,57.452,29.6,-1.0,27.6,51.9,49.57168
141,-1.0,-1.0,-1.0,50.97,32.4,69.033,35.3,33.9,35.0,51.6,50.755627
142,-1.0,4.3,20.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.93,8.2,17.71338
143,-1.0,25.4,25.2,-1.0,28.7,-1.0,-1.0,51.1,38.74,50.7,42.17464
144,30.39,35.68,23.99,-1.0,34.02,-1.0,27.64,20.05,41.97,29.41,58.384464
145,-1.0,13.4,25.5,-1.0,-1.0,-1.0,15.09,-1.0,14.34,14.8,21.420282
146,-1.0,42.7,48.7,69.02,45.6,83.352,52.1,-1.0,36.7,55.7,70.627975
147,16.2,-1.0,-1.0,-1.0,25.8,-1.0,31.8,13.8,32.2,22.7,29.15444
148,55.22,34.1,65.74,-1.0,33.67,30.44,70.47,42.81,37.75,88.68,80.0854
149,-1.0,0.7,17.7,-1.0,-1.0,-1.0,26.36,-1.0,20.14,29.9,28.1279
150,-1.0,26.9,48.4,-1.0,34.3,64.712,34.9,-1.0,27.8,68.7,50.699627
151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.35,62.23495
152,-1.0,-1.0,32.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.28,57.34998
153,40.9,27.0,-1.0,42.4,30.7,68.263,45.5,33.9,30.79,81.1,52.576977
154,-1.0,23.5,31.3,-1.0,26.0,-1.0,-1.0,23.5,35.28,71.6,42.765636
155,28.9,42.5,-1.0,58.28,30.9,41.006,-1.0,40.9,38.69,54.7,61.625904
156,42.7,125.6,-1.0,69.06,26.1,85.466,-1.0,25.7,32.0,27.4,75.40934
157,-1.0,78.4,91.2,96.3,76.1,107.81,83.5,-1.0,60.1,90.1,123.98236
158,-1.0,43.4,59.4,91.61,53.4,109.71,52.1,-1.0,55.7,88.4,87.413666
159,-1.0,40.2,61.4,-1.0,48.0,-1.0,73.38,40.9,62.01,105.4,131.87613
160,-1.0,-1.0,60.54,-1.0,-1.0,14.86,-1.0,-1.0,-1.0,131.25,83.11077
161,-1.0,124.4,40.1,48.1,-1.0,63.812,-1.0,-1.0,-1.0,38.0,25.759022
162,-1.0,-1.0,74.6,101.66,32.7,134.37,71.6,88.3,95.1,100.6,87.5921
163,-1.0,-1.0,26.49,29.07,-1.0,94.87,-1.0,-1.0,-1.0,60.1,33.090885
164,-1.0,52.6,46.9,24.46,49.9,69.862,48.9,17.4,62.24,97.8,71.52257
165,-1.0,-1.0,-1.0,16.34,11.1,26.733,37.4,28.6,13.4,15.1,22.755283
166,-1.0,43.9,50.4,106.09,46.2,55.005,45.5,-1.0,47.5,45.5,61.076218
167,-1.0,7.9,16.6,32.9,-1.0,19.007,-1.0,-1.0,-1.0,30.3,15.943973
168,-1.0,66.7,94.4,-1.0,53.7,-1.0,36.05,51.3,69.16,205.4,147.56166
169,-1.0,-1.0,31.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.85,56.050003
170,-1.0,-1.0,56.9,-1.0,-1.0,278.58,-1.0,-1.0,-1.0,67.31,46.798862
171,-1.0,37.7,33.0,129.43,44.6,230.73,52.2,53.7,42.58,108.0,59.453846
172,-1.0,25.6,21.3,-1.0,41.2,118.3,67.6,-1.0,101.0,258.3,176.97792
173,-1.0,27.3,55.4,-1.0,34.6,-1.0,-1.0,37.8,40.0,43.6,57.180885
174,-1.0,5.0,9.2,-1.0,0.0,-1.0,0.46,-1.0,-1.0,27.5,28.91892
175,-1.0,14.5,10.9,-1.0,11.0,-1.0,-1.0,11.0,-1.0,17.7,30.63219
176,15.39,41.87,22.62,-1.0,-1.0,-1.0,96.51,20.78,58.71,144.58,51.48238
177,-1.0,12.2,33.7,-1.0,31.8,-1.0,35.44,42.7,25.49,40.7,42.28224
178,-1.0,10.0,29.2,-1.0,0.0,-1.0,21.89,-1.0,-1.0,32.3,25.200058
179,-1.0,-1.0,18.39,-1.0,-1.0,85.8,-1.0,-1.0,-1.0,28.68,27.263197
180,-1.0,25.5,31.9,48.01,37.6,94.022,49.5,-1.0,31.6,42.5,71.56439
181,-1.0,39.3,41.3,-1.0,17.7,-1.0,-1.0,-1.0,27.18,41.2,34.528393
182,-1.0,-1.0,-1.0,48.47,25.2,43.815,48.3,35.5,26.0,33.6,45.355564
183,-1.0,36.2,35.8,-1.0,38.8,-1.0,51.14,50.2,-1.0,47.6,57.436768
184,-1.0,-1.0,19.47,41.56,-1.0,-1.0,-1.0,-1.0,-1.0,27.54,57.987076
185,-1.0,-1.0,54.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,224.1,106.537994
186,-1.0,-1.0,23.9,-1.0,-1.0,-1.0,-1.0,-1.0,12.02,26.5,24.645449
187,-1.0,23.8,88.9,-1.0,-1.0,-1.0,65.17,-1.0,41.91,31.7,57.035282
188,-1.0,-1.0,-1.0,50.87,23.9,72.724,35.7,111.4,32.1,41.9,36.573097
189,-1.0,-1.0,-1.0,29.96,12.3,25.309,19.0,23.3,10.8,32.2,23.74558
190,-1.0,-1.0,53.7,132.11,51.1,110.25,88.4,-1.0,85.5,120.1,68.71625
191,14.6,47.2,-1.0,28.0,-1.0,42.992,47.04,-1.0,21.62,44.6,36.7353
192,33.2,18.1,-1.0,34.41,17.2,57.101,-1.0,19.5,35.03,39.2,40.471806
193,-1.0,-1.0,4.99,-1.0,-1.0,183.57,-1.0,-1.0,-1.0,11.17,26.584337
194,-1.0,13.2,25.1,-1.0,-1.0,-1.0,20.6,-1.0,15.04,31.1,24.92118
195,11.8,-1.0,-1.0,-1.0,15.5,59.703,32.8,43.6,28.7,19.9,39.908363
196,-1.0,-1.0,18.18,-1.0,-1.0,64.29,-1.0,-1.0,-1.0,19.29,31.677408
197,-1.0,16.5,46.1,-1.0,-1.0,-1.0,-1.0,-1.0,14.18,34.0,25.440907
198,-1.0,60.7,40.9,-1.0,24.2,82.374,40.8,35.0,42.3,27.0,85.24589
199,28.13,34.51,23.07,-1.0,28.67,-1.0,29.79,26.13,21.11,42.35,25.630962
200,-1.0,69.8,40.9,168.64,85.2,181.69,69.5,-1.0,56.8,175.7,121.722755
201,-1.0,-1.0,41.07,-1.0,-1.0,131.94,-1.0,-1.0,-1.0,25.82,45.19863
202,-1.0,-1.0,-1.0,8.82,19.8,13.433,13.3,15.3,15.7,7.4,14.713365
203,-1.0,40.3,20.4,46.74,41.3,89.837,42.2,-1.0,38.2,100.2,44.323006
204,-1.0,29.1,62.1,62.49,31.5,84.218,52.2,-1.0,36.9,87.7,75.728905
205,-1.0,6.7,41.7,-1.0,-1.0,-1.0,8.26,-1.0,14.93,27.3,26.626642
206,-1.0,-1.0,-1.0,41.26,26.6,60.696,19.9,15.8,26.3,31.5,24.548582
207,-1.0,31.4,43.7,62.9,-1.0,60.931,-1.0,-1.0,-1.0,95.4,60.875526
208,-1.0,-1.0,22.31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,218.64,45.826252
209,-1.0,64.6,-1.0,-1.0,59.3,-1.0,131.32,49.6,100.89,98.5,98.58285
210,30.2,29.9,-1.0,44.72,23.6,68.178,29.0,23.5,29.04,54.7,68.99143
211,28.8,26.2,-1.0,49.83,38.7,55.674,-1.0,24.0,31.53,43.8,39.950737
212,-1.0,-1.0,55.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,121.93,109.92258
213,-1.0,-1.0,-1.0,28.25,22.0,50.797,20.8,28.4,20.4,43.4,21.509624
214,21.9,22.5,-1.0,27.6,-1.0,30.317,-1.0,-1.0,8.4,30.9,22.13758
215,22.0,-1.0,-1.0,40.27,18.3,92.703,-1.0,24.3,25.85,82.9,44.06024
216,-1.0,11.3,30.9,76.12,23.6,50.212,14.1,-1.0,25.0,13.7,35.80004
217,41.6,51.0,-1.0,33.0,-1.0,42.763,-1.0,-1.0,16.75,22.7,23.454855
218,-1.0,-1.0,28.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.91,51.787228
219,-1.0,-1.0,33.2,267.79,-1.0,-1.0,-1.0,-1.0,-1.0,22.38,42.730198
220,-1.0,-1.0,33.0,33.48,22.1,65.709,34.2,80.9,21.9,53.0,39.005573
221,11.5,-1.0,-1.0,-1.0,10.0,49.999,22.0,33.0,11.3,17.1,31.881025
222,-1.0,25.4,36.4,-1.0,36.4,-1.0,30.36,57.7,47.93,50.7,49.467392
223,-1.0,26.1,50.4,-1.0,-1.0,-1.0,21.88,-1.0,-1.0,38.0,28.18975
224,-1.0,53.0,49.3,44.86,35.6,105.54,28.9,-1.0,37.5,173.3,78.341805
225,-1.0,-1.0,12.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.55,23.520569
226,44.7,-1.0,-1.0,56.06,36.9,98.176,31.8,63.7,41.48,96.4,41.32646
227,-1.0,-1.0,-1.0,21.43,15.9,33.485,50.0,33.3,21.5,13.1,22.542696
228,-1.0,18.08,9.65,-1.0,11.32,51.92,9.53,30.35,25.06,20.16,20.199514
229,-1.0,28.9,38.9,-1.0,35.6,-1.0,-1.0,26.1,23.17,41.9,43.409477
230,26.7,41.3,-1.0,31.54,25.3,48.937,-1.0,38.1,37.0,60.1,48.488167
231,-1.0,-1.0,69.66,90.86,-1.0,38.28,-1.0,-1.0,-1.0,65.32,86.85522
232,-1.0,23.8,18.1,-1.0,-1.0,-1.0,23.68,-1.0,17.41,21.5,18.751945
233,-1.0,4.9,79.4,57.97,31.0,93.578,38.9,54.5,36.57,65.1,157.24
234,-1.0,-1.0,-1.0,28.67,15.6,53.044,19.4,30.0,31.5,38.4,45.91898
235,-1.0,20.2,16.7,-1.0,-1.0,-1.0,1.47,-1.0,7.25,24.8,15.024483
236,26.0,47.84,55.59,-1.0,47.82,-1.0,85.44,37.39,82.89,170.06,112.50682
237,-1.0,-1.0,14.97,7.88,-1.0,42.23,-1.0,-1.0,-1.0,22.67,22.267633
238,-1.0,51.7,53.8,-1.0,-1.0,-1.0,97.0,7.8,91.06,175.2,177.82759
239,-1.0,17.7,53.2,-1.0,23.8,-1.0,-1.0,38.6,29.09,54.8,54.16065
240,-1.0,-1.0,114.38,53.26,-1.0,-1.0,-1.0,-1.0,-1.0,255.49,194.3577
241,-1.0,1.0,35.3,-1.0,-1.0,-1.0,5.88,-1.0,20.43,26.1,32.58195
242,-1.0,31.7,46.4,-1.0,33.5,55.875,47.9,48.9,42.2,45.0,58.460293
243,24.87,20.56,20.37,-1.0,15.11,-1.0,18.02,21.8,-1.0,27.52,36.682003
244,-1.0,-1.0,20.18,-1.0,-1.0,94.5,-1.0,-1.0,-1.0,40.2,27.876478
245,-1.0,-1.0,32.35,43.18,-1.0,40.67,-1.0,-1.0,-1.0,51.62,56.275867
246,-1.0,53.7,56.6,-1.0,-1.0,-1.0,107.08,15.7,73.89,281.2,224.24272
247,-1.0,-1.0,34.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.22,60.22656
248,-1.0,56.1,30.0,118.64,29.5,150.08,41.9,114.8,38.1,125.2,131.55278
249,-1.0,38.5,40.0,49.61,40.6,96.112,28.3,-1.0,21.0,52.8,59.638218
250,16.78,-1.0,28.43,-1.0,17.79,147.19,22.94,11.59,17.41,26.64,62.093033
251,-1.0,70.4,81.8,98.71,27.1,216.07,89.1,194.4,62.0,295.2,132.95793
252,-1.0,23.5,34.1,-1.0,26.3,105.08,57.2,-1.0,35.1,130.4,72.85952
253,-1.0,22.0,19.3,-1.0,-1.0,-1.0,-1.0,-1.0,15.76,18.8,18.036758
254,-1.0,60.5,50.2,66.83,49.1,81.705,40.4,-1.0,59.0,51.9,59.805717
255,-1.0,10.5,23.0,-1.0,31.1,62.436,23.5,-1.0,23.6,36.2,42.789948
256,25.98,62.13,71.11,-1.0,-1.0,-1.0,57.57,27.73,28.74,203.41,90.696
257,-1.0,-1.0,24.58,44.85,-1.0,-1.0,-1.0,-1.0,-1.0,93.9,55.22693
258,-1.0,-1.0,-1.0,19.54,25.8,29.849,25.4,45.9,31.6,20.8,30.813786
259,-1.0,144.4,80.5,-1.0,83.0,373.71,106.7,-1.0,80.6,121.5,240.03531
260,57.1,-1.0,-1.0,-1.0,24.7,79.841,40.9,40.6,-1.0,48.1,55.150707
261,-1.0,30.1,66.8,-1.0,39.7,-1.0,46.86,33.4,44.42,48.7,81.8733
262,-1.0,46.3,51.3,101.73,56.9,268.35,49.1,55.1,61.14,90.4,141.17253
263,17.1,28.8,-1.0,32.0,-1.0,26.956,16.24,-1.0,14.91,15.4,25.721474
264,-1.0,20.6,14.1,-1.0,-1.0,-1.0,16.55,-1.0,10.27,19.5,15.403514
265,53.3,-1.0,-1.0,-1.0,19.0,162.7,26.9,47.9,-1.0,36.3,62.95116
266,26.3,13.2,-1.0,43.55,16.2,51.537,12.2,10.1,19.54,56.7,34.445175
267,-1.0,40.2,77.5,-1.0,-1.0,-1.0,-1.0,47.1,37.22,107.7,75.054245
268,104.7,-1.0,-1.0,163.33,-1.0,189.5,-1.0,140.1,-1.0,98.0,74.280975
269,-1.0,20.7,42.2,-1.0,11.8,37.108,33.2,18.8,21.9,34.8,31.215763
270,26.3,-1.0,-1.0,33.61,24.2,43.282,41.5,26.0,38.53,39.5,48.77615
271,-1.0,-1.0,-1.0,61.19,58.8,88.532,63.5,70.2,70.2,141.0,90.42337
272,15.5,-1.0,-1.0,-1.0,27.4,37.204,32.5,14.7,43.36,80.6,29.471724
273,-1.0,25.0,40.6,-1.0,20.0,-1.0,39.84,31.9,-1.0,35.9,99.36603
