,AGU,ATM,LDO,LPIN,MIR,SFE,TLA,VAL,CEN,OBL_med,OBL_pred
1158,-1.0,23.0,32.3,34.3,-1.0,-1.0,27.37,14.4,27.19,21.1,17.467016
1159,-1.0,-1.0,31.2,118.8,79.08,129.35,55.0,108.8,44.8,43.1,27.851202
1160,-1.0,-1.0,10.4,20.6,18.9,63.502,9.8,33.1,18.0,18.1,13.008115
1161,-1.0,128.6,157.6,352.8,282.41,196.38,214.3,166.0,204.21,128.4,146.1738
1162,-1.0,-1.0,-1.0,10.9,13.94,18.832,17.8,8.9,7.8,12.1,10.782746
1163,-1.0,2.2,-1.0,30.3,-1.0,-1.0,8.61,13.1,5.83,10.6,5.9388185
1164,-1.0,11.1,37.9,-1.0,-1.0,-1.0,-1.0,-1.0,46.84,32.6,36.210316
1165,65.4,33.1,-1.0,69.5,87.11,62.105,-1.0,52.5,43.22,34.2,30.30184
1166,25.82,-1.0,59.07,26.13,33.72,35.44,46.86,62.05,22.53,54.88,38.70147
1167,67.1,-1.0,-1.0,285.0,101.41,158.03,83.8,46.3,68.41,65.8,60.283264
1168,-1.0,44.7,54.9,51.8,46.1,84.242,15.4,-1.0,56.2,35.8,48.005215
1169,35.4,23.7,-1.0,89.7,78.3,63.592,-1.0,23.1,22.14,29.5,24.643223
1170,-1.0,42.6,49.4,49.5,27.0,49.408,42.46,-1.0,-1.0,26.0,29.303986
1171,-1.0,24.1,60.1,58.6,-1.0,-1.0,58.15,55.0,45.95,38.1,39.131996
1172,44.57,22.41,37.66,-1.0,173.97,29.83,34.55,37.01,35.85,30.59,29.12686
1173,50.1,27.6,36.1,43.8,45.97,106.34,27.2,46.8,35.62,26.0,25.473694
1174,-1.0,34.5,52.0,67.5,105.34,65.999,41.9,-1.0,47.5,30.7,35.72402
1175,-1.0,25.7,58.1,89.2,-1.0,-1.0,-1.0,-1.0,26.47,18.2,35.638638
1176,-1.0,46.2,38.2,93.5,42.49,70.416,36.5,-1.0,40.7,107.3,38.744064
1177,-1.0,22.8,30.7,41.0,51.69,30.939,21.8,-1.0,24.1,23.0,21.97362
1178,39.13,25.69,24.11,21.01,-1.0,-1.0,-1.0,38.58,-1.0,24.94,24.017572
1179,-1.0,-1.0,-1.0,19.7,15.37,53.184,13.9,12.0,13.4,8.7,12.735466
1180,-1.0,39.4,36.1,47.6,40.31,39.88,34.3,-1.0,32.7,46.7,33.42488
1181,36.3,-1.0,-1.0,15.8,36.66,57.618,15.7,23.9,15.43,14.8,21.891422
1182,-1.0,22.0,52.2,47.9,-1.0,-1.0,23.67,39.7,30.23,28.5,32.664738
1183,-1.0,67.6,73.5,71.5,76.83,115.46,71.9,-1.0,87.0,62.0,60.949387
1184,-1.0,45.0,112.1,77.9,152.95,193.04,88.9,-1.0,46.6,42.3,55.677616
1185,-1.0,33.5,31.5,75.2,37.57,46.142,29.2,-1.0,23.8,28.2,29.026274
1186,-1.0,10.5,22.2,11.5,8.38,19.12,22.0,9.9,12.21,11.3,11.003272
1187,32.9,25.8,-1.0,-1.0,33.1,31.406,32.97,-1.0,17.3,14.9,11.854801
1188,36.3,22.6,-1.0,35.6,45.97,35.426,-1.0,28.5,27.96,23.7,22.978672
1189,47.6,26.7,-1.0,89.5,81.86,64.156,34.7,37.3,26.4,52.8,17.02295
1190,-1.0,18.3,25.9,25.7,-1.0,-1.0,-1.0,10.5,11.88,15.9,10.336505
1191,38.61,43.31,57.02,-1.0,-1.0,72.3,64.45,30.18,61.99,48.1,42.968945
1192,-1.0,46.3,51.3,90.4,101.73,268.35,49.1,55.1,61.14,56.9,60.882656
1193,-1.0,15.5,30.0,29.2,32.02,49.007,20.7,-1.0,18.3,22.8,23.78914
1194,-1.0,-1.0,-1.0,85.2,20.53,126.96,71.8,50.8,60.9,57.1,39.8496
1195,-1.0,23.9,33.5,40.9,-1.0,40.723,33.1,23.4,22.6,13.9,20.541525
1196,5.6,26.0,-1.0,0.8,2.0,6.514,11.29,-1.0,6.04,2.3,10.500509
1197,12.54,-1.0,22.26,-1.0,-1.0,29.72,23.83,19.37,25.29,26.02,25.03001
1198,29.0,46.8,-1.0,115.8,151.68,127.14,-1.0,40.2,53.02,28.9,38.470608
1199,27.8,47.6,-1.0,43.8,33.1,-1.0,37.5,-1.0,49.15,19.9,42.563274
1200,-1.0,-1.0,-1.0,44.3,46.12,54.862,23.5,22.5,22.2,17.8,24.013968
1201,-1.0,-1.0,-1.0,26.4,-1.0,24.802,20.4,31.7,12.9,16.7,14.615399
1202,-1.0,57.6,51.4,48.2,78.06,106.69,54.3,53.7,50.05,46.2,46.561733
1203,49.22,-1.0,22.86,52.08,-1.0,108.51,35.27,40.88,12.49,31.09,21.518019
1204,27.6,28.5,-1.0,42.6,28.29,62.633,44.4,35.5,40.46,34.1,32.61159
1205,-1.0,-1.0,-1.0,15.1,28.36,41.707,2.0,20.0,20.7,17.4,16.925377
1206,-1.0,31.7,70.1,127.4,168.7,102.86,97.6,57.6,108.16,56.1,58.231224
1207,15.85,35.92,27.48,-1.0,-1.0,68.91,40.43,23.84,24.95,27.36,29.715904
1208,40.1,52.6,-1.0,66.0,62.77,92.154,-1.0,46.2,43.37,38.9,37.883064
1209,49.7,45.8,51.8,108.3,81.78,111.21,53.9,-1.0,54.25,53.6,44.147713
1210,-1.0,-1.0,-1.0,36.5,38.16,49.432,20.9,19.9,22.8,31.8,20.644518
1211,11.59,19.89,30.42,-1.0,-1.0,34.59,22.11,13.89,18.89,16.28,17.692175
1212,-1.0,29.5,48.6,39.7,40.23,61.501,31.2,-1.0,35.8,24.6,30.067547
1213,28.38,43.25,56.28,75.19,-1.0,-1.0,49.97,25.18,36.48,53.31,38.98975
1214,58.1,-1.0,50.22,-1.0,-1.0,91.41,82.15,57.51,74.13,53.13,55.484585
1215,-1.0,-1.0,36.5,38.4,37.87,38.581,10.7,8.1,9.4,12.4,10.63497
1216,-1.0,126.5,53.5,145.4,-1.0,176.44,67.1,103.5,91.4,87.5,64.584595
1217,39.2,-1.0,-1.0,39.8,39.97,65.435,-1.0,28.0,22.72,17.0,20.720522
1218,-1.0,21.9,29.6,63.1,36.51,95.462,31.4,25.4,24.92,23.1,19.383242
1219,35.6,25.6,-1.0,61.9,137.8,93.273,88.32,-1.0,58.65,35.0,43.97162
1220,8.8,47.3,-1.0,-1.0,44.7,-1.0,101.66,-1.0,41.54,38.4,23.579073
1221,33.8,37.3,-1.0,63.4,203.99,74.722,-1.0,43.0,40.51,29.7,29.60024
1222,-1.0,32.0,37.3,87.7,57.51,60.746,45.1,28.5,22.6,23.5,20.044172
1223,-1.0,47.0,46.1,48.0,-1.0,-1.0,35.61,52.1,48.98,43.8,44.83833
1224,13.1,0.5,-1.0,23.7,22.1,38.266,23.37,-1.0,12.41,10.9,10.292381
1225,0.82,3.23,-1.0,-1.0,35.81,69.12,-1.0,2.68,3.652,-1.09,4.877524
1226,-1.0,-1.0,132.3,251.8,138.94,179.56,107.9,81.7,108.9,80.8,49.175186
1227,34.69,61.28,-1.0,-1.0,-1.0,63.75,61.01,71.32,86.11,43.77,59.835114
1228,28.34,65.59,28.63,-1.0,24.29,15.65,38.54,50.39,39.54,40.31,46.392555
1229,20.98,21.19,15.63,20.88,-1.0,-1.0,13.02,20.27,21.27,34.52,18.347548
1230,-1.0,21.8,24.0,53.9,-1.0,-1.0,26.06,6.9,23.89,29.4,16.521524
1231,-1.0,46.7,115.1,205.9,358.43,180.19,76.0,143.2,72.7,93.9,39.40505
1232,26.13,45.93,49.7,-1.0,-1.0,80.71,40.07,36.86,43.87,34.94,48.941994
1233,130.5,94.9,56.8,82.0,117.6,211.94,44.4,-1.0,73.82,54.4,46.72617
1234,20.5,10.7,-1.0,-1.0,27.5,72.045,20.12,-1.0,14.5,11.3,12.917274
1235,-1.0,42.3,79.9,140.1,69.82,95.977,72.0,-1.0,44.0,41.2,37.13362
1236,-1.0,36.7,48.0,52.4,40.54,94.03,52.2,-1.0,46.1,30.4,38.917896
1237,-1.0,24.5,30.8,42.2,-1.0,46.648,31.0,33.2,30.2,12.4,23.499876
1238,30.4,-1.0,72.2,184.9,111.21,119.6,72.4,22.3,64.8,39.0,32.782574
1239,-1.0,35.2,37.1,0.0,-1.0,-1.0,-1.0,31.4,31.93,26.6,31.35317
1240,-1.0,24.2,40.0,25.4,-1.0,34.446,27.6,23.3,22.7,31.9,22.07896
1241,-1.0,29.3,50.0,145.5,-1.0,97.951,41.2,47.8,35.9,44.7,28.553366
1242,-1.0,-1.0,-1.0,28.5,43.02,-1.0,10.7,15.9,17.3,20.5,6.0515294
1243,17.6,21.4,-1.0,-1.0,29.1,49.561,37.76,-1.0,20.07,26.1,13.169543
1244,-1.0,37.2,63.8,41.6,-1.0,-1.0,-1.0,36.7,29.42,30.9,33.66399
1245,19.33,38.47,20.39,-1.0,34.65,57.02,30.48,24.16,35.82,43.37,33.373783
1246,-1.0,71.4,163.1,278.6,245.8,-1.0,227.67,-1.0,-1.0,90.5,79.23708
1247,-1.0,5.5,31.9,-1.0,-1.0,-1.0,-1.0,-1.0,22.14,21.0,16.454348
1248,13.1,27.4,-1.0,31.7,23.9,14.196,29.62,-1.0,18.62,16.9,15.806432
1249,-1.0,29.5,34.4,31.4,31.43,38.943,34.5,-1.0,39.7,26.1,32.410088
1250,-1.0,14.5,45.0,48.3,-1.0,-1.0,-1.0,30.6,23.86,27.2,25.892359
1251,-1.0,49.2,78.9,137.5,-1.0,-1.0,139.51,122.2,71.51,77.2,54.40491
1252,82.57,102.17,44.21,-1.0,61.82,93.95,63.61,68.85,73.78,54.22,62.153698
1253,-1.0,36.6,110.5,83.2,-1.0,-1.0,96.54,49.9,52.59,52.2,45.90234
1254,-1.0,-1.0,-1.0,36.2,19.58,59.049,4.6,17.8,22.6,20.0,21.714771
1255,-1.0,-1.0,13.3,51.8,29.88,30.547,5.1,13.3,6.5,17.1,15.961857
1256,-1.0,19.5,41.1,49.0,-1.0,-1.0,-1.0,-1.0,19.88,25.1,26.018787
1257,43.0,19.6,-1.0,35.0,48.7,89.75,39.0,31.9,28.43,28.4,23.594687
1258,-1.0,-1.0,81.0,161.7,37.44,105.89,24.6,40.5,27.0,18.7,19.08824
1259,-1.0,33.4,38.8,99.1,83.33,89.635,35.4,44.0,-1.0,25.2,31.546516
1260,36.7,24.4,41.5,73.8,118.56,48.604,35.2,24.3,19.3,25.5,19.475021
1261,-1.0,14.93,29.26,37.37,42.65,105.61,39.67,17.9,68.33,25.45,33.381542
1262,-1.0,-1.0,39.4,22.8,15.5,32.311,16.4,26.1,23.8,19.4,18.916117
1263,-1.0,32.3,68.2,98.7,-1.0,-1.0,29.81,35.7,57.54,38.6,39.48761
1264,16.1,47.3,-1.0,21.7,34.8,-1.0,35.23,-1.0,16.62,12.4,12.543862
1265,-1.0,73.7,77.5,54.0,92.53,65.59,55.0,78.3,63.84,56.2,49.29326
1266,-1.0,8.2,14.7,15.9,-1.0,-1.0,20.95,-1.0,9.67,0.0,1.4604242
1267,-1.0,10.4,9.5,18.4,-1.0,-1.0,0.94,-1.0,-1.0,0.0,1.3860518
1268,-1.0,12.6,38.2,43.8,-1.0,-1.0,21.18,19.5,19.01,23.1,21.05218
1269,-1.0,79.8,105.6,190.3,163.81,183.16,68.4,-1.0,-1.0,84.3,68.52008
1270,16.3,17.78,-1.0,-1.0,204.34,77.04,21.22,22.48,19.67,28.96,13.064551
1271,27.7,69.6,-1.0,12.1,-1.0,34.311,116.57,-1.0,1.74,21.2,14.309854
1272,-1.0,37.0,25.0,14.7,-1.0,-1.0,19.24,9.5,12.86,13.4,22.689255
1273,-1.0,209.8,456.4,780.1,480.4,500.41,594.15,-1.0,-1.0,224.9,158.70195
1274,51.96,72.93,65.18,-1.0,-1.0,9.83,43.14,61.32,45.87,65.86,59.120064
1275,-1.0,75.0,71.3,151.2,-1.0,147.26,53.7,-1.0,54.2,73.4,52.810524
1276,-1.0,24.3,101.8,45.3,58.57,90.213,24.7,-1.0,26.3,20.1,30.897915
1277,-1.0,-1.0,37.6,108.5,125.12,95.271,33.6,24.2,35.2,29.5,26.916885
1278,-1.0,56.6,46.7,50.5,104.06,87.349,56.5,42.3,-1.0,45.8,61.86745
1279,46.82,-1.0,28.08,-1.0,63.56,40.96,28.23,22.49,32.61,36.77,27.78361
1280,-1.0,43.5,55.2,56.6,-1.0,-1.0,-1.0,27.3,32.77,43.9,36.259983
1281,51.61,67.31,60.74,-1.0,-1.0,133.55,54.55,57.82,60.2,52.48,54.774937
1282,35.06,-1.0,30.39,-1.0,73.32,39.37,26.62,32.71,34.17,38.29,27.360577
1283,18.23,21.83,26.58,-1.0,-1.0,-1.0,18.19,21.05,17.11,18.74,19.135406
1284,46.6,44.5,-1.0,175.6,49.15,75.547,39.0,44.0,31.6,44.8,31.099243
1285,-1.0,13.2,12.2,9.0,-1.0,-1.0,11.06,-1.0,1.26,0.0,1.4868877
1286,64.2,-1.0,-1.0,323.5,102.69,69.602,-1.0,94.8,37.38,46.7,50.055626
1287,-1.0,-1.0,51.9,-1.0,-1.0,-1.0,-1.0,-1.0,21.84,15.1,14.022624
1288,7.7,17.6,-1.0,-1.0,24.3,31.318,29.71,-1.0,18.16,12.7,17.54088
1289,-1.0,90.8,157.1,298.5,98.06,163.64,112.5,-1.0,110.2,146.5,95.288925
1290,35.72,77.9,-1.0,-1.0,-1.0,46.94,142.18,81.79,222.69,93.52,80.56799
1291,-1.0,2.3,3.1,34.8,-1.0,-1.0,-1.0,36.6,22.72,11.3,18.811543
1292,36.3,23.9,-1.0,139.1,98.48,97.048,48.3,30.3,24.01,37.1,22.589165
1293,-1.0,10.8,34.1,72.8,52.28,72.144,30.9,-1.0,32.1,27.7,24.602371
1294,21.82,42.35,89.51,-1.0,59.41,66.27,49.32,42.73,26.93,41.65,40.05422
1295,59.3,5.5,-1.0,-1.0,44.3,80.035,7.81,-1.0,31.25,21.4,28.693409
1296,-1.0,58.6,75.0,182.6,216.18,166.72,77.6,49.5,65.6,54.4,48.083984
1297,-1.0,26.3,47.7,39.8,-1.0,-1.0,36.45,37.4,28.58,30.2,30.684717
1298,13.5,11.9,-1.0,-1.0,20.0,22.144,24.64,-1.0,9.27,10.9,8.376114
1299,-1.0,52.5,66.0,73.7,-1.0,-1.0,39.59,70.0,79.4,55.2,67.31016
1300,22.6,7.9,-1.0,-1.0,20.8,34.532,25.6,-1.0,16.92,15.6,13.670059
1301,-1.0,63.7,33.7,124.3,81.78,141.65,78.3,-1.0,67.4,65.0,53.403976
1302,-1.0,33.5,40.4,272.7,95.89,145.08,55.3,-1.0,55.4,43.4,34.095394
1303,-1.0,122.2,80.1,294.7,-1.0,355.35,64.8,55.4,64.5,71.1,48.061928
1304,15.85,14.28,32.18,-1.0,-1.0,28.9,24.08,28.46,26.12,18.28,18.446693
1305,-1.0,-1.0,-1.0,43.9,39.86,37.282,37.9,52.0,31.0,28.5,22.491491
1306,30.6,37.45,37.89,-1.0,-1.0,30.2,28.95,28.48,28.32,37.16,38.121
1307,-1.0,96.3,99.0,105.3,401.07,140.45,77.4,-1.0,92.1,72.8,76.08854
1308,-1.0,11.0,50.8,53.9,43.13,55.691,29.3,-1.0,30.5,49.7,28.752522
1309,-1.0,-1.0,27.0,23.6,30.6,70.351,21.65,-1.0,-1.0,19.0,14.281813
1310,-1.0,48.5,62.7,101.6,-1.0,195.58,50.3,52.0,50.6,68.7,37.405365
1311,41.2,33.0,-1.0,54.9,54.97,54.819,-1.0,46.7,37.3,53.5,29.683846
1312,-1.0,13.5,11.3,24.3,14.36,27.64,8.2,5.3,6.2,5.9,5.459325
1313,69.68,58.53,57.71,-1.0,34.38,88.21,64.46,79.21,71.07,42.62,52.48821
1314,16.2,19.7,-1.0,17.6,-1.0,13.113,24.63,4.5,17.86,18.5,14.093948
1315,-1.0,36.0,62.1,75.9,69.33,66.866,78.6,-1.0,79.5,63.8,53.16658
1316,-1.0,69.8,108.8,159.9,105.0,187.61,87.9,60.4,71.81,64.3,53.36274
1317,38.3,-1.0,-1.0,43.9,65.43,70.332,48.0,34.5,-1.0,33.2,23.785175
1318,20.71,57.77,29.52,-1.0,-1.0,57.76,16.09,24.22,33.97,26.1,38.72336
1319,-1.0,-1.0,-1.0,36.4,25.24,60.197,29.7,14.2,20.4,22.8,14.477833
1320,-1.0,59.3,37.7,239.1,115.99,151.09,79.7,-1.0,32.7,68.6,41.499653
1321,-1.0,-1.0,27.0,32.6,30.46,55.915,32.0,70.4,38.3,34.7,33.385685
1322,-1.0,-1.0,47.4,102.3,147.69,143.08,67.2,56.2,62.3,51.4,40.197628
1323,-1.0,-1.0,50.0,32.4,26.56,28.549,55.6,72.6,13.7,30.8,22.702158
1324,51.6,42.8,-1.0,121.7,-1.0,124.96,40.1,34.7,47.55,23.2,31.641764
1325,15.37,28.45,33.57,-1.0,-1.0,58.45,26.06,30.17,26.03,25.93,24.964615
1326,-1.0,26.0,34.3,75.4,-1.0,-1.0,28.32,20.0,24.44,25.8,23.20782
1327,-1.0,25.0,54.9,58.8,-1.0,-1.0,-1.0,35.6,34.15,21.7,33.320553
1328,-1.0,-1.0,-1.0,15.7,13.4,35.715,76.4,26.0,35.3,15.5,21.119526
1329,15.02,14.37,37.46,-1.0,56.66,74.19,23.73,23.67,23.55,22.44,23.233727
1330,38.27,31.14,26.7,-1.0,-1.0,57.34,26.34,29.94,32.79,26.92,31.378641
1331,74.1,66.7,-1.0,190.2,180.46,169.33,-1.0,35.6,49.29,50.6,38.45314
1332,32.6,7.0,-1.0,12.4,35.9,38.19,7.72,-1.0,16.54,14.4,12.582498
1333,-1.0,39.14,69.86,103.91,-1.0,-1.0,51.4,31.48,18.85,37.78,28.034286
1334,-1.0,-1.0,-1.0,-1.0,35.51,46.904,51.7,57.5,38.8,35.1,28.968227
1335,-1.0,65.6,41.8,35.7,70.18,102.34,40.1,-1.0,51.12,44.9,46.04763
1336,-1.0,19.6,36.2,63.5,42.46,59.402,43.7,-1.0,41.4,29.9,28.411867
1337,28.6,37.7,-1.0,64.8,59.51,65.46,22.3,27.9,-1.0,23.2,16.740404
1338,28.9,52.9,-1.0,-1.0,30.6,26.953,33.83,-1.0,20.06,20.0,15.986881
1339,28.3,-1.0,-1.0,28.3,31.74,50.405,12.5,19.1,16.19,13.1,20.318615
1340,-1.0,-1.0,-1.0,10.8,25.1,50.009,14.0,29.7,14.4,23.1,16.35805
1341,-1.0,-1.0,20.9,18.5,22.13,39.884,12.9,21.0,19.0,18.2,17.32948
1342,81.9,-1.0,-1.0,89.7,95.68,99.966,53.5,86.1,48.36,36.5,42.53593
1343,-1.0,32.4,44.2,45.8,57.92,105.17,41.8,84.8,31.1,31.7,29.202692
1344,-1.0,23.2,21.7,97.8,-1.0,-1.0,-1.0,19.4,26.0,19.8,20.02486
1345,-1.0,0.7,42.4,-1.0,-1.0,-1.0,45.72,24.9,34.16,34.1,31.606234
1346,-1.0,37.6,4.9,40.8,56.95,62.164,45.1,-1.0,52.7,20.2,35.899673
1347,-1.0,32.1,19.1,17.6,-1.0,-1.0,20.92,-1.0,16.45,1.8,18.098139
1348,19.17,18.96,31.26,-1.0,114.07,41.11,29.4,28.15,24.58,20.53,27.342373
1349,-1.0,25.6,31.0,31.3,29.21,35.766,26.5,-1.0,28.3,29.8,26.930246
1350,-1.0,30.5,38.9,64.3,49.68,57.229,42.1,-1.0,-1.0,25.5,29.194113
1351,-1.0,14.3,17.9,66.5,28.99,52.707,13.3,-1.0,10.4,18.6,9.681345
1352,-1.0,-1.0,-1.0,33.2,21.2,25.892,31.3,45.9,26.5,26.6,19.438007
1353,-1.0,44.5,41.0,86.6,49.24,46.533,28.2,-1.0,-1.0,36.1,29.79484
1354,-1.0,66.8,85.0,184.8,-1.0,-1.0,135.68,112.9,72.07,90.9,68.32157
1355,44.4,-1.0,-1.0,-1.0,49.62,69.476,45.6,69.0,52.6,41.0,34.75058
1356,-1.0,55.2,81.3,82.6,76.87,84.5,83.7,-1.0,65.2,57.2,56.93792
1357,-1.0,36.5,38.1,84.1,-1.0,65.153,59.6,30.0,44.6,40.6,36.814594
1358,17.3,18.3,-1.0,42.8,44.55,37.248,-1.0,28.2,21.44,15.4,15.713662
1359,-1.0,-1.0,23.2,34.9,37.76,46.908,13.4,38.0,23.8,11.4,23.619432
1360,-1.0,49.7,67.6,61.2,63.9,94.546,75.4,-1.0,82.6,51.1,59.60649
1361,17.3,26.5,-1.0,36.9,23.3,52.687,71.13,-1.0,17.51,17.6,15.490163
1362,-1.0,51.0,68.6,222.5,61.97,130.37,56.3,-1.0,-1.0,43.8,58.07096
1363,-1.0,-1.0,-1.0,30.1,26.89,49.481,62.0,46.3,30.6,16.7,23.898567
1364,-1.0,-1.0,-1.0,16.8,21.76,16.272,16.5,17.1,37.4,11.9,12.166151
1365,-1.0,31.2,25.6,26.8,-1.0,-1.0,-1.0,20.6,61.55,26.5,27.256924
1366,32.0,38.0,-1.0,62.4,46.0,49.638,25.81,-1.0,18.73,13.9,24.903666
1367,-1.0,55.9,56.2,50.6,59.03,95.657,80.0,-1.0,69.9,55.4,55.128063
1368,-1.0,58.8,52.5,69.5,80.65,85.949,48.6,-1.0,52.0,39.4,47.74334
1369,8.6,31.4,-1.0,-1.0,18.5,-1.0,29.26,-1.0,2.15,10.9,9.458277
1370,-1.0,-1.0,-1.0,95.8,45.24,102.66,44.7,65.4,58.2,39.0,33.99497
1371,-1.0,51.6,57.2,156.4,50.63,114.43,47.6,-1.0,87.6,52.4,44.540092
1372,-1.0,69.9,120.5,310.6,59.86,148.8,84.9,31.3,55.81,46.1,54.832417
1373,17.05,30.91,85.86,-1.0,-1.0,63.48,18.0,21.63,27.42,29.74,25.554556
1374,31.3,21.5,-1.0,38.1,-1.0,53.143,30.5,-1.0,24.59,24.4,22.038317
1375,19.94,30.18,25.19,-1.0,-1.0,58.6,13.89,22.53,26.08,28.55,21.775896
1376,-1.0,109.4,164.5,-1.0,-1.0,-1.0,3.54,57.3,81.03,63.3,98.456184
1377,-1.0,-1.0,17.3,21.2,29.33,59.049,9.2,23.9,14.1,10.3,13.478147
1378,-1.0,37.0,39.5,117.7,155.66,134.5,50.2,-1.0,49.9,40.8,47.627472
1379,-1.0,-1.0,-1.0,16.7,-1.0,73.137,13.6,36.2,15.7,14.0,13.206582
1380,-1.0,51.8,40.7,116.4,110.88,200.22,117.8,-1.0,54.9,56.5,49.412155
1381,-1.0,-1.0,25.2,13.8,12.74,27.642,18.7,49.6,10.1,12.4,21.488508
1382,-1.0,126.9,161.5,-1.0,179.04,261.81,161.6,-1.0,79.3,77.0,94.69854
1383,24.25,38.88,36.82,-1.0,-1.0,36.99,34.41,28.5,36.67,43.19,37.536194
1384,58.38,-1.0,43.91,-1.0,62.4,72.25,73.82,24.58,42.3,41.83,29.468935
1385,-1.0,43.2,47.2,45.2,-1.0,-1.0,-1.0,15.1,26.45,31.6,29.153824
1386,17.7,35.53,28.89,-1.0,-1.0,42.97,22.53,29.18,23.32,26.74,27.104216
1387,33.8,32.6,-1.0,62.5,37.64,82.66,21.7,34.8,34.02,23.2,29.11857
1388,-1.0,70.6,78.6,39.6,17.0,32.423,54.45,-1.0,-1.0,41.1,38.16958
1389,30.2,38.1,-1.0,49.1,33.03,73.844,-1.0,31.9,35.9,34.6,33.410675
1390,-1.0,24.8,34.0,64.2,45.33,58.663,34.9,-1.0,28.4,30.9,27.663015
1391,-1.0,41.6,38.4,102.2,39.48,69.056,45.7,-1.0,33.9,27.0,36.81963
1392,7.98,16.95,-1.0,-1.0,-1.0,76.87,34.43,11.02,41.74,21.22,37.70323
1393,-1.0,39.8,62.8,67.2,-1.0,-1.0,-1.0,36.5,32.53,35.8,34.086407
1394,-1.0,31.3,83.7,110.1,-1.0,-1.0,-1.0,36.9,38.19,43.7,43.863148
1395,-1.0,37.2,39.2,66.4,64.07,-1.0,41.1,-1.0,26.6,36.7,35.026703
1396,19.2,16.7,-1.0,34.4,31.0,50.132,44.76,-1.0,16.47,7.9,12.014225
1397,-1.0,23.0,28.7,52.9,-1.0,-1.0,-1.0,33.2,30.68,61.0,26.070915
1398,-1.0,45.7,57.3,79.3,72.25,78.719,63.6,-1.0,45.6,46.5,45.944336
1399,-1.0,18.6,23.4,158.7,34.91,92.583,28.3,-1.0,49.2,29.5,20.588121
1400,-1.0,55.1,63.9,64.6,-1.0,85.268,67.4,108.3,66.9,57.1,55.189327
1401,45.6,49.8,-1.0,65.5,87.87,74.379,-1.0,43.7,46.75,34.2,43.741833
1402,6.99,10.03,9.61,9.7,-1.0,-1.0,20.81,9.26,5.99,9.9,4.9267793
1403,-1.0,39.5,60.1,89.2,54.65,81.144,45.9,-1.0,22.2,32.5,35.605164
1404,17.4,-1.0,-1.0,142.8,57.21,71.834,30.3,16.0,29.99,23.3,14.410799
1405,-1.0,72.5,45.7,108.5,217.46,144.64,43.7,-1.0,43.8,58.8,50.32524
1406,8.1,-1.0,-1.0,6.7,-1.0,-1.0,7.3,36.4,2.9,9.4,5.0232334
1407,-1.0,45.8,56.1,51.5,-1.0,-1.0,37.07,30.6,-1.0,37.0,33.1671
1408,-1.0,69.3,59.8,189.0,121.31,259.75,93.6,143.5,57.9,54.6,39.237034
1409,17.6,-1.0,-1.0,19.4,5.73,32.897,31.8,10.7,15.65,44.7,11.400839
1410,-1.0,43.1,50.8,113.3,39.25,97.039,44.6,-1.0,36.4,30.9,32.83136
1411,-1.0,35.1,89.1,138.1,62.13,102.49,69.2,-1.0,32.0,45.7,35.61324
1412,32.6,29.1,33.1,56.3,29.34,46.219,35.7,31.3,34.34,25.5,28.367882
1413,-1.0,29.2,62.3,111.5,37.54,68.201,44.2,-1.0,35.3,49.1,28.57178
1414,28.0,36.9,32.84,-1.0,-1.0,29.88,48.27,35.89,60.99,47.34,42.560886
1415,-1.0,47.2,34.0,74.4,74.23,163.02,26.9,48.8,-1.0,45.2,26.600143
1416,-1.0,29.7,23.9,38.2,-1.0,59.663,-1.0,40.1,31.6,26.7,23.293003
1417,-1.0,13.7,21.1,45.7,24.03,56.845,17.3,-1.0,36.3,16.9,19.216166
1418,-1.0,55.7,44.8,117.4,81.99,97.469,42.7,37.8,45.9,26.2,39.1413
1419,-1.0,47.8,76.9,92.9,86.31,207.14,89.9,93.5,80.14,43.1,48.962166
1420,-1.0,-1.0,-1.0,9.7,22.31,34.98,11.4,17.8,-1.0,11.3,8.655757
1421,-1.0,-1.0,-1.0,6.6,16.27,28.07,14.5,11.3,7.1,8.2,7.0367045
1422,14.0,1.2,-1.0,21.6,15.2,34.261,17.06,-1.0,10.19,6.9,9.695036
1423,-1.0,22.6,44.3,59.4,39.0,79.659,42.3,-1.0,30.2,25.2,28.159838
1424,-1.0,45.1,61.2,74.4,-1.0,-1.0,61.27,41.6,45.85,39.3,42.579285
1425,-1.0,74.7,114.5,231.0,-1.0,-1.0,113.94,45.3,-1.0,39.5,46.469685
1426,-1.0,79.5,124.6,218.5,255.69,278.34,114.5,71.6,115.9,43.8,58.558155
1427,-1.0,44.8,53.0,54.0,62.32,59.736,58.1,66.9,61.9,31.5,46.264236
1428,25.69,32.92,34.42,156.13,-1.0,92.35,17.5,16.54,-1.0,21.79,15.153241
1429,-1.0,20.1,26.9,31.6,-1.0,-1.0,34.59,35.7,23.11,29.5,20.176832
1430,13.7,21.9,-1.0,26.0,-1.0,-1.0,41.33,-1.0,13.04,13.3,11.450627
1431,-1.0,28.8,49.4,57.1,61.76,63.451,42.2,-1.0,17.4,27.8,30.337412
1432,-1.0,42.3,35.9,-1.0,-1.0,-1.0,-1.0,74.5,25.98,31.9,35.272865
1433,50.52,42.49,13.48,-1.0,85.32,187.17,14.06,50.24,27.03,19.44,18.8265
