,AGU,ATM,LDO,LPIN,MIR,OBL,TLA,VAL,CEN,SFE_med,SFE_pred
1120,-1.0,-1.0,33.79,30.34,26.98,-1.0,-1.0,-1.0,-1.0,69.72,86.60199
1121,-1.0,32.2,66.1,53.3,48.11,32.6,55.5,-1.0,39.1,61.28,63.065098
1122,-1.0,-1.0,39.9,146.5,-1.0,83.5,73.9,111.4,68.5,226.32,64.99362
1123,65.3,-1.0,-1.0,151.6,47.94,70.2,94.8,57.5,89.68,219.05,127.901566
1124,-1.0,33.6,39.6,55.7,53.68,19.8,46.5,-1.0,31.7,88.842,74.12636
1125,-1.0,7.7,11.0,41.6,45.2,11.7,15.87,-1.0,-1.0,55.447,47.464027
1126,-1.0,25.5,40.2,67.2,45.74,26.4,45.0,-1.0,37.3,87.566,71.4392
1127,25.1,24.2,69.15,-1.0,-1.0,18.07,59.68,23.8,27.76,53.58,53.872414
1128,-1.0,32.0,37.3,87.7,57.51,23.5,45.1,28.5,22.6,60.746,78.510735
1129,-1.0,36.4,66.0,54.5,17.9,-1.0,-1.0,-1.0,-1.0,53.589,49.099503
1130,-1.0,-1.0,41.44,46.8,-1.0,-1.0,-1.0,-1.0,-1.0,27.67,72.65988
1131,-1.0,-1.0,83.1,82.5,33.77,35.6,69.6,49.9,70.4,71.288,122.12065
1132,-1.0,-1.0,26.51,45.7,43.93,-1.0,-1.0,-1.0,-1.0,57.79,46.359543
1133,16.5,40.7,-1.0,-1.0,11.2,23.4,29.9,-1.0,39.5,51.488,55.608147
1134,51.4,66.9,-1.0,100.5,78.21,50.5,-1.0,66.9,52.89,89.887,104.59859
1135,-1.0,136.1,95.8,129.9,153.7,-1.0,-1.0,-1.0,-1.0,100.43,110.68586
1136,-1.0,31.9,45.1,-1.0,37.1,-1.0,31.38,-1.0,-1.0,62.867,54.377323
1137,-1.0,-1.0,22.0,60.3,73.31,29.7,43.2,84.5,41.1,82.405,92.190636
1138,-1.0,18.6,20.9,-1.0,14.7,-1.0,18.32,-1.0,-1.0,29.464,33.13941
1139,-1.0,113.5,124.2,280.6,101.72,72.3,109.0,101.8,105.62,137.13,180.09546
1140,-1.0,-1.0,21.47,22.05,-1.0,-1.0,-1.0,-1.0,-1.0,60.5,103.56613
1141,-1.0,-1.0,-1.0,-1.0,26.8,-1.0,53.24,-1.0,25.75,29.074,42.836975
1142,20.31,37.74,38.6,-1.0,-1.0,54.69,26.65,32.82,43.21,79.68,60.386257
1143,-1.0,-1.0,-1.0,28.7,31.58,17.2,20.5,18.3,24.2,18.928,50.37394
1144,8.45,34.96,27.12,43.7,-1.0,24.3,11.19,8.3,21.34,14.8,63.756065
1145,37.1,-1.0,-1.0,-1.0,41.81,24.6,33.2,32.4,29.6,52.182,70.908295
1146,-1.0,34.0,34.6,61.1,32.54,40.5,26.0,-1.0,54.6,69.145,62.94871
1147,-1.0,-1.0,8.6,13.5,15.26,14.0,12.7,11.4,10.6,28.49,30.126179
1148,-1.0,-1.0,-1.0,42.89,-1.0,-1.0,-1.0,-1.0,-1.0,264.06,61.777813
1149,42.4,-1.0,98.3,200.8,220.61,40.4,136.8,48.1,117.89,95.418,128.61407
1150,9.7,13.6,-1.0,56.6,26.17,18.4,43.0,18.5,26.87,66.324,54.35086
1151,-1.0,-1.0,69.1,225.7,54.36,44.0,60.3,73.5,36.4,55.389,116.09887
1152,-1.0,-1.0,-1.0,-1.0,16.8,-1.0,14.27,-1.0,15.96,31.884,33.035793
1153,-1.0,44.5,48.8,50.5,123.58,48.1,55.9,-1.0,34.3,106.66,97.24264
1154,-1.0,-1.0,17.33,50.1,-1.0,-1.0,-1.0,-1.0,-1.0,50.25,102.47771
1155,13.0,53.17,29.62,-1.0,-1.0,22.51,13.0,26.72,31.44,65.66,68.56465
1156,63.2,66.6,104.0,233.4,180.49,-1.0,110.3,69.0,111.19,226.28,161.68661
1157,34.8,30.0,-1.0,126.4,39.6,27.7,-1.0,32.7,33.68,62.155,71.28027
1158,43.56,17.71,13.85,-1.0,-1.0,13.16,18.74,21.24,18.0,44.61,61.894573
1159,-1.0,28.7,32.9,48.7,37.65,22.2,33.9,-1.0,29.4,59.618,57.752895
1160,4.9,-1.0,-1.0,2.2,-1.0,7.7,7.0,16.5,7.1,9.091,22.93646
1161,-1.0,31.8,27.0,38.1,31.31,27.9,28.5,-1.0,11.0,51.394,46.151688
1162,19.6,6.0,-1.0,-1.0,29.7,10.6,23.9,-1.0,16.47,34.703,30.720652
1163,-1.0,55.0,97.1,227.8,-1.0,35.8,63.3,64.0,60.3,90.663,127.065544
1164,-1.0,-1.0,-1.0,-1.0,103.3,-1.0,105.24,-1.0,42.35,50.245,71.966415
1165,-1.0,-1.0,-1.0,48.5,50.15,32.4,51.6,45.0,49.2,54.144,64.24255
1166,-1.0,18.6,-1.0,-1.0,64.8,-1.0,26.03,-1.0,29.78,34.47,59.802147
1167,-1.0,-1.0,-1.0,27.0,22.16,14.1,13.7,15.9,18.6,60.656,42.61425
1168,-1.0,-1.0,-1.0,51.12,-1.0,-1.0,54.8,31.54,22.76,122.13,82.2277
1169,-1.0,39.2,107.1,85.1,147.05,65.2,127.5,-1.0,99.7,119.21,118.774345
1170,-1.0,92.8,130.0,-1.0,80.9,-1.0,65.5,-1.0,-1.0,154.19,104.03132
1171,30.45,50.5,51.07,-1.0,86.45,67.62,61.98,40.15,92.47,87.44,96.08457
1172,-1.0,-1.0,43.8,115.32,-1.0,-1.0,-1.0,-1.0,-1.0,117.56,71.151924
1173,-1.0,44.2,84.8,-1.0,45.8,-1.0,-1.0,-1.0,30.65,79.611,60.238472
1174,-1.0,-1.0,-1.0,70.6,-1.0,-1.0,-1.0,-1.0,-1.0,75.35,65.348145
1175,-1.0,59.7,67.5,118.7,87.02,36.0,69.7,-1.0,49.0,94.881,133.97017
1176,-1.0,61.1,82.1,104.8,76.79,78.3,49.5,-1.0,45.5,88.826,104.46538
1177,-1.0,47.6,67.1,79.0,-1.0,51.4,45.4,56.9,46.6,79.792,85.8674
1178,-1.0,-1.0,-1.0,16.9,17.56,14.5,22.1,19.9,15.8,31.64,26.236849
1179,13.11,20.91,38.63,-1.0,-1.0,24.9,18.95,13.41,20.17,40.18,54.212666
1180,27.13,44.4,35.46,-1.0,-1.0,60.58,46.08,24.73,64.93,38.76,53.91291
1181,26.7,25.2,-1.0,52.8,33.15,23.8,-1.0,28.5,30.0,42.616,59.28692
1182,28.9,52.9,-1.0,-1.0,30.6,20.0,33.83,-1.0,20.06,26.953,42.017395
1183,14.88,23.51,27.05,-1.0,59.51,18.9,15.55,11.01,18.22,185.61,90.88699
1184,18.6,20.3,-1.0,58.3,30.19,29.1,21.5,8.7,20.0,57.036,50.997482
1185,-1.0,-1.0,42.36,46.37,-1.0,-1.0,-1.0,-1.0,-1.0,135.03,72.80183
1186,40.8,-1.0,24.2,102.5,29.01,63.2,34.7,33.5,32.37,71.468,83.90879
1187,-1.0,-1.0,-1.0,15.7,13.4,15.5,76.4,26.0,35.3,35.715,67.72036
1188,-1.0,49.4,50.9,67.8,110.02,30.6,40.5,-1.0,47.2,64.255,104.44546
1189,22.12,44.82,-1.0,-1.0,81.32,50.18,24.65,22.85,34.0,59.24,68.88138
1190,-1.0,-1.0,76.3,147.26,-1.0,-1.0,-1.0,-1.0,-1.0,30.19,58.40251
1191,-1.0,23.3,42.4,136.1,85.44,43.1,57.7,39.4,56.06,97.256,101.76966
1192,39.6,27.6,-1.0,37.7,34.05,32.5,44.4,32.7,33.92,71.132,57.257053
1193,-1.0,3.0,-1.0,29.0,48.36,19.9,41.7,22.1,30.5,57.233,57.123238
1194,63.6,48.3,90.4,106.4,204.11,93.0,163.9,73.8,186.78,138.22,197.78644
1195,-1.0,27.6,-1.0,-1.0,50.2,-1.0,34.62,-1.0,22.83,49.108,58.089745
1196,-1.0,63.6,72.1,131.0,203.66,54.9,45.5,-1.0,20.7,174.15,127.79691
1197,12.97,12.94,20.26,-1.0,97.55,17.28,30.2,13.01,15.14,100.55,38.15773
1198,-1.0,32.8,61.5,-1.0,77.0,-1.0,-1.0,-1.0,-1.0,81.588,77.14399
1199,113.7,77.8,-1.0,193.8,139.67,23.2,112.7,53.0,82.27,159.1,149.67671
1200,-1.0,55.7,69.7,55.5,126.29,33.7,58.0,-1.0,46.0,108.91,90.38622
1201,-1.0,-1.0,-1.0,-1.0,19.95,15.0,22.3,9.7,10.1,67.812,52.438984
1202,-1.0,21.8,33.3,-1.0,20.0,-1.0,-1.0,-1.0,27.2,36.105,50.121365
1203,31.0,28.3,-1.0,42.0,53.7,-1.0,-1.0,-1.0,31.84,31.368,47.448437
1204,-1.0,24.2,35.1,58.2,-1.0,26.2,42.6,35.8,25.6,51.28,67.28208
1205,-1.0,48.1,46.2,68.5,42.25,152.4,30.1,-1.0,31.6,107.84,62.758846
1206,-1.0,30.3,43.3,116.4,-1.0,64.4,36.8,-1.0,30.6,65.953,87.11001
1207,-1.0,29.4,79.6,57.1,94.71,72.6,58.1,-1.0,62.4,113.06,94.18453
1208,-1.0,-1.0,19.32,46.02,-1.0,-1.0,-1.0,-1.0,-1.0,44.65,94.54341
1209,-1.0,79.4,111.8,187.8,102.09,73.7,49.5,-1.0,78.5,196.52,154.54251
1210,-1.0,-1.0,32.4,65.4,50.81,29.2,32.4,75.5,40.8,94.631,82.394966
1211,43.6,45.4,-1.0,98.4,45.36,27.5,-1.0,52.1,34.07,56.719,87.51544
1212,-1.0,23.7,-1.0,-1.0,27.4,-1.0,12.92,-1.0,18.82,26.781,35.137325
1213,-1.0,40.8,-1.0,92.9,55.73,35.5,47.8,36.2,39.25,73.159,80.92732
1214,-1.0,-1.0,-1.0,56.6,47.64,42.8,43.0,44.3,30.6,74.184,54.99585
1215,16.0,-1.0,-1.0,30.1,-1.0,17.7,26.7,29.6,16.3,45.537,37.41535
1216,24.62,-1.0,42.94,19.09,32.53,39.0,32.44,31.74,19.76,32.54,31.28188
1217,-1.0,43.9,37.8,107.2,109.13,32.9,46.2,-1.0,5.0,83.322,108.01752
1218,-1.0,29.1,11.7,8.3,23.2,3.0,21.5,-1.0,32.5,44.324,42.428356
1219,-1.0,36.7,52.6,54.3,53.79,43.3,42.8,-1.0,65.0,73.362,77.87057
1220,59.4,84.3,-1.0,113.6,225.32,63.9,109.3,76.7,96.12,178.36,142.51106
1221,-1.0,51.2,87.5,143.1,-1.0,70.1,60.1,63.1,61.1,92.8,115.35805
1222,-1.0,39.2,35.9,-1.0,64.3,-1.0,-1.0,-1.0,-1.0,85.065,73.26034
1223,27.44,34.19,44.64,56.88,-1.0,39.05,43.76,34.57,-1.0,18.05,44.181087
1224,25.1,16.7,-1.0,-1.0,24.8,11.8,22.37,-1.0,17.81,36.025,34.59819
1225,-1.0,15.3,16.8,31.1,36.85,28.9,33.3,-1.0,40.6,42.187,47.60935
1226,5.1,-1.0,-1.0,23.1,-1.0,3.1,24.1,7.2,12.3,21.014,38.106472
1227,34.6,9.1,-1.0,27.4,34.7,16.3,20.49,-1.0,17.64,37.766,40.723495
1228,62.03,98.07,65.33,-1.0,-1.0,86.54,90.32,105.43,89.83,165.05,98.10821
1229,50.23,88.79,92.42,-1.0,96.43,54.78,60.01,103.76,50.33,37.4,38.283157
1230,4.2,10.6,-1.0,20.8,17.37,12.5,-1.0,16.1,11.52,30.767,26.803856
1231,48.94,37.52,18.38,-1.0,-1.0,12.67,17.15,55.84,27.88,23.47,40.363148
1232,35.28,25.37,38.88,-1.0,-1.0,-1.0,43.02,23.67,24.15,71.9,62.60325
1233,13.94,33.91,32.8,-1.0,-1.0,25.64,18.4,31.82,33.39,68.42,60.56809
1234,8.96,14.98,27.91,-1.0,103.77,20.87,16.92,19.42,18.39,74.95,41.894077
1235,-1.0,59.9,116.0,-1.0,124.9,-1.0,77.34,-1.0,-1.0,104.14,101.527115
1236,39.1,8.4,-1.0,-1.0,35.3,18.7,26.9,-1.0,27.4,45.804,44.880062
1237,-1.0,20.2,30.3,44.3,32.91,27.6,37.6,-1.0,-1.0,41.998,50.80366
1238,8.0,15.74,16.96,-1.0,-1.0,20.59,14.83,9.36,17.11,71.54,39.7744
1239,-1.0,-1.0,27.96,41.88,-1.0,-1.0,-1.0,-1.0,-1.0,23.37,70.921906
1240,-1.0,32.7,21.6,137.5,30.61,51.2,26.3,-1.0,16.8,105.26,81.79616
1241,-1.0,-1.0,16.19,27.98,-1.0,-1.0,-1.0,-1.0,-1.0,61.84,98.81107
1242,21.2,-1.0,-1.0,-1.0,49.36,13.6,25.2,28.8,18.6,41.985,69.851944
1243,6.8,19.3,-1.0,21.7,38.0,-1.0,23.57,-1.0,8.35,19.488,36.709988
1244,34.4,33.0,-1.0,83.1,44.57,27.0,-1.0,37.1,36.95,72.338,78.759544
1245,-1.0,26.7,34.1,59.7,-1.0,30.1,32.7,34.5,34.5,93.679,64.44705
1246,-1.0,53.9,30.9,33.2,21.9,-1.0,-1.0,-1.0,-1.0,36.586,42.586754
1247,23.6,-1.0,-1.0,114.0,36.66,22.6,-1.0,25.9,32.15,90.243,58.62352
1248,25.0,37.9,-1.0,38.2,-1.0,31.2,51.11,-1.0,34.66,47.71,54.61105
1249,-1.0,16.6,21.6,19.0,43.06,25.3,18.8,-1.0,-1.0,28.518,59.84906
1250,103.4,107.2,141.2,338.0,137.14,75.5,103.8,66.8,84.45,184.83,166.6052
1251,-1.0,-1.0,-1.0,13.5,-1.0,7.4,11.0,5.6,7.4,26.274,40.89825
1252,28.7,46.65,56.22,-1.0,-1.0,33.67,42.55,33.59,26.22,62.24,67.0294
1253,70.5,78.2,81.6,102.6,163.55,56.3,58.5,72.0,66.11,214.26,158.19002
1254,-1.0,-1.0,-1.0,32.0,28.96,22.4,17.5,23.2,28.5,19.359,51.219963
1255,20.9,-1.0,-1.0,46.9,-1.0,18.5,29.3,9.6,15.6,89.835,46.36286
1256,19.6,78.5,-1.0,-1.0,34.4,-1.0,42.65,-1.0,22.78,28.66,31.073902
1257,-1.0,-1.0,-1.0,10.4,19.22,22.9,18.8,25.3,12.7,49.689,32.029526
1258,-1.0,45.0,33.9,97.1,159.02,42.2,54.6,-1.0,43.7,110.4,110.07572
1259,19.2,21.8,-1.0,32.9,29.06,23.2,27.0,25.6,28.83,59.876,51.04545
1260,22.7,24.9,-1.0,49.6,55.82,13.7,-1.0,11.3,26.2,60.165,42.757446
1261,25.8,-1.0,-1.0,52.2,57.98,51.7,-1.0,66.0,41.93,53.221,78.98849
1262,18.5,27.49,-1.0,-1.0,-1.0,63.48,23.16,27.86,23.01,76.46,40.714153
1263,67.9,-1.0,-1.0,57.5,69.0,39.7,-1.0,94.9,61.0,133.99,95.699844
1264,-1.0,30.8,29.3,82.3,51.29,22.3,44.9,-1.0,29.1,135.33,76.0705
1265,-1.0,-1.0,10.5,28.5,35.67,20.6,32.3,26.6,23.2,102.52,53.817505
1266,-1.0,-1.0,-1.0,34.8,34.87,34.2,29.0,40.4,31.6,45.199,43.592243
1267,-1.0,-1.0,16.5,42.5,60.75,7.8,18.1,12.7,18.0,15.806,55.397404
1268,-1.0,-1.0,-1.0,40.7,43.55,29.6,31.1,34.2,38.6,52.228,60.387978
1269,30.2,-1.0,-1.0,58.4,32.3,45.6,44.0,29.0,33.12,70.102,53.34362
1270,-1.0,37.2,36.2,83.2,95.52,41.7,40.1,-1.0,46.1,127.07,94.995605
1271,54.3,28.2,-1.0,108.4,71.7,34.5,-1.0,38.4,22.72,74.742,83.64685
1272,43.15,91.92,49.6,-1.0,33.1,73.36,49.49,32.1,92.24,137.59,64.41936
1273,-1.0,-1.0,41.0,39.2,33.76,59.5,41.5,49.9,69.1,103.9,81.469734
1274,14.8,18.7,-1.0,25.6,30.1,19.9,9.89,-1.0,20.71,34.257,37.362976
1275,-1.0,-1.0,107.48,116.6,-1.0,-1.0,-1.0,-1.0,-1.0,28.2,66.69402
1276,-1.0,-1.0,49.0,118.1,-1.0,58.7,57.3,90.2,65.4,91.157,62.870056
1277,-1.0,55.5,94.6,90.4,69.42,52.2,77.4,-1.0,-1.0,59.465,83.25677
1278,4.5,11.3,-1.0,27.6,14.36,13.3,-1.0,10.7,10.84,34.276,32.255264
1279,14.5,13.7,-1.0,45.9,29.65,23.2,14.7,13.9,18.41,46.482,50.02808
1280,-1.0,-1.0,36.2,44.4,51.4,28.0,53.0,40.2,33.3,30.776,82.90544
1281,41.9,-1.0,-1.0,10.7,39.23,38.4,47.3,37.3,37.4,62.106,50.98244
1282,-1.0,-1.0,10.7,14.7,11.47,17.3,14.3,7.0,18.6,14.859,34.682602
1283,54.7,58.46,67.35,-1.0,-1.0,83.61,68.38,41.77,61.69,162.95,57.236954
1284,36.2,-1.0,-1.0,42.5,37.43,22.3,32.5,26.8,28.98,44.552,60.730297
1285,64.63,107.42,93.57,189.14,-1.0,73.5,69.78,65.44,-1.0,64.01,69.4152
1286,16.2,10.2,-1.0,37.0,45.2,10.7,28.03,-1.0,16.9,46.612,37.84197
1287,51.2,61.32,-1.0,-1.0,-1.0,49.65,73.69,58.8,124.35,121.32,111.05691
1288,54.9,60.4,-1.0,109.9,88.63,48.2,68.4,51.7,43.12,162.45,88.29889
1289,-1.0,34.7,29.2,45.4,43.91,31.4,39.7,51.4,26.4,74.971,84.34837
1290,51.5,46.7,-1.0,153.1,47.08,39.6,44.0,46.6,41.98,51.762,80.34765
1291,-1.0,-1.0,23.2,39.0,61.9,33.4,50.5,98.1,35.1,60.587,84.071846
1292,-1.0,-1.0,-1.0,7.2,4.49,4.6,7.2,0.9,8.5,28.265,19.08208
1293,-1.0,-1.0,24.55,31.87,28.17,-1.0,-1.0,-1.0,-1.0,83.98,71.465996
1294,-1.0,-1.0,-1.0,24.54,-1.0,-1.0,-1.0,-1.0,-1.0,87.28,69.70656
1295,-1.0,18.6,31.8,61.7,41.53,25.4,35.9,26.5,28.68,101.85,68.84354
1296,-1.0,37.5,49.6,23.9,50.09,39.7,51.5,49.9,-1.0,36.591,72.5984
1297,-1.0,47.2,35.9,36.4,61.67,32.4,36.5,42.9,39.66,141.28,130.53914
1298,18.8,-1.0,-1.0,91.0,-1.0,16.8,35.4,45.8,17.2,51.3,73.99671
1299,-1.0,-1.0,-1.0,43.7,47.5,32.0,17.4,4.7,11.8,127.16,57.056732
1300,-1.0,-1.0,39.3,61.0,58.5,20.7,34.0,27.0,22.9,47.038,75.59137
1301,-1.0,40.4,43.0,97.4,-1.0,43.2,47.7,33.2,53.6,138.2,85.551994
1302,-1.0,-1.0,-1.0,17.2,16.18,8.0,32.3,17.4,12.6,21.787,27.063131
1303,-1.0,39.1,38.2,28.9,46.24,43.5,37.1,49.9,-1.0,40.786,67.09558
1304,50.2,22.3,-1.0,131.0,56.56,38.2,48.1,79.6,47.79,91.482,92.70245
1305,-1.0,26.7,25.4,31.2,56.21,31.1,33.7,-1.0,18.1,130.97,55.3077
1306,-1.0,12.5,-1.0,-1.0,19.8,-1.0,27.31,-1.0,10.47,19.888,24.302572
1307,21.9,-1.0,-1.0,62.9,-1.0,21.4,48.84,44.5,19.22,97.733,52.94688
1308,14.9,-1.0,-1.0,26.1,16.44,17.1,20.9,18.7,14.11,32.179,40.201717
1309,-1.0,-1.0,-1.0,89.98,-1.0,-1.0,-1.0,-1.0,-1.0,54.57,65.31325
1310,18.86,33.9,42.75,-1.0,-1.0,27.91,35.19,18.42,21.17,48.14,53.17041
1311,15.0,14.2,-1.0,-1.0,27.0,12.8,17.57,-1.0,12.91,48.017,31.189556
1312,-1.0,33.1,21.2,41.3,41.14,-1.0,33.9,-1.0,31.6,50.721,75.11188
1313,-1.0,-1.0,23.3,38.2,14.4,-1.0,-1.0,-1.0,-1.0,27.86,88.84713
1314,-1.0,-1.0,-1.0,55.1,47.14,22.1,27.3,24.2,21.3,55.714,61.14933
1315,26.9,59.77,29.46,-1.0,181.05,35.55,25.14,30.7,33.06,28.12,68.92894
1316,-1.0,-1.0,-1.0,43.3,81.37,55.5,27.8,66.5,30.8,126.75,88.39146
1317,27.3,-1.0,-1.0,43.0,32.87,13.2,26.0,28.9,24.34,40.941,53.17653
1318,18.2,-1.0,-1.0,11.1,-1.0,12.5,16.3,-1.0,12.1,29.125,29.729174
1319,-1.0,30.0,34.7,58.5,41.88,41.0,23.5,-1.0,31.3,60.375,64.43689
1320,-1.0,27.9,-1.0,51.5,75.71,26.5,55.4,36.2,45.25,71.717,83.65731
1321,37.4,33.5,-1.0,29.5,41.26,22.1,-1.0,30.3,40.56,50.758,45.872803
1322,-1.0,44.4,45.6,63.0,31.4,20.2,63.79,-1.0,-1.0,35.075,67.36179
1323,-1.0,31.2,98.1,-1.0,113.1,-1.0,42.27,-1.0,-1.0,144.81,77.82813
1324,31.1,21.9,-1.0,46.6,32.14,23.2,34.2,21.4,25.26,80.577,55.671818
1325,-1.0,41.6,26.7,49.7,54.66,17.5,34.8,61.1,39.1,105.34,118.34439
1326,7.48,-1.0,4.76,15.65,-1.0,2.72,11.89,17.9,12.89,44.5,38.459393
1327,28.9,25.37,20.09,-1.0,-1.0,20.35,30.66,30.07,19.53,34.15,59.962906
1328,34.7,-1.0,-1.0,163.8,133.85,45.6,55.6,26.3,59.36,101.7,107.60374
1329,-1.0,-1.0,-1.0,9.7,9.02,8.9,15.1,8.3,13.6,18.798,19.50452
1330,-1.0,-1.0,-1.0,-1.0,23.9,-1.0,25.84,-1.0,12.38,16.911,31.888365
1331,56.08,-1.0,84.6,-1.0,40.2,43.05,71.41,69.47,55.9,68.89,81.21379
1332,-1.0,48.8,37.0,-1.0,34.5,-1.0,-1.0,-1.0,14.44,41.025,39.5805
1333,-1.0,3.0,-1.0,-1.0,19.4,-1.0,15.54,-1.0,9.86,31.712,27.54068
1334,20.23,9.85,17.1,-1.0,27.49,18.75,11.13,23.5,21.1,26.24,61.884987
1335,13.19,8.0,9.97,-1.0,144.66,18.41,9.77,13.41,15.11,47.45,52.419083
1336,77.78,115.73,109.22,-1.0,45.02,78.58,109.56,98.43,114.42,62.09,97.742905
1337,2.86,13.83,23.03,-1.0,31.31,19.74,23.42,13.07,28.98,122.1,65.23707
1338,-1.0,25.1,34.5,58.6,29.22,15.5,32.5,-1.0,26.9,36.876,53.099545
1339,-1.0,-1.0,69.9,348.2,276.0,39.3,125.94,-1.0,-1.0,191.68,226.36423
1340,48.9,70.2,-1.0,92.1,105.46,44.0,-1.0,47.6,52.29,108.56,110.44026
1341,-1.0,15.7,49.3,34.8,57.74,18.5,33.4,-1.0,20.2,64.25,71.0532
1342,-1.0,-1.0,13.4,15.7,28.73,11.6,12.0,33.7,13.1,43.594,51.28452
1343,4.69,21.02,14.0,-1.0,-1.0,13.19,-1.0,21.12,31.46,21.23,37.65192
1344,-1.0,-1.0,43.3,53.5,27.4,44.3,60.18,-1.0,-1.0,50.931,51.362446
1345,19.08,40.7,21.79,-1.0,87.45,19.05,13.21,14.97,16.46,79.54,63.92399
1346,-1.0,9.4,17.9,23.4,22.17,29.9,11.0,-1.0,11.3,38.826,40.34829
1347,-1.0,-1.0,-1.0,30.9,42.5,-1.0,18.3,43.8,46.0,44.434,62.563766
1348,-1.0,-1.0,-1.0,108.89,-1.0,-1.0,-1.0,-1.0,-1.0,52.21,60.74006
1349,-1.0,35.0,32.7,49.9,57.89,39.7,44.9,-1.0,35.2,91.255,68.18165
1350,17.7,21.3,-1.0,26.1,27.99,14.7,-1.0,23.3,14.77,31.35,35.98862
1351,40.44,-1.0,44.08,72.49,53.19,66.8,50.75,51.48,44.52,49.5,82.65961
1352,27.42,-1.0,53.22,-1.0,47.7,45.41,48.63,24.85,66.11,29.17,90.83755
1353,-1.0,-1.0,100.09,112.09,-1.0,-1.0,-1.0,-1.0,-1.0,74.04,63.814335
1354,-1.0,-1.0,-1.0,67.34,-1.0,-1.0,-1.0,-1.0,-1.0,53.07,65.28351
1355,-1.0,36.0,34.2,81.8,54.81,23.2,28.4,-1.0,-1.0,105.75,69.09377
1356,37.14,51.39,-1.0,-1.0,-1.0,16.81,24.48,41.07,55.75,69.0,59.377495
1357,-1.0,-1.0,-1.0,40.2,51.14,10.6,21.0,33.0,15.3,20.996,59.582317
1358,62.8,54.2,-1.0,279.9,87.05,40.2,-1.0,38.1,48.49,179.56,92.82724
1359,-1.0,-1.0,-1.0,9.4,6.88,15.9,12.6,19.6,12.4,18.396,17.93782
1360,22.3,31.28,39.78,-1.0,-1.0,33.52,30.58,36.18,33.53,55.84,64.64137
1361,25.1,-1.0,-1.0,32.1,-1.0,13.9,24.5,21.4,19.79,88.481,50.616558
1362,-1.0,17.0,26.2,22.6,29.19,35.2,21.4,-1.0,14.8,49.03,45.411564
1363,43.27,90.73,83.29,-1.0,-1.0,94.08,191.4,96.0,185.23,164.45,258.79837
1364,-1.0,80.3,65.8,114.0,141.05,66.0,-1.0,-1.0,73.1,159.86,121.241875
1365,-1.0,-1.0,-1.0,12.29,-1.0,-1.0,-1.0,-1.0,-1.0,102.69,78.37927
1366,-1.0,-1.0,-1.0,31.4,27.16,38.7,35.6,44.4,39.2,58.004,54.869137
1367,-1.0,-1.0,-1.0,47.0,44.62,32.5,45.2,24.6,36.5,76.123,62.806915
1368,-1.0,-1.0,-1.0,-1.0,20.9,-1.0,-1.0,-1.0,6.3,25.87,30.33957
1369,-1.0,25.6,36.9,80.0,72.81,36.9,39.5,-1.0,35.8,98.38,83.237785
1370,46.7,18.7,-1.0,100.3,107.19,41.6,-1.0,32.1,35.57,67.769,76.71581
1371,32.0,38.0,-1.0,62.4,46.0,13.9,25.81,-1.0,18.73,49.638,49.549297
1372,-1.0,0.1,-1.0,-1.0,16.2,-1.0,-1.0,-1.0,3.32,15.995,22.828142
1373,-1.0,23.4,29.9,46.3,31.41,34.3,24.3,-1.0,29.6,61.229,52.146305
1374,-1.0,-1.0,-1.0,20.7,28.06,16.7,29.2,16.7,32.5,39.78,39.985367
1375,-1.0,-1.0,-1.0,-1.0,84.7,-1.0,32.24,-1.0,40.89,35.109,77.305664
1376,37.5,44.2,-1.0,84.3,30.47,23.2,30.7,44.5,25.3,77.943,65.17735
1377,32.7,23.6,-1.0,54.1,38.79,30.1,-1.0,40.2,25.64,53.979,57.928783
1378,-1.0,31.6,86.8,465.8,229.3,25.8,138.98,-1.0,-1.0,280.77,227.52286
1379,23.7,-1.0,-1.0,41.3,-1.0,14.9,16.7,9.7,17.8,66.943,51.46743
1380,18.5,80.2,-1.0,-1.0,37.6,22.8,48.2,-1.0,28.01,65.479,33.23224
1381,20.2,58.1,-1.0,-1.0,44.5,33.7,54.23,-1.0,32.19,32.18,53.142544
1382,30.1,35.0,-1.0,49.2,38.93,31.8,44.4,46.2,40.75,68.897,63.804424
1383,-1.0,56.9,82.2,88.4,-1.0,69.8,55.9,-1.0,31.4,106.16,76.170586
1384,-1.0,15.5,-1.0,-1.0,15.3,-1.0,37.53,-1.0,12.6,21.494,18.59941
1385,-1.0,24.6,23.8,31.6,36.18,29.5,29.6,-1.0,21.4,74.113,48.700996
1386,-1.0,-1.0,-1.0,15.9,20.71,10.0,11.0,2.5,2.5,32.609,28.281633
1387,-1.0,-1.0,-1.0,19.9,13.04,12.9,3.6,2.9,5.2,19.917,29.941296
1388,-1.0,-1.0,13.83,42.66,-1.0,-1.0,-1.0,-1.0,-1.0,138.15,105.82546
1389,-1.0,-1.0,13.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,212.97,117.15996
1390,-1.0,91.0,92.5,200.4,232.32,65.7,63.1,66.0,75.5,205.84,167.34874
1391,-1.0,27.5,29.5,34.1,42.28,26.1,37.1,-1.0,32.4,58.75,47.43053
1392,-1.0,30.2,57.3,73.3,113.22,48.3,78.8,-1.0,5.8,87.246,86.89008
