,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN_med,CEN_pred
1069,48.7,41.4,-1.0,131.1,123.07,-1.0,118.86,77.3,54.0,67.57,56.779385
1070,50.09,107.26,81.63,-1.0,-1.0,70.59,56.19,72.99,50.78,76.22,75.79781
1071,-1.0,44.6,60.3,59.5,-1.0,21.9,-1.0,-1.0,26.9,28.98,30.286001
1072,8.9,-1.0,-1.0,19.2,-1.0,18.6,24.636,16.0,18.5,14.9,15.746555
1073,26.2,37.5,-1.0,86.1,41.58,23.2,92.62,-1.0,22.8,30.17,28.571136
1074,30.2,-1.0,-1.0,58.4,32.3,45.6,70.102,44.0,29.0,33.12,37.636024
1075,29.0,38.1,-1.0,36.3,51.62,35.4,58.856,-1.0,37.0,36.66,37.65496
1076,-1.0,34.2,43.5,52.5,-1.0,26.6,-1.0,-1.0,25.0,21.05,25.355923
1077,-1.0,25.7,26.9,9.1,-1.0,-1.0,-1.0,26.14,-1.0,25.31,17.496859
1078,27.49,44.05,61.87,-1.0,57.91,34.58,109.33,48.22,31.91,35.91,38.298237
1079,-1.0,12.7,10.3,24.0,-1.0,-1.0,-1.0,23.4,-1.0,12.065,13.521319
1080,-1.0,14.5,40.4,15.6,-1.0,-1.0,-1.0,38.61,-1.0,34.07,19.687643
1081,-1.0,-1.0,-1.0,11.6,-1.0,13.0,25.215,16.2,25.9,12.7,14.059789
1082,-1.0,-1.0,-1.0,10.5,11.45,9.2,24.035,10.9,15.1,9.8,12.806358
1083,-1.0,24.9,25.5,67.6,33.82,41.0,75.9,32.1,-1.0,51.7,28.264027
1084,28.5,33.7,-1.0,60.7,100.91,22.2,-1.0,-1.0,32.6,25.5,38.219368
1085,-1.0,21.0,19.6,12.3,-1.0,0.0,-1.0,21.5,-1.0,13.44,15.865976
1086,-1.0,24.1,43.0,60.3,-1.0,16.5,-1.0,53.86,21.8,39.81,29.476234
1087,55.6,17.0,20.8,43.2,35.26,21.3,108.21,30.3,28.8,22.69,32.463226
1088,-1.0,27.2,25.4,82.4,-1.0,23.7,48.757,25.5,-1.0,19.2,21.970398
1089,76.0,-1.0,-1.0,-1.0,74.48,56.6,121.89,60.7,81.3,84.55,60.370453
1090,-1.0,42.7,116.8,112.0,-1.0,-1.0,-1.0,70.64,33.9,46.36,41.34198
1091,-1.0,-1.0,-1.0,27.7,34.75,30.6,51.148,28.4,30.2,27.4,27.28177
1092,-1.0,-1.0,19.9,29.5,31.16,20.5,40.198,29.6,48.9,18.9,26.54369
1093,-1.0,31.2,-1.0,-1.0,41.0,-1.0,21.816,56.33,-1.0,22.49,21.479362
1094,-1.0,37.9,42.5,66.8,57.18,42.8,72.022,49.0,-1.0,26.7,45.795963
1095,6.8,16.86,16.83,-1.0,-1.0,16.21,36.75,14.6,10.76,11.62,16.894836
1096,-1.0,24.5,40.3,41.4,-1.0,-1.0,-1.0,77.97,-1.0,16.88,29.37422
1097,29.48,32.01,32.03,-1.0,-1.0,23.69,98.7,28.14,29.18,29.74,28.088089
1098,53.78,76.64,82.67,-1.0,-1.0,61.22,125.66,79.62,66.5,87.57,102.927055
1099,18.05,49.96,40.4,56.03,-1.0,32.2,48.69,27.6,25.58,30.15,27.322653
1100,24.33,32.81,49.18,-1.0,-1.0,31.08,103.99,26.4,15.54,23.26,35.422012
1101,7.8,8.2,-1.0,32.8,21.28,12.3,46.472,-1.0,7.5,9.17,12.730058
1102,4.09,17.04,10.89,-1.0,54.71,9.25,141.84,8.08,12.46,13.55,12.001873
1103,51.0,59.0,-1.0,107.3,71.33,52.9,78.073,59.5,48.6,50.54,52.376686
1104,-1.0,-1.0,-1.0,20.3,19.97,12.3,24.746,22.2,17.0,13.6,16.134125
1105,56.47,56.36,44.02,52.81,-1.0,50.26,-1.0,52.86,49.79,58.0,49.697227
1106,14.07,18.3,30.64,-1.0,-1.0,21.92,61.31,17.44,17.15,19.06,20.815409
1107,-1.0,26.3,37.9,50.9,-1.0,-1.0,-1.0,34.32,-1.0,22.61,23.1954
1108,-1.0,21.7,51.4,51.8,25.98,68.6,41.703,23.2,-1.0,18.6,26.605652
1109,-1.0,18.2,71.4,61.4,-1.0,22.2,-1.0,65.38,47.3,32.43,36.00331
1110,-1.0,-1.0,-1.0,45.4,56.2,22.1,37.02,37.4,19.5,32.9,25.272655
1111,-1.0,9.5,12.5,14.9,19.67,11.2,27.682,10.8,-1.0,10.5,14.939863
1112,-1.0,-1.0,34.5,51.1,-1.0,-1.0,-1.0,20.54,-1.0,13.36,24.199324
1113,-1.0,6.7,51.0,-1.0,-1.0,29.3,-1.0,-1.0,37.5,40.08,37.219913
1114,-1.0,23.3,44.0,36.7,-1.0,37.5,-1.0,-1.0,38.3,35.29,36.16825
1115,-1.0,29.5,45.1,92.7,-1.0,42.2,62.696,41.8,-1.0,34.3,34.507607
1116,35.06,-1.0,30.39,-1.0,73.32,38.29,39.37,26.62,32.71,34.17,32.583393
1117,11.38,28.61,21.13,-1.0,-1.0,32.59,32.84,48.57,13.08,37.1,56.010143
1118,-1.0,80.2,50.1,98.9,-1.0,-1.0,-1.0,-1.0,55.9,72.97,78.69875
1119,-1.0,-1.0,-1.0,46.4,46.24,25.7,41.021,43.9,42.2,24.9,32.098816
1120,58.55,51.7,-1.0,-1.0,78.17,40.52,109.29,43.11,46.5,43.4,59.812088
1121,-1.0,32.5,45.3,91.3,-1.0,35.4,90.649,37.5,46.1,44.1,38.18741
1122,-1.0,44.4,51.1,155.6,-1.0,55.3,-1.0,69.28,30.8,55.06,73.56259
1123,-1.0,31.9,34.2,81.8,-1.0,41.0,91.708,51.8,-1.0,32.2,35.58212
1124,-1.0,30.5,101.7,82.3,-1.0,41.4,-1.0,45.6,40.5,40.01,40.52015
1125,-1.0,91.4,76.7,154.4,62.25,36.1,101.81,45.3,72.4,44.57,43.23461
1126,-1.0,25.7,73.6,-1.0,-1.0,41.5,-1.0,-1.0,29.2,27.93,52.501553
1127,-1.0,43.4,41.3,57.8,-1.0,35.3,-1.0,-1.0,24.5,26.62,31.403015
1128,16.0,-1.0,-1.0,24.9,-1.0,15.3,12.067,20.3,12.9,13.65,14.370944
1129,-1.0,-1.0,16.3,50.3,48.14,23.4,63.706,31.2,77.6,30.4,28.02105
1130,-1.0,41.7,69.0,-1.0,-1.0,45.7,-1.0,69.09,43.7,37.38,46.612003
1131,32.35,18.28,21.83,38.18,-1.0,22.18,-1.0,21.94,21.54,23.5,23.405405
1132,38.05,29.52,29.37,-1.0,34.5,56.37,55.86,26.51,35.42,29.91,30.995888
1133,39.0,35.5,-1.0,79.3,55.29,25.7,59.246,-1.0,33.0,29.96,33.0332
1134,-1.0,19.4,-1.0,-1.0,37.8,-1.0,34.563,44.91,-1.0,43.95,18.975054
1135,20.67,30.24,18.95,-1.0,-1.0,20.12,115.63,18.69,16.44,19.81,24.37712
1136,-1.0,97.1,78.1,133.5,188.03,79.4,185.84,71.4,103.5,135.56,97.472725
1137,-1.0,13.0,12.9,-1.0,-1.0,11.2,-1.0,-1.0,-1.0,12.85,12.613388
1138,-1.0,75.5,87.8,274.2,169.21,81.0,208.63,104.5,-1.0,74.8,71.73059
1139,-1.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.96,-1.0,27.98,7.6809053
1140,21.6,30.7,-1.0,100.8,51.78,19.6,63.85,45.4,23.3,57.52,28.88389
1141,25.3,69.1,-1.0,17.2,35.0,18.0,30.586,59.18,-1.0,22.05,24.327665
1142,-1.0,25.8,31.5,25.1,47.07,24.2,63.14,49.5,-1.0,30.7,35.128914
1143,-1.0,27.2,24.6,40.4,12.51,25.0,51.413,20.2,12.3,29.52,22.558588
1144,35.5,-1.0,-1.0,92.1,53.1,33.8,49.84,57.04,-1.0,54.48,31.971045
1145,-1.0,12.3,52.9,35.7,29.63,30.7,58.536,39.2,40.3,19.09,32.241943
1146,19.03,26.32,19.97,-1.0,-1.0,14.5,82.79,15.58,19.5,23.85,24.304485
1147,-1.0,28.2,41.7,84.0,55.15,32.9,65.317,27.8,-1.0,41.7,24.88072
1148,-1.0,28.8,35.6,41.2,40.2,33.1,51.059,35.8,-1.0,25.0,34.06506
1149,-1.0,57.4,101.4,351.5,99.89,49.9,340.78,57.1,50.0,62.8,68.75337
1150,27.07,23.15,27.44,-1.0,-1.0,22.67,27.49,22.42,28.73,18.01,26.975643
1151,-1.0,28.8,26.2,156.5,75.1,18.0,191.5,22.7,-1.0,4.8,59.953403
1152,-1.0,33.3,41.4,58.4,-1.0,49.8,59.082,37.2,42.2,35.9,38.541866
1153,-1.0,1.4,-1.0,-1.0,16.0,-1.0,39.79,12.57,-1.0,13.08,14.595644
1154,-1.0,43.6,33.3,39.4,33.36,32.3,41.807,37.7,-1.0,45.1,44.883266
1155,-1.0,19.1,10.2,-1.0,-1.0,14.9,-1.0,-1.0,24.8,22.99,16.369947
1156,-1.0,-1.0,-1.0,26.1,35.36,33.4,67.005,29.3,29.6,41.4,27.827171
1157,-1.0,47.9,-1.0,-1.0,51.7,-1.0,52.721,37.54,-1.0,27.04,24.693354
1158,57.1,56.1,104.1,364.1,310.17,60.9,243.08,156.8,66.4,127.14,132.96739
1159,31.5,36.3,-1.0,65.3,41.24,25.0,62.774,41.5,26.7,34.08,33.97781
1160,26.22,-1.0,41.21,-1.0,-1.0,76.69,42.65,35.84,38.11,37.81,23.594275
1161,-1.0,22.0,-1.0,-1.0,46.3,-1.0,44.388,29.39,-1.0,15.51,18.603338
1162,-1.0,31.3,22.2,38.4,57.53,29.2,57.775,24.7,-1.0,42.4,24.194986
1163,-1.0,55.9,121.2,364.8,285.68,83.3,235.71,166.4,-1.0,102.6,103.637405
1164,-1.0,27.5,29.9,-1.0,-1.0,13.3,-1.0,-1.0,-1.0,22.45,23.071749
1165,-1.0,50.3,46.9,-1.0,-1.0,49.0,-1.0,-1.0,-1.0,38.65,40.249382
1166,-1.0,62.1,-1.0,172.2,75.15,44.2,83.621,52.9,32.2,54.6,44.767254
1167,-1.0,37.8,37.7,75.7,45.35,35.5,61.172,46.2,-1.0,48.0,37.253296
1168,28.6,30.67,41.61,-1.0,38.77,32.58,61.86,31.51,14.13,24.07,26.544538
1169,-1.0,23.1,66.5,-1.0,-1.0,40.9,-1.0,57.01,50.4,47.98,45.60283
1170,24.65,27.53,44.26,-1.0,23.43,23.33,47.82,22.27,23.6,19.15,28.885855
1171,-1.0,-1.0,-1.0,14.2,23.99,19.1,38.002,20.5,22.7,22.3,19.674517
1172,-1.0,28.7,28.5,15.5,-1.0,23.5,-1.0,61.21,29.3,15.46,28.597767
1173,-1.0,18.7,42.0,53.7,-1.0,17.7,-1.0,49.13,16.2,31.54,25.828474
1174,-1.0,16.9,29.0,63.4,-1.0,31.9,-1.0,29.15,17.3,49.9,25.628841
1175,-1.0,17.2,7.7,-1.0,29.3,-1.0,18.929,27.77,-1.0,10.64,19.620068
1176,-1.0,17.1,57.0,78.0,-1.0,28.5,-1.0,32.01,44.4,35.85,36.90614
1177,54.1,59.2,-1.0,93.7,73.33,42.5,102.64,-1.0,55.1,55.98,57.970757
1178,-1.0,33.7,53.8,61.9,-1.0,48.5,83.645,42.6,-1.0,31.4,30.078632
1179,-1.0,10.3,33.7,28.7,-1.0,-1.0,-1.0,35.95,-1.0,8.86,19.455873
1180,30.2,-1.0,37.33,-1.0,-1.0,36.63,29.9,33.47,30.15,47.16,36.45506
1181,-1.0,14.6,13.9,17.9,-1.0,22.8,38.832,9.5,-1.0,15.7,20.46878
1182,-1.0,77.8,58.7,-1.0,-1.0,79.4,-1.0,-1.0,-1.0,66.19,41.33079
1183,33.34,24.41,28.04,-1.0,-1.0,28.94,27.72,20.25,-1.0,25.88,21.76129
1184,-1.0,78.1,126.7,310.3,95.94,57.5,245.76,72.6,53.8,75.06,68.44708
1185,28.46,25.96,20.75,-1.0,-1.0,19.28,33.08,23.48,22.87,27.09,25.047108
1186,23.8,80.5,-1.0,50.0,62.7,-1.0,58.194,35.45,-1.0,35.89,26.569708
1187,49.6,27.0,-1.0,89.3,32.37,39.7,61.45,-1.0,33.9,29.18,38.159122
1188,-1.0,23.8,53.1,20.3,-1.0,-1.0,-1.0,-1.0,-1.0,28.24,32.965275
1189,-1.0,28.2,89.9,12.2,-1.0,-1.0,-1.0,-1.0,-1.0,51.42,19.18594
1190,41.8,16.5,-1.0,-1.0,25.4,-1.0,49.24,26.79,-1.0,21.68,21.882097
1191,-1.0,49.6,74.5,63.7,-1.0,65.4,-1.0,-1.0,62.2,52.05,58.678905
1192,-1.0,-1.0,12.5,10.2,32.1,9.6,30.896,13.4,11.7,6.5,14.926134
1193,68.68,32.14,47.17,-1.0,81.01,37.12,49.22,38.3,45.63,37.74,48.52549
1194,-1.0,9.9,2.0,15.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.765,12.210501
1195,-1.0,109.6,112.4,258.6,154.93,114.3,212.13,65.1,-1.0,85.9,102.44253
1196,38.1,-1.0,-1.0,98.9,-1.0,43.8,76.017,44.0,31.7,59.99,46.55652
1197,-1.0,6.3,7.7,-1.0,10.6,-1.0,19.071,26.14,-1.0,8.82,8.313688
1198,46.06,58.73,53.75,-1.0,-1.0,56.25,55.36,46.67,58.04,52.3,54.96897
1199,-1.0,12.9,32.01,16.58,-1.0,17.58,-1.0,31.51,8.23,15.11,19.101112
1200,-1.0,-1.0,30.4,51.4,60.23,28.2,109.26,29.4,132.8,32.9,30.75232
1201,-1.0,85.2,43.1,109.1,117.6,57.1,198.41,46.0,-1.0,74.3,15.290191
1202,-1.0,-1.0,39.7,46.7,-1.0,-1.0,-1.0,35.12,-1.0,18.69,25.307123
1203,-1.0,-1.0,3.0,12.4,17.87,3.2,27.765,13.3,12.1,5.8,12.664002
1204,25.73,27.91,39.37,-1.0,-1.0,28.72,188.64,52.22,36.2,31.38,19.343178
1205,-1.0,61.6,77.2,70.3,99.72,67.2,103.1,84.4,-1.0,82.0,64.53572
1206,-1.0,46.4,29.1,42.7,53.31,33.1,44.337,51.3,37.6,46.21,40.306126
1207,65.1,81.7,-1.0,144.3,107.08,66.1,138.55,-1.0,70.0,69.67,74.038734
1208,-1.0,-1.0,-1.0,16.3,-1.0,29.6,46.699,21.6,39.7,28.3,22.437065
1209,80.4,67.3,-1.0,138.0,199.66,81.5,112.97,-1.0,81.7,67.65,84.33354
1210,-1.0,95.6,62.4,258.5,-1.0,-1.0,-1.0,123.74,74.9,94.44,90.343864
1211,-1.0,119.9,143.2,277.4,381.05,105.0,172.22,87.4,-1.0,114.2,34.979195
1212,40.52,31.49,-1.0,-1.0,41.13,25.16,146.78,54.09,31.6,53.59,48.644012
1213,-1.0,-1.0,48.3,23.4,-1.0,-1.0,-1.0,-1.0,-1.0,47.41,18.981419
1214,35.9,20.0,-1.0,-1.0,38.0,14.6,42.346,25.49,-1.0,26.47,21.603018
1215,-1.0,174.9,-1.0,-1.0,28.9,-1.0,39.037,1.83,-1.0,7.34,19.908207
1216,-1.0,2.8,12.0,13.7,-1.0,0.0,-1.0,26.52,-1.0,13.39,12.627869
1217,-1.0,-1.0,-1.0,30.0,18.16,11.4,29.788,27.2,12.6,12.3,15.018455
1218,-1.0,30.1,43.4,68.0,-1.0,32.2,75.106,45.5,57.7,54.0,45.81798
1219,-1.0,53.1,71.8,356.7,164.7,4.3,181.63,50.9,-1.0,40.5,32.381447
1220,25.9,12.0,-1.0,-1.0,47.3,22.2,71.041,-1.0,-1.0,27.27,25.080118
1221,-1.0,27.2,46.5,65.6,-1.0,28.4,-1.0,-1.0,-1.0,22.89,27.824045
1222,20.2,33.0,-1.0,27.7,38.2,16.1,33.204,26.28,-1.0,22.89,18.039978
1223,-1.0,24.1,46.7,45.5,28.29,26.7,42.853,28.5,31.6,33.94,27.403706
1224,-1.0,20.7,52.8,41.2,-1.0,32.8,-1.0,28.28,28.0,22.28,26.525614
1225,-1.0,17.8,-1.0,-1.0,50.7,-1.0,35.592,71.55,-1.0,48.62,41.41058
1226,101.1,118.8,160.7,334.9,185.58,101.0,290.89,151.3,139.6,162.81,187.88261
1227,-1.0,-1.0,-1.0,43.5,13.26,7.7,36.728,12.7,5.3,8.3,11.199315
1228,-1.0,23.1,35.3,33.9,-1.0,-1.0,-1.0,10.16,9.1,17.78,17.696684
1229,25.97,35.07,37.16,-1.0,-1.0,50.73,46.14,30.05,32.7,41.25,41.818672
1230,33.6,-1.0,-1.0,49.8,35.48,33.9,82.443,34.6,-1.0,36.19,26.619734
1231,-1.0,-1.0,-1.0,-1.0,13.0,-1.0,16.595,1.88,-1.0,8.22,9.500478
1232,-1.0,44.2,-1.0,-1.0,36.0,-1.0,40.692,62.04,-1.0,19.56,35.940025
1233,-1.0,25.8,57.8,62.2,43.06,44.3,72.976,46.2,-1.0,25.2,30.156593
1234,49.92,146.95,174.04,-1.0,69.75,197.67,115.54,143.4,17.08,86.12,135.90689
1235,10.3,-1.0,-1.0,22.7,-1.0,-1.0,32.021,34.3,8.3,19.6,19.499802
1236,28.8,51.5,-1.0,70.5,95.5,20.8,61.649,61.22,-1.0,39.78,34.982655
1237,-1.0,23.1,16.8,60.3,-1.0,17.9,-1.0,23.82,13.8,18.03,19.996744
1238,-1.0,54.4,70.4,157.1,81.5,47.1,129.15,63.7,-1.0,70.2,46.197765
1239,-1.0,-1.0,-1.0,22.5,25.92,32.9,44.358,21.8,28.9,26.8,21.881916
1240,33.45,38.08,31.59,-1.0,191.04,38.31,63.05,44.7,51.5,34.65,47.643414
1241,10.1,13.2,-1.0,-1.0,20.7,4.5,12.434,-1.0,-1.0,6.23,13.068944
1242,-1.0,27.1,36.4,37.7,-1.0,-1.0,-1.0,-1.0,-1.0,22.2,20.436378
1243,-1.0,-1.0,-1.0,19.4,19.43,11.1,52.61,18.0,10.5,19.3,15.331224
1244,-1.0,42.1,57.2,123.9,-1.0,25.1,-1.0,49.63,26.0,32.23,29.585196
1245,114.5,50.8,56.9,86.5,104.25,49.7,247.05,54.0,57.2,61.87,61.601364
1246,10.8,-1.0,-1.0,10.4,-1.0,6.4,18.04,19.9,16.2,8.33,11.948754
1247,-1.0,52.2,51.2,49.1,-1.0,-1.0,-1.0,11.69,38.2,48.05,45.751705
1248,-1.0,-1.0,-1.0,-1.0,21.5,-1.0,-1.0,4.06,-1.0,15.42,9.712587
1249,-1.0,29.5,-1.0,84.8,-1.0,24.3,-1.0,-1.0,25.6,25.26,25.870365
1250,-1.0,24.0,44.0,75.2,-1.0,-1.0,-1.0,4.8,-1.0,15.96,22.496107
1251,-1.0,40.6,-1.0,76.2,79.29,35.9,126.65,94.5,72.5,68.09,79.563705
1252,-1.0,24.0,41.7,27.8,-1.0,20.4,-1.0,33.47,18.2,14.67,25.190655
1253,-1.0,35.2,58.1,96.5,-1.0,42.0,-1.0,-1.0,35.6,30.82,40.092537
1254,-1.0,60.2,33.9,-1.0,-1.0,51.5,-1.0,-1.0,-1.0,25.46,31.176428
1255,-1.0,-1.0,-1.0,-1.0,-1.0,11.7,44.548,9.0,18.7,11.5,12.78471
1256,-1.0,9.2,-1.0,21.2,-1.0,17.7,-1.0,-1.0,11.4,10.72,15.558849
1257,-1.0,38.6,53.0,64.1,-1.0,47.3,95.413,55.5,53.7,48.8,49.754322
1258,-1.0,-1.0,27.0,32.6,30.46,34.7,55.915,32.0,70.4,38.3,34.52055
1259,-1.0,-1.0,-1.0,98.8,63.36,19.9,94.62,23.6,36.6,33.2,23.941458
1260,28.9,42.6,-1.0,40.4,41.0,27.1,57.963,15.92,-1.0,27.63,27.552916
1261,42.4,41.7,-1.0,105.8,61.28,23.2,81.688,31.0,39.6,40.4,34.720005
1262,-1.0,18.0,16.9,16.8,14.8,19.9,29.51,15.4,-1.0,2.1,14.610775
1263,-1.0,41.6,73.6,264.0,-1.0,-1.0,-1.0,120.15,13.3,42.64,84.875496
1264,-1.0,-1.0,27.6,20.3,-1.0,-1.0,-1.0,-1.0,-1.0,14.26,21.481623
1265,61.4,26.3,-1.0,46.7,58.72,23.2,71.78,56.7,27.7,43.95,40.469196
1266,-1.0,26.6,52.9,157.2,171.46,41.0,112.03,47.4,39.2,100.92,57.510242
1267,39.1,-1.0,-1.0,21.0,38.9,18.2,39.466,39.0,30.9,26.81,23.516369
1268,-1.0,38.2,36.6,46.8,-1.0,30.7,-1.0,-1.0,23.0,36.6,35.985054
1269,-1.0,22.2,45.2,58.6,-1.0,31.3,-1.0,-1.0,30.2,37.76,30.064121
1270,39.4,71.5,-1.0,54.8,-1.0,33.0,63.029,56.33,-1.0,54.38,40.050087
1271,27.6,29.5,-1.0,25.9,-1.0,25.1,33.768,31.2,38.0,37.44,27.520187
1272,-1.0,33.3,42.8,61.0,49.57,26.1,73.048,38.8,-1.0,37.1,35.42979
1273,16.13,16.61,25.03,-1.0,58.3,9.77,34.46,24.38,19.88,14.45,20.80675
1274,-1.0,47.1,73.2,116.1,-1.0,52.5,-1.0,56.34,45.5,61.42,49.43989
1275,-1.0,23.8,59.9,82.1,-1.0,24.5,-1.0,-1.0,19.7,21.55,25.495842
1276,-1.0,-1.0,17.3,21.2,29.33,10.3,59.049,9.2,23.9,14.1,16.20482
1277,-1.0,34.9,61.4,71.6,-1.0,40.7,-1.0,31.61,38.0,32.21,37.23898
1278,-1.0,9.7,6.1,14.7,-1.0,-1.0,-1.0,21.31,-1.0,9.31,11.4255495
1279,31.6,17.1,-1.0,55.2,48.0,23.5,70.434,-1.0,28.1,26.94,31.835354
1280,-1.0,25.1,-1.0,-1.0,21.3,-1.0,29.506,32.92,-1.0,12.52,17.009499
1281,34.9,-1.0,59.5,294.2,128.55,53.3,198.72,121.5,31.4,60.1,61.640175
1282,-1.0,-1.0,-1.0,-1.0,25.0,-1.0,51.855,-1.0,-1.0,18.05,15.873284
1283,-1.0,13.5,21.2,28.7,-1.0,46.1,-1.0,-1.0,-1.0,25.31,27.219591
1284,-1.0,-1.0,45.1,65.9,37.49,10.6,56.312,25.7,40.9,19.8,26.09016
1285,-1.0,-1.0,76.0,53.0,87.62,84.3,60.721,65.2,43.3,41.4,49.72776
1286,-1.0,15.66,11.34,20.41,17.24,17.86,54.38,17.02,21.36,22.16,17.413929
1287,55.39,74.38,37.45,-1.0,41.28,45.08,21.29,72.96,52.14,60.36,62.89116
1288,-1.0,49.7,106.5,149.7,-1.0,49.2,-1.0,100.87,22.5,54.17,62.321487
1289,-1.0,85.1,101.2,155.8,240.32,65.1,165.12,64.7,60.5,102.05,67.82285
1290,-1.0,49.4,48.2,32.8,-1.0,-1.0,-1.0,-1.0,-1.0,33.91,28.531933
1291,-1.0,-1.0,-1.0,35.9,37.68,13.7,52.682,35.8,42.4,15.7,23.028965
1292,24.5,30.82,26.3,-1.0,37.72,27.74,37.55,22.48,28.8,30.04,29.937546
1293,26.12,32.71,51.35,-1.0,79.88,33.85,68.03,43.08,30.82,35.95,47.595554
1294,-1.0,26.4,38.4,40.2,-1.0,-1.0,-1.0,18.91,-1.0,18.28,20.622606
1295,-1.0,8.3,11.0,-1.0,-1.0,-1.0,-1.0,57.36,-1.0,5.67,12.008717
1296,-1.0,-1.0,-1.0,35.2,32.21,12.1,56.321,24.7,23.3,17.0,26.01554
1297,-1.0,26.1,37.8,40.1,-1.0,28.0,48.101,38.7,44.0,34.3,36.29781
1298,-1.0,57.0,100.4,241.1,65.47,61.6,123.52,60.5,42.6,66.54,53.576515
1299,-1.0,65.1,66.6,122.8,73.53,89.4,87.605,72.6,-1.0,58.0,72.030525
1300,23.0,-1.0,-1.0,42.1,54.11,24.3,60.043,31.2,29.0,25.6,26.70656
1301,-1.0,29.5,29.5,54.8,55.0,43.9,69.569,28.0,-1.0,35.5,29.72061
1302,-1.0,77.2,164.9,231.2,98.11,66.5,130.46,88.4,-1.0,51.1,68.735504
1303,-1.0,-1.0,-1.0,79.2,52.75,15.2,89.729,38.1,49.9,29.0,30.298952
1304,-1.0,-1.0,-1.0,26.8,41.81,18.2,34.028,17.8,32.3,21.5,19.411306
1305,-1.0,26.6,57.5,56.9,-1.0,43.7,-1.0,19.21,62.5,37.99,50.7127
1306,-1.0,-1.0,27.9,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.6,20.92744
1307,-1.0,87.7,126.7,240.6,91.53,71.7,152.55,95.2,85.0,66.92,83.551186
1308,-1.0,47.0,33.8,81.2,104.56,30.1,112.35,51.1,-1.0,48.0,35.804054
1309,-1.0,-1.0,20.6,24.8,-1.0,-1.0,-1.0,17.14,-1.0,23.05,15.139618
1310,28.02,8.61,26.8,-1.0,41.56,16.62,88.35,20.72,25.1,27.36,21.870003
1311,17.1,23.0,-1.0,81.1,30.57,38.6,72.041,-1.0,29.6,31.51,31.848251
1312,-1.0,37.3,26.8,35.4,-1.0,-1.0,-1.0,-1.0,-1.0,17.87,21.728035
1313,27.72,59.56,39.03,-1.0,-1.0,53.41,67.01,53.92,32.83,58.98,54.72117
1314,-1.0,22.7,55.7,75.4,-1.0,36.8,63.091,39.4,-1.0,24.2,30.632793
1315,-1.0,1.2,-1.0,-1.0,27.3,-1.0,17.581,0.68,-1.0,15.79,5.7471805
1316,58.8,67.8,-1.0,239.5,42.7,12.4,131.56,-1.0,44.0,61.92,19.497278
1317,-1.0,72.4,88.8,300.2,75.88,54.8,204.75,86.8,-1.0,76.2,67.939415
1318,-1.0,44.1,81.7,97.5,-1.0,44.6,-1.0,-1.0,43.8,37.81,46.902615
1319,-1.0,25.7,55.0,91.2,-1.0,-1.0,-1.0,86.32,-1.0,27.44,54.81983
1320,15.72,20.26,19.27,-1.0,-1.0,18.49,56.36,16.2,17.56,15.81,17.705551
1321,16.04,22.01,23.72,-1.0,41.4,19.48,41.3,19.31,21.72,23.52,24.97454
1322,-1.0,17.0,30.6,32.8,-1.0,-1.0,-1.0,32.38,-1.0,28.11,21.451263
1323,41.2,-1.0,-1.0,111.5,86.67,46.4,88.616,56.8,42.9,81.31,52.425137
1324,-1.0,-1.0,-1.0,5.0,4.63,4.2,13.384,4.0,6.8,2.7,3.947976
1325,-1.0,16.8,-1.0,-1.0,15.0,-1.0,13.318,35.02,-1.0,8.37,14.086346
1326,9.58,-1.0,36.83,-1.0,38.44,27.56,63.85,26.43,14.03,20.72,21.890837
1327,-1.0,27.5,52.9,49.2,-1.0,30.3,54.036,19.8,36.2,34.0,34.91564
1328,35.13,38.46,26.44,-1.0,218.3,40.04,51.46,29.49,38.07,36.59,35.65762
1329,-1.0,2.3,11.0,3.3,-1.0,-1.0,-1.0,9.72,-1.0,9.25,6.9818234
1330,-1.0,16.8,43.0,180.9,-1.0,-1.0,-1.0,59.37,1.8,49.74,24.679472
1331,-1.0,26.0,-1.0,-1.0,44.2,-1.0,45.236,15.61,-1.0,19.82,20.24527
1332,-1.0,-1.0,-1.0,12.8,21.67,16.2,28.672,2.3,20.0,14.8,17.492905
1333,-1.0,81.8,110.5,155.8,-1.0,-1.0,-1.0,-1.0,18.1,51.98,44.74122
1334,26.0,47.84,55.59,170.06,-1.0,47.82,-1.0,85.44,37.39,82.89,53.808666
1335,-1.0,-1.0,-1.0,28.4,36.36,33.3,41.352,64.9,40.3,37.6,41.597652
1336,38.9,-1.0,-1.0,-1.0,50.35,39.6,80.971,51.9,54.0,45.4,40.23054
1337,-1.0,-1.0,-1.0,42.7,-1.0,3.3,60.487,16.5,16.8,13.4,19.096424
1338,-1.0,8.5,35.9,-1.0,-1.0,63.6,-1.0,-1.0,-1.0,32.1,21.629513
1339,-1.0,-1.0,-1.0,20.9,-1.0,12.7,67.745,9.9,33.4,10.0,12.487052
1340,42.5,-1.0,-1.0,99.3,46.97,27.3,68.227,36.2,46.9,33.41,37.80264
1341,62.24,108.17,79.76,-1.0,40.8,100.04,151.37,96.47,164.82,121.28,111.39656
