,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,VAL,CEN,TLA_med,TLA_pred
1135,58.9,63.3,-1.0,135.0,142.8,51.3,120.96,61.8,70.68,70.4,77.28359
1136,47.03,62.53,21.04,81.3,-1.0,67.03,33.43,58.84,-1.0,43.27,30.965454
1137,-1.0,33.5,66.1,41.3,-1.0,32.2,-1.0,39.8,-1.0,32.2,46.412174
1138,14.5,41.6,-1.0,37.3,46.5,11.1,45.511,-1.0,20.04,40.21,36.09907
1139,45.6,-1.0,-1.0,118.8,119.11,38.6,109.8,59.6,51.32,41.8,56.318733
1140,-1.0,24.0,23.0,28.4,-1.0,16.6,-1.0,-1.0,19.77,30.11,24.154396
1141,11.0,-1.0,-1.0,15.2,-1.0,10.0,21.0,29.9,11.2,17.3,22.440712
1142,-1.0,22.8,12.8,30.8,-1.0,-1.0,-1.0,-1.0,19.55,20.03,22.308352
1143,-1.0,31.0,61.1,106.9,-1.0,61.5,-1.0,50.4,53.34,43.81,61.056587
1144,17.8,96.1,-1.0,50.5,40.8,15.0,-1.0,-1.0,14.26,36.58,34.118515
1145,17.8,-1.0,-1.0,58.9,65.24,14.5,42.953,21.5,37.63,43.2,35.167
1146,36.98,76.63,63.52,-1.0,53.99,71.43,45.01,77.24,68.21,72.59,63.053104
1147,-1.0,29.6,77.1,-1.0,18.1,-1.0,98.189,-1.0,-1.0,84.14,32.57684
1148,-1.0,8.6,-1.0,-1.0,21.7,-1.0,33.504,-1.0,8.28,14.74,10.995115
1149,-1.0,1.3,32.5,17.0,23.06,24.1,62.95,-1.0,25.9,28.0,27.726414
1150,15.52,19.03,23.07,-1.0,61.23,9.29,56.28,12.42,13.45,11.9,12.759761
1151,-1.0,88.7,89.7,-1.0,305.59,111.5,227.9,-1.0,123.3,123.2,95.05146
1152,56.8,-1.0,-1.0,147.4,177.65,48.7,108.76,68.0,88.22,62.8,83.622635
1153,-1.0,84.9,128.1,220.7,177.82,100.3,223.31,84.0,109.95,93.8,105.597244
1154,-1.0,68.8,98.2,104.6,163.31,104.7,151.88,55.9,97.19,115.5,88.47123
1155,43.9,40.1,-1.0,91.0,71.3,30.5,51.106,48.9,40.93,47.5,49.45627
1156,-1.0,-1.0,-1.0,16.9,19.52,-1.0,24.967,18.1,14.2,10.4,16.992273
1157,59.96,106.08,101.17,-1.0,-1.0,69.45,99.04,112.62,150.95,92.26,104.51748
1158,28.18,-1.0,1.05,19.68,-1.0,7.58,51.69,24.32,14.95,19.25,18.896666
1159,-1.0,-1.0,-1.0,-1.0,31.7,-1.0,36.674,-1.0,18.86,53.6,24.883896
1160,52.1,47.5,-1.0,176.0,53.34,39.6,77.465,41.2,39.23,56.5,45.00131
1161,5.2,-1.0,-1.0,-1.0,33.1,14.2,-1.0,-1.0,23.62,45.76,21.340597
1162,-1.0,23.1,26.6,26.5,20.32,16.8,38.315,-1.0,28.6,24.4,25.727753
1163,28.73,33.36,23.11,-1.0,-1.0,39.23,47.93,25.98,31.78,24.23,28.902437
1164,-1.0,8.5,34.4,33.8,-1.0,-1.0,-1.0,-1.0,12.95,26.93,24.336555
1165,44.1,36.8,-1.0,-1.0,35.3,12.5,43.99,-1.0,21.05,26.5,25.696283
1166,-1.0,-1.0,-1.0,50.0,53.44,19.8,88.985,46.4,23.1,25.1,30.744211
1167,46.8,-1.0,-1.0,-1.0,54.23,45.2,67.413,59.7,54.56,63.2,53.21337
1168,16.05,18.5,19.05,-1.0,150.49,17.65,109.18,23.94,24.07,10.51,19.0146
1169,-1.0,28.3,28.1,28.0,-1.0,-1.0,-1.0,-1.0,17.48,26.2,29.119095
1170,23.9,22.02,24.55,-1.0,-1.0,35.22,34.77,32.83,31.71,32.55,28.539433
1171,-1.0,72.5,142.1,198.5,68.91,64.3,156.51,-1.0,62.22,110.9,72.95185
1172,-1.0,23.2,40.4,58.3,-1.0,31.7,-1.0,19.8,17.23,28.61,27.614082
1173,-1.0,-1.0,-1.0,5.9,12.51,8.7,10.511,7.1,9.6,13.8,11.556741
1174,90.9,64.5,-1.0,135.8,101.51,71.2,125.46,56.5,95.86,101.0,88.39882
1175,11.4,4.5,-1.0,-1.0,44.5,19.0,43.602,-1.0,15.92,32.61,15.325882
1176,-1.0,21.1,31.7,26.6,24.86,23.2,38.05,-1.0,32.7,24.2,29.227928
1177,-1.0,5.9,39.5,-1.0,17.2,-1.0,72.378,-1.0,14.54,7.36,23.131218
1178,-1.0,18.4,18.9,54.7,-1.0,16.3,-1.0,12.4,15.16,74.18,22.582123
1179,-1.0,55.4,50.8,74.6,94.73,61.3,109.05,-1.0,31.1,62.4,49.451157
1180,13.79,25.31,34.25,-1.0,-1.0,22.81,31.49,21.11,21.87,21.18,25.521751
1181,-1.0,33.1,32.0,94.0,45.57,35.4,61.395,38.4,-1.0,49.0,31.504038
1182,-1.0,32.9,13.7,13.7,17.76,15.6,38.775,-1.0,13.52,17.0,17.810202
1183,20.68,22.83,21.74,-1.0,-1.0,25.9,33.74,22.01,24.01,28.39,22.75319
1184,-1.0,-1.0,22.8,25.3,-1.0,-1.0,-1.0,-1.0,21.8,7.17,25.722757
1185,-1.0,26.0,28.2,37.9,-1.0,-1.0,-1.0,-1.0,33.3,34.13,33.716015
1186,-1.0,57.7,50.9,158.0,65.47,55.3,72.816,-1.0,-1.0,67.2,49.212788
1187,-1.0,-1.0,-1.0,33.5,22.18,14.0,57.901,9.9,5.7,42.9,20.457483
1188,-1.0,-1.0,134.2,172.0,-1.0,-1.0,99.78,123.9,107.5,111.3,108.55146
1189,34.55,45.12,35.57,-1.0,-1.0,42.68,47.41,57.11,125.91,58.3,67.232765
1190,21.1,-1.0,-1.0,51.0,35.48,20.1,33.347,24.1,28.05,33.3,29.865862
1191,-1.0,46.2,65.8,54.1,132.12,29.3,112.23,63.9,37.11,23.3,45.58776
1192,12.8,29.19,38.53,23.1,-1.0,22.59,-1.0,16.87,22.09,36.74,28.846224
1193,-1.0,71.5,50.0,78.8,53.66,37.6,113.22,-1.0,73.4,49.5,55.090355
1194,-1.0,30.2,22.4,26.9,54.68,29.4,70.383,-1.0,56.0,34.0,36.111534
1195,-1.0,-1.0,22.4,54.7,-1.0,14.4,-1.0,19.4,31.67,57.55,32.8176
1196,-1.0,9.9,-1.0,-1.0,20.8,-1.0,29.177,-1.0,11.18,11.38,11.879666
1197,-1.0,-1.0,18.7,24.5,30.85,14.7,64.539,43.6,20.2,21.8,20.916275
1198,-1.0,-1.0,-1.0,99.7,49.12,32.0,45.288,52.9,43.3,56.0,47.033867
1199,41.33,29.01,26.42,-1.0,-1.0,33.17,69.1,44.13,36.57,28.24,32.121277
1200,-1.0,45.0,54.3,51.5,55.49,41.3,64.494,87.5,59.9,58.3,54.85036
1201,-1.0,14.9,14.8,20.8,-1.0,-1.0,-1.0,-1.0,14.53,13.64,19.23903
1202,-1.0,54.5,-1.0,161.1,85.14,63.4,76.606,78.8,67.55,70.1,77.78703
1203,-1.0,15.5,38.1,68.4,-1.0,-1.0,-1.0,-1.0,28.23,33.75,41.76393
1204,-1.0,-1.0,30.2,45.4,19.9,-1.0,35.568,-1.0,-1.0,60.91,21.741716
1205,-1.0,-1.0,-1.0,17.9,41.76,22.9,61.711,63.4,29.0,56.7,35.40744
1206,46.99,69.76,30.05,-1.0,-1.0,53.17,104.84,41.34,38.79,42.04,38.84808
1207,-1.0,71.9,60.5,103.9,83.03,56.5,73.661,-1.0,66.1,45.9,58.67685
1208,-1.0,11.7,21.9,-1.0,31.4,-1.0,66.48,-1.0,26.34,33.99,22.982393
1209,-1.0,25.6,67.8,60.7,-1.0,-1.0,-1.0,-1.0,10.56,50.58,40.7909
1210,25.71,41.52,34.93,-1.0,-1.0,47.56,93.11,29.93,33.5,25.84,33.38615
1211,-1.0,110.2,78.4,-1.0,206.14,94.6,220.37,-1.0,124.4,139.1,91.801636
1212,-1.0,-1.0,-1.0,35.3,39.58,27.5,45.875,30.8,38.2,25.4,35.06496
1213,-1.0,9.3,33.8,24.9,20.2,-1.0,22.444,-1.0,-1.0,39.39,24.234932
1214,16.2,25.33,28.0,-1.0,-1.0,24.04,66.27,16.44,24.56,18.35,23.638653
1215,-1.0,58.97,42.44,41.53,-1.0,51.61,158.62,65.15,19.54,32.26,49.078938
1216,-1.0,-1.0,-1.0,28.7,35.39,25.4,66.383,6.5,18.4,14.7,20.687485
1217,-1.0,11.5,14.7,20.5,-1.0,-1.0,-1.0,-1.0,11.63,22.25,19.410618
1218,-1.0,26.4,17.2,18.0,7.06,32.3,32.595,-1.0,53.3,27.3,30.02342
1219,-1.0,13.7,28.8,108.2,-1.0,12.9,89.439,-1.0,15.8,19.2,22.355057
1220,51.4,-1.0,18.5,17.9,34.31,15.6,54.443,28.1,21.53,13.9,25.565405
1221,-1.0,-1.0,-1.0,28.8,15.63,17.5,51.409,23.0,27.5,14.5,25.972075
1222,-1.0,-1.0,20.0,21.5,-1.0,-1.0,-1.0,-1.0,16.71,31.55,22.369926
1223,-1.0,-1.0,-1.0,22.4,46.35,24.0,48.886,3.4,16.2,6.2,17.913044
1224,62.36,82.58,117.13,-1.0,-1.0,54.27,179.76,113.42,85.0,81.22,79.28033
1225,-1.0,12.7,28.3,27.9,-1.0,-1.0,-1.0,-1.0,27.58,164.48,32.304096
1226,15.36,29.31,-1.0,-1.0,-1.0,21.28,37.7,20.33,20.58,12.58,21.020586
1227,37.7,37.4,68.6,110.8,61.53,45.7,75.76,33.9,39.55,29.8,44.125626
1228,-1.0,41.4,55.6,82.4,112.95,72.4,88.195,-1.0,66.7,74.4,60.9512
1229,-1.0,58.7,74.5,185.0,155.84,62.8,145.27,-1.0,46.0,70.0,68.747894
1230,-1.0,18.8,21.1,54.3,-1.0,-1.0,-1.0,-1.0,21.09,17.17,30.131433
1231,-1.0,26.2,23.2,36.5,-1.0,-1.0,-1.0,-1.0,17.95,19.28,27.192621
1232,-1.0,17.1,13.34,15.14,-1.0,16.17,82.54,12.21,8.56,17.17,15.600129
1233,-1.0,59.3,65.9,88.4,10.71,64.2,109.22,-1.0,62.5,53.1,58.228146
1234,23.47,35.94,33.62,-1.0,-1.0,33.77,50.6,12.86,25.47,28.34,26.214352
1235,-1.0,51.6,45.7,88.4,-1.0,-1.0,-1.0,66.4,47.64,102.12,55.78638
1236,-1.0,-1.0,-1.0,22.2,88.56,27.5,20.596,30.0,21.0,23.1,28.64828
1237,-1.0,27.4,40.6,41.5,58.65,31.7,122.28,-1.0,32.3,32.7,37.87008
1238,31.6,15.9,-1.0,15.6,35.34,23.2,22.922,15.7,40.67,27.6,34.375854
1239,-1.0,-1.0,45.7,59.8,75.1,26.7,106.61,-1.0,-1.0,16.2,47.379078
1240,-1.0,54.2,86.1,140.3,-1.0,44.3,-1.0,36.9,32.28,31.4,48.849953
1241,-1.0,10.69,2.88,29.44,42.86,4.28,90.13,10.85,11.41,6.91,9.6653
1242,-1.0,65.4,87.8,158.7,-1.0,56.9,-1.0,83.7,-1.0,95.59,100.35651
1243,-1.0,24.5,32.9,66.3,-1.0,26.0,62.754,42.7,32.8,46.7,34.57625
1244,-1.0,24.6,30.6,-1.0,22.6,-1.0,48.281,-1.0,-1.0,12.67,24.167557
1245,-1.0,-1.0,-1.0,65.8,-1.0,16.1,49.818,22.6,26.0,27.0,26.482197
1246,38.09,37.91,35.05,-1.0,43.67,33.67,29.25,42.08,36.74,27.44,34.15707
1247,-1.0,-1.0,-1.0,28.7,22.72,36.0,71.284,54.2,26.5,56.0,34.07831
1248,-1.0,-1.0,-1.0,45.7,-1.0,1.8,33.992,20.1,10.6,14.4,19.715117
1249,-1.0,23.5,42.5,73.5,-1.0,20.8,65.94,33.1,37.6,42.1,38.606483
1250,-1.0,8.8,-1.0,-1.0,15.3,-1.0,15.777,-1.0,13.5,13.57,13.782502
1251,-1.0,10.9,54.7,58.3,-1.0,-1.0,-1.0,-1.0,36.14,38.17,47.167362
1252,-1.0,62.7,77.5,238.8,56.21,53.5,88.959,-1.0,29.2,57.2,52.8797
1253,26.5,20.7,-1.0,24.3,-1.0,14.1,19.535,11.6,14.64,20.26,19.882214
1254,-1.0,42.0,52.8,54.2,86.06,119.8,90.269,-1.0,21.6,34.0,55.11532
1255,22.72,28.69,35.16,-1.0,-1.0,37.96,87.98,23.52,37.25,30.46,33.033424
1256,37.5,30.1,-1.0,49.2,50.59,38.0,67.671,30.1,41.73,57.3,43.57018
1257,-1.0,11.7,14.4,11.4,-1.0,-1.0,-1.0,-1.0,5.31,15.6,16.752666
1258,46.7,-1.0,-1.0,-1.0,55.09,24.3,43.247,38.9,32.2,33.8,39.149403
1259,-1.0,72.7,70.3,127.3,176.1,96.1,177.57,-1.0,122.5,79.2,95.2758
1260,16.5,22.6,-1.0,35.9,31.15,18.5,41.044,16.8,21.94,36.5,25.40962
1261,13.8,42.9,-1.0,29.7,-1.0,24.4,36.692,-1.0,27.85,51.26,38.07325
1262,-1.0,86.9,117.4,134.8,-1.0,93.3,-1.0,76.4,-1.0,107.74,104.1671
1263,-1.0,50.9,44.7,67.0,110.47,45.1,84.316,60.0,-1.0,59.3,45.234695
1264,-1.0,-1.0,-1.0,18.2,14.66,15.0,40.533,22.1,35.2,20.8,29.360819
1265,-1.0,47.2,-1.0,-1.0,57.0,-1.0,41.81,-1.0,35.91,58.66,58.563374
1266,-1.0,-1.0,-1.0,49.5,-1.0,14.0,105.91,28.1,19.4,16.6,23.72438
1267,-1.0,162.8,114.1,384.8,78.48,85.2,106.97,-1.0,114.1,81.8,117.994865
1268,-1.0,21.7,24.8,32.1,-1.0,15.8,-1.0,-1.0,16.1,19.9,24.006502
1269,41.81,53.42,60.63,-1.0,-1.0,60.54,204.89,60.41,95.67,50.56,70.413445
1270,49.0,-1.0,-1.0,-1.0,83.1,33.7,92.295,-1.0,45.77,23.12,37.526836
1271,-1.0,-1.0,-1.0,16.5,-1.0,11.7,87.243,14.8,22.4,26.7,19.063177
1272,-1.0,11.3,45.1,45.0,-1.0,26.4,-1.0,26.6,22.58,16.6,39.30709
1273,13.7,6.75,4.69,8.27,-1.0,8.21,-1.0,6.25,5.31,4.73,10.119189
1274,115.0,50.9,-1.0,81.6,122.35,-1.0,147.34,99.9,69.4,85.5,82.90832
1275,-1.0,40.8,29.1,34.9,-1.0,-1.0,-1.0,-1.0,28.4,19.98,33.082024
1276,-1.0,39.0,20.9,26.6,-1.0,19.4,-1.0,-1.0,19.4,38.82,25.676033
1277,-1.0,4.3,-1.0,-1.0,21.6,-1.0,18.175,-1.0,12.16,20.79,14.215171
1278,-1.0,30.6,30.6,40.0,-1.0,-1.0,-1.0,-1.0,23.03,24.78,32.672657
1279,-1.0,27.7,22.8,32.1,69.61,22.6,45.583,-1.0,25.8,36.8,27.553707
1280,-1.0,-1.0,18.6,33.2,26.51,13.2,71.495,21.3,15.1,15.5,18.542599
1281,-1.0,-1.0,-1.0,24.5,23.74,20.5,28.532,26.0,19.7,22.2,23.346956
1282,7.5,-1.0,-1.0,-1.0,11.8,-1.0,21.039,-1.0,6.09,14.39,17.882013
1283,-1.0,3.3,-1.0,-1.0,5.1,-1.0,33.238,-1.0,6.48,6.76,12.509483
1284,-1.0,-1.0,-1.0,23.9,21.66,3.6,40.13,9.8,14.6,20.6,16.042923
1285,-1.0,70.4,105.6,327.2,95.0,39.9,287.56,37.8,59.6,102.6,71.758835
1286,-1.0,24.7,81.3,82.3,-1.0,37.2,81.529,-1.0,32.6,67.4,36.912575
1287,58.73,75.25,-1.0,-1.0,27.28,50.47,76.11,70.92,89.78,70.81,66.95148
1288,-1.0,20.4,27.7,-1.0,130.6,-1.0,113.63,-1.0,-1.0,75.85,45.412445
1289,-1.0,39.9,107.8,75.2,-1.0,-1.0,-1.0,40.7,53.92,69.51,84.880035
1290,-1.0,31.1,52.2,28.4,-1.0,-1.0,-1.0,-1.0,23.68,40.11,36.463634
1291,-1.0,-1.0,43.0,78.9,-1.0,-1.0,-1.0,-1.0,34.9,50.62,45.74314
1292,-1.0,41.1,69.7,210.2,152.55,30.1,156.46,-1.0,65.3,79.1,68.89411
1293,-1.0,23.6,21.2,16.4,25.14,20.6,25.17,8.3,-1.0,29.2,24.918495
1294,-1.0,47.6,49.7,65.2,82.95,52.6,95.933,-1.0,50.8,59.1,50.73468
1295,32.2,-1.0,-1.0,65.6,35.04,21.0,45.461,18.9,30.44,30.8,30.30067
1296,-1.0,-1.0,-1.0,15.9,20.71,10.0,32.609,2.5,2.5,11.0,8.472238
1297,-1.0,-1.0,23.7,44.9,13.5,22.1,45.067,-1.0,-1.0,6.58,23.222559
1298,-1.0,25.6,48.0,43.0,-1.0,39.4,-1.0,30.6,27.04,76.78,37.227848
1299,-1.0,21.3,32.5,57.1,29.87,23.9,79.177,-1.0,17.1,28.2,28.687859
1300,-1.0,44.8,-1.0,102.4,62.47,42.4,124.65,41.0,39.77,43.9,47.01189
1301,-1.0,25.0,36.6,78.9,15.6,15.6,55.682,-1.0,-1.0,100.22,29.544731
1302,2.6,18.1,-1.0,21.4,19.7,16.1,21.585,-1.0,18.18,43.18,24.361635
1303,-1.0,17.8,62.8,53.3,-1.0,-1.0,-1.0,-1.0,48.75,57.21,57.245293
1304,17.9,-1.0,-1.0,7.8,-1.0,9.8,16.02,34.5,13.8,15.6,24.210457
1305,-1.0,58.3,79.2,103.6,68.16,65.5,109.93,-1.0,76.5,34.7,66.828545
1306,-1.0,62.6,65.1,101.1,113.15,57.5,103.1,-1.0,74.9,39.8,65.920525
1307,30.3,15.8,-1.0,60.8,49.91,25.8,58.932,24.1,23.44,33.3,29.854649
1308,-1.0,-1.0,-1.0,20.4,23.55,23.4,63.16,37.7,28.2,27.2,29.83629
1309,-1.0,40.0,131.4,241.3,-1.0,73.2,-1.0,58.9,112.76,162.22,128.34435
1310,-1.0,9.9,55.3,66.9,-1.0,40.2,-1.0,49.5,27.1,16.68,44.59498
1311,-1.0,78.9,79.9,97.3,-1.0,81.3,-1.0,68.0,64.31,68.64,70.18196
1312,-1.0,12.3,16.5,17.5,-1.0,-1.0,-1.0,-1.0,16.88,17.69,20.24463
1313,-1.0,46.2,62.7,264.4,315.79,4.8,186.1,-1.0,72.7,93.4,74.13898
1314,33.6,11.7,33.6,32.4,29.34,18.0,64.215,34.6,25.58,22.6,27.98147
1315,-1.0,64.6,115.5,102.6,76.01,57.6,105.53,-1.0,62.9,60.7,71.52803
1316,-1.0,17.5,11.7,1.8,-1.0,-1.0,-1.0,-1.0,14.53,42.75,18.910559
1317,88.38,97.19,76.07,-1.0,74.16,103.59,80.72,79.41,101.45,94.05,85.41324
1318,14.3,36.8,-1.0,-1.0,27.4,13.9,65.375,-1.0,18.16,36.82,38.441463
1319,-1.0,32.7,47.2,77.2,-1.0,47.4,91.509,89.4,81.8,84.1,61.916924
1320,29.4,-1.0,-1.0,-1.0,92.7,24.4,56.573,-1.0,33.9,73.75,33.989613
1321,67.8,28.7,-1.0,98.2,152.39,-1.0,142.53,59.8,59.13,64.7,64.13553
1322,-1.0,-1.0,-1.0,-1.0,53.7,-1.0,29.119,-1.0,20.54,42.2,32.349472
1323,45.9,-1.0,-1.0,186.0,234.84,65.0,191.41,59.5,81.14,66.0,83.214424
1324,-1.0,46.7,53.0,84.8,45.08,20.4,65.445,-1.0,43.5,47.1,42.49118
1325,34.0,19.1,-1.0,54.5,47.9,25.8,54.615,-1.0,34.39,36.59,41.95721
1326,-1.0,6.2,55.4,72.4,-1.0,29.1,-1.0,30.9,32.02,94.08,49.61395
1327,-1.0,17.7,43.0,43.1,-1.0,31.2,-1.0,43.3,45.35,39.11,43.98976
1328,-1.0,51.3,82.5,79.8,78.4,57.2,70.209,52.0,76.15,71.5,68.13041
1329,-1.0,47.8,70.2,-1.0,32.9,-1.0,48.602,-1.0,-1.0,43.89,47.27865
1330,-1.0,14.4,48.8,45.4,-1.0,16.5,-1.0,16.3,28.91,22.99,43.866154
1331,-1.0,54.6,61.3,97.0,74.5,53.6,104.73,-1.0,46.4,61.0,52.671455
1332,-1.0,25.7,59.0,79.2,-1.0,33.4,-1.0,36.2,27.66,36.22,40.931023
1333,19.03,23.76,-1.0,-1.0,-1.0,42.64,46.66,23.36,58.18,38.8,42.74213
1334,29.6,-1.0,-1.0,43.2,33.64,24.3,74.935,28.4,20.96,34.2,27.196644
1335,67.85,97.16,116.85,-1.0,-1.0,99.01,106.61,136.7,198.82,114.28,138.04944
1336,-1.0,8.1,23.2,24.3,-1.0,-1.0,-1.0,-1.0,22.57,10.41,27.981087
1337,-1.0,10.9,55.8,50.5,-1.0,58.5,-1.0,-1.0,29.33,42.37,37.462173
1338,-1.0,65.0,98.2,271.6,-1.0,64.0,-1.0,33.9,73.95,74.01,95.30272
1339,43.3,18.0,-1.0,38.2,-1.0,26.5,51.467,-1.0,32.02,38.69,35.948772
1340,-1.0,36.2,68.6,121.1,46.14,31.6,53.419,35.8,37.2,54.5,45.819836
1341,-1.0,19.7,20.8,16.6,-1.0,-1.0,-1.0,-1.0,13.49,23.48,22.489643
1342,34.4,-1.0,-1.0,138.9,49.6,56.9,93.483,46.6,44.81,38.4,51.7384
1343,-1.0,17.8,39.0,55.0,-1.0,-1.0,-1.0,-1.0,19.74,16.41,32.49515
1344,-1.0,47.9,-1.0,-1.0,51.7,-1.0,52.721,-1.0,27.04,37.54,51.47184
1345,74.7,68.6,53.7,161.8,105.48,48.5,142.01,70.0,59.49,50.4,61.134342
1346,23.9,28.9,-1.0,-1.0,39.1,27.2,77.99,-1.0,35.08,73.14,41.147556
1347,-1.0,-1.0,16.2,33.0,13.78,10.3,24.823,13.2,16.3,13.7,17.777603
1348,-1.0,24.0,41.7,27.8,-1.0,20.4,-1.0,18.2,14.67,33.47,27.509413
1349,-1.0,10.1,-1.0,15.1,-1.0,-1.0,-1.0,-1.0,-1.0,38.96,59.295696
1350,-1.0,11.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.49,39.67,17.367168
1351,-1.0,28.8,37.1,142.8,21.64,24.9,52.179,-1.0,20.0,25.6,25.998674
1352,-1.0,21.6,12.3,48.1,-1.0,14.2,-1.0,14.7,11.26,4.28,16.65134
1353,-1.0,58.4,98.9,187.4,-1.0,50.8,-1.0,59.5,58.19,139.65,75.06334
1354,-1.0,17.5,17.0,20.1,19.93,18.9,108.2,-1.0,13.5,26.1,19.822536
1355,-1.0,45.5,66.9,-1.0,-1.0,36.1,-1.0,28.4,36.02,85.92,43.181995
1356,-1.0,-1.0,-1.0,17.3,39.03,15.9,65.716,2.5,-1.0,24.6,8.5070305
1357,-1.0,28.4,17.0,27.6,-1.0,-1.0,-1.0,-1.0,23.48,18.5,24.384806
1358,-1.0,18.0,6.9,27.1,-1.0,-1.0,-1.0,-1.0,11.57,15.51,16.657051
1359,24.4,22.8,-1.0,50.5,23.2,23.2,55.171,21.5,16.52,27.6,23.901459
1360,-1.0,-1.0,51.3,104.3,102.7,47.9,88.25,-1.0,52.7,62.6,52.23429
1361,-1.0,27.5,48.8,42.1,-1.0,-1.0,-1.0,-1.0,-1.0,36.88,44.530758
1362,-1.0,36.2,49.1,56.8,92.12,36.9,69.995,-1.0,46.8,34.4,46.416
1363,-1.0,-1.0,53.8,45.4,54.67,24.1,86.82,61.8,29.5,26.3,33.69943
1364,24.6,-1.0,37.36,-1.0,-1.0,-1.0,50.21,38.26,40.81,29.06,29.124573
1365,6.3,11.0,-1.0,24.1,10.3,-1.0,23.081,-1.0,6.01,14.78,14.009564
1366,-1.0,38.0,28.6,76.8,65.16,10.5,88.396,42.5,35.5,34.6,34.001816
1367,-1.0,14.3,21.8,64.0,37.03,18.1,52.312,-1.0,18.8,17.4,24.551739
1368,39.6,-1.0,-1.0,37.3,40.74,29.1,48.365,39.4,40.98,38.2,43.614414
1369,-1.0,34.6,43.4,70.8,-1.0,23.9,68.252,46.0,44.5,51.7,40.723377
1370,19.5,97.37,33.67,-1.0,-1.0,27.44,64.39,27.82,33.73,19.48,39.02681
1371,52.8,-1.0,115.27,-1.0,68.99,138.09,84.24,29.15,46.49,100.46,56.80458
1372,-1.0,57.7,57.1,160.3,187.0,46.4,143.93,-1.0,-1.0,112.84,81.68413
1373,-1.0,-1.0,-1.0,40.4,39.31,9.5,29.024,20.6,13.8,18.4,19.35707
1374,-1.0,53.9,42.1,64.9,91.95,46.6,85.938,-1.0,57.5,59.0,50.916668
1375,-1.0,19.3,30.8,21.5,-1.0,23.6,40.318,-1.0,24.6,25.6,26.289131
1376,-1.0,-1.0,47.2,33.6,-1.0,-1.0,-1.0,-1.0,20.88,29.27,33.20782
1377,22.8,27.3,-1.0,54.0,58.26,19.4,58.496,17.2,38.83,33.8,38.79921
1378,-1.0,55.8,52.6,125.2,88.0,59.3,163.28,-1.0,49.6,63.0,57.635998
1379,58.92,85.91,-1.0,-1.0,-1.0,73.73,198.54,26.57,110.51,66.4,87.64903
1380,-1.0,-1.0,-1.0,-1.0,15.7,-1.0,23.623,-1.0,6.42,26.16,17.03446
1381,-1.0,-1.0,-1.0,16.5,23.96,14.7,39.498,26.1,17.8,30.6,21.334225
1382,91.5,64.7,112.6,486.5,333.88,110.5,388.76,78.0,216.71,181.1,191.81837
1383,75.93,78.1,65.83,-1.0,-1.0,88.39,309.79,65.98,77.62,49.25,65.782684
1384,-1.0,25.3,-1.0,-1.0,37.5,-1.0,41.973,-1.0,17.93,30.12,29.462387
1385,-1.0,14.0,-1.0,-1.0,10.1,-1.0,21.537,-1.0,12.39,16.24,19.502707
1386,49.43,38.83,107.89,231.78,-1.0,87.59,-1.0,26.99,84.45,136.81,99.11861
1387,51.8,45.4,-1.0,43.2,70.88,45.9,86.651,80.7,56.81,68.4,63.272785
1388,-1.0,67.8,88.3,71.1,106.69,40.8,123.65,-1.0,45.7,41.3,63.77032
1389,17.3,26.5,-1.0,36.9,23.3,17.6,52.687,-1.0,17.51,71.13,26.61865
1390,16.1,32.9,-1.0,11.1,31.4,-1.0,-1.0,-1.0,7.12,35.89,24.074913
1391,-1.0,3.9,-1.0,3.7,-1.0,-1.0,-1.0,-1.0,3.96,19.72,11.535345
1392,16.27,30.38,42.09,-1.0,-1.0,19.2,25.54,27.64,31.62,36.74,30.15566
1393,-1.0,-1.0,-1.0,21.6,36.35,20.3,61.709,21.9,18.4,33.9,22.048372
1394,31.4,26.2,-1.0,51.3,52.13,23.9,33.06,19.6,31.9,38.5,35.319267
1395,16.1,6.5,-1.0,31.9,10.8,-1.0,18.447,-1.0,6.32,8.53,10.901547
1396,-1.0,-1.0,22.9,33.0,-1.0,-1.0,-1.0,-1.0,16.54,20.03,23.90613
1397,-1.0,7.5,17.8,23.4,-1.0,-1.0,-1.0,-1.0,-1.0,13.49,18.025478
1398,-1.0,-1.0,-1.0,30.4,14.97,14.4,22.005,31.2,15.3,20.3,22.362427
1399,64.36,43.58,28.23,50.11,-1.0,39.58,-1.0,45.33,63.93,58.45,48.05799
1400,-1.0,30.5,20.1,31.4,40.5,23.2,45.363,-1.0,32.7,62.2,28.336292
1401,-1.0,-1.0,-1.0,14.7,20.3,23.5,12.373,14.1,12.7,20.1,17.49688
1402,-1.0,-1.0,-1.0,-1.0,16.4,-1.0,30.365,-1.0,10.07,0.82,17.785076
1403,28.6,38.2,-1.0,55.9,45.7,21.6,34.57,-1.0,29.0,49.54,41.92946
1404,-1.0,0.6,-1.0,-1.0,92.3,-1.0,88.293,-1.0,19.82,28.85,31.375576
1405,9.0,-1.0,-1.0,-1.0,11.3,-1.0,21.806,-1.0,5.26,10.85,15.162208
1406,-1.0,73.3,94.8,397.1,170.5,53.5,-1.0,-1.0,-1.0,116.32,109.7508
1407,-1.0,88.6,54.8,88.8,-1.0,76.1,150.13,-1.0,69.6,66.6,58.464005
