,AGU,ATM,LDO,MIR,OBL,SFE,TLA,VAL,CEN,LPIN_med,LPIN_pred
867,-1.0,-1.0,64.9,21.87,26.3,43.803,45.9,63.6,22.3,30.3,46.17101
868,-1.0,-1.0,-1.0,14.47,5.7,26.696,10.8,12.4,8.6,14.9,14.108308
869,26.27,30.95,-1.0,-1.0,22.04,-1.0,33.98,15.82,21.7,12.69,27.919998
870,-1.0,-1.0,9.4,36.5,20.2,90.163,9.5,96.3,15.6,14.6,30.485138
871,43.1,57.3,-1.0,127.92,53.5,153.78,-1.0,43.5,73.78,151.2,130.57788
872,-1.0,-1.0,-1.0,9.89,9.4,24.486,0.9,12.0,8.0,11.5,12.825483
873,59.6,-1.0,44.5,38.9,30.0,75.86,64.8,47.4,47.65,62.4,60.744297
874,-1.0,-1.0,-1.0,18.73,16.1,50.446,18.3,25.1,26.4,29.6,29.21116
875,-1.0,43.0,49.6,67.11,49.0,86.248,59.1,-1.0,45.9,144.7,77.28224
876,-1.0,28.6,43.6,51.66,25.2,58.963,19.1,-1.0,-1.0,69.8,55.71008
877,-1.0,-1.0,30.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.68,62.18144
878,-1.0,63.5,23.3,15.6,-1.0,31.594,-1.0,-1.0,-1.0,36.5,26.315502
879,-1.0,-1.0,17.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.4,30.949547
880,-1.0,-1.0,19.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.52,37.145958
881,-1.0,86.2,162.9,147.08,54.0,181.48,102.2,74.9,115.2,236.0,276.90723
882,-1.0,-1.0,13.3,20.3,22.4,31.286,17.4,11.4,20.3,23.9,25.828903
883,-1.0,-1.0,61.8,162.22,46.9,242.34,73.6,138.5,77.4,131.2,169.052
884,-1.0,-1.0,91.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,163.4,181.27448
885,28.7,41.3,-1.0,-1.0,11.8,34.938,27.11,21.6,17.51,23.8,25.746021
886,-1.0,19.7,42.7,-1.0,-1.0,-1.0,18.98,-1.0,18.28,11.4,37.63237
887,-1.0,14.5,22.1,-1.0,-1.0,-1.0,30.55,-1.0,18.51,35.8,26.702246
888,-1.0,35.0,-1.0,53.76,30.8,106.29,58.5,34.9,36.93,98.4,80.57862
889,-1.0,-1.0,13.63,34.07,-1.0,79.34,-1.0,-1.0,-1.0,25.05,31.859852
890,31.6,-1.0,-1.0,31.77,19.8,51.839,31.9,27.1,30.92,37.5,50.76468
891,-1.0,-1.0,93.4,84.8,46.1,170.72,80.62,-1.0,-1.0,138.4,185.87747
892,-1.0,31.4,28.2,-1.0,-1.0,-1.0,36.83,-1.0,13.81,25.4,29.947903
893,-1.0,54.3,61.7,-1.0,46.7,150.86,52.0,53.4,52.5,102.6,135.47708
894,14.8,-1.0,-1.0,28.33,15.3,59.604,52.5,-1.0,16.2,35.3,45.60406
895,-1.0,-1.0,33.45,-1.0,-1.0,49.89,-1.0,-1.0,-1.0,78.52,49.45688
896,-1.0,45.19,95.11,-1.0,33.43,-1.0,49.88,41.97,31.63,102.24,100.3666
897,-1.0,-1.0,20.09,-1.0,-1.0,104.88,-1.0,-1.0,-1.0,39.24,27.924305
898,-1.0,26.3,30.4,77.21,37.5,107.47,28.1,75.6,44.8,74.6,69.964035
899,47.6,128.73,95.86,-1.0,122.31,49.48,-1.0,77.65,-1.0,106.77,177.46603
900,-1.0,40.1,33.1,69.22,29.6,133.08,39.7,-1.0,72.7,125.8,104.48851
901,-1.0,22.5,17.7,43.76,30.2,102.65,21.9,-1.0,18.5,139.7,55.068535
902,-1.0,-1.0,3.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.83,13.126203
903,-1.0,-1.0,31.1,67.0,32.7,206.73,65.99,-1.0,-1.0,153.1,142.8527
904,-1.0,16.3,48.7,-1.0,17.5,-1.0,82.07,32.3,-1.0,66.2,97.17276
905,-1.0,38.4,41.7,85.92,34.2,119.53,37.9,-1.0,39.1,67.9,86.86519
906,29.9,36.7,-1.0,35.63,38.2,66.436,-1.0,40.7,26.76,83.1,63.92432
907,44.9,22.2,-1.0,45.27,28.5,73.562,35.9,32.2,34.5,42.7,76.12819
908,-1.0,21.7,51.4,25.98,68.6,41.703,23.2,-1.0,18.6,51.8,56.95757
909,-1.0,-1.0,22.3,43.53,21.6,80.253,16.4,42.3,16.8,23.0,32.201115
910,-1.0,-1.0,-1.0,17.16,3.7,23.512,7.3,11.8,10.4,14.2,15.373298
911,-1.0,-1.0,-1.0,-1.0,18.3,55.394,12.4,24.4,17.3,27.3,29.903906
912,94.3,80.7,128.7,273.18,61.6,388.28,163.6,51.5,183.85,446.7,332.6421
913,-1.0,-1.0,67.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,147.03,139.03175
914,19.4,-1.0,-1.0,-1.0,10.0,60.173,15.2,12.7,3.9,8.8,32.536938
915,38.3,49.3,-1.0,45.96,44.7,72.971,29.1,33.9,35.97,55.3,85.91872
916,-1.0,53.3,63.0,-1.0,-1.0,-1.0,60.33,-1.0,42.94,30.8,69.952934
917,-1.0,12.7,36.8,62.89,31.0,120.11,34.1,31.4,29.97,38.6,64.46795
918,-1.0,-1.0,26.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.06,53.47403
919,48.5,64.1,-1.0,52.43,53.3,78.756,-1.0,60.5,55.77,114.1,79.92279
920,-1.0,-1.0,-1.0,-1.0,-1.0,97.32,-1.0,-1.0,-1.0,73.98,60.340687
921,-1.0,-1.0,-1.0,23.98,10.6,29.252,19.0,23.4,20.6,43.2,23.16031
922,28.2,22.2,-1.0,54.27,33.7,52.41,-1.0,28.4,33.35,49.9,50.65989
923,39.3,72.9,-1.0,62.5,38.9,55.749,89.25,-1.0,51.44,55.0,78.98584
924,-1.0,27.5,22.3,-1.0,-1.0,-1.0,17.88,-1.0,-1.0,29.7,22.887295
925,-1.0,46.6,58.3,-1.0,38.8,-1.0,38.23,55.0,30.65,36.4,75.52565
926,-1.0,53.2,73.2,-1.0,57.2,143.33,48.5,-1.0,51.4,127.3,115.9462
927,-1.0,60.9,40.8,-1.0,-1.0,-1.0,2.79,-1.0,31.18,25.6,37.748714
928,-1.0,-1.0,28.7,59.66,28.4,129.29,34.8,44.5,31.4,73.7,60.03115
929,-1.0,-1.0,34.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.38,69.7601
930,45.7,90.86,76.76,-1.0,123.39,-1.0,118.61,59.28,111.9,395.2,198.53856
931,-1.0,-1.0,21.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.66,41.128067
932,-1.0,67.2,85.6,86.6,59.9,101.85,74.8,63.5,62.57,177.1,144.25015
933,-1.0,46.3,45.2,-1.0,-1.0,-1.0,-1.0,-1.0,31.58,32.6,34.577
934,-1.0,47.0,90.5,-1.0,47.7,-1.0,33.08,39.4,44.57,79.5,84.963135
935,42.7,-1.0,-1.0,50.79,44.5,76.824,53.4,39.3,43.42,56.7,72.65088
936,-1.0,-1.0,21.71,-1.0,-1.0,61.75,-1.0,-1.0,-1.0,18.81,34.054035
937,-1.0,50.9,85.3,186.4,43.7,159.96,69.51,-1.0,-1.0,165.4,240.62088
938,-1.0,8.3,2.0,-1.0,-1.0,-1.0,5.52,-1.0,5.1,4.6,8.932878
939,-1.0,46.6,30.0,-1.0,-1.0,-1.0,-1.0,41.2,28.42,102.9,49.238857
940,12.3,-1.0,25.1,21.56,17.7,43.153,17.6,13.3,20.3,63.8,34.822567
941,-1.0,-1.0,6.17,-1.0,-1.0,105.43,-1.0,-1.0,-1.0,12.28,20.405836
942,-1.0,-1.0,-1.0,69.67,-1.0,117.08,-1.0,-1.0,-1.0,77.3,68.2841
943,-1.0,-1.0,-1.0,10.73,5.1,44.333,14.1,8.3,9.7,16.6,28.299744
944,-1.0,10.2,15.0,-1.0,-1.0,-1.0,23.53,-1.0,19.86,20.9,21.855038
945,-1.0,24.6,29.5,27.01,-1.0,49.058,37.0,-1.0,18.1,58.0,33.29641
946,-1.0,32.2,32.8,39.49,28.2,40.556,32.0,-1.0,29.8,55.5,38.426693
947,-1.0,16.4,20.9,28.42,12.1,43.602,17.6,-1.0,15.7,18.7,30.093327
948,28.6,38.2,-1.0,45.7,21.6,34.57,49.54,-1.0,29.0,55.9,51.6187
949,-1.0,27.5,42.8,-1.0,35.6,-1.0,52.52,59.2,33.91,61.4,54.91115
950,-1.0,12.3,11.9,-1.0,-1.0,-1.0,-1.0,-1.0,4.27,8.3,11.634957
951,-1.0,9.1,22.6,-1.0,-1.0,-1.0,17.3,-1.0,10.96,12.9,20.039354
952,18.4,20.6,-1.0,-1.0,12.6,25.778,12.02,-1.0,9.35,24.9,24.197239
953,102.4,88.3,93.2,146.65,62.4,101.94,75.8,68.2,81.87,277.9,143.94467
954,-1.0,19.2,36.7,-1.0,-1.0,-1.0,23.77,-1.0,15.29,50.5,33.967636
955,-1.0,18.3,32.5,51.55,19.7,25.469,25.5,-1.0,19.5,30.9,32.151413
956,33.1,-1.0,-1.0,123.5,38.7,70.001,36.05,-1.0,51.45,95.0,89.359695
957,-1.0,44.4,64.7,60.8,51.2,76.342,57.2,-1.0,55.0,50.5,75.36126
958,-1.0,-1.0,-1.0,-1.0,3.8,68.727,11.6,15.1,14.3,12.3,23.522076
959,-1.0,26.7,37.8,-1.0,27.6,-1.0,-1.0,-1.0,29.43,44.5,45.308586
960,-1.0,4.4,10.2,41.5,-1.0,51.947,-1.0,-1.0,-1.0,26.1,36.3641
961,-1.0,39.4,43.8,30.8,35.7,47.618,39.1,-1.0,33.6,43.5,55.110027
962,-1.0,29.0,36.1,-1.0,-1.0,-1.0,24.41,-1.0,20.37,55.6,38.37305
963,-1.0,-1.0,25.1,81.96,8.5,23.533,22.1,16.3,11.2,40.5,55.21597
964,-1.0,59.7,67.5,87.02,36.0,94.881,69.7,-1.0,49.0,118.7,103.921326
965,-1.0,8.9,20.1,-1.0,-1.0,-1.0,20.0,-1.0,14.87,14.2,22.978643
966,-1.0,-1.0,3.79,-1.0,-1.0,53.17,-1.0,-1.0,-1.0,22.67,32.041695
967,-1.0,12.2,51.6,-1.0,36.1,-1.0,32.26,47.2,30.18,99.4,51.931705
968,-1.0,-1.0,18.7,-1.0,-1.0,-1.0,-1.0,-1.0,18.44,20.8,27.301867
969,-1.0,42.66,52.95,25.76,31.84,116.16,48.62,33.1,18.89,25.99,79.47746
970,-1.0,51.2,40.3,69.76,42.1,368.43,126.8,69.5,100.81,405.6,224.94742
971,53.8,31.3,-1.0,64.01,37.6,90.505,-1.0,67.6,58.14,74.7,79.80956
972,38.8,-1.0,-1.0,31.35,23.6,59.67,33.9,36.4,30.47,37.4,64.48512
973,-1.0,43.6,73.9,-1.0,59.9,-1.0,-1.0,47.1,34.18,203.7,94.63355
974,-1.0,27.3,46.0,-1.0,33.5,-1.0,55.62,38.4,39.87,44.8,75.23932
975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,104.32,64.80998
976,30.67,50.31,50.43,-1.0,49.79,113.57,40.36,48.86,-1.0,88.38,96.10722
977,-1.0,34.6,48.3,-1.0,38.8,-1.0,10.01,29.9,32.02,59.6,58.265217
978,-1.0,41.8,104.1,110.11,65.6,140.72,70.7,-1.0,55.5,112.1,141.85405
979,-1.0,13.5,21.9,-1.0,-1.0,-1.0,14.8,-1.0,-1.0,12.0,25.73995
980,-1.0,-1.0,59.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.23,123.790085
981,-1.0,-1.0,28.2,44.2,-1.0,76.656,-1.0,-1.0,-1.0,45.7,39.302788
982,-1.0,-1.0,23.7,13.5,22.1,45.067,6.58,-1.0,-1.0,44.9,31.16221
983,-1.0,65.0,98.2,-1.0,64.0,-1.0,74.01,33.9,73.95,271.6,154.65248
984,-1.0,38.1,29.1,-1.0,14.2,-1.0,14.87,7.2,-1.0,32.7,40.57014
985,28.7,32.4,-1.0,30.64,23.2,71.68,31.9,21.4,30.29,58.9,71.02344
986,-1.0,-1.0,-1.0,-1.0,-1.0,34.77,-1.0,-1.0,-1.0,133.35,61.957104
987,-1.0,3.9,23.8,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,22.1,31.844353
988,-1.0,-1.0,17.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.66,32.015102
989,-1.0,26.4,33.1,-1.0,19.4,-1.0,-1.0,16.0,15.35,41.9,45.41702
990,-1.0,70.6,92.3,-1.0,52.8,-1.0,35.57,49.1,67.41,118.0,113.021385
991,-1.0,-1.0,37.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.56,77.02298
992,-1.0,32.8,35.0,55.28,22.9,78.182,24.9,-1.0,47.1,56.4,57.195293
993,-1.0,36.8,17.3,37.94,18.1,232.02,20.7,-1.0,41.2,137.1,86.41697
994,-1.0,-1.0,24.41,112.13,-1.0,-1.0,-1.0,-1.0,-1.0,11.19,36.68383
995,-1.0,22.37,-1.0,-1.0,17.57,60.89,22.87,5.45,11.6,14.78,27.617117
996,-1.0,28.8,71.3,24.59,12.0,77.579,26.7,32.5,27.48,31.3,85.19227
997,-1.0,7.1,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,13.3,14.117262
998,-1.0,-1.0,59.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.87,122.61839
999,-1.0,17.9,53.9,-1.0,-1.0,-1.0,97.62,-1.0,19.07,28.5,41.207424
1000,-1.0,-1.0,54.55,-1.0,-1.0,95.99,-1.0,-1.0,-1.0,76.21,57.743557
1001,-1.0,19.0,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.6,14.207969
1002,44.8,59.4,-1.0,59.93,52.6,152.39,-1.0,56.9,49.68,81.8,116.40468
1003,17.5,-1.0,-1.0,43.01,26.9,207.44,43.2,19.4,34.41,134.8,79.63992
1004,30.5,27.7,-1.0,42.38,15.5,53.023,35.6,24.1,32.68,66.6,52.52844
1005,24.6,23.3,-1.0,41.36,15.9,35.374,-1.0,23.0,22.94,42.0,34.605274
1006,30.3,22.9,-1.0,26.62,26.8,82.216,-1.0,30.5,27.91,33.8,63.16982
1007,-1.0,0.9,24.3,-1.0,-1.0,-1.0,-1.0,-1.0,12.68,18.5,24.523129
1008,-1.0,-1.0,12.5,20.76,22.6,24.524,11.0,14.9,12.9,17.1,17.720692
1009,-1.0,-1.0,44.59,-1.0,-1.0,79.47,-1.0,-1.0,-1.0,76.73,54.474243
1010,-1.0,-1.0,78.58,74.92,-1.0,21.28,-1.0,-1.0,-1.0,73.23,146.88957
1011,30.4,42.1,-1.0,27.08,39.6,97.124,-1.0,32.8,31.1,73.3,88.1138
1012,-1.0,76.9,78.7,-1.0,-1.0,-1.0,-1.0,60.5,55.96,128.9,114.71738
1013,-1.0,-1.0,-1.0,23.93,14.5,20.983,21.2,24.3,18.0,20.9,19.54461
1014,-1.0,36.4,70.0,100.22,97.6,175.82,126.8,-1.0,92.1,345.7,162.65584
1015,-1.0,-1.0,40.5,27.8,-1.0,78.14,-1.0,-1.0,-1.0,56.5,49.682552
1016,-1.0,-1.0,28.5,-1.0,-1.0,37.0,-1.0,-1.0,-1.0,71.16,48.805954
1017,-1.0,7.8,11.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.05,3.8,14.008318
1018,60.3,28.4,-1.0,88.5,28.8,158.03,-1.0,39.4,49.63,147.3,104.082596
1019,-1.0,32.7,47.5,64.31,29.1,270.63,39.0,75.3,33.8,96.8,69.096725
1020,-1.0,18.4,15.0,-1.0,-1.0,-1.0,14.61,-1.0,12.24,0.9,17.779207
1021,48.9,38.7,30.1,43.82,30.9,96.517,35.1,51.8,40.23,58.2,71.23187
1022,-1.0,-1.0,14.47,31.38,-1.0,-1.0,-1.0,-1.0,-1.0,10.49,32.310585
1023,-1.0,20.8,25.3,33.94,14.2,37.019,28.0,-1.0,-1.0,25.2,38.60035
1024,-1.0,22.0,49.1,-1.0,-1.0,-1.0,35.38,-1.0,-1.0,47.2,36.31667
1025,-1.0,46.4,63.3,-1.0,44.7,-1.0,67.51,48.6,65.35,182.9,130.0935
1026,-1.0,19.3,35.8,-1.0,-1.0,-1.0,55.7,-1.0,-1.0,101.2,45.04387
1027,-1.0,29.5,25.7,21.5,-1.0,29.152,-1.0,-1.0,-1.0,26.2,29.368752
1028,30.72,55.78,37.46,-1.0,46.16,77.35,32.15,40.98,36.77,101.32,80.303925
1029,29.43,65.27,77.7,-1.0,51.98,-1.0,51.37,31.89,54.94,151.56,115.38794
1030,17.7,7.6,-1.0,29.0,16.0,27.658,26.98,-1.0,20.45,27.9,27.465792
1031,-1.0,49.6,58.7,61.5,48.4,76.625,51.3,76.4,48.5,60.7,60.347126
1032,7.22,-1.0,27.59,-1.0,31.66,135.09,19.59,9.54,11.59,20.05,23.34571
1033,19.2,20.3,-1.0,32.4,12.2,32.245,56.75,-1.0,27.08,22.0,36.728996
1034,-1.0,32.3,21.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.6,17.070623
1035,-1.0,11.7,31.7,-1.0,19.3,-1.0,-1.0,10.7,-1.0,6.3,71.59641
1036,31.7,12.0,-1.0,38.2,22.3,59.626,31.21,-1.0,20.69,64.7,43.91212
1037,-1.0,-1.0,-1.0,-1.0,-1.0,28.92,-1.0,-1.0,-1.0,25.66,58.040745
1038,29.9,33.7,-1.0,56.4,27.4,-1.0,36.73,-1.0,31.45,24.4,45.223347
1039,25.2,103.3,-1.0,50.4,26.9,38.062,68.71,-1.0,53.16,42.3,70.70704
1040,-1.0,-1.0,20.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.49,39.39962
1041,20.7,47.8,-1.0,60.1,7.8,40.768,34.27,-1.0,20.64,42.2,52.00184
1042,-1.0,1.9,16.1,-1.0,-1.0,-1.0,28.74,3.0,6.6,13.4,13.358407
1043,-1.0,6.8,52.7,-1.0,35.9,-1.0,-1.0,36.1,32.55,57.3,69.074936
1044,-1.0,-1.0,-1.0,40.05,15.9,36.724,29.8,47.6,23.4,28.7,27.846638
1045,-1.0,36.1,23.1,28.5,-1.0,34.974,-1.0,-1.0,-1.0,20.2,32.54939
1046,-1.0,-1.0,-1.0,74.13,22.6,39.283,48.1,48.2,46.3,81.7,45.632236
1047,-1.0,59.3,41.9,-1.0,-1.0,-1.0,46.47,-1.0,16.05,49.9,29.815199
1048,-1.0,7.6,37.8,-1.0,24.7,-1.0,-1.0,-1.0,23.73,48.8,42.091087
1049,-1.0,25.6,36.9,72.81,36.9,98.38,39.5,-1.0,35.8,80.0,79.21501
1050,27.1,12.1,-1.0,32.2,13.1,-1.0,19.48,-1.0,16.68,54.9,31.636124
1051,-1.0,19.3,24.6,-1.0,17.1,-1.0,-1.0,7.5,15.17,57.5,33.216145
1052,-1.0,-1.0,-1.0,-1.0,-1.0,60.12,-1.0,-1.0,-1.0,45.56,73.8792
1053,17.1,5.6,-1.0,45.7,14.0,-1.0,20.14,-1.0,15.51,30.6,34.678173
1054,13.5,-1.0,-1.0,23.8,12.4,27.682,16.85,-1.0,13.67,32.5,17.473207
1055,-1.0,-1.0,52.62,-1.0,-1.0,151.81,-1.0,-1.0,-1.0,54.43,50.078945
1056,-1.0,-1.0,60.54,-1.0,-1.0,14.86,-1.0,-1.0,-1.0,131.25,100.529106
1057,34.0,37.3,-1.0,83.67,46.0,78.991,-1.0,86.1,67.89,69.9,62.001835
1058,-1.0,31.4,35.0,40.59,22.5,63.641,35.2,-1.0,32.4,40.0,53.257896
1059,-1.0,33.4,54.3,-1.0,42.6,48.262,27.5,-1.0,23.6,111.6,38.190025
1060,-1.0,22.2,34.7,-1.0,-1.0,-1.0,-1.0,-1.0,43.01,21.1,86.57241
1061,-1.0,41.6,49.1,51.89,50.4,73.801,50.6,-1.0,48.3,63.9,63.91495
1062,-1.0,8.4,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.24,12.7,12.675848
1063,-1.0,-1.0,-1.0,20.44,20.5,18.223,39.6,27.5,47.7,35.4,32.014984
1064,-1.0,38.0,30.5,-1.0,-1.0,-1.0,60.44,28.4,37.09,34.3,51.34553
1065,-1.0,-1.0,3.26,-1.0,-1.0,124.72,-1.0,-1.0,-1.0,27.95,29.941717
1066,6.9,-1.0,-1.0,27.8,26.2,42.501,-1.0,40.6,13.4,24.7,16.709852
1067,-1.0,-1.0,-1.0,34.17,15.6,105.73,24.8,39.3,16.3,24.8,50.98079
1068,-1.0,31.1,28.9,-1.0,-1.0,-1.0,46.13,-1.0,18.69,27.1,33.39719
1069,29.1,-1.0,-1.0,31.84,21.4,69.768,-1.0,35.5,34.27,89.7,60.298855
1070,-1.0,25.7,21.2,36.9,23.2,37.829,26.1,-1.0,36.5,34.3,32.595024
1071,-1.0,1.7,7.1,62.3,3.4,52.971,20.6,-1.0,-1.0,26.0,50.395336
1072,-1.0,17.6,30.0,26.08,20.1,127.03,22.4,-1.0,25.1,66.6,59.606743
1073,-1.0,-1.0,19.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.99,37.436047
1074,24.16,38.83,42.48,-1.0,39.87,-1.0,26.81,28.22,29.75,71.77,45.952297
1075,-1.0,19.6,28.9,55.11,37.7,144.96,33.8,-1.0,43.4,80.4,68.755295
1076,-1.0,86.4,83.4,-1.0,-1.0,-1.0,-1.0,66.0,77.02,97.2,145.70743
1077,-1.0,-1.0,35.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.08,71.195786
1078,-1.0,57.4,-1.0,-1.0,69.3,-1.0,116.2,68.7,118.3,98.6,97.02541
1079,-1.0,109.7,100.6,218.85,112.0,183.57,115.5,62.8,91.81,114.4,227.4888
1080,-1.0,-1.0,74.5,50.84,19.2,45.562,34.0,51.8,37.5,36.8,48.8114
1081,-1.0,39.3,50.3,75.34,47.8,69.136,62.8,-1.0,49.1,54.2,74.59006
1082,-1.0,-1.0,-1.0,19.32,17.9,30.853,27.0,28.9,29.7,44.8,26.684237
1083,-1.0,55.3,65.0,-1.0,53.3,-1.0,20.6,33.8,36.53,153.2,82.47453
1084,-1.0,-1.0,51.8,120.2,27.8,186.76,90.25,-1.0,-1.0,152.4,191.1921
1085,-1.0,26.8,42.4,-1.0,41.4,33.126,25.7,29.5,23.2,24.7,39.32089
1086,-1.0,31.2,31.7,49.97,22.4,56.626,42.3,54.6,24.8,65.8,49.646503
1087,21.8,28.4,-1.0,40.35,21.0,61.335,58.3,35.4,36.82,67.1,64.58498
1088,-1.0,33.3,44.2,-1.0,30.7,-1.0,23.19,32.8,35.54,57.1,48.562668
1089,-1.0,29.1,62.1,62.49,31.5,84.218,52.2,-1.0,36.9,87.7,86.02637
1090,-1.0,-1.0,32.96,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.31,66.65666
1091,-1.0,17.5,20.6,27.38,19.3,112.21,21.5,-1.0,39.1,28.3,57.15963
1092,47.28,20.16,70.71,-1.0,21.94,-1.0,61.9,41.5,26.71,72.53,66.491714
1093,-1.0,-1.0,43.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,141.6,88.229515
1094,-1.0,29.2,46.8,-1.0,34.6,-1.0,-1.0,12.2,23.23,51.9,47.123013
1095,20.0,-1.0,-1.0,75.15,11.3,68.777,34.7,25.7,34.9,58.2,70.55514
1096,-1.0,-1.0,-1.0,22.67,11.5,28.457,15.3,4.0,10.7,27.3,17.209467
1097,-1.0,-1.0,39.72,-1.0,-1.0,28.63,-1.0,-1.0,-1.0,58.1,51.805244
1098,-1.0,38.3,49.4,44.92,44.2,60.837,43.4,-1.0,26.8,52.9,61.863693
1099,23.3,9.3,-1.0,28.38,9.7,59.912,-1.0,8.4,17.06,60.3,41.132748
1100,-1.0,-1.0,-1.0,18.7,-1.0,53.12,-1.0,-1.0,-1.0,33.33,28.33831
1101,29.2,-1.0,-1.0,71.38,37.2,78.688,-1.0,34.1,51.04,67.0,69.18814
1102,-1.0,24.9,25.5,33.82,41.0,75.9,32.1,-1.0,51.7,67.6,53.385784
1103,-1.0,38.5,27.0,45.87,62.4,76.822,30.1,-1.0,37.6,61.6,53.368206
1104,32.0,-1.0,-1.0,38.74,20.2,49.11,42.2,39.2,39.11,103.2,50.649593
1105,-1.0,-1.0,8.3,-1.0,-1.0,-1.0,10.61,-1.0,10.46,12.4,15.778131
1106,-1.0,43.8,17.8,38.92,36.1,64.124,49.6,-1.0,59.6,39.7,58.240536
1107,-1.0,-1.0,74.6,101.66,32.7,134.37,71.6,88.3,95.1,100.6,175.88266
1108,-1.0,-1.0,30.03,42.95,-1.0,40.79,-1.0,-1.0,-1.0,21.7,36.868706
1109,64.0,63.6,125.8,160.89,104.5,228.35,148.8,88.1,157.86,299.8,235.57808
1110,-1.0,-1.0,-1.0,-1.0,13.4,79.834,15.1,28.6,11.1,22.1,27.205082
1111,23.2,47.5,-1.0,29.14,27.7,71.466,-1.0,49.5,26.71,45.4,55.249905
1112,-1.0,37.5,53.1,90.89,41.3,79.099,65.8,-1.0,30.7,84.8,91.032135
1113,-1.0,-1.0,-1.0,35.58,27.2,25.115,13.4,40.8,37.9,48.1,30.479143
1114,46.3,-1.0,-1.0,-1.0,24.4,111.4,37.5,32.1,29.05,87.4,53.7898
1115,-1.0,22.5,7.5,-1.0,-1.0,-1.0,23.7,-1.0,13.64,2.8,16.54002
1116,9.2,11.6,-1.0,15.35,7.9,16.299,-1.0,16.4,13.07,6.3,15.436133
1117,-1.0,41.7,46.5,-1.0,-1.0,-1.0,-1.0,24.7,31.26,47.5,67.22658
1118,11.3,-1.0,-1.0,-1.0,18.2,39.786,17.7,10.4,15.6,30.1,30.380442
1119,-1.0,12.3,51.3,-1.0,30.9,-1.0,129.31,34.2,27.08,46.4,55.30768
1120,19.3,49.8,-1.0,30.32,19.7,57.166,-1.0,34.7,25.63,43.7,49.22732
1121,-1.0,23.4,36.5,-1.0,16.7,-1.0,29.56,12.8,31.28,41.8,49.55247
1122,-1.0,-1.0,30.32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.6,61.083736
1123,-1.0,54.1,83.2,88.8,34.2,157.34,67.1,-1.0,30.7,131.7,154.23347
1124,-1.0,58.9,84.4,-1.0,45.7,-1.0,89.59,92.9,75.84,157.5,113.75575
1125,-1.0,14.0,35.2,-1.0,25.8,-1.0,31.3,15.6,16.11,43.2,49.812897
1126,-1.0,43.1,58.3,-1.0,43.3,54.72,53.7,-1.0,46.8,133.5,80.327156
1127,-1.0,-1.0,15.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.78,28.881575
1128,-1.0,11.1,94.3,171.1,-1.0,111.38,-1.0,-1.0,-1.0,153.9,137.10341
1129,-1.0,55.5,58.4,-1.0,77.8,261.6,89.0,-1.0,48.8,201.7,137.59381
1130,26.8,-1.0,-1.0,45.67,18.0,51.928,19.3,24.9,20.46,19.9,48.444904
1131,-1.0,20.8,20.5,-1.0,-1.0,-1.0,19.62,-1.0,21.56,11.4,24.768972
1132,30.8,39.3,-1.0,34.59,23.5,42.904,-1.0,39.5,44.18,32.9,40.27696
1133,34.8,16.6,-1.0,29.52,23.7,54.34,-1.0,29.5,26.44,69.7,50.621212
1134,-1.0,64.1,53.7,261.14,56.5,287.77,93.6,127.9,218.1,422.6,343.16418
1135,-1.0,28.5,28.0,53.51,20.4,85.157,29.6,-1.0,-1.0,95.8,63.541515
1136,-1.0,-1.0,36.5,55.52,24.2,94.793,19.7,121.2,31.3,45.2,49.864464
1137,31.5,-1.0,-1.0,71.23,17.1,45.277,32.9,29.2,22.86,45.4,65.34098
1138,-1.0,-1.0,26.85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.93,53.71203
