,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN,AGU_med,AGU_pred
65,48.4,66.8,191.0,34.9,30.9,161.49,65.9,14.2,27.06,37.1,33.560493
66,11.2,-1.0,-1.0,51.0,15.2,-1.0,-1.0,-1.0,23.19,23.4,7.9724092
67,25.16,28.19,-1.0,-1.0,38.09,20.57,13.25,13.06,23.24,13.8,13.957722
68,132.9,-1.0,48.4,-1.0,21.0,-1.0,39.35,-1.0,28.86,21.1,39.73074
69,-1.0,-1.0,164.7,164.72,39.7,102.78,69.1,37.7,60.94,48.3,39.68562
70,36.8,-1.0,48.2,35.1,29.7,68.806,38.5,39.4,26.69,29.0,32.585873
71,15.9,-1.0,36.2,26.03,22.6,54.605,-1.0,24.3,26.42,19.9,25.218918
72,39.26,33.63,-1.0,38.35,44.23,107.61,34.69,34.67,43.2,22.8,32.114124
73,26.92,33.82,-1.0,-1.0,25.77,77.04,16.55,18.62,18.13,11.75,17.020979
74,20.5,-1.0,15.9,27.2,-1.0,27.331,-1.0,-1.0,9.17,17.2,15.955463
75,6.5,-1.0,45.9,14.6,7.5,13.618,7.32,-1.0,9.71,9.3,13.257074
76,21.11,26.25,-1.0,-1.0,20.6,30.82,23.19,18.46,20.89,15.7,16.820448
77,23.6,-1.0,44.4,50.31,3.2,49.584,20.1,23.9,16.87,29.9,27.857084
78,-1.0,-1.0,68.1,28.9,20.0,75.959,25.3,22.7,27.96,41.7,25.904049
79,-1.0,84.6,-1.0,40.2,43.05,68.89,71.41,69.47,55.9,56.08,52.66634
80,48.0,36.4,49.79,-1.0,41.21,-1.0,48.09,48.62,47.06,60.11,45.693375
81,23.85,-1.0,-1.0,51.03,34.06,86.65,24.22,23.86,36.34,16.01,25.395323
82,44.17,49.07,73.0,-1.0,53.87,18.5,42.36,40.34,-1.0,38.61,35.6824
83,-1.0,-1.0,23.7,-1.0,13.3,24.769,19.2,17.6,13.03,23.2,9.866699
84,25.98,42.49,-1.0,-1.0,21.28,72.35,18.8,15.14,20.92,15.83,11.063631
85,-1.0,-1.0,147.0,80.81,45.4,89.295,64.0,54.7,50.69,55.1,56.773865
86,-1.0,51.04,-1.0,-1.0,67.92,35.61,44.05,38.8,46.14,28.51,21.888447
87,12.9,24.7,6.8,19.43,0.2,37.932,12.5,14.6,15.87,13.4,16.783934
88,41.36,30.1,-1.0,-1.0,24.9,91.91,26.76,30.35,23.06,15.86,25.142336
89,58.22,68.57,-1.0,-1.0,45.47,93.38,38.45,40.17,44.52,40.47,37.216366
90,-1.0,-1.0,-1.0,54.2,13.0,73.852,19.86,-1.0,24.47,38.7,42.48321
91,37.3,-1.0,47.0,81.8,18.6,81.0,67.8,65.8,54.52,65.3,62.474613
92,28.16,35.27,36.21,-1.0,32.76,-1.0,22.73,16.8,28.85,28.22,24.107628
93,57.4,-1.0,89.0,31.3,25.9,61.208,34.56,-1.0,26.35,24.6,23.212906
94,124.26,128.31,-1.0,86.0,160.48,71.38,140.41,96.11,163.59,88.7,95.10182
95,34.6,-1.0,82.3,45.44,31.9,55.995,43.5,30.2,36.45,27.7,34.70281
96,27.06,23.05,-1.0,38.92,28.95,17.98,27.22,18.95,32.99,20.73,19.640947
97,-1.0,-1.0,26.5,33.64,29.9,55.118,36.4,35.6,35.71,17.7,31.884975
98,27.2,39.26,-1.0,-1.0,30.63,97.81,33.08,43.3,39.74,52.19,36.546097
99,32.94,36.67,108.11,-1.0,27.42,26.38,34.0,20.4,-1.0,19.84,22.385351
100,28.22,43.57,-1.0,-1.0,23.01,-1.0,36.73,30.47,33.85,29.61,21.608128
101,105.09,89.65,-1.0,42.59,60.95,177.73,48.37,28.78,86.23,57.33,52.34216
102,26.8,-1.0,45.2,41.6,17.2,36.505,36.6,-1.0,27.0,35.0,30.511387
103,-1.0,-1.0,-1.0,69.4,22.4,54.275,13.12,-1.0,38.06,62.0,31.942553
104,-1.0,28.6,-1.0,146.3,47.26,52.58,34.83,28.65,23.6,20.61,27.640623
105,22.2,-1.0,57.5,35.67,23.9,85.249,31.6,20.5,25.44,37.0,30.364344
106,12.68,9.55,20.21,-1.0,4.98,-1.0,9.06,8.36,8.06,10.0,13.9324665
107,29.5,-1.0,25.9,-1.0,25.1,33.768,31.2,38.0,37.44,27.6,19.587637
108,-1.0,-1.0,27.0,17.9,26.2,67.856,42.0,52.2,28.41,31.4,18.697502
109,69.1,-1.0,17.2,35.0,18.0,30.586,59.18,-1.0,22.05,25.3,20.797037
110,-1.0,-1.0,98.0,163.33,-1.0,189.5,-1.0,140.1,-1.0,104.7,85.341354
111,26.3,-1.0,46.7,58.72,23.2,71.78,56.7,27.7,43.95,61.4,31.019648
112,27.92,14.55,23.19,-1.0,20.7,50.11,-1.0,31.04,-1.0,27.05,17.61575
113,56.43,66.97,103.34,-1.0,61.83,65.64,63.6,41.11,-1.0,55.53,44.351665
114,20.38,23.78,46.17,-1.0,17.1,47.58,25.36,16.96,16.23,14.8,16.376049
115,12.33,17.14,-1.0,34.45,23.64,61.8,19.15,13.97,24.74,3.8,13.298494
116,37.1,-1.0,85.8,48.38,23.2,88.767,35.5,31.6,28.5,37.3,38.73124
117,-1.0,-1.0,-1.0,31.35,19.1,45.174,35.4,31.0,29.2,13.1,28.553373
118,-1.0,-1.0,46.0,44.97,8.6,37.019,36.1,14.1,16.69,39.6,16.096745
119,60.1,-1.0,62.5,53.2,-1.0,41.295,66.04,-1.0,36.94,48.8,19.586668
120,-1.0,-1.0,25.2,12.51,30.0,25.687,18.1,7.9,10.1,15.7,11.748013
121,30.4,-1.0,70.2,52.92,21.6,61.054,22.3,22.2,21.12,32.1,29.683836
122,52.5,-1.0,108.1,38.09,43.4,73.771,40.2,45.2,43.22,52.0,45.711575
123,31.16,49.96,-1.0,41.12,42.92,53.34,66.69,23.04,117.06,19.54,19.37012
124,40.74,-1.0,-1.0,-1.0,27.56,112.63,26.46,27.99,30.99,21.25,28.141762
125,33.0,-1.0,-1.0,33.3,13.7,51.531,34.16,-1.0,21.34,18.1,19.653648
126,-1.0,-1.0,21.1,44.4,22.3,28.31,82.73,-1.0,26.34,19.0,35.069298
127,59.95,-1.0,-1.0,-1.0,40.2,183.73,28.15,61.04,61.97,39.3,53.36526
128,-1.0,-1.0,82.8,30.78,25.9,60.856,41.4,57.5,31.54,36.8,34.73698
129,31.12,24.9,-1.0,80.19,25.12,-1.0,17.25,25.4,24.0,12.96,22.086535
130,53.0,-1.0,98.9,55.58,37.8,71.954,49.1,50.1,46.84,45.5,48.327965
131,27.13,23.79,-1.0,-1.0,25.58,36.15,22.72,20.8,22.61,21.36,20.052488
132,-1.0,-1.0,-1.0,-1.0,11.5,21.177,6.3,-1.0,7.43,8.3,10.95294
133,-1.0,-1.0,-1.0,-1.0,25.8,78.44,19.35,-1.0,48.52,19.5,27.770355
134,0.4,-1.0,-1.0,23.4,15.7,40.792,24.83,-1.0,14.77,13.7,17.033892
135,34.15,38.33,-1.0,-1.0,58.23,24.54,26.89,31.33,31.67,30.85,32.94276
136,35.5,-1.0,37.0,73.0,37.5,78.947,44.2,37.1,54.97,36.2,38.295086
137,42.52,44.17,-1.0,-1.0,59.74,113.09,60.3,45.28,14.09,47.86,40.67803
138,29.57,47.8,36.82,-1.0,-1.0,-1.0,29.89,6.22,41.92,30.23,12.318271
139,97.9,82.4,305.3,111.96,68.6,107.27,121.8,59.8,82.66,85.6,89.35502
140,10.5,10.97,16.32,-1.0,-1.0,-1.0,11.57,10.36,11.34,15.73,16.824734
141,-1.0,-1.0,23.4,-1.0,16.8,62.692,22.3,24.4,17.8,8.3,20.750307
142,64.5,-1.0,135.8,101.51,71.2,125.46,101.0,56.5,95.86,90.9,63.526222
143,41.6,-1.0,16.4,-1.0,16.6,40.74,15.72,25.3,21.71,26.1,20.727499
144,9.1,-1.0,34.6,25.71,19.8,48.914,-1.0,8.9,16.35,22.6,23.162674
145,15.2,-1.0,23.6,30.0,7.0,-1.0,24.44,-1.0,15.63,16.2,18.572199
146,30.19,43.44,-1.0,-1.0,44.78,68.05,28.21,43.31,60.04,32.12,35.146515
147,35.5,-1.0,79.3,55.29,25.7,59.246,-1.0,33.0,29.96,39.0,32.653633
148,73.3,83.65,-1.0,160.3,97.94,117.6,114.74,38.74,60.75,51.24,59.91121
149,8.4,-1.0,51.3,-1.0,23.3,60.255,39.68,-1.0,30.41,25.7,32.063152
150,27.4,-1.0,48.3,28.5,-1.0,23.566,28.36,-1.0,6.89,22.6,11.868633
151,66.2,144.3,293.4,121.04,61.2,187.86,103.5,69.7,168.5,82.1,88.65789
152,34.8,58.6,189.8,100.98,59.2,157.81,63.3,27.5,99.55,39.6,45.38742
153,53.9,-1.0,91.0,64.92,46.0,-1.0,-1.0,46.7,52.85,39.6,42.47018
154,72.91,-1.0,-1.0,-1.0,50.44,59.2,54.07,40.44,58.84,50.51,49.04904
155,53.04,26.08,-1.0,34.5,64.6,48.74,41.54,37.13,39.75,25.09,36.592346
156,70.3,93.9,160.4,87.05,101.9,263.93,108.7,75.7,100.85,84.8,94.65831
157,-1.0,-1.0,65.1,39.96,35.9,88.487,57.4,44.9,47.14,68.3,44.5577
158,29.6,33.8,42.9,52.34,31.6,98.477,35.3,41.4,45.96,44.3,55.34245
159,37.99,36.07,-1.0,-1.0,32.7,57.99,53.58,0.04,59.26,64.37,47.55745
160,49.76,80.18,-1.0,43.41,87.05,21.83,108.24,58.91,90.67,60.2,41.578667
161,76.33,45.51,-1.0,31.13,36.63,73.02,71.3,36.31,74.48,20.73,51.256847
162,24.6,-1.0,49.0,25.53,20.8,54.325,-1.0,20.5,20.91,16.6,23.014061
163,-1.0,-1.0,22.3,-1.0,23.7,-1.0,37.5,31.4,29.5,17.5,25.259007
164,11.95,6.05,5.24,-1.0,8.59,-1.0,5.08,7.03,3.3,11.03,9.919053
165,-1.0,-1.0,30.1,18.02,24.5,54.505,26.2,33.8,21.05,28.5,22.217936
166,12.1,-1.0,15.9,31.0,14.4,22.566,26.01,-1.0,17.58,21.1,21.031363
167,57.52,42.48,-1.0,70.96,28.43,84.51,31.42,35.2,32.07,26.27,31.803171
168,26.05,-1.0,-1.0,40.01,23.0,53.0,24.26,22.94,30.03,33.92,26.087399
169,77.2,68.3,-1.0,384.52,52.3,242.09,82.7,74.2,99.77,70.1,76.022705
170,-1.0,-1.0,51.5,55.18,32.1,74.003,53.5,47.2,35.32,63.3,42.21079
171,76.4,120.9,304.9,98.94,68.3,275.12,110.6,-1.0,77.32,75.1,88.99512
172,29.0,-1.0,30.4,-1.0,18.8,51.659,54.73,-1.0,26.76,16.2,20.301863
173,5.4,-1.0,18.7,25.6,6.5,38.212,7.47,-1.0,9.53,19.6,18.716219
174,29.11,11.48,-1.0,-1.0,32.84,49.98,19.256,20.98,24.35,16.48,21.715897
175,53.2,-1.0,134.1,65.72,46.3,99.336,-1.0,56.2,56.3,40.7,51.63325
176,17.7,-1.0,-1.0,29.2,14.6,25.965,31.9,-1.0,22.37,24.9,23.372145
177,62.6,-1.0,56.4,38.6,27.2,60.514,-1.0,57.6,42.34,26.8,32.969738
178,20.8,-1.0,6.5,8.4,11.7,28.728,21.97,-1.0,12.35,5.5,12.63198
179,85.6,-1.0,52.0,55.2,21.9,70.813,26.65,-1.0,26.89,31.1,28.657368
180,17.9,-1.0,23.2,18.8,8.5,26.424,30.27,-1.0,17.5,13.7,13.840069
181,109.4,64.8,-1.0,66.21,97.04,217.12,52.58,60.18,106.57,72.77,65.3405
182,62.22,60.21,-1.0,-1.0,53.31,67.72,54.31,35.48,51.51,26.01,40.03545
183,48.6,74.1,234.3,183.9,45.3,165.48,64.5,65.2,64.01,46.9,49.607006
184,37.6,-1.0,40.3,-1.0,31.2,61.833,46.84,-1.0,34.17,52.9,30.614937
185,33.5,46.4,58.8,42.44,40.0,40.477,45.9,42.8,44.7,42.9,43.869423
186,45.83,36.41,37.35,-1.0,32.17,-1.0,33.92,33.67,27.72,25.45,36.783123
187,87.2,51.83,-1.0,-1.0,111.9,-1.0,73.64,56.92,94.0,51.89,90.88652
188,33.51,16.58,-1.0,-1.0,34.48,16.16,26.1,23.91,25.67,19.36,29.984386
189,-1.0,-1.0,38.3,31.89,11.7,77.382,19.7,21.3,13.46,14.4,26.432556
190,-1.0,-1.0,83.6,85.32,53.5,90.493,-1.0,80.3,89.8,53.7,62.073692
191,35.58,30.43,-1.0,32.56,36.8,21.33,31.74,32.92,30.16,26.98,26.78148
192,33.95,30.61,31.31,-1.0,40.36,-1.0,38.89,33.02,34.74,28.91,36.15669
193,-1.0,-1.0,17.6,13.1,4.0,17.567,9.67,-1.0,6.37,3.4,12.033135
194,33.5,-1.0,63.3,65.96,40.3,96.989,-1.0,71.4,48.81,65.2,48.532322
195,28.56,28.85,-1.0,-1.0,37.98,84.36,14.92,21.41,21.1,10.79,19.732191
196,24.0,-1.0,35.3,50.5,12.8,-1.0,38.81,-1.0,25.2,26.4,28.595427
197,46.0,56.7,117.8,34.42,28.1,42.405,41.0,38.5,34.36,43.3,41.14886
198,22.72,24.2,-1.0,-1.0,39.54,62.55,23.93,36.11,42.41,35.89,32.85465
199,-1.0,75.08,-1.0,47.7,51.33,26.89,27.64,26.0,40.13,26.19,22.956886
200,-1.0,53.59,73.63,49.76,63.13,117.17,49.52,61.66,49.81,50.9,67.062614
201,21.2,-1.0,38.1,40.45,34.0,51.295,-1.0,19.3,27.5,22.8,26.78638
202,24.4,45.3,51.4,23.85,15.4,80.47,38.3,14.7,25.76,17.4,25.266369
203,11.5,-1.0,-1.0,25.5,18.9,34.351,14.51,-1.0,19.52,31.6,18.35933
204,15.5,31.3,44.3,26.49,28.6,37.9,39.1,26.5,35.31,31.1,27.404016
205,59.5,-1.0,79.7,50.2,40.7,49.58,62.55,-1.0,53.63,25.0,31.31284
206,25.73,35.2,-1.0,-1.0,26.15,58.71,24.18,21.87,22.62,19.42,17.917221
207,118.5,-1.0,-1.0,80.0,35.6,50.727,60.21,-1.0,33.95,17.1,42.70435
208,7.5,-1.0,-1.0,18.4,-1.0,24.682,9.31,-1.0,14.38,17.5,13.061368
209,142.9,-1.0,35.7,-1.0,23.7,40.776,67.92,-1.0,32.15,25.9,34.58255
210,7.2,-1.0,37.2,39.89,7.6,51.977,-1.0,30.2,15.18,40.2,30.49431
211,14.6,23.1,31.7,36.37,15.9,91.387,23.8,24.8,21.62,31.7,34.578255
212,37.2,-1.0,57.8,45.17,23.2,86.083,-1.0,26.3,24.39,23.8,30.170397
213,38.31,38.57,-1.0,37.98,38.81,-1.0,34.81,42.48,36.6,42.53,45.888336
214,36.5,-1.0,24.7,23.41,21.3,38.944,-1.0,41.9,28.19,36.6,20.450527
215,58.07,45.96,-1.0,-1.0,45.18,45.98,37.03,46.86,43.76,32.22,41.574974
216,13.6,-1.0,12.6,27.3,-1.0,13.968,35.19,-1.0,10.89,8.4,10.9222975
217,-1.0,-1.0,27.5,24.9,-1.0,22.014,9.96,-1.0,16.09,17.2,12.547165
218,23.93,70.6,-1.0,-1.0,25.47,191.15,38.47,46.03,32.5,41.86,25.275324
219,-1.0,-1.0,83.5,99.28,26.0,62.388,46.5,20.3,53.06,25.4,27.56316
220,42.89,32.58,-1.0,-1.0,36.43,43.17,26.88,27.79,26.72,27.85,28.639181
221,40.26,21.99,-1.0,66.96,19.48,-1.0,19.18,35.54,24.14,12.15,33.14876
222,14.2,26.0,36.3,15.75,32.0,49.48,17.6,16.7,15.77,22.1,19.978464
223,23.54,28.24,-1.0,45.29,25.48,55.08,25.59,30.42,27.92,23.14,28.948906
224,-1.0,18.15,37.55,28.34,16.74,47.86,13.6,13.04,17.52,21.08,23.83089
225,40.3,-1.0,60.9,36.8,12.0,53.327,-1.0,-1.0,20.19,11.9,31.038017
226,20.5,-1.0,36.0,30.7,9.4,30.28,-1.0,-1.0,25.88,25.2,18.686468
227,14.65,18.5,-1.0,-1.0,15.48,51.37,12.19,7.85,8.61,6.63,8.805879
228,23.82,41.21,-1.0,59.86,19.93,60.67,15.02,16.0,8.87,5.56,10.190207
229,-1.0,-1.0,29.7,-1.0,13.8,32.449,18.1,17.3,14.33,15.0,11.309138
230,23.51,27.19,-1.0,-1.0,31.29,46.5,17.83,15.97,15.39,17.86,15.7412815
231,12.6,-1.0,18.1,12.1,12.9,-1.0,23.36,-1.0,22.45,0.9,13.445514
232,40.0,-1.0,53.3,24.6,30.9,-1.0,42.35,-1.0,36.72,26.3,19.989792
233,31.11,-1.0,-1.0,-1.0,61.13,102.03,53.29,43.64,58.38,15.7,30.848284
234,-1.0,-1.0,-1.0,59.2,18.8,44.799,46.34,-1.0,30.02,56.9,36.240715
235,-1.0,-1.0,59.0,64.48,58.5,71.739,64.1,58.7,67.47,63.7,52.478916
236,41.9,-1.0,-1.0,23.4,18.0,40.908,58.29,-1.0,22.75,19.5,11.839432
237,-1.0,23.85,16.22,22.33,-1.0,27.65,-1.0,52.73,16.25,21.47,22.113237
238,43.0,-1.0,146.2,87.32,23.2,130.12,49.2,17.7,40.66,24.2,43.277916
239,20.63,19.25,49.76,-1.0,27.4,-1.0,29.49,30.97,44.82,20.14,20.112696
240,68.0,70.5,151.2,173.09,56.6,136.08,37.5,85.8,72.22,68.3,57.305016
241,-1.0,5.36,15.66,-1.0,3.35,47.15,11.27,13.93,17.42,1.53,22.54586
242,-1.0,-1.0,13.8,-1.0,8.6,26.786,22.9,18.6,12.1,6.5,8.787947
243,65.0,-1.0,83.9,42.4,50.0,87.492,36.0,50.0,34.48,31.6,43.038548
244,-1.0,-1.0,31.5,20.26,11.0,34.713,34.9,16.3,16.68,33.4,15.125058
245,16.46,36.52,-1.0,-1.0,15.96,67.31,27.59,6.6,15.38,3.68,11.562534
246,34.34,37.93,-1.0,-1.0,46.96,51.26,50.99,31.65,59.39,27.89,28.346992
247,35.93,26.47,-1.0,-1.0,20.49,12.47,31.36,22.73,25.34,33.86,20.353552
248,71.5,215.0,223.2,244.17,115.0,104.96,174.1,34.6,137.62,64.6,97.7349
249,30.63,20.34,-1.0,-1.0,-1.0,17.48,15.61,19.25,22.99,17.7,12.420037
250,34.22,49.38,54.43,-1.0,41.4,27.46,44.7,33.8,-1.0,24.19,36.009525
251,31.4,49.88,-1.0,95.2,50.08,56.37,65.44,29.96,98.77,12.7,12.759505
252,22.0,-1.0,53.0,28.39,21.1,89.381,-1.0,28.5,34.17,23.2,30.978828
253,-1.0,102.13,-1.0,50.21,83.83,136.56,101.4,92.94,93.96,67.68,82.95809
254,22.41,29.69,-1.0,39.0,22.19,26.44,24.32,26.92,25.46,19.04,24.408703
255,42.67,-1.0,-1.0,-1.0,30.13,131.75,31.46,22.01,86.91,26.86,31.12583
256,82.17,-1.0,-1.0,57.86,45.49,79.98,38.66,52.9,70.83,42.83,39.71307
257,13.32,31.64,60.1,-1.0,11.78,-1.0,35.9,29.83,33.1,15.8,30.500385
258,23.09,24.19,-1.0,-1.0,19.85,37.82,23.36,15.05,25.78,14.29,17.28043
259,31.1,-1.0,61.7,36.91,34.5,60.404,32.0,-1.0,30.76,32.4,31.78489
260,13.06,29.84,-1.0,67.1,23.9,24.91,18.97,13.08,21.94,13.24,13.026451
261,54.8,54.32,91.5,-1.0,69.57,31.92,47.45,49.08,-1.0,39.78,43.277344
262,34.0,-1.0,96.2,95.86,40.2,117.95,-1.0,22.3,38.21,51.2,34.29165
263,16.1,-1.0,42.9,31.84,10.4,48.538,21.3,12.8,14.63,11.9,20.469067
264,19.5,-1.0,40.5,48.54,39.7,61.505,-1.0,37.9,26.37,43.1,36.988766
265,47.44,41.19,71.81,-1.0,31.93,-1.0,28.59,13.59,23.7,23.65,28.01573
266,22.2,-1.0,47.3,25.69,13.4,32.4,41.9,17.3,21.99,21.4,22.345509
267,-1.0,-1.0,56.7,-1.0,30.0,51.879,28.3,29.4,23.7,16.1,22.720778
268,-1.0,-1.0,97.0,55.32,39.1,109.77,26.8,50.6,41.88,42.8,41.115902
269,54.6,-1.0,101.5,51.27,51.4,87.845,-1.0,47.5,38.0,39.3,40.32241
270,-1.0,-1.0,157.3,-1.0,50.9,102.22,40.5,44.8,68.05,39.6,49.783714
271,-1.0,-1.0,14.5,23.62,13.7,25.892,6.2,3.3,8.16,19.6,17.798483
272,48.4,-1.0,117.5,123.15,56.8,-1.0,74.5,47.5,70.13,52.1,49.4387
273,16.9,-1.0,21.3,28.8,-1.0,35.248,-1.0,-1.0,8.92,17.9,16.436188
274,67.0,-1.0,47.5,42.1,-1.0,61.52,47.06,-1.0,22.37,14.5,19.273432
275,21.6,-1.0,20.0,30.84,10.3,26.938,-1.0,19.4,13.9,18.5,15.730818
276,17.8,29.3,41.0,53.81,30.3,86.882,28.5,-1.0,29.49,56.3,51.686367
277,23.6,8.45,-1.0,-1.0,14.46,28.03,15.56,21.23,21.21,26.43,20.342955
278,18.73,19.88,22.72,-1.0,22.87,-1.0,21.6,21.03,23.65,31.01,22.669552
279,-1.0,-1.0,40.1,-1.0,21.9,61.004,27.5,25.6,21.12,29.7,17.64004
280,15.0,-1.0,9.7,13.2,-1.0,-1.0,20.78,-1.0,15.09,3.5,7.0951667
281,22.76,17.88,-1.0,34.24,22.71,318.68,13.73,15.48,22.99,26.84,18.499895
282,-1.0,-1.0,-1.0,-1.0,9.6,14.91,4.37,17.2,10.37,2.6,9.361364
