FECHA,HORA,PARAM,ATM,OBL,LPIN,SFE,TLA,VAL,CEN,AGU,LDO,MIR
2019-01-01,00:00,WD,,,176.8,176.1,,189.6,,253.93,,253.93
2019-01-01,01:00,WD,,,172.1,228.1,,233.3,,249.91,,249.91
2019-01-01,02:00,WD,,,71.8,148.5,,166.7,,220.56,,220.56
2019-01-01,03:00,WD,,,109.5,232.9,,276.2,,271.42,,271.42
2019-01-01,04:00,WD,,,165.6,216.9,,212.3,,229.42,,229.42
2019-01-01,05:00,WD,,,173.7,161.0,,230.8,,223.19,,223.19
2019-01-01,06:00,WD,,,186.1,216.9,,216.7,,245.76,,245.76
2019-01-01,07:00,WD,,,148.3,218.1,,249.3,,202.67,,202.67
2019-01-01,08:00,WD,,,177.7,172.4,,129.7,,223.71,,223.71
2019-01-01,09:00,WD,,,216.8,125.1,,153.6,,135.62,,135.62
2019-01-01,10:00,WD,,,195.5,197.6,,189.7,,187.26,,187.26
2019-01-01,11:00,WD,,,200.1,181.3,,109.0,,136.98,,136.98
2019-01-01,12:00,WD,,,279.7,155.1,,101.7,,111.19,,111.19
2019-01-01,13:00,WD,,,272.5,128.1,,121.7,,96.93,,96.93
2019-01-01,14:00,WD,,,248.6,219.2,,171.3,,192.78,,192.78
2019-01-01,15:00,WD,,,260.9,245.2,,197.8,,160.23,,160.23
2019-01-01,16:00,WD,,,278.0,193.2,,292.5,,242.46,,242.46
2019-01-01,17:00,WD,,,260.6,210.5,,295.0,,307.19,,307.19
2019-01-01,18:00,WD,,,121.1,293.5,,265.0,,312.76,,312.76
2019-01-01,19:00,WD,,,277.2,235.9,,269.7,,288.79,,288.79
2019-01-01,20:00,WD,,,189.6,198.2,,272.0,,287.17,,287.17
2019-01-01,21:00,WD,,,191.7,264.2,,259.2,,266.58,,266.58
2019-01-01,22:00,WD,,,180.2,224.1,,247.0,,258.72,,258.72
2019-01-01,23:00,WD,,,119.7,161.4,,236.4,,223.49,,223.49
2019-01-02,00:00,WD,,,228.4,205.8,,163.9,,217.11,,217.11
2019-01-02,01:00,WD,,,192.8,217.7,,238.3,,263.74,,263.74
2019-01-02,02:00,WD,,,152.4,267.1,,222.5,,245.83,,245.83
2019-01-02,03:00,WD,,,129.7,180.8,,182.9,,191.39,,191.39
2019-01-02,04:00,WD,,,66.4,173.0,,86.5,,109.57,,109.57
2019-01-02,05:00,WD,,,172.8,200.2,,220.0,,268.87,,268.87
2019-01-02,06:00,WD,,,189.6,285.2,,239.6,,275.96,,275.96
2019-01-02,07:00,WD,,,154.5,201.2,,255.4,,162.68,,162.68
2019-01-02,08:00,WD,,,200.1,202.0,,186.0,,185.87,,185.87
2019-01-02,09:00,WD,,,187.2,118.2,,174.5,,219.75,,219.75
2019-01-02,10:00,WD,,,215.8,142.9,,137.7,,159.59,,159.59
2019-01-02,11:00,WD,,,181.2,123.1,,119.1,,158.94,,158.94
2019-01-02,12:00,WD,,,129.7,117.3,,144.0,,170.12,,170.12
2019-01-02,13:00,WD,,,155.3,167.3,,180.5,,173.92,,173.92
2019-01-02,14:00,WD,,,187.2,164.0,,195.7,,217.45,,217.45
2019-01-02,15:00,WD,,,187.1,226.9,,207.9,,231.41,,231.41
2019-01-02,16:00,WD,,,240.7,267.1,,244.3,,255.14,,255.14
2019-01-02,17:00,WD,,,257.6,281.5,,256.9,,274.32,,274.32
2019-01-02,18:00,WD,,,254.3,285.8,,240.1,,256.2,,256.2
2019-01-02,19:00,WD,,,250.2,273.8,,235.3,,256.56,,256.56
2019-01-02,20:00,WD,,,252.6,221.5,,224.7,,231.45,,231.45
2019-01-02,21:00,WD,,,238.4,242.8,,242.2,,247.09,,247.09
2019-01-02,22:00,WD,,,212.7,198.9,,253.0,,279.83,,279.83
2019-01-02,23:00,WD,,,209.5,136.2,,184.7,,239.4,,239.4
2019-01-03,00:00,WD,,,178.2,112.9,,105.5,,93.03,,93.03
2019-01-03,01:00,WD,,,168.2,186.1,,156.4,,165.67,,165.67
2019-01-03,02:00,WD,,,221.5,209.2,,213.5,,265.96,,265.96
2019-01-03,03:00,WD,,,205.2,232.0,,243.7,,219.48,,219.48
2019-01-03,04:00,WD,,,115.9,169.3,,163.5,,213.34,,213.34
2019-01-03,05:00,WD,,,143.9,211.4,,211.3,,243.38,,243.38
2019-01-03,06:00,WD,,,88.9,238.5,,133.7,,227.72,,227.72
2019-01-03,07:00,WD,,,169.7,171.1,,161.4,,220.86,,220.86
2019-01-03,08:00,WD,,,174.4,245.3,,233.0,,273.97,,273.97
2019-01-03,09:00,WD,,,170.8,132.2,,165.2,,85.43,,85.43
2019-01-03,10:00,WD,,,247.0,142.3,,114.4,,111.66,,111.66
2019-01-03,11:00,WD,,,183.1,157.2,,157.2,,165.45,,165.45
2019-01-03,12:00,WD,,,241.4,224.4,,165.0,,184.47,,184.47
2019-01-03,13:00,WD,,,198.1,192.1,,167.7,,213.68,,213.68
2019-01-03,14:00,WD,,,258.4,240.2,,185.1,,225.45,,225.45
2019-01-03,15:00,WD,,,250.4,289.0,,201.5,,189.76,,189.76
2019-01-03,16:00,WD,,,239.2,289.8,,284.1,,279.6,,279.6
2019-01-03,17:00,WD,,,252.5,290.8,,288.8,,295.82,,295.82
2019-01-03,18:00,WD,,,310.3,304.3,,288.1,,303.01,,303.01
2019-01-03,19:00,WD,,,309.2,300.0,,282.6,,290.95,,290.95
2019-01-03,20:00,WD,,,249.9,290.1,,248.0,,281.84,,281.84
2019-01-03,21:00,WD,,,257.5,166.8,,268.6,,281.81,,281.81
2019-01-03,22:00,WD,,,182.4,236.6,,247.5,,261.48,,261.48
2019-01-03,23:00,WD,,,215.5,272.6,,242.7,,279.78,,279.78
2019-01-04,00:00,WD,,,250.3,247.4,,255.0,,250.27,,250.27
2019-01-04,01:00,WD,,,231.4,134.5,,236.1,,252.45,,252.45
2019-01-04,02:00,WD,,,139.6,148.7,,269.3,,273.79,,273.79
2019-01-04,03:00,WD,,,178.4,171.3,,264.8,,253.16,,253.16
2019-01-04,04:00,WD,,,64.8,166.2,,203.2,,180.09,,180.09
2019-01-04,05:00,WD,,,65.1,157.5,,281.7,,65.86,,65.86
2019-01-04,06:00,WD,,,151.4,174.1,,247.1,,170.78,,170.78
2019-01-04,07:00,WD,,,92.5,231.5,,124.4,,167.75,,167.75
2019-01-04,08:00,WD,,,248.4,120.2,,118.7,,134.89,,134.89
2019-01-04,09:00,WD,,,216.3,154.8,,65.6,,77.47,,77.47
2019-01-04,10:00,WD,,,197.3,123.9,,91.0,,77.19,,77.19
2019-01-04,11:00,WD,,,277.0,138.9,,97.4,,89.11,,89.11
2019-01-04,12:00,WD,,,259.5,147.1,,133.3,,135.2,,135.2
2019-01-04,13:00,WD,,,229.0,150.1,,169.6,,142.47,,142.47
2019-01-04,14:00,WD,,,243.7,240.1,,164.1,,193.22,,193.22
2019-01-04,15:00,WD,,,241.0,227.9,,132.1,,150.31,,150.31
2019-01-04,16:00,WD,,,216.4,186.7,,158.1,,150.87,,150.87
2019-01-04,17:00,WD,,,215.8,105.3,,283.5,,177.97,,177.97
2019-01-04,18:00,WD,,,187.1,268.8,,281.0,,290.27,,290.27
2019-01-04,19:00,WD,,,238.2,198.2,,281.1,,259.34,,259.34
2019-01-04,20:00,WD,,,210.3,241.2,,281.2,,277.58,,277.58
2019-01-04,21:00,WD,,,170.1,222.6,,242.1,,250.77,,250.77
2019-01-04,22:00,WD,,,165.2,226.8,,226.6,,266.57,,266.57
2019-01-04,23:00,WD,,,163.1,220.8,,250.1,,275.74,,275.74
2019-01-05,00:00,WD,,,155.0,133.4,,214.8,,267.43,,267.43
2019-01-05,01:00,WD,,,153.0,129.9,,60.5,,241.99,,241.99
2019-01-05,02:00,WD,,,127.9,113.4,,141.1,,119.48,,119.48
2019-01-05,03:00,WD,,,82.0,157.4,,167.0,,154.26,,154.26
2019-01-05,04:00,WD,,,254.4,269.9,,164.4,,260.74,,260.74
2019-01-05,05:00,WD,,,142.3,211.2,,123.9,,281.13,,281.13
2019-01-05,06:00,WD,,,88.9,196.2,,123.1,,233.37,,233.37
2019-01-05,07:00,WD,,,195.4,165.7,,102.9,,244.93,,244.93
2019-01-05,08:00,WD,,,138.5,133.3,,71.3,,244.25,,244.25
2019-01-05,09:00,WD,,,154.0,132.8,,78.7,,108.64,,108.64
2019-01-05,10:00,WD,,,166.8,108.3,,62.8,,79.46,,79.46
2019-01-05,11:00,WD,,,216.0,111.5,,96.0,,120.6,,120.6
2019-01-05,12:00,WD,,,303.4,136.2,,106.6,,145.82,,145.82
2019-01-05,13:00,WD,,,289.7,117.2,,117.6,,99.44,,99.44
2019-01-05,14:00,WD,,,137.6,118.2,,151.2,,138.88,,138.88
2019-01-05,15:00,WD,,,130.5,129.2,,154.8,,164.49,,164.49
2019-01-05,16:00,WD,,,224.9,207.3,,141.6,,237.11,,237.11
2019-01-05,17:00,WD,,,199.4,291.4,,223.7,,267.44,,267.44
2019-01-05,18:00,WD,,,283.1,288.3,,281.3,,296.13,,296.13
2019-01-05,19:00,WD,,,266.6,258.6,,273.4,,284.45,,284.45
2019-01-05,20:00,WD,,,232.5,251.1,,267.0,,250.74,,250.74
2019-01-05,21:00,WD,,,254.4,267.0,,258.7,,253.52,,253.52
2019-01-05,22:00,WD,,,231.4,288.3,,250.9,,260.43,,260.43
2019-01-05,23:00,WD,,,233.4,161.4,,263.2,,286.77,,286.77
2019-01-06,00:00,WD,,,238.1,104.0,,249.5,,192.55,,192.55
2019-01-06,01:00,WD,,,258.0,240.6,,267.3,,194.71,,194.71
2019-01-06,02:00,WD,,,236.4,268.9,,272.2,,230.3,,230.3
2019-01-06,03:00,WD,,,275.9,273.0,,269.9,,257.44,,257.44
2019-01-06,04:00,WD,,,255.9,190.1,,116.7,,254.74,,254.74
2019-01-06,05:00,WD,,,209.6,128.0,,80.5,,186.2,,186.2
2019-01-06,06:00,WD,,,119.2,138.6,,129.0,,245.07,,245.07
2019-01-06,07:00,WD,,,102.3,113.0,,186.0,,196.52,,196.52
2019-01-06,08:00,WD,,,221.7,202.0,,172.6,,208.96,,208.96
2019-01-06,09:00,WD,,,203.2,229.5,,260.4,,183.25,,183.25
2019-01-06,10:00,WD,,,192.5,202.8,,256.1,,144.57,,144.57
2019-01-06,11:00,WD,,,211.8,186.4,,198.2,,131.65,,131.65
2019-01-06,12:00,WD,,,250.5,215.2,,236.8,,136.34,,136.34
2019-01-06,13:00,WD,,,261.1,152.3,,258.9,,196.93,,196.93
2019-01-06,14:00,WD,,,266.3,262.2,,270.2,,274.54,,274.54
2019-01-06,15:00,WD,,,308.6,268.7,,279.5,,303.46,,303.46
2019-01-06,16:00,WD,,,316.4,281.0,,285.9,,305.62,,305.62
2019-01-06,17:00,WD,,,297.6,296.3,,277.8,,310.04,,310.04
2019-01-06,18:00,WD,,,284.9,296.6,,274.6,,300.44,,300.44
2019-01-06,19:00,WD,,,269.8,281.0,,276.2,,291.01,,291.01
2019-01-06,20:00,WD,,,227.8,286.8,,275.7,,285.88,,285.88
2019-01-06,21:00,WD,,,195.2,197.6,,268.3,,259.68,,259.68
2019-01-06,22:00,WD,,,254.0,187.9,,262.4,,254.1,,254.1
2019-01-06,23:00,WD,,,252.5,103.0,,269.4,,249.31,,249.31
2019-01-07,00:00,WD,,,257.9,121.2,,210.1,,219.94,,219.94
2019-01-07,01:00,WD,,,188.6,116.6,,93.9,,186.35,,186.35
2019-01-07,02:00,WD,,,83.3,209.7,,265.4,,290.72,,290.72
2019-01-07,03:00,WD,,,216.3,221.8,,267.9,,243.07,,243.07
2019-01-07,04:00,WD,,,152.8,178.7,,265.8,,207.34,,207.34
2019-01-07,05:00,WD,,,190.2,253.7,,283.8,,138.31,,138.31
2019-01-07,06:00,WD,,,86.6,241.0,,266.1,,275.98,,275.98
2019-01-07,07:00,WD,,,140.7,128.8,,273.6,,276.02,,276.02
2019-01-07,08:00,WD,,,228.4,192.4,,279.6,,206.56,,206.56
2019-01-07,09:00,WD,,,226.3,210.2,,110.2,,167.54,,167.54
2019-01-07,10:00,WD,,,214.5,110.3,,85.7,,78.67,,78.67
2019-01-07,11:00,WD,,,127.9,106.7,,94.7,,82.21,,82.21
2019-01-07,12:00,WD,,,131.2,117.1,,98.1,,105.11,,105.11
2019-01-07,13:00,WD,,,149.6,137.3,,110.2,,134.99,,134.99
2019-01-07,14:00,WD,,,165.6,121.6,,143.6,,132.75,,132.75
2019-01-07,15:00,WD,,,242.7,178.2,,195.5,,191.01,,191.01
2019-01-07,16:00,WD,,,262.1,127.7,,202.0,,225.18,,225.18
2019-01-07,17:00,WD,,,264.2,171.0,,248.6,,246.75,,246.75
2019-01-07,18:00,WD,,,232.9,207.4,,291.6,,294.37,,294.37
2019-01-07,19:00,WD,,,145.8,264.3,,265.2,,276.07,,276.07
2019-01-07,20:00,WD,,,159.2,229.3,,266.2,,268.17,,268.17
2019-01-07,21:00,WD,,,197.6,286.7,,263.9,,275.93,,275.93
2019-01-07,22:00,WD,,,220.0,221.8,,217.8,,247.76,,247.76
2019-01-07,23:00,WD,,,252.9,104.0,,141.2,,258.04,,258.04
2019-01-08,00:00,WD,,,107.7,134.6,,110.1,,80.19,,80.19
2019-01-08,01:00,WD,,,212.9,256.2,,253.3,,261.91,,261.91
2019-01-08,02:00,WD,,,186.0,218.1,,97.2,,164.94,,164.94
2019-01-08,03:00,WD,,,73.1,135.9,,211.1,,196.45,,196.45
2019-01-08,04:00,WD,,,123.3,278.6,,274.1,,174.34,,174.34
2019-01-08,05:00,WD,,,205.6,287.7,,270.3,,283.49,,283.49
2019-01-08,06:00,WD,,,90.1,199.8,,239.7,,275.88,,275.88
2019-01-08,07:00,WD,,,95.0,173.0,,150.8,,265.53,,265.53
2019-01-08,08:00,WD,,,156.8,170.7,,105.6,,249.6,,249.6
2019-01-08,09:00,WD,,,250.7,94.5,,105.8,,87.42,,87.42
2019-01-08,10:00,WD,,,167.1,109.0,,98.7,,117.28,,117.28
2019-01-08,11:00,WD,,,189.9,113.9,,96.0,,102.13,,102.13
2019-01-08,12:00,WD,,,223.9,135.8,,98.0,,141.78,,141.78
2019-01-08,13:00,WD,,,285.8,141.6,,149.2,,128.76,,128.76
2019-01-08,14:00,WD,,,260.2,148.6,,183.7,,141.86,,141.86
2019-01-08,15:00,WD,,,238.1,152.9,,152.3,,220.48,,220.48
2019-01-08,16:00,WD,,,204.6,129.0,,158.0,,186.67,,186.67
2019-01-08,17:00,WD,,,145.4,166.0,,164.5,,159.58,,159.58
2019-01-08,18:00,WD,,,124.1,124.5,,128.8,,152.32,,152.32
2019-01-08,19:00,WD,,,185.3,249.2,,200.7,,256.47,,256.47
2019-01-08,20:00,WD,,,98.3,272.3,,238.4,,270.89,,270.89
2019-01-08,21:00,WD,,,209.2,269.7,,242.8,,270.49,,270.49
2019-01-08,22:00,WD,,,101.6,170.3,,154.0,,249.54,,249.54
2019-01-08,23:00,WD,,,60.3,120.0,,166.2,,141.88,,141.88
2019-01-09,00:00,WD,,,144.2,185.6,,170.7,,187.91,,187.91
2019-01-09,01:00,WD,,,164.8,222.1,,153.5,,279.74,,279.74
2019-01-09,02:00,WD,,,134.7,283.4,,140.0,,261.44,,261.44
2019-01-09,03:00,WD,,,123.4,229.4,,190.7,,287.41,,287.41
2019-01-09,04:00,WD,,,56.7,232.4,,166.4,,266.22,,266.22
2019-01-09,05:00,WD,,,90.5,266.3,,149.8,,298.5,,298.5
2019-01-09,06:00,WD,,,128.5,247.1,,138.0,,124.08,,124.08
