,0,1,2,3,4,5,6,7,8,9,10,11,12
model287-1,50,75,2,relu,1.0,0.8055659561606701,131.13469717923104,7.7447153116482,11.4514059040465,0.7876269375486553,128.1352602205539,7.729636083608801,11.319684634324133
model287-0.75,50,75,2,relu,0.75,0.813068737851051,126.07449791812314,7.4773829995475944,11.228290070982453,0.7812585505542382,131.9776257037083,7.577432860038299,11.488151535547757
model287-0.5,50,75,2,relu,0.5,0.8117550916668803,126.96047750873561,7.4226398042566935,11.267674006144107,0.7917850517464781,125.62646254812378,7.442382703041557,11.208321129773351
model287-0.1,50,75,2,relu,0.1,0.7985475662078441,135.86820178046298,7.826992031561181,11.656251617928595,0.7854734392410867,129.43457315054502,7.719376693632664,11.376931622829813
model287-0.05,50,75,2,relu,0.05,0.8102467759212044,127.97775063978935,7.450034404113164,11.312725164158694,0.7932085898901314,124.76757099019515,7.414699012553165,11.169940509698122
model287-0.01,50,75,2,relu,0.01,0.8100366722465745,128.11945361116614,7.49972022607026,11.318986421547034,0.789416931753143,127.05526744492659,7.468103457192381,11.271879499219578
model287-0.005,50,75,2,relu,0.005,0.7729427872194395,153.13716802055293,7.931650683630435,12.37486032327448,0.7480603230910337,152.00777202150425,7.944197415648493,12.329143199002283
model290-1,50,75,2,relu,1.0,0.801226317847773,134.061536249139,7.762919473829158,11.578494558842225,0.7686967728767998,139.55677266779222,7.860829697033207,11.813414945213438
model290-0.75,50,75,2,relu,0.75,0.8121945444579505,126.66409161075377,7.4935702223326786,11.254514276980316,0.7962844777193998,122.91173445959545,7.462974864964571,11.086556474379023
model290-0.5,50,75,2,relu,0.5,0.805271838763405,131.33306262523993,7.715267159046619,11.460063814187071,0.7863634266637171,128.89759935228895,7.707635992778646,11.353307859486986
model290-0.1,50,75,2,relu,0.1,0.8157254568661187,124.2826921383746,7.475834293009546,11.148214751177635,0.7889902535946394,127.31270365759511,7.535237462332066,11.283293121141323
model290-0.05,50,75,2,relu,0.05,0.8092808243157861,128.6292300245981,7.703606846235917,11.341482708385094,0.782493294427287,131.2326431449382,7.844001133358278,11.455681697085433
model290-0.01,50,75,2,relu,0.01,0.802645088942278,133.10465588924532,7.847105074960308,11.537099110662322,0.7774074986422996,134.3011573850022,7.8893780120575006,11.588837620098152
model290-0.005,50,75,2,relu,0.005,0.8101265596271113,128.0588296885537,7.635857160222968,11.316308129798944,0.7880509695060867,127.87942059296584,7.680453460522076,11.308378336126088
model307-1,50,75,4,relu,1.0,0.8176514794678575,122.98369950492358,7.315814163539668,11.089801598988306,0.7959225111520629,123.1301269419635,7.325451914945573,11.096401531215582
model307-0.75,50,75,4,relu,0.75,0.8034288766674853,132.5760356745529,7.569472802513639,11.514166738177492,0.7741177500601555,136.28602677365086,7.672034352078391,11.674160645359086
model307-0.5,50,75,4,relu,0.5,0.811964750404779,126.81907462186233,7.6618188536578575,11.26139754301669,0.7847923421887409,129.84551297045633,7.729728613868884,11.39497753268765
model307-0.1,50,75,4,relu,0.1,0.8098216895120015,128.26444723080348,7.374885737496148,11.325389495765851,0.7770814597323285,134.4978729198679,7.5564773073891605,11.597321799444382
model307-0.05,50,75,4,relu,0.05,0.7894753336714453,141.98690631855973,8.022170426906035,11.915825876478715,0.7564333440974603,146.955910862152,8.088408154666347,12.122537311229527
model307-0.01,50,75,4,relu,0.01,0.8233367584022807,119.14930241723503,7.280692738145578,10.91555323459306,0.7934808585126552,124.60329775142243,7.455234725083942,11.162584725386072
model307-0.005,50,75,4,relu,0.005,0.8216360086248872,120.2963613511141,7.260726770770868,10.967969791675856,0.7857672503901957,129.2573022310968,7.4619075073317775,11.369138148122609
model309-1,50,75,5,relu,1.0,0.8223291971591864,119.82884513461988,7.370654414965739,10.946636247478944,0.7822058336400056,131.40608257438532,7.577098635049587,11.463249215400724
model309-0.75,50,75,5,relu,0.75,0.8239772087610646,118.71735509875586,7.440910208251277,10.895749405100865,0.7897097671609813,126.87858523884998,7.621377668725732,11.264039472536039
model309-0.5,50,75,5,relu,0.5,0.807022284950708,130.15248629113765,7.452418797368543,11.408439257459262,0.78064043594556,132.35056507424287,7.534373546334056,11.50437156363801
model309-0.1,50,75,5,relu,0.1,0.818919781578112,122.12830191160174,7.405931122793239,11.051167445641285,0.7933251098801597,124.69726866903055,7.533949539421732,11.166793123767922
model309-0.05,50,75,5,relu,0.05,0.8003015879138953,134.6852139624505,7.526569582533762,11.605395898565911,0.7835216896977509,130.6121609892944,7.555062592954902,11.428567757566755
model309-0.01,50,75,5,relu,0.01,0.8115461976172103,127.10136465691761,7.447487625944546,11.27392410196723,0.7800686013894763,132.69558138093043,7.561817621953312,11.519356812814266
model309-0.005,50,75,5,relu,0.005,0.8090559020076439,128.78092732093913,7.734706827118186,11.348168456669082,0.7799461422940518,132.76946706058052,7.849911639576413,11.52256338930624
model321-1,50,75,6,relu,1.0,0.8033877093193847,132.6038007079814,7.927298509480838,11.515372365146574,0.7697713818307365,138.90840749210255,8.091960005005193,11.78594109488515
model321-0.75,50,75,6,relu,0.75,0.8249359274644915,118.07075389471032,7.248794215370025,10.866036715137232,0.7904131284612691,126.45421228777434,7.395030299033972,11.245186182886183
model321-0.5,50,75,6,relu,0.5,0.8189647073444216,122.09800203898568,7.334494414727547,11.049796470477892,0.7928257545337262,124.99855465379356,7.449237756044339,11.180275249464726
model321-0.1,50,75,6,relu,0.1,0.80689418533591,130.2388821910717,7.88663506990185,11.412225120066275,0.7722781361650999,137.39595758327175,8.020246620400128,11.72160217646341
model321-0.05,50,75,6,relu,0.05,0.8054187603322196,131.2339723884935,7.445838744556504,11.455739713719646,0.7865397257194611,128.79122933942742,7.4674253324083235,11.348622354251965
model321-0.01,50,75,6,relu,0.01,0.8167375725924133,123.60007768127025,7.535203192708233,11.11755718138073,0.7704469757372712,138.5007879945164,7.8419435306480425,11.768635774571171
model321-0.005,50,75,6,relu,0.005,0.812908205063517,126.182768147271,7.42620124974264,11.233110350533863,0.790778000540185,126.23406676536459,7.470568021282979,11.235393485115
model334-1,50,75,8,relu,1.0,0.7551120757551406,165.1629681437725,9.059044733000588,12.851574539478518,0.712654769245436,173.3697084313908,9.133430687544282,13.166993143136013
model334-0.75,50,75,8,relu,0.75,0.8191839725090206,121.9501201640122,7.4380115271175065,11.043102832266491,0.7919577694556098,125.5222533402853,7.545561892785629,11.203671422363533
model334-0.5,50,75,8,relu,0.5,0.7573190367401265,163.67449855923996,8.05428924581733,12.793533466530658,0.7421117588756427,155.5968374843259,7.995278671864834,12.47384613839396
model334-0.1,50,75,8,relu,0.1,0.8113673312940285,127.22199981248423,7.3502246325672775,11.279273017906972,0.7873135243842955,128.3243580134108,7.426359434424259,11.328034163676008
model334-0.05,50,75,8,relu,0.05,0.8243251070461819,118.48271750460223,7.246741781699724,10.884976688289333,0.7980611088357277,121.83980430150979,7.365280350752906,11.038106916564534
model334-0.01,50,75,8,relu,0.01,0.8237546565486611,118.86745390040512,7.238639853187904,10.902635181478152,0.7921769897302398,125.38998681546755,7.426471374454854,11.197767045954633
model334-0.005,50,75,8,relu,0.005,0.8135170039289966,125.77216795971482,7.443937917476166,11.214819122915662,0.79205510307676,125.46352711234313,7.427884712995907,11.201050268271414
model339-1,50,75,9,relu,1.0,0.7975760657984767,136.52342351774863,7.709280764693635,11.68432383656618,0.7613617418235017,143.98236272093527,7.875183488803872,11.999265090868493
model339-0.75,50,75,9,relu,0.75,0.7857382641353331,144.50734704117704,7.727603349643106,12.021120872912686,0.7607905174429574,144.32701087828866,7.760281473352918,12.013617726492244
model339-0.5,50,75,9,relu,0.5,0.6513421100860313,235.14990435933902,10.805403486209787,15.33459827838144,0.6138642094619202,232.97498011265736,10.690940130664053,15.263517946812176
model339-0.1,50,75,9,relu,0.1,0.8228512152039502,119.47677367187356,7.289660671013689,10.93054315539139,0.7824477053292396,131.2601493214471,7.5057530168055875,11.456882181529455
model339-0.05,50,75,9,relu,0.05,0.8082288007165479,129.33876007081523,7.441737410931839,11.372719994390755,0.7871827753655773,128.4032454172258,7.451816166843247,11.331515583417154
model339-0.01,50,75,9,relu,0.01,0.8257772586737752,117.50332387485223,7.244965813600762,10.83989501216927,0.7900042517132901,126.70090802166672,7.39991360700254,11.256149786746208
model339-0.005,50,75,9,relu,0.005,0.80423952645855,132.02929852518048,7.608919719184425,11.49040027697819,0.7789529885610821,133.3686862390592,7.680381337945796,11.548536108055393
model340-1,50,75,9,relu,1.0,0.8134698039578317,125.80400165407899,7.303451090472224,11.216238302304342,0.7676631785069717,140.18039169937614,7.586059785701432,11.839780052829367
model340-0.75,50,75,9,relu,0.75,0.8182646496087358,122.5701511408837,7.555400084059124,11.071140462521631,0.7835530847323001,130.59321879919196,7.713022079110644,11.427739006434823
model340-0.5,50,75,9,relu,0.5,0.8183185322176905,122.53381038764435,7.27472128619306,11.069499102834072,0.7970777269317658,122.43312764819933,7.312989325742682,11.064950413273406
model340-0.1,50,75,9,relu,0.1,0.8218532467215927,120.1498466180728,7.215471222896095,10.961288547341175,0.7978146145289576,121.98852661015054,7.382430548876811,11.044841629020787
model340-0.05,50,75,9,relu,0.05,0.8126804724630766,126.33636082583124,7.3910763732485565,11.239944876458747,0.7731526749742051,136.86830470402137,7.609172768300716,11.699072813860992
model340-0.01,50,75,9,relu,0.01,0.8175729094455354,123.03669051349974,7.333122742286169,11.092190519167065,0.7921275247594805,125.41983149928427,7.434623390846828,11.199099584309636
model340-0.005,50,75,9,relu,0.005,0.7784518337593943,149.4216296534127,8.015662332016843,12.223814038728367,0.7501355851643536,150.75566291349713,8.055940012738525,12.278259767308116
model353-1,50,100,1,relu,1.0,0.7906306779393106,141.207692361412,7.755296713704951,11.883084294972075,0.7765178375407665,134.8379342974657,7.677269212323695,11.611973746847076
model353-0.75,50,100,1,relu,0.75,0.8033196617694416,132.64969490777992,7.589338807381722,11.5173649290009,0.7875517587106176,128.18061936292287,7.556930604980461,11.321688008549028
model353-0.5,50,100,1,relu,0.5,0.7996286630288295,135.1390635007566,7.577385030293093,11.624932838548213,0.785961491990975,129.14010658597013,7.579418294161498,11.363982866318047
model353-0.1,50,100,1,relu,0.1,0.7978940279666805,136.30897613076579,7.850981671111267,11.675143516495451,0.7801124797092285,132.66910740228838,7.828991997498118,11.51820764712498
model353-0.05,50,100,1,relu,0.05,0.7852594714315808,144.83026547139838,8.264448580379666,12.034544672375368,0.7672447887614268,140.43282709914016,8.195754245441842,11.850435734568588
model353-0.01,50,100,1,relu,0.01,0.7991450743733972,135.46521652744488,7.790177376129234,11.63895255284791,0.7825124468288573,131.22108754588652,7.724498204878083,11.455177324942923
model353-0.005,50,100,1,relu,0.005,0.7968075797331344,137.04172363369128,7.907944209883626,11.706482120333643,0.7887477719472133,127.45900492873095,7.742640547753247,11.289774352427552
model354-1,50,100,1,relu,1.0,0.7981496116866221,136.13659945713047,7.734317569767687,11.667758973218913,0.7886383514305244,127.52502378355919,7.594097051594478,11.29269780803326
model354-0.75,50,100,1,relu,0.75,0.7980770670799135,136.18552666578623,7.71654089760621,11.669855468933033,0.7863502771043661,128.90553313725104,7.604076513229034,11.353657258225256
model354-0.5,50,100,1,relu,0.5,0.8025646193565693,133.15892804522008,7.6266170182145085,11.539450942103791,0.7910349594576522,126.07903063519059,7.534020122754489,11.228491912772196
model354-0.1,50,100,1,relu,0.1,0.7950773715439217,138.20865058984165,7.890034448281118,11.7562175290287,0.7805334115849265,132.41513820861977,7.827175016120616,11.507177682152117
model354-0.05,50,100,1,relu,0.05,0.7992320437350133,135.40656064252778,7.841318936578244,11.636432470586842,0.7835213748067893,130.6123509787161,7.8094215643750475,11.428576069603603
model354-0.01,50,100,1,relu,0.01,0.7990450573233174,135.5326723356767,7.5883296657893915,11.64185003921957,0.7870619747491494,128.4761304537842,7.5683346416134984,11.334731159307847
model354-0.005,50,100,1,relu,0.005,0.7953195079242126,138.04534338150236,7.9064036897131285,11.749269908445475,0.7789454317316289,133.3732456511487,7.849417348954271,11.548733508534548
