,0,1,2,3,4,5,6,7,8,9,10,11,12
model357-1,50,100,2,relu,1.0,0.8139531461941223,125.47801482307804,7.574804114941644,11.201696961758877,0.7872840270450091,128.3421552293178,7.592702803297101,11.328819675028718
model357-0.75,50,100,2,relu,0.75,0.8109967849345561,127.47191224387116,7.663264430981812,11.290345975384065,0.7856585327739221,129.32289699104882,7.754176541772067,11.372022554983296
model357-0.5,50,100,2,relu,0.5,0.8122443309029534,126.63051348698401,7.45434264144027,11.253022415643898,0.7902129711692166,126.57497716447833,7.547682453842731,11.250554526976806
model357-0.1,50,100,2,relu,0.1,0.8125980535324265,126.39194770403024,7.47644670165834,11.242417342548276,0.7850448622338381,129.6931550333623,7.526006114174725,11.388290259444668
model357-0.05,50,100,2,relu,0.05,0.803525538597068,132.51084270415387,7.977840042212559,11.511335400558611,0.7790902077161267,133.28589507931449,8.017426949311897,11.544951064396699
model357-0.01,50,100,2,relu,0.01,0.7905681264311395,141.24987979381922,7.984265672521699,11.884859266891603,0.7651092777304712,141.72128740807435,7.986697214605417,11.904675023203042
model357-0.005,50,100,2,relu,0.005,0.809790923573652,128.28519710530705,7.729129958377851,11.326305536462764,0.775345947214165,135.54499417698048,7.917247724378787,11.642379231797102
model363-1,50,100,2,relu,1.0,0.815945126756565,124.13453729885032,7.3890990579024995,11.141567991034758,0.7738258666332926,136.46213460212704,7.60877404233582,11.681700843718223
model363-0.75,50,100,2,relu,0.75,0.8234870506533963,119.04793884710469,7.257503159225634,10.910909166843279,0.7957349170622315,123.24331181220519,7.431019651615452,11.101500430671756
model363-0.5,50,100,2,relu,0.5,0.8141670360051282,125.33375831818753,7.32604717433983,11.195256063091524,0.7900009489797715,126.7029007255152,7.397875638409456,11.25623830262647
model363-0.1,50,100,2,relu,0.1,0.8074579959809673,129.85862399787626,7.712885778781409,11.395552816685827,0.7687590446334754,139.51920101132166,7.91764398138299,11.811824626674817
model363-0.05,50,100,2,relu,0.05,0.811320461306562,127.25361095162349,7.676888328909608,11.280674224159808,0.787588222218421,128.15861911012703,7.702036338220877,11.320716369122893
model363-0.01,50,100,2,relu,0.01,0.8069196526647759,130.22170592711677,7.453886899577884,11.41147255734845,0.7811635518134592,132.0349431818754,7.550831615224012,11.490645899246717
model363-0.005,50,100,2,relu,0.005,0.8102560353242655,127.97150569938434,7.553947645110662,11.312449146819814,0.7854652829559834,129.4394942441248,7.525727479640321,11.377147895853547
model368-1,50,100,3,relu,1.0,0.824727593845209,118.21126306449052,7.218394768713561,10.872500313381947,0.787894038108351,127.97410513183118,7.446545003756808,11.312564038794706
model368-0.75,50,100,3,relu,0.75,0.819390609186833,121.81075548467935,7.299549763084579,11.036790995786744,0.7911659938671399,125.9999710408911,7.4448037342625595,11.224970870380515
model368-0.5,50,100,3,relu,0.5,0.7958090120059709,137.71520073640875,7.613694609239416,11.73521200219275,0.7701348818892648,138.68908977801917,7.652935009810561,11.776633210642979
model368-0.1,50,100,3,relu,0.1,0.8205826570474815,121.00678704302901,7.3301227328536225,11.00030849762992,0.7913232188087694,125.90510939235472,7.52123772212883,11.220744600620527
model368-0.05,50,100,3,relu,0.05,0.8209289086998175,120.77326000897519,7.60387717217614,10.989688804009656,0.7863269291846483,128.91962010164335,7.773770176184175,11.354277612496682
model368-0.01,50,100,3,relu,0.01,0.8238166603464026,118.8256358675121,7.196944008734673,10.900717218032588,0.7845035430820693,130.01975987473742,7.493802647558565,11.40262074589598
model368-0.005,50,100,3,relu,0.005,0.7996323464353027,135.13657925271596,8.168366956491415,11.624825988061755,0.7636309164943869,142.6132564718488,8.328000668427052,11.942079235704677
model369-1,50,100,3,relu,1.0,0.8149305110324301,124.81883786222116,7.460307890661749,11.17223513278436,0.7906715967028244,126.29826550710379,7.488210811462429,11.238250108762653
model369-0.75,50,100,3,relu,0.75,0.8181704631407143,122.63367455334019,7.428152934597334,11.074008964839255,0.7817834247868727,131.66094290220144,7.5721947198780075,11.474360239342385
model369-0.5,50,100,3,relu,0.5,0.8168772826931232,123.50585116935035,7.345966107626663,11.113318638883273,0.7922766770430414,125.32984048796688,7.43992963764889,11.195081084474863
model369-0.1,50,100,3,relu,0.1,0.8200112849407666,121.39214501178387,7.3195688303522815,11.017810354684086,0.7929663724372684,124.91371285957499,7.400880390499055,11.176480343094376
model369-0.05,50,100,3,relu,0.05,0.81681186866904,123.54996920583226,7.305559353807322,11.115303378938078,0.7860283162965609,129.09978814969355,7.448313931567609,11.362208770731751
model369-0.01,50,100,3,relu,0.01,0.8123641658470135,126.54969163711394,7.326140129612591,11.249430725023997,0.7944095009692785,124.04300144332284,7.381491631156119,11.137459380097548
model369-0.005,50,100,3,relu,0.005,0.8179499322241973,122.78241010594745,7.397555327415596,11.08072245415196,0.7801222845389505,132.66319165952257,7.637201755243178,11.5179508446391
model370-1,50,100,3,relu,1.0,0.8165327145856724,123.7382427481909,7.334291200818037,11.123769268920984,0.7870952255749566,128.4560685722623,7.485941724062963,11.333846150899626
model370-0.75,50,100,3,relu,0.75,0.8147836269128289,124.91790284160439,7.501987949495732,11.176667787923392,0.7894056392466039,127.06208077731075,7.467148154074442,11.27218172215613
model370-0.5,50,100,3,relu,0.5,0.8105014288231834,127.80600174989623,7.543582524707955,11.305131655575543,0.779067357156131,133.29968196178177,7.703860696079384,11.545548144708494
model370-0.1,50,100,3,relu,0.1,0.8185813317497957,122.35656705936205,7.638055200312303,11.061490272985917,0.7799434503095637,132.77109126907905,7.89353915714173,11.522633868568377
model370-0.05,50,100,3,relu,0.05,0.8186003360205055,122.34374976031593,7.272284960972712,11.060910891979734,0.7842589094662846,130.16735953570875,7.471140446228626,11.409091091568547
model370-0.01,50,100,3,relu,0.01,0.8097925376641928,128.28410849309643,7.703450667287319,11.326257479551506,0.7868433467286607,128.60803964214114,7.692597250448663,11.340548471839496
model370-0.005,50,100,3,relu,0.005,0.8199434976431211,121.43786368621868,7.3068992898186265,11.019884921641363,0.793933156816499,124.33040362732122,7.427254486527795,11.150354417117027
model373-1,50,100,4,relu,1.0,0.8139141983195266,125.5042829479394,7.578005354972263,11.202869406894798,0.7795838986637221,132.98802670887005,7.747170736794471,11.532043474981789
model373-0.75,50,100,4,relu,0.75,0.8286125838686851,115.5910583914145,7.154930395827025,10.75132821522134,0.7950130330091314,123.67886046383438,7.336357031133777,11.121099786614378
model373-0.5,50,100,4,relu,0.5,0.8011934619321508,134.08369569437082,7.51635977679773,11.579451441859014,0.7785273429212212,133.62549948173597,7.5638113968278295,11.55964962625321
model373-0.1,50,100,4,relu,0.1,0.8043776492512729,131.93614256216281,7.76099101443144,11.486345918618454,0.7703875624793604,138.5366349761208,7.885494421844677,11.77015866401642
model373-0.05,50,100,4,relu,0.05,0.8187239481607755,122.26038040656542,7.230889022943697,11.057141601994859,0.7928646193027976,124.9751056003171,7.37144938821035,11.17922652066399
model373-0.01,50,100,4,relu,0.01,0.817132719822588,123.33357336264912,7.513816282120292,11.105564972690454,0.7876990759066353,128.09173555144125,7.668056746550288,11.317761949760264
model373-0.005,50,100,4,relu,0.005,0.8192595826054034,121.89912545703048,7.544366539745835,11.040793696878431,0.7835544018519776,130.59242411520208,7.699556057352171,11.427704236424834
model378-1,50,100,5,relu,1.0,0.8012747685203379,134.02885902785889,7.43138886193042,11.577083355830988,0.7740257639667294,136.3415265714207,7.503312715215913,11.676537439301974
model378-0.75,50,100,5,relu,0.75,0.815050040526482,124.73822202099824,7.3790352280646285,11.168626684646517,0.7876942222672374,128.09466399415464,7.50114264046316,11.317891322775397
model378-0.5,50,100,5,relu,0.5,0.8148445512404601,124.87681284986728,7.392187030214215,11.174829432696827,0.7872199327533798,128.38082651202086,7.4896779915983505,11.330526312224903
model378-0.1,50,100,5,relu,0.1,0.8214906779843454,120.39437859728145,7.309809325029182,10.972437222298492,0.7892387116427717,127.16279652585315,7.453565650978776,11.276648284213406
model378-0.05,50,100,5,relu,0.05,0.819037102856545,122.04917538614258,7.303460017653535,11.047586858049254,0.7911251090350715,126.02463889911989,7.419330277272167,11.226069610470082
model378-0.01,50,100,5,relu,0.01,0.820336960635942,121.17249528984135,7.203602299411682,11.007837902596556,0.7911925051943267,125.98397543500465,7.306027631865395,11.224258346768602
model378-0.005,50,100,5,relu,0.005,0.8225655508994346,119.66943798789485,7.232684163548711,10.939352722528644,0.7974595623543688,122.2027472945334,7.362443212451251,11.054535146017376
model381-1,50,100,5,relu,1.0,0.8068477643093933,130.27019053160097,7.943841668125717,11.413596739485804,0.7782310739616787,133.80425332079665,8.00959502342722,11.567378844007688
model381-0.75,50,100,5,relu,0.75,0.8086983844561263,129.02205256283995,7.747302427440015,11.358787460061041,0.7760654891442296,135.1108586449869,7.830591452930909,11.623719656159421
model381-0.5,50,100,5,relu,0.5,0.8259638145088866,117.3775025811051,7.3760869969684935,10.834089836303976,0.7947827798131457,123.81778370034893,7.554296727203886,11.127343964322705
model381-0.1,50,100,5,relu,0.1,0.7934121509561152,139.3317471073377,7.974546838538026,11.803886949108657,0.7775159237312443,134.23573912137687,7.918997475673145,11.586014807576282
model381-0.05,50,100,5,relu,0.05,0.7928229562031122,139.72912543671347,7.831993474606562,11.82070748460994,0.7594067373962254,145.16191439349623,7.947170056944824,12.048315832243784
model381-0.01,50,100,5,relu,0.01,0.8269436569514373,116.71665461718865,7.366818878900775,10.80354824199849,0.7946028937059286,123.92631796026052,7.511147607963881,11.132219812789385
model381-0.005,50,100,5,relu,0.005,0.8194583085821462,121.7650960953651,7.241552980551876,11.034722293531681,0.785441257188424,129.4539901879262,7.377316720734031,11.377784942066985
model383-1,50,100,5,relu,1.0,0.8177842440208275,122.89415736967777,7.504537608647148,11.08576372514216,0.7844839927326077,130.03155557559865,7.6340912583654,11.403137970558747
model383-0.75,50,100,5,relu,0.75,0.7896174234513829,141.89107484843012,7.571452483084474,11.911804013180797,0.7665219850053545,140.86893065344069,7.6467814531432055,11.868821788764068
model383-0.5,50,100,5,relu,0.5,0.823486848189044,119.04807539778791,7.232922329382664,10.9109154243715,0.7868474118453985,128.60558695447435,7.477171600565782,11.340440333358945
model383-0.1,50,100,5,relu,0.1,0.8036050059560108,132.45724649309523,7.605133425757098,11.509007189722979,0.7809471598451861,132.16550324841236,7.559020393321654,11.496325641195641
model383-0.05,50,100,5,relu,0.05,0.8131383563548678,126.0275441993412,7.495810017339263,11.226199009430626,0.7867488928436962,128.66502838162188,7.570793804265091,11.343060803047027
model383-0.01,50,100,5,relu,0.01,0.7859817598192668,144.34312305988968,8.35273555488701,12.014288287696848,0.7551291079363026,147.7428215841146,8.36887488600428,12.154950496983302
model383-0.005,50,100,5,relu,0.005,0.8141609480601286,125.33786429062013,7.499245475803544,11.195439441603895,0.787794885708154,128.03392871987992,7.61534828411755,11.315207851377716
model385-1,50,100,6,relu,1.0,0.7917928498540122,140.42387354503987,8.22888569836607,11.850057955345191,0.7572181558823504,146.48239477155036,8.300937225963827,12.10299114977576
model385-0.75,50,100,6,relu,0.75,0.818939421332378,122.11505601506285,7.419563172577436,11.050568130872858,0.788199589805163,127.78975055441958,7.602459391746666,11.304412879686392
model385-0.5,50,100,6,relu,0.5,0.8302679538485949,114.47460554833918,7.247927869620174,10.69928060891662,0.7896239740752237,126.9303484862307,7.48601446723834,11.26633695955481
model385-0.1,50,100,6,relu,0.1,0.7988823204993716,135.64242906195085,7.510626728913971,11.646562972051061,0.7786144049435421,133.5729706216411,7.54695760683241,11.5573773245335
model385-0.05,50,100,6,relu,0.05,0.8200697943770213,121.35268372684685,7.309884127366404,11.016019413873908,0.7895117351595163,126.99806782174824,7.440730098267724,11.26934194271113
model385-0.01,50,100,6,relu,0.01,0.8232973047874461,119.1759116351055,7.296847008950937,10.916772033669362,0.7929933491241279,124.89743647898926,7.489981494259344,11.175752166140285
model385-0.005,50,100,6,relu,0.005,0.8234705321703893,119.05907962381336,7.578140335537588,10.911419688739562,0.7813961290654551,131.89461772646274,7.865522155078665,11.48453820257753
model386-1,50,100,6,relu,1.0,0.8149272034812712,124.82106861724253,7.269795625696354,11.172334967107034,0.7836724085715834,130.52122477593596,7.413584267294335,11.424588604231488
model386-0.75,50,100,6,relu,0.75,0.8107409575637974,127.64445324611621,7.417203834787855,11.297984477158579,0.7727322652670272,137.12195884737974,7.633256491480946,11.709908575534643
model386-0.5,50,100,6,relu,0.5,0.810641781008699,127.71134218831637,7.606120688215936,11.300944305159474,0.7760969623799512,135.091869272217,7.726035094515148,11.62290279027649
model386-0.1,50,100,6,relu,0.1,0.829120166908037,115.24872251831133,7.134507536868749,10.735395778373116,0.7961275397953889,123.00642293608824,7.345147987921181,11.090826070951083
model386-0.05,50,100,6,relu,0.05,0.8249498971999674,118.06133210316021,7.337274965341993,10.865603163338896,0.7931972110324518,124.77443642252905,7.433865616619316,11.170247822789298
model386-0.01,50,100,6,relu,0.01,0.7761048300817938,151.00455006417684,8.50874732750004,12.288390865535522,0.7303756220283182,162.67783415856516,8.657298450150982,12.754522106240012
model386-0.005,50,100,6,relu,0.005,0.829747819980736,114.8254062409931,7.200302263398585,10.715661726696728,0.7967455697778928,122.6335346247451,7.4267944235923915,11.07400264695404
model392-1,50,100,7,relu,1.0,0.7894247193272725,142.02104281320317,7.5625524878803345,11.917258191933376,0.7752324863018364,135.61345080400406,7.569554280868943,11.645318836511263
model392-0.75,50,100,7,relu,0.75,0.8079303303951666,129.5400613164122,7.720598039296715,11.381566733820621,0.7864702719721365,128.83313424904264,7.702410146948685,11.350468459453232
model392-0.5,50,100,7,relu,0.5,0.8157715338148539,124.25161585872712,7.455517248338153,11.1468208857381,0.7900372982272394,126.68096941167825,7.55931848452668,11.255264075608277
model392-0.1,50,100,7,relu,0.1,0.8254565407508999,117.71962986152884,7.313243072514274,10.849867734748145,0.7940063221436269,124.28625933650373,7.515547890922326,11.148374739687563
model392-0.05,50,100,7,relu,0.05,0.7960394133843491,137.55980811901156,8.108179765453805,11.728589349065452,0.7663139483819462,140.9944495237161,8.183778319921393,11.874108367524531
model392-0.01,50,100,7,relu,0.01,0.8100683150379067,128.0981123492281,7.551471672313308,11.31804366263128,0.7776551611700793,134.1517302303639,7.722715413527497,11.582388796373738
model392-0.005,50,100,7,relu,0.005,0.8155244022388161,124.41829204231736,7.269175603992011,11.15429478014264,0.7947718257229766,123.8243928492594,7.347952921490652,11.127640938188984
model397-1,50,100,7,relu,1.0,0.8109172313148781,127.5255666328865,7.788488607896303,11.292721843421386,0.7730523879152698,136.9288128882756,7.979909182785857,11.701658552883671
model397-0.75,50,100,7,relu,0.75,0.827344467966913,116.44633039771232,7.192045606602583,10.791030089741772,0.7976259560563954,122.10235367557746,7.338073259903894,11.049993378983421
model397-0.5,50,100,7,relu,0.5,0.8090408966876415,128.79104755531645,7.4570301667606,11.348614345166393,0.7811562096826832,132.03937305554538,7.512641549220499,11.490838657623968
model397-0.1,50,100,7,relu,0.1,0.816595166794602,123.69612228747097,7.379509443733241,11.121875843915493,0.7868759661387289,128.58835872522502,7.523852431937534,11.339680715312271
model397-0.05,50,100,7,relu,0.05,0.8176256694337383,123.00110690406824,7.361915408039323,11.090586409386486,0.7981739837375528,121.771701243849,7.3676396742631605,11.035021578766804
model397-0.01,50,100,7,relu,0.01,0.820810713963004,120.85297563240287,7.334346253531915,10.993315042897791,0.7996658582249053,120.87157896164042,7.345110861711168,10.994161130420112
model397-0.005,50,100,7,relu,0.005,0.8015489548816004,133.84393593134322,7.676758957601713,11.569093997860993,0.7642319030220497,142.25065132681655,7.7932847742296705,11.92688774688588
model400-1,50,100,8,relu,1.0,0.8173565285252834,123.18262712980574,7.282116158526545,11.09876691933864,0.7907519960982559,126.24975654209533,7.4269428754489955,11.236091693382328
model400-0.75,50,100,8,relu,0.75,0.8147098792122988,124.96764146857382,7.730849552574448,11.17889267631521,0.774877910121394,135.82738429737927,8.01321419342109,11.654500602659011
model400-0.5,50,100,8,relu,0.5,0.8134783797480906,125.79821777160423,7.692680172959365,11.215980464123689,0.7905710400959329,126.35893632308296,7.7095790024303,11.240949084622835
model400-0.1,50,100,8,relu,0.1,0.8161448566233929,123.99983087045464,7.317702087172453,11.135521131516686,0.7744254688390702,136.10036468752813,7.5770253091793744,11.666206096564904
model400-0.05,50,100,8,relu,0.05,0.7999213584367674,134.94165710562243,7.776627099181372,11.616439088878417,0.7710958114677257,138.10931303906523,7.951746671718591,11.751991875382881
model400-0.01,50,100,8,relu,0.01,0.8209519872344463,120.75769485078509,7.365046270677092,10.988980610174226,0.7915801670981086,125.75007967466037,7.492722145570146,11.213834298519858
model400-0.005,50,100,8,relu,0.005,0.813642252260727,125.68769508794122,7.40352351536478,11.211052363089793,0.7878858885231217,127.97902218304283,7.476978965132394,11.312781363707284
model402-1,50,100,8,relu,1.0,0.8167507995871847,123.5911568260554,7.512858098559265,11.117155968414556,0.781945075899923,131.5634107237012,7.604480305980106,11.470109446892875
model402-0.75,50,100,8,relu,0.75,0.8132806780869091,125.93155629071819,7.711552399909285,11.221923021065427,0.7737341536793216,136.51746960124146,7.959152673198795,11.684069051543707
model402-0.5,50,100,8,relu,0.5,0.8160145480841405,124.08771656422157,7.403436231991022,11.13946661937732,0.7701298952853729,138.6920984448432,7.713003215928486,11.776760948785672
model402-0.1,50,100,8,relu,0.1,0.8135102630915432,125.77671427095098,7.330892637115584,11.215021813217795,0.7901901294289922,126.58875872553769,7.387119506349825,11.25116699394057
model402-0.05,50,100,8,relu,0.05,0.8200248678829394,121.38298409030392,7.283887232469732,11.017394614440564,0.78344639669891,130.65758901056938,7.526407371452345,11.430555061350669
model402-0.01,50,100,8,relu,0.01,0.8222725262487997,119.86706643849082,7.296862224508468,10.948381909601565,0.788054214815054,127.87746253621317,7.454957714167493,11.30829176030638
model402-0.005,50,100,8,relu,0.005,0.8195494709777866,121.7036122476274,7.1702215668482765,11.031936015388569,0.7961438759128207,122.99656654171336,7.25623935015196,11.090381713075224
model403-1,50,100,8,relu,1.0,0.8291979357807997,115.196271839519,7.161081269743986,10.732952615171605,0.7969279345751812,122.52350484749415,7.345611221134565,11.06903360043207
model403-0.75,50,100,8,relu,0.75,0.8075571808665816,129.79172943721727,7.618278914145381,11.392617321634974,0.7895817204978843,126.95584217674462,7.522852960998114,11.267468312657668
model403-0.5,50,100,8,relu,0.5,0.815758325645765,124.26052401709062,7.3040764834564325,11.147220461491314,0.7935650451105957,124.55250377826182,7.365954140247248,11.160309304775645
model403-0.1,50,100,8,relu,0.1,0.8164153123111484,123.81742390090395,7.47887627434788,11.127327796955743,0.7813716868314016,131.90936494527037,7.643297975348074,11.485180231292427
model403-0.05,50,100,8,relu,0.05,0.8202438717491076,121.23527844625123,7.255493343174872,11.010689281159978,0.7805925773633084,132.3794405437577,7.54730434619,11.505626473328505
model403-0.01,50,100,8,relu,0.01,0.818846860259344,122.17748319110265,7.3440443455755435,11.053392383838666,0.789112053256791,127.23921584692629,7.477653951476735,11.280036163369614
model403-0.005,50,100,8,relu,0.005,0.7895082890335672,141.96467980232345,7.640509537249583,11.914893193072418,0.7606588390155824,144.40645904069865,7.747023565129049,12.016923859320181
model407-1,50,100,9,relu,1.0,0.8200068160405894,121.3951590306248,7.471646399765108,11.017947133228803,0.7904740996964322,126.41742530079294,7.597991692536615,11.243550386812563
model407-0.75,50,100,9,relu,0.75,0.8100449308153408,128.11388367653475,7.551485183173341,11.318740374994682,0.7834216522376858,130.672518578102,7.609099480303564,11.43120809792657
model407-0.5,50,100,9,relu,0.5,0.8241559254941735,118.59682083318015,7.31969216128457,10.890216748677693,0.7957139015552982,123.25599151564069,7.47669850249222,11.102071496601015
model407-0.1,50,100,9,relu,0.1,0.8195618539049796,121.69526066795758,7.212522261108078,11.03155749057936,0.7873942015306896,128.27568146739435,7.403845341531088,11.325885460633723
model407-0.05,50,100,9,relu,0.05,0.8207326220339496,120.90564419427854,7.348878731035543,10.995710263292615,0.7952538592133168,123.53355800416725,7.406488045011296,11.114565128882337
model407-0.01,50,100,9,relu,0.01,0.8020127312832963,133.5311451422696,7.519189767499796,11.555567711811895,0.7648093952018777,141.9022214935623,7.7191538217773745,11.912271886318004
model407-0.005,50,100,9,relu,0.005,0.8126056009246653,126.38685741749308,7.402711443337734,11.242190952723275,0.7761421638343936,135.06459698042784,7.572862066321971,11.621729517607431
model409-1,50,100,9,relu,1.0,0.8176221988264778,123.00344763115052,7.417670918120734,11.090691936536265,0.7793658264107213,133.11960057498382,7.576132305691707,11.537746772008122
model409-0.75,50,100,9,relu,0.75,0.8176356647559718,122.99436562806315,7.422480922275515,11.09028248639606,0.796115301395107,123.01380697334183,7.495112342092475,11.0911589553726
model409-0.5,50,100,9,relu,0.5,0.8296076269163934,114.9199584843974,7.248208057703151,10.72007269025716,0.7969713533806229,122.49730811675293,7.44879664077301,11.067850203031885
model409-0.1,50,100,9,relu,0.1,0.8224811897162813,119.72633480487224,7.330056246594148,10.941952970328114,0.7879210320341384,127.95781835014046,7.488836324088813,11.311844162210708
model409-0.05,50,100,9,relu,0.05,0.8130896956343199,126.06036308603191,7.341228745087284,11.227660623924821,0.787268392978995,128.35158804105905,7.467080588085048,11.32923598664354
model409-0.01,50,100,9,relu,0.01,0.8227293893978302,119.55893824490153,7.25461235689457,10.93430099480079,0.7962659231608017,122.92292935016589,7.361643855828759,11.087061348714812
model409-0.005,50,100,9,relu,0.005,0.7901031707937707,141.56346591024294,8.127241820076673,11.898044625493844,0.7572564917622037,146.45926482331646,8.170976669656172,12.102035565280596
model416-1,50,100,10,relu,1.0,0.8290079616938041,115.32439854962671,7.208619456537518,10.738919803668649,0.7696444380731184,138.9849989921168,7.734863789745123,11.789189920945239
model416-0.75,50,100,10,relu,0.75,0.8220713540558476,120.0027456337733,7.310610539082532,10.95457646984918,0.7850773784692024,129.67353636689057,7.607541744628834,11.387428874284597
model416-0.5,50,100,10,relu,0.5,0.8302427612080674,114.49159655064246,7.121377530811949,10.70007460491012,0.7823214933554905,131.33629929975706,7.522548314538182,11.460205028696349
model416-0.1,50,100,10,relu,0.1,0.8095745692894402,128.43111575711993,7.631134692483991,11.332745287754417,0.7841669058875763,130.22286988322142,7.676469669061191,11.411523556616856
model416-0.05,50,100,10,relu,0.05,0.8303260852004963,114.43539925978143,7.154170102090883,10.69744825927106,0.7759384060226794,135.18753423021184,7.565748646459976,11.627017426245299
model416-0.01,50,100,10,relu,0.01,0.8194585644446168,121.76492353068998,7.606242727214909,11.034714474361808,0.78083786844955,132.23144419806977,7.901488927290929,11.49919319770173
model416-0.005,50,100,10,relu,0.005,0.8299209603564652,114.70863291111515,7.173367182516951,10.710211618409561,0.790198431683833,126.58374956113543,7.432754277747841,11.25094438530097
model567-1,100,25,2,relu,1.0,0.8096408641413488,128.3864036523983,7.533527664183096,11.330772420819256,0.7868483120141265,128.6050438377868,7.602139711364403,11.340416387319594
model567-0.75,100,25,2,relu,0.75,0.8037547624958766,132.35624422971512,7.6073919331206845,11.504618386965955,0.7843901638692594,130.08816720836674,7.555690420008945,11.40561998351544
model567-0.5,100,25,2,relu,0.5,0.8046676621377117,131.74054537511543,7.779775529703248,11.47782842593125,0.7817276049236541,131.69462180957518,7.775962273657181,11.475827717841323
model567-0.1,100,25,2,relu,0.1,0.8084831615009355,129.1672081976129,7.543906979744323,11.365175238315198,0.7849968345526314,129.72213252871026,7.570927451674104,11.38956243798287
model567-0.05,100,25,2,relu,0.05,0.8000540186514592,134.85218534060724,7.89223655132666,11.612587366328283,0.7789696070812054,133.3586594570563,7.836672588061298,11.548101985047426
model567-0.01,100,25,2,relu,0.01,0.8066672879835572,130.39191154233146,7.548866118630945,11.418927775510776,0.7916982005518022,125.67886420538579,7.48602884679686,11.210658508998737
model567-0.005,100,25,2,relu,0.005,0.8032862710087902,132.6722150755454,7.761331687295306,11.51834254897576,0.786153038742732,129.02453687765828,7.7279654493923085,11.358896816049448
model569-1,100,25,2,relu,1.0,0.8050701713033055,131.46907585002734,7.588110968755223,11.465996504884664,0.7848835204479374,129.79050057936618,7.5961056252579935,11.392563389306472
model569-0.75,100,25,2,relu,0.75,0.8043757016931821,131.93745607925808,7.626945276860806,11.486403095802363,0.779281422008887,133.17052596009606,7.7315436113437634,11.539953464381737
model569-0.5,100,25,2,relu,0.5,0.8080878010219661,129.43385634040996,7.680093993050898,11.376900119997975,0.786784728080017,128.64340719634527,7.642377106271816,11.342107705199474
model569-0.1,100,25,2,relu,0.1,0.8008950349313914,134.28496772267385,7.536155475225328,11.588139096622626,0.7918747727088166,125.57232941690751,7.451400032452596,11.20590600607142
model569-0.05,100,25,2,relu,0.05,0.8048382050631954,131.62552387760522,7.629361926204383,11.47281673686132,0.7809268882819969,132.17773409348456,7.665795328150313,11.496857574723824
model569-0.01,100,25,2,relu,0.01,0.8029603441444078,132.8920341968239,7.63734257979346,11.527880733110656,0.7825999265581178,131.1683066623628,7.63058464060348,11.452873292862485
model569-0.005,100,25,2,relu,0.005,0.8004557776284937,134.58122177500863,7.620126471640094,11.600914695618128,0.7867943337875929,128.63761159390094,7.5754432656101445,11.341852211781854
model599-1,100,25,6,relu,1.0,0.7972406066488724,136.7496716229195,7.541259088256524,11.694001523127978,0.7785354300567878,133.6206201095203,7.540542750147945,11.559438572418658
model599-0.75,100,25,6,relu,0.75,0.8146769302710148,124.98986365432033,7.362320816021922,11.179886567149076,0.7954246380834679,123.43051859458117,7.391026479590699,11.109928829411157
model599-0.5,100,25,6,relu,0.5,0.8091449567330048,128.72086497685584,7.441098360337567,11.345521802757943,0.7749364155325302,135.79208506501084,7.5936013067100205,11.652986100781671
model599-0.1,100,25,6,relu,0.1,0.8176079098386764,123.0130847402253,7.41213009956768,11.091126396368644,0.7840615826655042,130.2864166358637,7.541160037899381,11.414307540795617
model599-0.05,100,25,6,relu,0.05,0.8152735816534276,124.5874562527702,7.489857044969282,11.161875122611352,0.787230659123999,128.3743547576719,7.619323869412908,11.330240719317128
model599-0.01,100,25,6,relu,0.01,0.8010997351486929,134.14690907575013,7.532893167062732,11.582180670139373,0.7701240706011685,138.6956127673171,7.685724807282271,11.77691015365733
model599-0.005,100,25,6,relu,0.005,0.8121372372045702,126.70274209175908,7.7126063865325625,11.256231256142486,0.7771678123133146,134.44577210111223,7.825325985610149,11.595075338311185
model601-1,100,25,6,relu,1.0,0.8148967865772615,124.84158308794778,7.478063376741323,11.173253021745627,0.7965430675939705,122.75571429166048,7.432196044644494,11.079517782451566
model601-0.75,100,25,6,relu,0.75,0.8150065046773235,124.76758447359711,7.368597090920465,11.169941113255572,0.7888420178591917,127.40214166972488,7.46145457689902,11.287255719160653
model601-0.5,100,25,6,relu,0.5,0.8145135408839416,125.10006049728602,7.38082272720649,11.184813833823343,0.7783994232106475,133.70267982284184,7.48737773712885,11.56298749557578
model601-0.1,100,25,6,relu,0.1,0.8011574796423516,134.10796370106067,7.729605239625271,11.5804992854825,0.7600487377635528,144.77456355351845,7.883780373055119,12.03223019865887
model601-0.05,100,25,6,relu,0.05,0.8184906832367607,122.41770432252784,7.329756359640221,11.064253446235215,0.7803526976197983,132.5241719564968,7.510447881407704,11.511914348035116
model601-0.01,100,25,6,relu,0.01,0.8064326969660949,130.55012983285528,7.465640114177484,11.425853571302902,0.7763782386039195,134.92216129825823,7.593775646966969,11.615599911251172
model601-0.005,100,25,6,relu,0.005,0.8017627541100398,133.69974051923873,7.510699410043814,11.562860395215308,0.77138421319526,137.93530589343612,7.635906779867067,11.744586237643118
model609-1,100,25,8,relu,1.0,0.8167680228944629,123.57954068548781,7.577262545622689,11.116633514040473,0.7861919870559326,129.00103741784218,7.708225539380302,11.357862361282699
model609-0.75,100,25,8,relu,0.75,0.8161572603357848,123.99146527235105,7.511539488149861,11.135145498481421,0.7853754886432787,129.4936716312752,7.636986494353848,11.379528620785448
