,AGU,ATM,LDO,LPIN,MIR,OBL,SFE,TLA,VAL,CEN_med,CEN_pred
1372,18.62,22.03,23.16,17.82,-1.0,10.55,-1.0,31.19,28.25,12.23,23.199202
1373,14.75,25.63,62.79,-1.0,52.13,20.25,133.21,35.57,22.55,18.38,27.76152
1374,-1.0,30.4,39.6,81.7,-1.0,24.6,-1.0,-1.0,21.3,25.03,27.945162
1375,-1.0,-1.0,7.6,25.1,52.19,16.3,87.86,26.8,43.9,28.9,24.472467
1376,-1.0,28.2,45.3,74.2,38.05,19.4,46.014,35.6,-1.0,35.3,25.258768
1377,-1.0,23.8,32.7,-1.0,-1.0,26.6,-1.0,-1.0,-1.0,27.13,32.224335
1378,25.87,28.67,32.84,-1.0,-1.0,22.46,33.2,40.85,30.65,34.07,31.849215
1379,-1.0,16.5,10.0,27.8,-1.0,-1.0,-1.0,-1.0,-1.0,14.46,13.769883
1380,-1.0,-1.0,-1.0,12.7,30.62,9.3,52.309,19.1,18.8,9.0,16.160088
1381,-1.0,16.7,29.6,65.5,-1.0,15.7,-1.0,-1.0,10.0,12.25,22.557512
1382,27.4,58.19,-1.0,-1.0,-1.0,24.33,75.71,36.07,62.78,74.89,52.15371
1383,-1.0,25.8,23.3,89.3,-1.0,31.4,69.211,49.7,46.0,42.6,43.754093
1384,46.6,-1.0,-1.0,89.5,78.44,-1.0,76.859,-1.0,45.0,45.61,45.049915
1385,-1.0,36.3,50.4,146.4,102.11,81.0,167.62,49.6,-1.0,54.4,54.281364
1386,-1.0,-1.0,-1.0,22.8,38.35,32.3,72.067,3.1,19.6,28.3,25.847996
1387,-1.0,18.7,35.9,100.9,-1.0,20.5,93.682,28.0,-1.0,20.7,20.75027
1388,-1.0,38.1,20.0,37.9,43.93,34.3,23.517,34.9,-1.0,37.2,40.658108
1389,-1.0,55.7,61.4,-1.0,-1.0,47.1,-1.0,27.57,35.4,43.98,41.419693
1390,-1.0,53.1,46.4,64.6,-1.0,-1.0,-1.0,31.68,55.5,39.95,44.83725
1391,-1.0,-1.0,-1.0,8.4,21.69,8.1,35.529,14.5,19.7,3.7,13.542198
1392,-1.0,29.5,49.3,32.1,-1.0,29.6,-1.0,-1.0,55.4,46.17,40.81987
1393,-1.0,21.4,41.3,48.3,-1.0,36.3,-1.0,6.1,32.7,21.4,31.516459
1394,-1.0,33.5,38.4,118.1,27.55,45.1,91.716,70.4,-1.0,56.8,47.812046
1395,-1.0,29.9,88.6,116.1,-1.0,70.9,-1.0,73.87,83.7,76.46,72.621346
1396,-1.0,-1.0,-1.0,13.1,22.5,18.9,24.378,13.3,12.3,17.1,17.503904
1397,-1.0,-1.0,-1.0,50.7,25.76,31.4,60.024,27.3,21.0,30.4,31.957993
1398,-1.0,-1.0,40.5,-1.0,-1.0,-1.0,-1.0,24.92,-1.0,24.72,18.740274
1399,-1.0,37.0,48.5,105.5,-1.0,29.3,-1.0,-1.0,35.5,25.51,36.146248
1400,-1.0,25.8,-1.0,118.8,-1.0,40.9,-1.0,-1.0,18.3,51.95,46.75584
1401,27.1,-1.0,-1.0,72.8,34.51,21.7,54.564,29.7,25.8,58.54,27.013588
1402,-1.0,20.2,35.2,39.3,-1.0,-1.0,-1.0,-1.0,10.2,14.84,19.588642
1403,10.8,21.7,-1.0,21.1,-1.0,12.9,31.738,36.58,-1.0,19.17,15.195349
1404,-1.0,18.7,11.2,7.9,-1.0,-1.0,-1.0,-1.0,15.2,9.67,15.224083
1405,9.4,3.8,-1.0,17.5,19.1,4.8,15.719,19.23,-1.0,9.81,10.572817
1406,-1.0,20.0,24.6,33.7,37.17,17.9,57.881,22.8,-1.0,39.8,22.500294
1407,-1.0,20.6,27.2,13.2,-1.0,-1.0,-1.0,12.88,-1.0,20.78,16.998938
1408,-1.0,28.1,33.1,-1.0,78.0,-1.0,77.715,35.99,-1.0,30.15,32.37283
1409,-1.0,15.9,24.8,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.99,12.944839
1410,84.75,79.19,53.7,-1.0,106.19,50.28,50.94,57.04,99.55,75.45,63.76003
1411,55.39,74.38,37.45,-1.0,41.28,45.08,21.29,72.96,52.14,60.36,61.95128
1412,-1.0,40.2,43.2,125.8,-1.0,44.9,62.128,50.4,55.7,44.7,51.76881
1413,-1.0,6.6,29.6,18.7,-1.0,-1.0,-1.0,22.56,-1.0,18.19,15.831021
1414,1.2,86.4,-1.0,47.9,46.5,-1.0,30.356,50.43,-1.0,46.78,22.320705
1415,-1.0,4.9,23.2,24.2,17.94,20.3,13.666,18.7,-1.0,19.9,15.102945
1416,-1.0,-1.0,47.5,37.3,-1.0,-1.0,-1.0,-1.0,-1.0,29.05,24.699715
1417,-1.0,-1.0,8.0,22.5,39.63,14.5,67.599,15.4,73.1,11.2,23.533377
1418,-1.0,35.9,-1.0,59.8,-1.0,35.4,-1.0,-1.0,35.7,39.72,37.085938
1419,-1.0,-1.0,92.5,-1.0,-1.0,-1.0,-1.0,172.21,28.2,111.08,31.947887
1420,-1.0,-1.0,-1.0,90.7,55.27,24.2,99.992,39.5,67.1,35.8,33.616673
1421,-1.0,22.9,39.7,84.9,-1.0,31.7,87.446,31.9,-1.0,32.2,24.498732
1422,-1.0,29.8,40.6,40.1,41.99,25.3,57.371,51.3,-1.0,27.5,35.74359
1423,-1.0,30.1,45.4,61.7,55.61,32.0,58.313,48.1,-1.0,26.0,37.55214
1424,-1.0,49.8,47.5,136.8,134.86,53.3,174.44,115.8,142.9,96.8,98.19812
1425,-1.0,22.5,48.9,56.1,-1.0,28.3,-1.0,-1.0,33.9,33.84,31.271896
1426,20.8,29.9,-1.0,59.9,63.82,18.5,42.184,-1.0,24.7,28.73,25.886358
1427,41.6,50.5,-1.0,112.1,43.77,53.4,100.65,-1.0,54.3,44.22,54.388836
1428,-1.0,3.11,5.21,16.05,48.69,5.47,80.11,6.58,16.27,13.46,17.529716
1429,31.61,48.39,58.56,-1.0,42.26,29.17,127.62,34.16,44.76,34.21,34.356464
1430,-1.0,43.0,67.1,51.3,46.77,38.4,53.496,50.7,-1.0,45.4,44.64748
1431,-1.0,-1.0,-1.0,40.3,48.36,28.5,84.845,26.8,23.9,29.5,32.0767
1432,-1.0,5.9,22.5,-1.0,-1.0,30.7,-1.0,-1.0,-1.0,30.59,28.682318
1433,30.0,32.6,-1.0,100.5,40.13,23.2,98.519,32.4,31.2,42.72,31.126568
1434,-1.0,-1.0,-1.0,37.5,52.05,19.1,50.452,21.9,16.2,19.8,23.053083
1435,-1.0,-1.0,-1.0,20.4,26.23,5.8,20.836,22.2,33.5,16.9,17.412388
1436,5.5,20.8,-1.0,6.5,8.4,11.7,28.728,21.97,-1.0,12.35,15.086061
1437,-1.0,35.9,34.8,52.1,44.79,42.7,59.569,33.2,-1.0,38.9,40.11615
1438,-1.0,59.8,63.1,101.5,-1.0,41.5,-1.0,-1.0,32.7,32.74,44.23253
1439,17.86,32.48,37.42,-1.0,-1.0,33.24,24.86,28.91,20.91,24.12,31.511244
1440,-1.0,-1.0,-1.0,-1.0,14.1,-1.0,11.56,14.74,-1.0,17.47,9.004732
1441,-1.0,-1.0,-1.0,37.8,41.94,14.3,102.98,19.2,26.5,20.3,23.129892
1442,-1.0,34.8,45.4,65.4,-1.0,33.4,-1.0,42.4,11.5,19.94,33.32434
1443,-1.0,-1.0,8.6,13.5,15.26,14.0,28.49,12.7,11.4,10.6,14.4529085
1444,-1.0,26.2,14.8,35.1,-1.0,-1.0,-1.0,28.58,-1.0,24.29,20.025316
1445,-1.0,-1.0,-1.0,42.5,15.74,43.0,107.97,46.4,45.4,31.2,51.540237
1446,56.7,-1.0,-1.0,120.6,91.68,44.1,130.72,52.9,34.3,54.65,47.805725
1447,7.01,13.83,7.92,-1.0,-1.0,16.61,24.9,10.7,9.66,15.68,15.835177
1448,-1.0,27.3,62.0,19.2,-1.0,-1.0,-1.0,24.91,-1.0,16.66,24.714796
1449,12.68,25.48,54.95,-1.0,25.39,27.91,116.6,24.63,32.48,26.85,23.134535
1450,33.6,30.9,-1.0,52.4,45.27,38.2,92.748,30.4,29.8,25.78,35.379368
1451,15.8,2.4,-1.0,-1.0,25.8,11.3,44.613,15.88,-1.0,10.14,17.3251
1452,-1.0,13.6,33.9,87.5,103.34,22.1,106.67,31.2,-1.0,12.4,29.532436
1453,16.9,39.7,-1.0,32.7,-1.0,11.1,24.369,20.83,-1.0,25.8,18.33326
1454,-1.0,22.5,62.7,55.1,109.96,94.3,100.53,36.3,-1.0,46.5,33.90975
1455,21.63,12.85,19.64,-1.0,-1.0,16.52,42.84,21.7,36.44,8.77,23.237429
1456,-1.0,33.9,-1.0,33.6,-1.0,-1.0,-1.0,-1.0,-1.0,21.91,18.871956
1457,-1.0,99.7,197.9,310.6,242.15,135.8,256.65,199.3,-1.0,100.4,127.58199
1458,7.02,35.15,27.55,-1.0,-1.0,24.19,44.64,17.88,21.19,15.68,24.247635
1459,-1.0,-1.0,-1.0,16.8,24.93,17.2,17.519,47.2,13.1,12.7,18.691452
1460,-1.0,-1.0,29.6,37.0,29.24,38.1,61.565,51.6,21.4,50.2,43.85513
1461,-1.0,30.9,36.6,30.6,-1.0,-1.0,-1.0,29.82,-1.0,20.81,24.697277
1462,17.94,23.53,30.71,-1.0,99.8,24.82,-1.0,24.17,23.45,17.13,24.681112
1463,-1.0,20.0,40.2,68.7,-1.0,23.1,-1.0,-1.0,12.9,35.76,25.620993
1464,-1.0,34.1,73.4,104.9,-1.0,44.8,-1.0,46.76,64.5,53.87,54.65482
1465,30.47,28.69,33.59,93.19,-1.0,72.18,-1.0,43.72,32.11,67.31,51.777573
1466,14.2,27.3,-1.0,53.8,50.7,18.5,67.748,27.36,-1.0,17.56,23.11186
1467,-1.0,10.5,20.0,63.6,-1.0,-1.0,-1.0,-1.0,-1.0,12.47,21.470062
1468,8.9,-1.0,-1.0,3.5,13.83,5.7,8.291,9.1,3.3,2.99,9.565511
1469,-1.0,66.5,116.2,167.1,-1.0,110.8,-1.0,91.61,80.3,90.95,98.9484
1470,39.19,56.85,43.56,-1.0,-1.0,51.82,75.28,38.69,50.99,53.41,57.267086
1471,-1.0,-1.0,-1.0,22.6,26.61,10.1,34.92,13.6,10.7,11.8,14.346101
1472,46.26,30.54,30.44,-1.0,-1.0,35.56,-1.0,32.69,54.71,39.01,36.099323
1473,15.0,-1.0,-1.0,40.6,-1.0,9.1,37.93,20.2,18.6,10.9,13.493661
1474,-1.0,23.0,19.1,76.2,32.98,18.0,55.639,30.0,-1.0,15.1,21.477297
1475,-1.0,49.7,103.0,350.6,460.41,136.3,189.45,151.6,-1.0,158.3,150.00946
1476,-1.0,51.9,58.4,62.5,49.52,62.1,70.892,71.4,-1.0,31.7,68.16696
1477,20.5,10.7,-1.0,-1.0,27.5,11.3,72.045,20.12,-1.0,14.5,19.143223
1478,-1.0,0.8,32.7,-1.0,-1.0,18.4,-1.0,-1.0,-1.0,23.71,27.635914
1479,31.7,62.7,-1.0,24.4,-1.0,11.2,47.84,15.24,6.6,20.7,20.372948
1480,-1.0,33.1,35.6,55.4,-1.0,30.2,64.027,39.0,-1.0,28.3,28.861702
1481,-1.0,74.3,19.5,49.2,-1.0,-1.0,-1.0,36.5,-1.0,0.96,29.592417
1482,-1.0,13.2,-1.0,-1.0,24.1,-1.0,22.164,14.12,-1.0,9.82,13.385821
1483,-1.0,41.0,83.0,-1.0,-1.0,39.7,-1.0,12.81,42.5,41.16,36.599903
1484,13.8,31.0,-1.0,32.7,31.9,-1.0,31.45,23.99,-1.0,11.21,14.668858
1485,9.3,31.5,-1.0,14.8,30.4,-1.0,-1.0,13.68,-1.0,11.64,10.942391
1486,-1.0,33.93,22.54,39.04,71.55,19.34,48.98,16.26,23.86,25.02,26.465363
1487,6.0,-1.0,-1.0,14.5,-1.0,8.4,23.286,12.5,10.1,8.5,10.62582
1488,42.9,15.7,-1.0,38.1,39.0,18.0,-1.0,31.45,-1.0,20.21,25.48573
1489,-1.0,34.5,-1.0,45.2,32.29,36.6,41.455,40.1,35.6,36.99,40.504402
1490,-1.0,23.8,53.9,143.7,-1.0,18.6,-1.0,28.47,21.7,22.93,30.841358
1491,27.2,28.1,-1.0,61.3,37.02,41.4,54.293,-1.0,23.6,37.19,34.706684
1492,-1.0,22.6,80.3,15.6,-1.0,-1.0,-1.0,17.93,9.9,25.02,26.09368
1493,22.25,42.22,51.78,-1.0,72.13,47.02,81.38,44.97,19.95,57.64,50.823406
1494,31.5,19.6,-1.0,47.6,46.9,19.0,-1.0,39.58,-1.0,18.12,28.444231
1495,-1.0,30.67,9.87,8.17,-1.0,23.79,271.51,12.71,22.94,9.69,17.84818
1496,-1.0,62.5,54.9,138.5,-1.0,48.2,-1.0,100.28,60.4,55.69,63.36723
1497,-1.0,25.0,33.5,73.8,33.84,22.3,72.865,30.4,37.4,28.04,25.815594
1498,-1.0,10.0,21.6,42.2,-1.0,-1.0,-1.0,-1.0,-1.0,23.78,15.748783
1499,-1.0,33.7,19.2,32.2,-1.0,-1.0,-1.0,31.33,-1.0,27.02,22.873484
1500,12.07,10.36,18.98,-1.0,-1.0,17.26,20.05,16.68,-1.0,16.07,15.173778
1501,14.0,18.3,-1.0,-1.0,32.7,13.7,37.337,34.14,-1.0,23.7,18.94937
1502,-1.0,20.1,45.0,50.7,-1.0,24.1,-1.0,146.84,23.1,25.61,23.325338
1503,-1.0,-1.0,-1.0,-1.0,39.2,-1.0,51.999,105.17,-1.0,36.41,26.08658
1504,-1.0,33.0,36.8,61.9,-1.0,-1.0,-1.0,42.15,-1.0,26.53,29.06998
1505,-1.0,-1.0,27.4,90.8,75.38,29.3,46.799,48.0,-1.0,42.0,39.792225
1506,-1.0,26.9,28.5,-1.0,-1.0,23.8,-1.0,61.72,23.3,24.32,22.96699
1507,-1.0,-1.0,11.7,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.52,9.170868
1508,-1.0,29.7,35.9,40.8,-1.0,-1.0,-1.0,40.71,-1.0,29.82,26.403774
1509,-1.0,-1.0,-1.0,16.8,30.07,12.3,35.127,15.2,26.3,13.1,18.517952
1510,-1.0,26.3,47.7,39.8,-1.0,30.2,-1.0,36.45,37.4,28.58,34.976143
1511,-1.0,32.7,25.8,27.3,37.42,21.2,66.761,50.2,90.3,41.61,37.675247
1512,-1.0,-1.0,-1.0,-1.0,43.85,6.9,53.833,11.1,8.4,10.1,14.881638
1513,-1.0,13.2,-1.0,-1.0,44.2,-1.0,15.062,23.49,-1.0,11.52,17.580917
1514,-1.0,36.4,33.4,56.0,-1.0,39.4,-1.0,-1.0,-1.0,28.1,32.058933
1515,4.8,14.4,-1.0,40.1,34.7,14.9,-1.0,22.0,-1.0,20.03,25.422913
1516,47.56,57.39,35.8,-1.0,-1.0,71.32,72.89,55.49,72.21,39.1,74.46195
1517,-1.0,22.7,15.6,25.1,-1.0,-1.0,-1.0,15.71,-1.0,12.17,15.604484
1518,-1.0,-1.0,7.7,23.4,38.27,9.2,36.443,17.0,33.7,12.3,19.439642
1519,-1.0,-1.0,56.2,82.4,35.86,17.8,68.633,25.3,25.0,20.1,20.564083
1520,-1.0,-1.0,-1.0,24.2,57.52,21.2,59.478,27.1,20.5,17.0,26.900341
1521,-1.0,59.0,85.0,101.9,98.23,47.7,109.46,88.9,104.0,89.04,77.736176
1522,-1.0,-1.0,29.9,29.8,-1.0,-1.0,-1.0,11.71,-1.0,20.06,19.97582
1523,24.08,58.24,26.2,110.78,-1.0,-1.0,-1.0,54.24,34.44,36.97,45.418427
1524,-1.0,63.6,50.2,189.3,-1.0,69.5,97.7,42.7,-1.0,42.7,53.137947
1525,-1.0,19.9,39.3,-1.0,5.9,-1.0,40.797,29.47,-1.0,23.73,17.164558
1526,-1.0,-1.0,-1.0,32.9,25.38,14.6,32.944,15.7,16.1,10.5,18.772308
1527,-1.0,7.6,-1.0,-1.0,17.8,-1.0,17.014,13.91,-1.0,13.35,12.091725
1528,-1.0,18.6,34.4,18.6,-1.0,26.0,-1.0,27.32,-1.0,15.24,23.280293
1529,-1.0,41.8,14.0,66.6,73.77,26.9,163.79,30.4,75.1,36.7,36.372124
1530,-1.0,52.4,-1.0,170.1,230.91,61.2,157.97,63.8,-1.0,40.4,73.44918
1531,60.2,49.76,80.18,-1.0,43.41,87.05,21.83,108.24,58.91,90.67,96.08572
1532,-1.0,35.3,36.2,87.4,53.48,31.5,83.695,42.2,-1.0,33.2,35.908936
1533,50.43,33.17,49.12,-1.0,65.46,39.92,104.26,43.6,46.06,44.59,46.02286
1534,9.6,9.5,-1.0,15.3,12.8,6.2,-1.0,16.13,-1.0,12.58,10.170407
1535,2.9,10.5,-1.0,26.0,17.69,6.9,30.653,-1.0,15.1,17.2,11.73
1536,-1.0,40.2,22.9,99.8,175.1,35.6,64.747,38.4,-1.0,29.2,38.807575
1537,-1.0,25.2,14.0,18.3,-1.0,6.2,-1.0,20.19,-1.0,20.86,16.569239
1538,-1.0,18.38,11.02,20.96,-1.0,7.42,-1.0,12.77,15.68,14.62,14.642869
1539,-1.0,-1.0,22.0,60.3,73.31,29.7,82.405,43.2,84.5,41.1,42.24298
1540,-1.0,-1.0,-1.0,49.0,32.31,20.7,86.776,42.4,37.6,26.7,31.492048
1541,-1.0,50.1,-1.0,73.6,69.67,63.2,85.815,69.4,56.2,78.34,74.118805
1542,56.1,-1.0,-1.0,78.3,62.25,41.7,133.76,46.2,53.2,50.63,50.00135
1543,-1.0,21.2,37.8,47.1,-1.0,-1.0,-1.0,-1.0,-1.0,25.21,22.544405
1544,-1.0,22.0,40.2,32.0,-1.0,21.2,-1.0,33.85,21.1,21.8,24.72328
1545,55.2,-1.0,47.7,195.8,52.88,56.8,113.51,39.6,40.4,54.78,54.080208
1546,-1.0,24.8,40.9,78.1,80.58,27.2,46.114,41.7,-1.0,25.8,32.19902
1547,11.4,24.1,-1.0,31.0,31.9,14.5,46.672,48.34,-1.0,17.47,18.073904
1548,-1.0,25.2,14.9,-1.0,-1.0,14.8,-1.0,-1.0,-1.0,12.58,18.187046
1549,-1.0,69.9,113.2,243.1,70.18,58.2,168.89,90.2,77.7,96.94,78.507286
1550,14.9,-1.0,-1.0,-1.0,38.7,27.4,52.028,24.3,-1.0,29.45,25.61639
1551,-1.0,19.5,43.5,-1.0,21.6,-1.0,61.765,5.84,-1.0,17.64,19.026073
1552,-1.0,26.8,20.7,16.5,-1.0,-1.0,-1.0,11.39,-1.0,16.95,16.679892
1553,-1.0,-1.0,-1.0,28.5,36.16,20.7,70.424,15.4,14.1,22.1,20.490225
1554,36.43,57.65,147.63,-1.0,15.44,120.34,88.49,126.48,84.29,108.65,127.3323
1555,-1.0,27.5,42.8,61.4,-1.0,35.6,-1.0,52.52,59.2,33.91,48.956467
1556,28.0,64.63,71.95,-1.0,47.58,50.55,91.58,64.94,58.14,48.13,68.93354
1557,-1.0,24.3,95.2,-1.0,-1.0,45.9,-1.0,13.11,52.7,35.51,51.81366
1558,-1.0,-1.0,55.6,-1.0,-1.0,32.5,-1.0,-1.0,-1.0,41.93,34.998604
1559,-1.0,57.9,52.0,45.1,57.74,36.6,56.66,39.8,-1.0,34.1,44.64169
1560,-1.0,29.7,30.6,34.1,-1.0,25.6,-1.0,-1.0,21.1,35.91,24.103628
1561,-1.0,15.5,-1.0,-1.0,37.4,-1.0,39.608,18.32,-1.0,19.38,21.394827
1562,-1.0,14.4,22.0,15.7,-1.0,-1.0,-1.0,-1.0,-1.0,10.95,12.798043
1563,-1.0,68.7,116.8,207.5,64.84,55.5,98.372,63.9,-1.0,51.4,54.79316
1564,-1.0,31.4,51.8,63.8,55.22,33.9,57.458,56.6,-1.0,25.6,41.172535
1565,-1.0,65.8,96.8,165.7,-1.0,51.3,-1.0,42.64,40.7,39.3,54.499542
1566,-1.0,37.6,48.1,80.4,48.71,34.8,82.401,39.7,-1.0,45.4,39.32679
1567,13.74,-1.0,23.06,23.58,-1.0,9.89,65.06,23.62,16.47,13.84,20.368301
1568,-1.0,-1.0,30.3,30.9,-1.0,-1.0,-1.0,38.09,-1.0,23.67,22.58908
1569,-1.0,12.3,15.5,24.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,10.91562
1570,-1.0,15.0,70.5,-1.0,-1.0,57.8,-1.0,24.57,75.2,67.59,61.284935
1571,11.9,20.5,-1.0,72.0,76.69,13.1,30.586,-1.0,18.4,20.77,23.86956
1572,-1.0,26.8,26.0,25.1,-1.0,-1.0,-1.0,12.63,-1.0,16.95,17.35592
1573,-1.0,-1.0,-1.0,24.0,43.51,19.3,99.07,25.8,33.5,18.3,24.46352
1574,41.9,46.2,-1.0,56.0,-1.0,27.2,45.303,55.59,-1.0,30.82,35.988068
1575,-1.0,-1.0,-1.0,16.9,36.27,30.5,57.468,9.8,15.3,24.2,24.2782
1576,16.11,23.23,16.86,-1.0,291.67,28.95,153.04,21.42,11.65,33.51,28.980778
1577,27.2,30.0,-1.0,77.9,90.6,44.4,88.394,-1.0,22.1,45.52,47.453716
1578,-1.0,-1.0,-1.0,22.5,40.68,23.1,30.775,11.1,27.3,16.7,24.3827
1579,-1.0,35.2,63.6,94.2,68.47,29.0,50.949,46.7,-1.0,21.7,35.918133
1580,-1.0,-1.0,-1.0,21.6,109.88,14.1,54.176,24.5,14.8,11.6,24.5696
1581,35.65,77.93,67.19,-1.0,42.36,69.7,69.08,84.11,86.85,76.4,92.43036
1582,-1.0,45.4,77.5,174.8,37.65,84.6,100.21,73.3,-1.0,38.3,68.51929
1583,-1.0,15.3,19.1,11.1,-1.0,-1.0,-1.0,-1.0,-1.0,12.91,11.253308
1584,-1.0,12.5,-1.0,-1.0,19.8,-1.0,19.888,27.31,-1.0,10.47,14.398035
1585,12.0,30.4,-1.0,-1.0,28.0,4.8,11.027,7.59,-1.0,6.58,12.395715
1586,37.5,-1.0,-1.0,31.9,25.69,35.6,42.754,40.7,28.9,39.08,40.26545
1587,-1.0,-1.0,14.7,40.9,66.94,34.5,89.202,27.3,43.0,33.2,35.659058
1588,-1.0,47.5,76.3,80.0,55.38,59.3,99.563,67.5,-1.0,52.5,61.507336
1589,-1.0,24.4,19.0,16.5,-1.0,-1.0,-1.0,17.65,-1.0,14.68,15.875499
1590,27.92,24.7,36.73,-1.0,-1.0,26.53,98.91,32.04,32.79,25.96,28.842627
1591,-1.0,17.5,48.7,29.4,-1.0,-1.0,-1.0,-1.0,-1.0,28.5,22.180399
1592,-1.0,107.2,103.0,187.0,139.91,78.9,98.666,90.2,84.4,86.24,96.133675
1593,32.36,19.43,29.21,-1.0,-1.0,12.33,47.53,18.77,20.97,22.92,23.03731
1594,-1.0,57.8,47.6,219.1,221.8,63.3,188.06,89.4,-1.0,81.9,88.711296
1595,31.3,31.2,-1.0,59.6,66.16,21.1,51.516,-1.0,25.7,22.04,30.82615
1596,-1.0,66.3,92.7,143.6,84.66,51.4,169.37,65.8,-1.0,55.8,61.71114
1597,19.3,8.5,-1.0,-1.0,19.1,14.0,27.633,24.13,-1.0,26.15,22.846514
1598,-1.0,20.12,19.67,14.82,-1.0,13.5,172.81,5.52,7.33,16.03,16.258074
1599,45.3,-1.0,12.55,24.16,34.3,14.07,37.96,19.87,18.35,23.23,25.746294
1600,15.5,-1.0,-1.0,-1.0,35.6,27.1,48.812,16.02,-1.0,29.52,26.132717
1601,-1.0,-1.0,-1.0,27.7,61.63,28.2,100.92,30.1,37.5,35.1,33.105465
1602,-1.0,0.8,-1.0,-1.0,63.1,-1.0,33.548,71.7,-1.0,30.22,31.661316
1603,25.7,30.9,-1.0,66.6,44.93,22.0,-1.0,-1.0,20.0,32.29,25.541298
1604,-1.0,45.7,22.7,4.5,89.3,22.5,231.07,27.2,22.4,36.07,29.75757
1605,-1.0,-1.0,60.3,10.9,13.15,30.2,24.959,36.7,42.9,26.0,31.641611
1606,-1.0,-1.0,-1.0,48.6,42.02,17.2,75.342,52.7,57.5,30.2,31.899246
1607,-1.0,41.4,88.4,230.7,115.72,70.5,68.728,72.0,-1.0,39.7,55.693165
1608,43.14,39.17,45.32,-1.0,-1.0,-1.0,20.51,37.65,33.88,42.54,34.529964
1609,-1.0,36.3,38.7,58.5,55.67,33.8,108.58,33.3,-1.0,26.9,37.103
1610,20.03,8.65,13.62,32.05,-1.0,15.61,-1.0,16.86,14.49,12.42,17.08509
1611,7.2,-1.0,-1.0,-1.0,14.7,-1.0,9.033,2.4,-1.0,4.03,1.9960064
1612,-1.0,-1.0,45.0,74.4,38.77,23.8,74.377,24.8,43.0,30.5,26.594467
1613,37.5,34.8,-1.0,51.6,59.79,41.6,94.523,-1.0,44.3,44.72,47.720154
1614,-1.0,39.7,33.8,63.3,-1.0,32.4,-1.0,21.55,20.8,33.1,30.892828
1615,-1.0,18.5,43.4,50.9,-1.0,24.0,-1.0,32.06,43.6,36.69,34.031097
1616,-1.0,-1.0,38.7,23.6,-1.0,-1.0,-1.0,27.37,-1.0,20.91,17.332829
1617,-1.0,11.5,14.8,13.3,-1.0,-1.0,-1.0,13.18,-1.0,13.55,11.274526
1618,35.5,-1.0,-1.0,50.5,37.11,31.2,64.518,-1.0,61.2,47.11,39.746944
1619,35.8,20.3,-1.0,40.3,38.86,21.3,58.527,-1.0,27.9,42.48,29.57534
1620,-1.0,51.3,-1.0,-1.0,28.9,-1.0,35.565,71.06,-1.0,20.57,23.228313
1621,49.9,73.9,-1.0,101.5,238.72,77.5,155.55,74.8,58.4,92.96,80.77045
1622,36.1,34.1,-1.0,50.8,74.09,31.5,62.939,-1.0,44.1,35.55,41.412247
1623,-1.0,16.4,26.6,110.3,-1.0,-1.0,-1.0,-1.0,4.5,22.12,25.259092
1624,-1.0,19.5,47.4,32.3,37.25,28.4,63.5,38.8,-1.0,26.1,32.831215
1625,24.4,22.8,-1.0,50.5,23.2,23.2,55.171,27.6,21.5,16.52,25.981024
1626,27.8,30.3,-1.0,57.3,39.48,28.6,68.681,-1.0,31.7,26.52,32.482655
1627,-1.0,-1.0,-1.0,-1.0,27.3,-1.0,29.344,11.84,-1.0,8.41,19.338999
1628,-1.0,43.5,52.9,98.3,58.47,37.0,97.156,52.6,-1.0,60.6,44.12805
1629,49.7,37.3,-1.0,67.6,88.14,43.7,59.108,-1.0,57.4,62.87,53.081665
1630,-1.0,39.6,37.4,36.1,29.27,19.0,58.821,40.1,-1.0,53.0,31.390684
1631,28.0,27.3,-1.0,66.9,-1.0,19.9,37.533,51.0,-1.0,30.44,28.105642
1632,-1.0,66.6,-1.0,-1.0,54.0,-1.0,77.311,79.48,-1.0,33.19,44.679066
1633,-1.0,-1.0,-1.0,17.3,30.14,16.2,27.204,19.2,25.4,21.9,21.920622
1634,-1.0,69.7,70.8,136.8,162.3,37.8,189.66,75.8,77.7,86.6,76.53164
1635,-1.0,132.5,51.6,157.9,194.47,73.5,322.29,56.9,-1.0,95.9,75.50875
1636,25.72,28.56,-1.0,-1.0,-1.0,31.18,37.66,23.57,22.35,23.83,31.944506
1637,-1.0,-1.0,-1.0,-1.0,33.24,27.3,57.389,25.0,4.4,23.6,28.490217
1638,-1.0,33.9,38.0,18.6,-1.0,-1.0,-1.0,57.94,-1.0,42.44,26.646343
1639,-1.0,-1.0,-1.0,19.1,28.42,24.7,9.909,14.2,12.0,18.5,21.109346
1640,25.1,-1.0,-1.0,-1.0,42.72,28.1,81.283,37.9,21.8,28.48,36.732033
1641,-1.0,-1.0,38.0,35.2,43.66,33.7,83.28,34.1,39.8,33.6,35.625782
1642,-1.0,24.2,57.5,80.1,-1.0,-1.0,-1.0,-1.0,7.5,41.46,27.035463
1643,39.08,-1.0,40.17,39.55,70.65,53.41,21.59,43.39,35.43,20.06,37.67733
1644,-1.0,43.3,40.9,-1.0,-1.0,31.3,-1.0,41.72,30.5,32.52,30.278507
