FECHA,HORA,PARAM,AGU,ATM,CEN,LDO,LPIN,MIR,OBL,SFE,TLA,VAL
2017-01-01,00:00,WS,5.5,2.7,3.7,0.3,1.4,2.3,3.9,2.2,2.9,2.7
2017-01-01,01:00,WS,1.9,1.3,3.6,0.2,0.8,1.0,4.5,0.8,1.3,3.1
2017-01-01,02:00,WS,3.1,0.5,2.1,0.2,0.3,0.8,1.4,0.4,0.4,2.0
2017-01-01,03:00,WS,1.0,0.0,0.4,0.0,1.1,1.2,0.1,0.4,0.1,0.6
2017-01-01,04:00,WS,1.2,0.9,0.8,0.0,1.1,1.5,1.3,0.1,0.5,0.3
2017-01-01,05:00,WS,1.1,0.5,0.1,0.0,0.7,0.9,1.3,0.0,0.1,0.8
2017-01-01,06:00,WS,0.9,0.4,1.0,0.0,0.7,1.2,2.0,0.0,0.3,0.6
2017-01-01,07:00,WS,2.4,0.3,1.2,0.0,0.4,2.8,2.0,0.0,1.1,1.6
2017-01-01,08:00,WS,2.3,1.1,0.6,0.1,0.3,2.8,2.5,0.2,0.7,1.9
2017-01-01,09:00,WS,3.1,1.3,1.3,0.0,0.7,3.1,2.4,0.1,1.4,1.9
2017-01-01,10:00,WS,4.0,2.8,3.2,0.1,1.6,3.3,2.8,0.9,3.0,3.8
2017-01-01,11:00,WS,3.7,2.6,3.9,0.3,1.0,2.7,2.3,1.0,2.7,3.1
2017-01-01,12:00,WS,4.9,3.1,3.6,1.3,2.5,2.8,3.4,2.3,3.3,4.2
2017-01-01,13:00,WS,6.6,3.2,4.5,1.8,4.1,4.4,4.0,3.2,5.1,5.0
2017-01-01,14:00,WS,8.1,7.5,7.6,3.0,4.4,5.4,5.5,3.3,5.3,7.4
2017-01-01,15:00,WS,6.7,8.3,7.6,3.7,4.7,5.6,7.2,2.6,6.3,7.8
2017-01-01,16:00,WS,7.3,6.5,7.9,2.3,4.0,5.5,6.3,3.0,5.4,8.1
2017-01-01,17:00,WS,6.3,6.6,6.7,3.0,3.3,5.5,5.7,2.7,5.4,6.2
2017-01-01,18:00,WS,4.8,6.1,6.6,2.8,2.7,4.5,5.2,1.9,4.9,4.3
2017-01-01,19:00,WS,4.7,5.5,6.2,2.9,2.3,3.6,4.7,1.7,3.6,4.6
2017-01-01,20:00,WS,4.8,5.1,5.2,2.0,2.1,2.8,4.7,1.9,3.1,5.5
2017-01-01,21:00,WS,4.1,3.8,3.8,0.6,0.9,2.3,1.7,0.7,1.3,5.5
2017-01-01,22:00,WS,2.1,1.7,2.7,0.1,1.1,1.4,1.4,0.6,1.1,3.3
2017-01-01,23:00,WS,2.5,3.3,3.4,0.2,0.7,0.9,3.1,0.2,1.1,1.2
2017-01-02,00:00,WS,2.1,2.3,1.3,0.0,0.9,1.3,1.7,0.9,0.4,1.9
2017-01-02,01:00,WS,1.1,0.8,0.5,0.0,0.4,0.2,1.2,0.1,0.2,0.6
2017-01-02,02:00,WS,0.8,1.3,0.1,0.0,0.7,0.4,0.2,0.2,0.1,1.3
2017-01-02,03:00,WS,1.4,1.7,0.0,0.0,0.4,0.3,0.6,0.0,0.1,1.1
2017-01-02,04:00,WS,0.9,0.0,0.4,0.0,0.5,0.7,1.6,0.1,0.5,1.2
2017-01-02,05:00,WS,1.1,0.2,0.0,0.0,0.3,0.5,1.4,0.1,0.4,0.3
2017-01-02,06:00,WS,1.5,0.4,0.0,0.0,0.4,0.4,1.0,0.0,0.0,0.2
2017-01-02,07:00,WS,1.2,0.2,1.1,0.0,0.6,1.9,1.9,0.1,0.0,0.4
2017-01-02,08:00,WS,2.1,0.7,0.8,0.1,0.4,0.9,2.0,0.2,0.3,1.0
