FECHA,HORA,PARAM,AGU,ATM,CEN,LDO,LPIN,MIR,OBL,SFE,TLA,VAL
2017-01-01,00:00,WD,165.8,274.1,296.9,197.0,216.1,,312.8,269.9,5.8,285.0
2017-01-01,01:00,WD,183.6,240.3,300.9,169.3,132.8,,308.1,187.5,4.8,265.7
2017-01-01,02:00,WD,147.3,225.2,303.5,179.9,84.1,,293.8,158.4,4.9,219.5
2017-01-01,03:00,WD,97.3,236.6,198.7,115.3,178.5,,188.8,144.1,2.4,103.6
2017-01-01,04:00,WD,131.7,246.0,152.3,163.7,76.3,,103.3,184.4,4.1,194.6
2017-01-01,05:00,WD,157.3,253.4,187.9,199.3,182.8,,111.0,208.1,6.8,237.3
2017-01-01,06:00,WD,130.0,190.5,138.8,156.0,195.6,,106.3,239.5,2.8,167.3
2017-01-01,07:00,WD,128.9,121.4,164.9,194.4,120.6,,123.4,185.1,4.6,167.9
2017-01-01,08:00,WD,132.4,104.8,161.2,124.0,160.4,,109.9,137.7,4.4,185.9
2017-01-01,09:00,WD,111.4,131.7,157.5,163.0,258.3,,116.2,227.6,8.7,171.5
2017-01-01,10:00,WD,83.9,141.9,146.8,171.8,201.4,,96.4,130.5,12.7,146.2
2017-01-01,11:00,WD,102.0,153.7,167.2,203.2,196.3,,149.6,215.7,16.5,159.9
2017-01-01,12:00,WD,132.3,202.0,171.2,225.2,244.2,,249.1,253.8,20.0,169.8
2017-01-01,13:00,WD,144.9,220.8,252.1,232.0,270.0,,280.8,270.8,21.9,224.1
2017-01-01,14:00,WD,145.8,269.6,242.6,244.7,272.9,,292.9,284.0,21.7,259.3
2017-01-01,15:00,WD,163.6,249.6,258.7,266.8,275.1,,302.3,264.5,19.2,247.8
2017-01-01,16:00,WD,154.4,270.4,258.4,244.7,295.7,,291.9,280.3,16.1,253.7
2017-01-01,17:00,WD,155.4,272.3,244.9,257.0,295.9,,296.6,288.8,13.4,246.5
2017-01-01,18:00,WD,165.9,290.9,289.1,270.1,315.9,,313.9,288.6,9.7,281.2
2017-01-01,19:00,WD,153.3,274.0,277.4,279.5,316.2,,303.9,283.2,7.8,261.6
2017-01-01,20:00,WD,151.6,270.2,277.9,267.4,277.9,,305.7,267.3,6.9,264.6
2017-01-01,21:00,WD,154.6,268.1,289.1,226.0,181.9,,270.4,179.5,5.8,257.0
2017-01-01,22:00,WD,177.8,232.0,114.1,119.2,122.3,,213.9,146.3,5.3,220.2
2017-01-01,23:00,WD,168.8,220.5,200.9,107.4,97.3,,311.0,172.6,5.5,194.6
2017-01-02,00:00,WD,154.0,269.4,251.6,139.9,147.9,,293.3,193.8,3.2,237.8
2017-01-02,01:00,WD,130.6,259.2,181.4,191.1,210.5,,272.2,241.8,3.3,188.8
2017-01-02,02:00,WD,149.6,239.2,193.3,150.2,109.6,,216.8,174.5,2.1,254.1
2017-01-02,03:00,WD,160.8,259.6,123.5,166.9,84.0,,87.7,154.1,2.0,230.4
2017-01-02,04:00,WD,170.4,184.4,147.5,80.0,57.5,,95.7,283.9,2.8,199.8
2017-01-02,05:00,WD,178.3,217.7,68.7,108.7,225.5,,112.2,121.4,3.6,118.1
2017-01-02,06:00,WD,155.9,236.5,101.8,92.5,248.5,,110.0,275.8,0.7,217.3
2017-01-02,07:00,WD,135.6,198.3,92.8,97.8,228.0,,119.4,155.9,0.5,162.0
2017-01-02,08:00,WD,142.9,178.5,170.6,175.2,248.5,,134.1,288.8,5.4,144.9
2017-01-02,09:00,WD,129.3,171.5,210.3,212.0,162.5,,173.6,155.2,10.2,177.1
2017-01-02,10:00,WD,89.8,117.7,122.1,178.7,183.8,,68.0,166.1,13.7,162.9
2017-01-02,11:00,WD,106.0,104.0,189.2,214.7,142.7,,188.2,147.1,17.5,143.3
2017-01-02,12:00,WD,147.1,153.0,203.2,198.9,151.1,,143.3,261.0,20.3,133.6
2017-01-02,13:00,WD,144.3,185.4,227.4,190.4,238.8,,219.7,249.0,22.7,155.0
2017-01-02,14:00,WD,124.5,213.4,176.5,148.0,236.8,,156.4,173.0,22.5,203.3
2017-01-02,15:00,WD,123.2,216.9,210.4,157.4,251.3,,188.2,225.4,23.1,163.7
2017-01-02,16:00,WD,166.6,223.6,243.2,106.7,237.9,,248.7,283.8,22.8,278.3
2017-01-02,17:00,WD,169.3,287.7,290.9,51.8,183.3,,223.4,287.6,18.9,274.8
2017-01-02,18:00,WD,176.2,305.1,298.6,145.8,196.0,,294.7,286.1,11.2,280.6
2017-01-02,19:00,WD,167.6,289.7,298.3,177.0,25.8,,324.3,290.7,8.6,280.7
2017-01-02,20:00,WD,171.8,248.1,241.3,291.0,40.1,,307.5,280.8,6.6,268.1
2017-01-02,21:00,WD,162.1,218.0,289.0,258.2,174.8,,298.5,251.7,6.2,244.7
2017-01-02,22:00,WD,151.3,272.2,264.4,221.1,240.2,,304.0,262.7,5.5,248.5
2017-01-02,23:00,WD,163.2,212.9,243.3,232.3,252.5,,310.2,131.2,5.9,267.2
2017-01-03,00:00,WD,158.1,232.5,289.6,260.5,196.8,,320.7,147.5,5.4,273.9
2017-01-03,01:00,WD,160.2,256.4,233.3,191.7,154.5,,321.4,160.4,5.3,247.3
2017-01-03,02:00,WD,137.8,199.3,231.3,143.9,84.0,,268.3,240.6,4.7,255.6
2017-01-03,03:00,WD,134.9,184.5,166.3,197.3,245.9,,83.5,273.5,3.8,262.3
2017-01-03,04:00,WD,134.1,187.7,85.3,107.0,96.9,,116.6,163.2,2.7,251.7
2017-01-03,05:00,WD,146.5,223.0,141.9,140.1,75.2,,116.5,263.0,3.5,206.4
2017-01-03,06:00,WD,134.8,127.8,81.8,142.5,255.8,,102.0,248.9,3.6,146.5
2017-01-03,07:00,WD,152.1,232.5,80.3,142.1,89.4,,107.1,236.8,3.4,95.2
2017-01-03,08:00,WD,169.6,142.1,81.9,138.4,169.9,,104.5,118.4,4.8,92.0
2017-01-03,09:00,WD,102.6,78.8,52.0,109.7,257.0,,86.4,143.1,7.8,65.5
2017-01-03,10:00,WD,121.4,176.0,99.2,89.9,137.7,,88.9,135.3,12.3,130.4
2017-01-03,11:00,WD,106.5,139.5,94.6,147.6,140.5,,116.1,171.7,15.8,117.4
