FECHA,HORA,PARAM,AGU,ATM,CEN,LDO,LPIN,MIR,OBL,SFE,TLA,VAL
2019-01-01,00:00,WD,253.93,,,,176.8,253.93,,176.1,,189.6
2019-01-01,01:00,WD,249.91,,,,172.1,249.91,,228.1,,233.3
2019-01-01,02:00,WD,220.56,,,,71.8,220.56,,148.5,,166.7
2019-01-01,03:00,WD,271.42,,,,109.5,271.42,,232.9,,276.2
2019-01-01,04:00,WD,229.42,,,,165.6,229.42,,216.9,,212.3
2019-01-01,05:00,WD,223.19,,,,173.7,223.19,,161.0,,230.8
2019-01-01,06:00,WD,245.76,,,,186.1,245.76,,216.9,,216.7
2019-01-01,07:00,WD,202.67,,,,148.3,202.67,,218.1,,249.3
2019-01-01,08:00,WD,223.71,,,,177.7,223.71,,172.4,,129.7
2019-01-01,09:00,WD,135.62,,,,216.8,135.62,,125.1,,153.6
2019-01-01,10:00,WD,187.26,,,,195.5,187.26,,197.6,,189.7
2019-01-01,11:00,WD,136.98,,,,200.1,136.98,,181.3,,109.0
2019-01-01,12:00,WD,111.19,,,,279.7,111.19,,155.1,,101.7
2019-01-01,13:00,WD,96.93,,,,272.5,96.93,,128.1,,121.7
2019-01-01,14:00,WD,192.78,,,,248.6,192.78,,219.2,,171.3
2019-01-01,15:00,WD,160.23,,,,260.9,160.23,,245.2,,197.8
2019-01-01,16:00,WD,242.46,,,,278.0,242.46,,193.2,,292.5
2019-01-01,17:00,WD,307.19,,,,260.6,307.19,,210.5,,295.0
2019-01-01,18:00,WD,312.76,,,,121.1,312.76,,293.5,,265.0
2019-01-01,19:00,WD,288.79,,,,277.2,288.79,,235.9,,269.7
2019-01-01,20:00,WD,287.17,,,,189.6,287.17,,198.2,,272.0
2019-01-01,21:00,WD,266.58,,,,191.7,266.58,,264.2,,259.2
2019-01-01,22:00,WD,258.72,,,,180.2,258.72,,224.1,,247.0
2019-01-01,23:00,WD,223.49,,,,119.7,223.49,,161.4,,236.4
2019-01-02,00:00,WD,217.11,,,,228.4,217.11,,205.8,,163.9
2019-01-02,01:00,WD,263.74,,,,192.8,263.74,,217.7,,238.3
2019-01-02,02:00,WD,245.83,,,,152.4,245.83,,267.1,,222.5
2019-01-02,03:00,WD,191.39,,,,129.7,191.39,,180.8,,182.9
2019-01-02,04:00,WD,109.57,,,,66.4,109.57,,173.0,,86.5
2019-01-02,05:00,WD,268.87,,,,172.8,268.87,,200.2,,220.0
2019-01-02,06:00,WD,275.96,,,,189.6,275.96,,285.2,,239.6
2019-01-02,07:00,WD,162.68,,,,154.5,162.68,,201.2,,255.4
2019-01-02,08:00,WD,185.87,,,,200.1,185.87,,202.0,,186.0
2019-01-02,09:00,WD,219.75,,,,187.2,219.75,,118.2,,174.5
2019-01-02,10:00,WD,159.59,,,,215.8,159.59,,142.9,,137.7
2019-01-02,11:00,WD,158.94,,,,181.2,158.94,,123.1,,119.1
2019-01-02,12:00,WD,170.12,,,,129.7,170.12,,117.3,,144.0
2019-01-02,13:00,WD,173.92,,,,155.3,173.92,,167.3,,180.5
2019-01-02,14:00,WD,217.45,,,,187.2,217.45,,164.0,,195.7
2019-01-02,15:00,WD,231.41,,,,187.1,231.41,,226.9,,207.9
2019-01-02,16:00,WD,255.14,,,,240.7,255.14,,267.1,,244.3
2019-01-02,17:00,WD,274.32,,,,257.6,274.32,,281.5,,256.9
2019-01-02,18:00,WD,256.2,,,,254.3,256.2,,285.8,,240.1
2019-01-02,19:00,WD,256.56,,,,250.2,256.56,,273.8,,235.3
2019-01-02,20:00,WD,231.45,,,,252.6,231.45,,221.5,,224.7
2019-01-02,21:00,WD,247.09,,,,238.4,247.09,,242.8,,242.2
2019-01-02,22:00,WD,279.83,,,,212.7,279.83,,198.9,,253.0
2019-01-02,23:00,WD,239.4,,,,209.5,239.4,,136.2,,184.7
2019-01-03,00:00,WD,93.03,,,,178.2,93.03,,112.9,,105.5
2019-01-03,01:00,WD,165.67,,,,168.2,165.67,,186.1,,156.4
2019-01-03,02:00,WD,265.96,,,,221.5,265.96,,209.2,,213.5
2019-01-03,03:00,WD,219.48,,,,205.2,219.48,,232.0,,243.7
2019-01-03,04:00,WD,213.34,,,,115.9,213.34,,169.3,,163.5
2019-01-03,05:00,WD,243.38,,,,143.9,243.38,,211.4,,211.3
2019-01-03,06:00,WD,227.72,,,,88.9,227.72,,238.5,,133.7
2019-01-03,07:00,WD,220.86,,,,169.7,220.86,,171.1,,161.4
2019-01-03,08:00,WD,273.97,,,,174.4,273.97,,245.3,,233.0
2019-01-03,09:00,WD,85.43,,,,170.8,85.43,,132.2,,165.2
2019-01-03,10:00,WD,111.66,,,,247.0,111.66,,142.3,,114.4
2019-01-03,11:00,WD,165.45,,,,183.1,165.45,,157.2,,157.2
2019-01-03,12:00,WD,184.47,,,,241.4,184.47,,224.4,,165.0
2019-01-03,13:00,WD,213.68,,,,198.1,213.68,,192.1,,167.7
2019-01-03,14:00,WD,225.45,,,,258.4,225.45,,240.2,,185.1
2019-01-03,15:00,WD,189.76,,,,250.4,189.76,,289.0,,201.5
2019-01-03,16:00,WD,279.6,,,,239.2,279.6,,289.8,,284.1
2019-01-03,17:00,WD,295.82,,,,252.5,295.82,,290.8,,288.8
2019-01-03,18:00,WD,303.01,,,,310.3,303.01,,304.3,,288.1
2019-01-03,19:00,WD,290.95,,,,309.2,290.95,,300.0,,282.6
2019-01-03,20:00,WD,281.84,,,,249.9,281.84,,290.1,,248.0
2019-01-03,21:00,WD,281.81,,,,257.5,281.81,,166.8,,268.6
2019-01-03,22:00,WD,261.48,,,,182.4,261.48,,236.6,,247.5
2019-01-03,23:00,WD,279.78,,,,215.5,279.78,,272.6,,242.7
2019-01-04,00:00,WD,250.27,,,,250.3,250.27,,247.4,,255.0
