,AGU_PM10,ATM_PM10,CEN_PM10,LDO_PM10,LPIN_PM10,MIR_PM10,OBL_PM10,SFE_PM10,TLA_PM10,VAL_PM10,HR,TMP,WS,PM10-2,PM10-1
296,-0.3343264963363151,-0.8702027805037443,0.06896095171308372,0.18465422529754166,0.0324279480485014,-0.5351057163298064,-0.03848347879348845,-0.33536797297568494,-0.4608139910849764,-0.32125210962681355,-0.10312951766861558,-0.587680891962354,0.08225826617779743,0.9791280883231035,-0.05923240432507351
297,-0.36940266224386475,-1.0070058687920935,0.018759684369988212,-0.004378650202734312,-0.23646328340815206,-0.6205955024128714,-0.16735776549700904,-0.41628633189578,-0.10336581579474918,-0.48410140445595123,0.13438795699766204,-0.5643938546282998,-0.47746537497889313,-0.05917469111681803,0.032471090224350053
298,-0.7402078446951038,-0.46808461189859674,-0.36728416992730456,0.03686488627005303,-0.24889756000730373,-0.7212963089926977,-0.8880991466907716,0.05624703577008258,-0.12889782831547983,-0.9360081976068083,0.27931387374318745,-0.4945327426261393,-0.8401032269959038,0.03253169209718699,-0.2364222073527733
299,-0.8855233891692379,-0.4763757081584966,-0.08864767831756495,-0.38931832394875093,-0.15253191636387872,-0.35565418338067023,-0.6733086688515708,-0.5029377729255982,-0.43528197856424583,-0.6265945374314467,0.6215000660590112,-0.4945327426261393,-0.6903180272497471,-0.24880483945764206,-0.39962334172039155
300,-0.8955451508571092,-0.6007421520569959,-0.3910227537096987,-0.44430970591246755,-0.00798345089874123,-0.4623238714212513,-0.5969387211754105,-0.3369513956536085,-0.3778349503926022,-0.7690876704069421,0.8590175407252891,-0.47124570529208515,-1.052955879266758,-0.39957635084337906,-0.15249019539228395
301,-0.8053492956662672,-0.6297609889666457,-0.3205853165848901,-0.6848970020037278,-0.07481768761918119,-0.38453586786819216,-0.36305575641716975,-0.5775770419159961,-0.5150695176915286,-0.7243041143289294,0.9838148579228246,-0.42467163062397784,-1.139673626488217,-0.15243541980902656,-0.007940619238107708
302,-0.5347617300937416,-0.4888123525483466,0.5853724382579504,-0.3308899806123019,0.22049638161066937,0.4187600500114175,-0.26759332182196943,-0.2947449911696454,0.4264234440104089,-0.7161616495874723,1.1126378950299585,-0.47124570529208515,-1.1002564686602812,-0.00788129033610328,-0.07477536950294192
303,-0.2190762369257949,-0.04523870264369912,1.6290918104609133,0.5867787059072195,0.6603589163056577,0.5835781961535426,-0.06234908744228854,0.0028110704553278992,1.016851233552302,-0.5044575663095934,1.2213323325891026,-0.37809755595587047,-1.3682931418902458,-0.07471814589885278,0.22054096887655766
304,0.5325558896645542,0.025235615565450283,2.353313194379524,0.1571585343156832,3.018208616419782,0.6717636061221095,0.7729472152657143,0.3429011412562489,1.2051498258926892,0.04108757136801786,1.2736666914138755,-0.42467163062397784,-0.8637535216926655,0.22060749495980742,0.6604068834102337
305,1.9305916451226042,1.1694068994316436,3.8554596435605233,0.7483158904256373,2.617203196097142,2.481297411546983,1.1547969536465157,0.6692318149938339,1.4732359573603595,0.6069888708992712,1.2052294529507106,-0.42467163062397784,-1.4550108891117048,0.6604872652913911,3.018274700892871
306,2.977865741505157,1.9487699478622391,2.0124115649798986,0.04030184764278537,0.035536517198289354,1.6939826924171353,1.3982261618642762,1.2734804690980064,0.8604676568628273,2.471613296692898,-0.03469227920545072,-0.7506901533007301,-0.5168825328068289,2.6174082223495665,2.091913976291914
307,1.4144709181972308,0.3941893991309983,0.9309439529918171,-0.37900743983055396,-0.6887600947022918,0.5081007273594853,1.7180253177581974,0.3934978659071405,-0.10017431422965783,1.4456627392693302,-0.3527241520636872,-0.7739771906347841,-0.7376186166432703,2.0920394507167916,0.035579683259923785
308,0.5024906046009405,0.10400103003450005,-0.11277541921114594,-1.0354670620224216,-0.6296972808563217,-0.4725287332735089,1.1882088057548355,-0.1692541938790349,-0.21506837057294517,-0.1095480263489346,-0.6345245457355421,-0.6342549666304613,-0.21731213331451577,0.03564038305359398,-0.6887224940287439
309,-0.03868452654411116,0.1081465781644498,-0.2341924379014234,-0.698644847494657,-0.5752973207350335,-0.7571095977572249,-0.10530718301012879,-0.4280255000252135,-0.11932332362020576,-0.06069323790019318,-0.8680163004922217,-0.5411068172942466,-0.31979674366714916,-0.6886846097892255,-0.629659226352844
310,-0.2090544752379236,-0.21520617597164818,-0.25209366501601566,-0.3171421351213728,-0.4338574244196839,-0.7915750745790012,0.37200498996587267,-0.30921419839894715,-0.10655731735984054,0.008517712402190156,-1.0370965366953346,-0.5411068172942466,0.43701268662922116,-0.6296194816174935,-0.5752588482303046
311,-0.2942394495848298,-0.6214698927067458,-0.43733244994092624,-0.4718053968943259,-0.5690801824354577,-0.8343199676205336,-0.6112580863646906,-0.28029398420100954,0.027485748373994708,-0.8586547825629678,-1.2585111317232205,-0.5411068172942466,0.886368285867691,-0.5752173898803719,-0.4338178651117021
312,-0.4495767557468354,-0.7955829141646447,-0.5264494284027005,-0.6333425814127435,-0.42608600154521414,-0.8716736128910619,-0.22463522625412918,-0.5566285418896737,-0.17038734866166683,-0.923794500494623,-1.3430512498247769,-0.5411068172942466,1.0598037803106093,-0.4337719513638556,-0.5690416621591573
313,-0.39946794730747875,-0.5095400931980965,-0.6089507359742994,-0.5439815857217041,-0.3141775121528496,-0.7725131628172366,1.0736538842405952,-0.560996604449463,-0.40017546134824133,-0.6917342553631018,-1.230331092356035,-0.5411068172942466,0.3502949394077622,-0.569000007967558,-0.4260463825227679
314,-0.2541524028333445,0.1910575407634493,-0.2509261936824553,-0.08342876177557715,0.44586764497029224,-0.6704645442946592,-0.005071626685168542,-0.5660016761325547,-0.32038792222095863,-0.30496718014389984,-0.9726850181417678,-0.6109679292964081,-0.1778949754865798,-0.4260002239728382,-0.31413703324211534
315,1.5698082243592364,1.0864959368326441,0.42192645155949965,0.7826855041529602,2.499077568405202,-0.26862404079160423,-0.3821482433362098,0.02863724034008175,0.09769878280600347,0.1102985216704012,-0.8639905805826237,-0.6808290412985686,-0.2961464489703876,-0.3140873495421879,0.44591396395564953
316,1.1939921610640618,1.3974120465788924,0.9142101972107853,2.380872542473475,3.2389170260547226,-0.07665711123120858,0.9686452061858747,1.1555427799836981,0.5796155191347918,0.3830710905092069,-0.7230903837466962,-0.6109679292964081,0.4212458234980468,0.4459875892993113,2.4991396639520658
