FECHA,HORA,AGU_PM10,ATM_PM10,CEN_PM10,LDO_PM10,LPIN_PM10,MIR_PM10,OBL_PM10,SFE_PM10,TLA_PM10,VAL_PM10,HR,TMP,WS,PM10-2,PM10-1
2016-01-01 00:00:00,00:00,49.92,146.95,86.12,174.04,,69.75,197.67,115.54,143.4,17.08,79.8,19.4,0.9,,
2016-01-01 01:00:00,01:00,52.8,,46.49,115.27,,68.99,138.09,84.24,100.46,29.15,84.0,18.3,0.6,,
2016-01-01 02:00:00,02:00,52.71,113.44,63.93,99.0,,117.7,98.79,135.39,82.05,30.89,86.3,17.7,0.2,,
2016-01-01 03:00:00,03:00,51.24,73.3,60.75,83.65,,160.3,97.94,117.6,114.74,38.74,90.0,16.6,0.3,,
2016-01-01 04:00:00,04:00,58.84,52.55,108.09,49.7,,180.89,134.39,164.68,118.83,51.48,92.4,16.3,0.3,,
2016-01-01 05:00:00,05:00,36.1,58.28,183.2,151.01,,224.9,79.29,168.3,145.76,48.87,91.0,16.1,0.6,,
2016-01-01 06:00:00,06:00,26.94,78.42,168.35,153.58,,227.12,53.76,154.2,127.36,45.0,93.8,15.5,0.6,,
2016-01-01 07:00:00,07:00,27.16,84.0,123.02,136.17,,128.26,58.49,,108.72,43.07,94.4,15.2,0.4,,
2016-01-01 08:00:00,08:00,34.08,62.28,112.69,104.14,,114.2,46.85,165.4,114.46,55.71,90.3,16.4,0.3,,
2016-01-01 09:00:00,09:00,55.46,72.3,68.35,34.7,,66.11,31.98,236.37,71.27,62.45,75.1,19.6,0.6,,
2016-01-01 10:00:00,10:00,50.52,42.49,27.03,13.48,,85.32,19.44,187.17,14.06,50.24,62.9,22.5,0.9,,
2016-01-01 11:00:00,11:00,18.55,11.49,12.22,3.93,,59.13,17.41,137.63,4.04,23.36,54.8,24.4,1.5,,
2016-01-01 12:00:00,12:00,13.0,8.63,9.69,3.26,,47.62,17.37,82.98,4.68,13.53,47.8,26.4,1.2,,
2016-01-01 13:00:00,13:00,9.28,10.7,11.18,2.82,,42.97,10.24,69.75,2.66,7.24,41.0,28.0,1.1,,
2016-01-01 14:00:00,14:00,15.82,10.32,16.07,9.85,,74.05,12.98,70.76,7.4,13.93,36.3,29.5,1.2,,
2016-01-01 15:00:00,15:00,16.05,18.5,24.07,19.05,,150.49,17.65,109.18,10.51,23.94,34.8,30.0,1.2,,
2016-01-01 16:00:00,16:00,15.28,22.74,28.45,20.94,,136.0,22.92,97.82,13.29,30.31,33.3,30.7,1.3,,
2016-01-01 17:00:00,17:00,15.04,31.64,27.63,25.13,,122.79,30.54,57.52,11.4,21.89,34.5,30.0,2.0,,
2016-01-01 18:00:00,18:00,13.12,29.91,26.15,17.81,,94.06,32.75,73.32,12.27,21.88,45.2,27.4,1.8,,
2016-01-01 19:00:00,19:00,26.68,39.71,30.9,28.17,,70.78,31.14,49.91,18.04,27.61,49.3,26.2,1.3,,
2016-01-01 20:00:00,20:00,36.49,57.48,39.36,41.6,,79.33,38.98,48.77,28.49,29.31,57.6,24.3,1.3,,
2016-01-01 21:00:00,21:00,44.13,53.1,52.62,77.99,,89.07,39.53,112.44,48.33,30.58,61.0,23.4,1.6,,
2016-01-01 22:00:00,22:00,25.4,31.08,51.23,79.18,,82.39,39.73,185.64,59.65,23.41,63.3,22.8,1.0,,
2016-01-01 23:00:00,23:00,10.49,26.47,41.43,55.42,,60.69,32.14,140.93,41.44,15.53,63.9,22.6,1.4,,
2016-01-02 00:00:00,00:00,10.33,20.89,28.29,49.11,,54.71,14.92,112.07,30.55,12.19,64.7,22.4,1.3,,
2016-01-02 01:00:00,01:00,9.93,16.24,16.93,30.42,,59.56,21.93,58.77,28.41,12.49,68.9,21.8,1.3,,
2016-01-02 02:00:00,02:00,12.97,12.94,15.14,20.26,,97.55,17.28,100.55,30.2,13.01,76.1,20.7,1.4,,
2016-01-02 03:00:00,03:00,10.8,10.33,14.03,22.86,,91.2,9.93,90.93,14.07,12.07,81.3,20.0,0.9,,
2016-01-02 04:00:00,04:00,11.35,7.51,12.73,15.68,,123.36,10.27,98.19,4.95,8.91,84.7,19.2,0.7,,
2016-01-02 05:00:00,05:00,6.92,12.47,8.94,18.71,,260.12,9.71,146.2,9.51,6.24,87.3,18.7,0.2,,
2016-01-02 06:00:00,06:00,11.17,17.39,13.23,19.44,,403.2,17.56,135.62,15.91,11.64,88.5,18.6,0.5,,
2016-01-02 07:00:00,07:00,19.9,17.63,34.58,23.72,,387.57,37.49,194.34,22.63,17.9,83.2,18.1,1.4,,
2016-01-02 08:00:00,08:00,24.8,36.09,50.33,27.92,,192.46,45.68,285.03,28.37,27.53,74.2,18.8,0.9,,
2016-01-02 09:00:00,09:00,31.92,49.95,45.27,34.81,,163.94,49.09,320.22,36.55,46.92,67.2,21.0,1.0,,
2016-01-02 10:00:00,10:00,43.8,42.35,43.01,26.8,,147.02,45.77,121.34,39.62,53.54,56.3,23.4,2.0,,
2016-01-02 11:00:00,11:00,44.1,41.02,42.26,31.11,,171.7,45.99,101.68,43.36,51.28,51.3,25.0,1.4,,
2016-01-02 12:00:00,12:00,33.64,41.08,45.46,34.14,,179.52,38.26,80.34,33.88,42.93,49.6,25.8,1.2,,
2016-01-02 13:00:00,13:00,28.54,43.88,45.17,34.06,,129.91,38.47,55.25,28.43,43.57,43.4,27.2,1.6,,
2016-01-02 14:00:00,14:00,29.82,38.78,46.72,30.84,,148.53,41.82,68.34,29.87,40.74,44.1,27.3,1.8,,
2016-01-02 15:00:00,15:00,19.63,29.89,36.65,42.66,,246.64,45.41,51.01,32.21,27.41,43.6,27.5,3.9,,
2016-01-02 16:00:00,16:00,17.42,30.57,29.53,34.6,,219.8,29.98,66.5,22.02,23.07,40.9,27.9,3.3,,
2016-01-02 17:00:00,17:00,21.27,26.81,25.95,30.76,,143.19,24.3,67.82,20.1,21.8,37.6,28.0,3.8,,
2016-01-02 18:00:00,18:00,21.04,31.21,26.61,32.49,,,28.23,55.17,21.85,21.63,40.4,26.3,3.8,,
2016-01-02 19:00:00,19:00,23.16,34.89,23.35,34.24,,,27.88,67.96,22.33,17.1,48.2,24.4,2.3,,
2016-01-02 20:00:00,20:00,16.66,27.28,22.8,33.43,,,21.24,90.83,16.74,14.45,54.6,23.0,2.2,,
2016-01-02 21:00:00,21:00,12.78,22.32,19.56,22.41,,,17.72,164.29,20.97,10.15,57.5,22.3,2.4,,
2016-01-02 22:00:00,22:00,14.42,20.31,14.73,33.51,,,17.73,130.77,20.15,10.26,62.5,21.0,1.5,,
2016-01-02 23:00:00,23:00,16.79,18.69,22.18,44.6,,,15.26,147.64,20.01,10.35,67.8,20.0,0.8,,
2016-01-03 00:00:00,00:00,12.31,22.52,18.53,36.28,,63.16,3.25,117.8,19.52,10.51,68.3,20.0,1.7,,
2016-01-03 01:00:00,01:00,11.44,18.23,13.65,36.19,,62.33,7.2,92.88,16.87,9.58,66.3,20.1,2.4,,
2016-01-03 02:00:00,02:00,10.85,15.04,11.8,20.92,,73.81,11.64,63.04,22.8,8.79,70.4,19.2,1.5,,
2016-01-03 03:00:00,03:00,8.57,13.0,10.41,19.88,,140.5,12.22,43.44,18.05,3.77,75.0,18.4,0.8,,
2016-01-03 04:00:00,04:00,7.52,14.12,9.01,23.43,,289.51,10.57,40.65,20.42,9.6,77.0,17.8,1.1,,
2016-01-03 05:00:00,05:00,8.17,20.2,15.76,17.07,,270.65,20.71,60.55,21.28,10.08,83.4,16.9,0.2,,
2016-01-03 06:00:00,06:00,16.11,23.23,33.51,16.86,,291.67,28.95,153.04,21.42,11.65,84.7,16.2,0.5,,
2016-01-03 07:00:00,07:00,16.8,19.08,45.22,17.83,,254.8,36.3,158.91,38.16,18.21,85.5,15.4,0.3,,
2016-01-03 08:00:00,08:00,19.22,16.69,44.17,29.31,,252.0,36.06,372.84,57.01,23.81,81.1,16.7,0.1,,
2016-01-03 09:00:00,09:00,23.82,20.6,51.19,56.61,,250.38,41.17,379.31,37.66,25.36,65.8,20.5,0.8,,
2016-01-03 10:00:00,10:00,27.52,35.77,45.07,50.56,,270.14,38.76,127.79,35.12,32.26,52.7,23.3,0.9,,
2016-01-03 11:00:00,11:00,29.49,23.78,33.67,31.41,,138.24,24.65,83.42,40.13,31.87,36.4,25.0,0.9,,
2016-01-03 12:00:00,12:00,17.75,11.57,18.08,18.48,,185.15,12.63,103.19,19.74,20.34,25.6,26.3,1.2,,
2016-01-03 13:00:00,13:00,13.52,7.94,9.73,12.3,,132.85,5.14,85.35,7.7,7.92,24.7,27.2,1.3,,
2016-01-03 14:00:00,14:00,9.29,12.11,10.59,13.57,,158.68,9.02,65.05,6.34,6.85,22.1,28.0,1.5,,
2016-01-03 15:00:00,15:00,6.36,13.66,12.4,12.63,,123.87,11.51,65.92,9.02,5.18,22.9,27.9,2.4,,
2016-01-03 16:00:00,16:00,8.01,13.18,11.89,12.58,,156.83,12.02,66.77,3.16,5.47,22.4,27.5,3.0,,
2016-01-03 17:00:00,17:00,7.94,16.72,9.48,11.92,,247.39,12.51,94.26,8.72,7.01,23.7,26.7,3.8,,
2016-01-03 18:00:00,18:00,14.35,24.57,14.21,21.66,,161.51,17.55,111.48,15.49,11.01,27.8,25.2,3.7,,
2016-01-03 19:00:00,19:00,19.08,40.7,16.46,21.79,,87.45,19.05,79.54,13.21,14.97,30.2,23.9,2.6,,
2016-01-03 20:00:00,20:00,18.03,41.06,20.97,21.95,,104.77,36.29,103.68,14.83,8.04,33.0,22.6,1.5,,
2016-01-03 21:00:00,21:00,19.22,29.47,19.39,23.46,,79.19,32.62,137.95,15.94,9.39,30.4,22.0,1.6,,
2016-01-03 22:00:00,22:00,20.0,25.39,17.3,20.96,,82.41,21.5,259.02,12.35,4.31,31.0,21.5,1.4,,
2016-01-03 23:00:00,23:00,14.88,23.51,18.22,27.05,,59.51,18.9,185.61,15.55,11.01,40.6,19.3,1.3,,
2016-01-04 00:00:00,00:00,2.97,11.68,19.5,34.71,,54.21,19.81,46.41,16.99,12.94,46.5,18.0,0.8,,
2016-01-04 01:00:00,01:00,8.5,12.02,16.3,35.91,,51.75,9.88,123.83,23.19,15.99,49.6,17.4,1.1,,
2016-01-04 02:00:00,02:00,11.55,12.15,24.34,29.16,,51.39,9.11,45.06,30.15,12.05,47.8,17.2,1.3,,
2016-01-04 03:00:00,03:00,6.76,11.89,22.64,18.71,,129.25,5.77,44.72,29.64,9.86,53.4,16.8,0.6,,
2016-01-04 04:00:00,04:00,,9.57,16.98,23.87,,253.64,5.37,57.29,23.33,7.93,52.9,17.0,0.3,,
2016-01-04 05:00:00,05:00,14.13,13.15,12.05,20.13,,194.22,17.85,69.31,23.94,8.27,55.4,16.4,0.7,,
2016-01-04 06:00:00,06:00,19.86,22.62,10.1,10.75,,155.29,54.31,92.85,17.48,8.1,55.9,16.4,0.6,,
2016-01-04 07:00:00,07:00,35.43,49.33,26.15,22.33,,172.29,57.58,378.25,22.33,21.82,60.1,16.2,0.4,,
2016-01-04 08:00:00,08:00,49.75,82.7,77.28,50.77,,220.99,63.2,353.79,61.3,54.19,56.8,16.4,0.6,,
2016-01-04 09:00:00,09:00,65.04,103.56,101.56,101.29,,146.83,58.17,348.29,91.19,70.11,44.6,19.4,0.7,,
2016-01-04 10:00:00,10:00,67.04,81.58,84.26,77.48,,168.86,49.98,192.56,79.79,99.31,42.8,20.2,1.0,,
2016-01-04 11:00:00,11:00,63.23,61.77,80.9,79.97,,143.4,39.14,150.95,103.62,85.11,29.3,22.6,0.7,,
2016-01-04 12:00:00,12:00,38.93,55.44,43.99,73.71,,131.6,34.13,152.21,59.09,50.07,22.7,23.9,0.8,,
2016-01-04 13:00:00,13:00,12.25,29.76,28.76,44.72,,165.18,24.98,116.88,33.25,17.56,20.5,25.3,1.5,,
2016-01-04 14:00:00,14:00,7.75,13.79,13.37,53.23,,167.67,16.55,128.91,13.53,9.0,19.3,26.4,1.5,,
2016-01-04 15:00:00,15:00,11.18,14.78,12.36,33.18,,169.55,13.55,114.57,7.97,10.06,19.6,26.7,2.9,,
2016-01-04 16:00:00,16:00,14.55,19.49,19.14,37.35,,135.96,16.64,94.14,13.11,20.56,21.0,26.5,4.2,,
2016-01-04 17:00:00,17:00,13.34,26.54,31.51,41.36,,124.49,25.52,77.37,23.59,20.66,23.4,25.7,3.6,,
2016-01-04 18:00:00,18:00,16.67,36.12,32.01,33.98,,98.57,27.53,122.31,23.49,27.03,26.8,23.6,4.2,,
2016-01-04 19:00:00,19:00,16.2,35.37,30.86,24.31,,96.98,42.63,71.29,13.11,26.5,29.8,22.2,3.9,,
2016-01-04 20:00:00,20:00,15.78,33.7,30.69,24.62,,83.82,40.56,72.27,16.09,19.74,32.9,21.1,2.0,,
2016-01-04 21:00:00,21:00,17.49,29.81,23.64,21.58,,80.73,32.72,93.36,12.82,19.68,34.6,20.4,1.6,,
2016-01-04 22:00:00,22:00,15.02,23.81,16.76,18.11,,84.5,23.98,213.08,12.33,13.7,33.9,20.4,2.5,,
2016-01-04 23:00:00,23:00,11.25,16.55,21.24,12.98,,70.91,14.27,294.2,6.88,10.8,38.3,19.1,1.7,,
2016-01-05 00:00:00,00:00,15.95,20.58,17.36,18.06,,59.64,11.57,373.38,20.85,11.99,43.4,17.5,1.7,,
2016-01-05 01:00:00,01:00,10.54,18.8,12.87,33.23,,36.36,6.94,119.38,35.12,9.21,44.8,17.2,1.7,,
2016-01-05 02:00:00,02:00,7.93,14.89,16.08,24.76,,46.76,8.9,63.6,32.58,11.22,48.7,16.3,1.5,,
2016-01-05 03:00:00,03:00,7.18,11.09,10.97,18.56,,103.03,4.03,55.33,28.85,11.01,49.6,15.9,1.3,,
2016-01-05 04:00:00,04:00,4.97,15.36,10.35,16.03,,79.76,6.82,54.95,27.27,9.74,50.3,16.2,0.9,,
2016-01-05 05:00:00,05:00,8.07,17.35,15.61,23.47,,72.87,23.81,94.04,27.74,7.17,54.1,15.1,0.7,,
2016-01-05 06:00:00,06:00,21.05,21.04,27.41,25.01,,78.2,38.88,97.55,37.22,10.85,64.3,13.2,0.2,,
2016-01-05 07:00:00,07:00,21.53,37.11,61.56,39.74,,61.8,53.01,83.05,43.18,26.56,72.0,12.4,0.2,,
2016-01-05 08:00:00,08:00,28.6,65.48,83.76,89.07,,37.49,62.15,159.8,66.07,53.49,68.6,13.7,0.4,,
2016-01-05 09:00:00,09:00,46.04,75.43,105.64,92.85,,36.89,68.61,,59.66,53.14,45.9,18.7,0.5,,
2016-01-05 10:00:00,10:00,43.15,91.92,92.24,49.6,,33.1,73.36,137.59,49.49,32.1,35.1,21.5,0.9,,
2016-01-05 11:00:00,11:00,22.23,47.88,36.09,38.27,,32.58,43.36,102.05,32.29,13.29,29.7,22.9,2.2,,
2016-01-05 12:00:00,12:00,7.34,19.33,16.5,28.46,,38.1,20.24,101.11,11.52,10.42,27.1,24.2,2.9,,
2016-01-05 13:00:00,13:00,9.63,13.58,8.88,21.16,,50.17,12.87,77.61,9.79,9.52,23.7,24.9,3.8,,
2016-01-05 14:00:00,14:00,9.43,18.53,12.07,22.38,,98.57,10.61,83.67,5.09,13.46,22.9,25.4,3.2,,
2016-01-05 15:00:00,15:00,12.67,19.48,16.36,34.5,,201.21,25.31,70.11,15.55,14.53,22.9,25.7,3.8,,
2016-01-05 16:00:00,16:00,18.14,21.63,23.14,27.06,,136.49,23.21,53.56,16.79,16.91,23.2,25.9,3.8,,
2016-01-05 17:00:00,17:00,11.55,21.37,21.64,17.88,,149.98,23.63,54.53,14.79,18.18,24.1,25.1,3.5,,
2016-01-05 18:00:00,18:00,16.18,28.97,28.36,27.01,,161.81,29.5,55.3,16.08,15.94,29.1,23.1,3.4,,
2016-01-05 19:00:00,19:00,21.38,33.84,27.83,26.58,,86.09,29.76,124.45,13.77,20.47,33.0,21.7,3.5,,
2016-01-05 20:00:00,20:00,19.31,24.12,20.51,23.8,,68.79,29.05,103.48,20.01,20.39,36.4,20.3,3.4,,
2016-01-05 21:00:00,21:00,21.12,27.13,28.53,22.22,,44.99,26.9,164.03,11.78,16.07,41.8,19.6,3.4,,
2016-01-05 22:00:00,22:00,18.59,19.58,18.34,12.14,,34.27,23.18,,9.94,11.11,45.1,19.2,2.5,,
2016-01-05 23:00:00,23:00,11.35,15.91,14.77,10.02,,36.24,16.0,113.15,10.26,8.89,49.1,17.8,1.9,,
2016-01-06 00:00:00,00:00,1.48,18.13,13.56,31.86,,,20.03,82.42,19.21,4.12,53.9,16.7,1.2,,
2016-01-06 01:00:00,01:00,3.68,16.46,15.38,36.52,,,15.96,67.31,27.59,6.6,58.9,15.8,0.9,,
2016-01-06 02:00:00,02:00,12.64,15.17,26.31,31.6,,,13.48,54.92,32.57,6.48,62.4,15.1,0.7,,
2016-01-06 03:00:00,03:00,6.38,16.55,39.23,23.88,,,9.03,48.68,29.76,10.15,63.9,14.9,1.9,,
2016-01-06 04:00:00,04:00,3.57,12.06,42.92,15.84,,,9.18,49.14,29.34,12.5,66.0,14.3,1.1,,
2016-01-06 05:00:00,05:00,1.22,15.56,38.47,15.44,,27.13,16.44,68.67,26.28,7.12,74.1,12.7,0.7,,
2016-01-06 06:00:00,06:00,9.75,30.98,44.07,23.56,,31.9,42.58,85.24,31.7,13.85,78.0,12.0,0.3,,
2016-01-06 07:00:00,07:00,19.53,58.65,61.04,36.23,,64.14,54.71,100.63,59.71,24.76,78.3,11.7,0.5,,
2016-01-06 08:00:00,08:00,49.46,83.2,78.94,115.25,,35.2,61.66,168.06,94.49,45.6,75.3,12.4,0.6,,
2016-01-06 09:00:00,09:00,53.6,70.52,80.35,131.57,,25.64,64.04,141.58,83.89,53.91,63.1,15.9,0.3,,
2016-01-06 10:00:00,10:00,45.98,76.68,84.4,87.7,,21.26,53.77,120.4,52.2,79.74,50.3,19.3,0.6,,
2016-01-06 11:00:00,11:00,27.24,52.94,69.71,41.45,,27.01,51.16,74.95,40.45,52.07,36.4,21.9,1.4,,
2016-01-06 12:00:00,12:00,24.22,31.31,49.04,28.46,,27.88,38.59,63.75,32.93,25.35,27.2,23.4,3.9,,
2016-01-06 13:00:00,13:00,16.13,14.48,19.24,27.29,,32.97,23.78,68.29,16.41,11.95,27.3,23.8,4.9,,
2016-01-06 14:00:00,14:00,7.06,11.69,15.2,27.22,,74.06,15.24,66.5,13.65,14.34,27.4,24.2,4.5,,
2016-01-06 15:00:00,15:00,16.2,13.5,15.49,24.57,,135.5,19.82,68.27,13.17,13.13,25.0,24.9,4.1,,
2016-01-06 16:00:00,16:00,8.96,14.98,18.39,27.91,,103.77,20.87,74.95,16.92,19.42,26.5,24.5,4.8,,
2016-01-06 17:00:00,17:00,14.59,22.59,22.66,20.93,,79.58,40.17,59.25,14.12,20.94,27.9,23.9,4.1,,
2016-01-06 18:00:00,18:00,15.91,31.24,27.74,25.66,,147.99,29.13,72.86,17.22,25.49,35.1,21.8,3.4,,
2016-01-06 19:00:00,19:00,14.93,33.97,24.19,20.76,,59.14,34.68,105.52,9.61,29.01,37.7,20.6,2.7,,
2016-01-06 20:00:00,20:00,14.04,28.48,25.42,17.32,,55.97,23.62,320.97,11.66,21.33,40.8,19.4,2.9,,
2016-01-06 21:00:00,21:00,26.84,22.76,22.99,17.88,,34.24,22.71,318.68,13.73,15.48,45.7,18.2,1.8,,
2016-01-06 22:00:00,22:00,23.86,18.78,20.68,22.94,,30.37,16.73,234.96,10.76,11.01,50.0,17.1,1.4,,
2016-01-06 23:00:00,23:00,12.01,16.95,27.49,34.39,,34.04,8.67,149.95,13.02,14.49,55.0,16.4,1.3,,
2016-01-07 00:00:00,00:00,0.35,10.85,33.5,37.49,,36.1,20.88,167.41,21.21,15.28,54.9,16.0,1.6,,
2016-01-07 01:00:00,01:00,2.86,13.83,28.98,23.03,,31.31,19.74,122.1,23.42,13.07,59.6,14.9,0.8,,
2016-01-07 02:00:00,02:00,3.8,12.33,24.74,17.14,,34.45,23.64,61.8,19.15,13.97,67.7,13.7,0.3,,
2016-01-07 03:00:00,03:00,1.56,12.57,31.13,14.06,,50.96,22.15,47.13,14.75,10.13,73.5,12.5,0.7,,
2016-01-07 04:00:00,04:00,2.17,8.88,16.74,18.26,,48.11,25.22,50.97,19.19,8.99,72.1,12.4,0.5,,
2016-01-07 05:00:00,05:00,2.92,15.98,23.08,21.19,,46.34,22.43,67.21,25.34,6.68,73.1,12.7,0.2,,
2016-01-07 06:00:00,06:00,8.87,30.53,41.64,32.64,,32.43,35.68,60.09,30.49,11.47,73.6,12.6,0.4,,
2016-01-07 07:00:00,07:00,24.67,60.02,60.54,53.74,,102.57,45.76,112.22,51.65,25.29,74.1,12.4,0.3,,
2016-01-07 08:00:00,08:00,45.45,87.03,85.97,65.92,,106.19,68.64,263.99,81.08,38.11,70.6,13.4,0.3,,
2016-01-07 09:00:00,09:00,28.44,85.48,89.19,58.95,,68.13,62.15,197.41,87.68,31.95,59.1,16.5,0.4,,
2016-01-07 10:00:00,10:00,35.79,45.38,76.28,49.99,,60.38,52.42,155.32,55.89,23.91,41.8,19.6,1.3,,
2016-01-07 11:00:00,11:00,24.23,31.64,41.25,35.24,,40.07,37.86,154.21,25.23,18.29,32.8,20.7,3.7,,
2016-01-07 12:00:00,12:00,8.76,14.91,19.08,21.75,,53.92,24.0,98.09,14.15,5.51,30.4,21.7,3.3,,
2016-01-07 13:00:00,13:00,8.33,6.27,8.78,20.5,,73.43,14.86,85.44,10.85,8.79,25.6,22.8,4.3,,
2016-01-07 14:00:00,14:00,11.62,18.28,18.02,26.34,,130.28,22.3,81.17,16.92,12.36,23.4,23.4,4.8,,
2016-01-07 15:00:00,15:00,15.28,14.54,19.52,26.74,,266.51,31.21,88.11,13.97,13.31,22.5,24.1,4.5,,
2016-01-07 16:00:00,16:00,11.89,16.82,16.72,24.64,,205.37,18.8,125.63,14.23,14.84,21.7,24.2,4.6,,
2016-01-07 17:00:00,17:00,14.06,18.8,18.53,19.19,,223.51,30.57,79.31,11.73,15.62,24.4,23.7,3.8,,
2016-01-07 18:00:00,18:00,16.86,25.43,16.01,24.89,,97.54,30.4,96.42,17.78,17.96,28.0,22.0,3.0,,
2016-01-07 19:00:00,19:00,23.7,40.08,28.86,40.63,,80.63,22.62,81.01,28.31,24.65,31.5,20.4,2.8,,
2016-01-07 20:00:00,20:00,28.36,47.81,32.1,44.8,,92.21,19.77,129.67,42.85,15.96,36.0,18.9,2.6,,
2016-01-07 21:00:00,21:00,22.43,44.97,26.65,45.89,,94.17,23.23,,34.99,17.88,41.7,17.8,2.9,,
2016-01-07 22:00:00,22:00,17.95,30.88,23.28,45.79,,70.76,23.6,165.37,24.97,18.76,49.0,16.3,1.9,,
2016-01-07 23:00:00,23:00,5.56,23.82,8.87,41.21,,59.86,19.93,60.67,15.02,16.0,53.9,15.3,2.0,,
2016-01-08 00:00:00,00:00,6.45,15.18,11.97,38.97,,52.38,22.84,83.69,16.87,6.15,59.9,14.2,1.7,,
2016-01-08 01:00:00,01:00,2.3,11.45,8.92,32.82,,57.54,21.71,84.78,15.79,9.73,58.8,13.8,0.4,,
2016-01-08 02:00:00,02:00,6.68,9.64,12.51,14.76,,63.89,17.01,86.55,3.71,7.56,67.2,12.6,0.1,,
2016-01-08 03:00:00,03:00,4.68,13.47,12.7,10.31,,79.64,24.96,66.24,8.27,3.86,69.1,11.5,1.0,,
2016-01-08 04:00:00,04:00,5.01,16.3,13.05,6.3,,100.94,24.31,66.98,9.22,7.19,74.3,10.4,0.8,,
2016-01-08 05:00:00,05:00,14.65,17.68,19.93,7.31,,68.62,32.88,65.03,11.34,10.18,79.3,9.4,0.9,,
2016-01-08 06:00:00,06:00,19.13,30.16,38.22,14.57,,68.96,33.08,94.67,22.55,19.32,77.7,9.4,0.2,,
2016-01-08 07:00:00,07:00,32.66,43.4,63.63,36.82,,113.3,39.79,73.96,49.0,31.56,81.5,8.8,0.7,,
2016-01-08 08:00:00,08:00,49.5,85.37,78.44,73.95,,115.26,49.75,106.57,85.36,47.36,75.5,10.0,0.3,,
2016-01-08 09:00:00,09:00,63.76,89.3,57.24,70.05,,126.02,52.61,164.49,60.9,61.84,52.6,15.7,0.2,,
2016-01-08 10:00:00,10:00,50.54,76.86,37.29,47.5,,99.41,37.4,95.7,40.34,52.45,40.2,18.4,0.7,,
2016-01-08 11:00:00,11:00,26.27,57.52,32.07,42.48,,70.96,28.43,84.51,31.42,35.2,32.4,20.3,2.2,,
2016-01-08 12:00:00,12:00,17.54,30.39,30.5,38.46,,78.7,44.24,94.6,27.46,19.37,27.5,22.0,2.9,,
2016-01-08 13:00:00,13:00,16.63,19.19,33.75,36.07,,136.13,17.44,145.9,25.24,17.08,21.0,23.4,4.9,,
2016-01-08 14:00:00,14:00,10.49,24.82,25.07,34.85,,127.13,30.28,86.33,16.36,15.64,18.0,24.2,5.5,,
2016-01-08 15:00:00,15:00,12.25,22.04,31.53,36.58,,128.68,27.43,80.89,15.28,19.34,16.5,24.8,4.8,,
2016-01-08 16:00:00,16:00,10.5,21.91,28.09,30.4,,113.03,28.59,90.38,14.37,17.41,17.0,24.9,4.4,,
2016-01-08 17:00:00,17:00,9.96,25.07,18.95,26.86,,116.66,27.92,93.67,18.64,17.53,18.6,24.6,3.9,,
2016-01-08 18:00:00,18:00,14.01,29.12,19.09,25.7,,175.6,26.52,94.91,13.37,21.12,23.1,22.8,2.4,,
2016-01-08 19:00:00,19:00,29.63,45.23,35.98,36.53,,101.91,33.25,89.59,20.5,25.13,26.3,20.7,1.8,,
2016-01-08 20:00:00,20:00,33.22,46.93,30.33,37.07,,110.87,29.9,148.74,29.24,26.36,29.0,19.0,2.5,,
2016-01-08 21:00:00,21:00,22.68,54.73,39.16,67.31,,,24.0,133.41,49.11,24.64,33.1,17.5,1.7,,
2016-01-08 22:00:00,22:00,16.19,51.83,48.34,75.55,,,26.21,154.15,60.96,22.87,35.7,16.6,1.1,,
2016-01-08 23:00:00,23:00,20.29,37.53,51.99,65.84,,,26.61,96.63,53.93,19.76,38.0,16.2,1.2,,
2016-01-09 00:00:00,00:00,22.66,32.76,28.07,56.7,,,32.61,79.11,40.58,12.11,42.5,15.8,0.7,,
2016-01-09 01:00:00,01:00,13.58,17.83,16.38,46.23,,,21.23,72.55,21.08,15.05,53.0,14.7,0.5,,
2016-01-09 02:00:00,02:00,14.8,13.97,14.29,28.55,,,12.84,68.35,21.61,11.68,55.6,13.7,1.3,,
2016-01-09 03:00:00,03:00,15.44,17.89,28.24,26.24,,,9.25,62.41,20.29,12.31,64.9,11.9,0.9,,
2016-01-09 04:00:00,04:00,9.94,16.85,26.35,25.47,,,15.15,50.73,22.17,13.15,71.2,10.7,0.8,,
2016-01-09 05:00:00,05:00,14.59,24.93,29.97,24.08,,,20.07,68.89,20.83,23.5,77.6,9.5,0.6,,
2016-01-09 06:00:00,06:00,12.61,38.28,38.49,25.33,,,32.38,103.71,33.59,38.18,77.0,9.0,0.6,,
2016-01-09 07:00:00,07:00,33.4,62.4,51.04,36.71,,,51.69,103.45,51.57,44.59,81.3,8.4,0.3,,
2016-01-09 08:00:00,08:00,37.37,102.66,70.32,67.99,,,58.21,130.71,59.66,40.58,77.0,9.3,0.1,,
2016-01-09 09:00:00,09:00,51.81,93.38,66.6,82.9,,,57.39,201.69,57.4,50.3,59.9,13.9,0.5,,
2016-01-09 10:00:00,10:00,62.03,56.6,52.46,57.8,,,73.51,114.44,51.46,70.69,50.0,17.1,0.8,,
2016-01-09 11:00:00,11:00,64.97,55.55,57.79,62.57,,,64.59,77.38,57.64,76.17,41.4,20.3,1.0,,
2016-01-09 12:00:00,12:00,39.19,56.85,53.41,43.56,,,51.82,75.28,38.69,50.99,32.3,20.8,1.1,,
